year,bula_h,rentown,pet_dog,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Thuringa,Owner,No,0.74995,172,242,0.69527,0.80462
2001,Thuringa,Tenant,Yes,0.12897,40,252,0.08750,0.17043
2001,Thuringa,Tenant,No,0.87103,212,252,0.82957,0.91250
2006,Schleswig-Holstein,Owner,Yes,0.15974,35,215,0.11066,0.20883
2006,Schleswig-Holstein,Owner,No,0.84026,180,215,0.79117,0.88934
2006,Schleswig-Holstein,Tenant,No,0.93693,160,160,0.89914,0.97471
2006,Hamburg,Owner,No,0.94671,44,44,0.87957,1.01384
2006,Hamburg,Tenant,No,0.99181,143,143,0.97700,1.00663
2006,Lower Saxony,Owner,Yes,0.18572,124,639,0.15555,0.21590
2006,Lower Saxony,Owner,No,0.81428,515,639,0.78410,0.84445
2006,Lower Saxony,Tenant,Yes,0.09630,49,435,0.06854,0.12405
2006,Lower Saxony,Tenant,No,0.90370,386,435,0.87595,0.93146
2006,Bremen,Tenant,No,0.90886,49,49,0.82744,0.99028
2006,North Rhine-Westphalia,Owner,Yes,0.12396,171,1204,0.10533,0.14258
2006,North Rhine-Westphalia,Owner,No,0.87604,1033,1204,0.85742,0.89467
2006,North Rhine-Westphalia,Tenant,Yes,0.09682,140,1334,0.08095,0.11270
2006,North Rhine-Westphalia,Tenant,No,0.90318,1194,1334,0.88730,0.91905
2006,Hesse,Owner,Yes,0.16698,82,426,0.13152,0.20244
2006,Hesse,Owner,No,0.83302,344,426,0.79756,0.86848
2006,Hesse,Tenant,Yes,0.09636,39,419,0.06807,0.12465
2006,Hesse,Tenant,No,0.90364,380,419,0.87535,0.93193
2006,"Rhineland-Palatinate, Saarland",Owner,Yes,0.14681,71,408,0.11243,0.18120
2006,"Rhineland-Palatinate, Saarland",Owner,No,0.85319,337,408,0.81880,0.88757
2006,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.11105,33,319,0.07651,0.14558
2006,"Rhineland-Palatinate, Saarland",Tenant,No,0.88895,286,319,0.85442,0.92349
2006,Baden-Wuerttemberg,Owner,Yes,0.13132,113,786,0.10770,0.15495
2006,Baden-Wuerttemberg,Owner,No,0.86868,673,786,0.84505,0.89230
2006,Baden-Wuerttemberg,Tenant,Yes,0.06688,54,687,0.04818,0.08557
2006,Baden-Wuerttemberg,Tenant,No,0.93312,633,687,0.91443,0.95182
2006,Bavaria,Owner,Yes,0.14678,146,971,0.12451,0.16906
2006,Bavaria,Owner,No,0.85322,825,971,0.83094,0.87549
2006,Bavaria,Tenant,Yes,0.07891,64,759,0.05972,0.09811
2006,Bavaria,Tenant,No,0.92109,695,759,0.90189,0.94028
2006,Berlin,Owner,No,0.95735,80,80,0.91280,1.00191
2006,Berlin,Tenant,No,0.93460,374,374,0.90951,0.95969
2006,Brandenburg,Owner,Yes,0.28250,60,217,0.22246,0.34254
2006,Brandenburg,Owner,No,0.71750,157,217,0.65746,0.77754
2006,Brandenburg,Tenant,Yes,0.14101,42,315,0.10252,0.17951
2006,Brandenburg,Tenant,No,0.85899,273,315,0.82049,0.89748
2006,Mecklenburg-Western Pomerania,Owner,Yes,0.33257,46,138,0.25368,0.41146
2006,Mecklenburg-Western Pomerania,Owner,No,0.66743,92,138,0.58854,0.74632
2006,Mecklenburg-Western Pomerania,Tenant,No,0.90188,150,150,0.85411,0.94964
2006,Saxony,Owner,Yes,0.21528,71,343,0.17171,0.25884
2006,Saxony,Owner,No,0.78472,272,343,0.74116,0.82829
2006,Saxony,Tenant,Yes,0.06051,37,534,0.04027,0.08075
2006,Saxony,Tenant,No,0.93949,497,534,0.91925,0.95973
2006,Saxony-Anhalt,Owner,Yes,0.38986,77,222,0.32556,0.45416
2006,Saxony-Anhalt,Owner,No,0.61014,145,222,0.54584,0.67444
2006,Saxony-Anhalt,Tenant,Yes,0.12752,37,270,0.08766,0.16738
2006,Saxony-Anhalt,Tenant,No,0.87248,233,270,0.83262,0.91234
2006,Thuringa,Owner,Yes,0.21411,61,264,0.16453,0.26369
2006,Thuringa,Owner,No,0.78589,203,264,0.73631,0.83547
2006,Thuringa,Tenant,Yes,0.11216,33,251,0.07304,0.15128
2006,Thuringa,Tenant,No,0.88784,218,251,0.84872,0.92696
2011,Schleswig-Holstein,Owner,No,0.84402,166,166,0.78866,0.89939
2011,Schleswig-Holstein,Tenant,No,0.96418,200,200,0.93836,0.99000
2011,Hamburg,Owner,No,0.92393,46,46,0.84647,1.00139
2011,Hamburg,Tenant,No,0.94473,138,138,0.90647,0.98300
2011,Lower Saxony,Owner,Yes,0.16332,113,658,0.13506,0.19159
2011,Lower Saxony,Owner,No,0.83668,545,658,0.80841,0.86494
2011,Lower Saxony,Tenant,Yes,0.08849,48,429,0.06158,0.11540
2011,Lower Saxony,Tenant,No,0.91151,381,429,0.88460,0.93842
2011,Bremen,Tenant,No,0.94470,51,51,0.88134,1.00805
2011,North Rhine-Westphalia,Owner,Yes,0.13491,162,1136,0.11503,0.15478
2011,North Rhine-Westphalia,Owner,No,0.86509,974,1136,0.84522,0.88497
2011,North Rhine-Westphalia,Tenant,Yes,0.08911,124,1217,0.07309,0.10512
2011,North Rhine-Westphalia,Tenant,No,0.91089,1093,1217,0.89488,0.92691
2011,Hesse,Owner,Yes,0.17835,86,434,0.14229,0.21440
2011,Hesse,Owner,No,0.82165,348,434,0.78560,0.85771
2011,Hesse,Tenant,Yes,0.12819,49,396,0.09522,0.16116
2011,Hesse,Tenant,No,0.87181,347,396,0.83884,0.90478
2011,"Rhineland-Palatinate, Saarland",Owner,Yes,0.16625,80,408,0.13008,0.20242
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.83375,328,408,0.79758,0.86992
2011,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.09063,31,302,0.05820,0.12306
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.90937,271,302,0.87694,0.94180
2011,Baden-Wuerttemberg,Owner,Yes,0.11924,94,800,0.09677,0.14171
2011,Baden-Wuerttemberg,Owner,No,0.88076,706,800,0.85829,0.90323
2011,Baden-Wuerttemberg,Tenant,Yes,0.08971,59,601,0.06684,0.11257
2011,Baden-Wuerttemberg,Tenant,No,0.91029,542,601,0.88743,0.93316
2011,Bavaria,Owner,Yes,0.12884,147,1016,0.10823,0.14945
2011,Bavaria,Owner,No,0.87116,869,1016,0.85055,0.89177
2011,Bavaria,Tenant,Yes,0.08172,73,823,0.06300,0.10045
2011,Bavaria,Tenant,No,0.91828,750,823,0.89955,0.93700
2011,Berlin,Owner,No,0.96178,93,93,0.92260,1.00096
2011,Berlin,Tenant,No,0.94233,389,389,0.91913,0.96553
2011,Brandenburg,Owner,Yes,0.24834,62,234,0.19286,0.30382
2011,Brandenburg,Owner,No,0.75166,172,234,0.69618,0.80714
2011,Brandenburg,Tenant,Yes,0.13584,39,284,0.09592,0.17576
2011,Brandenburg,Tenant,No,0.86416,245,284,0.82424,0.90408
2011,Mecklenburg-Western Pomerania,Owner,Yes,0.26802,36,126,0.19037,0.34566
2011,Mecklenburg-Western Pomerania,Owner,No,0.73198,90,126,0.65434,0.80963
2011,Mecklenburg-Western Pomerania,Tenant,No,0.92176,167,167,0.88091,0.96262
2011,Saxony,Owner,Yes,0.16180,46,299,0.11999,0.20362
2011,Saxony,Owner,No,0.83820,253,299,0.79638,0.88001
2011,Saxony,Tenant,Yes,0.09486,39,509,0.06938,0.12034
2011,Saxony,Tenant,No,0.90514,470,509,0.87966,0.93062
2011,Saxony-Anhalt,Owner,Yes,0.40311,69,228,0.33930,0.46693
2011,Saxony-Anhalt,Owner,No,0.59689,159,228,0.53307,0.66070
2011,Saxony-Anhalt,Tenant,Yes,0.08958,36,281,0.05613,0.12303
2011,Saxony-Anhalt,Tenant,No,0.91042,245,281,0.87697,0.94387
2011,Thuringa,Owner,Yes,0.15907,41,235,0.11220,0.20593
2011,Thuringa,Owner,No,0.84093,194,235,0.79407,0.88780
2011,Thuringa,Tenant,No,0.92135,260,260,0.88857,0.95414
2016,Schleswig-Holstein,Owner,Yes,0.14904,39,235,0.10341,0.19466
2016,Schleswig-Holstein,Owner,No,0.85096,196,235,0.80534,0.89659
2016,Schleswig-Holstein,Tenant,Yes,0.07819,35,268,0.04599,0.11040
2016,Schleswig-Holstein,Tenant,No,0.92181,233,268,0.88960,0.95401
2016,Hamburg,Owner,No,0.91776,68,68,0.85197,0.98354
2016,Hamburg,Tenant,No,0.91707,177,177,0.87633,0.95781
2016,Lower Saxony,Owner,Yes,0.20717,156,693,0.17698,0.23737
2016,Lower Saxony,Owner,No,0.79283,537,693,0.76263,0.82302
2016,Lower Saxony,Tenant,Yes,0.11839,98,655,0.09363,0.14315
2016,Lower Saxony,Tenant,No,0.88161,557,655,0.85685,0.90637
2016,Bremen,Tenant,No,0.89424,63,63,0.81770,0.97079
2016,North Rhine-Westphalia,Owner,Yes,0.14317,194,1216,0.12348,0.16287
2016,North Rhine-Westphalia,Owner,No,0.85683,1022,1216,0.83713,0.87652
2016,North Rhine-Westphalia,Tenant,Yes,0.09757,188,1691,0.08342,0.11172
2016,North Rhine-Westphalia,Tenant,No,0.90243,1503,1691,0.88828,0.91658
2016,Hesse,Owner,Yes,0.15430,75,426,0.11995,0.18864
2016,Hesse,Owner,No,0.84570,351,426,0.81136,0.88005
2016,Hesse,Tenant,Yes,0.14296,74,552,0.11373,0.17219
2016,Hesse,Tenant,No,0.85704,478,552,0.82781,0.88627
2016,"Rhineland-Palatinate, Saarland",Owner,Yes,0.18482,90,442,0.14860,0.22105
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.81518,352,442,0.77895,0.85140
2016,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.07018,44,406,0.04530,0.09505
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.92982,362,406,0.90495,0.95470
2016,Baden-Wuerttemberg,Owner,Yes,0.11272,110,854,0.09150,0.13395
2016,Baden-Wuerttemberg,Owner,No,0.88728,744,854,0.86605,0.90850
2016,Baden-Wuerttemberg,Tenant,Yes,0.08461,74,773,0.06498,0.10424
2016,Baden-Wuerttemberg,Tenant,No,0.91539,699,773,0.89576,0.93502
2016,Bavaria,Owner,Yes,0.12004,161,1099,0.10081,0.13926
2016,Bavaria,Owner,No,0.87996,938,1099,0.86074,0.89919
2016,Bavaria,Tenant,Yes,0.07881,100,1200,0.06355,0.09406
2016,Bavaria,Tenant,No,0.92119,1100,1200,0.90594,0.93645
2016,Berlin,Owner,No,0.95457,104,104,0.91436,0.99479
2016,Berlin,Tenant,Yes,0.05923,35,501,0.03854,0.07992
2016,Berlin,Tenant,No,0.94077,466,501,0.92008,0.96146
2016,Brandenburg,Owner,Yes,0.21143,69,254,0.16112,0.26175
2016,Brandenburg,Owner,No,0.78857,185,254,0.73825,0.83888
2016,Brandenburg,Tenant,Yes,0.09898,43,308,0.06558,0.13239
2016,Brandenburg,Tenant,No,0.90102,265,308,0.86761,0.93442
2016,Mecklenburg-Western Pomerania,Owner,No,0.73659,82,82,0.64066,0.83252
2016,Mecklenburg-Western Pomerania,Tenant,Yes,0.10120,34,220,0.06125,0.14114
2016,Mecklenburg-Western Pomerania,Tenant,No,0.89880,186,220,0.85886,0.93875
2016,Saxony,Owner,Yes,0.15317,46,304,0.11262,0.19373
2016,Saxony,Owner,No,0.84683,258,304,0.80627,0.88738
2016,Saxony,Tenant,Yes,0.05377,43,561,0.03509,0.07245
2016,Saxony,Tenant,No,0.94623,518,561,0.92755,0.96491
2016,Saxony-Anhalt,Owner,Yes,0.37262,64,211,0.30723,0.43802
2016,Saxony-Anhalt,Owner,No,0.62738,147,211,0.56198,0.69277
2016,Saxony-Anhalt,Tenant,Yes,0.10594,40,302,0.07118,0.14071
2016,Saxony-Anhalt,Tenant,No,0.89406,262,302,0.85929,0.92882
2016,Thuringa,Owner,Yes,0.16357,43,242,0.11687,0.21026
2016,Thuringa,Owner,No,0.83643,199,242,0.78974,0.88313
2016,Thuringa,Tenant,Yes,0.13175,38,302,0.09354,0.16995
2016,Thuringa,Tenant,No,0.86825,264,302,0.83005,0.90646
2021,Schleswig-Holstein,Owner,Yes,0.16187,53,243,0.11546,0.20828
2021,Schleswig-Holstein,Owner,No,0.83813,190,243,0.79172,0.88454
2021,Schleswig-Holstein,Tenant,No,0.91207,158,158,0.86777,0.95637
2021,Hamburg,Owner,No,0.98177,67,67,0.94950,1.01405
2021,Hamburg,Tenant,No,0.93540,180,180,0.89939,0.97142
2021,Lower Saxony,Owner,Yes,0.20620,134,562,0.17272,0.23968
2021,Lower Saxony,Owner,No,0.79380,428,562,0.76032,0.82728
2021,Lower Saxony,Tenant,Yes,0.09311,68,500,0.06762,0.11861
2021,Lower Saxony,Tenant,No,0.90689,432,500,0.88139,0.93238
2021,Bremen,Tenant,No,0.96314,52,52,0.91143,1.01485
2021,North Rhine-Westphalia,Owner,Yes,0.16075,208,1008,0.13806,0.18343
2021,North Rhine-Westphalia,Owner,No,0.83925,800,1008,0.81657,0.86194
2021,North Rhine-Westphalia,Tenant,Yes,0.11365,161,1273,0.09620,0.13109
2021,North Rhine-Westphalia,Tenant,No,0.88635,1112,1273,0.86891,0.90380
2021,Hesse,Owner,Yes,0.16678,63,325,0.12619,0.20737
2021,Hesse,Owner,No,0.83322,262,325,0.79263,0.87381
2021,Hesse,Tenant,Yes,0.14126,44,368,0.10562,0.17689
2021,Hesse,Tenant,No,0.85874,324,368,0.82311,0.89438
2021,"Rhineland-Palatinate, Saarland",Owner,Yes,0.16623,69,297,0.12382,0.20864
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.83377,228,297,0.79136,0.87618
2021,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.08907,32,238,0.05280,0.12533
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.91093,206,238,0.87467,0.94720
2021,Baden-Wuerttemberg,Owner,Yes,0.09631,74,653,0.07366,0.11895
2021,Baden-Wuerttemberg,Owner,No,0.90369,579,653,0.88105,0.92634
2021,Baden-Wuerttemberg,Tenant,Yes,0.08026,46,561,0.05775,0.10276
2021,Baden-Wuerttemberg,Tenant,No,0.91974,515,561,0.89724,0.94225
2021,Bavaria,Owner,Yes,0.12924,137,862,0.10683,0.15165
2021,Bavaria,Owner,No,0.87076,725,862,0.84835,0.89317
2021,Bavaria,Tenant,Yes,0.08548,86,885,0.06705,0.10391
2021,Bavaria,Tenant,No,0.91452,799,885,0.89609,0.93295
2021,Berlin,Owner,No,0.89950,99,99,0.83997,0.95903
2021,Berlin,Tenant,Yes,0.05768,31,444,0.03597,0.07939
2021,Berlin,Tenant,No,0.94232,413,444,0.92061,0.96403
2021,Brandenburg,Owner,Yes,0.15665,53,228,0.10937,0.20393
2021,Brandenburg,Owner,No,0.84335,175,228,0.79607,0.89063
2021,Brandenburg,Tenant,Yes,0.10664,36,218,0.06557,0.14771
2021,Brandenburg,Tenant,No,0.89336,182,218,0.85229,0.93443
2021,Mecklenburg-Western Pomerania,Owner,Yes,0.32103,31,103,0.23042,0.41163
2021,Mecklenburg-Western Pomerania,Owner,No,0.67897,72,103,0.58837,0.76958
2021,Mecklenburg-Western Pomerania,Tenant,No,0.93666,143,143,0.89660,0.97672
2021,Saxony,Owner,Yes,0.10485,31,266,0.06797,0.14174
2021,Saxony,Owner,No,0.89515,235,266,0.85826,0.93203
2021,Saxony,Tenant,Yes,0.07168,48,466,0.04823,0.09512
2021,Saxony,Tenant,No,0.92832,418,466,0.90488,0.95177
2021,Saxony-Anhalt,Owner,Yes,0.29969,42,154,0.22710,0.37229
2021,Saxony-Anhalt,Owner,No,0.70031,112,154,0.62771,0.77290
2021,Saxony-Anhalt,Tenant,Yes,0.12427,32,215,0.08007,0.16847
2021,Saxony-Anhalt,Tenant,No,0.87573,183,215,0.83153,0.91993
2021,Thuringa,Owner,No,0.82329,141,141,0.76010,0.88647
2021,Thuringa,Tenant,No,0.92742,194,194,0.89081,0.96402
