year,bula_h,pgisced97,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.75825,96,135,0.68575,0.83074
2002,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.24405,60,219,0.18703,0.30107
2002,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.75595,159,219,0.69893,0.81297
2002,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.22216,98,500,0.18568,0.25863
2002,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.77784,402,500,0.74137,0.81432
2002,Bavaria,Pre-primary Level,No,0.90615,42,42,0.81689,0.99542
2002,Bavaria,Lower Secondary Level,Yes,0.28272,121,420,0.23960,0.32584
2002,Bavaria,Lower Secondary Level,No,0.71728,299,420,0.67416,0.76040
2002,Bavaria,Upper Secondary Level,Yes,0.32045,558,1709,0.29832,0.34259
2002,Bavaria,Upper Secondary Level,No,0.67888,1151,1709,0.65674,0.70103
2002,Bavaria,Post-secondary Non-tertiary Level,Yes,0.23066,35,149,0.16279,0.29853
2002,Bavaria,Post-secondary Non-tertiary Level,No,0.76934,114,149,0.70147,0.83721
2002,Bavaria,First Stage of Tertiary Education,Yes,0.25448,74,255,0.20091,0.30805
2002,Bavaria,First Stage of Tertiary Education,No,0.74552,181,255,0.69195,0.79909
2002,Bavaria,Second Stage of Tertiary Education,Yes,0.16244,101,623,0.13345,0.19143
2002,Bavaria,Second Stage of Tertiary Education,No,0.83756,522,623,0.80857,0.86655
2002,Berlin,Lower Secondary Level,Yes,0.47748,36,72,0.36130,0.59367
2002,Berlin,Lower Secondary Level,No,0.52252,36,72,0.40633,0.63870
2002,Berlin,Upper Secondary Level,Yes,0.41999,136,343,0.36768,0.47230
2002,Berlin,Upper Secondary Level,No,0.58001,207,343,0.52770,0.63232
2002,Berlin,First Stage of Tertiary Education,No,0.73400,52,52,0.61273,0.85527
2002,Berlin,Second Stage of Tertiary Education,Yes,0.32159,88,258,0.26448,0.37869
2002,Berlin,Second Stage of Tertiary Education,No,0.67576,170,258,0.61853,0.73299
2002,Brandenburg,Lower Secondary Level,No,0.65669,52,52,0.52637,0.78700
2002,Brandenburg,Upper Secondary Level,Yes,0.34328,165,481,0.30080,0.38576
2002,Brandenburg,Upper Secondary Level,No,0.65403,316,481,0.61147,0.69658
2002,Brandenburg,First Stage of Tertiary Education,No,0.79669,65,65,0.69809,0.89530
2002,Brandenburg,Second Stage of Tertiary Education,Yes,0.18582,38,253,0.13780,0.23385
2002,Brandenburg,Second Stage of Tertiary Education,No,0.80735,215,253,0.75865,0.85604
2002,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.35796,96,266,0.30024,0.41568
2002,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.64204,170,266,0.58432,0.69976
2002,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.84523,32,32,0.71790,0.97255
2002,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.78176,113,113,0.70526,0.85826
2002,Saxony,Lower Secondary Level,Yes,0.25854,38,127,0.18209,0.33499
2002,Saxony,Lower Secondary Level,No,0.74146,89,127,0.66501,0.81791
2002,Saxony,Upper Secondary Level,Yes,0.29248,269,894,0.26265,0.32232
2002,Saxony,Upper Secondary Level,No,0.70752,625,894,0.67768,0.73735
2002,Saxony,Post-secondary Non-tertiary Level,No,0.71618,33,33,0.55997,0.87239
2002,Saxony,First Stage of Tertiary Education,No,0.80549,111,111,0.73152,0.87946
2002,Saxony,Second Stage of Tertiary Education,Yes,0.16870,72,397,0.13182,0.20559
2002,Saxony,Second Stage of Tertiary Education,No,0.83130,325,397,0.79441,0.86818
2002,Saxony-Anhalt,Lower Secondary Level,No,0.77004,61,61,0.66356,0.87652
2002,Saxony-Anhalt,Upper Secondary Level,Yes,0.36490,188,493,0.32236,0.40744
2002,Saxony-Anhalt,Upper Secondary Level,No,0.63510,305,493,0.59256,0.67764
2002,Saxony-Anhalt,First Stage of Tertiary Education,No,0.74314,69,69,0.63929,0.84698
2002,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.24139,49,230,0.18596,0.29681
2002,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.75861,181,230,0.70319,0.81404
2002,Thuringa,Lower Secondary Level,No,0.76686,39,39,0.63242,0.90130
2002,Thuringa,Upper Secondary Level,Yes,0.33254,205,590,0.29449,0.37059
2002,Thuringa,Upper Secondary Level,No,0.66746,385,590,0.62941,0.70551
2002,Thuringa,First Stage of Tertiary Education,No,0.79273,58,58,0.68750,0.89796
2002,Thuringa,Second Stage of Tertiary Education,Yes,0.19353,36,179,0.13549,0.25157
2002,Thuringa,Second Stage of Tertiary Education,No,0.80647,143,179,0.74843,0.86451
2004,Schleswig-Holstein,Lower Secondary Level,Yes,0.35526,32,85,0.25291,0.45761
2004,Schleswig-Holstein,Lower Secondary Level,No,0.64474,53,85,0.54239,0.74709
2004,Schleswig-Holstein,Upper Secondary Level,Yes,0.38014,124,348,0.32907,0.43122
2004,Schleswig-Holstein,Upper Secondary Level,No,0.61986,224,348,0.56878,0.67093
2004,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.80074,32,32,0.66013,0.94136
2004,Schleswig-Holstein,First Stage of Tertiary Education,No,0.70332,38,38,0.55613,0.85051
2004,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.88725,96,96,0.82364,0.95085
2004,Hamburg,Upper Secondary Level,Yes,0.41924,44,132,0.33474,0.50374
2004,Hamburg,Upper Secondary Level,No,0.56144,88,132,0.47647,0.64642
2004,Hamburg,Second Stage of Tertiary Education,No,0.67760,58,58,0.55626,0.79894
2004,Lower Saxony,Pre-primary Level,No,0.69793,45,45,0.56226,0.83361
2004,Lower Saxony,Lower Secondary Level,Yes,0.33456,82,254,0.27642,0.39270
2004,Lower Saxony,Lower Secondary Level,No,0.66021,172,254,0.60185,0.71858
2004,Lower Saxony,Upper Secondary Level,Yes,0.31224,320,978,0.28318,0.34130
2004,Lower Saxony,Upper Secondary Level,No,0.68523,658,978,0.65610,0.71435
2004,Lower Saxony,Post-secondary Non-tertiary Level,No,0.71286,88,88,0.61779,0.80793
2004,Lower Saxony,First Stage of Tertiary Education,Yes,0.23456,34,123,0.15937,0.30975
2004,Lower Saxony,First Stage of Tertiary Education,No,0.76349,89,123,0.68808,0.83889
2004,Lower Saxony,Second Stage of Tertiary Education,Yes,0.27130,70,301,0.22098,0.32161
2004,Lower Saxony,Second Stage of Tertiary Education,No,0.72801,231,301,0.67765,0.77836
2004,Bremen,Upper Secondary Level,No,0.70118,59,59,0.58338,0.81899
2004,North Rhine-Westphalia,Pre-primary Level,Yes,0.20656,31,144,0.14020,0.27291
2004,North Rhine-Westphalia,Pre-primary Level,No,0.79344,113,144,0.72709,0.85980
2004,North Rhine-Westphalia,Primary Level,Yes,0.40950,37,89,0.30676,0.51225
2004,North Rhine-Westphalia,Primary Level,No,0.58838,52,89,0.48556,0.69120
2004,North Rhine-Westphalia,Lower Secondary Level,Yes,0.31656,195,560,0.27800,0.35512
2004,North Rhine-Westphalia,Lower Secondary Level,No,0.67605,365,560,0.63725,0.71484
2004,North Rhine-Westphalia,Upper Secondary Level,Yes,0.32860,759,2191,0.30892,0.34827
2004,North Rhine-Westphalia,Upper Secondary Level,No,0.66832,1432,2191,0.64860,0.68803
2004,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.34236,111,334,0.29140,0.39333
2004,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.65288,223,334,0.60174,0.70401
2004,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.23839,93,327,0.19213,0.28464
2004,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.75194,234,327,0.70506,0.79883
2004,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.25385,193,826,0.22415,0.28355
2004,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.74145,633,826,0.71158,0.77133
2004,Hesse,Lower Secondary Level,Yes,0.28475,58,186,0.21972,0.34978
2004,Hesse,Lower Secondary Level,No,0.70578,128,186,0.64012,0.77145
2004,Hesse,Upper Secondary Level,Yes,0.34125,213,658,0.30500,0.37751
2004,Hesse,Upper Secondary Level,No,0.65875,445,658,0.62249,0.69500
2004,Hesse,Post-secondary Non-tertiary Level,No,0.73948,89,89,0.64778,0.83119
2004,Hesse,First Stage of Tertiary Education,No,0.72974,69,69,0.62418,0.83529
2004,Hesse,Second Stage of Tertiary Education,Yes,0.20796,77,316,0.16314,0.25278
2004,Hesse,Second Stage of Tertiary Education,No,0.79204,239,316,0.74722,0.83686
2004,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.29204,64,223,0.23223,0.35186
2004,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.70796,159,223,0.64814,0.76777
2004,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.32696,227,669,0.29138,0.36253
2004,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.66706,442,669,0.63132,0.70280
2004,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.75127,38,38,0.61198,0.89056
2004,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.39101,36,105,0.29723,0.48480
2004,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.60899,69,105,0.51520,0.70277
2004,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.28924,43,181,0.22300,0.35548
2004,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.71076,138,181,0.64452,0.77700
2004,Baden-Wuerttemberg,Pre-primary Level,No,0.77470,63,63,0.67071,0.87870
2004,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.22089,116,434,0.18181,0.25996
2004,Baden-Wuerttemberg,Lower Secondary Level,No,0.77911,318,434,0.74004,0.81819
2004,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.29964,367,1202,0.27373,0.32555
2004,Baden-Wuerttemberg,Upper Secondary Level,No,0.70036,835,1202,0.67445,0.72627
2004,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.25443,37,140,0.18202,0.32683
2004,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.74557,103,140,0.67317,0.81798
2004,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.27685,57,199,0.21453,0.33918
2004,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.72315,142,199,0.66082,0.78547
2004,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.24384,96,465,0.20477,0.28291
2004,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.75616,369,465,0.71709,0.79523
2004,Bavaria,Pre-primary Level,No,0.82657,62,62,0.73156,0.92159
2004,Bavaria,Lower Secondary Level,Yes,0.28341,105,374,0.23768,0.32915
2004,Bavaria,Lower Secondary Level,No,0.71294,269,374,0.66703,0.75885
2004,Bavaria,Upper Secondary Level,Yes,0.30444,492,1579,0.28173,0.32714
2004,Bavaria,Upper Secondary Level,No,0.69282,1087,1579,0.67006,0.71558
2004,Bavaria,Post-secondary Non-tertiary Level,Yes,0.24096,33,145,0.17111,0.31081
2004,Bavaria,Post-secondary Non-tertiary Level,No,0.75385,112,145,0.68349,0.82421
2004,Bavaria,First Stage of Tertiary Education,Yes,0.27639,72,238,0.21946,0.33333
2004,Bavaria,First Stage of Tertiary Education,No,0.72361,166,238,0.66667,0.78054
2004,Bavaria,Second Stage of Tertiary Education,Yes,0.16278,82,571,0.13247,0.19308
2004,Bavaria,Second Stage of Tertiary Education,No,0.83234,489,571,0.80167,0.86301
2004,Berlin,Lower Secondary Level,Yes,0.59876,35,67,0.48051,0.71702
2004,Berlin,Lower Secondary Level,No,0.40124,32,67,0.28298,0.51949
2004,Berlin,Upper Secondary Level,Yes,0.40437,128,338,0.35197,0.45677
2004,Berlin,Upper Secondary Level,No,0.59081,210,338,0.53832,0.64331
2004,Berlin,First Stage of Tertiary Education,No,0.73783,46,46,0.60933,0.86634
2004,Berlin,Second Stage of Tertiary Education,Yes,0.30598,74,251,0.24886,0.36311
2004,Berlin,Second Stage of Tertiary Education,No,0.69402,177,251,0.63689,0.75114
2004,Brandenburg,Lower Secondary Level,No,0.61181,40,40,0.45886,0.76476
2004,Brandenburg,Upper Secondary Level,Yes,0.32674,150,449,0.28331,0.37017
2004,Brandenburg,Upper Secondary Level,No,0.67326,299,449,0.62983,0.71669
2004,Brandenburg,First Stage of Tertiary Education,No,0.77698,55,55,0.66595,0.88801
2004,Brandenburg,Second Stage of Tertiary Education,Yes,0.16717,36,253,0.12110,0.21324
2004,Brandenburg,Second Stage of Tertiary Education,No,0.83283,217,253,0.78676,0.87890
2004,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.33429,89,263,0.27717,0.39141
2004,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.64496,174,263,0.58701,0.70290
2004,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.89641,35,35,0.79398,0.99884
2004,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.82488,106,106,0.75218,0.89758
2004,Saxony,Pre-primary Level,No,0.76600,36,36,0.62574,0.90627
2004,Saxony,Lower Secondary Level,Yes,0.26183,31,105,0.17734,0.34632
2004,Saxony,Lower Secondary Level,No,0.72191,74,105,0.63580,0.80803
2004,Saxony,Upper Secondary Level,Yes,0.30096,249,842,0.26996,0.33196
2004,Saxony,Upper Secondary Level,No,0.69330,593,842,0.66214,0.72447
2004,Saxony,First Stage of Tertiary Education,No,0.85667,111,111,0.79119,0.92215
2004,Saxony,Second Stage of Tertiary Education,Yes,0.17452,64,374,0.13600,0.21304
2004,Saxony,Second Stage of Tertiary Education,No,0.81775,310,374,0.77858,0.85693
2004,Saxony-Anhalt,Lower Secondary Level,No,0.87284,57,57,0.78558,0.96010
2004,Saxony-Anhalt,Upper Secondary Level,Yes,0.35108,176,454,0.30712,0.39503
2004,Saxony-Anhalt,Upper Secondary Level,No,0.64434,278,454,0.60026,0.68843
2004,Saxony-Anhalt,First Stage of Tertiary Education,No,0.83566,72,72,0.74946,0.92186
2004,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.23456,46,222,0.17870,0.29043
2004,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.76544,176,222,0.70957,0.82130
2004,Thuringa,Lower Secondary Level,No,0.68707,39,39,0.53964,0.83450
2004,Thuringa,Upper Secondary Level,Yes,0.33527,194,568,0.29641,0.37413
2004,Thuringa,Upper Secondary Level,No,0.65831,374,568,0.61927,0.69735
2004,Thuringa,First Stage of Tertiary Education,No,0.83101,60,60,0.73539,0.92664
2004,Thuringa,Second Stage of Tertiary Education,No,0.84260,144,144,0.78291,0.90229
2006,Schleswig-Holstein,Lower Secondary Level,Yes,0.45664,36,74,0.34237,0.57090
2006,Schleswig-Holstein,Lower Secondary Level,No,0.52538,38,74,0.41083,0.63994
2006,Schleswig-Holstein,Upper Secondary Level,Yes,0.35417,106,352,0.30413,0.40420
2006,Schleswig-Holstein,Upper Secondary Level,No,0.64583,246,352,0.59580,0.69587
2006,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.80202,36,36,0.67000,0.93403
2006,Schleswig-Holstein,First Stage of Tertiary Education,No,0.78999,43,43,0.66681,0.91318
2006,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.75092,98,98,0.66485,0.83698
2006,Hamburg,Upper Secondary Level,Yes,0.42028,47,136,0.33701,0.50354
2006,Hamburg,Upper Secondary Level,No,0.57972,89,136,0.49646,0.66299
2006,Hamburg,Second Stage of Tertiary Education,No,0.80414,61,61,0.70372,0.90456
2006,Lower Saxony,Pre-primary Level,No,0.41755,32,32,0.24395,0.59116
2006,Lower Saxony,Lower Secondary Level,Yes,0.27637,78,254,0.22127,0.33148
2006,Lower Saxony,Lower Secondary Level,No,0.71091,176,254,0.65504,0.76677
2006,Lower Saxony,Upper Secondary Level,Yes,0.30683,318,1033,0.27870,0.33497
2006,Lower Saxony,Upper Secondary Level,No,0.68918,715,1033,0.66094,0.71742
2006,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.37992,33,121,0.29307,0.46676
2006,Lower Saxony,Post-secondary Non-tertiary Level,No,0.62008,88,121,0.53324,0.70693
2006,Lower Saxony,First Stage of Tertiary Education,Yes,0.23858,34,132,0.16559,0.31156
2006,Lower Saxony,First Stage of Tertiary Education,No,0.76142,98,132,0.68844,0.83441
2006,Lower Saxony,Second Stage of Tertiary Education,Yes,0.21694,73,326,0.17213,0.26175
2006,Lower Saxony,Second Stage of Tertiary Education,No,0.78236,253,326,0.73750,0.82722
2006,Bremen,Upper Secondary Level,No,0.74345,51,51,0.62240,0.86451
2006,North Rhine-Westphalia,Pre-primary Level,No,0.56684,72,72,0.45158,0.68210
2006,North Rhine-Westphalia,Primary Level,Yes,0.48948,37,80,0.37925,0.59972
2006,North Rhine-Westphalia,Primary Level,No,0.51052,43,80,0.40028,0.62075
2006,North Rhine-Westphalia,Lower Secondary Level,Yes,0.34811,197,564,0.30876,0.38746
2006,North Rhine-Westphalia,Lower Secondary Level,No,0.63326,367,564,0.59345,0.67307
2006,North Rhine-Westphalia,Upper Secondary Level,Yes,0.33027,735,2209,0.31066,0.34989
2006,North Rhine-Westphalia,Upper Secondary Level,No,0.66731,1474,2209,0.64765,0.68696
2006,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.31448,111,347,0.26556,0.36341
2006,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.68552,236,347,0.63659,0.73444
2006,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.26640,88,318,0.21774,0.31507
2006,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.73360,230,318,0.68493,0.78226
2006,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.24237,179,864,0.21378,0.27096
2006,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.75724,685,864,0.72864,0.78585
2006,Hesse,Lower Secondary Level,Yes,0.28235,51,163,0.21303,0.35167
2006,Hesse,Lower Secondary Level,No,0.69681,112,163,0.62603,0.76759
2006,Hesse,Upper Secondary Level,Yes,0.37914,229,702,0.34323,0.41506
2006,Hesse,Upper Secondary Level,No,0.62086,473,702,0.58494,0.65677
2006,Hesse,Post-secondary Non-tertiary Level,No,0.72164,82,82,0.62404,0.81925
2006,Hesse,First Stage of Tertiary Education,No,0.71259,68,68,0.60422,0.82095
2006,Hesse,Second Stage of Tertiary Education,Yes,0.21664,74,355,0.17372,0.25955
2006,Hesse,Second Stage of Tertiary Education,No,0.78336,281,355,0.74045,0.82628
2006,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.29608,66,216,0.23506,0.35711
2006,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.67193,150,216,0.60917,0.73469
2006,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.32679,219,659,0.29095,0.36263
2006,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.66860,440,659,0.63263,0.70457
2006,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.84773,48,48,0.74501,0.95044
2006,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.69750,75,75,0.59284,0.80216
2006,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.23372,38,195,0.17417,0.29328
2006,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.75440,157,195,0.69383,0.81497
2006,Baden-Wuerttemberg,Pre-primary Level,No,0.56012,59,59,0.43237,0.68787
2006,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.30063,117,395,0.25535,0.34590
2006,Baden-Wuerttemberg,Lower Secondary Level,No,0.69226,278,395,0.64669,0.73784
2006,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.31203,386,1278,0.28662,0.33745
2006,Baden-Wuerttemberg,Upper Secondary Level,No,0.68666,892,1278,0.66122,0.71210
2006,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.22379,32,146,0.15595,0.29163
2006,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.77621,114,146,0.70837,0.84405
2006,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.27019,51,210,0.20998,0.33039
2006,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.72981,159,210,0.66961,0.79002
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.20312,97,523,0.16861,0.23764
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.79688,426,523,0.76236,0.83139
2006,Bavaria,Pre-primary Level,No,0.61554,39,39,0.46087,0.77022
2006,Bavaria,Lower Secondary Level,Yes,0.29828,108,359,0.25089,0.34567
2006,Bavaria,Lower Secondary Level,No,0.68610,251,359,0.63803,0.73417
2006,Bavaria,Upper Secondary Level,Yes,0.30851,511,1655,0.28626,0.33077
2006,Bavaria,Upper Secondary Level,No,0.68902,1144,1655,0.66671,0.71133
2006,Bavaria,Post-secondary Non-tertiary Level,Yes,0.25940,38,156,0.19040,0.32840
2006,Bavaria,Post-secondary Non-tertiary Level,No,0.74060,118,156,0.67160,0.80960
2006,Bavaria,First Stage of Tertiary Education,Yes,0.28933,66,242,0.23208,0.34658
2006,Bavaria,First Stage of Tertiary Education,No,0.71067,176,242,0.65342,0.76792
2006,Bavaria,Second Stage of Tertiary Education,Yes,0.16217,90,613,0.13297,0.19137
2006,Bavaria,Second Stage of Tertiary Education,No,0.83783,523,613,0.80863,0.86703
2006,Berlin,Lower Secondary Level,No,0.53307,32,32,0.35744,0.70869
