"year","hhtyp","quintil","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1999","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.14","3.5","3255","3","3","5","5","7","4.1","4.18","3","13","4","4"
"1999","Paar mit Kind(ern)","2","3.87","3.5","3391","3","3","4","5","7","3.84","3.9","3","9","4","4"
"1999","Paar mit Kind(ern)","3","3.85","3.5","1971","3","3","4","5","8","3.81","3.89","3","8","4","4"
"1999","Paar mit Kind(ern)","4","3.66","3","1120","3","3","4","5","6","3.62","3.7","3","6","3","4"
"1999","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.69","3.5","520","3","3","4","5","5","3.63","3.75","3","6","3","4"
"1999","Sonstige","1 Einkommensschwächstes Quintil","4.52","3.5","220","2","3","6","7","9","4.29","4.75","2","9","4","5"
"1999","Sonstige","2","4.25","3.5","220","3","3","5","7","9","4.02","4.48","2","9","4","5"
"1999","Sonstige","3","4.26","3.5","134","2","3","6","6","8","3.96","4.56","2","8","4","5"
"1999","Sonstige","4","3.29","2.5","60","2","3","4","5","5","3.05","3.53","2","5","3","4"
"1999","Sonstige","5 Einkommensstärkstes Quintil","2.96","2.5","32","2","2","3","6","6","2.39","3.53","2","6","2","5"
"2000","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","1330","2","2","2","2","2","2","2","2","2","2","2"
"2000","(Ehe-)Paar ohne Kind(er)","2","2","2","1672","2","2","2","2","2","2","2","2","2","2","2"
"2000","(Ehe-)Paar ohne Kind(er)","3","2","2","1876","2","2","2","2","2","2","2","2","2","2","2"
"2000","(Ehe-)Paar ohne Kind(er)","4","2","2","1746","2","2","2","2","2","2","2","2","2","2","2"
"2000","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","1312","2","2","2","2","2","2","2","2","2","2","2"
"2000","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","941","1","1","1","1","1","1","1","1","1","1","1"
"2000","1-Pers.- Haushalt","2","1","1","835","1","1","1","1","1","1","1","1","1","1","1"
"2000","1-Pers.- Haushalt","3","1","1","592","1","1","1","1","1","1","1","1","1","1","1"
"2000","1-Pers.- Haushalt","4","1","1","471","1","1","1","1","1","1","1","1","1","1","1"
"2000","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1","1","421","1","1","1","1","1","1","1","1","1","1","1"
"2000","Alleinerziehende","1 Einkommensschwächstes Quintil","2.87","2.5","928","2","2","3","4","7","2.8","2.94","2","8","3","3"
"2000","Alleinerziehende","2","2.63","2","456","2","2","3","4","6","2.55","2.71","2","6","2","3"
"2000","Alleinerziehende","3","2.27","2","298","2","2","3","3","4","2.21","2.33","2","4","2","2"
"2000","Alleinerziehende","4","2.52","2","165","2","2","3","3","4","2.42","2.62","2","4","2","3"
"2000","Alleinerziehende","5 Einkommensstärkstes Quintil","2.3","2","64","2","2","3","3","3","2.19","2.41","2","3","2","2"
"2000","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.22","3.5","5065","3","3","5","6","7","4.19","4.25","3","13","4","4"
"2000","Paar mit Kind(ern)","2","3.91","3.5","5437","3","3","4","5","6","3.89","3.93","3","10","4","4"
"2000","Paar mit Kind(ern)","3","3.75","3.5","3736","3","3","4","5","7","3.73","3.77","3","8","4","4"
"2000","Paar mit Kind(ern)","4","3.64","3","2210","3","3","4","5","6","3.61","3.67","3","8","3","4"
"2000","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.69","3.5","1054","3","3","4","5","6","3.64","3.74","3","6","4","4"
"2000","Sonstige","1 Einkommensschwächstes Quintil","4.43","4.5","425","2","3","5","6","9","4.26","4.6","2","9","5","5"
"2000","Sonstige","2","3.57","2.5","314","2","3","4","5","9","3.38","3.76","2","9","3","4"
"2000","Sonstige","3","3.83","2.5","236","2","3","5","6","7","3.65","4.01","2","7","4","4"
"2000","Sonstige","4","3.8","2.5","160","2","3","5","6","7","3.56","4.04","2","7","4","4"
"2000","Sonstige","5 Einkommensstärkstes Quintil","3.22","2.5","63","2","2","4","5","6","2.9","3.54","2","6","3","4"
"2001","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","1066","2","2","2","2","2","2","2","2","2","2","2"
"2001","(Ehe-)Paar ohne Kind(er)","2","2","2","1408","2","2","2","2","2","2","2","2","2","2","2"
"2001","(Ehe-)Paar ohne Kind(er)","3","2","2","1766","2","2","2","2","2","2","2","2","2","2","2"
"2001","(Ehe-)Paar ohne Kind(er)","4","2","2","1644","2","2","2","2","2","2","2","2","2","2","2"
"2001","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","1294","2","2","2","2","2","2","2","2","2","2","2"
"2001","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","784","1","1","1","1","1","1","1","1","1","1","1"
"2001","1-Pers.- Haushalt","2","1","1","712","1","1","1","1","1","1","1","1","1","1","1"
"2001","1-Pers.- Haushalt","3","1","1","557","1","1","1","1","1","1","1","1","1","1","1"
"2001","1-Pers.- Haushalt","4","1","1","494","1","1","1","1","1","1","1","1","1","1","1"
"2001","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1","1","379","1","1","1","1","1","1","1","1","1","1","1"
"2001","Alleinerziehende","1 Einkommensschwächstes Quintil","2.87","2.5","819","2","2","3","4","7","2.79","2.95","2","8","3","3"
"2001","Alleinerziehende","2","2.7","2","432","2","2","3","4","7","2.61","2.79","2","7","2","3"
"2001","Alleinerziehende","3","2.38","2","302","2","2","3","3","4","2.32","2.44","2","4","2","2"
"2001","Alleinerziehende","4","2.24","2","160","2","2","2","3","4","2.15","2.33","2","4","2","2"
"2001","Alleinerziehende","5 Einkommensstärkstes Quintil","2.28","2","48","2","2","3","3","3","2.14","2.42","2","3","2","3"
"2001","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.24","3.5","4254","3","3","5","6","7","4.21","4.27","3","12","4","4"
"2001","Paar mit Kind(ern)","2","3.88","3.5","4792","3","3","4","5","6","3.86","3.9","3","8","4","4"
"2001","Paar mit Kind(ern)","3","3.82","3.5","3480","3","3","4","5","7","3.79","3.85","3","8","4","4"
"2001","Paar mit Kind(ern)","4","3.67","3.5","2196","3","3","4","5","6","3.64","3.7","3","7","4","4"
"2001","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.54","3","1076","3","3","4","4","5","3.5","3.58","3","6","3","4"
"2001","Sonstige","1 Einkommensschwächstes Quintil","4.59","4.5","354","2","3","6","7","12","4.37","4.81","2","12","5","5"
"2001","Sonstige","2","4.19","3.5","303","2","3","5","6","11","3.97","4.41","2","11","4","4"
"2001","Sonstige","3","3.52","2.5","200","2","3","4","5","6","3.33","3.71","2","7","4","4"
"2001","Sonstige","4","3.66","2.5","142","2","3","4","6","7","3.42","3.9","2","7","3","4"
"2001","Sonstige","5 Einkommensstärkstes Quintil","3.38","2.5","66","2","2","4","5","7","2.99","3.77","2","7","3","5"
"2002","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","994","2","2","2","2","2","2","2","2","2","2","2"
"2002","(Ehe-)Paar ohne Kind(er)","2","2","2","1322","2","2","2","2","2","2","2","2","2","2","2"
"2002","(Ehe-)Paar ohne Kind(er)","3","2","2","1602","2","2","2","2","2","2","2","2","2","2","2"
"2002","(Ehe-)Paar ohne Kind(er)","4","2","2","1740","2","2","2","2","2","2","2","2","2","2","2"
"2002","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","2146","2","2","2","2","2","2","2","2","2","2","2"
"2002","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","729","1","1","1","1","1","1","1","1","1","1","1"
"2002","1-Pers.- Haushalt","2","1","1","643","1","1","1","1","1","1","1","1","1","1","1"
"2002","1-Pers.- Haushalt","3","1","1","565","1","1","1","1","1","1","1","1","1","1","1"
"2002","1-Pers.- Haushalt","4","1","1","573","1","1","1","1","1","1","1","1","2","1","1"
"2002","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1","1","428","1","1","1","1","1","1","1","1","1","1","1"
"2002","Alleinerziehende","1 Einkommensschwächstes Quintil","3.02","2.5","788","2","2","4","5","6","2.94","3.1","2","8","3","3"
"2002","Alleinerziehende","2","2.5","2","383","2","2","3","3","5","2.43","2.57","2","5","2","2"
"2002","Alleinerziehende","3","2.35","2","281","2","2","3","3","4","2.29","2.41","2","4","2","2"
"2002","Alleinerziehende","4","2.32","2","237","2","2","3","3","4","2.23","2.41","2","4","2","2"
"2002","Alleinerziehende","5 Einkommensstärkstes Quintil","2.22","2","81","2","2","2","3","3","2.12","2.32","2","3","2","2"
"2002","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.21","3.5","3464","3","3","5","6","7","4.17","4.25","3","12","4","4"
"2002","Paar mit Kind(ern)","2","3.97","3.5","3983","3","3","4","5","6","3.94","4","3","9","4","4"
"2002","Paar mit Kind(ern)","3","3.77","3.5","3355","3","3","4","5","6","3.74","3.8","3","7","4","4"
"2002","Paar mit Kind(ern)","4","3.54","3","3094","3","3","4","4","6","3.51","3.57","3","7","4","4"
"2002","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.75","3.5","2690","3","3","4","5","6","3.72","3.78","3","7","4","4"
"2002","Sonstige","1 Einkommensschwächstes Quintil","4.38","3.5","271","2","3","6","7","11","4.11","4.65","2","11","4","5"
"2002","Sonstige","2","3.83","2.5","249","2","3","4","5","11","3.58","4.08","2","11","4","4"
"2002","Sonstige","3","3.58","2.5","162","2","3","4","5","9","3.3","3.86","2","9","4","4"
"2002","Sonstige","4","3.28","2.5","215","2","2","4","5","6","3.12","3.44","2","6","4","4"
"2002","Sonstige","5 Einkommensstärkstes Quintil","3.45","2.5","121","2","3","4","5","6","3.23","3.67","2","6","3","4"
"2003","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","932","2","2","2","2","2","2","2","2","2","2","2"
"2003","(Ehe-)Paar ohne Kind(er)","2","2","2","1270","2","2","2","2","2","2","2","2","2","2","2"
"2003","(Ehe-)Paar ohne Kind(er)","3","2","2","1616","2","2","2","2","2","2","2","2","2","2","2"
"2003","(Ehe-)Paar ohne Kind(er)","4","2","2","1832","2","2","2","2","2","2","2","2","2","2","2"
"2003","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","1986","2","2","2","2","2","2","2","2","2","2","2"
"2003","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","732","1","1","1","1","1","1","1","1","1","1","1"
"2003","1-Pers.- Haushalt","2","1","1","585","1","1","1","1","1","1","1","1","1","1","1"
"2003","1-Pers.- Haushalt","3","1","1","566","1","1","1","1","1","1","1","1","2","1","1"
"2003","1-Pers.- Haushalt","4","1.01","1","625","1","1","1","1","1","1","1.02","1","2","1","1"
"2003","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1","1","411","1","1","1","1","1","1","1","1","1","1","1"
"2003","Alleinerziehende","1 Einkommensschwächstes Quintil","2.9","2.5","798","2","2","3","4","6","2.83","2.97","2","6","3","3"
"2003","Alleinerziehende","2","2.68","2.5","410","2","2","3","4","8","2.58","2.78","2","8","2","3"
"2003","Alleinerziehende","3","2.39","2","272","2","2","3","3","4","2.32","2.46","2","4","2","2"
"2003","Alleinerziehende","4","2.42","2","202","2","2","3","3","4","2.33","2.51","2","4","2","2"
"2003","Alleinerziehende","5 Einkommensstärkstes Quintil","2.39","2","60","2","2","3","3","3","2.26","2.52","2","3","2","3"
"2003","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","4.22","3.5","3085","3","3","5","6","7","4.18","4.26","3","11","4","4"
"2003","Paar mit Kind(ern)","2","3.96","3.5","3662","3","3","4","5","6","3.93","3.99","3","13","4","4"
"2003","Paar mit Kind(ern)","3","3.82","3.5","3509","3","3","4","5","6","3.79","3.85","3","8","4","4"
"2003","Paar mit Kind(ern)","4","3.6","3","2999","3","3","4","5","5","3.57","3.63","3","7","4","4"
"2003","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","3.65","3.5","2371","3","3","4","5","6","3.62","3.68","3","8","4","4"
"2003","Sonstige","1 Einkommensschwächstes Quintil","4.61","4.5","233","2","3","6","6","8","4.4","4.82","2","8","4","5"
"2003","Sonstige","2","3.99","3.5","199","2","3","4","5","13","3.6","4.38","2","13","4","5"
"2003","Sonstige","3","3.35","2.5","169","2","2","4","5","11","3","3.7","2","11","4","4"
"2003","Sonstige","4","3.4","2.5","180","2","2","4","5","7","3.2","3.6","2","7","3","4"
"2003","Sonstige","5 Einkommensstärkstes Quintil","2.9","2.5","88","2","2","3","5","6","2.62","3.18","2","6","3","4"
"2004","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","2","2","888","2","2","2","2","2","2","2","2","2","2","2"
"2004","(Ehe-)Paar ohne Kind(er)","2","2","2","1188","2","2","2","2","2","2","2","2","2","2","2"
"2004","(Ehe-)Paar ohne Kind(er)","3","2","2","1658","2","2","2","2","2","2","2","2","2","2","2"
"2004","(Ehe-)Paar ohne Kind(er)","4","2","2","1850","2","2","2","2","2","2","2","2","2","2","2"
"2004","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","2","2","2054","2","2","2","2","2","2","2","2","2","2","2"
"2004","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","1","1","689","1","1","1","1","1","1","1","1","1","1","1"
"2004","1-Pers.- Haushalt","2","1","1","582","1","1","1","1","1","1","1","1","1","1","1"
"2004","1-Pers.- Haushalt","3","1","1","560","1","1","1","1","1","1","1","1","2","1","1"
"2004","1-Pers.- Haushalt","4","1.01","1","618","1","1","1","1","1","1","1.02","1","2","1","1"
"2004","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","1","1","412","1","1","1","1","1","1","1","1","1","1","1"
"2004","Alleinerziehende","1 Einkommensschwächstes Quintil","2.87","2.5","813","2","2","3","4","5","2.8","2.94","2","8","3","3"
"2004","Alleinerziehende","2","2.44","2","349","2","2","3","3","5","2.36","2.52","2","5","2","2"
"2004","Alleinerziehende","3","2.43","2","291","2","2","3","3","4","2.36","2.5","2","4","2","2"
"2004","Alleinerziehende","4","2.31","2","155","2","2","3","3","4","2.21","2.41","2","4","2","2"
