"plh0186","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Selten","2007","(noch) kein Abschluss","Sachsen","2","","",""
"Selten","2007","(noch) kein Abschluss","Sachsen-Anhalt","3","","",""
"Selten","2007","(noch) kein Abschluss","Thueringen","1","","",""
"Selten","2007","Hauptschule","Schleswig-Holstein","25","","",""
"Selten","2007","Hauptschule","Hamburg","9","","",""
"Selten","2007","Hauptschule","Niedersachsen","78","0.132573470814754","0.10737999235538","0.157766949274128"
"Selten","2007","Hauptschule","Bremen","4","","",""
"Selten","2007","Hauptschule","Nordrhein-Westfalen","212","0.135049628374671","0.118406580008724","0.151692676740618"
"Selten","2007","Hauptschule","Hessen","50","0.125151418675165","0.0951086836664028","0.155194153683927"
"Selten","2007","Hauptschule","Rheinland-Pfalz,Saarland","82","0.162222616492564","0.131851560506156","0.192593672478971"
"Selten","2007","Hauptschule","Baden-Wuerttemberg","123","0.12924405267348","0.108034089927807","0.150454015419153"
"Selten","2007","Hauptschule","Bayern","146","0.125117667259161","0.107070081571135","0.143165252947187"
"Selten","2007","Hauptschule","Saarland","","","",""
"Selten","2007","Hauptschule","Berlin","23","","",""
"Selten","2007","Hauptschule","Brandenburg","34","0.199609981254238","0.145677696064623","0.253542266443853"
"Selten","2007","Hauptschule","Mecklenburg-Vorpommern","13","","",""
"Selten","2007","Hauptschule","Sachsen","54","0.167414943672926","0.128794942458121","0.206034944887731"
"Selten","2007","Hauptschule","Sachsen-Anhalt","30","0.153422549511657","0.108202490606042","0.198642608417273"
"Selten","2007","Hauptschule","Thueringen","36","0.140902536522096","0.100223041314695","0.181582031729498"
"Selten","2007","Realschule","Schleswig-Holstein","13","","",""
"Selten","2007","Realschule","Hamburg","5","","",""
"Selten","2007","Realschule","Niedersachsen","34","0.0648475796081049","0.0438626101428206","0.0858325490733891"
"Selten","2007","Realschule","Bremen","2","","",""
"Selten","2007","Realschule","Nordrhein-Westfalen","68","0.0785911183562385","0.0606060622526558","0.0965761744598212"
"Selten","2007","Realschule","Hessen","24","","",""
"Selten","2007","Realschule","Rheinland-Pfalz,Saarland","17","","",""
"Selten","2007","Realschule","Baden-Wuerttemberg","33","0.0656908097225526","0.0450612088029321","0.0863204106421731"
"Selten","2007","Realschule","Bayern","60","0.0987650645386848","0.0761235299381077","0.121406599139262"
"Selten","2007","Realschule","Saarland","","","",""
"Selten","2007","Realschule","Berlin","28","","",""
"Selten","2007","Realschule","Brandenburg","22","","",""
"Selten","2007","Realschule","Mecklenburg-Vorpommern","16","","",""
"Selten","2007","Realschule","Sachsen","47","0.0955041372561376","0.07194757648818","0.119060698024095"
"Selten","2007","Realschule","Sachsen-Anhalt","31","0.12361980100827","0.0857372348453293","0.16150236717121"
"Selten","2007","Realschule","Thueringen","38","0.115572991574788","0.0822682831575511","0.148877699992026"
"Selten","2007","(Fach-)Abitur","Schleswig-Holstein","4","","",""
"Selten","2007","(Fach-)Abitur","Hamburg","1","","",""
"Selten","2007","(Fach-)Abitur","Niedersachsen","18","","",""
"Selten","2007","(Fach-)Abitur","Bremen","1","","",""
"Selten","2007","(Fach-)Abitur","Nordrhein-Westfalen","57","0.0974367232828055","0.0745152372903695","0.120358209275242"
"Selten","2007","(Fach-)Abitur","Hessen","17","","",""
"Selten","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","9","","",""
"Selten","2007","(Fach-)Abitur","Baden-Wuerttemberg","13","","",""
"Selten","2007","(Fach-)Abitur","Bayern","15","","",""
"Selten","2007","(Fach-)Abitur","Saarland","","","",""
"Selten","2007","(Fach-)Abitur","Berlin","9","","",""
"Selten","2007","(Fach-)Abitur","Brandenburg","4","","",""
"Selten","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","1","","",""
"Selten","2007","(Fach-)Abitur","Sachsen","7","","",""
"Selten","2007","(Fach-)Abitur","Sachsen-Anhalt","4","","",""
"Selten","2007","(Fach-)Abitur","Thueringen","4","","",""
"Selten","2007","AkademikerIn","Schleswig-Holstein","5","","",""
"Selten","2007","AkademikerIn","Hamburg","6","","",""
"Selten","2007","AkademikerIn","Niedersachsen","14","","",""
"Selten","2007","AkademikerIn","Bremen","2","","",""
"Selten","2007","AkademikerIn","Nordrhein-Westfalen","60","0.0927715538147453","0.073164342115084","0.112378765514407"
"Selten","2007","AkademikerIn","Hessen","21","","",""
"Selten","2007","AkademikerIn","Rheinland-Pfalz,Saarland","12","","",""
"Selten","2007","AkademikerIn","Baden-Wuerttemberg","19","","",""
"Selten","2007","AkademikerIn","Bayern","33","0.0695238791015446","0.0487167693120336","0.0903309888910556"
"Selten","2007","AkademikerIn","Saarland","","","",""
"Selten","2007","AkademikerIn","Berlin","32","0.143864011668417","0.101689046496525","0.186038976840309"
"Selten","2007","AkademikerIn","Brandenburg","31","0.114468202932768","0.0748434321412944","0.154092973724241"
"Selten","2007","AkademikerIn","Mecklenburg-Vorpommern","6","","",""
"Selten","2007","AkademikerIn","Sachsen","36","0.0964113288547775","0.0666961800720095","0.126126477637545"
"Selten","2007","AkademikerIn","Sachsen-Anhalt","18","","",""
"Selten","2007","AkademikerIn","Thueringen","17","","",""
"Manchmal","2007","(noch) kein Abschluss","Schleswig-Holstein","8","","",""
"Manchmal","2007","(noch) kein Abschluss","Hamburg","4","","",""
"Manchmal","2007","(noch) kein Abschluss","Niedersachsen","10","","",""
"Manchmal","2007","(noch) kein Abschluss","Bremen","1","","",""
"Manchmal","2007","(noch) kein Abschluss","Nordrhein-Westfalen","49","0.374351001114439","0.291791701147501","0.456910301081376"
"Manchmal","2007","(noch) kein Abschluss","Hessen","15","","",""
"Manchmal","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","10","","",""
"Manchmal","2007","(noch) kein Abschluss","Baden-Wuerttemberg","33","0.403071875555181","0.307879914490356","0.498263836620007"
"Manchmal","2007","(noch) kein Abschluss","Bayern","11","","",""
"Manchmal","2007","(noch) kein Abschluss","Saarland","","","",""
"Manchmal","2007","(noch) kein Abschluss","Berlin","6","","",""
"Manchmal","2007","(noch) kein Abschluss","Brandenburg","3","","",""
"Manchmal","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","6","","",""
"Manchmal","2007","(noch) kein Abschluss","Sachsen","6","","",""
"Manchmal","2007","(noch) kein Abschluss","Sachsen-Anhalt","6","","",""
"Manchmal","2007","(noch) kein Abschluss","Thueringen","3","","",""
"Manchmal","2007","Hauptschule","Schleswig-Holstein","97","0.407257568337963","0.344837074084285","0.46967806259164"
"Manchmal","2007","Hauptschule","Hamburg","43","0.509226094218447","0.401023612558201","0.617428575878693"
"Manchmal","2007","Hauptschule","Niedersachsen","227","0.328678338024218","0.293780835857291","0.363575840191145"
"Manchmal","2007","Hauptschule","Bremen","16","","",""
"Manchmal","2007","Hauptschule","Nordrhein-Westfalen","655","0.394799041205082","0.370996220127804","0.41860186228236"
"Manchmal","2007","Hauptschule","Hessen","173","0.373300622860424","0.32938549804031","0.417215747680537"
"Manchmal","2007","Hauptschule","Rheinland-Pfalz,Saarland","230","0.435691273816127","0.394841685001805","0.47654086263045"
"Manchmal","2007","Hauptschule","Baden-Wuerttemberg","381","0.399585040369059","0.368616783561626","0.430553297176492"
"Manchmal","2007","Hauptschule","Bayern","483","0.379734183142792","0.353260538167731","0.406207828117852"
"Manchmal","2007","Hauptschule","Saarland","","","",""
"Manchmal","2007","Hauptschule","Berlin","44","0.317061483850998","0.236131625968832","0.397991341733163"
"Manchmal","2007","Hauptschule","Brandenburg","96","0.433587019772131","0.366720056838811","0.50045398270545"
"Manchmal","2007","Hauptschule","Mecklenburg-Vorpommern","45","0.361413840509355","0.276166602572759","0.446661078445952"
"Manchmal","2007","Hauptschule","Sachsen","137","0.428577908681166","0.377386831228398","0.479768986133934"
"Manchmal","2007","Hauptschule","Sachsen-Anhalt","88","0.34471135439888","0.28507689402999","0.40434581476777"
"Manchmal","2007","Hauptschule","Thueringen","130","0.461022650099925","0.402739727704425","0.519305572495425"
"Manchmal","2007","Realschule","Schleswig-Holstein","48","0.306127880578132","0.236017034503537","0.376238726652726"
"Manchmal","2007","Realschule","Hamburg","29","","",""
"Manchmal","2007","Realschule","Niedersachsen","164","0.328686869646748","0.288657937598606","0.36871580169489"
"Manchmal","2007","Realschule","Bremen","9","","",""
"Manchmal","2007","Realschule","Nordrhein-Westfalen","281","0.329764240536638","0.298343642803406","0.36118483826987"
"Manchmal","2007","Realschule","Hessen","104","0.311559474458749","0.261741881002577","0.361377067914921"
"Manchmal","2007","Realschule","Rheinland-Pfalz,Saarland","87","0.414832691666991","0.352106281597412","0.47755910173657"
"Manchmal","2007","Realschule","Baden-Wuerttemberg","173","0.337174336063442","0.297808441774379","0.376540230352505"
"Manchmal","2007","Realschule","Bayern","192","0.290911327007193","0.256443352445309","0.325379301569077"
"Manchmal","2007","Realschule","Saarland","","","",""
"Manchmal","2007","Realschule","Berlin","65","0.332525617292238","0.268957885000505","0.39609334958397"
"Manchmal","2007","Realschule","Brandenburg","120","0.434952268710779","0.377697031917523","0.492207505504035"
"Manchmal","2007","Realschule","Mecklenburg-Vorpommern","67","0.344751057542596","0.27716964600376","0.412332469081433"
"Manchmal","2007","Realschule","Sachsen","194","0.31898890883621","0.281632735401702","0.356345082270718"
"Manchmal","2007","Realschule","Sachsen-Anhalt","95","0.336291959661112","0.281917384909939","0.390666534412285"
"Manchmal","2007","Realschule","Thueringen","129","0.368616457872169","0.318361322243509","0.418871593500829"
"Manchmal","2007","(Fach-)Abitur","Schleswig-Holstein","23","","",""
"Manchmal","2007","(Fach-)Abitur","Hamburg","14","","",""
"Manchmal","2007","(Fach-)Abitur","Niedersachsen","48","0.246639210821092","0.18582543011216","0.307452991530024"
"Manchmal","2007","(Fach-)Abitur","Bremen","2","","",""
"Manchmal","2007","(Fach-)Abitur","Nordrhein-Westfalen","197","0.316775326109494","0.280816951799414","0.352733700419575"
"Manchmal","2007","(Fach-)Abitur","Hessen","51","0.259142515606769","0.196341891572845","0.321943139640694"
"Manchmal","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","44","0.294556086680599","0.215586775068145","0.373525398293054"
"Manchmal","2007","(Fach-)Abitur","Baden-Wuerttemberg","80","0.281624245601142","0.230979122562053","0.332269368640231"
"Manchmal","2007","(Fach-)Abitur","Bayern","96","0.346973851652651","0.292654979694533","0.401292723610768"
"Manchmal","2007","(Fach-)Abitur","Saarland","","","",""
"Manchmal","2007","(Fach-)Abitur","Berlin","26","","",""
"Manchmal","2007","(Fach-)Abitur","Brandenburg","24","","",""
"Manchmal","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","7","","",""
"Manchmal","2007","(Fach-)Abitur","Sachsen","31","0.295469632441118","0.215486323122609","0.375452941759627"
"Manchmal","2007","(Fach-)Abitur","Sachsen-Anhalt","31","0.445511681879024","0.328238341875698","0.562785021882351"
"Manchmal","2007","(Fach-)Abitur","Thueringen","20","","",""
"Manchmal","2007","AkademikerIn","Schleswig-Holstein","36","0.33883308959105","0.249567376985379","0.42809880219672"
"Manchmal","2007","AkademikerIn","Hamburg","22","","",""
"Manchmal","2007","AkademikerIn","Niedersachsen","102","0.319410507046917","0.267675082993402","0.371145931100432"
"Manchmal","2007","AkademikerIn","Bremen","13","","",""
"Manchmal","2007","AkademikerIn","Nordrhein-Westfalen","297","0.340263740302515","0.308242134573204","0.372285346031827"
"Manchmal","2007","AkademikerIn","Hessen","98","0.328431982518885","0.277913909915223","0.378950055122548"
"Manchmal","2007","AkademikerIn","Rheinland-Pfalz,Saarland","62","0.412367943573955","0.341046892586442","0.483688994561469"
"Manchmal","2007","AkademikerIn","Baden-Wuerttemberg","164","0.318369505108354","0.276867827994516","0.359871182222192"
"Manchmal","2007","AkademikerIn","Bayern","173","0.320556224725651","0.282377535464444","0.358734913986858"
"Manchmal","2007","AkademikerIn","Saarland","","","",""
"Manchmal","2007","AkademikerIn","Berlin","94","0.349707770788302","0.292399910126362","0.407015631450243"
"Manchmal","2007","AkademikerIn","Brandenburg","86","0.37764275784436","0.317305897919712","0.437979617769008"
"Manchmal","2007","AkademikerIn","Mecklenburg-Vorpommern","40","0.397001476746467","0.314467001922835","0.479535951570099"
"Manchmal","2007","AkademikerIn","Sachsen","124","0.371158784704422","0.322520432055869","0.419797137352975"
"Manchmal","2007","AkademikerIn","Sachsen-Anhalt","94","0.376030506111565","0.312878508918233","0.439182503304897"
"Manchmal","2007","AkademikerIn","Thueringen","61","0.324141355498315","0.256141568007827","0.392141142988803"
"Oft","2007","(noch) kein Abschluss","Schleswig-Holstein","7","","",""
"Oft","2007","(noch) kein Abschluss","Hamburg","3","","",""
"Oft","2007","(noch) kein Abschluss","Niedersachsen","31","0.610968896252032","0.474462888854612","0.747474903649452"
"Oft","2007","(noch) kein Abschluss","Bremen","2","","",""
"Oft","2007","(noch) kein Abschluss","Nordrhein-Westfalen","54","0.402101210056908","0.318455696357644","0.485746723756171"
"Oft","2007","(noch) kein Abschluss","Hessen","21","","",""
"Oft","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","12","","",""
"Oft","2007","(noch) kein Abschluss","Baden-Wuerttemberg","45","0.373364645913929","0.279495676891537","0.467233614936322"
"Oft","2007","(noch) kein Abschluss","Bayern","31","0.415043402029438","0.289315790782203","0.540771013276673"
"Oft","2007","(noch) kein Abschluss","Saarland","","","",""
"Oft","2007","(noch) kein Abschluss","Berlin","9","","",""
"Oft","2007","(noch) kein Abschluss","Brandenburg","8","","",""
"Oft","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","5","","",""
"Oft","2007","(noch) kein Abschluss","Sachsen","14","","",""
"Oft","2007","(noch) kein Abschluss","Sachsen-Anhalt","11","","",""
"Oft","2007","(noch) kein Abschluss","Thueringen","4","","",""
"Oft","2007","Hauptschule","Schleswig-Holstein","92","0.408479165890933","0.346029576009029","0.470928755772836"
"Oft","2007","Hauptschule","Hamburg","24","","",""
"Oft","2007","Hauptschule","Niedersachsen","317","0.427951755083355","0.391193303751155","0.464710206415556"
"Oft","2007","Hauptschule","Bremen","17","","",""
"Oft","2007","Hauptschule","Nordrhein-Westfalen","580","0.356469726093656","0.333146619282967","0.379792832904345"
"Oft","2007","Hauptschule","Hessen","185","0.379400191198829","0.335343718409101","0.423456663988558"
"Oft","2007","Hauptschule","Rheinland-Pfalz,Saarland","198","0.310350348570409","0.272236723740587","0.348463973400231"
"Oft","2007","Hauptschule","Baden-Wuerttemberg","382","0.383038477785184","0.352303235691135","0.413773719879233"
"Oft","2007","Hauptschule","Bayern","523","0.376190804753766","0.349765807922029","0.402615801585504"
"Oft","2007","Hauptschule","Saarland","","","",""
"Oft","2007","Hauptschule","Berlin","46","0.395671854781423","0.310626573780642","0.480717135782205"
"Oft","2007","Hauptschule","Brandenburg","60","0.24104934740797","0.183337282586609","0.298761412229332"
"Oft","2007","Hauptschule","Mecklenburg-Vorpommern","50","0.423282930629685","0.335610114603384","0.510955746655987"
"Oft","2007","Hauptschule","Sachsen","135","0.32332667824877","0.274941631585644","0.371711724911896"
"Oft","2007","Hauptschule","Sachsen-Anhalt","93","0.363496810595823","0.303143128321394","0.423850492870252"
"Oft","2007","Hauptschule","Thueringen","96","0.339437182561068","0.284072642033976","0.39480172308816"
"Oft","2007","Realschule","Schleswig-Holstein","87","0.507789738791057","0.431737616313472","0.583841861268643"
"Oft","2007","Realschule","Hamburg","30","0.426147535424386","0.311120736817413","0.54117433403136"
"Oft","2007","Realschule","Niedersachsen","269","0.473043927081778","0.430497979796979","0.515589874366576"
"Oft","2007","Realschule","Bremen","19","","",""
"Oft","2007","Realschule","Nordrhein-Westfalen","412","0.452575991592407","0.419309535203327","0.485842447981486"
"Oft","2007","Realschule","Hessen","171","0.506705281342713","0.45292661876587","0.560483943919556"
"Oft","2007","Realschule","Rheinland-Pfalz,Saarland","110","0.392702336509168","0.330528671948177","0.45487600107016"
"Oft","2007","Realschule","Baden-Wuerttemberg","283","0.479638033290352","0.438037127320773","0.521238939259931"
"Oft","2007","Realschule","Bayern","338","0.50344659817492","0.46550244540882","0.54139075094102"
"Oft","2007","Realschule","Saarland","","","",""
"Oft","2007","Realschule","Berlin","95","0.436391055229111","0.369474477508514","0.503307632949709"
"Oft","2007","Realschule","Brandenburg","120","0.388633561874306","0.332338176622802","0.44492894712581"
"Oft","2007","Realschule","Mecklenburg-Vorpommern","90","0.464906348634186","0.393986315781172","0.5358263814872"
"Oft","2007","Realschule","Sachsen","295","0.48539146599306","0.445334130365612","0.525448801620509"
"Oft","2007","Realschule","Sachsen-Anhalt","131","0.439368901066235","0.382247040930617","0.496490761201852"
"Oft","2007","Realschule","Thueringen","162","0.432301499078249","0.380695676554757","0.483907321601741"
"Oft","2007","(Fach-)Abitur","Schleswig-Holstein","36","0.49590102797988","0.379602470795315","0.612199585164445"
"Oft","2007","(Fach-)Abitur","Hamburg","26","","",""
"Oft","2007","(Fach-)Abitur","Niedersachsen","104","0.502754051595725","0.432214474328668","0.573293628862783"
"Oft","2007","(Fach-)Abitur","Bremen","16","","",""
"Oft","2007","(Fach-)Abitur","Nordrhein-Westfalen","322","0.479284504626037","0.440670970764819","0.517898038487255"
"Oft","2007","(Fach-)Abitur","Hessen","92","0.461569588969064","0.390118200605914","0.533020977332214"
"Oft","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","59","0.482566460248318","0.396000139164204","0.569132781332432"
"Oft","2007","(Fach-)Abitur","Baden-Wuerttemberg","164","0.486858740842483","0.430579694412911","0.543137787272054"
"Oft","2007","(Fach-)Abitur","Bayern","147","0.492502689729855","0.435452346868562","0.549553032591149"
"Oft","2007","(Fach-)Abitur","Saarland","","","",""
"Oft","2007","(Fach-)Abitur","Berlin","56","0.469283515996089","0.375595556482773","0.562971475509405"
"Oft","2007","(Fach-)Abitur","Brandenburg","37","0.385577844716115","0.274680358823147","0.496475330609083"
"Oft","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","14","","",""
"Oft","2007","(Fach-)Abitur","Sachsen","71","0.546908691008655","0.459643033982504","0.634174348034807"
"Oft","2007","(Fach-)Abitur","Sachsen-Anhalt","27","","",""
"Oft","2007","(Fach-)Abitur","Thueringen","31","0.443570172724735","0.317863354409691","0.569276991039778"
"Oft","2007","AkademikerIn","Schleswig-Holstein","49","0.470562117996839","0.376426885307673","0.564697350686004"
"Oft","2007","AkademikerIn","Hamburg","41","0.516258780647511","0.404638527899233","0.62787903339579"
"Oft","2007","AkademikerIn","Niedersachsen","158","0.509431937107654","0.453961254059738","0.564902620155571"
"Oft","2007","AkademikerIn","Bremen","13","","",""
"Oft","2007","AkademikerIn","Nordrhein-Westfalen","410","0.447301464007656","0.41369719829762","0.480905729717691"
"Oft","2007","AkademikerIn","Hessen","167","0.441161706319597","0.387751896438984","0.494571516200211"
"Oft","2007","AkademikerIn","Rheinland-Pfalz,Saarland","88","0.437709709044879","0.365831718299841","0.509587699789916"
"Oft","2007","AkademikerIn","Baden-Wuerttemberg","260","0.523107017144419","0.478609974370255","0.567604059918584"
"Oft","2007","AkademikerIn","Bayern","306","0.489637397596397","0.448742525240979","0.530532269951816"
"Oft","2007","AkademikerIn","Saarland","","","",""
"Oft","2007","AkademikerIn","Berlin","117","0.426039275856959","0.366613730083039","0.485464821630878"
"Oft","2007","AkademikerIn","Brandenburg","111","0.430257290337708","0.368636713728575","0.491877866946842"
"Oft","2007","AkademikerIn","Mecklenburg-Vorpommern","78","0.522473745843414","0.438215566662928","0.6067319250239"
"Oft","2007","AkademikerIn","Sachsen","194","0.4494707462887","0.39939016026779","0.49955133230961"
"Oft","2007","AkademikerIn","Sachsen-Anhalt","94","0.396122028213821","0.332356940366471","0.45988711606117"
"Oft","2007","AkademikerIn","Thueringen","92","0.490198906536333","0.417571765682181","0.562826047390485"
"Sehr oft","2007","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Sehr oft","2007","(noch) kein Abschluss","Hamburg","1","","",""
"Sehr oft","2007","(noch) kein Abschluss","Niedersachsen","4","","",""
"Sehr oft","2007","(noch) kein Abschluss","Bremen","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Nordrhein-Westfalen","15","","",""
"Sehr oft","2007","(noch) kein Abschluss","Hessen","2","","",""
"Sehr oft","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","4","","",""
"Sehr oft","2007","(noch) kein Abschluss","Baden-Wuerttemberg","11","","",""
"Sehr oft","2007","(noch) kein Abschluss","Bayern","11","","",""
"Sehr oft","2007","(noch) kein Abschluss","Saarland","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Berlin","1","","",""
"Sehr oft","2007","(noch) kein Abschluss","Brandenburg","5","","",""
"Sehr oft","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"Sehr oft","2007","(noch) kein Abschluss","Sachsen","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Sachsen-Anhalt","5","","",""
"Sehr oft","2007","(noch) kein Abschluss","Thueringen","3","","",""
"Sehr oft","2007","Hauptschule","Schleswig-Holstein","14","","",""
"Sehr oft","2007","Hauptschule","Hamburg","4","","",""
"Sehr oft","2007","Hauptschule","Niedersachsen","57","0.0830035950558302","0.0625072823089334","0.103499907802727"
"Sehr oft","2007","Hauptschule","Bremen","4","","",""
