"hlf0633","year","quintil","n","percent","lower_confidence","upper_confidence"
"9","2017","3","61","0.0227087923263051","0.0179458127607959","0.0274717718918142"
"9","2017","4","44","0.011656630084531","0.00842814689025598","0.0148851132788061"
"9","2017","5","","","",""
"10","2017","1","326","0.0976474015402303","0.0880503483589837","0.107244454721477"
"10","2017","2","205","0.052545689878552","0.0455874847080047","0.0595038950490994"
"10","2017","3","77","0.0185263585053886","0.014215100086994","0.0228376169237831"
"10","2017","4","37","0.00746456104355274","0.0048755539265324","0.0100535681605731"
"10","2017","5","","","",""
"0","2018","1","3155","0.171690483094086","0.164102832833546","0.179278133354626"
"0","2018","2","726","0.170462577937357","0.159627529462533","0.181297626412181"
"0","2018","3","575","0.156158104210194","0.144610342993371","0.167705865427016"
"0","2018","4","1065","0.252484853438304","0.239645352541289","0.265324354335319"
"0","2018","5","1186","0.297244460651955","0.28300039814296","0.311488523160949"
"1","2018","1","291","0.0512192906443879","0.0467838418438586","0.0556547394449171"
"1","2018","2","226","0.0617590554849899","0.0548231070657261","0.0686950039042538"
"1","2018","3","244","0.0619445866698438","0.0542762545197861","0.0696129188199016"
"1","2018","4","304","0.0739324632414513","0.0661992604921433","0.0816656659907593"
"1","2018","5","391","0.0980506728965275","0.0887825623385849","0.10731878345447"
"2","2018","1","381","0.0554196539047167","0.0508161424849592","0.0600231653244742"
"2","2018","2","297","0.0589784762756249","0.0521904284436255","0.0657665241076242"
"2","2018","3","274","0.0755212486717959","0.0671156618778856","0.0839268354657063"
"2","2018","4","484","0.0992592964029482","0.0904222737358388","0.108096319070058"
"2","2018","5","499","0.119008350811954","0.108916996343437","0.129099705280471"
"3","2018","1","453","0.0877443702614806","0.0820518344097726","0.0934369061131887"
"3","2018","2","323","0.0859902522769737","0.0779123542489494","0.0940681503049979"
"3","2018","3","341","0.0915289742038663","0.0823557960717045","0.100702152336028"
"3","2018","4","472","0.107774707586473","0.0986100515420828","0.116939363630862"
"3","2018","5","515","0.150019954231131","0.138891016138288","0.161148892323974"
"4","2018","1","434","0.0584068422633907","0.0536883703076036","0.0631253142191779"
"4","2018","2","309","0.0484896718931217","0.0423005402916261","0.0546788034946174"
"4","2018","3","351","0.0982485943532312","0.0887798677745359","0.107717320931927"
"4","2018","4","428","0.0879614832026982","0.079590560334807","0.0963324060705893"
"4","2018","5","326","0.0815612663021599","0.0730314059202966","0.0900911266840231"
"5","2018","1","1654","0.208057022014885","0.199889768943754","0.216224275086016"
"5","2018","2","907","0.201007519473067","0.189460342034028","0.212554696912106"
"5","2018","3","766","0.223934568268284","0.210673004785375","0.237196131751193"
"5","2018","4","732","0.17311842850562","0.161936575325947","0.184300281685292"
"5","2018","5","467","0.115955095652202","0.105976787105549","0.125933404198855"
"6","2018","1","560","0.0616158528406526","0.0567777574058418","0.0664539482754633"
"6","2018","2","381","0.0834806758836069","0.0755106059408042","0.0914507458264096"
"6","2018","3","315","0.067555977052922","0.059571834846574","0.07554011925927"
"6","2018","4","347","0.0757347549996659","0.0679154815315367","0.0835540284677951"
"6","2018","5","171","0.0416777831679464","0.0354492908833779","0.0479062754525148"
"7","2018","1","772","0.0921531154916115","0.0863334344547701","0.0979727965284528"
"7","2018","2","484","0.10567889039989","0.0968208184284103","0.11453696237137"
"7","2018","3","363","0.0945041460610242","0.0851983473715347","0.103809944750514"
"7","2018","4","311","0.0792638934217374","0.0712797971292494","0.0872479897142253"
"7","2018","5","233","0.0507504899023677","0.0439100322693466","0.0575909475353888"
"8","2018","1","865","0.120956597840364","0.114395782589268","0.12751741309146"
"8","2018","2","437","0.0787051337584786","0.0709462508562481","0.0864640166607092"
"8","2018","3","369","0.0887524800025331","0.0797057127458436","0.0977992472592227"
"8","2018","4","181","0.0397272696229277","0.0339547936293098","0.0454997456165456"
"8","2018","5","118","0.0349842147000026","0.0292578616458996","0.0407105677541055"
"9","2018","1","328","0.0384414158589741","0.0345730688102711","0.0423097629076771"
"9","2018","2","176","0.030182461595509","0.0252527593744347","0.0351121638165834"
"9","2018","3","98","0.0196413381960194","0.0152270262403773","0.0240556501516615"
"9","2018","4","45","0.00676238734243189","0.00434025940626759","0.0091845152785962"
"9","2018","5","","","",""
"10","2018","1","596","0.0542953557854517","0.0497360683756762","0.0588546431952271"
"10","2018","2","361","0.0752652850213805","0.067663697899084","0.0828668721436769"
"10","2018","3","100","0.022209982310286","0.0175220439243285","0.0268979206962434"
"10","2018","4","","","",""
"10","2018","5","40","0.00645714049916761","0.0039608894038608","0.00895339159447443"
"0","2019","1","","","",""
"0","2019","2","","","",""
"0","2019","3","","","",""
"0","2019","4","","","",""
"0","2019","5","","","",""
"1","2019","1","","","",""
"1","2019","2","","","",""
"1","2019","3","","","",""
"1","2019","4","","","",""
"1","2019","5","","","",""
"2","2019","1","","","",""
"2","2019","2","","","",""
"2","2019","3","","","",""
"2","2019","4","","","",""
"2","2019","5","","","",""
"3","2019","1","","","",""
"3","2019","2","","","",""
"3","2019","3","","","",""
"3","2019","4","","","",""
"3","2019","5","","","",""
"4","2019","1","","","",""
"4","2019","2","","","",""
"4","2019","3","","","",""
"4","2019","4","","","",""
"4","2019","5","","","",""
"5","2019","1","","","",""
"5","2019","2","","","",""
"5","2019","3","","","",""
"5","2019","4","","","",""
"5","2019","5","","","",""
"6","2019","1","","","",""
"6","2019","2","","","",""
"6","2019","3","","","",""
"6","2019","4","","","",""
"6","2019","5","","","",""
"7","2019","1","","","",""
"7","2019","2","","","",""
"7","2019","3","","","",""
"7","2019","4","","","",""
"7","2019","5","","","",""
"8","2019","1","","","",""
"8","2019","2","","","",""
"8","2019","3","","","",""
"8","2019","4","","","",""
"8","2019","5","","","",""
"9","2019","1","","","",""
"9","2019","2","","","",""
"9","2019","3","","","",""
"9","2019","4","","","",""
"9","2019","5","","","",""
"10","2019","1","","","",""
"10","2019","2","","","",""
"10","2019","3","","","",""
"10","2019","4","","","",""
"10","2019","5","","","",""
"0","2020","1","378","0.129633272820065","0.116841919507381","0.142424626132749"
"0","2020","2","382","0.120820601811415","0.109360546517749","0.13228065710508"
"0","2020","3","458","0.143115240990748","0.131290224970208","0.154940257011288"
"0","2020","4","1018","0.219226713006796","0.207832939673399","0.230620486340193"
"0","2020","5","1487","0.291503908883309","0.279414109559269","0.303593708207349"
"1","2020","1","95","0.041705764846253","0.0340927864962563","0.0493187431962497"
"1","2020","2","130","0.0447265191171385","0.0374583692252162","0.0519946690090608"
"1","2020","3","212","0.0670803168832459","0.0586330295609253","0.0755276042055665"
"1","2020","4","442","0.101311535635356","0.0930017006675489","0.109621370603162"
"1","2020","5","502","0.0909022971524802","0.0832547725848931","0.0985498217200673"
"2","2020","1","189","0.0743920314689865","0.064399308132732","0.0843847548052409"
"2","2020","2","223","0.0918468988328555","0.0816916808944095","0.102002116771302"
"2","2020","3","332","0.11376927226599","0.103047082789381","0.1244914617426"
"2","2020","4","459","0.0868486252977131","0.0790930998169255","0.0946041507785007"
"2","2020","5","761","0.134471300584731","0.125395525793696","0.143547075375767"
"3","2020","1","228","0.110068299473899","0.0981499372924426","0.121986661655355"
"3","2020","2","254","0.0679390295437843","0.0590907406216641","0.0767873184659045"
"3","2020","3","284","0.0979805971546556","0.0879419412934605","0.108019253015851"
"3","2020","4","517","0.104210036061406","0.0957957700950525","0.11262430202776"
"3","2020","5","646","0.118384164588507","0.109789782263632","0.126978546913382"
"4","2020","1","160","0.0661752004193457","0.0567087438628853","0.0756416569758061"
"4","2020","2","209","0.068903981281989","0.0599976907665872","0.0778102717973908"
"4","2020","3","274","0.0774427422695553","0.0684169650044293","0.0864685195346812"
"4","2020","4","458","0.112218525774913","0.103526046082152","0.120911005467674"
"4","2020","5","437","0.0849540719447264","0.0775368424286989","0.0923713014607539"
"5","2020","1","550","0.196464386245353","0.181333944952185","0.211594827538521"
"5","2020","2","664","0.218799873337007","0.204262626989557","0.233337119684456"
"5","2020","3","709","0.205025590691442","0.191393006270486","0.218658175112398"
"5","2020","4","941","0.168052403105474","0.157754976255117","0.17834982995583"
"5","2020","5","720","0.137835244198782","0.128664523977495","0.147005964420069"
"6","2020","1","244","0.0871682414191244","0.0764263285657436","0.0979101542725052"
"6","2020","2","294","0.0951015746995574","0.0847865271412564","0.105416622257858"
"6","2020","3","251","0.0746363154431362","0.065762121677058","0.0835105092092144"
"6","2020","4","412","0.0764708911168519","0.069152228349498","0.0837895538842058"
"6","2020","5","337","0.0662932296776915","0.0596746010379061","0.072911858317477"
"7","2020","1","266","0.09669162155525","0.0854372939528105","0.10794594915769"
"7","2020","2","367","0.113675458121392","0.10251435274788","0.124836563494905"
"7","2020","3","380","0.0953470712203073","0.0854297983930654","0.105264344047549"
"7","2020","4","391","0.06647222094219","0.0596119371167963","0.0733325047675837"
"7","2020","5","293","0.0407017428855653","0.035445063341695","0.0459584224294357"
"8","2020","1","281","0.0898821869971003","0.0789905606288562","0.100773813365344"
"8","2020","2","295","0.0907997153729528","0.0806967354608926","0.100902695285013"
"8","2020","3","297","0.084855995948381","0.0754461270574566","0.0942658648393053"
"8","2020","4","284","0.0424560344199695","0.0369032931066185","0.0480087757333204"
"8","2020","5","162","0.0239816961969491","0.0199116709692538","0.0280517214246445"
"9","2020","1","124","0.0428832430064543","0.0351682882716452","0.0505981977412635"
"9","2020","2","91","0.0376385465856966","0.0309464377335887","0.0443306554378045"
"9","2020","3","82","0.0128494299389369","0.00904638711109834","0.0166524727667754"
"9","2020","4","72","0.0133000805618058","0.01014523540586","0.0164549257177516"
"9","2020","5","34","0.00604680495407496","0.00398439916679992","0.00810921074134999"
"10","2020","1","134","0.0649357517481687","0.0555521455311725","0.0743193579651649"
"10","2020","2","198","0.0497478012962123","0.0421026893084407","0.0573929132839838"
"10","2020","3","90","0.0278974271936013","0.0223366472613063","0.0334582071258963"
"10","2020","4","71","0.00943293407752525","0.00677083810643168","0.0120950300486188"
"10","2020","5","49","0.00492553893318324","0.0030630965780851","0.00678798128828139"
