"erwst","year","age_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig","1984","66 +","Realschule","169","0.962846126988225","0.934982224093764","0.990710029882686"
"nicht erwerbstätig","1984","66 +","(Fach-)Abitur","42","0.91027688818002","0.829429425560402","0.991124350799637"
"nicht erwerbstätig","1984","66 +","AkademikerIn","55","0.918572541553036","0.851038928418469","0.986106154687603"
"Andere","1984","17-34","(noch) kein Abschluss","17","","",""
"Andere","1984","17-34","Hauptschule","267","0.120286377316838","0.10677905139899","0.133793703234686"
"Andere","1984","17-34","Realschule","186","0.181016448033726","0.157223639491498","0.204809256575953"
"Andere","1984","17-34","(Fach-)Abitur","85","0.165503898645713","0.135021698718762","0.195986098572664"
"Andere","1984","17-34","AkademikerIn","13","","",""
"Andere","1984","35-65","(noch) kein Abschluss","10","","",""
"Andere","1984","35-65","Hauptschule","127","0.0333759558962211","0.0278523360065223","0.03889957578592"
"Andere","1984","35-65","Realschule","28","","",""
"Andere","1984","35-65","(Fach-)Abitur","7","","",""
"Andere","1984","35-65","AkademikerIn","13","","",""
"Andere","1984","66 +","(noch) kein Abschluss","","","",""
"Andere","1984","66 +","Hauptschule","14","","",""
"Andere","1984","66 +","Realschule","3","","",""
"Andere","1984","66 +","(Fach-)Abitur","2","","",""
"Andere","1984","66 +","AkademikerIn","2","","",""
"voll erwerbstätig","1985","17-34","(noch) kein Abschluss","98","0.115004937903199","0.0850249032701165","0.144984972536282"
"voll erwerbstätig","1985","17-34","Hauptschule","1138","0.611701717594092","0.589919051530771","0.633484383657413"
"voll erwerbstätig","1985","17-34","Realschule","485","0.517770079570876","0.486340828832506","0.549199330309246"
"voll erwerbstätig","1985","17-34","(Fach-)Abitur","167","0.311004610186648","0.271217903649496","0.3507913167238"
"voll erwerbstätig","1985","17-34","AkademikerIn","161","0.712402247581853","0.654896004364079","0.769908490799626"
"voll erwerbstätig","1985","35-65","(noch) kein Abschluss","369","0.538171247786939","0.499395341434512","0.576947154139365"
"voll erwerbstätig","1985","35-65","Hauptschule","1876","0.45738609586831","0.441320879329692","0.473451312406927"
"voll erwerbstätig","1985","35-65","Realschule","350","0.514731802422019","0.47713987271276","0.552323732131277"
"voll erwerbstätig","1985","35-65","(Fach-)Abitur","141","0.580640913220041","0.516020321905679","0.645261504534404"
"voll erwerbstätig","1985","35-65","AkademikerIn","353","0.752692025101918","0.713307524201692","0.792076526002143"
"voll erwerbstätig","1985","66 +","(noch) kein Abschluss","","","",""
"voll erwerbstätig","1985","66 +","Hauptschule","8","","",""
"voll erwerbstätig","1985","66 +","Realschule","3","","",""
"voll erwerbstätig","1985","66 +","(Fach-)Abitur","3","","",""
"voll erwerbstätig","1985","66 +","AkademikerIn","4","","",""
"Teilzeit","1985","17-34","(noch) kein Abschluss","7","","",""
"Teilzeit","1985","17-34","Hauptschule","92","0.0508731811503457","0.041051970657582","0.0606943916431094"
"Teilzeit","1985","17-34","Realschule","58","0.0549188063970033","0.0405892224349681","0.0692483903590384"
"Teilzeit","1985","17-34","(Fach-)Abitur","38","0.0763108504073196","0.0534915415297819","0.0991301592848572"
"Teilzeit","1985","17-34","AkademikerIn","18","","",""
"Teilzeit","1985","35-65","(noch) kein Abschluss","21","","",""
"Teilzeit","1985","35-65","Hauptschule","354","0.100411709545624","0.0907197024606886","0.11010371663056"
"Teilzeit","1985","35-65","Realschule","99","0.133929621656205","0.108312630558804","0.159546612753606"
"Teilzeit","1985","35-65","(Fach-)Abitur","13","","",""
"Teilzeit","1985","35-65","AkademikerIn","31","0.0652515470206715","0.042707057176329","0.087796036865014"
"Teilzeit","1985","66 +","(noch) kein Abschluss","","","",""
"Teilzeit","1985","66 +","Hauptschule","11","","",""
"Teilzeit","1985","66 +","Realschule","2","","",""
"Teilzeit","1985","66 +","(Fach-)Abitur","2","","",""
"Teilzeit","1985","66 +","AkademikerIn","1","","",""
"nicht erwerbstätig","1985","17-34","(noch) kein Abschluss","314","0.834146279396255","0.79919306021572","0.869099498576789"
"nicht erwerbstätig","1985","17-34","Hauptschule","535","0.252113091014588","0.232705389102258","0.271520792926917"
"nicht erwerbstätig","1985","17-34","Realschule","298","0.29911982109625","0.270320452827615","0.327919189364884"
"nicht erwerbstätig","1985","17-34","(Fach-)Abitur","251","0.473821354540338","0.430905245162756","0.51673746391792"
"nicht erwerbstätig","1985","17-34","AkademikerIn","50","0.172641196756168","0.12462599284625","0.220656400666086"
"nicht erwerbstätig","1985","35-65","(noch) kein Abschluss","241","0.421225839288238","0.382822119036739","0.459629559539737"
"nicht erwerbstätig","1985","35-65","Hauptschule","1385","0.419116914313282","0.403205396664431","0.435028431962132"
"nicht erwerbstätig","1985","35-65","Realschule","217","0.333188533820791","0.297734981444348","0.368642086197233"
"nicht erwerbstätig","1985","35-65","(Fach-)Abitur","65","0.330478449955487","0.268878843934926","0.392078055976048"
"nicht erwerbstätig","1985","35-65","AkademikerIn","63","0.150174154715691","0.11756344926036","0.182784860171022"
"nicht erwerbstätig","1985","66 +","(noch) kein Abschluss","17","","",""
"nicht erwerbstätig","1985","66 +","Hauptschule","796","0.970560475811228","0.959019004425038","0.982101947197418"
"nicht erwerbstätig","1985","66 +","Realschule","158","0.967162474443032","0.939970480823646","0.994354468062418"
"nicht erwerbstätig","1985","66 +","(Fach-)Abitur","35","0.851679946202387","0.745448764855061","0.957911127549712"
"nicht erwerbstätig","1985","66 +","AkademikerIn","51","0.945438389703244","0.885952455876788","1.0049243235297"
"Andere","1985","17-34","(noch) kein Abschluss","16","","",""
"Andere","1985","17-34","Hauptschule","158","0.0853120102409751","0.0728266802608862","0.097797340221064"
"Andere","1985","17-34","Realschule","130","0.128191292935871","0.107164243242835","0.149218342628907"
"Andere","1985","17-34","(Fach-)Abitur","64","0.138863184865694","0.109141319792948","0.168585049938441"
"Andere","1985","17-34","AkademikerIn","9","","",""
"Andere","1985","35-65","(noch) kein Abschluss","4","","",""
"Andere","1985","35-65","Hauptschule","79","0.0230852802727846","0.0182424912650943","0.0279280692804748"
"Andere","1985","35-65","Realschule","13","","",""
"Andere","1985","35-65","(Fach-)Abitur","5","","",""
"Andere","1985","35-65","AkademikerIn","14","","",""
"Andere","1985","66 +","(noch) kein Abschluss","","","",""
"Andere","1985","66 +","Hauptschule","9","","",""
"Andere","1985","66 +","Realschule","2","","",""
"Andere","1985","66 +","(Fach-)Abitur","3","","",""
"Andere","1985","66 +","AkademikerIn","","","",""
"voll erwerbstätig","1986","17-34","(noch) kein Abschluss","94","0.15354479812991","0.11910769698805","0.187981899271771"
"voll erwerbstätig","1986","17-34","Hauptschule","1088","0.616652376312024","0.594491025537967","0.638813727086082"
"voll erwerbstätig","1986","17-34","Realschule","469","0.51305611437374","0.481355454860735","0.544756773886745"
"voll erwerbstätig","1986","17-34","(Fach-)Abitur","182","0.31223494452119","0.273576946592238","0.350892942450143"
"voll erwerbstätig","1986","17-34","AkademikerIn","146","0.673061237102548","0.612171911389858","0.733950562815238"
"voll erwerbstätig","1986","35-65","(noch) kein Abschluss","338","0.557139524431317","0.516922056089353","0.597356992773281"
"voll erwerbstätig","1986","35-65","Hauptschule","1799","0.467431129994602","0.450875553395316","0.483986706593888"
"voll erwerbstätig","1986","35-65","Realschule","340","0.511411769066602","0.473188989477229","0.549634548655975"
"voll erwerbstätig","1986","35-65","(Fach-)Abitur","139","0.617434715190889","0.551857168629314","0.683012261752463"
"voll erwerbstätig","1986","35-65","AkademikerIn","334","0.716669132767213","0.675843637710882","0.757494627823543"
"voll erwerbstätig","1986","66 +","(noch) kein Abschluss","","","",""
"voll erwerbstätig","1986","66 +","Hauptschule","2","","",""
"voll erwerbstätig","1986","66 +","Realschule","2","","",""
"voll erwerbstätig","1986","66 +","(Fach-)Abitur","2","","",""
"voll erwerbstätig","1986","66 +","AkademikerIn","4","","",""
"Teilzeit","1986","17-34","(noch) kein Abschluss","11","","",""
"Teilzeit","1986","17-34","Hauptschule","89","0.0556423564521122","0.0451939359574589","0.0660907769467655"
"Teilzeit","1986","17-34","Realschule","46","0.0457014103297608","0.0324563680957972","0.0589464525637244"
"Teilzeit","1986","17-34","(Fach-)Abitur","28","","",""
"Teilzeit","1986","17-34","AkademikerIn","26","","",""
"Teilzeit","1986","35-65","(noch) kein Abschluss","15","","",""
"Teilzeit","1986","35-65","Hauptschule","279","0.0825135383930132","0.0733837640337633","0.0916433127522632"
"Teilzeit","1986","35-65","Realschule","78","0.105396991645324","0.0819171755576316","0.128876807733016"
"Teilzeit","1986","35-65","(Fach-)Abitur","5","","",""
"Teilzeit","1986","35-65","AkademikerIn","49","0.0919707618371754","0.0657889333893583","0.118152590284993"
"Teilzeit","1986","66 +","(noch) kein Abschluss","","","",""
"Teilzeit","1986","66 +","Hauptschule","4","","",""
"Teilzeit","1986","66 +","Realschule","3","","",""
"Teilzeit","1986","66 +","(Fach-)Abitur","1","","",""
"Teilzeit","1986","66 +","AkademikerIn","1","","",""
"nicht erwerbstätig","1986","17-34","(noch) kein Abschluss","303","0.798452234051899","0.760132674591317","0.836771793512481"
"nicht erwerbstätig","1986","17-34","Hauptschule","492","0.23413790794705","0.214836420038446","0.253439395855653"
"nicht erwerbstätig","1986","17-34","Realschule","284","0.286710142002333","0.25802870163189","0.315391582372775"
"nicht erwerbstätig","1986","17-34","(Fach-)Abitur","266","0.482541860306096","0.440856490304434","0.524227230307758"
"nicht erwerbstätig","1986","17-34","AkademikerIn","45","0.16741969192419","0.11895817499587","0.215881208852509"
"nicht erwerbstätig","1986","35-65","(noch) kein Abschluss","224","0.403842289138307","0.364115289784729","0.443569288491886"
"nicht erwerbstätig","1986","35-65","Hauptschule","1299","0.416248686011815","0.399892276338186","0.432605095685445"
"nicht erwerbstätig","1986","35-65","Realschule","219","0.353226031883335","0.31667766099984","0.389774402766829"
"nicht erwerbstätig","1986","35-65","(Fach-)Abitur","61","0.324582684475206","0.261406174253148","0.387759194697264"
"nicht erwerbstätig","1986","35-65","AkademikerIn","71","0.162987942456567","0.129524642968801","0.196451241944332"
"nicht erwerbstätig","1986","66 +","(noch) kein Abschluss","21","","",""
"nicht erwerbstätig","1986","66 +","Hauptschule","737","0.980547657088639","0.970676695036771","0.990418619140507"
"nicht erwerbstätig","1986","66 +","Realschule","153","0.959663959858357","0.929178389650613","0.990149530066102"
"nicht erwerbstätig","1986","66 +","(Fach-)Abitur","42","0.943133287294325","0.875469323935254","1.0107972506534"
"nicht erwerbstätig","1986","66 +","AkademikerIn","48","0.938889102684853","0.874401440107932","1.00337676526177"
"Andere","1986","17-34","(noch) kein Abschluss","13","","",""
"Andere","1986","17-34","Hauptschule","180","0.093567359288814","0.0802931215997709","0.106841596977857"
"Andere","1986","17-34","Realschule","156","0.154532333294166","0.131607584363706","0.177457082224627"
"Andere","1986","17-34","(Fach-)Abitur","76","0.156899415753164","0.126558484217342","0.187240347288987"
"Andere","1986","17-34","AkademikerIn","11","","",""
"Andere","1986","35-65","(noch) kein Abschluss","9","","",""
"Andere","1986","35-65","Hauptschule","112","0.0338066456005695","0.0278096922609475","0.0398035989401915"
"Andere","1986","35-65","Realschule","20","","",""
"Andere","1986","35-65","(Fach-)Abitur","6","","",""
"Andere","1986","35-65","AkademikerIn","14","","",""
"Andere","1986","66 +","(noch) kein Abschluss","","","",""
"Andere","1986","66 +","Hauptschule","9","","",""
"Andere","1986","66 +","Realschule","2","","",""
"Andere","1986","66 +","(Fach-)Abitur","","","",""
"Andere","1986","66 +","AkademikerIn","","","",""
"voll erwerbstätig","1987","17-34","(noch) kein Abschluss","88","0.158087776234108","0.122155638906363","0.194019913561853"
"voll erwerbstätig","1987","17-34","Hauptschule","1046","0.612430900026221","0.590060331350847","0.634801468701595"
"voll erwerbstätig","1987","17-34","Realschule","472","0.53406473577856","0.502574978297865","0.565554493259255"
"voll erwerbstätig","1987","17-34","(Fach-)Abitur","172","0.306190892825771","0.267024966055894","0.345356819595647"
"voll erwerbstätig","1987","17-34","AkademikerIn","151","0.685393230006007","0.623892542495007","0.746893917517007"
"voll erwerbstätig","1987","35-65","(noch) kein Abschluss","319","0.533135634847029","0.492741947274331","0.573529322419727"
"voll erwerbstätig","1987","35-65","Hauptschule","1790","0.480546647632327","0.463775003335465","0.497318291929189"
"voll erwerbstätig","1987","35-65","Realschule","332","0.525796214625505","0.486897301057355","0.564695128193655"
"voll erwerbstätig","1987","35-65","(Fach-)Abitur","131","0.584033028845628","0.516396527363462","0.651669530327793"
"voll erwerbstätig","1987","35-65","AkademikerIn","354","0.755431246356241","0.716363390932717","0.794499101779765"
"voll erwerbstätig","1987","66 +","(noch) kein Abschluss","","","",""
"voll erwerbstätig","1987","66 +","Hauptschule","5","","",""
"voll erwerbstätig","1987","66 +","Realschule","2","","",""
"voll erwerbstätig","1987","66 +","(Fach-)Abitur","1","","",""
"voll erwerbstätig","1987","66 +","AkademikerIn","6","","",""
"Teilzeit","1987","17-34","(noch) kein Abschluss","11","","",""
"Teilzeit","1987","17-34","Hauptschule","80","0.0527893917979884","0.0425217546983539","0.063057028897623"
"Teilzeit","1987","17-34","Realschule","49","0.0501256115781152","0.0363512174530694","0.063900005703161"
"Teilzeit","1987","17-34","(Fach-)Abitur","28","","",""
"Teilzeit","1987","17-34","AkademikerIn","18","","",""
"Teilzeit","1987","35-65","(noch) kein Abschluss","25","","",""
"Teilzeit","1987","35-65","Hauptschule","328","0.100996353207442","0.0908813001915776","0.111111406223307"
"Teilzeit","1987","35-65","Realschule","88","0.129549246560659","0.103389364327393","0.155709128793926"
"Teilzeit","1987","35-65","(Fach-)Abitur","9","","",""
"Teilzeit","1987","35-65","AkademikerIn","30","0.0616058429522751","0.0397521310104545","0.0834595548940956"
"Teilzeit","1987","66 +","(noch) kein Abschluss","","","",""
"Teilzeit","1987","66 +","Hauptschule","7","","",""
"Teilzeit","1987","66 +","Realschule","1","","",""
"Teilzeit","1987","66 +","(Fach-)Abitur","2","","",""
"Teilzeit","1987","66 +","AkademikerIn","1","","",""
"nicht erwerbstätig","1987","17-34","(noch) kein Abschluss","280","0.767016009951415","0.725380321331253","0.808651698571577"
"nicht erwerbstätig","1987","17-34","Hauptschule","497","0.240540925731256","0.220915432446391","0.260166419016121"
"nicht erwerbstätig","1987","17-34","Realschule","266","0.249019276174547","0.221720671324489","0.276317881024604"
"nicht erwerbstätig","1987","17-34","(Fach-)Abitur","239","0.443323803708624","0.40111003504526","0.485537572371987"
"nicht erwerbstätig","1987","17-34","AkademikerIn","42","0.197555213475186","0.144822774214753","0.25028765273562"
"nicht erwerbstätig","1987","35-65","(noch) kein Abschluss","234","0.427217201882632","0.387165716070912","0.467268687694353"
"nicht erwerbstätig","1987","35-65","Hauptschule","1222","0.395642678701575","0.379227974878017","0.412057382525133"
"nicht erwerbstätig","1987","35-65","Realschule","195","0.316497222824879","0.280264470147078","0.35272997550268"
"nicht erwerbstätig","1987","35-65","(Fach-)Abitur","59","0.339226060763594","0.274257377486713","0.404194744040475"
"nicht erwerbstätig","1987","35-65","AkademikerIn","69","0.158531293645893","0.125334350007879","0.191728237283908"
"nicht erwerbstätig","1987","66 +","(noch) kein Abschluss","19","","",""
"nicht erwerbstätig","1987","66 +","Hauptschule","763","0.978066296019659","0.967807241314039","0.988325350725278"
"nicht erwerbstätig","1987","66 +","Realschule","158","0.973599074092937","0.948910827932138","0.998287320253736"
"nicht erwerbstätig","1987","66 +","(Fach-)Abitur","41","0.946747075939225","0.880401729117954","1.0130924227605"
"nicht erwerbstätig","1987","66 +","AkademikerIn","50","0.905994640591585","0.830888885691555","0.981100395491615"
"Andere","1987","17-34","(noch) kein Abschluss","17","","",""
"Andere","1987","17-34","Hauptschule","199","0.0942387824445342","0.0808236304200958","0.107653934468973"
"Andere","1987","17-34","Realschule","177","0.166790376468778","0.143257652146231","0.190323100791325"
"Andere","1987","17-34","(Fach-)Abitur","93","0.191448797986397","0.158016028003009","0.224881567969784"
"Andere","1987","17-34","AkademikerIn","8","","",""
"Andere","1987","35-65","(noch) kein Abschluss","8","","",""
"Andere","1987","35-65","Hauptschule","69","0.0228143204586558","0.0178021376094122","0.0278265033078995"
"Andere","1987","35-65","Realschule","18","","",""
"Andere","1987","35-65","(Fach-)Abitur","5","","",""
"Andere","1987","35-65","AkademikerIn","12","","",""
"Andere","1987","66 +","(noch) kein Abschluss","1","","",""
"Andere","1987","66 +","Hauptschule","8","","",""
"Andere","1987","66 +","Realschule","1","","",""
"Andere","1987","66 +","(Fach-)Abitur","","","",""
"Andere","1987","66 +","AkademikerIn","1","","",""
"voll erwerbstätig","1988","17-34","(noch) kein Abschluss","78","0.153424258013894","0.11561350702408","0.191235009003708"
"voll erwerbstätig","1988","17-34","Hauptschule","977","0.586799477796781","0.563768566352488","0.609830389241073"
"voll erwerbstätig","1988","17-34","Realschule","442","0.533152113197678","0.500896626339688","0.565407600055669"
"voll erwerbstätig","1988","17-34","(Fach-)Abitur","168","0.333555876928263","0.292063011979109","0.375048741877418"
"voll erwerbstätig","1988","17-34","AkademikerIn","142","0.722989006485754","0.66157783861129","0.784400174360219"
"voll erwerbstätig","1988","35-65","(noch) kein Abschluss","280","0.484962337038776","0.442770619137083","0.527154054940468"
"voll erwerbstätig","1988","35-65","Hauptschule","1681","0.481369280761778","0.464140762942546","0.498597798581011"
"voll erwerbstätig","1988","35-65","Realschule","341","0.54825613021828","0.509177264486111","0.587334995950449"
"voll erwerbstätig","1988","35-65","(Fach-)Abitur","119","0.602293907619351","0.533949916805492","0.670637898433211"
"voll erwerbstätig","1988","35-65","AkademikerIn","337","0.758705098208444","0.718816614237646","0.798593582179241"
"voll erwerbstätig","1988","66 +","(noch) kein Abschluss","","","",""
"voll erwerbstätig","1988","66 +","Hauptschule","4","","",""
"voll erwerbstätig","1988","66 +","Realschule","2","","",""
"voll erwerbstätig","1988","66 +","(Fach-)Abitur","1","","",""
"voll erwerbstätig","1988","66 +","AkademikerIn","8","","",""
"Teilzeit","1988","17-34","(noch) kein Abschluss","15","","",""
"Teilzeit","1988","17-34","Hauptschule","74","0.0480922677912148","0.0380848762755926","0.0580996593068371"
"Teilzeit","1988","17-34","Realschule","46","0.0522005333490596","0.0378196343710942","0.066581432327025"
"Teilzeit","1988","17-34","(Fach-)Abitur","27","","",""
"Teilzeit","1988","17-34","AkademikerIn","16","","",""
"Teilzeit","1988","35-65","(noch) kein Abschluss","25","","",""
"Teilzeit","1988","35-65","Hauptschule","321","0.102609899151046","0.0921466906493731","0.11307310765272"
"Teilzeit","1988","35-65","Realschule","92","0.138200840754948","0.111101268042081","0.165300413467815"
"Teilzeit","1988","35-65","(Fach-)Abitur","12","","",""
"Teilzeit","1988","35-65","AkademikerIn","31","0.0638945941784106","0.0410947756140265","0.0866944127427947"
"Teilzeit","1988","66 +","(noch) kein Abschluss","","","",""
"Teilzeit","1988","66 +","Hauptschule","7","","",""
"Teilzeit","1988","66 +","Realschule","2","","",""
"Teilzeit","1988","66 +","(Fach-)Abitur","1","","",""
"Teilzeit","1988","66 +","AkademikerIn","1","","",""
"nicht erwerbstätig","1988","17-34","(noch) kein Abschluss","245","0.80403316961956","0.762388095013918","0.845678244225201"
"nicht erwerbstätig","1988","17-34","Hauptschule","490","0.258704936102318","0.238222399154254","0.279187473050383"
"nicht erwerbstätig","1988","17-34","Realschule","252","0.250224529074367","0.222220476149596","0.278228581999139"
"nicht erwerbstätig","1988","17-34","(Fach-)Abitur","220","0.435210868800042","0.391579354670005","0.478842382930079"
"nicht erwerbstätig","1988","17-34","AkademikerIn","39","0.176444749919833","0.124134867042629","0.228754632797038"
"nicht erwerbstätig","1988","35-65","(noch) kein Abschluss","230","0.464572265876966","0.422467546248358","0.506676985505574"
"nicht erwerbstätig","1988","35-65","Hauptschule","1160","0.391969067379099","0.375135802908688","0.40880233184951"
"nicht erwerbstätig","1988","35-65","Realschule","182","0.302625661902428","0.2665520253843","0.338699298420556"
"nicht erwerbstätig","1988","35-65","(Fach-)Abitur","62","0.306517466451682","0.242136075531308","0.370898857372057"
"nicht erwerbstätig","1988","35-65","AkademikerIn","63","0.151269627609712","0.117865687434178","0.184673567785246"
"nicht erwerbstätig","1988","66 +","(noch) kein Abschluss","20","","",""
"nicht erwerbstätig","1988","66 +","Hauptschule","739","0.982063776619461","0.972596829234126","0.991530724004796"
"nicht erwerbstätig","1988","66 +","Realschule","154","0.963450480745493","0.934282587471623","0.992618374019363"
"nicht erwerbstätig","1988","66 +","(Fach-)Abitur","41","0.945812018639999","0.878919791877015","1.01270424540298"
"nicht erwerbstätig","1988","66 +","AkademikerIn","45","0.847036782040232","0.752761309456414","0.94131225462405"
"Andere","1988","17-34","(noch) kein Abschluss","11","","",""
"Andere","1988","17-34","Hauptschule","215","0.106403318309686","0.0919810292728427","0.12082560734653"
"Andere","1988","17-34","Realschule","179","0.164422824378895","0.140458528581783","0.188387120176007"
"Andere","1988","17-34","(Fach-)Abitur","81","0.173151119407954","0.139851982582027","0.206450256233881"
"Andere","1988","17-34","AkademikerIn","7","","",""
"Andere","1988","35-65","(noch) kein Abschluss","4","","",""
"Andere","1988","35-65","Hauptschule","69","0.0240517527080767","0.0187689259222557","0.0293345794938976"
"Andere","1988","35-65","Realschule","8","","",""
"Andere","1988","35-65","(Fach-)Abitur","4","","",""
"Andere","1988","35-65","AkademikerIn","11","","",""
"Andere","1988","66 +","(noch) kein Abschluss","","","",""
"Andere","1988","66 +","Hauptschule","5","","",""
"Andere","1988","66 +","Realschule","1","","",""
"Andere","1988","66 +","(Fach-)Abitur","1","","",""
"Andere","1988","66 +","AkademikerIn","2","","",""
"voll erwerbstätig","1989","17-34","(noch) kein Abschluss","78","0.131421522504248","0.0959750390520892","0.166868005956408"
"voll erwerbstätig","1989","17-34","Hauptschule","988","0.602140057832756","0.578735129387793","0.625544986277719"
"voll erwerbstätig","1989","17-34","Realschule","475","0.582807327974454","0.550520533898129","0.615094122050779"
"voll erwerbstätig","1989","17-34","(Fach-)Abitur","185","0.367704479425951","0.325856690568598","0.409552268283304"
"voll erwerbstätig","1989","17-34","AkademikerIn","147","0.718658377748062","0.657105352820473","0.780211402675651"
"voll erwerbstätig","1989","35-65","(noch) kein Abschluss","262","0.457734499450754","0.415077013315843","0.500391985585664"
"voll erwerbstätig","1989","35-65","Hauptschule","1611","0.480222710996635","0.462581343817923","0.497864078175347"
"voll erwerbstätig","1989","35-65","Realschule","328","0.561870656215448","0.522070912839975","0.601670399590921"
"voll erwerbstätig","1989","35-65","(Fach-)Abitur","123","0.596025987150114","0.52750489287674","0.664547081423489"
"voll erwerbstätig","1989","35-65","AkademikerIn","328","0.736128128992523","0.694806196158846","0.7774500618262"
"voll erwerbstätig","1989","66 +","(noch) kein Abschluss","","","",""
"voll erwerbstätig","1989","66 +","Hauptschule","3","","",""
"voll erwerbstätig","1989","66 +","Realschule","1","","",""
"voll erwerbstätig","1989","66 +","(Fach-)Abitur","4","","",""
"voll erwerbstätig","1989","66 +","AkademikerIn","6","","",""
"Teilzeit","1989","17-34","(noch) kein Abschluss","12","","",""
"Teilzeit","1989","17-34","Hauptschule","86","0.0656800535700386","0.0538344277616708","0.0775256793784065"
"Teilzeit","1989","17-34","Realschule","50","0.0575332050521131","0.0422861348692941","0.072780275234932"
"Teilzeit","1989","17-34","(Fach-)Abitur","37","0.0693964049119793","0.0473410600882651","0.0914517497356936"
"Teilzeit","1989","17-34","AkademikerIn","13","","",""
"Teilzeit","1989","35-65","(noch) kein Abschluss","26","","",""
"Teilzeit","1989","35-65","Hauptschule","298","0.0989553220933994","0.0884115749289115","0.109499069257887"
"Teilzeit","1989","35-65","Realschule","88","0.136656154891251","0.109103248137395","0.164209061645107"
"Teilzeit","1989","35-65","(Fach-)Abitur","9","","",""
"Teilzeit","1989","35-65","AkademikerIn","34","0.0734355847957483","0.0489788508033125","0.0978923187881842"
"Teilzeit","1989","66 +","(noch) kein Abschluss","","","",""
