"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1993","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1993","Hauptschule","Westdeutschland","7.09","6.5","4989","5","6","8","10","10","7.04","7.14","0","10","7","7"
"1993","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1993","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"1994","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"1994","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"1994","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1994","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"1994","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1994","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","Westdeutschland","7.22","7.5","905","5","6","9","9","10","7.09","7.35","0","10","7","8"
"1995","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","Westdeutschland","6.87","6.5","755","4","5","8","10","10","6.73","7.01","0","10","7","7"
"1995","AkademikerIn","Ostdeutschland","6.59","6.5","833","4","5","8","9","10","6.47","6.71","0","10","7","7"
"1995","AkademikerIn","Westdeutschland","7.38","7.5","916","5","6","9","10","10","7.26","7.5","0","10","8","8"
"1995","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1995","Hauptschule","Westdeutschland","7.07","6.5","4879","5","6","8","10","10","7.01","7.13","0","10","7","7"
"1995","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1995","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","Westdeutschland","7.34","7.5","865","5","7","8","9","10","7.22","7.46","0","10","8","8"
"1996","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","Westdeutschland","6.97","6.5","721","4","6","8","10","10","6.82","7.12","0","10","7","7"
"1996","AkademikerIn","Ostdeutschland","6.7","6.5","837","4","6","8","9","10","6.59","6.81","1","10","7","7"
"1996","AkademikerIn","Westdeutschland","7.6","7.5","922","5","7","9","10","10","7.49","7.71","1","10","8","8"
"1996","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1996","Hauptschule","Westdeutschland","7.15","7.5","4743","5","6","8","10","10","7.1","7.2","0","10","7","7"
"1996","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1996","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","Westdeutschland","6.93","6.5","845","5","6","8","9","10","6.8","7.06","0","10","7","7"
"1997","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","Westdeutschland","6.68","6.5","699","4","5","8","9","10","6.53","6.83","0","10","7","7"
"1997","AkademikerIn","Ostdeutschland","6.44","6.5","837","4","5","8","8","10","6.33","6.55","0","10","6","7"
"1997","AkademikerIn","Westdeutschland","7.3","7.5","929","5","7","8","9","10","7.19","7.41","1","10","7","8"
"1997","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1997","Hauptschule","Westdeutschland","6.69","6.5","4595","4","5","8","9","10","6.63","6.75","0","10","7","7"
"1997","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1997","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1998","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1998","(Fach-)Abitur","Westdeutschland","7.18","7.5","972","5","6","8","9","10","7.07","7.29","0","10","7","8"
"1998","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","Westdeutschland","6.93","6.5","688","4","5","8","9","10","6.78","7.08","0","10","7","7"
"1998","AkademikerIn","Ostdeutschland","6.57","6.5","866","4","6","8","8","10","6.46","6.68","0","10","7","7"
"1998","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"1998","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1998","Hauptschule","Westdeutschland","7","6.5","4988","5","6","8","9","10","6.95","7.05","0","10","7","7"
"1998","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1998","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"1999","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"1999","(Fach-)Abitur","Westdeutschland","7.18","7.5","942","5","6","8","9","10","7.06","7.3","0","10","7","8"
"1999","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"1999","(noch) kein Abschluss","Westdeutschland","6.95","6.5","661","4","5","9","10","10","6.8","7.1","0","10","7","7"
"1999","AkademikerIn","Ostdeutschland","6.84","6.5","857","5","6","8","9","10","6.73","6.95","0","10","7","7"
"1999","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"1999","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"1999","Hauptschule","Westdeutschland","7.13","6.5","4845","5","6","8","10","10","7.08","7.18","0","10","7","7"
"1999","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"1999","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2000","(Fach-)Abitur","Ostdeutschland","6.85","6.5","355","5","6","8","9","10","6.67","7.03","0","10","7","7"
"2000","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","Westdeutschland","6.86","6.5","747","4","6","8","10","10","6.71","7.01","0","10","7","7"
"2000","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2000","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2000","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2000","Hauptschule","Westdeutschland","7.19","6.5","8873","5","6","8","10","10","7.15","7.23","0","10","7","8"
"2000","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2000","Realschule","Westdeutschland","7.54","7.5","4020","5","7","9","10","10","7.49","7.59","0","10","8","8"
"2001","(Fach-)Abitur","Ostdeutschland","6.77","6.5","348","5","6","8","9","10","6.59","6.95","2","10","7","7"
"2001","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Westdeutschland","7.21","7.5","691","5","6","9","10","10","7.07","7.35","0","10","7","8"
"2001","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2001","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2001","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2001","Hauptschule","Westdeutschland","7.21","7.5","7756","5","6","8","10","10","7.17","7.25","0","10","7","8"
"2001","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2001","Realschule","Westdeutschland","7.45","7.5","3695","5","7","8","9","10","7.4","7.5","0","10","8","8"
"2002","(Fach-)Abitur","Ostdeutschland","6.76","6.5","356","4","6","8","9","10","6.59","6.93","1","10","7","7"
"2002","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Westdeutschland","6.97","6.5","727","5","6","8","9","10","6.84","7.1","0","10","7","8"
"2002","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2002","AkademikerIn","Westdeutschland","7.49","7.5","3223","5","7","9","9","10","7.44","7.54","0","10","8","8"
"2002","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2002","Hauptschule","Westdeutschland","6.89","6.5","7392","4","6","8","9","10","6.85","6.93","0","10","7","7"
"2002","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2002","Realschule","Westdeutschland","7.24","7.5","3960","5","6","8","9","10","7.19","7.29","0","10","8","8"
"2003","(Fach-)Abitur","Ostdeutschland","6.82","6.5","368","4","6","8","9","10","6.64","7","0","10","7","7"
"2003","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Westdeutschland","6.89","6.5","703","4","5","8","9","10","6.75","7.03","0","10","7","8"
"2003","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2003","AkademikerIn","Westdeutschland","7.52","7.5","3060","5","7","9","9","10","7.47","7.57","0","10","8","8"
"2003","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2003","Hauptschule","Westdeutschland","6.92","6.5","7000","5","6","8","9","10","6.88","6.96","0","10","7","7"
"2003","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2003","Realschule","Westdeutschland","7.2","7.5","3778","5","6","8","9","10","7.14","7.26","0","10","8","8"
"2004","(Fach-)Abitur","Ostdeutschland","6.88","6.5","390","4","6","8","9","10","6.71","7.05","0","10","7","7"
"2004","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2004","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2004","(noch) kein Abschluss","Westdeutschland","6.85","6.5","720","4","6","8","9","10","6.71","6.99","0","10","7","8"
"2004","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2004","AkademikerIn","Westdeutschland","7.52","7.5","3005","5","7","9","9","10","7.46","7.58","0","10","8","8"
"2004","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2004","Hauptschule","Westdeutschland","6.8","6.5","6670","4","6","8","9","10","6.76","6.84","0","10","7","7"
"2004","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2004","Realschule","Westdeutschland","7.17","6.5","3670","5","6","8","9","10","7.11","7.23","0","10","8","8"
"2005","(Fach-)Abitur","Ostdeutschland","6.92","6.5","393","5","6","8","9","10","6.75","7.09","1","10","7","7"
"2005","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","Westdeutschland","7.04","6.5","731","4","6","8","10","10","6.9","7.18","0","10","7","8"
"2005","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2005","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2005","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2005","Hauptschule","Westdeutschland","6.79","6.5","6258","4","5","8","9","10","6.74","6.84","0","10","7","7"
"2005","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2005","Realschule","Westdeutschland","7.15","7.5","3530","5","6","8","9","10","7.09","7.21","0","10","8","8"
"2006","(Fach-)Abitur","Ostdeutschland","6.93","6.5","411","5","6","8","9","10","6.76","7.1","0","10","7","8"
"2006","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Ostdeutschland","7.18","7.5","98","4","6","8","9","10","6.79","7.57","1","10","7","8"
"2006","(noch) kein Abschluss","Westdeutschland","6.91","6.5","553","4","6","8","9","10","6.74","7.08","0","10","7","8"
"2006","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2006","AkademikerIn","Westdeutschland","7.56","7.5","3238","5","7","9","10","10","7.5","7.62","0","10","8","8"
"2006","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2006","Hauptschule","Westdeutschland","6.91","6.5","6690","4","6","8","9","10","6.86","6.96","0","10","7","7"
"2006","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2006","Realschule","Westdeutschland","7.21","7.5","3791","5","6","8","9","10","7.15","7.27","0","10","8","8"
"2007","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2007","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2007","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2007","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2007","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2007","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2007","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2008","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2008","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2008","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2008","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2008","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2008","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2009","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2009","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2009","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2009","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2009","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2009","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2010","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2010","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2010","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2010","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2010","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2010","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2011","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2011","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2011","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2011","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2011","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2011","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2012","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2012","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2012","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2012","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2012","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2012","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","Ostdeutschland","7.5","7.5","415","5","7","9","9","10","7.33","7.67","0","10","8","8"
"2013","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","Ostdeutschland","7.04","6.5","99","5","5","9","10","10","6.62","7.46","0","10","7","8"
"2013","(noch) kein Abschluss","Westdeutschland","7.15","7.5","867","4","6","9","10","10","6.99","7.31","0","10","8","8"
"2013","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2013","AkademikerIn","Westdeutschland","8.02","7.5","4155","6","7","9","10","10","7.97","8.07","0","10","8","8"
"2013","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Hauptschule","Westdeutschland","7.29","7.5","6645","5","6","9","10","10","7.24","7.34","0","10","8","8"
"2013","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Realschule","Westdeutschland","7.62","7.5","3841","5","7","9","10","10","7.56","7.68","0","10","8","8"
"2014","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2014","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2014","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2014","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2014","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2014","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2014","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2015","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2015","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2015","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2015","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2015","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2015","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2016","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2016","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2016","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2016","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2017","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2017","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2017","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2017","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2017","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2017","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","Ostdeutschland","7.84","7.5","584","6","7","9","10","10","7.7","7.98","0","10","8","8"
"2018","(Fach-)Abitur","Westdeutschland","7.72","7.5","3425","5","7","9","10","10","7.66","7.78","0","10","8","8"
"2018","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2018","(noch) kein Abschluss","Westdeutschland","7.1","6.5","746","4","6","9","10","10","6.93","7.27","0","10","8","8"
"2018","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2018","AkademikerIn","Westdeutschland","8.09","7.5","4937","6","7","9","10","10","8.05","8.13","0","10","8","8"
"2018","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Hauptschule","Westdeutschland","7.37","7.5","5701","5","6","9","10","10","7.32","7.42","0","10","8","8"
"2018","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Realschule","Westdeutschland","7.73","7.5","4474","5","7","9","10","10","7.68","7.78","0","10","8","8"
