"plj0047","year","migback","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","2001","direkter Migrationshintergrund","1341","0.45383485000366","0.435764554907113","0.471905145100206"
"Einige Sorgen","2001","indirekter Migrationshintergrund","326","0.411832599830537","0.377047299553649","0.446617900107424"
"Keine Sorgen","2001","kein Migrationshintergrund","2708","0.159254658311096","0.153928335352172","0.16458098127002"
"Keine Sorgen","2001","direkter Migrationshintergrund","561","0.194668274909649","0.180297197612091","0.209039352207208"
"Keine Sorgen","2001","indirekter Migrationshintergrund","131","0.156481559312156","0.130803405592205","0.182159713032108"
"Grosse Sorgen","2002","kein Migrationshintergrund","5462","0.278709848905978","0.272402377429769","0.285017320382188"
"Grosse Sorgen","2002","direkter Migrationshintergrund","750","0.289997390303062","0.27315100909017","0.306843771515953"
"Grosse Sorgen","2002","indirekter Migrationshintergrund","231","0.30170472967498","0.269451819876028","0.333957639473932"
"Einige Sorgen","2002","kein Migrationshintergrund","10715","0.545904593187793","0.538900433081486","0.5529087532941"
"Einige Sorgen","2002","direkter Migrationshintergrund","1452","0.499688411512074","0.481125353296219","0.518251469727928"
"Einige Sorgen","2002","indirekter Migrationshintergrund","401","0.542950197739282","0.507946006083691","0.577954389394873"
"Keine Sorgen","2002","kein Migrationshintergrund","3234","0.175385557906229","0.17003564737923","0.180735468433228"
"Keine Sorgen","2002","direkter Migrationshintergrund","585","0.210314198184865","0.195184123638345","0.225444272731384"
"Keine Sorgen","2002","indirekter Migrationshintergrund","146","0.155345072585738","0.129891620355326","0.180798524816149"
"Grosse Sorgen","2003","kein Migrationshintergrund","4216","0.22766949656647","0.221659080582431","0.233679912550508"
"Grosse Sorgen","2003","direkter Migrationshintergrund","592","0.258304386318055","0.241505788084234","0.275102984551875"
"Grosse Sorgen","2003","indirekter Migrationshintergrund","185","0.253441056518326","0.222895369422466","0.283986743614185"
"Einige Sorgen","2003","kein Migrationshintergrund","10638","0.560976424207684","0.553863196040285","0.568089652375082"
"Einige Sorgen","2003","direkter Migrationshintergrund","1307","0.488616050903969","0.469431496849451","0.507800604958488"
"Einige Sorgen","2003","indirekter Migrationshintergrund","398","0.510966255017177","0.47586320232559","0.546069307708763"
"Keine Sorgen","2003","kein Migrationshintergrund","3844","0.211354079225846","0.205502179697241","0.217205978754452"
"Keine Sorgen","2003","direkter Migrationshintergrund","709","0.253079562777976","0.23639326434568","0.269765861210272"
"Keine Sorgen","2003","indirekter Migrationshintergrund","196","0.235592688464498","0.205792248050272","0.265393128878723"
"Grosse Sorgen","2004","kein Migrationshintergrund","4227","0.23330634064152","0.227165213179516","0.239447468103523"
"Grosse Sorgen","2004","direkter Migrationshintergrund","588","0.262818573244719","0.245567883510596","0.280069262978841"
"Grosse Sorgen","2004","indirekter Migrationshintergrund","202","0.24196754986062","0.212253003290117","0.271682096431123"
"Einige Sorgen","2004","kein Migrationshintergrund","10097","0.54526428138872","0.538033970630816","0.552494592146624"
"Einige Sorgen","2004","direkter Migrationshintergrund","1282","0.486575308238344","0.466986651592494","0.506163964884194"
"Einige Sorgen","2004","indirekter Migrationshintergrund","404","0.53080538925361","0.496180306926293","0.565430471580926"
"Keine Sorgen","2004","kein Migrationshintergrund","3896","0.22142937796976","0.215400443951313","0.227458311988208"
"Keine Sorgen","2004","direkter Migrationshintergrund","631","0.250606118516937","0.233622033635747","0.267590203398128"
"Keine Sorgen","2004","indirekter Migrationshintergrund","192","0.22722706088577","0.19815320565072","0.256300916120821"
"Grosse Sorgen","2005","kein Migrationshintergrund","5248","0.304617558830107","0.297791961090291","0.311443156569923"
"Grosse Sorgen","2005","direkter Migrationshintergrund","704","0.320938890472805","0.302096248620558","0.339781532325052"
"Grosse Sorgen","2005","indirekter Migrationshintergrund","252","0.351670807150459","0.319088107540138","0.384253506760779"
"Einige Sorgen","2005","kein Migrationshintergrund","9176","0.51255700927544","0.505144173711422","0.519969844839459"
"Einige Sorgen","2005","direkter Migrationshintergrund","1137","0.480202917470091","0.460037579433868","0.500368255506314"
"Einige Sorgen","2005","indirekter Migrationshintergrund","402","0.453353480819452","0.419383688827823","0.487323272811081"
"Keine Sorgen","2005","kein Migrationshintergrund","3042","0.182825431894452","0.177093155955199","0.188557707833706"
"Keine Sorgen","2005","direkter Migrationshintergrund","517","0.198858192057104","0.182747928993104","0.214968455121104"
"Keine Sorgen","2005","indirekter Migrationshintergrund","171","0.194975712030089","0.167941366145568","0.222010057914611"
"Grosse Sorgen","2006","kein Migrationshintergrund","5139","0.283173840903545","0.276715531536214","0.289632150270876"
"Grosse Sorgen","2006","direkter Migrationshintergrund","692","0.313836203571501","0.295113976412208","0.332558430730794"
"Grosse Sorgen","2006","indirekter Migrationshintergrund","240","0.315720000749375","0.28373063461947","0.34770936687928"
"Einige Sorgen","2006","kein Migrationshintergrund","10174","0.528501351023488","0.521345708545088","0.535656993501889"
"Einige Sorgen","2006","direkter Migrationshintergrund","1145","0.465883306166172","0.445757710651285","0.486008901681058"
"Einige Sorgen","2006","indirekter Migrationshintergrund","414","0.492131183676885","0.457723623344891","0.526538744008879"
"Keine Sorgen","2006","kein Migrationshintergrund","3382","0.188324808072967","0.182720393428607","0.193929222717327"
"Keine Sorgen","2006","direkter Migrationshintergrund","523","0.220280490262327","0.203559988450145","0.23700099207451"
"Keine Sorgen","2006","indirekter Migrationshintergrund","157","0.19214881557374","0.165033029257637","0.219264601889843"
"Grosse Sorgen","2007","kein Migrationshintergrund","4746","0.275253637298281","0.268643956718008","0.281863317878555"
"Grosse Sorgen","2007","direkter Migrationshintergrund","577","0.282360817517935","0.263121762287428","0.301599872748443"
"Grosse Sorgen","2007","indirekter Migrationshintergrund","226","0.28537178292213","0.253639312276095","0.317104253568166"
"Einige Sorgen","2007","kein Migrationshintergrund","9495","0.53221023562383","0.524826300274068","0.539594170973593"
"Einige Sorgen","2007","direkter Migrationshintergrund","1054","0.491338205030055","0.46997171020953","0.51270469985058"
"Einige Sorgen","2007","indirekter Migrationshintergrund","376","0.486718339519467","0.451596680556714","0.52183999848222"
"Keine Sorgen","2007","kein Migrationshintergrund","3300","0.192536127077888","0.186701157678622","0.198371096477154"
"Keine Sorgen","2007","direkter Migrationshintergrund","472","0.226300977452009","0.208417264368584","0.244184690535435"
"Keine Sorgen","2007","indirekter Migrationshintergrund","176","0.227909877558402","0.198433516699775","0.25738623841703"
"Grosse Sorgen","2008","kein Migrationshintergrund","3819","0.236805894982867","0.230344462916307","0.243267327049427"
"Grosse Sorgen","2008","direkter Migrationshintergrund","486","0.259304776350372","0.239588494528459","0.279021058172285"
"Grosse Sorgen","2008","indirekter Migrationshintergrund","198","0.260286709503977","0.229314042062111","0.291259376945844"
"Einige Sorgen","2008","kein Migrationshintergrund","9339","0.553829854978492","0.546274524609668","0.561385185347315"
"Einige Sorgen","2008","direkter Migrationshintergrund","956","0.515303100125864","0.492819467235275","0.537786733016452"
"Einige Sorgen","2008","indirekter Migrationshintergrund","391","0.48328340729426","0.448009948418028","0.518556866170492"
"Keine Sorgen","2008","kein Migrationshintergrund","3471","0.209364250038641","0.203180463191899","0.215548036885383"
"Keine Sorgen","2008","direkter Migrationshintergrund","456","0.225392123523765","0.206594181363791","0.244190065683739"
"Keine Sorgen","2008","indirekter Migrationshintergrund","182","0.256429883201763","0.225607502302179","0.287252264101347"
"Grosse Sorgen","2009","kein Migrationshintergrund","2990","0.198025971467446","0.191777820516203","0.204274122418688"
"Grosse Sorgen","2009","direkter Migrationshintergrund","347","0.228655103806807","0.208403574514172","0.248906633099442"
"Grosse Sorgen","2009","indirekter Migrationshintergrund","172","0.271946903344127","0.239170971502639","0.304722835185616"
"Einige Sorgen","2009","kein Migrationshintergrund","9136","0.583220894354219","0.575490889059264","0.590950899649173"
"Einige Sorgen","2009","direkter Migrationshintergrund","815","0.489332899577326","0.465227506530175","0.513438292624476"
"Einige Sorgen","2009","indirekter Migrationshintergrund","358","0.503325079161874","0.466495914966316","0.540154243357431"
"Keine Sorgen","2009","kein Migrationshintergrund","3501","0.218753134178336","0.212271543951176","0.225234724405496"
"Keine Sorgen","2009","direkter Migrationshintergrund","490","0.282011996615867","0.260313209695955","0.303710783535779"
"Keine Sorgen","2009","indirekter Migrationshintergrund","178","0.224728017493999","0.193982124092902","0.255473910895096"
"Grosse Sorgen","2010","kein Migrationshintergrund","4157","0.204635829855452","0.199025356300674","0.21024630341023"
"Grosse Sorgen","2010","direkter Migrationshintergrund","694","0.22321808366532","0.207999722343307","0.238436444987332"
"Grosse Sorgen","2010","indirekter Migrationshintergrund","296","0.201666531063119","0.178445822679861","0.224887239446376"
"Einige Sorgen","2010","kein Migrationshintergrund","11454","0.574294869831007","0.567418684397004","0.58117105526501"
"Einige Sorgen","2010","direkter Migrationshintergrund","1410","0.479778576311106","0.461519946121723","0.498037206500488"
"Einige Sorgen","2010","indirekter Migrationshintergrund","578","0.534891992155542","0.506026674671037","0.563757309640046"
"Keine Sorgen","2010","kein Migrationshintergrund","4252","0.221069300313541","0.215298456791002","0.226840143836081"
"Keine Sorgen","2010","direkter Migrationshintergrund","772","0.297003340023575","0.280303552418664","0.313703127628485"
"Keine Sorgen","2010","indirekter Migrationshintergrund","273","0.26344147678134","0.23794899674381","0.28893395681887"
"Grosse Sorgen","2011","kein Migrationshintergrund","3314","0.190934324200295","0.185157628784247","0.196711019616343"
"Grosse Sorgen","2011","direkter Migrationshintergrund","386","0.19814994689828","0.180583719168255","0.215716174628306"
"Grosse Sorgen","2011","indirekter Migrationshintergrund","162","0.20527376137836","0.177055112160655","0.233492410596064"
"Einige Sorgen","2011","kein Migrationshintergrund","9990","0.552225040928606","0.544916452159079","0.559533629698133"
"Einige Sorgen","2011","direkter Migrationshintergrund","966","0.487827916186014","0.465799857554427","0.509855974817601"
"Einige Sorgen","2011","indirekter Migrationshintergrund","396","0.500842674081732","0.46591013831507","0.535775209848393"
"Keine Sorgen","2011","kein Migrationshintergrund","4479","0.256840634871099","0.250419401978684","0.263261867763513"
"Keine Sorgen","2011","direkter Migrationshintergrund","626","0.314022136915706","0.293568519406724","0.334475754424687"
"Keine Sorgen","2011","indirekter Migrationshintergrund","229","0.293883564539909","0.26205723653561","0.325709892544207"
"Grosse Sorgen","2012","kein Migrationshintergrund","3570","0.208292170750961","0.202313079587967","0.214271261913954"
"Grosse Sorgen","2012","direkter Migrationshintergrund","450","0.236538038640901","0.217579116893329","0.255496960388472"
"Grosse Sorgen","2012","indirekter Migrationshintergrund","176","0.196543003307417","0.168902372360459","0.224183634254376"
"Einige Sorgen","2012","kein Migrationshintergrund","10145","0.560407554797256","0.553099642395155","0.567715467199358"
"Einige Sorgen","2012","direkter Migrationshintergrund","945","0.506404395063758","0.484099313707258","0.528709476420259"
"Einige Sorgen","2012","indirekter Migrationshintergrund","437","0.54203942775601","0.50738431441618","0.57669454109584"
"Keine Sorgen","2012","kein Migrationshintergrund","4005","0.231300274451783","0.225091831864965","0.237508717038601"
"Keine Sorgen","2012","direkter Migrationshintergrund","535","0.257057566295341","0.2375608166808","0.276554315909883"
"Keine Sorgen","2012","indirekter Migrationshintergrund","181","0.261417568936573","0.230853954528847","0.291981183344298"
"Grosse Sorgen","2013","kein Migrationshintergrund","3222","0.188840954792096","0.182919867591158","0.194762041993034"
"Grosse Sorgen","2013","direkter Migrationshintergrund","720","0.168428169821831","0.158410137312413","0.178446202331248"
"Grosse Sorgen","2013","indirekter Migrationshintergrund","296","0.174032949216294","0.155700250097666","0.192365648334921"
"Einige Sorgen","2013","kein Migrationshintergrund","9514","0.564689228696545","0.557188476563047","0.572189980830042"
"Einige Sorgen","2013","direkter Migrationshintergrund","2096","0.434564326822188","0.421295154752792","0.447833498891583"
"Einige Sorgen","2013","indirekter Migrationshintergrund","722","0.454925488774417","0.430847102266641","0.479003875282193"
"Keine Sorgen","2013","kein Migrationshintergrund","4048","0.246469816511359","0.239950042341014","0.252989590681704"
"Keine Sorgen","2013","direkter Migrationshintergrund","2545","0.397007503355982","0.383910241851605","0.410104764860358"
"Keine Sorgen","2013","indirekter Migrationshintergrund","625","0.371041562009289","0.347682706350008","0.39440041766857"
"Grosse Sorgen","2014","kein Migrationshintergrund","4326","0.209634455790516","0.204016014486146","0.215252897094885"
"Grosse Sorgen","2014","direkter Migrationshintergrund","1082","0.211038421902886","0.199817593337902","0.22225925046787"
"Grosse Sorgen","2014","indirekter Migrationshintergrund","499","0.249639016689171","0.229549764393694","0.269728268984648"
"Einige Sorgen","2014","kein Migrationshintergrund","11515","0.565619701578434","0.558777941512857","0.572461461644012"
"Einige Sorgen","2014","direkter Migrationshintergrund","2500","0.488332987642424","0.474587252377112","0.502078722907737"
"Einige Sorgen","2014","indirekter Migrationshintergrund","854","0.491501162917854","0.468296264246905","0.514706061588804"
"Keine Sorgen","2014","kein Migrationshintergrund","4322","0.22474584263105","0.218984305019534","0.230507380242566"
"Keine Sorgen","2014","direkter Migrationshintergrund","1498","0.30062859045469","0.288019454938352","0.313237725971027"
"Keine Sorgen","2014","indirekter Migrationshintergrund","430","0.258859820392975","0.238528999172751","0.279190641613198"
"Grosse Sorgen","2015","kein Migrationshintergrund","6704","0.348877691652526","0.342131485363333","0.355623897941719"
"Grosse Sorgen","2015","direkter Migrationshintergrund","1382","0.272162864139282","0.260775201910319","0.283550526368244"
"Grosse Sorgen","2015","indirekter Migrationshintergrund","601","0.327095254218887","0.304687880136821","0.349502628300953"
"Einige Sorgen","2015","kein Migrationshintergrund","9833","0.50864015589539","0.501564008314949","0.515716303475832"
"Einige Sorgen","2015","direkter Migrationshintergrund","2732","0.480675524562446","0.467892063926796","0.493458985198097"
"Einige Sorgen","2015","indirekter Migrationshintergrund","785","0.481770014443107","0.457905192439924","0.505634836446291"
"Keine Sorgen","2015","kein Migrationshintergrund","2637","0.142482152452084","0.137534564229316","0.147429740674852"
"Keine Sorgen","2015","direkter Migrationshintergrund","1754","0.247161611298272","0.236124779457916","0.258198443138628"
"Keine Sorgen","2015","indirekter Migrationshintergrund","298","0.191134731338006","0.172355191489711","0.209914271186301"
"Grosse Sorgen","2016","kein Migrationshintergrund","8764","0.483408980254971","0.476080911774801","0.490737048735141"
"Grosse Sorgen","2016","direkter Migrationshintergrund","2154","0.375184747315669","0.365276637923759","0.38509285670758"
"Grosse Sorgen","2016","indirekter Migrationshintergrund","791","0.468539739634357","0.443793102502574","0.493286376766139"
"Einige Sorgen","2016","kein Migrationshintergrund","7366","0.413791554812139","0.40656925383795","0.421013855786327"
"Einige Sorgen","2016","direkter Migrationshintergrund","3091","0.433712354143962","0.423570629045975","0.443854079241949"
"Einige Sorgen","2016","indirekter Migrationshintergrund","583","0.397901468664771","0.373628151463296","0.422174785866246"
"Keine Sorgen","2016","kein Migrationshintergrund","1734","0.102799464932891","0.0983459908934396","0.107252938972341"
"Keine Sorgen","2016","direkter Migrationshintergrund","3928","0.191102898540369","0.183057034844032","0.199148762236705"
"Keine Sorgen","2016","indirekter Migrationshintergrund","188","0.133558791700873","0.116688858357813","0.150428725043932"
"Grosse Sorgen","2017","kein Migrationshintergrund","8513","0.424530029723895","0.417713392226554","0.431346667221236"
"Grosse Sorgen","2017","direkter Migrationshintergrund","1949","0.34688035100531","0.337594907208545","0.356165794802075"
"Grosse Sorgen","2017","indirekter Migrationshintergrund","785","0.450793640322319","0.427161805843968","0.474425474800671"
"Einige Sorgen","2017","kein Migrationshintergrund","9638","0.466814356316975","0.459933919931966","0.473694792701984"
"Einige Sorgen","2017","direkter Migrationshintergrund","3185","0.442520257163363","0.432830842003939","0.452209672322786"
"Einige Sorgen","2017","indirekter Migrationshintergrund","714","0.444177911411732","0.420579262083753","0.467776560739711"
"Keine Sorgen","2017","kein Migrationshintergrund","2046","0.10865561395913","0.104363675262964","0.112947552655297"
"Keine Sorgen","2017","direkter Migrationshintergrund","4960","0.210599391831327","0.202645242768951","0.218553540893703"
"Keine Sorgen","2017","indirekter Migrationshintergrund","204","0.105028448265949","0.0904671916050754","0.119589704926822"
"Grosse Sorgen","2018","kein Migrationshintergrund","6739","0.343481882993549","0.336823788204184","0.350139977782915"
"Grosse Sorgen","2018","direkter Migrationshintergrund","1692","0.285111207798089","0.275603728455784","0.294618687140394"
"Grosse Sorgen","2018","indirekter Migrationshintergrund","619","0.366198673176813","0.343344459386422","0.389052886967205"
"Einige Sorgen","2018","kein Migrationshintergrund","10315","0.523399007412556","0.516396257492405","0.530401757332706"
"Einige Sorgen","2018","direkter Migrationshintergrund","3257","0.511458798674588","0.500932033708469","0.521985563640708"
"Einige Sorgen","2018","indirekter Migrationshintergrund","837","0.490877525429344","0.46716220269584","0.514592848162848"
"Keine Sorgen","2018","kein Migrationshintergrund","2487","0.133119109593895","0.128356175025115","0.137882044162675"
"Keine Sorgen","2018","direkter Migrationshintergrund","3713","0.203429993527322","0.194952675641043","0.211907311413601"
"Keine Sorgen","2018","indirekter Migrationshintergrund","251","0.142923801393843","0.12632054298502","0.159527059802665"
"Grosse Sorgen","2019","kein Migrationshintergrund","7998","0.378231536870737","0.371543015347861","0.384920058393612"
"Grosse Sorgen","2019","direkter Migrationshintergrund","1496","0.315043898460638","0.304639731430147","0.325448065491128"
"Grosse Sorgen","2019","indirekter Migrationshintergrund","728","0.405707830033112","0.382352503317176","0.429063156749048"
"Einige Sorgen","2019","kein Migrationshintergrund","10048","0.504169020467083","0.497273106697949","0.511064934236216"
"Einige Sorgen","2019","direkter Migrationshintergrund","2704","0.473302723598711","0.46212018391314","0.484485263284282"
"Einige Sorgen","2019","indirekter Migrationshintergrund","747","0.449696287893334","0.426034905156993","0.473357670629674"
"Keine Sorgen","2019","kein Migrationshintergrund","2148","0.117599442662181","0.11315648235144","0.122042402972921"
"Keine Sorgen","2019","direkter Migrationshintergrund","3458","0.211653377940651","0.202504630943747","0.220802124937555"
"Keine Sorgen","2019","indirekter Migrationshintergrund","223","0.144595882073555","0.127867926020985","0.161323838126124"
