"plj0047","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","1993","(Fach-)Abitur","West","80","0.442695617779505","0.372068719944612","0.513322515614397"
"Einige Sorgen","1993","(Fach-)Abitur","Ost","","","",""
"Einige Sorgen","1993","AkademikerIn","West","","","",""
"Einige Sorgen","1993","AkademikerIn","Ost","","","",""
"Keine Sorgen","1993","(noch) kein Abschluss","West","76","0.104313197501265","0.0797320255336445","0.128894369468887"
"Keine Sorgen","1993","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","1993","Hauptschule","West","134","0.112109139152067","0.0938186517938822","0.130399626510251"
"Keine Sorgen","1993","Hauptschule","Ost","","","",""
"Keine Sorgen","1993","Realschule","West","","","",""
"Keine Sorgen","1993","Realschule","Ost","","","",""
"Keine Sorgen","1993","(Fach-)Abitur","West","","","",""
"Keine Sorgen","1993","(Fach-)Abitur","Ost","","","",""
"Keine Sorgen","1993","AkademikerIn","West","","","",""
"Keine Sorgen","1993","AkademikerIn","Ost","","","",""
"Große Sorgen","1994","(noch) kein Abschluss","West","259","0.498755789320173","0.457491231210768","0.540020347429578"
"Große Sorgen","1994","(noch) kein Abschluss","Ost","","","",""
"Große Sorgen","1994","Hauptschule","West","480","0.481806691183986","0.451881587104656","0.511731795263316"
"Große Sorgen","1994","Hauptschule","Ost","","","",""
"Große Sorgen","1994","Realschule","West","57","0.535407576410155","0.442625322271382","0.628189830548928"
"Große Sorgen","1994","Realschule","Ost","","","",""
"Große Sorgen","1994","(Fach-)Abitur","West","82","0.435733264755851","0.363295603394948","0.508170926116753"
"Große Sorgen","1994","(Fach-)Abitur","Ost","","","",""
"Große Sorgen","1994","AkademikerIn","West","","","",""
"Große Sorgen","1994","AkademikerIn","Ost","","","",""
"Einige Sorgen","1994","(noch) kein Abschluss","West","243","0.421674138342725","0.380918910172811","0.462429366512638"
"Einige Sorgen","1994","(noch) kein Abschluss","Ost","","","",""
"Einige Sorgen","1994","Hauptschule","West","450","0.396459911038006","0.367164064196924","0.425755757879089"
"Einige Sorgen","1994","Hauptschule","Ost","","","",""
"Einige Sorgen","1994","Realschule","West","43","0.330560816303989","0.24304876735287","0.418072865255108"
"Einige Sorgen","1994","Realschule","Ost","","","",""
"Einige Sorgen","1994","(Fach-)Abitur","West","84","0.500811085504025","0.427767636560848","0.573854534447201"
"Einige Sorgen","1994","(Fach-)Abitur","Ost","","","",""
"Einige Sorgen","1994","AkademikerIn","West","","","",""
"Einige Sorgen","1994","AkademikerIn","Ost","","","",""
"Keine Sorgen","1994","(noch) kein Abschluss","West","62","0.079570072337102","0.0572354413682848","0.101904703305919"
"Keine Sorgen","1994","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","1994","Hauptschule","West","141","0.121733397778007","0.102150750038477","0.141316045517538"
"Keine Sorgen","1994","Hauptschule","Ost","","","",""
"Keine Sorgen","1994","Realschule","West","","","",""
"Keine Sorgen","1994","Realschule","Ost","","","",""
"Keine Sorgen","1994","(Fach-)Abitur","West","","","",""
"Keine Sorgen","1994","(Fach-)Abitur","Ost","","","",""
"Keine Sorgen","1994","AkademikerIn","West","","","",""
"Keine Sorgen","1994","AkademikerIn","Ost","","","",""
"Große Sorgen","1995","(noch) kein Abschluss","West","213","0.456314853091108","0.413001453524611","0.499628252657605"
"Große Sorgen","1995","(noch) kein Abschluss","Ost","","","",""
"Große Sorgen","1995","Hauptschule","West","391","0.443844986239189","0.41253027282069","0.475159699657688"
"Große Sorgen","1995","Hauptschule","Ost","","","",""
"Große Sorgen","1995","Realschule","West","40","0.375859357176916","0.285347460896782","0.46637125345705"
"Große Sorgen","1995","Realschule","Ost","","","",""
"Große Sorgen","1995","(Fach-)Abitur","West","69","0.409489109839303","0.336000674400455","0.482977545278151"
"Große Sorgen","1995","(Fach-)Abitur","Ost","","","",""
"Große Sorgen","1995","AkademikerIn","West","","","",""
"Große Sorgen","1995","AkademikerIn","Ost","","","",""
"Einige Sorgen","1995","(noch) kein Abschluss","West","232","0.429848043424598","0.386798453237517","0.472897633611679"
"Einige Sorgen","1995","(noch) kein Abschluss","Ost","","","",""
"Einige Sorgen","1995","Hauptschule","West","440","0.428601101174358","0.397409964997091","0.459792237351626"
"Einige Sorgen","1995","Hauptschule","Ost","","","",""
"Einige Sorgen","1995","Realschule","West","58","0.474869543200602","0.381550020210951","0.568189066190253"
"Einige Sorgen","1995","Realschule","Ost","","","",""
"Einige Sorgen","1995","(Fach-)Abitur","West","75","0.392390803754693","0.319418938588516","0.46536266892087"
"Einige Sorgen","1995","(Fach-)Abitur","Ost","","","",""
"Einige Sorgen","1995","AkademikerIn","West","","","",""
"Einige Sorgen","1995","AkademikerIn","Ost","","","",""
"Keine Sorgen","1995","(noch) kein Abschluss","West","63","0.113837103484294","0.086217659308137","0.141456547660451"
"Keine Sorgen","1995","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","1995","Hauptschule","West","136","0.127553912586453","0.106528184385745","0.14857964078716"
"Keine Sorgen","1995","Hauptschule","Ost","","","",""
"Keine Sorgen","1995","Realschule","West","","","",""
"Keine Sorgen","1995","Realschule","Ost","","","",""
"Keine Sorgen","1995","(Fach-)Abitur","West","","","",""
"Keine Sorgen","1995","(Fach-)Abitur","Ost","","","",""
"Keine Sorgen","1995","AkademikerIn","West","","","",""
"Keine Sorgen","1995","AkademikerIn","Ost","","","",""
"Große Sorgen","1996","(noch) kein Abschluss","West","257","0.363144474335029","0.327795772314584","0.398493176355473"
"Große Sorgen","1996","(noch) kein Abschluss","Ost","38","0.357594950576376","0.269224100822129","0.445965800330623"
"Große Sorgen","1996","Hauptschule","West","1565","0.332361914716936","0.318874673449129","0.345849155984743"
"Große Sorgen","1996","Hauptschule","Ost","358","0.304652045598525","0.278357661687271","0.33094642950978"
"Große Sorgen","1996","Realschule","West","495","0.278961136117303","0.257966501467912","0.299955770766694"
"Große Sorgen","1996","Realschule","Ost","342","0.258010632010466","0.234389101778149","0.281632162242784"
"Große Sorgen","1996","(Fach-)Abitur","West","249","0.285862186229208","0.255612069816701","0.316112302641716"
"Große Sorgen","1996","(Fach-)Abitur","Ost","37","0.234626798750636","0.168964885478819","0.300288712022454"
"Große Sorgen","1996","AkademikerIn","West","190","0.201898408558379","0.175874619537199","0.227922197579558"
"Große Sorgen","1996","AkademikerIn","Ost","189","0.230611485873408","0.201920449307926","0.25930252243889"
"Einige Sorgen","1996","(noch) kein Abschluss","West","355","0.488361388175213","0.451619150142089","0.525103626208337"
"Einige Sorgen","1996","(noch) kein Abschluss","Ost","52","0.418040981658424","0.32709898185823","0.508982981458618"
"Einige Sorgen","1996","Hauptschule","West","2358","0.500254834117155","0.485938992108481","0.514570676125829"
"Einige Sorgen","1996","Hauptschule","Ost","583","0.48176296507361","0.453217259104978","0.510308671042242"
"Einige Sorgen","1996","Realschule","West","994","0.560524123884592","0.537290240375731","0.583758007393452"
"Einige Sorgen","1996","Realschule","Ost","710","0.527078265014173","0.500124305181608","0.554032224846737"
"Einige Sorgen","1996","(Fach-)Abitur","West","499","0.584154762370734","0.551156770820942","0.617152753920526"
"Einige Sorgen","1996","(Fach-)Abitur","Ost","93","0.625606622754915","0.550616710166867","0.700596535342963"
"Einige Sorgen","1996","AkademikerIn","West","563","0.608290290347343","0.576644743582234","0.639935837112452"
"Einige Sorgen","1996","AkademikerIn","Ost","478","0.57905692913049","0.54542860408684","0.61268525417414"
"Keine Sorgen","1996","(noch) kein Abschluss","West","99","0.148494137489759","0.122356774702841","0.174631500276676"
"Keine Sorgen","1996","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","1996","Hauptschule","West","763","0.167383251165908","0.156694535611561","0.178071966720255"
"Keine Sorgen","1996","Hauptschule","Ost","236","0.213584989327865","0.190171231582827","0.236998747072902"
"Keine Sorgen","1996","Realschule","West","264","0.160514739998105","0.143330863990985","0.177698616005225"
"Keine Sorgen","1996","Realschule","Ost","266","0.214911102975361","0.192735306342998","0.237086899607724"
"Keine Sorgen","1996","(Fach-)Abitur","West","109","0.129983051400058","0.107468416924832","0.152497685875284"
"Keine Sorgen","1996","(Fach-)Abitur","Ost","30","0.139766578494449","0.0860389189654437","0.193494238023454"
"Keine Sorgen","1996","AkademikerIn","West","161","0.189811301094278","0.164388165326457","0.215234436862099"
"Keine Sorgen","1996","AkademikerIn","Ost","161","0.190331584996102","0.163592782481517","0.217070387510687"
"Große Sorgen","1997","(noch) kein Abschluss","West","238","0.321900480532552","0.287165807144712","0.356635153920392"
"Große Sorgen","1997","(noch) kein Abschluss","Ost","30","0.242856076882414","0.169143749641617","0.31656840412321"
"Große Sorgen","1997","Hauptschule","West","1599","0.345655439671102","0.331857945499244","0.35945293384296"
"Große Sorgen","1997","Hauptschule","Ost","366","0.307284161180882","0.280466833094144","0.334101489267621"
"Große Sorgen","1997","Realschule","West","520","0.299154914681127","0.277799312183228","0.320510517179026"
"Große Sorgen","1997","Realschule","Ost","369","0.284586902996351","0.259964006820686","0.309209799172016"
"Große Sorgen","1997","(Fach-)Abitur","West","230","0.286449730975978","0.255858031300307","0.317041430651648"
"Große Sorgen","1997","(Fach-)Abitur","Ost","42","0.239210736177438","0.17489351682516","0.303527955529716"
"Große Sorgen","1997","AkademikerIn","West","182","0.193075734350973","0.167652966413579","0.218498502288368"
"Große Sorgen","1997","AkademikerIn","Ost","167","0.215239179742335","0.187262243950154","0.243216115534516"
"Einige Sorgen","1997","(noch) kein Abschluss","West","345","0.50517186913454","0.468001022026282","0.542342716242799"
"Einige Sorgen","1997","(noch) kein Abschluss","Ost","71","0.561675029363762","0.476381304795731","0.646968753931793"
"Einige Sorgen","1997","Hauptschule","West","2167","0.466566721509686","0.452093266830631","0.481040176188742"
"Einige Sorgen","1997","Hauptschule","Ost","571","0.529093220344175","0.50007963308953","0.55810680759882"
"Einige Sorgen","1997","Realschule","West","944","0.523386207642453","0.500092040824849","0.546680374460056"
"Einige Sorgen","1997","Realschule","Ost","613","0.468508247007581","0.441277464533258","0.495739029481905"
"Einige Sorgen","1997","(Fach-)Abitur","West","474","0.56075897381631","0.527176964674529","0.594340982958092"
"Einige Sorgen","1997","(Fach-)Abitur","Ost","92","0.572007809501791","0.497410418236344","0.646605200767237"
"Einige Sorgen","1997","AkademikerIn","West","590","0.625729529828639","0.594560111010437","0.656898948646841"
"Einige Sorgen","1997","AkademikerIn","Ost","501","0.587733059091208","0.55422493300019","0.621241185182225"
"Keine Sorgen","1997","(noch) kein Abschluss","West","112","0.172927650332908","0.144811253781731","0.201044046884084"
"Keine Sorgen","1997","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","1997","Hauptschule","West","798","0.187777838819212","0.17644770971016","0.199107967928264"
"Keine Sorgen","1997","Hauptschule","Ost","200","0.163622618474943","0.142120033744977","0.185125203204908"
"Keine Sorgen","1997","Realschule","West","302","0.17745887767642","0.159639997133069","0.195277758219771"
"Keine Sorgen","1997","Realschule","Ost","308","0.246904849996068","0.223373709779818","0.270435990212318"
"Keine Sorgen","1997","(Fach-)Abitur","West","135","0.152791295207712","0.128446191917405","0.17713639849802"
"Keine Sorgen","1997","(Fach-)Abitur","Ost","35","0.188781454320772","0.12978127415801","0.247781634483533"
"Keine Sorgen","1997","AkademikerIn","West","154","0.181194735820387","0.156385939200829","0.206003532439945"
"Keine Sorgen","1997","AkademikerIn","Ost","161","0.197027761166457","0.169951742657004","0.224103779675911"
"Große Sorgen","1998","(noch) kein Abschluss","West","233","0.336362062900293","0.300929150937407","0.371794974863179"
"Große Sorgen","1998","(noch) kein Abschluss","Ost","31","0.257558326456672","0.181505528137261","0.333611124776082"
"Große Sorgen","1998","Hauptschule","West","1733","0.356703408373781","0.343330436330385","0.370076380417176"
"Große Sorgen","1998","Hauptschule","Ost","366","0.329418356633907","0.302348027268786","0.356488685999028"
"Große Sorgen","1998","Realschule","West","556","0.281852429231904","0.261914437810207","0.301790420653601"
"Große Sorgen","1998","Realschule","Ost","401","0.29617839791204","0.272184958262405","0.320171837561674"
"Große Sorgen","1998","(Fach-)Abitur","West","257","0.269054253456012","0.240928192870595","0.29718031404143"
"Große Sorgen","1998","(Fach-)Abitur","Ost","43","0.290252965784078","0.221414690347472","0.359091241220684"
"Große Sorgen","1998","AkademikerIn","West","225","0.203948572816151","0.179839576645746","0.228057568986555"
"Große Sorgen","1998","AkademikerIn","Ost","176","0.214402320968857","0.186925118296378","0.241879523641337"
"Einige Sorgen","1998","(noch) kein Abschluss","West","322","0.450152192970586","0.412841039714287","0.487463346226885"
"Einige Sorgen","1998","(noch) kein Abschluss","Ost","72","0.542927481195981","0.456289225869692","0.62956573652227"
"Einige Sorgen","1998","Hauptschule","West","2364","0.470114719894317","0.456181177785591","0.484048262003043"
"Einige Sorgen","1998","Hauptschule","Ost","543","0.460449269424447","0.431741407555891","0.489157131293004"
"Einige Sorgen","1998","Realschule","West","1061","0.542792017782316","0.520715158271459","0.564868877293173"
"Einige Sorgen","1998","Realschule","Ost","663","0.469037124588942","0.442811839761251","0.495262409416634"
"Einige Sorgen","1998","(Fach-)Abitur","West","535","0.576443884265","0.54510522578168","0.607782542748319"
"Einige Sorgen","1998","(Fach-)Abitur","Ost","86","0.502224324655499","0.426391791739413","0.578056857571586"
"Einige Sorgen","1998","AkademikerIn","West","640","0.590763474114524","0.56134350296399","0.620183445265058"
"Einige Sorgen","1998","AkademikerIn","Ost","497","0.584132937146367","0.551134696132905","0.617131178159829"
"Keine Sorgen","1998","(noch) kein Abschluss","West","128","0.213485744129121","0.182754830050498","0.244216658207743"
"Keine Sorgen","1998","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","1998","Hauptschule","West","832","0.173181871731902","0.162617956890786","0.183745786573018"
"Keine Sorgen","1998","Hauptschule","Ost","249","0.210132373941645","0.186667541800811","0.23359720608248"
"Keine Sorgen","1998","Realschule","West","339","0.17535555298578","0.15850334552738","0.19220776044418"
"Keine Sorgen","1998","Realschule","Ost","327","0.234784477499018","0.212509816563612","0.257059138434424"
"Keine Sorgen","1998","(Fach-)Abitur","West","163","0.154501862278988","0.131578960570997","0.177424763986979"
"Keine Sorgen","1998","(Fach-)Abitur","Ost","38","0.207522709560423","0.146016907969433","0.269028511151413"
"Keine Sorgen","1998","AkademikerIn","West","208","0.205287953069326","0.181120278713261","0.22945562742539"
"Keine Sorgen","1998","AkademikerIn","Ost","184","0.201464741884776","0.174611034380553","0.228318449388998"
"Große Sorgen","1999","(noch) kein Abschluss","West","212","0.306654958323715","0.271423157111669","0.341886759535761"
"Große Sorgen","1999","(noch) kein Abschluss","Ost","48","0.380872831702971","0.296083200388323","0.465662463017618"
"Große Sorgen","1999","Hauptschule","West","1389","0.284295871711495","0.271593112624804","0.296998630798186"
"Große Sorgen","1999","Hauptschule","Ost","345","0.301372996340002","0.274852965611786","0.327893027068219"
"Große Sorgen","1999","Realschule","West","623","0.320417227540584","0.29984251716467","0.340991937916497"
"Große Sorgen","1999","Realschule","Ost","372","0.265603508214929","0.242410625427944","0.288796391001915"
"Große Sorgen","1999","(Fach-)Abitur","West","320","0.333314848094653","0.303211807705664","0.363417888483642"
"Große Sorgen","1999","(Fach-)Abitur","Ost","59","0.313952185194451","0.248134840825085","0.379769529563816"
"Große Sorgen","1999","AkademikerIn","West","323","0.290451802936146","0.263587673829322","0.31731593204297"
"Große Sorgen","1999","AkademikerIn","Ost","254","0.334983398541749","0.303346571559966","0.366620225523533"
"Einige Sorgen","1999","(noch) kein Abschluss","West","314","0.49578377680332","0.457581459496368","0.533986094110273"
"Einige Sorgen","1999","(noch) kein Abschluss","Ost","58","0.440861378564682","0.354170462671676","0.527552294457689"
"Einige Sorgen","1999","Hauptschule","West","2604","0.533218269854737","0.519168944850773","0.547267594858701"
"Einige Sorgen","1999","Hauptschule","Ost","629","0.536874137076891","0.508054737421238","0.565693536732544"
"Einige Sorgen","1999","Realschule","West","1106","0.544759928567183","0.522802704212755","0.566717152921611"
"Einige Sorgen","1999","Realschule","Ost","818","0.583360287196506","0.557470928374612","0.6092496460184"
"Einige Sorgen","1999","(Fach-)Abitur","West","508","0.545803120856696","0.514007836029276","0.577598405684115"
"Einige Sorgen","1999","(Fach-)Abitur","Ost","102","0.536573741299153","0.465854688653469","0.607292793944837"
"Einige Sorgen","1999","AkademikerIn","West","649","0.581129912416164","0.551934066281133","0.610325758551195"
"Einige Sorgen","1999","AkademikerIn","Ost","530","0.585244934878238","0.552220931902895","0.618268937853582"
"Keine Sorgen","1999","(noch) kein Abschluss","West","132","0.197561264872964","0.167138969013477","0.227983560732452"
"Keine Sorgen","1999","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","1999","Hauptschule","West","851","0.182485858433767","0.171608879981402","0.193362836886132"
"Keine Sorgen","1999","Hauptschule","Ost","176","0.161752866583107","0.140470927178948","0.183034805987266"
"Keine Sorgen","1999","Realschule","West","247","0.134822843892233","0.119764095231861","0.149881592552606"
"Keine Sorgen","1999","Realschule","Ost","203","0.151036204588565","0.132231883876685","0.169840525300445"
"Keine Sorgen","1999","(Fach-)Abitur","West","114","0.120882031048652","0.100064602039595","0.141699460057708"
"Keine Sorgen","1999","(Fach-)Abitur","Ost","30","0.149474073506396","0.0989081293340111","0.200040017678781"
"Keine Sorgen","1999","AkademikerIn","West","125","0.12841828464769","0.108620697432501","0.148215871862878"
"Keine Sorgen","1999","AkademikerIn","Ost","71","0.0797716665800124","0.0616107749551102","0.0979325582049146"
"Große Sorgen","2000","(noch) kein Abschluss","West","227","0.311000002476728","0.277670502867853","0.344329502085603"
"Große Sorgen","2000","(noch) kein Abschluss","Ost","64","0.426222951565121","0.349596608114727","0.502849295015515"
"Große Sorgen","2000","Hauptschule","West","2448","0.281091463193484","0.27169231653125","0.290490609855719"
"Große Sorgen","2000","Hauptschule","Ost","524","0.297690644068589","0.276292302464122","0.319088985673056"
"Große Sorgen","2000","Realschule","West","1370","0.34373457107717","0.329002974878316","0.358466167276023"
"Große Sorgen","2000","Realschule","Ost","644","0.288451174682107","0.269681508062985","0.307220841301229"
"Große Sorgen","2000","(Fach-)Abitur","West","707","0.376108616048582","0.354755763964169","0.397461468132995"
"Große Sorgen","2000","(Fach-)Abitur","Ost","134","0.392016788394623","0.341160508716867","0.442873068072379"
"Große Sorgen","2000","AkademikerIn","West","883","0.355034632242596","0.336295573052965","0.373773691432228"
"Große Sorgen","2000","AkademikerIn","Ost","475","0.37444783369384","0.347965137997213","0.400930529390468"
"Einige Sorgen","2000","(noch) kein Abschluss","West","337","0.436947372523777","0.401234231572534","0.47266051347502"
"Einige Sorgen","2000","(noch) kein Abschluss","Ost","72","0.462489985721105","0.385233927378017","0.539746044064192"
"Einige Sorgen","2000","Hauptschule","West","4440","0.496254570514238","0.485800495862467","0.506708645166008"
"Einige Sorgen","2000","Hauptschule","Ost","898","0.501090514185005","0.477691246383338","0.524489781986671"
"Einige Sorgen","2000","Realschule","West","2025","0.500575570827422","0.485067129457928","0.516084012196917"
"Einige Sorgen","2000","Realschule","Ost","1238","0.551026164703096","0.530419169178474","0.571633160227717"
"Einige Sorgen","2000","(Fach-)Abitur","West","984","0.489555497643156","0.467520145884437","0.511590849401876"
"Einige Sorgen","2000","(Fach-)Abitur","Ost","185","0.513888946502917","0.461823590006403","0.565954302999432"
"Einige Sorgen","2000","AkademikerIn","West","1311","0.512770734055409","0.4931970522329","0.532344415877919"
"Einige Sorgen","2000","AkademikerIn","Ost","685","0.527072142657671","0.499752988891095","0.554391296424247"
"Keine Sorgen","2000","(noch) kein Abschluss","West","177","0.252052624999495","0.220790383003637","0.283314866995353"
"Keine Sorgen","2000","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","2000","Hauptschule","West","1899","0.222653966292278","0.21395534969303","0.231352582891525"
"Keine Sorgen","2000","Hauptschule","Ost","332","0.201218841746406","0.182456738351279","0.219980945141533"
"Keine Sorgen","2000","Realschule","West","598","0.155689858095408","0.144444336591687","0.166935379599129"
"Keine Sorgen","2000","Realschule","Ost","356","0.160522660614797","0.145314008939308","0.175731312290286"
"Keine Sorgen","2000","(Fach-)Abitur","West","286","0.134335886308261","0.119303930652549","0.149367841963973"
"Keine Sorgen","2000","(Fach-)Abitur","Ost","35","0.0940942651024594","0.0636805452081619","0.124507984996757"
"Keine Sorgen","2000","AkademikerIn","West","311","0.132194633701994","0.118931006568761","0.145458260835227"
"Keine Sorgen","2000","AkademikerIn","Ost","123","0.098480023648489","0.0821759355942202","0.114784111702758"
"Große Sorgen","2001","(noch) kein Abschluss","West","238","0.335044955160227","0.299594467054181","0.370495443266272"
"Große Sorgen","2001","(noch) kein Abschluss","Ost","83","0.475499219923726","0.401082073433236","0.549916366414216"
"Große Sorgen","2001","Hauptschule","West","2395","0.306199923331668","0.29589765467139","0.316502191991946"
"Große Sorgen","2001","Hauptschule","Ost","595","0.375002320772964","0.351191244726592","0.398813396819336"
"Große Sorgen","2001","Realschule","West","1372","0.369153744866243","0.353547334199709","0.384760155532777"
"Große Sorgen","2001","Realschule","Ost","737","0.348330639110259","0.327686120239682","0.368975157980835"
"Große Sorgen","2001","(Fach-)Abitur","West","762","0.40842275135736","0.386078331099751","0.43076717161497"
"Große Sorgen","2001","(Fach-)Abitur","Ost","148","0.431526287692783","0.379338502816242","0.483714072569324"
"Große Sorgen","2001","AkademikerIn","West","872","0.379732587744939","0.359911406222388","0.399553769267489"
"Große Sorgen","2001","AkademikerIn","Ost","563","0.464870304241657","0.436802197547656","0.492938410935658"
"Einige Sorgen","2001","(noch) kein Abschluss","West","306","0.459183057506461","0.421755403411351","0.496610711601571"
"Einige Sorgen","2001","(noch) kein Abschluss","Ost","69","0.409859326245233","0.336573460198327","0.483145192292138"
"Einige Sorgen","2001","Hauptschule","West","3779","0.493775348217277","0.482600297374711","0.504950399059844"
"Einige Sorgen","2001","Hauptschule","Ost","723","0.44585043746975","0.421403135444498","0.470297739495002"
"Einige Sorgen","2001","Realschule","West","1792","0.485976869164764","0.469813318922211","0.502140419407317"
"Einige Sorgen","2001","Realschule","Ost","1039","0.510477786751334","0.488817215674054","0.532138357828614"
"Einige Sorgen","2001","(Fach-)Abitur","West","874","0.469700848357536","0.44701371966403","0.492387977051042"
"Einige Sorgen","2001","(Fach-)Abitur","Ost","164","0.460802759586758","0.408280741166079","0.513324778007437"
"Einige Sorgen","2001","AkademikerIn","West","1157","0.49352483301608","0.473105821912175","0.513943844119984"
"Einige Sorgen","2001","AkademikerIn","Ost","547","0.4364790884433","0.408569435901916","0.464388740984684"
"Keine Sorgen","2001","(noch) kein Abschluss","West","137","0.205771987333312","0.175409296221055","0.23613467844557"
"Keine Sorgen","2001","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","2001","Hauptschule","West","1515","0.200024728451054","0.19108358039167","0.208965876510439"
"Keine Sorgen","2001","Hauptschule","Ost","270","0.179147241757286","0.160286423255323","0.198008060259248"
"Keine Sorgen","2001","Realschule","West","509","0.144869385968993","0.133486767899584","0.156252004038403"
"Keine Sorgen","2001","Realschule","Ost","270","0.141191574138407","0.126103013423342","0.156280134853473"
"Keine Sorgen","2001","(Fach-)Abitur","West","223","0.121876400285104","0.107005199754234","0.136747600815974"
"Keine Sorgen","2001","(Fach-)Abitur","Ost","34","0.107670952720459","0.0750105274928282","0.14033137794809"
"Keine Sorgen","2001","AkademikerIn","West","274","0.126742579238982","0.113155267650115","0.140329890827848"
"Keine Sorgen","2001","AkademikerIn","Ost","103","0.0986506073150431","0.081869749507662","0.115431465122424"
"Große Sorgen","2002","(noch) kein Abschluss","West","218","0.302277064156173","0.268825001200527","0.335729127111818"
"Große Sorgen","2002","(noch) kein Abschluss","Ost","68","0.449065927394947","0.374295734909363","0.523836119880532"
"Große Sorgen","2002","Hauptschule","West","1839","0.254061770061508","0.244104680362622","0.264018859760394"
"Große Sorgen","2002","Hauptschule","Ost","444","0.307721036562603","0.284246121752033","0.331195951373174"
"Große Sorgen","2002","Realschule","West","1105","0.286827912578034","0.272705533824417","0.300950291331651"
"Große Sorgen","2002","Realschule","Ost","552","0.264740525331985","0.245481542097991","0.283999508565979"
"Große Sorgen","2002","(Fach-)Abitur","West","610","0.307966170883197","0.288159930961974","0.32777241080442"
