"plj0587","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Selten","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","(noch) kein Abschluss","kein Migrationshintergrund","90","0.163114705399902","0.131540331660094","0.194689079139709"
"Nie","2013","(noch) kein Abschluss","direkter Migrationshintergrund","31","0.249608241397351","0.183969031693411","0.31524745110129"
"Nie","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","29","","",""
"Nie","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","Hauptschule","kein Migrationshintergrund","1303","","",""
"Nie","2013","Hauptschule","direkter Migrationshintergrund","215","","",""
"Nie","2013","Hauptschule","indirekter Migrationshintergrund","54","0.193167390029843","0.148494289973353","0.237840490086333"
"Nie","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","Realschule","kein Migrationshintergrund","1050","","",""
"Nie","2013","Realschule","direkter Migrationshintergrund","59","0.248943690716671","0.194688663061353","0.30319871837199"
"Nie","2013","Realschule","indirekter Migrationshintergrund","49","0.202575582482439","0.157019034324473","0.248132130640406"
"Nie","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","(Fach-)Abitur","kein Migrationshintergrund","396","0.134974252188498","0.121638560935198","0.148309943441797"
"Nie","2013","(Fach-)Abitur","direkter Migrationshintergrund","108","","",""
"Nie","2013","(Fach-)Abitur","indirekter Migrationshintergrund","38","0.17248558835624","0.118480664683865","0.226490512028614"
"Nie","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","AkademikerIn","kein Migrationshintergrund","884","0.150755831422341","0.140913502920923","0.160598159923759"
"Nie","2013","AkademikerIn","direkter Migrationshintergrund","86","0.133218092162254","0.105073782450345","0.161362401874163"
"Nie","2013","AkademikerIn","indirekter Migrationshintergrund","30","0.211502210267859","0.152655807207432","0.270348613328287"
"Nie","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2014","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","Realschule","kein Migrationshintergrund","","","",""
"Oft","2014","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2014","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","Realschule","kein Migrationshintergrund","","","",""
"Selten","2014","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","Realschule","kein Migrationshintergrund","","","",""
"Nie","2014","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2015","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","Realschule","kein Migrationshintergrund","","","",""
"Oft","2015","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2015","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","Realschule","kein Migrationshintergrund","","","",""
"Selten","2015","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","Realschule","kein Migrationshintergrund","","","",""
"Nie","2015","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2016","(noch) kein Abschluss","direkter Migrationshintergrund","155","","",""
"Sehr oft","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2016","Hauptschule","direkter Migrationshintergrund","73","0.118834627447293","0.0930919354181243","0.144577319476462"
"Sehr oft","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2016","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2016","(Fach-)Abitur","direkter Migrationshintergrund","66","0.122335200747594","0.0934400691838839","0.151230332311303"
"Sehr oft","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2016","AkademikerIn","direkter Migrationshintergrund","93","0.169198395677725","0.138553302066616","0.199843489288834"
"Sehr oft","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2016","(noch) kein Abschluss","direkter Migrationshintergrund","160","","",""
"Oft","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2016","Hauptschule","direkter Migrationshintergrund","97","0.170718518639928","0.140785877020788","0.200651160259069"
"Oft","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","Realschule","kein Migrationshintergrund","","","",""
"Oft","2016","Realschule","direkter Migrationshintergrund","1","","",""
"Oft","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2016","(Fach-)Abitur","direkter Migrationshintergrund","94","0.200518680085497","0.165211242866157","0.235826117304837"
"Oft","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2016","AkademikerIn","direkter Migrationshintergrund","98","0.185585722242125","0.153808997006327","0.217362447477924"
"Oft","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
