"e11102","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1985","66 +","direkter Migrationshintergrund","36","0.998934272532481","0.988420979598696","1.00944756546627"
"nicht erwerbstätig","1985","66 +","indirekter Migrationshintergrund","3","","",""
"nicht erwerbstätig","1985","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","17-34","kein Migrationshintergrund","2011","","",""
"erwerbstätig","1985","17-34","direkter Migrationshintergrund","743","0.670645886177413","0.643435546651634","0.697856225703192"
"erwerbstätig","1985","17-34","indirekter Migrationshintergrund","60","0.594424709333517","0.506574734970163","0.682274683696871"
"erwerbstätig","1985","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","35-65","kein Migrationshintergrund","2666","","",""
"erwerbstätig","1985","35-65","direkter Migrationshintergrund","1272","","",""
"erwerbstätig","1985","35-65","indirekter Migrationshintergrund","11","","",""
"erwerbstätig","1985","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1985","66 +","kein Migrationshintergrund","44","0.0359410555950436","0.0247720864906406","0.0471100246994467"
"erwerbstätig","1985","66 +","direkter Migrationshintergrund","1","","",""
"erwerbstätig","1985","66 +","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1985","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","17-34","kein Migrationshintergrund","826","0.274136759854106","0.257765414516929","0.290508105191282"
"nicht erwerbstätig","1986","17-34","direkter Migrationshintergrund","367","0.316211311168355","0.288757227652152","0.343665394684557"
"nicht erwerbstätig","1986","17-34","indirekter Migrationshintergrund","52","0.380142283990718","0.296698207871158","0.463586360110279"
"nicht erwerbstätig","1986","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","35-65","kein Migrationshintergrund","1243","","",""
"nicht erwerbstätig","1986","35-65","direkter Migrationshintergrund","440","0.313116096066023","0.290893515618469","0.335338676513577"
"nicht erwerbstätig","1986","35-65","indirekter Migrationshintergrund","8","0.296280315474716","0.105476085039183","0.487084545910248"
"nicht erwerbstätig","1986","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","66 +","kein Migrationshintergrund","939","0.9656312579164","0.954219718848402","0.977042796984398"
"nicht erwerbstätig","1986","66 +","direkter Migrationshintergrund","48","0.994611330008939","0.974319062273039","1.01490359774484"
"nicht erwerbstätig","1986","66 +","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1986","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1986","17-34","kein Migrationshintergrund","2026","","",""
"erwerbstätig","1986","17-34","direkter Migrationshintergrund","735","0.683788688831645","0.656334605315443","0.711242772347848"
"erwerbstätig","1986","17-34","indirekter Migrationshintergrund","78","0.619857716009282","0.536413639889721","0.703301792128842"
"erwerbstätig","1986","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1986","35-65","kein Migrationshintergrund","2530","","",""
"erwerbstätig","1986","35-65","direkter Migrationshintergrund","1233","","",""
"erwerbstätig","1986","35-65","indirekter Migrationshintergrund","14","","",""
"erwerbstätig","1986","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1986","66 +","kein Migrationshintergrund","40","0.0343687420836002","0.0229572030156023","0.0457802811515981"
"erwerbstätig","1986","66 +","direkter Migrationshintergrund","2","","",""
"erwerbstätig","1986","66 +","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1986","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1987","17-34","kein Migrationshintergrund","722","0.235111271964376","0.219429032635977","0.250793511292774"
"nicht erwerbstätig","1987","17-34","direkter Migrationshintergrund","347","0.303664850998071","0.276163604930496","0.331166097065647"
"nicht erwerbstätig","1987","17-34","indirekter Migrationshintergrund","62","0.304175721215602","0.229805086850143","0.37854635558106"
"nicht erwerbstätig","1987","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1987","35-65","kein Migrationshintergrund","1154","","",""
"nicht erwerbstätig","1987","35-65","direkter Migrationshintergrund","453","0.321932401396187","0.299610824406368","0.344253978386006"
"nicht erwerbstätig","1987","35-65","indirekter Migrationshintergrund","10","","",""
"nicht erwerbstätig","1987","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1987","66 +","kein Migrationshintergrund","969","0.96613720629952","0.954982241602776","0.977292170996264"
"nicht erwerbstätig","1987","66 +","direkter Migrationshintergrund","53","0.97784809000503","0.939300665858961","1.0163955141511"
"nicht erwerbstätig","1987","66 +","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1987","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1987","17-34","kein Migrationshintergrund","2087","","",""
"erwerbstätig","1987","17-34","direkter Migrationshintergrund","727","0.696335149001929","0.668833902934353","0.723836395069504"
"erwerbstätig","1987","17-34","indirekter Migrationshintergrund","85","0.695824278784398","0.62145364441894","0.770194913149857"
"erwerbstätig","1987","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1987","35-65","kein Migrationshintergrund","2491","","",""
"erwerbstätig","1987","35-65","direkter Migrationshintergrund","1230","","",""
"erwerbstätig","1987","35-65","indirekter Migrationshintergrund","16","","",""
"erwerbstätig","1987","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1987","66 +","kein Migrationshintergrund","41","0.0338627937004799","0.0227078290037362","0.0450177583972236"
"erwerbstätig","1987","66 +","direkter Migrationshintergrund","3","","",""
"erwerbstätig","1987","66 +","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1987","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1988","17-34","kein Migrationshintergrund","658","0.238336469992399","0.222046801636386","0.254626138348413"
"nicht erwerbstätig","1988","17-34","direkter Migrationshintergrund","308","0.285394650938798","0.257734524655467","0.313054777222129"
"nicht erwerbstätig","1988","17-34","indirekter Migrationshintergrund","87","0.414010884737936","0.344878515713058","0.483143253762814"
"nicht erwerbstätig","1988","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1988","35-65","kein Migrationshintergrund","1053","","",""
"nicht erwerbstätig","1988","35-65","direkter Migrationshintergrund","443","0.323799906071316","0.300734658065988","0.346865154076644"
"nicht erwerbstätig","1988","35-65","indirekter Migrationshintergrund","8","0.237992282466786","0.0710604315999221","0.404924133333649"
"nicht erwerbstätig","1988","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1988","66 +","kein Migrationshintergrund","927","0.960546868364427","0.948302440499093","0.972791296229761"
"nicht erwerbstätig","1988","66 +","direkter Migrationshintergrund","59","0.959563463636956","0.910922559135345","1.00820436813857"
"nicht erwerbstätig","1988","66 +","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1988","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1988","17-34","kein Migrationshintergrund","1970","","",""
"erwerbstätig","1988","17-34","direkter Migrationshintergrund","716","0.714605349061202","0.686945222777871","0.742265475344533"
"erwerbstätig","1988","17-34","indirekter Migrationshintergrund","108","","",""
"erwerbstätig","1988","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1988","35-65","kein Migrationshintergrund","2428","","",""
"erwerbstätig","1988","35-65","direkter Migrationshintergrund","1138","","",""
"erwerbstätig","1988","35-65","indirekter Migrationshintergrund","17","","",""
"erwerbstätig","1988","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1988","66 +","kein Migrationshintergrund","44","0.0394531316355734","0.0272087037702392","0.0516975595009075"
"erwerbstätig","1988","66 +","direkter Migrationshintergrund","4","0.0404365363630444","-0.00820436813856593","0.0890774408646548"
"erwerbstätig","1988","66 +","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1988","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","17-34","kein Migrationshintergrund","627","0.243541157841254","0.226962922161221","0.260119393521288"
"nicht erwerbstätig","1989","17-34","direkter Migrationshintergrund","286","","",""
"nicht erwerbstätig","1989","17-34","indirekter Migrationshintergrund","95","0.451202192436286","0.386752309281198","0.515652075591373"
"nicht erwerbstätig","1989","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","35-65","kein Migrationshintergrund","981","0.308493863875412","0.292737840625283","0.324249887125542"
"nicht erwerbstätig","1989","35-65","direkter Migrationshintergrund","452","0.331560359585701","0.30819899585741","0.354921723313992"
"nicht erwerbstätig","1989","35-65","indirekter Migrationshintergrund","10","","",""
"nicht erwerbstätig","1989","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1989","66 +","kein Migrationshintergrund","894","0.957085588288169","0.944129880792117","0.970041295784221"
"nicht erwerbstätig","1989","66 +","direkter Migrationshintergrund","68","0.986661516743295","0.959593224020434","1.01372980946616"
"nicht erwerbstätig","1989","66 +","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1989","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1989","17-34","kein Migrationshintergrund","1948","","",""
"erwerbstätig","1989","17-34","direkter Migrationshintergrund","673","0.701493593393741","0.672531665349338","0.730455521438143"
"erwerbstätig","1989","17-34","indirekter Migrationshintergrund","134","","",""
"erwerbstätig","1989","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1989","35-65","kein Migrationshintergrund","2320","","",""
"erwerbstätig","1989","35-65","direkter Migrationshintergrund","1108","","",""
"erwerbstätig","1989","35-65","indirekter Migrationshintergrund","17","","",""
"erwerbstätig","1989","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1989","66 +","kein Migrationshintergrund","46","0.0429144117118311","0.0299587042157788","0.0558701192078834"
"erwerbstätig","1989","66 +","direkter Migrationshintergrund","1","","",""
"erwerbstätig","1989","66 +","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1989","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1990","17-34","kein Migrationshintergrund","536","0.217417905412134","0.201147433356533","0.233688377467735"
"nicht erwerbstätig","1990","17-34","direkter Migrationshintergrund","266","","",""
"nicht erwerbstätig","1990","17-34","indirekter Migrationshintergrund","108","","",""
"nicht erwerbstätig","1990","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1990","35-65","kein Migrationshintergrund","948","0.299625361860234","0.283783186581711","0.315467537138756"
"nicht erwerbstätig","1990","35-65","direkter Migrationshintergrund","451","0.322597977756486","0.299250401888188","0.345945553624783"
"nicht erwerbstätig","1990","35-65","indirekter Migrationshintergrund","6","0.142500905327367","0.00264908711442624","0.282352723540308"
"nicht erwerbstätig","1990","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1990","66 +","kein Migrationshintergrund","912","0.962583658783484","0.95054726725699","0.974620050309978"
"nicht erwerbstätig","1990","66 +","direkter Migrationshintergrund","82","1","1","1"
"nicht erwerbstätig","1990","66 +","indirekter Migrationshintergrund","3","","",""
"nicht erwerbstätig","1990","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1990","17-34","kein Migrationshintergrund","1933","","",""
"erwerbstätig","1990","17-34","direkter Migrationshintergrund","643","0.706691036652128","0.677094314982419","0.736287758321837"
"erwerbstätig","1990","17-34","indirekter Migrationshintergrund","159","","",""
"erwerbstätig","1990","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1990","35-65","kein Migrationshintergrund","2264","","",""
"erwerbstätig","1990","35-65","direkter Migrationshintergrund","1089","","",""
"erwerbstätig","1990","35-65","indirekter Migrationshintergrund","18","","",""
"erwerbstätig","1990","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1990","66 +","kein Migrationshintergrund","43","0.0374163412165159","0.0253799496900221","0.0494527327430097"
"erwerbstätig","1990","66 +","direkter Migrationshintergrund","","","",""
"erwerbstätig","1990","66 +","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1990","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1991","17-34","kein Migrationshintergrund","523","0.214480843463089","0.198123875554453","0.230837811371726"
"nicht erwerbstätig","1991","17-34","direkter Migrationshintergrund","253","","",""
"nicht erwerbstätig","1991","17-34","indirekter Migrationshintergrund","122","","",""
"nicht erwerbstätig","1991","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1991","35-65","kein Migrationshintergrund","910","0.288469204464282","0.272791679885136","0.304146729043427"
"nicht erwerbstätig","1991","35-65","direkter Migrationshintergrund","412","0.290189619896857","0.267320958885546","0.313058280908167"
"nicht erwerbstätig","1991","35-65","indirekter Migrationshintergrund","7","0.204811416056746","0.0496893553595543","0.359933476753937"
"nicht erwerbstätig","1991","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1991","66 +","kein Migrationshintergrund","918","0.969144682571446","0.958165728743788","0.980123636399104"
"nicht erwerbstätig","1991","66 +","direkter Migrationshintergrund","92","0.951805144797736","0.909182873631259","0.994427415964213"
"nicht erwerbstätig","1991","66 +","indirekter Migrationshintergrund","3","","",""
"nicht erwerbstätig","1991","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1991","17-34","kein Migrationshintergrund","1896","","",""
"erwerbstätig","1991","17-34","direkter Migrationshintergrund","619","0.725622423404225","0.696006893758017","0.755237953050432"
"erwerbstätig","1991","17-34","indirekter Migrationshintergrund","195","","",""
"erwerbstätig","1991","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1991","35-65","kein Migrationshintergrund","2298","","",""
"erwerbstätig","1991","35-65","direkter Migrationshintergrund","1101","","",""
"erwerbstätig","1991","35-65","indirekter Migrationshintergrund","19","","",""
"erwerbstätig","1991","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1991","66 +","kein Migrationshintergrund","35","0.0308553174285538","0.0198763636008955","0.0418342712562121"
"erwerbstätig","1991","66 +","direkter Migrationshintergrund","5","0.0481948552022635","0.00557258403578648","0.0908171263687406"
"erwerbstätig","1991","66 +","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1991","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1992","17-34","kein Migrationshintergrund","758","0.203011855903765","0.190153111632293","0.215870600175237"
"nicht erwerbstätig","1992","17-34","direkter Migrationshintergrund","237","","",""
"nicht erwerbstätig","1992","17-34","indirekter Migrationshintergrund","148","","",""
"nicht erwerbstätig","1992","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1992","35-65","kein Migrationshintergrund","1239","","",""
"nicht erwerbstätig","1992","35-65","direkter Migrationshintergrund","436","0.28338266737494","0.261120060212341","0.305645274537539"
"nicht erwerbstätig","1992","35-65","indirekter Migrationshintergrund","6","0.171775689019362","0.0295031619183456","0.314048216120379"
"nicht erwerbstätig","1992","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1992","66 +","kein Migrationshintergrund","1280","","",""
"nicht erwerbstätig","1992","66 +","direkter Migrationshintergrund","129","","",""
"nicht erwerbstätig","1992","66 +","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1992","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1992","17-34","kein Migrationshintergrund","3001","0.796988144096235","0.784129399824763","0.809846888367707"
"erwerbstätig","1992","17-34","direkter Migrationshintergrund","605","0.71820499686252","0.68781834149018","0.748591652234859"
"erwerbstätig","1992","17-34","indirekter Migrationshintergrund","230","","",""
"erwerbstätig","1992","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1992","35-65","kein Migrationshintergrund","4048","0.734828638225195","0.722929930904506","0.746727345545885"
"erwerbstätig","1992","35-65","direkter Migrationshintergrund","1138","","",""
"erwerbstätig","1992","35-65","indirekter Migrationshintergrund","21","","",""
"erwerbstätig","1992","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1992","66 +","kein Migrationshintergrund","31","0.0220071782311682","0.0140657839437194","0.029948572518617"
"erwerbstätig","1992","66 +","direkter Migrationshintergrund","7","0.0499656456171198","0.0133485373932026","0.0865827538410369"
"erwerbstätig","1992","66 +","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1992","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","17-34","kein Migrationshintergrund","787","0.212504314734795","0.199225854217259","0.225782775252332"
"nicht erwerbstätig","1993","17-34","direkter Migrationshintergrund","226","","",""
"nicht erwerbstätig","1993","17-34","indirekter Migrationshintergrund","156","","",""
"nicht erwerbstätig","1993","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","35-65","kein Migrationshintergrund","1354","","",""
"nicht erwerbstätig","1993","35-65","direkter Migrationshintergrund","438","0.289119674026754","0.266291096819204","0.311948251234303"
"nicht erwerbstätig","1993","35-65","indirekter Migrationshintergrund","7","0.223383801139112","0.0691078842569673","0.377659718021257"
"nicht erwerbstätig","1993","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","66 +","kein Migrationshintergrund","1283","","",""
"nicht erwerbstätig","1993","66 +","direkter Migrationshintergrund","149","","",""
"nicht erwerbstätig","1993","66 +","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1993","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1993","17-34","kein Migrationshintergrund","2859","","",""
"erwerbstätig","1993","17-34","direkter Migrationshintergrund","582","0.738942719864613","0.708658547977427","0.769226891751799"
"erwerbstätig","1993","17-34","indirekter Migrationshintergrund","282","","",""
"erwerbstätig","1993","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1993","35-65","kein Migrationshintergrund","3841","0.718771725758336","0.706545840980982","0.73099761053569"
"erwerbstätig","1993","35-65","direkter Migrationshintergrund","1077","","",""
"erwerbstätig","1993","35-65","indirekter Migrationshintergrund","21","","",""
"erwerbstätig","1993","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1993","66 +","kein Migrationshintergrund","32","0.0219279423606115","0.0140126022429409","0.029843282478282"
"erwerbstätig","1993","66 +","direkter Migrationshintergrund","5","0.0288913312153261","0.00243647395215811","0.0553461884784941"
"erwerbstätig","1993","66 +","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1993","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","17-34","kein Migrationshintergrund","832","0.233385327557284","0.21952951766737","0.247241137447199"
"nicht erwerbstätig","1994","17-34","direkter Migrationshintergrund","225","","",""
"nicht erwerbstätig","1994","17-34","indirekter Migrationshintergrund","162","","",""
"nicht erwerbstätig","1994","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","35-65","kein Migrationshintergrund","1420","","",""
"nicht erwerbstätig","1994","35-65","direkter Migrationshintergrund","447","0.314065519400826","0.290017477454008","0.338113561347645"
"nicht erwerbstätig","1994","35-65","indirekter Migrationshintergrund","7","0.128167516049405","0.00435213960972768","0.251982892489083"
"nicht erwerbstätig","1994","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","66 +","kein Migrationshintergrund","1287","","",""
"nicht erwerbstätig","1994","66 +","direkter Migrationshintergrund","163","","",""
"nicht erwerbstätig","1994","66 +","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1994","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1994","17-34","kein Migrationshintergrund","2748","","",""
"erwerbstätig","1994","17-34","direkter Migrationshintergrund","531","0.729161938573886","0.697484209728871","0.760839667418902"
"erwerbstätig","1994","17-34","indirekter Migrationshintergrund","299","","",""
"erwerbstätig","1994","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1994","35-65","kein Migrationshintergrund","3705","0.708538616460699","0.696097096814129","0.720980136107269"
"erwerbstätig","1994","35-65","direkter Migrationshintergrund","984","0.685934480599174","0.661886438652355","0.709982522545992"
"erwerbstätig","1994","35-65","indirekter Migrationshintergrund","21","","",""
"erwerbstätig","1994","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1994","66 +","kein Migrationshintergrund","32","0.0227020138367164","0.0146635810050361","0.0307404466683966"
"erwerbstätig","1994","66 +","direkter Migrationshintergrund","8","0.0335426359232291","0.0065565449688781","0.0605287268775801"
"erwerbstätig","1994","66 +","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1994","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","17-34","kein Migrationshintergrund","877","0.243941430219191","0.229774321021068","0.258108539417314"
"nicht erwerbstätig","1995","17-34","direkter Migrationshintergrund","328","0.347203892320357","0.316573315618536","0.377834469022178"
"nicht erwerbstätig","1995","17-34","indirekter Migrationshintergrund","159","","",""
"nicht erwerbstätig","1995","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","35-65","kein Migrationshintergrund","1379","","",""
"nicht erwerbstätig","1995","35-65","direkter Migrationshintergrund","560","0.364853409564881","0.341562310071514","0.388144509058247"
"nicht erwerbstätig","1995","35-65","indirekter Migrationshintergrund","7","0.175733794353331","0.0347625719477679","0.316705016758894"
"nicht erwerbstätig","1995","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","66 +","kein Migrationshintergrund","1269","","",""
"nicht erwerbstätig","1995","66 +","direkter Migrationshintergrund","206","","",""
"nicht erwerbstätig","1995","66 +","indirekter Migrationshintergrund","4","1","1","1"
"nicht erwerbstätig","1995","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1995","17-34","kein Migrationshintergrund","2653","","",""
"erwerbstätig","1995","17-34","direkter Migrationshintergrund","600","0.652796107679643","0.622165530977822","0.683426684381464"
"erwerbstätig","1995","17-34","indirekter Migrationshintergrund","314","0.625859560135948","0.582250844885854","0.669468275386043"
"erwerbstätig","1995","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1995","35-65","kein Migrationshintergrund","3783","0.707557039939169","0.695147936502151","0.719966143376187"
"erwerbstätig","1995","35-65","direkter Migrationshintergrund","1081","","",""
"erwerbstätig","1995","35-65","indirekter Migrationshintergrund","21","","",""
"erwerbstätig","1995","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1995","66 +","kein Migrationshintergrund","37","0.0294198938773939","0.0202553100892982","0.0385844776654897"
"erwerbstätig","1995","66 +","direkter Migrationshintergrund","6","0.0326398311138637","0.00872054505670589","0.0565591171710215"
"erwerbstätig","1995","66 +","indirekter Migrationshintergrund","","","",""
"erwerbstätig","1995","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1996","17-34","kein Migrationshintergrund","828","0.242701626484255","0.228320722453913","0.257082530514597"
"nicht erwerbstätig","1996","17-34","direkter Migrationshintergrund","274","","",""
"nicht erwerbstätig","1996","17-34","indirekter Migrationshintergrund","172","","",""
"nicht erwerbstätig","1996","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1996","35-65","kein Migrationshintergrund","1327","","",""
"nicht erwerbstätig","1996","35-65","direkter Migrationshintergrund","521","0.356390973418416","0.332431994122728","0.380349952714104"
"nicht erwerbstätig","1996","35-65","indirekter Migrationshintergrund","6","0.196118474362413","0.0563457207266465","0.335891227998179"
"nicht erwerbstätig","1996","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1996","66 +","kein Migrationshintergrund","1270","","",""
"nicht erwerbstätig","1996","66 +","direkter Migrationshintergrund","223","","",""
"nicht erwerbstätig","1996","66 +","indirekter Migrationshintergrund","4","0.670573602755597","0.294498233298423","1.04664897221277"
"nicht erwerbstätig","1996","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"erwerbstätig","1996","17-34","kein Migrationshintergrund","2586","","",""
