"e11102","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","1984","Hamburg","Ostdeutschland","","","",""
"erwerbstätig","1984","Niedersachsen","Westdeutschland","696","0.521068241717024","0.493195824672943","0.548940658761104"
"erwerbstätig","1984","Niedersachsen","Ostdeutschland","","","",""
"erwerbstätig","1984","Bremen","Westdeutschland","61","0.352323090362641","0.270831857932724","0.433814322792557"
"erwerbstätig","1984","Bremen","Ostdeutschland","","","",""
"erwerbstätig","1984","Nordrhein-Westfalen","Westdeutschland","1932","","",""
"erwerbstätig","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"erwerbstätig","1984","Hessen","Westdeutschland","787","0.578143642298806","0.550733263287817","0.605554021309794"
"erwerbstätig","1984","Hessen","Ostdeutschland","","","",""
"erwerbstätig","1984","Rheinland-Pfalz,Saarland","Westdeutschland","487","0.525202895089141","0.491652248234491","0.558753541943792"
"erwerbstätig","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"erwerbstätig","1984","Baden-Wuerttemberg","Westdeutschland","1493","","",""
"erwerbstätig","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"erwerbstätig","1984","Bayern","Westdeutschland","1359","","",""
"erwerbstätig","1984","Bayern","Ostdeutschland","","","",""
"erwerbstätig","1984","Saarland","Westdeutschland","","","",""
"erwerbstätig","1984","Saarland","Ostdeutschland","","","",""
"erwerbstätig","1984","Berlin","Westdeutschland","278","","",""
"erwerbstätig","1984","Berlin","Ostdeutschland","","","",""
"erwerbstätig","1984","Brandenburg","Westdeutschland","","","",""
"erwerbstätig","1984","Brandenburg","Ostdeutschland","","","",""
"erwerbstätig","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"erwerbstätig","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"erwerbstätig","1984","Sachsen","Westdeutschland","","","",""
"erwerbstätig","1984","Sachsen","Ostdeutschland","","","",""
"erwerbstätig","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"erwerbstätig","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"erwerbstätig","1984","Thueringen","Westdeutschland","","","",""
"erwerbstätig","1984","Thueringen","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Schleswig-Holstein","Westdeutschland","137","","",""
"nicht erwerbstätig","1985","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Hamburg","Westdeutschland","109","","",""
"nicht erwerbstätig","1985","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Niedersachsen","Westdeutschland","482","0.474094569404235","0.44468012845344","0.503509010355029"
"nicht erwerbstätig","1985","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Bremen","Westdeutschland","65","0.653065875943123","0.566445293123257","0.739686458762989"
"nicht erwerbstätig","1985","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Nordrhein-Westfalen","Westdeutschland","1202","","",""
"nicht erwerbstätig","1985","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Hessen","Westdeutschland","424","0.437745604679839","0.408870810957785","0.466620398401894"
"nicht erwerbstätig","1985","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","Westdeutschland","335","0.482750037672632","0.447500710407601","0.517999364937663"
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Baden-Wuerttemberg","Westdeutschland","679","0.390644393444248","0.369477711103776","0.41181107578472"
"nicht erwerbstätig","1985","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Bayern","Westdeutschland","664","0.407661995037309","0.385548909926508","0.429775080148109"
"nicht erwerbstätig","1985","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Saarland","Westdeutschland","","","",""
"nicht erwerbstätig","1985","Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Berlin","Westdeutschland","121","","",""
"nicht erwerbstätig","1985","Berlin","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","1985","Brandenburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","1985","Sachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","1985","Thueringen","Ostdeutschland","","","",""
"erwerbstätig","1985","Schleswig-Holstein","Westdeutschland","216","","",""
"erwerbstätig","1985","Schleswig-Holstein","Ostdeutschland","","","",""
"erwerbstätig","1985","Hamburg","Westdeutschland","171","","",""
"erwerbstätig","1985","Hamburg","Ostdeutschland","","","",""
"erwerbstätig","1985","Niedersachsen","Westdeutschland","625","0.525905430595765","0.496490989644971","0.55531987154656"
"erwerbstätig","1985","Niedersachsen","Ostdeutschland","","","",""
"erwerbstätig","1985","Bremen","Westdeutschland","51","0.346934124056877","0.260313541237011","0.433554706876743"
"erwerbstätig","1985","Bremen","Ostdeutschland","","","",""
"erwerbstätig","1985","Nordrhein-Westfalen","Westdeutschland","1759","","",""
"erwerbstätig","1985","Nordrhein-Westfalen","Ostdeutschland","","","",""
"erwerbstätig","1985","Hessen","Westdeutschland","710","0.562254395320161","0.533379601598106","0.591129189042215"
"erwerbstätig","1985","Hessen","Ostdeutschland","","","",""
"erwerbstätig","1985","Rheinland-Pfalz,Saarland","Westdeutschland","437","0.517249962327368","0.482000635062337","0.552499289592399"
"erwerbstätig","1985","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"erwerbstätig","1985","Baden-Wuerttemberg","Westdeutschland","1362","","",""
"erwerbstätig","1985","Baden-Wuerttemberg","Ostdeutschland","","","",""
"erwerbstätig","1985","Bayern","Westdeutschland","1233","","",""
"erwerbstätig","1985","Bayern","Ostdeutschland","","","",""
"erwerbstätig","1985","Saarland","Westdeutschland","","","",""
"erwerbstätig","1985","Saarland","Ostdeutschland","","","",""
"erwerbstätig","1985","Berlin","Westdeutschland","244","","",""
"erwerbstätig","1985","Berlin","Ostdeutschland","","","",""
"erwerbstätig","1985","Brandenburg","Westdeutschland","","","",""
"erwerbstätig","1985","Brandenburg","Ostdeutschland","","","",""
"erwerbstätig","1985","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"erwerbstätig","1985","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"erwerbstätig","1985","Sachsen","Westdeutschland","","","",""
"erwerbstätig","1985","Sachsen","Ostdeutschland","","","",""
"erwerbstätig","1985","Sachsen-Anhalt","Westdeutschland","","","",""
"erwerbstätig","1985","Sachsen-Anhalt","Ostdeutschland","","","",""
"erwerbstätig","1985","Thueringen","Westdeutschland","","","",""
"erwerbstätig","1985","Thueringen","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Schleswig-Holstein","Westdeutschland","109","","",""
"nicht erwerbstätig","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Hamburg","Westdeutschland","104","","",""
"nicht erwerbstätig","1986","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Niedersachsen","Westdeutschland","461","0.457915931169291","0.428579693903829","0.487252168434752"
"nicht erwerbstätig","1986","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Bremen","Westdeutschland","59","0.65799384357568","0.568937939047373","0.747049748103987"
"nicht erwerbstätig","1986","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Nordrhein-Westfalen","Westdeutschland","1154","","",""
"nicht erwerbstätig","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Hessen","Westdeutschland","384","0.441485695751633","0.411436295006966","0.471535096496301"
"nicht erwerbstätig","1986","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","Westdeutschland","315","0.467269421978177","0.432006165593222","0.502532678363133"
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Baden-Wuerttemberg","Westdeutschland","638","0.377881290545453","0.356562454794663","0.399200126296242"
"nicht erwerbstätig","1986","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Bayern","Westdeutschland","589","0.392677721881123","0.369946569107596","0.415408874654651"
"nicht erwerbstätig","1986","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Saarland","Westdeutschland","","","",""
"nicht erwerbstätig","1986","Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Berlin","Westdeutschland","112","","",""
"nicht erwerbstätig","1986","Berlin","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","1986","Brandenburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","1986","Sachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","1986","Thueringen","Ostdeutschland","","","",""
"erwerbstätig","1986","Schleswig-Holstein","Westdeutschland","214","","",""
"erwerbstätig","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"erwerbstätig","1986","Hamburg","Westdeutschland","152","","",""
"erwerbstätig","1986","Hamburg","Ostdeutschland","","","",""
"erwerbstätig","1986","Niedersachsen","Westdeutschland","647","0.542084068830709","0.512747831565248","0.57142030609617"
"erwerbstätig","1986","Niedersachsen","Ostdeutschland","","","",""
"erwerbstätig","1986","Bremen","Westdeutschland","50","0.34200615642432","0.252950251896013","0.431062060952627"
"erwerbstätig","1986","Bremen","Ostdeutschland","","","",""
"erwerbstätig","1986","Nordrhein-Westfalen","Westdeutschland","1703","","",""
"erwerbstätig","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"erwerbstätig","1986","Hessen","Westdeutschland","665","0.558514304248367","0.528464903503699","0.588563704993035"
"erwerbstätig","1986","Hessen","Ostdeutschland","","","",""
"erwerbstätig","1986","Rheinland-Pfalz,Saarland","Westdeutschland","454","0.532730578021823","0.497467321636867","0.567993834406778"
"erwerbstätig","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"erwerbstätig","1986","Baden-Wuerttemberg","Westdeutschland","1349","","",""
"erwerbstätig","1986","Baden-Wuerttemberg","Ostdeutschland","","","",""
"erwerbstätig","1986","Bayern","Westdeutschland","1184","","",""
"erwerbstätig","1986","Bayern","Ostdeutschland","","","",""
"erwerbstätig","1986","Saarland","Westdeutschland","","","",""
"erwerbstätig","1986","Saarland","Ostdeutschland","","","",""
"erwerbstätig","1986","Berlin","Westdeutschland","240","","",""
"erwerbstätig","1986","Berlin","Ostdeutschland","","","",""
"erwerbstätig","1986","Brandenburg","Westdeutschland","","","",""
"erwerbstätig","1986","Brandenburg","Ostdeutschland","","","",""
"erwerbstätig","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"erwerbstätig","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"erwerbstätig","1986","Sachsen","Westdeutschland","","","",""
"erwerbstätig","1986","Sachsen","Ostdeutschland","","","",""
"erwerbstätig","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"erwerbstätig","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"erwerbstätig","1986","Thueringen","Westdeutschland","","","",""
"erwerbstätig","1986","Thueringen","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Schleswig-Holstein","Westdeutschland","116","","",""
"nicht erwerbstätig","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Hamburg","Westdeutschland","86","0.42453482045133","0.360094149279813","0.488975491622848"
"nicht erwerbstätig","1987","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Niedersachsen","Westdeutschland","428","0.429622040179238","0.400434896480697","0.458809183877779"
"nicht erwerbstätig","1987","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Bremen","Westdeutschland","51","0.619842809400835","0.52517337278586","0.714512246015809"
"nicht erwerbstätig","1987","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Nordrhein-Westfalen","Westdeutschland","1132","","",""
"nicht erwerbstätig","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Hessen","Westdeutschland","369","0.417942198986051","0.388194231321929","0.447690166650173"
"nicht erwerbstätig","1987","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Rheinland-Pfalz,Saarland","Westdeutschland","314","0.462088793399944","0.426782532968323","0.497395053831566"
"nicht erwerbstätig","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Baden-Wuerttemberg","Westdeutschland","607","0.361408601315499","0.340145820190742","0.382671382440257"
"nicht erwerbstätig","1987","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Bayern","Westdeutschland","552","0.380458926017611","0.357534715224113","0.403383136811109"
"nicht erwerbstätig","1987","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Saarland","Westdeutschland","","","",""
"nicht erwerbstätig","1987","Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Berlin","Westdeutschland","117","","",""
"nicht erwerbstätig","1987","Berlin","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","1987","Brandenburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","1987","Sachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"nicht erwerbstätig","1987","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","1987","Thueringen","Ostdeutschland","","","",""
"erwerbstätig","1987","Schleswig-Holstein","Westdeutschland","210","","",""
"erwerbstätig","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"erwerbstätig","1987","Hamburg","Westdeutschland","140","","",""
"erwerbstätig","1987","Hamburg","Ostdeutschland","","","",""
"erwerbstätig","1987","Niedersachsen","Westdeutschland","677","0.570377959820762","0.541190816122221","0.599565103519303"
"erwerbstätig","1987","Niedersachsen","Ostdeutschland","","","",""
"erwerbstätig","1987","Bremen","Westdeutschland","50","0.380157190599165","0.285487753984191","0.47482662721414"
"erwerbstätig","1987","Bremen","Ostdeutschland","","","",""
"erwerbstätig","1987","Nordrhein-Westfalen","Westdeutschland","1694","","",""
"erwerbstätig","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"erwerbstätig","1987","Hessen","Westdeutschland","687","0.582057801013949","0.552309833349827","0.611805768678071"
"erwerbstätig","1987","Hessen","Ostdeutschland","","","",""
"erwerbstätig","1987","Rheinland-Pfalz,Saarland","Westdeutschland","452","0.537911206600056","0.502604946168434","0.573217467031677"
"erwerbstätig","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"erwerbstätig","1987","Baden-Wuerttemberg","Westdeutschland","1354","","",""
"erwerbstätig","1987","Baden-Wuerttemberg","Ostdeutschland","","","",""
"erwerbstätig","1987","Bayern","Westdeutschland","1171","","",""
"erwerbstätig","1987","Bayern","Ostdeutschland","","","",""
"erwerbstätig","1987","Saarland","Westdeutschland","","","",""
"erwerbstätig","1987","Saarland","Ostdeutschland","","","",""
"erwerbstätig","1987","Berlin","Westdeutschland","245","","",""
"erwerbstätig","1987","Berlin","Ostdeutschland","","","",""
"erwerbstätig","1987","Brandenburg","Westdeutschland","","","",""
"erwerbstätig","1987","Brandenburg","Ostdeutschland","","","",""
"erwerbstätig","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"erwerbstätig","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"erwerbstätig","1987","Sachsen","Westdeutschland","","","",""
"erwerbstätig","1987","Sachsen","Ostdeutschland","","","",""
"erwerbstätig","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"erwerbstätig","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"erwerbstätig","1987","Thueringen","Westdeutschland","","","",""
"erwerbstätig","1987","Thueringen","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Schleswig-Holstein","Westdeutschland","118","","",""
"nicht erwerbstätig","1988","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Hamburg","Westdeutschland","80","0.432829445446042","0.364503186382019","0.501155704510065"
"nicht erwerbstätig","1988","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Niedersachsen","Westdeutschland","406","0.434185417362241","0.404177066130539","0.464193768593942"
"nicht erwerbstätig","1988","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Bremen","Westdeutschland","51","0.608435659982862","0.51276979829299","0.704101521672735"
"nicht erwerbstätig","1988","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Nordrhein-Westfalen","Westdeutschland","1049","","",""
"nicht erwerbstätig","1988","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Hessen","Westdeutschland","349","0.423800715565128","0.393203533524321","0.454397897605935"
"nicht erwerbstätig","1988","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Rheinland-Pfalz,Saarland","Westdeutschland","302","0.460335009409149","0.42435067515155","0.496319343666749"
"nicht erwerbstätig","1988","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Baden-Wuerttemberg","Westdeutschland","587","0.364478130611181","0.342751448947008","0.386204812275355"
"nicht erwerbstätig","1988","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Bayern","Westdeutschland","499","0.361626348493232","0.338422030884618","0.384830666101846"
"nicht erwerbstätig","1988","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Saarland","Westdeutschland","","","",""
"nicht erwerbstätig","1988","Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Berlin","Westdeutschland","104","","",""
"nicht erwerbstätig","1988","Berlin","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","1988","Brandenburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","1988","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","1988","Sachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","1988","Sachsen-Anhalt","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","1988","Thueringen","Ostdeutschland","","","",""
"erwerbstätig","1988","Schleswig-Holstein","Westdeutschland","206","","",""
"erwerbstätig","1988","Schleswig-Holstein","Ostdeutschland","","","",""
"erwerbstätig","1988","Hamburg","Westdeutschland","122","","",""
"erwerbstätig","1988","Hamburg","Ostdeutschland","","","",""
"erwerbstätig","1988","Niedersachsen","Westdeutschland","642","0.565814582637759","0.535806231406058","0.595822933869461"
"erwerbstätig","1988","Niedersachsen","Ostdeutschland","","","",""
"erwerbstätig","1988","Bremen","Westdeutschland","49","0.391564340017138","0.295898478327265","0.48723020170701"
"erwerbstätig","1988","Bremen","Ostdeutschland","","","",""
"erwerbstätig","1988","Nordrhein-Westfalen","Westdeutschland","1643","","",""
"erwerbstätig","1988","Nordrhein-Westfalen","Ostdeutschland","","","",""
"erwerbstätig","1988","Hessen","Westdeutschland","653","0.576199284434872","0.545602102394064","0.606796466475679"
"erwerbstätig","1988","Hessen","Ostdeutschland","","","",""
"erwerbstätig","1988","Rheinland-Pfalz,Saarland","Westdeutschland","435","0.539664990590851","0.503680656333251","0.57564932484845"
"erwerbstätig","1988","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"erwerbstätig","1988","Baden-Wuerttemberg","Westdeutschland","1298","","",""
"erwerbstätig","1988","Baden-Wuerttemberg","Ostdeutschland","","","",""
"erwerbstätig","1988","Bayern","Westdeutschland","1148","","",""
"erwerbstätig","1988","Bayern","Ostdeutschland","","","",""
"erwerbstätig","1988","Saarland","Westdeutschland","","","",""
"erwerbstätig","1988","Saarland","Ostdeutschland","","","",""
"erwerbstätig","1988","Berlin","Westdeutschland","229","","",""
"erwerbstätig","1988","Berlin","Ostdeutschland","","","",""
"erwerbstätig","1988","Brandenburg","Westdeutschland","","","",""
"erwerbstätig","1988","Brandenburg","Ostdeutschland","","","",""
"erwerbstätig","1988","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"erwerbstätig","1988","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"erwerbstätig","1988","Sachsen","Westdeutschland","","","",""
"erwerbstätig","1988","Sachsen","Ostdeutschland","","","",""
"erwerbstätig","1988","Sachsen-Anhalt","Westdeutschland","","","",""
"erwerbstätig","1988","Sachsen-Anhalt","Ostdeutschland","","","",""
"erwerbstätig","1988","Thueringen","Westdeutschland","","","",""
"erwerbstätig","1988","Thueringen","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Schleswig-Holstein","Westdeutschland","109","","",""
"nicht erwerbstätig","1989","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Hamburg","Westdeutschland","71","0.405866991354313","0.33711998960176","0.474613993106867"
"nicht erwerbstätig","1989","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Niedersachsen","Westdeutschland","382","0.435299906828682","0.404509059623853","0.466090754033511"
"nicht erwerbstätig","1989","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Bremen","Westdeutschland","50","0.552005340177825","0.457780749317","0.646229931038649"
"nicht erwerbstätig","1989","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Nordrhein-Westfalen","Westdeutschland","1018","","",""
"nicht erwerbstätig","1989","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Hessen","Westdeutschland","353","0.434560511395217","0.403775691366587","0.465345331423847"
"nicht erwerbstätig","1989","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Rheinland-Pfalz,Saarland","Westdeutschland","273","","",""
"nicht erwerbstätig","1989","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Baden-Wuerttemberg","Westdeutschland","540","0.355960251377764","0.333920521000236","0.377999981755293"
"nicht erwerbstätig","1989","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Bayern","Westdeutschland","514","0.381571932707413","0.357872981183748","0.405270884231078"
"nicht erwerbstätig","1989","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Saarland","Westdeutschland","","","",""
"nicht erwerbstätig","1989","Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Berlin","Westdeutschland","105","","",""
"nicht erwerbstätig","1989","Berlin","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","1989","Brandenburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","1989","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","1989","Sachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","1989","Sachsen-Anhalt","Ostdeutschland","","","",""
