"e11102","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","1985","Saarland","Laendlicher Raum","","","",""
"erwerbstätig","1985","Berlin","Staedtischer Raum","244","0.595009072970034","0.544649029098346","0.645369116841722"
"erwerbstätig","1985","Berlin","Laendlicher Raum","","","",""
"erwerbstätig","1985","Brandenburg","Staedtischer Raum","","","",""
"erwerbstätig","1985","Brandenburg","Laendlicher Raum","","","",""
"erwerbstätig","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"erwerbstätig","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"erwerbstätig","1985","Sachsen","Staedtischer Raum","","","",""
"erwerbstätig","1985","Sachsen","Laendlicher Raum","","","",""
"erwerbstätig","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"erwerbstätig","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"erwerbstätig","1985","Thueringen","Staedtischer Raum","","","",""
"erwerbstätig","1985","Thueringen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Schleswig-Holstein","Staedtischer Raum","49","0.340440241738624","0.265599988080897","0.41528049539635"
"nicht erwerbstätig","1986","Schleswig-Holstein","Laendlicher Raum","60","0.381967051157154","0.308714373540614","0.455219728773694"
"nicht erwerbstätig","1986","Hamburg","Staedtischer Raum","101","0.466450545217777","0.404610723418017","0.528290367017537"
"nicht erwerbstätig","1986","Hamburg","Laendlicher Raum","3","","",""
"nicht erwerbstätig","1986","Niedersachsen","Staedtischer Raum","224","0.449819402667502","0.407506525428488","0.492132279906517"
"nicht erwerbstätig","1986","Niedersachsen","Laendlicher Raum","237","0.464607772408828","0.423912922511564","0.505302622306093"
"nicht erwerbstätig","1986","Bremen","Staedtischer Raum","59","0.65799384357568","0.568937939047373","0.747049748103987"
"nicht erwerbstätig","1986","Bremen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Nordrhein-Westfalen","Staedtischer Raum","1127","0.455560240430168","0.437073960299147","0.47404652056119"
"nicht erwerbstätig","1986","Nordrhein-Westfalen","Laendlicher Raum","27","","",""
"nicht erwerbstätig","1986","Hessen","Staedtischer Raum","324","0.428149996443636","0.395930182469307","0.460369810417965"
"nicht erwerbstätig","1986","Hessen","Laendlicher Raum","60","0.509567030976059","0.427631822741938","0.591502239210181"
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","Staedtischer Raum","242","0.447222431939506","0.408179622361542","0.486265241517469"
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","Laendlicher Raum","73","0.541568126174353","0.460745005691583","0.622391246657123"
"nicht erwerbstätig","1986","Baden-Wuerttemberg","Staedtischer Raum","539","0.376549653309995","0.353422010715095","0.399677295904894"
"nicht erwerbstätig","1986","Baden-Wuerttemberg","Laendlicher Raum","99","0.384901603133786","0.329933341740226","0.439869864527346"
"nicht erwerbstätig","1986","Bayern","Staedtischer Raum","308","0.391879060145471","0.360402800919686","0.423355319371256"
"nicht erwerbstätig","1986","Bayern","Laendlicher Raum","281","0.393460976740681","0.36060045515835","0.426321498323013"
"nicht erwerbstätig","1986","Saarland","Staedtischer Raum","","","",""
"nicht erwerbstätig","1986","Saarland","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Berlin","Staedtischer Raum","112","0.399532676023531","0.348364775128604","0.450700576918459"
"nicht erwerbstätig","1986","Berlin","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Brandenburg","Staedtischer Raum","","","",""
"nicht erwerbstätig","1986","Brandenburg","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"nicht erwerbstätig","1986","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Sachsen","Staedtischer Raum","","","",""
"nicht erwerbstätig","1986","Sachsen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Sachsen-Anhalt","Staedtischer Raum","","","",""
"nicht erwerbstätig","1986","Sachsen-Anhalt","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Thueringen","Staedtischer Raum","","","",""
"nicht erwerbstätig","1986","Thueringen","Laendlicher Raum","","","",""
"erwerbstätig","1986","Schleswig-Holstein","Staedtischer Raum","105","0.659559758261376","0.58471950460365","0.734400011919103"
"erwerbstätig","1986","Schleswig-Holstein","Laendlicher Raum","109","0.618032948842846","0.544780271226306","0.691285626459386"
"erwerbstätig","1986","Hamburg","Staedtischer Raum","149","0.533549454782223","0.471709632982462","0.595389276581983"
"erwerbstätig","1986","Hamburg","Laendlicher Raum","3","","",""
"erwerbstätig","1986","Niedersachsen","Staedtischer Raum","307","0.550180597332498","0.507867720093484","0.592493474571512"
"erwerbstätig","1986","Niedersachsen","Laendlicher Raum","340","0.535392227591172","0.494697377693907","0.576087077488436"
"erwerbstätig","1986","Bremen","Staedtischer Raum","50","0.34200615642432","0.252950251896013","0.431062060952627"
"erwerbstätig","1986","Bremen","Laendlicher Raum","","","",""
"erwerbstätig","1986","Nordrhein-Westfalen","Staedtischer Raum","1661","0.544439759569832","0.525953479438811","0.562926039700853"
"erwerbstätig","1986","Nordrhein-Westfalen","Laendlicher Raum","42","0.572784938003209","0.456065653081758","0.68950422292466"
"erwerbstätig","1986","Hessen","Staedtischer Raum","582","0.571850003556364","0.539630189582035","0.604069817530693"
"erwerbstätig","1986","Hessen","Laendlicher Raum","83","0.490432969023941","0.408497760789819","0.572368177258063"
"erwerbstätig","1986","Rheinland-Pfalz,Saarland","Staedtischer Raum","381","0.552777568060494","0.513734758482531","0.591820377638458"
"erwerbstätig","1986","Rheinland-Pfalz,Saarland","Laendlicher Raum","73","0.458431873825647","0.377608753342877","0.539254994308417"
"erwerbstätig","1986","Baden-Wuerttemberg","Staedtischer Raum","1147","0.623450346690005","0.600322704095106","0.646577989284905"
"erwerbstätig","1986","Baden-Wuerttemberg","Laendlicher Raum","202","0.615098396866214","0.560130135472654","0.670066658259774"
"erwerbstätig","1986","Bayern","Staedtischer Raum","616","0.608120939854529","0.576644680628743","0.639597199080314"
"erwerbstätig","1986","Bayern","Laendlicher Raum","568","0.606539023259319","0.573678501676987","0.63939954484165"
"erwerbstätig","1986","Saarland","Staedtischer Raum","","","",""
"erwerbstätig","1986","Saarland","Laendlicher Raum","","","",""
"erwerbstätig","1986","Berlin","Staedtischer Raum","240","0.600467323976469","0.549299423081541","0.651635224871396"
"erwerbstätig","1986","Berlin","Laendlicher Raum","","","",""
"erwerbstätig","1986","Brandenburg","Staedtischer Raum","","","",""
"erwerbstätig","1986","Brandenburg","Laendlicher Raum","","","",""
"erwerbstätig","1986","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"erwerbstätig","1986","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"erwerbstätig","1986","Sachsen","Staedtischer Raum","","","",""
"erwerbstätig","1986","Sachsen","Laendlicher Raum","","","",""
"erwerbstätig","1986","Sachsen-Anhalt","Staedtischer Raum","","","",""
"erwerbstätig","1986","Sachsen-Anhalt","Laendlicher Raum","","","",""
"erwerbstätig","1986","Thueringen","Staedtischer Raum","","","",""
"erwerbstätig","1986","Thueringen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1987","Schleswig-Holstein","Staedtischer Raum","50","0.344038896539625","0.267761164147612","0.420316628931637"
"nicht erwerbstätig","1987","Schleswig-Holstein","Laendlicher Raum","66","0.400154182482009","0.32797782585208","0.472330539111939"
"nicht erwerbstätig","1987","Hamburg","Staedtischer Raum","84","0.420272868700439","0.35534231685705","0.485203420543828"
"nicht erwerbstätig","1987","Hamburg","Laendlicher Raum","2","","",""
"nicht erwerbstätig","1987","Niedersachsen","Staedtischer Raum","215","0.431933846160374","0.389841769738579","0.474025922582169"
"nicht erwerbstätig","1987","Niedersachsen","Laendlicher Raum","213","0.42762735661567","0.387119155777398","0.468135557453943"
"nicht erwerbstätig","1987","Bremen","Staedtischer Raum","51","0.619842809400835","0.52517337278586","0.714512246015809"
"nicht erwerbstätig","1987","Bremen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1987","Nordrhein-Westfalen","Staedtischer Raum","1105","0.446533363819837","0.4279732273868","0.465093500252874"
"nicht erwerbstätig","1987","Nordrhein-Westfalen","Laendlicher Raum","27","","",""
"nicht erwerbstätig","1987","Hessen","Staedtischer Raum","309","0.408570550944103","0.376649740777952","0.440491361110253"
"nicht erwerbstätig","1987","Hessen","Laendlicher Raum","60","0.467053087919827","0.385846887825078","0.548259288014577"
"nicht erwerbstätig","1987","Rheinland-Pfalz,Saarland","Staedtischer Raum","243","0.441145181122057","0.402093245854172","0.480197116389942"
"nicht erwerbstätig","1987","Rheinland-Pfalz,Saarland","Laendlicher Raum","71","0.542649660766281","0.461563197067325","0.623736124465238"
"nicht erwerbstätig","1987","Baden-Wuerttemberg","Staedtischer Raum","522","0.359564514602228","0.336563019799773","0.382566009404684"
"nicht erwerbstätig","1987","Baden-Wuerttemberg","Laendlicher Raum","85","0.371579189610543","0.315867011166294","0.427291368054793"
"nicht erwerbstätig","1987","Bayern","Staedtischer Raum","287","0.377765533775999","0.346055396638222","0.409475670913776"
"nicht erwerbstätig","1987","Bayern","Laendlicher Raum","265","0.383209587593462","0.350034803353893","0.41638437183303"
"nicht erwerbstätig","1987","Saarland","Staedtischer Raum","","","",""
"nicht erwerbstätig","1987","Saarland","Laendlicher Raum","","","",""
"nicht erwerbstätig","1987","Berlin","Staedtischer Raum","117","0.395632709858096","0.345260572759252","0.446004846956941"
"nicht erwerbstätig","1987","Berlin","Laendlicher Raum","","","",""
"nicht erwerbstätig","1987","Brandenburg","Staedtischer Raum","","","",""
"nicht erwerbstätig","1987","Brandenburg","Laendlicher Raum","","","",""
"nicht erwerbstätig","1987","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"nicht erwerbstätig","1987","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"nicht erwerbstätig","1987","Sachsen","Staedtischer Raum","","","",""
"nicht erwerbstätig","1987","Sachsen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1987","Sachsen-Anhalt","Staedtischer Raum","","","",""
"nicht erwerbstätig","1987","Sachsen-Anhalt","Laendlicher Raum","","","",""
"nicht erwerbstätig","1987","Thueringen","Staedtischer Raum","","","",""
"nicht erwerbstätig","1987","Thueringen","Laendlicher Raum","","","",""
"erwerbstätig","1987","Schleswig-Holstein","Staedtischer Raum","99","0.655961103460375","0.579683371068363","0.732238835852387"
"erwerbstätig","1987","Schleswig-Holstein","Laendlicher Raum","111","0.599845817517991","0.527669460888061","0.67202217414792"
"erwerbstätig","1987","Hamburg","Staedtischer Raum","138","0.579727131299561","0.514796579456172","0.64465768314295"
"erwerbstätig","1987","Hamburg","Laendlicher Raum","2","","",""
"erwerbstätig","1987","Niedersachsen","Staedtischer Raum","317","0.568066153839626","0.525974077417831","0.610158230261421"
"erwerbstätig","1987","Niedersachsen","Laendlicher Raum","360","0.57237264338433","0.531864442546057","0.612880844222602"
"erwerbstätig","1987","Bremen","Staedtischer Raum","50","0.380157190599165","0.285487753984191","0.47482662721414"
"erwerbstätig","1987","Bremen","Laendlicher Raum","","","",""
"erwerbstätig","1987","Nordrhein-Westfalen","Staedtischer Raum","1651","0.553466636180163","0.534906499747126","0.5720267726132"
"erwerbstätig","1987","Nordrhein-Westfalen","Laendlicher Raum","43","0.609384671272","0.495091712724548","0.723677629819452"
"erwerbstätig","1987","Hessen","Staedtischer Raum","602","0.591429449055897","0.559508638889747","0.623350259222048"
"erwerbstätig","1987","Hessen","Laendlicher Raum","85","0.532946912080173","0.451740711985423","0.614153112174922"
"erwerbstätig","1987","Rheinland-Pfalz,Saarland","Staedtischer Raum","378","0.558854818877943","0.519802883610058","0.597906754145828"
"erwerbstätig","1987","Rheinland-Pfalz,Saarland","Laendlicher Raum","74","0.457350339233719","0.376263875534762","0.538436802932675"
"erwerbstätig","1987","Baden-Wuerttemberg","Staedtischer Raum","1150","0.640435485397772","0.617433990595316","0.663436980200227"
"erwerbstätig","1987","Baden-Wuerttemberg","Laendlicher Raum","204","0.628420810389457","0.572708631945207","0.684132988833706"
"erwerbstätig","1987","Bayern","Staedtischer Raum","611","0.622234466224001","0.590524329086225","0.653944603361778"
"erwerbstätig","1987","Bayern","Laendlicher Raum","560","0.616790412406538","0.58361562816697","0.649965196646107"
"erwerbstätig","1987","Saarland","Staedtischer Raum","","","",""
"erwerbstätig","1987","Saarland","Laendlicher Raum","","","",""
"erwerbstätig","1987","Berlin","Staedtischer Raum","245","0.604367290141903","0.553995153043059","0.654739427240748"
"erwerbstätig","1987","Berlin","Laendlicher Raum","","","",""
"erwerbstätig","1987","Brandenburg","Staedtischer Raum","","","",""
"erwerbstätig","1987","Brandenburg","Laendlicher Raum","","","",""
"erwerbstätig","1987","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"erwerbstätig","1987","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"erwerbstätig","1987","Sachsen","Staedtischer Raum","","","",""
"erwerbstätig","1987","Sachsen","Laendlicher Raum","","","",""
"erwerbstätig","1987","Sachsen-Anhalt","Staedtischer Raum","","","",""
"erwerbstätig","1987","Sachsen-Anhalt","Laendlicher Raum","","","",""
"erwerbstätig","1987","Thueringen","Staedtischer Raum","","","",""
"erwerbstätig","1987","Thueringen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1988","Schleswig-Holstein","Staedtischer Raum","54","0.413360008227663","0.333483012037893","0.493237004417434"
"nicht erwerbstätig","1988","Schleswig-Holstein","Laendlicher Raum","64","0.393513381054105","0.321745775964759","0.465280986143451"
"nicht erwerbstätig","1988","Hamburg","Staedtischer Raum","78","0.426805430391409","0.357911414996059","0.495699445786759"
"nicht erwerbstätig","1988","Hamburg","Laendlicher Raum","2","","",""
"nicht erwerbstätig","1988","Niedersachsen","Staedtischer Raum","204","0.428359492236299","0.385745825329709","0.470973159142889"
"nicht erwerbstätig","1988","Niedersachsen","Laendlicher Raum","202","0.439333029101016","0.397079832557961","0.481586225644071"
"nicht erwerbstätig","1988","Bremen","Staedtischer Raum","51","0.608435659982862","0.51276979829299","0.704101521672735"
"nicht erwerbstätig","1988","Bremen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1988","Nordrhein-Westfalen","Staedtischer Raum","1019","0.432532579011549","0.41356576176874","0.451499396254357"
"nicht erwerbstätig","1988","Nordrhein-Westfalen","Laendlicher Raum","30","0.454732228822229","0.338907391502632","0.570557066141825"
"nicht erwerbstätig","1988","Hessen","Staedtischer Raum","293","0.417599873145709","0.384639677958619","0.450560068332799"
"nicht erwerbstätig","1988","Hessen","Laendlicher Raum","56","0.454333651656358","0.372439109889899","0.536228193422816"
"nicht erwerbstätig","1988","Rheinland-Pfalz,Saarland","Staedtischer Raum","238","0.445340574448444","0.405737424061079","0.484943724835809"
"nicht erwerbstätig","1988","Rheinland-Pfalz,Saarland","Laendlicher Raum","64","0.523290749648345","0.438086855549443","0.608494643747247"
"nicht erwerbstätig","1988","Baden-Wuerttemberg","Staedtischer Raum","508","0.359199107762024","0.335936883224194","0.382461332299853"
"nicht erwerbstätig","1988","Baden-Wuerttemberg","Laendlicher Raum","79","0.395335320833669","0.334849811878398","0.45582082978894"
"nicht erwerbstätig","1988","Bayern","Staedtischer Raum","272","0.368326981054959","0.336201319835498","0.40045264227442"
"nicht erwerbstätig","1988","Bayern","Laendlicher Raum","227","0.354694061774155","0.321140983986332","0.388247139561978"
"nicht erwerbstätig","1988","Saarland","Staedtischer Raum","","","",""
"nicht erwerbstätig","1988","Saarland","Laendlicher Raum","","","",""
"nicht erwerbstätig","1988","Berlin","Staedtischer Raum","104","0.362557684487994","0.310923778875707","0.414191590100281"
"nicht erwerbstätig","1988","Berlin","Laendlicher Raum","","","",""
"nicht erwerbstätig","1988","Brandenburg","Staedtischer Raum","","","",""
"nicht erwerbstätig","1988","Brandenburg","Laendlicher Raum","","","",""
"nicht erwerbstätig","1988","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"nicht erwerbstätig","1988","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"nicht erwerbstätig","1988","Sachsen","Staedtischer Raum","","","",""
"nicht erwerbstätig","1988","Sachsen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1988","Sachsen-Anhalt","Staedtischer Raum","","","",""
"nicht erwerbstätig","1988","Sachsen-Anhalt","Laendlicher Raum","","","",""
"nicht erwerbstätig","1988","Thueringen","Staedtischer Raum","","","",""
"nicht erwerbstätig","1988","Thueringen","Laendlicher Raum","","","",""
"erwerbstätig","1988","Schleswig-Holstein","Staedtischer Raum","92","0.586639991772337","0.506762995582566","0.666516987962107"
"erwerbstätig","1988","Schleswig-Holstein","Laendlicher Raum","114","0.606486618945895","0.534719013856549","0.678254224035241"
"erwerbstätig","1988","Hamburg","Staedtischer Raum","120","0.573194569608591","0.504300554213241","0.642088585003941"
"erwerbstätig","1988","Hamburg","Laendlicher Raum","2","","",""
"erwerbstätig","1988","Niedersachsen","Staedtischer Raum","314","0.571640507763701","0.529026840857111","0.614254174670291"
"erwerbstätig","1988","Niedersachsen","Laendlicher Raum","328","0.560666970898984","0.518413774355929","0.602920167442039"
"erwerbstätig","1988","Bremen","Staedtischer Raum","49","0.391564340017138","0.295898478327265","0.48723020170701"
"erwerbstätig","1988","Bremen","Laendlicher Raum","","","",""
"erwerbstätig","1988","Nordrhein-Westfalen","Staedtischer Raum","1602","0.567467420988451","0.548500603745643","0.58643423823126"
"erwerbstätig","1988","Nordrhein-Westfalen","Laendlicher Raum","41","0.545267771177771","0.429442933858174","0.661092608497368"
"erwerbstätig","1988","Hessen","Staedtischer Raum","567","0.582400126854291","0.549439931667201","0.615360322041381"
"erwerbstätig","1988","Hessen","Laendlicher Raum","86","0.545666348343642","0.463771806577184","0.627560890110101"
"erwerbstätig","1988","Rheinland-Pfalz,Saarland","Staedtischer Raum","367","0.554659425551556","0.515056275164191","0.594262575938921"
"erwerbstätig","1988","Rheinland-Pfalz,Saarland","Laendlicher Raum","68","0.476709250351655","0.391505356252753","0.561913144450557"
"erwerbstätig","1988","Baden-Wuerttemberg","Staedtischer Raum","1126","0.640800892237976","0.617538667700147","0.664063116775806"
"erwerbstätig","1988","Baden-Wuerttemberg","Laendlicher Raum","172","0.604664679166331","0.54417917021106","0.665150188121602"
"erwerbstätig","1988","Bayern","Staedtischer Raum","594","0.631673018945041","0.59954735772558","0.663798680164502"
"erwerbstätig","1988","Bayern","Laendlicher Raum","554","0.645305938225845","0.611752860438021","0.678859016013668"
"erwerbstätig","1988","Saarland","Staedtischer Raum","","","",""
"erwerbstätig","1988","Saarland","Laendlicher Raum","","","",""
"erwerbstätig","1988","Berlin","Staedtischer Raum","229","0.637442315512006","0.585808409899719","0.689076221124293"
"erwerbstätig","1988","Berlin","Laendlicher Raum","","","",""
"erwerbstätig","1988","Brandenburg","Staedtischer Raum","","","",""
"erwerbstätig","1988","Brandenburg","Laendlicher Raum","","","",""
"erwerbstätig","1988","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"erwerbstätig","1988","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"erwerbstätig","1988","Sachsen","Staedtischer Raum","","","",""
"erwerbstätig","1988","Sachsen","Laendlicher Raum","","","",""
"erwerbstätig","1988","Sachsen-Anhalt","Staedtischer Raum","","","",""
"erwerbstätig","1988","Sachsen-Anhalt","Laendlicher Raum","","","",""
"erwerbstätig","1988","Thueringen","Staedtischer Raum","","","",""
"erwerbstätig","1988","Thueringen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1989","Schleswig-Holstein","Staedtischer Raum","48","0.356624872279332","0.279969886079424","0.43327985847924"
"nicht erwerbstätig","1989","Schleswig-Holstein","Laendlicher Raum","61","0.426607053627068","0.348238367702875","0.504975739551261"
"nicht erwerbstätig","1989","Hamburg","Staedtischer Raum","71","0.405866991354313","0.33711998960176","0.474613993106867"
"nicht erwerbstätig","1989","Hamburg","Laendlicher Raum","","","",""
"nicht erwerbstätig","1989","Niedersachsen","Staedtischer Raum","186","0.419216897630952","0.375704702586945","0.462729092674959"
"nicht erwerbstätig","1989","Niedersachsen","Laendlicher Raum","196","0.449598399321586","0.40608245075664","0.493114347886533"
"nicht erwerbstätig","1989","Bremen","Staedtischer Raum","50","0.552005340177825","0.457780749317","0.646229931038649"
"nicht erwerbstätig","1989","Bremen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1989","Nordrhein-Westfalen","Staedtischer Raum","996","0.432545477703814","0.413301257842632","0.451789697564997"
"nicht erwerbstätig","1989","Nordrhein-Westfalen","Laendlicher Raum","22","","",""
"nicht erwerbstätig","1989","Hessen","Staedtischer Raum","299","0.423443144626014","0.390477519441349","0.456408769810679"
"nicht erwerbstätig","1989","Hessen","Laendlicher Raum","54","0.492744012225827","0.407777744933013","0.57771027951864"
"nicht erwerbstätig","1989","Rheinland-Pfalz,Saarland","Staedtischer Raum","223","0.429490558729691","0.389240339194383","0.469740778265"
"nicht erwerbstätig","1989","Rheinland-Pfalz,Saarland","Laendlicher Raum","50","0.461042664899406","0.369133965341017","0.552951364457794"
"nicht erwerbstätig","1989","Baden-Wuerttemberg","Staedtischer Raum","469","0.350486835866304","0.326908477519213","0.374065194213395"
"nicht erwerbstätig","1989","Baden-Wuerttemberg","Laendlicher Raum","71","0.387887178599633","0.326240324276432","0.449534032922835"
"nicht erwerbstätig","1989","Bayern","Staedtischer Raum","276","0.378076000745597","0.345284094684714","0.41086790680648"
"nicht erwerbstätig","1989","Bayern","Laendlicher Raum","238","0.38505149314946","0.350770263434967","0.419332722863953"
"nicht erwerbstätig","1989","Saarland","Staedtischer Raum","","","",""
"nicht erwerbstätig","1989","Saarland","Laendlicher Raum","","","",""
"nicht erwerbstätig","1989","Berlin","Staedtischer Raum","105","0.378648350060988","0.326235605197013","0.431061094924963"
"nicht erwerbstätig","1989","Berlin","Laendlicher Raum","","","",""
"nicht erwerbstätig","1989","Brandenburg","Staedtischer Raum","","","",""
"nicht erwerbstätig","1989","Brandenburg","Laendlicher Raum","","","",""
"nicht erwerbstätig","1989","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"nicht erwerbstätig","1989","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"nicht erwerbstätig","1989","Sachsen","Staedtischer Raum","","","",""
"nicht erwerbstätig","1989","Sachsen","Laendlicher Raum","","","",""
