year,age_gr,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.18921,270,1555,0.16974,0.20869
1984,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.59667,122,203,0.52902,0.66432
1984,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.21793,43,203,0.16100,0.27487
1984,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18540,38,203,0.13180,0.23899
1984,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46299,94,221,0.39710,0.52888
1984,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53701,127,221,0.47112,0.60290
1984,66 and older,Lower Secondary Level,(1b) General Elementary School,0.93321,482,514,0.91161,0.95482
1984,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06679,32,514,0.04518,0.08839
1984,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.76568,437,560,0.73056,0.80079
1984,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.21788,123,560,0.18366,0.25210
1984,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.44839,39,39,0.29026,0.60652
1984,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.65094,40,40,0.50134,0.80054
1985,17-29 y.,Primary Level,(1a) Inadequately completed,0.78380,145,145,0.71656,0.85103
1985,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.51598,605,959,0.48433,0.54763
1985,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.48402,354,959,0.45237,0.51567
1985,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.49260,725,1402,0.46642,0.51878
1985,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.30420,378,1402,0.28011,0.32829
1985,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.19564,299,1402,0.17486,0.21641
1985,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.51258,59,90,0.40874,0.61643
1985,17-29 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.32925,31,90,0.23162,0.42689
1985,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.32229,35,120,0.23832,0.40626
1985,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.67771,85,120,0.59374,0.76168
1985,30-45 y.,Primary Level,(1a) Inadequately completed,0.87524,311,311,0.83845,0.91202
1985,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.91141,641,679,0.89002,0.93280
1985,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.08859,38,679,0.06720,0.10998
1985,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.00519,39,1752,0.00182,0.00855
1985,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.72424,1273,1752,0.70331,0.74517
1985,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.24888,389,1752,0.22863,0.26913
1985,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01936,51,1752,0.01291,0.02582
1985,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.47098,106,230,0.40633,0.53563
1985,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.31419,74,230,0.25406,0.37431
1985,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.20537,50,230,0.15305,0.25769
1985,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.29396,105,363,0.24703,0.34089
1985,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.70604,258,363,0.65911,0.75297
1985,46-65 y.,Primary Level,(1a) Inadequately completed,0.95622,335,335,0.93427,0.97816
1985,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93882,945,999,0.92395,0.95369
1985,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06118,54,999,0.04631,0.07605
1985,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00590,32,1448,0.00195,0.00985
1985,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.79033,1157,1448,0.76935,0.81130
1985,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.19419,259,1448,0.17381,0.21458
1985,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.58988,115,195,0.52067,0.65910
1985,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.23370,45,195,0.17415,0.29325
1985,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.17641,35,195,0.12278,0.23005
1985,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42958,84,216,0.36341,0.49575
1985,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57042,132,216,0.50425,0.63659
1985,66 and older,Lower Secondary Level,(1b) General Elementary School,0.92728,396,396,0.90167,0.95289
1985,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.75322,389,505,0.71558,0.79086
1985,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.22829,116,505,0.19165,0.26494
1985,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.45682,39,39,0.29844,0.61520
1985,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59375,32,32,0.42086,0.76664
1986,17-29 y.,Primary Level,(1a) Inadequately completed,0.75272,143,143,0.68175,0.82368
1986,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.51705,602,948,0.48522,0.54888
1986,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.48295,346,948,0.45112,0.51478
1986,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.46562,679,1373,0.43923,0.49202
1986,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.30271,376,1373,0.27840,0.32702
1986,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.22428,318,1373,0.20221,0.24635
1986,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.44664,47,47,0.30298,0.59031
1986,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40442,35,94,0.30467,0.50417
1986,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59558,59,94,0.49583,0.69533
1986,30-45 y.,Primary Level,(1a) Inadequately completed,0.91557,274,274,0.88259,0.94855
1986,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.89814,578,617,0.87425,0.92202
1986,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.10186,39,617,0.07798,0.12575
1986,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.00483,34,1648,0.00148,0.00818
1986,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.71520,1185,1648,0.69340,0.73700
1986,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.25661,376,1648,0.23552,0.27771
1986,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02170,53,1648,0.01466,0.02873
1986,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.41009,85,213,0.34388,0.47630
1986,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.34252,75,213,0.27864,0.40640
1986,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23802,53,213,0.18069,0.29535
1986,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.28407,102,376,0.23842,0.32971
1986,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.71593,274,376,0.67029,0.76158
1986,46-65 y.,Primary Level,(1a) Inadequately completed,0.96148,315,315,0.94020,0.98277
1986,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93628,899,949,0.92073,0.95183
1986,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06372,50,949,0.04817,0.07927
1986,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00643,36,1439,0.00230,0.01057
1986,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.77792,1138,1439,0.75643,0.79940
1986,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.20599,265,1439,0.18508,0.22689
1986,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.62177,120,193,0.55317,0.69036
1986,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.20401,38,193,0.14701,0.26101
1986,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.17423,35,193,0.12057,0.22788
1986,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42775,86,226,0.36311,0.49240
1986,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57225,140,226,0.50760,0.63689
1986,66 and older,Lower Secondary Level,(1b) General Elementary School,0.91716,363,363,0.88876,0.94555
1986,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.73744,353,465,0.69740,0.77748
1986,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.24060,112,465,0.20171,0.27950
1986,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.46307,35,35,0.29546,0.63068
1987,17-29 y.,Primary Level,(1a) Inadequately completed,0.68980,115,115,0.60488,0.77471
1987,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.55545,608,924,0.52339,0.58751
1987,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.44455,316,924,0.41249,0.47661
1987,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.45045,673,1376,0.42416,0.47675
1987,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32962,404,1376,0.30477,0.35446
1987,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.20965,299,1376,0.18814,0.23117
1987,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47465,43,43,0.32363,0.62568
1987,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45508,39,90,0.35162,0.55854
1987,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54492,51,90,0.44146,0.64838
1987,30-45 y.,Primary Level,(1a) Inadequately completed,0.90904,270,270,0.87467,0.94340
1987,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.88570,548,588,0.85996,0.91144
1987,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.11430,40,588,0.08856,0.14004
1987,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.00523,34,1591,0.00169,0.00878
1987,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.70945,1135,1591,0.68714,0.73177
1987,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.26130,369,1591,0.23971,0.28290
1987,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02168,53,1591,0.01452,0.02884
1987,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.38034,80,212,0.31483,0.44584
1987,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.37976,83,212,0.31427,0.44525
1987,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.22639,49,212,0.16992,0.28285
1987,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.29065,99,364,0.24394,0.33736
1987,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.70935,265,364,0.66264,0.75606
1987,46-65 y.,Primary Level,(1a) Inadequately completed,0.96235,320,320,0.94146,0.98324
1987,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93812,872,919,0.92253,0.95371
1987,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06188,47,919,0.04629,0.07747
1987,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00666,37,1444,0.00246,0.01086
1987,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.78650,1149,1444,0.76536,0.80764
1987,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.19744,258,1444,0.17690,0.21798
1987,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.62774,120,191,0.55901,0.69648
1987,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.19490,37,191,0.13858,0.25123
1987,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.17735,34,191,0.12304,0.23167
1987,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39656,83,230,0.33320,0.45991
1987,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60344,147,230,0.54009,0.66680
1987,66 and older,Lower Secondary Level,(1b) General Elementary School,0.92831,377,377,0.90224,0.95439
1987,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.72958,370,489,0.69017,0.76899
1987,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.24774,119,489,0.20944,0.28605
1987,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.49288,35,35,0.32482,0.66093
1988,17-29 y.,Primary Level,(1a) Inadequately completed,0.69265,108,108,0.60522,0.78007
1988,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.56631,606,916,0.53420,0.59842
1988,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.43369,310,916,0.40158,0.46580
1988,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.45157,635,1286,0.42436,0.47878
1988,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32968,380,1286,0.30398,0.35539
1988,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.20869,271,1286,0.18647,0.23091
1988,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48033,38,38,0.31934,0.64131
1988,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.47358,34,76,0.36058,0.58659
1988,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.52642,42,76,0.41341,0.63942
1988,30-45 y.,Primary Level,(1a) Inadequately completed,0.91741,233,233,0.88199,0.95283
1988,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.87676,495,534,0.84885,0.90466
1988,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.12324,39,534,0.09534,0.15115
1988,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.69708,1054,1469,0.67358,0.72059
1988,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.27185,363,1469,0.24909,0.29461
1988,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02418,52,1469,0.01632,0.03204
1988,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.39166,80,208,0.32516,0.45815
1988,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.35949,79,208,0.29412,0.42485
1988,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23841,49,208,0.18036,0.29646
1988,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.28643,96,343,0.23852,0.33435
1988,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.71357,247,343,0.66565,0.76148
1988,46-65 y.,Primary Level,(1a) Inadequately completed,0.95663,306,306,0.93377,0.97949
1988,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93478,843,890,0.91855,0.95101
1988,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06522,47,890,0.04899,0.08145
1988,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00714,37,1404,0.00273,0.01154
1988,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.79018,1119,1404,0.76888,0.81149
1988,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.19460,248,1404,0.17389,0.21532
1988,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.61671,112,181,0.54568,0.68774
1988,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.21141,38,181,0.15176,0.27106
1988,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.17188,31,181,0.11677,0.22700
1988,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.36239,75,227,0.29972,0.42506
1988,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.63761,152,227,0.57494,0.70028
1988,66 and older,Lower Secondary Level,(1b) General Elementary School,0.92375,351,351,0.89594,0.95155
1988,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.72604,367,485,0.68631,0.76577
1988,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.25037,118,485,0.21177,0.28897
1988,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.52609,37,37,0.36298,0.68920
1989,17-29 y.,Primary Level,(1a) Inadequately completed,0.75183,104,104,0.66841,0.83525
1989,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.57195,573,858,0.53883,0.60508
1989,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.42805,285,858,0.39492,0.46117
1989,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.44395,620,1275,0.41667,0.47123
1989,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32998,381,1275,0.30416,0.35580
1989,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.21393,274,1275,0.19141,0.23644
1989,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.41826,36,36,0.25484,0.58168
1989,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.62051,52,52,0.48733,0.75369
1989,30-45 y.,Primary Level,(1a) Inadequately completed,0.89399,212,212,0.85245,0.93553
1989,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.88574,463,498,0.85777,0.91370
1989,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.11426,35,498,0.08630,0.14223
1989,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.69918,1020,1427,0.67538,0.72299
1989,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.26613,354,1427,0.24319,0.28907
1989,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02731,53,1427,0.01885,0.03577
1989,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.37411,72,197,0.30636,0.44185
1989,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.38079,78,197,0.31281,0.44877
1989,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23815,47,197,0.17852,0.29779
1989,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.31507,104,338,0.26547,0.36466
1989,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.68493,234,338,0.63534,0.73453
1989,46-65 y.,Primary Level,(1a) Inadequately completed,0.96133,298,298,0.93940,0.98326
1989,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93231,792,836,0.91527,0.94935
1989,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06769,44,836,0.05065,0.08473
1989,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00691,37,1352,0.00249,0.01132
1989,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.78250,1072,1352,0.76050,0.80450
1989,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.20196,243,1352,0.18055,0.22337
1989,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.61658,105,142,0.53632,0.69683
1989,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.22004,37,142,0.15166,0.28842
1989,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.35353,75,226,0.29107,0.41600
1989,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64647,151,226,0.58400,0.70893
1989,66 and older,Lower Secondary Level,(1b) General Elementary School,0.92310,350,350,0.89514,0.95105
1989,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.71556,345,462,0.67438,0.75675
1989,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.26378,117,462,0.22355,0.30400
1989,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.53268,37,37,0.36970,0.69566
1990,17-29 y.,Pre-primary Level,(0) No qualification (yet),0.91420,163,194,0.87469,0.95371
1990,17-29 y.,Pre-primary Level,(1a) Inadequately completed,0.08580,31,194,0.04629,0.12531
1990,17-29 y.,Primary Level,(1a) Inadequately completed,0.72828,101,101,0.64109,0.81547
1990,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.51074,558,979,0.47941,0.54207
1990,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.48926,421,979,0.45793,0.52059
1990,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.36196,696,1941,0.34057,0.38334
1990,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.44697,948,1941,0.42485,0.46910
1990,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.17902,297,1941,0.16196,0.19608
1990,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.50479,57,57,0.37384,0.63574
1990,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.58655,145,230,0.52276,0.65033
1990,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.41345,85,230,0.34967,0.47724
1990,30-45 y.,Primary Level,(1a) Inadequately completed,0.88660,195,195,0.84198,0.93122
1990,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.87258,493,534,0.84428,0.90089
1990,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.12742,41,534,0.09911,0.15572
1990,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.60645,1241,2247,0.58625,0.62665
1990,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.35975,943,2247,0.33990,0.37960
1990,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02633,63,2247,0.01970,0.03295
1990,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.32281,80,299,0.26972,0.37589
1990,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.43728,165,299,0.38096,0.49360
1990,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23413,54,299,0.18605,0.28221
1990,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41384,399,814,0.37998,0.44769
1990,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58616,415,814,0.55231,0.62002
1990,46-65 y.,Primary Level,(1a) Inadequately completed,0.96765,300,300,0.94760,0.98771
1990,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93784,911,958,0.92254,0.95313
1990,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06216,47,958,0.04687,0.07746
1990,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00621,36,2089,0.00284,0.00958
1990,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.80067,1739,2089,0.78353,0.81780
1990,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.18617,314,2089,0.16948,0.20287
1990,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.61506,167,239,0.55324,0.67688
1990,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.24949,72,239,0.19451,0.30447
1990,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46588,283,539,0.42372,0.50803
