year,quintil_oecd,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02718,65,2198,0.02038,0.03398
1985,1st Quintile,West,(3b) Higher Tertiary Education,0.01834,36,2198,0.01273,0.02396
1985,2nd Quintile,West,(0) No qualification (yet),0.01601,31,2107,0.01065,0.02137
1985,2nd Quintile,West,(1a) Inadequately completed,0.02570,200,2107,0.01895,0.03246
1985,2nd Quintile,West,(1b) General Elementary School,0.31160,645,2107,0.29181,0.33138
1985,2nd Quintile,West,(1c) Basic Vocational Qualification,0.42060,800,2107,0.39951,0.44168
1985,2nd Quintile,West,(2) Intermediate General/Vocational Qualification,0.13971,244,2107,0.12491,0.15452
1985,2nd Quintile,West,(2c_gen) General Maturity Certificate,0.02995,84,2107,0.02267,0.03723
1985,2nd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02597,64,2107,0.01918,0.03276
1985,2nd Quintile,West,(3b) Higher Tertiary Education,0.01888,39,2107,0.01307,0.02469
1985,3rd Quintile,West,(0) No qualification (yet),0.02286,46,2183,0.01659,0.02914
1985,3rd Quintile,West,(1a) Inadequately completed,0.02065,168,2183,0.01469,0.02662
1985,3rd Quintile,West,(1b) General Elementary School,0.25384,560,2183,0.23558,0.27210
1985,3rd Quintile,West,(1c) Basic Vocational Qualification,0.41793,819,2183,0.39723,0.43862
1985,3rd Quintile,West,(2) Intermediate General/Vocational Qualification,0.18614,353,2183,0.16981,0.20247
1985,3rd Quintile,West,(2c_gen) General Maturity Certificate,0.02220,65,2183,0.01602,0.02838
1985,3rd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.03073,73,2183,0.02349,0.03797
1985,3rd Quintile,West,(3a) Lower Tertiary Education,0.01808,37,2183,0.01249,0.02367
1985,3rd Quintile,West,(3b) Higher Tertiary Education,0.02757,62,2183,0.02070,0.03444
1985,4th Quintile,West,(0) No qualification (yet),0.01722,37,2191,0.01177,0.02267
1985,4th Quintile,West,(1a) Inadequately completed,0.01832,136,2191,0.01270,0.02394
1985,4th Quintile,West,(1b) General Elementary School,0.16699,407,2191,0.15137,0.18261
1985,4th Quintile,West,(1c) Basic Vocational Qualification,0.42041,851,2191,0.39974,0.44109
1985,4th Quintile,West,(2) Intermediate General/Vocational Qualification,0.22652,433,2191,0.20899,0.24405
1985,4th Quintile,West,(2c_gen) General Maturity Certificate,0.02694,64,2191,0.02016,0.03373
1985,4th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.04298,86,2191,0.03449,0.05148
1985,4th Quintile,West,(3a) Lower Tertiary Education,0.02853,57,2191,0.02156,0.03551
1985,4th Quintile,West,(3b) Higher Tertiary Education,0.05208,120,2191,0.04277,0.06138
1985,5th Quintile,West,(0) No qualification (yet),0.01608,33,2162,0.01077,0.02138
1985,5th Quintile,West,(1a) Inadequately completed,0.00739,66,2162,0.00378,0.01100
1985,5th Quintile,West,(1b) General Elementary School,0.10582,245,2162,0.09286,0.11879
1985,5th Quintile,West,(1c) Basic Vocational Qualification,0.33697,718,2162,0.31704,0.35690
1985,5th Quintile,West,(2) Intermediate General/Vocational Qualification,0.27749,562,2162,0.25861,0.29637
1985,5th Quintile,West,(2c_gen) General Maturity Certificate,0.01935,48,2162,0.01354,0.02515
1985,5th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.05769,122,2162,0.04786,0.06752
1985,5th Quintile,West,(3a) Lower Tertiary Education,0.06097,118,2162,0.05088,0.07106
1985,5th Quintile,West,(3b) Higher Tertiary Education,0.11825,250,2162,0.10464,0.13187
1986,1st Quintile,West,(0) No qualification (yet),0.01538,43,2014,0.01000,0.02075
1986,1st Quintile,West,(1a) Inadequately completed,0.04704,278,2014,0.03779,0.05629
1986,1st Quintile,West,(1b) General Elementary School,0.35765,694,2014,0.33672,0.37859
1986,1st Quintile,West,(1c) Basic Vocational Qualification,0.34964,594,2014,0.32880,0.37047
1986,1st Quintile,West,(2) Intermediate General/Vocational Qualification,0.11442,185,2014,0.10051,0.12832
1986,1st Quintile,West,(2c_gen) General Maturity Certificate,0.05410,114,2014,0.04422,0.06398
1986,1st Quintile,West,(2c_voc) Vocational Maturity Certificate,0.03254,75,2014,0.02478,0.04029
1986,1st Quintile,West,(3b) Higher Tertiary Education,0.01493,31,2014,0.00963,0.02023
1986,2nd Quintile,West,(0) No qualification (yet),0.01366,38,2037,0.00862,0.01870
1986,2nd Quintile,West,(1a) Inadequately completed,0.02848,205,2037,0.02126,0.03571
1986,2nd Quintile,West,(1b) General Elementary School,0.31327,629,2037,0.29312,0.33341
1986,2nd Quintile,West,(1c) Basic Vocational Qualification,0.41412,750,2037,0.39273,0.43552
1986,2nd Quintile,West,(2) Intermediate General/Vocational Qualification,0.15627,260,2037,0.14049,0.17204
1986,2nd Quintile,West,(2c_gen) General Maturity Certificate,0.02549,73,2037,0.01864,0.03233
1986,2nd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.01877,47,2037,0.01288,0.02467
1986,2nd Quintile,West,(3b) Higher Tertiary Education,0.01694,35,2037,0.01133,0.02254
1986,3rd Quintile,West,(0) No qualification (yet),0.02092,48,2074,0.01476,0.02708
1986,3rd Quintile,West,(1a) Inadequately completed,0.02074,157,2074,0.01461,0.02688
1986,3rd Quintile,West,(1b) General Elementary School,0.22764,502,2074,0.20959,0.24569
1986,3rd Quintile,West,(1c) Basic Vocational Qualification,0.43037,784,2074,0.40906,0.45169
1986,3rd Quintile,West,(2) Intermediate General/Vocational Qualification,0.18395,327,2074,0.16727,0.20063
1986,3rd Quintile,West,(2c_gen) General Maturity Certificate,0.03393,72,2074,0.02614,0.04172
1986,3rd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.03999,89,2074,0.03156,0.04843
1986,3rd Quintile,West,(3a) Lower Tertiary Education,0.01989,40,2074,0.01388,0.02590
1986,3rd Quintile,West,(3b) Higher Tertiary Education,0.02257,55,2074,0.01618,0.02896
1986,4th Quintile,West,(0) No qualification (yet),0.01424,33,2197,0.00929,0.01920
1986,4th Quintile,West,(1a) Inadequately completed,0.01889,141,2197,0.01320,0.02458
1986,4th Quintile,West,(1b) General Elementary School,0.15763,412,2197,0.14239,0.17288
1986,4th Quintile,West,(1c) Basic Vocational Qualification,0.41432,834,2197,0.39371,0.43492
1986,4th Quintile,West,(2) Intermediate General/Vocational Qualification,0.24572,461,2197,0.22771,0.26372
1986,4th Quintile,West,(2c_gen) General Maturity Certificate,0.02799,69,2197,0.02109,0.03488
1986,4th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.04079,79,2197,0.03251,0.04906
1986,4th Quintile,West,(3a) Lower Tertiary Education,0.02797,53,2197,0.02107,0.03486
1986,4th Quintile,West,(3b) Higher Tertiary Education,0.05246,115,2197,0.04314,0.06179
1986,5th Quintile,West,(1a) Inadequately completed,0.00861,58,2052,0.00461,0.01261
1986,5th Quintile,West,(1b) General Elementary School,0.10346,232,2052,0.09028,0.11664
1986,5th Quintile,West,(1c) Basic Vocational Qualification,0.31885,658,2052,0.29868,0.33902
1986,5th Quintile,West,(2) Intermediate General/Vocational Qualification,0.27884,538,2052,0.25943,0.29824
1986,5th Quintile,West,(2c_gen) General Maturity Certificate,0.03101,70,2052,0.02350,0.03851
1986,5th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.05926,119,2052,0.04904,0.06948
1986,5th Quintile,West,(3a) Lower Tertiary Education,0.06049,113,2052,0.05017,0.07081
1986,5th Quintile,West,(3b) Higher Tertiary Education,0.12865,264,2052,0.11416,0.14314
1987,1st Quintile,West,(0) No qualification (yet),0.01462,40,1937,0.00928,0.01997
1987,1st Quintile,West,(1a) Inadequately completed,0.04372,255,1937,0.03461,0.05283
1987,1st Quintile,West,(1b) General Elementary School,0.36402,701,1937,0.34259,0.38545
1987,1st Quintile,West,(1c) Basic Vocational Qualification,0.36975,605,1937,0.34824,0.39125
1987,1st Quintile,West,(2) Intermediate General/Vocational Qualification,0.11040,180,1937,0.09644,0.12436
1987,1st Quintile,West,(2c_gen) General Maturity Certificate,0.04458,98,1937,0.03539,0.05378
1987,1st Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02273,58,1937,0.01609,0.02937
1987,2nd Quintile,West,(0) No qualification (yet),0.01295,40,2020,0.00802,0.01788
1987,2nd Quintile,West,(1a) Inadequately completed,0.02733,193,2020,0.02022,0.03444
1987,2nd Quintile,West,(1b) General Elementary School,0.28882,606,2020,0.26905,0.30859
1987,2nd Quintile,West,(1c) Basic Vocational Qualification,0.43533,756,2020,0.41370,0.45696
1987,2nd Quintile,West,(2) Intermediate General/Vocational Qualification,0.15604,257,2020,0.14021,0.17187
1987,2nd Quintile,West,(2c_gen) General Maturity Certificate,0.02789,72,2020,0.02071,0.03507
1987,2nd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02860,61,2020,0.02133,0.03587
1987,2nd Quintile,West,(3b) Higher Tertiary Education,0.01319,35,2020,0.00822,0.01817
1987,3rd Quintile,West,(0) No qualification (yet),0.01498,44,2081,0.00976,0.02020
1987,3rd Quintile,West,(1a) Inadequately completed,0.01927,171,2081,0.01336,0.02518
1987,3rd Quintile,West,(1b) General Elementary School,0.21605,477,2081,0.19837,0.23374
1987,3rd Quintile,West,(1c) Basic Vocational Qualification,0.43764,806,2081,0.41632,0.45896
1987,3rd Quintile,West,(2) Intermediate General/Vocational Qualification,0.19923,352,2081,0.18206,0.21640
1987,3rd Quintile,West,(2c_gen) General Maturity Certificate,0.03065,69,2081,0.02324,0.03806
1987,3rd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.04168,82,2081,0.03309,0.05027
1987,3rd Quintile,West,(3a) Lower Tertiary Education,0.02249,39,2081,0.01612,0.02887
1987,3rd Quintile,West,(3b) Higher Tertiary Education,0.01800,41,2081,0.01229,0.02371
1987,4th Quintile,West,(0) No qualification (yet),0.01480,37,2125,0.00967,0.01994
1987,4th Quintile,West,(1a) Inadequately completed,0.02098,134,2125,0.01489,0.02708
1987,4th Quintile,West,(1b) General Elementary School,0.16414,395,2125,0.14839,0.17990
1987,4th Quintile,West,(1c) Basic Vocational Qualification,0.38828,771,2125,0.36756,0.40901
1987,4th Quintile,West,(2) Intermediate General/Vocational Qualification,0.23590,446,2125,0.21784,0.25396
1987,4th Quintile,West,(2c_gen) General Maturity Certificate,0.03380,75,2125,0.02611,0.04148
1987,4th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.04598,84,2125,0.03708,0.05489
1987,4th Quintile,West,(3a) Lower Tertiary Education,0.03226,59,2125,0.02475,0.03978
1987,4th Quintile,West,(3b) Higher Tertiary Education,0.06385,124,2125,0.05345,0.07424
1987,5th Quintile,West,(0) No qualification (yet),0.01173,31,2070,0.00709,0.01638
1987,5th Quintile,West,(1a) Inadequately completed,0.00905,58,2070,0.00497,0.01313
1987,5th Quintile,West,(1b) General Elementary School,0.10755,255,2070,0.09420,0.12090
1987,5th Quintile,West,(1c) Basic Vocational Qualification,0.31874,642,2070,0.29866,0.33882
1987,5th Quintile,West,(2) Intermediate General/Vocational Qualification,0.27405,524,2070,0.25483,0.29327
1987,5th Quintile,West,(2c_gen) General Maturity Certificate,0.02890,64,2070,0.02168,0.03612
1987,5th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.05665,116,2070,0.04669,0.06661
1987,5th Quintile,West,(3a) Lower Tertiary Education,0.06325,116,2070,0.05276,0.07374
1987,5th Quintile,West,(3b) Higher Tertiary Education,0.13007,264,2070,0.11557,0.14456
1988,1st Quintile,West,(0) No qualification (yet),0.01621,40,1901,0.01053,0.02189
1988,1st Quintile,West,(1a) Inadequately completed,0.04795,253,1901,0.03834,0.05756
1988,1st Quintile,West,(1b) General Elementary School,0.36676,693,1901,0.34509,0.38843
1988,1st Quintile,West,(1c) Basic Vocational Qualification,0.35800,562,1901,0.33644,0.37956
1988,1st Quintile,West,(2) Intermediate General/Vocational Qualification,0.11026,175,1901,0.09617,0.12434
1988,1st Quintile,West,(2c_gen) General Maturity Certificate,0.04795,90,1901,0.03835,0.05756
1988,1st Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02147,52,1901,0.01496,0.02799
1988,1st Quintile,West,(3b) Higher Tertiary Education,0.01905,36,1901,0.01290,0.02519
1988,2nd Quintile,West,(0) No qualification (yet),0.01753,37,1909,0.01164,0.02342
1988,2nd Quintile,West,(1a) Inadequately completed,0.02166,169,1909,0.01513,0.02820
1988,2nd Quintile,West,(1b) General Elementary School,0.28014,570,1909,0.25999,0.30029
1988,2nd Quintile,West,(1c) Basic Vocational Qualification,0.43332,723,1909,0.41108,0.45555
1988,2nd Quintile,West,(2) Intermediate General/Vocational Qualification,0.16491,277,1909,0.14826,0.18157
1988,2nd Quintile,West,(2c_gen) General Maturity Certificate,0.02788,67,1909,0.02049,0.03527
1988,2nd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.03274,66,1909,0.02475,0.04072
1988,3rd Quintile,West,(0) No qualification (yet),0.01827,39,1972,0.01236,0.02418
1988,3rd Quintile,West,(1a) Inadequately completed,0.01564,138,1972,0.01016,0.02111
1988,3rd Quintile,West,(1b) General Elementary School,0.22854,489,1972,0.21000,0.24707
1988,3rd Quintile,West,(1c) Basic Vocational Qualification,0.42402,754,1972,0.40220,0.44583
1988,3rd Quintile,West,(2) Intermediate General/Vocational Qualification,0.19609,325,1972,0.17856,0.21362
1988,3rd Quintile,West,(2c_gen) General Maturity Certificate,0.03427,71,1972,0.02624,0.04230
1988,3rd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.03472,64,1972,0.02664,0.04280
1988,3rd Quintile,West,(3a) Lower Tertiary Education,0.01959,35,1972,0.01347,0.02571
1988,3rd Quintile,West,(3b) Higher Tertiary Education,0.02887,57,1972,0.02148,0.03626
1988,4th Quintile,West,(1a) Inadequately completed,0.01935,137,2005,0.01331,0.02538
1988,4th Quintile,West,(1b) General Elementary School,0.16041,376,2005,0.14435,0.17648
1988,4th Quintile,West,(1c) Basic Vocational Qualification,0.41369,770,2005,0.39212,0.43525
1988,4th Quintile,West,(2) Intermediate General/Vocational Qualification,0.23241,422,2005,0.21392,0.25090
1988,4th Quintile,West,(2c_gen) General Maturity Certificate,0.03210,65,2005,0.02438,0.03981
1988,4th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.04657,84,2005,0.03735,0.05580
1988,4th Quintile,West,(3a) Lower Tertiary Education,0.02964,50,2005,0.02221,0.03706
1988,4th Quintile,West,(3b) Higher Tertiary Education,0.05464,101,2005,0.04469,0.06459
1988,5th Quintile,West,(1a) Inadequately completed,0.00830,48,1896,0.00421,0.01238
1988,5th Quintile,West,(1b) General Elementary School,0.08566,195,1896,0.07305,0.09826
1988,5th Quintile,West,(1c) Basic Vocational Qualification,0.33252,611,1896,0.31131,0.35373
1988,5th Quintile,West,(2) Intermediate General/Vocational Qualification,0.27621,502,1896,0.25608,0.29634
1988,5th Quintile,West,(2c_gen) General Maturity Certificate,0.02408,56,1896,0.01718,0.03099
1988,5th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.06631,122,1896,0.05511,0.07752
1988,5th Quintile,West,(3a) Lower Tertiary Education,0.06353,112,1896,0.05254,0.07451
1988,5th Quintile,West,(3b) Higher Tertiary Education,0.13501,250,1896,0.11962,0.15039
1989,1st Quintile,West,(0) No qualification (yet),0.02159,47,1859,0.01498,0.02820
1989,1st Quintile,West,(1a) Inadequately completed,0.04466,240,1859,0.03527,0.05405
1989,1st Quintile,West,(1b) General Elementary School,0.35818,669,1859,0.33638,0.37998
1989,1st Quintile,West,(1c) Basic Vocational Qualification,0.36042,544,1859,0.33859,0.38225
1989,1st Quintile,West,(2) Intermediate General/Vocational Qualification,0.10564,179,1859,0.09167,0.11962
1989,1st Quintile,West,(2c_gen) General Maturity Certificate,0.04832,90,1859,0.03857,0.05807
1989,1st Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02868,58,1859,0.02109,0.03627
1989,1st Quintile,West,(3b) Higher Tertiary Education,0.01956,32,1859,0.01326,0.02586
1989,2nd Quintile,West,(0) No qualification (yet),0.01769,42,1876,0.01173,0.02366
1989,2nd Quintile,West,(1a) Inadequately completed,0.03002,191,1876,0.02230,0.03774
1989,2nd Quintile,West,(1b) General Elementary School,0.27881,562,1876,0.25851,0.29911
1989,2nd Quintile,West,(1c) Basic Vocational Qualification,0.41582,687,1876,0.39351,0.43813
1989,2nd Quintile,West,(2) Intermediate General/Vocational Qualification,0.17945,279,1876,0.16208,0.19682
1989,2nd Quintile,West,(2c_gen) General Maturity Certificate,0.02560,63,1876,0.01845,0.03275
1989,2nd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02463,52,1876,0.01762,0.03165
1989,3rd Quintile,West,(0) No qualification (yet),0.01884,35,1867,0.01267,0.02501
1989,3rd Quintile,West,(1a) Inadequately completed,0.02066,132,1867,0.01421,0.02712
1989,3rd Quintile,West,(1b) General Elementary School,0.20956,422,1867,0.19110,0.22803
1989,3rd Quintile,West,(1c) Basic Vocational Qualification,0.43730,735,1867,0.41479,0.45980
1989,3rd Quintile,West,(2) Intermediate General/Vocational Qualification,0.18066,303,1867,0.16321,0.19812
1989,3rd Quintile,West,(2c_gen) General Maturity Certificate,0.03481,73,1867,0.02649,0.04312
1989,3rd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.04231,71,1867,0.03317,0.05144
1989,3rd Quintile,West,(3a) Lower Tertiary Education,0.02314,36,1867,0.01632,0.02997
1989,3rd Quintile,West,(3b) Higher Tertiary Education,0.03272,60,1867,0.02465,0.04079
1989,4th Quintile,West,(1a) Inadequately completed,0.01332,104,1946,0.00822,0.01841
1989,4th Quintile,West,(1b) General Elementary School,0.16306,354,1946,0.14664,0.17948
1989,4th Quintile,West,(1c) Basic Vocational Qualification,0.41602,766,1946,0.39411,0.43792
1989,4th Quintile,West,(2) Intermediate General/Vocational Qualification,0.23644,419,1946,0.21756,0.25532
1989,4th Quintile,West,(2c_gen) General Maturity Certificate,0.03003,65,1946,0.02244,0.03761
1989,4th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.04942,99,1946,0.03979,0.05905
1989,4th Quintile,West,(3a) Lower Tertiary Education,0.02743,47,1946,0.02017,0.03469
1989,4th Quintile,West,(3b) Higher Tertiary Education,0.04851,92,1946,0.03896,0.05806
1989,5th Quintile,West,(1a) Inadequately completed,0.00818,45,1816,0.00404,0.01233
1989,5th Quintile,West,(1b) General Elementary School,0.08773,197,1816,0.07471,0.10074
1989,5th Quintile,West,(1c) Basic Vocational Qualification,0.30705,557,1816,0.28583,0.32828
1989,5th Quintile,West,(2) Intermediate General/Vocational Qualification,0.27489,471,1816,0.25435,0.29543
1989,5th Quintile,West,(2c_gen) General Maturity Certificate,0.02888,61,1816,0.02118,0.03659
1989,5th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.06902,122,1816,0.05736,0.08068
1989,5th Quintile,West,(3a) Lower Tertiary Education,0.06689,110,1816,0.05540,0.07839
1989,5th Quintile,West,(3b) Higher Tertiary Education,0.14606,253,1816,0.12981,0.16231
1990,1st Quintile,West,(0) No qualification (yet),0.01696,42,1815,0.01101,0.02290
1990,1st Quintile,West,(1a) Inadequately completed,0.05502,254,1815,0.04453,0.06551
1990,1st Quintile,West,(1b) General Elementary School,0.37248,679,1815,0.35023,0.39472
1990,1st Quintile,West,(1c) Basic Vocational Qualification,0.36867,558,1815,0.34646,0.39087
1990,1st Quintile,West,(2) Intermediate General/Vocational Qualification,0.10358,153,1815,0.08956,0.11761
1990,1st Quintile,West,(2c_gen) General Maturity Certificate,0.03403,77,1815,0.02569,0.04238
1990,1st Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02441,52,1815,0.01731,0.03152
1990,2nd Quintile,West,(0) No qualification (yet),0.01595,38,1826,0.01020,0.02170
1990,2nd Quintile,West,(1a) Inadequately completed,0.02735,173,1826,0.01987,0.03483
1990,2nd Quintile,West,(1b) General Elementary School,0.26333,495,1826,0.24312,0.28353
1990,2nd Quintile,West,(1c) Basic Vocational Qualification,0.40279,657,1826,0.38028,0.42529
1990,2nd Quintile,West,(2) Intermediate General/Vocational Qualification,0.18724,300,1826,0.16934,0.20514
1990,2nd Quintile,West,(2c_gen) General Maturity Certificate,0.03357,65,1826,0.02531,0.04184
1990,2nd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.03068,57,1826,0.02277,0.03859
1990,2nd Quintile,West,(3b) Higher Tertiary Education,0.02515,41,1826,0.01797,0.03234
1990,3rd Quintile,West,(1a) Inadequately completed,0.02295,125,1825,0.01608,0.02983
1990,3rd Quintile,West,(1b) General Elementary School,0.20907,442,1825,0.19041,0.22773
1990,3rd Quintile,West,(1c) Basic Vocational Qualification,0.43239,717,1825,0.40966,0.45513
1990,3rd Quintile,West,(2) Intermediate General/Vocational Qualification,0.18274,296,1825,0.16500,0.20047
1990,3rd Quintile,West,(2c_gen) General Maturity Certificate,0.03556,71,1825,0.02706,0.04405
1990,3rd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.04849,80,1825,0.03863,0.05835
1990,3rd Quintile,West,(3a) Lower Tertiary Education,0.02398,43,1825,0.01696,0.03101
1990,3rd Quintile,West,(3b) Higher Tertiary Education,0.02996,51,1825,0.02213,0.03778
1990,4th Quintile,West,(1a) Inadequately completed,0.01303,90,1893,0.00792,0.01814
1990,4th Quintile,West,(1b) General Elementary School,0.15867,356,1893,0.14221,0.17514
1990,4th Quintile,West,(1c) Basic Vocational Qualification,0.40845,730,1893,0.38630,0.43059
1990,4th Quintile,West,(2) Intermediate General/Vocational Qualification,0.23130,401,1893,0.21230,0.25030
1990,4th Quintile,West,(2c_gen) General Maturity Certificate,0.03821,73,1893,0.02957,0.04685
1990,4th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.04583,88,1893,0.03641,0.05526
1990,4th Quintile,West,(3a) Lower Tertiary Education,0.03156,53,1893,0.02368,0.03944
1990,4th Quintile,West,(3b) Higher Tertiary Education,0.05971,102,1893,0.04903,0.07038
1990,5th Quintile,West,(1a) Inadequately completed,0.00773,40,1768,0.00365,0.01182
1990,5th Quintile,West,(1b) General Elementary School,0.07195,165,1768,0.05990,0.08400
1990,5th Quintile,West,(1c) Basic Vocational Qualification,0.31269,547,1768,0.29108,0.33431
1990,5th Quintile,West,(2) Intermediate General/Vocational Qualification,0.28384,475,1768,0.26282,0.30487
1990,5th Quintile,West,(2c_gen) General Maturity Certificate,0.02670,52,1768,0.01918,0.03422
1990,5th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.07300,133,1768,0.06087,0.08513
1990,5th Quintile,West,(3a) Lower Tertiary Education,0.06912,109,1768,0.05729,0.08095
1990,5th Quintile,West,(3b) Higher Tertiary Education,0.14066,247,1768,0.12445,0.15687
1991,1st Quintile,West,(0) No qualification (yet),0.01518,34,1772,0.00949,0.02088
1991,1st Quintile,West,(1a) Inadequately completed,0.05487,239,1772,0.04427,0.06548
1991,1st Quintile,West,(1b) General Elementary School,0.37020,647,1772,0.34771,0.39269
1991,1st Quintile,West,(1c) Basic Vocational Qualification,0.34430,516,1772,0.32217,0.36643
