"year","bildungsniveau","sex","mean","median","n","lower_confidence","upper_confidence"
"1986","Hauptschulabschluss","maennlich","7.41","7.5","2944","7.34","7.48"
"1986","Hauptschulabschluss","weiblich","7.42","7.5","3073","7.35","7.49"
"1986","Realschulabschluss","maennlich","7.6","7.5","729","7.48","7.72"
"1986","Realschulabschluss","weiblich","7.7","7.5","1026","7.6","7.8"
"1987","(Fach-)Abitur","maennlich","7.5","7.5","446","7.33","7.67"
"1987","(Fach-)Abitur","weiblich","7.25","7.5","319","7.05","7.45"
"1987","(noch) kein Abschluss","maennlich","7.04","7.5","448","6.84","7.24"
"1987","(noch) kein Abschluss","weiblich","7.11","7.5","540","6.95","7.27"
"1987","AkademikerInnen","maennlich","7.48","7.5","492","7.33","7.63"
"1987","AkademikerInnen","weiblich","7.68","7.5","244","7.47","7.89"
"1987","Hauptschulabschluss","maennlich","7.23","7.5","2919","7.16","7.3"
"1987","Hauptschulabschluss","weiblich","7.18","7.5","3027","7.11","7.25"
"1987","Realschulabschluss","maennlich","7.36","7.5","736","7.24","7.48"
"1987","Realschulabschluss","weiblich","7.47","7.5","1004","7.36","7.58"
"1988","(Fach-)Abitur","maennlich","","","","",""
"1988","(Fach-)Abitur","weiblich","","","","",""
"1988","(noch) kein Abschluss","maennlich","","","","",""
"1988","(noch) kein Abschluss","weiblich","","","","",""
"1988","AkademikerInnen","maennlich","","","","",""
"1988","AkademikerInnen","weiblich","","","","",""
"1988","Hauptschulabschluss","maennlich","","","","",""
"1988","Hauptschulabschluss","weiblich","","","","",""
"1988","Realschulabschluss","maennlich","","","","",""
"1988","Realschulabschluss","weiblich","","","","",""
"1989","(Fach-)Abitur","maennlich","","","","",""
"1989","(Fach-)Abitur","weiblich","","","","",""
"1989","(noch) kein Abschluss","maennlich","","","","",""
"1989","(noch) kein Abschluss","weiblich","","","","",""
"1989","AkademikerInnen","maennlich","","","","",""
"1989","AkademikerInnen","weiblich","","","","",""
"1989","Hauptschulabschluss","maennlich","","","","",""
"1989","Hauptschulabschluss","weiblich","","","","",""
"1989","Realschulabschluss","maennlich","","","","",""
"1989","Realschulabschluss","weiblich","","","","",""
"1990","(Fach-)Abitur","maennlich","","","","",""
"1990","(Fach-)Abitur","weiblich","","","","",""
"1990","(noch) kein Abschluss","maennlich","","","","",""
"1990","(noch) kein Abschluss","weiblich","","","","",""
"1990","AkademikerInnen","maennlich","","","","",""
"1990","AkademikerInnen","weiblich","","","","",""
"1990","Hauptschulabschluss","maennlich","","","","",""
"1990","Hauptschulabschluss","weiblich","","","","",""
"1990","Realschulabschluss","maennlich","","","","",""
"1990","Realschulabschluss","weiblich","","","","",""
"1991","(Fach-)Abitur","maennlich","","","","",""
"1991","(Fach-)Abitur","weiblich","","","","",""
"1991","(noch) kein Abschluss","maennlich","","","","",""
"1991","(noch) kein Abschluss","weiblich","","","","",""
"1991","AkademikerInnen","maennlich","","","","",""
"1991","AkademikerInnen","weiblich","","","","",""
"1991","Hauptschulabschluss","maennlich","","","","",""
"1991","Hauptschulabschluss","weiblich","","","","",""
"1991","Realschulabschluss","maennlich","","","","",""
"1991","Realschulabschluss","weiblich","","","","",""
"1992","(Fach-)Abitur","maennlich","","","","",""
"1992","(Fach-)Abitur","weiblich","","","","",""
"1992","(noch) kein Abschluss","maennlich","","","","",""
"1992","(noch) kein Abschluss","weiblich","","","","",""
"1992","AkademikerInnen","maennlich","","","","",""
"1992","AkademikerInnen","weiblich","","","","",""
"1992","Hauptschulabschluss","maennlich","","","","",""
"1992","Hauptschulabschluss","weiblich","","","","",""
"1992","Realschulabschluss","maennlich","","","","",""
"1992","Realschulabschluss","weiblich","","","","",""
"1993","(Fach-)Abitur","maennlich","","","","",""
"1993","(Fach-)Abitur","weiblich","","","","",""
"1993","(noch) kein Abschluss","maennlich","","","","",""
"1993","(noch) kein Abschluss","weiblich","","","","",""
"1993","AkademikerInnen","maennlich","","","","",""
"1993","AkademikerInnen","weiblich","","","","",""
"1993","Hauptschulabschluss","maennlich","","","","",""
"1993","Hauptschulabschluss","weiblich","","","","",""
"1993","Realschulabschluss","maennlich","","","","",""
"1993","Realschulabschluss","weiblich","","","","",""
"1994","(Fach-)Abitur","maennlich","","","","",""
"1994","(Fach-)Abitur","weiblich","","","","",""
"1994","(noch) kein Abschluss","maennlich","","","","",""
"1994","(noch) kein Abschluss","weiblich","","","","",""
"1994","AkademikerInnen","maennlich","","","","",""
"1994","AkademikerInnen","weiblich","","","","",""
"1994","Hauptschulabschluss","maennlich","","","","",""
"1994","Hauptschulabschluss","weiblich","","","","",""
"1994","Realschulabschluss","maennlich","","","","",""
"1994","Realschulabschluss","weiblich","","","","",""
"1995","(Fach-)Abitur","maennlich","","","","",""
"1995","(Fach-)Abitur","weiblich","","","","",""
"1995","(noch) kein Abschluss","maennlich","","","","",""
"1995","(noch) kein Abschluss","weiblich","","","","",""
"1995","AkademikerInnen","maennlich","","","","",""
"1995","AkademikerInnen","weiblich","","","","",""
"1995","Hauptschulabschluss","maennlich","","","","",""
"1995","Hauptschulabschluss","weiblich","","","","",""
"1995","Realschulabschluss","maennlich","","","","",""
"1995","Realschulabschluss","weiblich","","","","",""
"1996","(Fach-)Abitur","maennlich","","","","",""
"1996","(Fach-)Abitur","weiblich","","","","",""
"1996","(noch) kein Abschluss","maennlich","","","","",""
"1996","(noch) kein Abschluss","weiblich","","","","",""
"1996","AkademikerInnen","maennlich","","","","",""
"1996","AkademikerInnen","weiblich","","","","",""
"1996","Hauptschulabschluss","maennlich","","","","",""
"1996","Hauptschulabschluss","weiblich","","","","",""
"1996","Realschulabschluss","maennlich","","","","",""
"1996","Realschulabschluss","weiblich","","","","",""
"1997","(Fach-)Abitur","maennlich","","","","",""
"1997","(Fach-)Abitur","weiblich","","","","",""
"1997","(noch) kein Abschluss","maennlich","","","","",""
"1997","(noch) kein Abschluss","weiblich","","","","",""
"1997","AkademikerInnen","maennlich","","","","",""
"1997","AkademikerInnen","weiblich","","","","",""
"1997","Hauptschulabschluss","maennlich","","","","",""
"1997","Hauptschulabschluss","weiblich","","","","",""
"1997","Realschulabschluss","maennlich","","","","",""
"1997","Realschulabschluss","weiblich","","","","",""
"1998","(Fach-)Abitur","maennlich","","","","",""
"1998","(Fach-)Abitur","weiblich","","","","",""
"1998","(noch) kein Abschluss","maennlich","","","","",""
"1998","(noch) kein Abschluss","weiblich","","","","",""
"1998","AkademikerInnen","maennlich","","","","",""
"1998","AkademikerInnen","weiblich","","","","",""
"1998","Hauptschulabschluss","maennlich","","","","",""
"1998","Hauptschulabschluss","weiblich","","","","",""
"1998","Realschulabschluss","maennlich","","","","",""
"1998","Realschulabschluss","weiblich","","","","",""
"1999","(Fach-)Abitur","maennlich","","","","",""
"1999","(Fach-)Abitur","weiblich","","","","",""
"1999","(noch) kein Abschluss","maennlich","","","","",""
"1999","(noch) kein Abschluss","weiblich","","","","",""
"1999","AkademikerInnen","maennlich","","","","",""
"1999","AkademikerInnen","weiblich","","","","",""
"1999","Hauptschulabschluss","maennlich","","","","",""
"1999","Hauptschulabschluss","weiblich","","","","",""
"1999","Realschulabschluss","maennlich","","","","",""
"1999","Realschulabschluss","weiblich","","","","",""
"2000","(Fach-)Abitur","maennlich","","","","",""
"2000","(Fach-)Abitur","weiblich","","","","",""
"2000","(noch) kein Abschluss","maennlich","","","","",""
"2000","(noch) kein Abschluss","weiblich","","","","",""
"2000","AkademikerInnen","maennlich","","","","",""
"2000","AkademikerInnen","weiblich","","","","",""
"2000","Hauptschulabschluss","maennlich","","","","",""
"2000","Hauptschulabschluss","weiblich","","","","",""
"2000","Realschulabschluss","maennlich","","","","",""
"2000","Realschulabschluss","weiblich","","","","",""
"2001","(Fach-)Abitur","maennlich","","","","",""
"2001","(Fach-)Abitur","weiblich","","","","",""
"2001","(noch) kein Abschluss","maennlich","","","","",""
"2001","(noch) kein Abschluss","weiblich","","","","",""
"2001","AkademikerInnen","maennlich","","","","",""
"2001","AkademikerInnen","weiblich","","","","",""
"2001","Hauptschulabschluss","maennlich","","","","",""
"2001","Hauptschulabschluss","weiblich","","","","",""
"2001","Realschulabschluss","maennlich","","","","",""
"2001","Realschulabschluss","weiblich","","","","",""
"2002","(Fach-)Abitur","maennlich","","","","",""
"2002","(Fach-)Abitur","weiblich","","","","",""
"2002","(noch) kein Abschluss","maennlich","","","","",""
"2002","(noch) kein Abschluss","weiblich","","","","",""
"2002","AkademikerInnen","maennlich","","","","",""
"2002","AkademikerInnen","weiblich","","","","",""
"2002","Hauptschulabschluss","maennlich","","","","",""
"2002","Hauptschulabschluss","weiblich","","","","",""
"2002","Realschulabschluss","maennlich","","","","",""
"2002","Realschulabschluss","weiblich","","","","",""
"2003","(Fach-)Abitur","maennlich","","","","",""
"2003","(Fach-)Abitur","weiblich","","","","",""
"2003","(noch) kein Abschluss","maennlich","","","","",""
"2003","(noch) kein Abschluss","weiblich","","","","",""
"2003","AkademikerInnen","maennlich","","","","",""
"2003","AkademikerInnen","weiblich","","","","",""
"2003","Hauptschulabschluss","maennlich","","","","",""
"2003","Hauptschulabschluss","weiblich","","","","",""
"2003","Realschulabschluss","maennlich","","","","",""
"2003","Realschulabschluss","weiblich","","","","",""
"2004","(Fach-)Abitur","maennlich","","","","",""
"2004","(Fach-)Abitur","weiblich","","","","",""
"2004","(noch) kein Abschluss","maennlich","","","","",""
"2004","(noch) kein Abschluss","weiblich","","","","",""
"2004","AkademikerInnen","maennlich","","","","",""
"2004","AkademikerInnen","weiblich","","","","",""
"2004","Hauptschulabschluss","maennlich","","","","",""
"2004","Hauptschulabschluss","weiblich","","","","",""
"2004","Realschulabschluss","maennlich","","","","",""
"2004","Realschulabschluss","weiblich","","","","",""
"2005","(Fach-)Abitur","maennlich","","","","",""
"2005","(Fach-)Abitur","weiblich","","","","",""
"2005","(noch) kein Abschluss","maennlich","","","","",""
"2005","(noch) kein Abschluss","weiblich","","","","",""
"2005","AkademikerInnen","maennlich","","","","",""
"2005","AkademikerInnen","weiblich","","","","",""
"2005","Hauptschulabschluss","maennlich","","","","",""
"2005","Hauptschulabschluss","weiblich","","","","",""
"2005","Realschulabschluss","maennlich","","","","",""
"2005","Realschulabschluss","weiblich","","","","",""
"2006","(Fach-)Abitur","maennlich","","","","",""
"2006","(Fach-)Abitur","weiblich","","","","",""
"2006","(noch) kein Abschluss","maennlich","","","","",""
"2006","(noch) kein Abschluss","weiblich","","","","",""
"2006","AkademikerInnen","maennlich","","","","",""
"2006","AkademikerInnen","weiblich","","","","",""
"2006","Hauptschulabschluss","maennlich","","","","",""
"2006","Hauptschulabschluss","weiblich","","","","",""
"2006","Realschulabschluss","maennlich","","","","",""
"2006","Realschulabschluss","weiblich","","","","",""
"2007","(Fach-)Abitur","maennlich","","","","",""
"2007","(Fach-)Abitur","weiblich","","","","",""
"2007","(noch) kein Abschluss","maennlich","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","",""
"2007","AkademikerInnen","maennlich","","","","",""
"2007","AkademikerInnen","weiblich","","","","",""
"2007","Hauptschulabschluss","maennlich","","","","",""
"2007","Hauptschulabschluss","weiblich","","","","",""
"2007","Realschulabschluss","maennlich","","","","",""
"2007","Realschulabschluss","weiblich","","","","",""
"2008","(Fach-)Abitur","maennlich","7.25","7.5","963","7.15","7.35"
"2008","(Fach-)Abitur","weiblich","7.37","7.5","1194","7.28","7.46"
"2008","(noch) kein Abschluss","maennlich","7.4","7.5","251","7.2","7.6"
"2008","(noch) kein Abschluss","weiblich","6.92","6.5","287","6.71","7.13"
"2008","AkademikerInnen","maennlich","7.33","7.5","2279","7.26","7.4"
"2008","AkademikerInnen","weiblich","7.37","7.5","1888","7.3","7.44"
"2008","Hauptschulabschluss","maennlich","6.72","6.5","3239","6.65","6.79"
"2008","Hauptschulabschluss","weiblich","6.72","6.5","3459","6.66","6.78"
"2008","Realschulabschluss","maennlich","6.96","6.5","2154","6.89","7.03"
"2008","Realschulabschluss","weiblich","7.08","6.5","2941","7.02","7.14"
"2009","(Fach-)Abitur","maennlich","","","","",""
"2009","(Fach-)Abitur","weiblich","","","","",""
"2009","(noch) kein Abschluss","maennlich","","","","",""
"2009","(noch) kein Abschluss","weiblich","","","","",""
"2009","AkademikerInnen","maennlich","","","","",""
"2009","AkademikerInnen","weiblich","","","","",""
"2009","Hauptschulabschluss","maennlich","","","","",""
"2009","Hauptschulabschluss","weiblich","","","","",""
"2009","Realschulabschluss","maennlich","","","","",""
"2009","Realschulabschluss","weiblich","","","","",""
"2010","(Fach-)Abitur","maennlich","","","","",""
"2010","(Fach-)Abitur","weiblich","","","","",""
"2010","(noch) kein Abschluss","maennlich","","","","",""
"2010","(noch) kein Abschluss","weiblich","","","","",""
"2010","AkademikerInnen","maennlich","","","","",""
"2010","AkademikerInnen","weiblich","","","","",""
"2010","Hauptschulabschluss","maennlich","","","","",""
"2010","Hauptschulabschluss","weiblich","","","","",""
"2010","Realschulabschluss","maennlich","","","","",""
"2010","Realschulabschluss","weiblich","","","","",""
"2011","(Fach-)Abitur","maennlich","","","","",""
"2011","(Fach-)Abitur","weiblich","","","","",""
"2011","(noch) kein Abschluss","maennlich","","","","",""
"2011","(noch) kein Abschluss","weiblich","","","","",""
"2011","AkademikerInnen","maennlich","","","","",""
"2011","AkademikerInnen","weiblich","","","","",""
"2011","Hauptschulabschluss","maennlich","","","","",""
"2011","Hauptschulabschluss","weiblich","","","","",""
"2011","Realschulabschluss","maennlich","","","","",""
"2011","Realschulabschluss","weiblich","","","","",""
"2012","(Fach-)Abitur","maennlich","","","","",""
"2012","(Fach-)Abitur","weiblich","","","","",""
"2012","(noch) kein Abschluss","maennlich","","","","",""
"2012","(noch) kein Abschluss","weiblich","","","","",""
"2012","AkademikerInnen","maennlich","","","","",""
"2012","AkademikerInnen","weiblich","","","","",""
"2012","Hauptschulabschluss","maennlich","","","","",""
"2012","Hauptschulabschluss","weiblich","","","","",""
"2012","Realschulabschluss","maennlich","","","","",""
"2012","Realschulabschluss","weiblich","","","","",""
"2013","(Fach-)Abitur","maennlich","7.73","7.5","1493","7.65","7.81"
"2013","(Fach-)Abitur","weiblich","7.75","7.5","1854","7.68","7.82"
"2013","(noch) kein Abschluss","maennlich","7.51","7.5","458","7.33","7.69"
"2013","(noch) kein Abschluss","weiblich","7.12","6.5","504","6.95","7.29"
"2013","AkademikerInnen","maennlich","7.62","7.5","2787","7.56","7.68"
"2013","AkademikerInnen","weiblich","7.73","7.5","2632","7.67","7.79"
"2013","Hauptschulabschluss","maennlich","6.98","6.5","3752","6.92","7.04"
"2013","Hauptschulabschluss","weiblich","7.04","6.5","3939","6.98","7.1"
"2013","Realschulabschluss","maennlich","7.29","7.5","2318","7.22","7.36"
"2013","Realschulabschluss","weiblich","7.36","7.5","3221","7.3","7.42"
"2014","(Fach-)Abitur","maennlich","","","","",""
"2014","(Fach-)Abitur","weiblich","","","","",""
"2014","(noch) kein Abschluss","maennlich","","","","",""
"2014","(noch) kein Abschluss","weiblich","","","","",""
"2014","AkademikerInnen","maennlich","","","","",""
"2014","AkademikerInnen","weiblich","","","","",""
"2014","Hauptschulabschluss","maennlich","","","","",""
"2014","Hauptschulabschluss","weiblich","","","","",""
"2014","Realschulabschluss","maennlich","","","","",""
"2014","Realschulabschluss","weiblich","","","","",""
"2015","(Fach-)Abitur","maennlich","","","","",""
"2015","(Fach-)Abitur","weiblich","","","","",""
"2015","(noch) kein Abschluss","maennlich","","","","",""
"2015","(noch) kein Abschluss","weiblich","","","","",""
"2015","AkademikerInnen","maennlich","","","","",""
"2015","AkademikerInnen","weiblich","","","","",""
"2015","Hauptschulabschluss","maennlich","","","","",""
"2015","Hauptschulabschluss","weiblich","","","","",""
"2015","Realschulabschluss","maennlich","","","","",""
"2015","Realschulabschluss","weiblich","","","","",""
"2016","(Fach-)Abitur","maennlich","","","","",""
"2016","(Fach-)Abitur","weiblich","","","","",""
"2016","(noch) kein Abschluss","maennlich","","","","",""
"2016","(noch) kein Abschluss","weiblich","","","","",""
"2016","AkademikerInnen","maennlich","","","","",""
"2016","AkademikerInnen","weiblich","","","","",""
"2016","Hauptschulabschluss","maennlich","","","","",""
"2016","Hauptschulabschluss","weiblich","","","","",""
"2016","Realschulabschluss","maennlich","","","","",""
"2016","Realschulabschluss","weiblich","","","","",""
"2017","(Fach-)Abitur","maennlich","","","","",""
"2017","(Fach-)Abitur","weiblich","","","","",""
"2017","(noch) kein Abschluss","maennlich","","","","",""
"2017","(noch) kein Abschluss","weiblich","","","","",""
"2017","AkademikerInnen","maennlich","","","","",""
"2017","AkademikerInnen","weiblich","","","","",""
"2017","Hauptschulabschluss","maennlich","","","","",""
"2017","Hauptschulabschluss","weiblich","","","","",""
"2017","Realschulabschluss","maennlich","","","","",""
"2017","Realschulabschluss","weiblich","","","","",""
"2018","(Fach-)Abitur","maennlich","7.72","7.5","1700","7.65","7.79"
"2018","(Fach-)Abitur","weiblich","7.87","7.5","2299","7.81","7.93"
"2018","(noch) kein Abschluss","maennlich","7.4","7.5","397","7.21","7.59"
"2018","(noch) kein Abschluss","weiblich","7.25","7.5","485","7.07","7.43"
"2018","AkademikerInnen","maennlich","7.9","7.5","3136","7.85","7.95"
"2018","AkademikerInnen","weiblich","7.9","7.5","3171","7.85","7.95"
"2018","Hauptschulabschluss","maennlich","7.2","7.5","3319","7.14","7.26"
"2018","Hauptschulabschluss","weiblich","7.3","7.5","3348","7.24","7.36"
"2018","Realschulabschluss","maennlich","7.49","7.5","2661","7.43","7.55"
"2018","Realschulabschluss","weiblich","7.63","7.5","3935","7.58","7.68"
