"party","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"SPD","1985","AkademikerIn","Westdeutschland","196","0.24510223259455","0.21427638718146","0.27592807800764"
"SPD","1985","AkademikerIn","Ostdeutschland","","","",""
"CDU/CSU","1985","(noch) kein Abschluss","Westdeutschland","54","0.111848963978983","0.0931122807181449","0.130585647239821"
"CDU/CSU","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"CDU/CSU","1985","Hauptschule","Westdeutschland","1377","0.25273194015345","0.24208745610036","0.26337642420654"
"CDU/CSU","1985","Hauptschule","Ostdeutschland","","","",""
"CDU/CSU","1985","Realschule","Westdeutschland","498","0.298923280422238","0.277739692755298","0.320106868089177"
"CDU/CSU","1985","Realschule","Ostdeutschland","","","",""
"CDU/CSU","1985","(Fach-)Abitur","Westdeutschland","159","0.244973757879665","0.214830824071006","0.275116691688325"
"CDU/CSU","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"CDU/CSU","1985","AkademikerIn","Westdeutschland","210","0.298029118942845","0.265250836724443","0.330807401161247"
"CDU/CSU","1985","AkademikerIn","Ostdeutschland","","","",""
"FDP","1985","(noch) kein Abschluss","Westdeutschland","3","","",""
"FDP","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"FDP","1985","Hauptschule","Westdeutschland","75","0.0147914776195625","0.0118346486779069","0.0177483065612182"
"FDP","1985","Hauptschule","Ostdeutschland","","","",""
"FDP","1985","Realschule","Westdeutschland","44","0.0292630944002383","0.0214639355437653","0.0370622532567113"
"FDP","1985","Realschule","Ostdeutschland","","","",""
"FDP","1985","(Fach-)Abitur","Westdeutschland","22","","",""
"FDP","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"FDP","1985","AkademikerIn","Westdeutschland","51","0.0726618615753439","0.0540594344098121","0.0912642887408756"
"FDP","1985","AkademikerIn","Ostdeutschland","","","",""
"Grüne","1985","(noch) kein Abschluss","Westdeutschland","32","0.0481199915805085","0.0353970599559874","0.0608429232050295"
"Grüne","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Grüne","1985","Hauptschule","Westdeutschland","104","0.0140330832884729","0.0111519452724452","0.0169142213045006"
"Grüne","1985","Hauptschule","Ostdeutschland","","","",""
"Grüne","1985","Realschule","Westdeutschland","87","0.0430467186958082","0.0336548445173222","0.0524385928742942"
"Grüne","1985","Realschule","Ostdeutschland","","","",""
"Grüne","1985","(Fach-)Abitur","Westdeutschland","114","0.155655911899039","0.130246930343484","0.181064893454594"
"Grüne","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Grüne","1985","AkademikerIn","Westdeutschland","64","0.0813698455585156","0.0617769155730846","0.100962775543947"
"Grüne","1985","AkademikerIn","Ostdeutschland","","","",""
"Linke","1985","(noch) kein Abschluss","Westdeutschland","","","",""
"Linke","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Linke","1985","Hauptschule","Westdeutschland","","","",""
"Linke","1985","Hauptschule","Ostdeutschland","","","",""
"Linke","1985","Realschule","Westdeutschland","","","",""
"Linke","1985","Realschule","Ostdeutschland","","","",""
"Linke","1985","(Fach-)Abitur","Westdeutschland","","","",""
"Linke","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Linke","1985","AkademikerIn","Westdeutschland","","","",""
"Linke","1985","AkademikerIn","Ostdeutschland","","","",""
"Rechte","1985","(noch) kein Abschluss","Westdeutschland","","","",""
"Rechte","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Rechte","1985","Hauptschule","Westdeutschland","","","",""
"Rechte","1985","Hauptschule","Ostdeutschland","","","",""
"Rechte","1985","Realschule","Westdeutschland","","","",""
"Rechte","1985","Realschule","Ostdeutschland","","","",""
"Rechte","1985","(Fach-)Abitur","Westdeutschland","","","",""
"Rechte","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Rechte","1985","AkademikerIn","Westdeutschland","","","",""
"Rechte","1985","AkademikerIn","Ostdeutschland","","","",""
"AfD","1985","(noch) kein Abschluss","Westdeutschland","","","",""
"AfD","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"AfD","1985","Hauptschule","Westdeutschland","","","",""
"AfD","1985","Hauptschule","Ostdeutschland","","","",""
"AfD","1985","Realschule","Westdeutschland","","","",""
"AfD","1985","Realschule","Ostdeutschland","","","",""
"AfD","1985","(Fach-)Abitur","Westdeutschland","","","",""
"AfD","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"AfD","1985","AkademikerIn","Westdeutschland","","","",""
"AfD","1985","AkademikerIn","Ostdeutschland","","","",""
"Andere","1985","(noch) kein Abschluss","Westdeutschland","5","","",""
"Andere","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Andere","1985","Hauptschule","Westdeutschland","17","","",""
"Andere","1985","Hauptschule","Ostdeutschland","","","",""
"Andere","1985","Realschule","Westdeutschland","6","","",""
"Andere","1985","Realschule","Ostdeutschland","","","",""
"Andere","1985","(Fach-)Abitur","Westdeutschland","4","","",""
"Andere","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Andere","1985","AkademikerIn","Westdeutschland","4","","",""
"Andere","1985","AkademikerIn","Ostdeutschland","","","",""
"keine Parteineigung","1986","(noch) kein Abschluss","Westdeutschland","758","0.667971885772935","0.639141352225207","0.696802419320663"
"keine Parteineigung","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"keine Parteineigung","1986","Hauptschule","Westdeutschland","2893","0.423858355389171","0.411412344801014","0.436304365977328"
"keine Parteineigung","1986","Hauptschule","Ostdeutschland","","","",""
"keine Parteineigung","1986","Realschule","Westdeutschland","767","0.418839791739773","0.39579672297295","0.441882860506597"
"keine Parteineigung","1986","Realschule","Ostdeutschland","","","",""
"keine Parteineigung","1986","(Fach-)Abitur","Westdeutschland","326","0.365724599979046","0.332266014390096","0.399183185567995"
"keine Parteineigung","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"keine Parteineigung","1986","AkademikerIn","Westdeutschland","225","0.298693029312129","0.265604989241704","0.331781069382553"
"keine Parteineigung","1986","AkademikerIn","Ostdeutschland","","","",""
"SPD","1986","(noch) kein Abschluss","Westdeutschland","190","0.178692177083363","0.155239527852226","0.2021448263145"
"SPD","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"SPD","1986","Hauptschule","Westdeutschland","1698","0.29559319414042","0.284100703871169","0.307085684409671"
"SPD","1986","Hauptschule","Ostdeutschland","","","",""
"SPD","1986","Realschule","Westdeutschland","397","0.219316588104953","0.199990603498958","0.238642572710949"
"SPD","1986","Realschule","Ostdeutschland","","","",""
"SPD","1986","(Fach-)Abitur","Westdeutschland","193","0.227542071473057","0.198417480927743","0.25666666201837"
"SPD","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"SPD","1986","AkademikerIn","Westdeutschland","178","0.224225242191306","0.194073355349157","0.254377129033456"
"SPD","1986","AkademikerIn","Ostdeutschland","","","",""
"CDU/CSU","1986","(noch) kein Abschluss","Westdeutschland","44","0.0834993418663901","0.0665639958221588","0.100434687910621"
"CDU/CSU","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"CDU/CSU","1986","Hauptschule","Westdeutschland","1300","0.251491344505089","0.240563988495311","0.262418700514868"
"CDU/CSU","1986","Hauptschule","Ostdeutschland","","","",""
"CDU/CSU","1986","Realschule","Westdeutschland","471","0.294581497172066","0.273290570264739","0.315872424079393"
"CDU/CSU","1986","Realschule","Ostdeutschland","","","",""
"CDU/CSU","1986","(Fach-)Abitur","Westdeutschland","148","0.229753779891318","0.200529913236486","0.258977646546151"
"CDU/CSU","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"CDU/CSU","1986","AkademikerIn","Westdeutschland","213","0.313385633423017","0.279850471612156","0.346920795233879"
"CDU/CSU","1986","AkademikerIn","Ostdeutschland","","","",""
"FDP","1986","(noch) kein Abschluss","Westdeutschland","2","","",""
"FDP","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"FDP","1986","Hauptschule","Westdeutschland","62","0.0126605198982337","0.00984463966323679","0.0154764001332307"
"FDP","1986","Hauptschule","Ostdeutschland","","","",""
"FDP","1986","Realschule","Westdeutschland","44","0.0268772356648846","0.0193238001002143","0.0344306712295548"
"FDP","1986","Realschule","Ostdeutschland","","","",""
"FDP","1986","(Fach-)Abitur","Westdeutschland","20","","",""
"FDP","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"FDP","1986","AkademikerIn","Westdeutschland","39","0.0588164994033027","0.0418070145619653","0.0758259842446402"
"FDP","1986","AkademikerIn","Ostdeutschland","","","",""
"Grüne","1986","(noch) kein Abschluss","Westdeutschland","28","","",""
"Grüne","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Grüne","1986","Hauptschule","Westdeutschland","84","0.0128834790659098","0.0100432331363219","0.0157237249954977"
"Grüne","1986","Hauptschule","Ostdeutschland","","","",""
"Grüne","1986","Realschule","Westdeutschland","78","0.03818227068465","0.0292318040444142","0.0471327373248857"
"Grüne","1986","Realschule","Ostdeutschland","","","",""
"Grüne","1986","(Fach-)Abitur","Westdeutschland","108","0.142648440301104","0.118354131802234","0.166942748799974"
"Grüne","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Grüne","1986","AkademikerIn","Westdeutschland","79","0.103273084953793","0.0812728104706422","0.125273359436943"
"Grüne","1986","AkademikerIn","Ostdeutschland","","","",""
"Linke","1986","(noch) kein Abschluss","Westdeutschland","","","",""
"Linke","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Linke","1986","Hauptschule","Westdeutschland","","","",""
"Linke","1986","Hauptschule","Ostdeutschland","","","",""
"Linke","1986","Realschule","Westdeutschland","","","",""
"Linke","1986","Realschule","Ostdeutschland","","","",""
"Linke","1986","(Fach-)Abitur","Westdeutschland","","","",""
"Linke","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Linke","1986","AkademikerIn","Westdeutschland","","","",""
"Linke","1986","AkademikerIn","Ostdeutschland","","","",""
"Rechte","1986","(noch) kein Abschluss","Westdeutschland","","","",""
"Rechte","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Rechte","1986","Hauptschule","Westdeutschland","","","",""
"Rechte","1986","Hauptschule","Ostdeutschland","","","",""
"Rechte","1986","Realschule","Westdeutschland","","","",""
"Rechte","1986","Realschule","Ostdeutschland","","","",""
"Rechte","1986","(Fach-)Abitur","Westdeutschland","","","",""
"Rechte","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Rechte","1986","AkademikerIn","Westdeutschland","","","",""
"Rechte","1986","AkademikerIn","Ostdeutschland","","","",""
"AfD","1986","(noch) kein Abschluss","Westdeutschland","","","",""
"AfD","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"AfD","1986","Hauptschule","Westdeutschland","","","",""
"AfD","1986","Hauptschule","Ostdeutschland","","","",""
"AfD","1986","Realschule","Westdeutschland","","","",""
"AfD","1986","Realschule","Ostdeutschland","","","",""
"AfD","1986","(Fach-)Abitur","Westdeutschland","","","",""
"AfD","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"AfD","1986","AkademikerIn","Westdeutschland","","","",""
"AfD","1986","AkademikerIn","Ostdeutschland","","","",""
"Andere","1986","(noch) kein Abschluss","Westdeutschland","3","","",""
"Andere","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Andere","1986","Hauptschule","Westdeutschland","19","","",""
"Andere","1986","Hauptschule","Ostdeutschland","","","",""
"Andere","1986","Realschule","Westdeutschland","4","","",""
"Andere","1986","Realschule","Ostdeutschland","","","",""
"Andere","1986","(Fach-)Abitur","Westdeutschland","1","","",""
"Andere","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Andere","1986","AkademikerIn","Westdeutschland","1","","",""
"Andere","1986","AkademikerIn","Ostdeutschland","","","",""
"keine Parteineigung","1987","(noch) kein Abschluss","Westdeutschland","717","0.635782120153457","0.605942029854475","0.665622210452439"
"keine Parteineigung","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"keine Parteineigung","1987","Hauptschule","Westdeutschland","2607","0.365380420693952","0.353177767857379","0.377583073530525"
"keine Parteineigung","1987","Hauptschule","Ostdeutschland","","","",""
"keine Parteineigung","1987","Realschule","Westdeutschland","646","0.349571093199036","0.327172725034587","0.371969461363485"
"keine Parteineigung","1987","Realschule","Ostdeutschland","","","",""
"keine Parteineigung","1987","(Fach-)Abitur","Westdeutschland","312","0.365820478607316","0.3317998101846","0.399841147030031"
"keine Parteineigung","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"keine Parteineigung","1987","AkademikerIn","Westdeutschland","203","0.270239521630764","0.238047073541627","0.3024319697199"
"keine Parteineigung","1987","AkademikerIn","Ostdeutschland","","","",""
"SPD","1987","(noch) kein Abschluss","Westdeutschland","187","0.203295448479773","0.178339284891955","0.228251612067591"
"SPD","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"SPD","1987","Hauptschule","Westdeutschland","1663","0.3009235256942","0.28930060429027","0.31254644709813"
"SPD","1987","Hauptschule","Ostdeutschland","","","",""
"SPD","1987","Realschule","Westdeutschland","401","0.222688657531065","0.203145476430711","0.242231838631419"
"SPD","1987","Realschule","Ostdeutschland","","","",""
"SPD","1987","(Fach-)Abitur","Westdeutschland","161","0.177539900902785","0.150549574673105","0.204530227132466"
"SPD","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"SPD","1987","AkademikerIn","Westdeutschland","162","0.207517889060766","0.178120287002136","0.236915491119395"
"SPD","1987","AkademikerIn","Ostdeutschland","","","",""
"CDU/CSU","1987","(noch) kein Abschluss","Westdeutschland","55","0.0956619777353697","0.0774230030741272","0.113900952396612"
"CDU/CSU","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"CDU/CSU","1987","Hauptschule","Westdeutschland","1440","0.285563558352602","0.274117444049758","0.297009672655446"
"CDU/CSU","1987","Hauptschule","Ostdeutschland","","","",""
"CDU/CSU","1987","Realschule","Westdeutschland","534","0.338045203548014","0.315824885992662","0.360265521103366"
"CDU/CSU","1987","Realschule","Ostdeutschland","","","",""
"CDU/CSU","1987","(Fach-)Abitur","Westdeutschland","158","0.256530273582086","0.225683930465568","0.287376616698604"
"CDU/CSU","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"CDU/CSU","1987","AkademikerIn","Westdeutschland","207","0.309679465799781","0.276162013256409","0.343196918343153"
"CDU/CSU","1987","AkademikerIn","Ostdeutschland","","","",""
"FDP","1987","(noch) kein Abschluss","Westdeutschland","5","","",""
"FDP","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"FDP","1987","Hauptschule","Westdeutschland","104","0.0224766096654746","0.0187203650439544","0.0262328542869948"
"FDP","1987","Hauptschule","Ostdeutschland","","","",""
"FDP","1987","Realschule","Westdeutschland","74","0.0475059169049369","0.0375138875535259","0.057497946256348"
"FDP","1987","Realschule","Ostdeutschland","","","",""
"FDP","1987","(Fach-)Abitur","Westdeutschland","26","","",""
"FDP","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"FDP","1987","AkademikerIn","Westdeutschland","67","0.0981122943752715","0.0765483922558346","0.119676196494708"
"FDP","1987","AkademikerIn","Ostdeutschland","","","",""
"Grüne","1987","(noch) kein Abschluss","Westdeutschland","32","0.0508473259395589","0.0372244925893722","0.0644701592897456"
"Grüne","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Grüne","1987","Hauptschule","Westdeutschland","149","0.0215042919882416","0.0178283646057926","0.0251802193706906"
"Grüne","1987","Hauptschule","Ostdeutschland","","","",""
"Grüne","1987","Realschule","Westdeutschland","77","0.0367174576764909","0.0278833670200005","0.0455515483329812"
"Grüne","1987","Realschule","Ostdeutschland","","","",""
"Grüne","1987","(Fach-)Abitur","Westdeutschland","109","0.149035998205069","0.123882180273436","0.174189816136703"
"Grüne","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Grüne","1987","AkademikerIn","Westdeutschland","90","0.111317457730657","0.0885169579566501","0.134117957504665"
"Grüne","1987","AkademikerIn","Ostdeutschland","","","",""
"Linke","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Linke","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Linke","1987","Hauptschule","Westdeutschland","","","",""
"Linke","1987","Hauptschule","Ostdeutschland","","","",""
"Linke","1987","Realschule","Westdeutschland","","","",""
"Linke","1987","Realschule","Ostdeutschland","","","",""
"Linke","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Linke","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Linke","1987","AkademikerIn","Westdeutschland","","","",""
"Linke","1987","AkademikerIn","Ostdeutschland","","","",""
"Rechte","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Rechte","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Rechte","1987","Hauptschule","Westdeutschland","","","",""
"Rechte","1987","Hauptschule","Ostdeutschland","","","",""
"Rechte","1987","Realschule","Westdeutschland","","","",""
"Rechte","1987","Realschule","Ostdeutschland","","","",""
"Rechte","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Rechte","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Rechte","1987","AkademikerIn","Westdeutschland","","","",""
"Rechte","1987","AkademikerIn","Ostdeutschland","","","",""
"AfD","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"AfD","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"AfD","1987","Hauptschule","Westdeutschland","","","",""
"AfD","1987","Hauptschule","Ostdeutschland","","","",""
"AfD","1987","Realschule","Westdeutschland","","","",""
"AfD","1987","Realschule","Ostdeutschland","","","",""
"AfD","1987","(Fach-)Abitur","Westdeutschland","","","",""
"AfD","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"AfD","1987","AkademikerIn","Westdeutschland","","","",""
"AfD","1987","AkademikerIn","Ostdeutschland","","","",""
"Andere","1987","(noch) kein Abschluss","Westdeutschland","3","","",""
"Andere","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Andere","1987","Hauptschule","Westdeutschland","19","","",""
"Andere","1987","Hauptschule","Ostdeutschland","","","",""
"Andere","1987","Realschule","Westdeutschland","9","","",""
"Andere","1987","Realschule","Ostdeutschland","","","",""
"Andere","1987","(Fach-)Abitur","Westdeutschland","4","","",""
"Andere","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Andere","1987","AkademikerIn","Westdeutschland","2","","",""
"Andere","1987","AkademikerIn","Ostdeutschland","","","",""
"keine Parteineigung","1988","(noch) kein Abschluss","Westdeutschland","701","0.721244788785484","0.692063982392992","0.750425595177977"
"keine Parteineigung","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"keine Parteineigung","1988","Hauptschule","Westdeutschland","2669","0.403491489678973","0.390772123065857","0.41621085629209"
"keine Parteineigung","1988","Hauptschule","Ostdeutschland","","","",""
"keine Parteineigung","1988","Realschule","Westdeutschland","717","0.398627477982023","0.375235796631865","0.42201915933218"
"keine Parteineigung","1988","Realschule","Ostdeutschland","","","",""
"keine Parteineigung","1988","(Fach-)Abitur","Westdeutschland","303","0.376013311910547","0.340851309495612","0.411175314325482"
"keine Parteineigung","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"keine Parteineigung","1988","AkademikerIn","Westdeutschland","206","0.278790661226455","0.245381557445828","0.312199765007081"
"keine Parteineigung","1988","AkademikerIn","Ostdeutschland","","","",""
