"party","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","1985","AkademikerIn","weiblich","61","0.28926620487786","0.232373640454216","0.346158769301504"
"FDP","1985","(noch) kein Abschluss","maennlich","","","",""
"FDP","1985","(noch) kein Abschluss","weiblich","","","",""
"FDP","1985","Hauptschule","maennlich","36","0.0140911904015032","0.00994604679999771","0.0182363340030087"
"FDP","1985","Hauptschule","weiblich","39","0.0153718315988272","0.0111724285958334","0.019571234601821"
"FDP","1985","Realschule","maennlich","","","",""
"FDP","1985","Realschule","weiblich","","","",""
"FDP","1985","(Fach-)Abitur","maennlich","","","",""
"FDP","1985","(Fach-)Abitur","weiblich","","","",""
"FDP","1985","AkademikerIn","maennlich","39","0.0806092777738946","0.0568422214013966","0.104376334146393"
"FDP","1985","AkademikerIn","weiblich","","","",""
"Grüne","1985","(noch) kein Abschluss","maennlich","","","",""
"Grüne","1985","(noch) kein Abschluss","weiblich","","","",""
"Grüne","1985","Hauptschule","maennlich","65","0.0193270870220618","0.0144854452164039","0.0241687288277196"
"Grüne","1985","Hauptschule","weiblich","39","0.0096457461305208","0.00630954813704938","0.0129819441239922"
"Grüne","1985","Realschule","maennlich","","","",""
"Grüne","1985","Realschule","weiblich","58","0.0490931836363047","0.0360306833932252","0.0621556838793843"
"Grüne","1985","(Fach-)Abitur","maennlich","56","0.121397169689217","0.0915522953318748","0.15124204404656"
"Grüne","1985","(Fach-)Abitur","weiblich","58","0.202965644338235","0.159034760386338","0.246896528290132"
"Grüne","1985","AkademikerIn","maennlich","36","0.0740573759106332","0.0511956496240787","0.0969191021971877"
"Grüne","1985","AkademikerIn","weiblich","","","",""
"Linke","1985","(noch) kein Abschluss","maennlich","","","",""
"Linke","1985","(noch) kein Abschluss","weiblich","","","",""
"Linke","1985","Hauptschule","maennlich","","","",""
"Linke","1985","Hauptschule","weiblich","","","",""
"Linke","1985","Realschule","maennlich","","","",""
"Linke","1985","Realschule","weiblich","","","",""
"Linke","1985","(Fach-)Abitur","maennlich","","","",""
"Linke","1985","(Fach-)Abitur","weiblich","","","",""
"Linke","1985","AkademikerIn","maennlich","","","",""
"Linke","1985","AkademikerIn","weiblich","","","",""
"Rechte","1985","(noch) kein Abschluss","maennlich","","","",""
"Rechte","1985","(noch) kein Abschluss","weiblich","","","",""
"Rechte","1985","Hauptschule","maennlich","","","",""
"Rechte","1985","Hauptschule","weiblich","","","",""
"Rechte","1985","Realschule","maennlich","","","",""
"Rechte","1985","Realschule","weiblich","","","",""
"Rechte","1985","(Fach-)Abitur","maennlich","","","",""
"Rechte","1985","(Fach-)Abitur","weiblich","","","",""
"Rechte","1985","AkademikerIn","maennlich","","","",""
"Rechte","1985","AkademikerIn","weiblich","","","",""
"AfD","1985","(noch) kein Abschluss","maennlich","","","",""
"AfD","1985","(noch) kein Abschluss","weiblich","","","",""
"AfD","1985","Hauptschule","maennlich","","","",""
"AfD","1985","Hauptschule","weiblich","","","",""
"AfD","1985","Realschule","maennlich","","","",""
"AfD","1985","Realschule","weiblich","","","",""
"AfD","1985","(Fach-)Abitur","maennlich","","","",""
"AfD","1985","(Fach-)Abitur","weiblich","","","",""
"AfD","1985","AkademikerIn","maennlich","","","",""
"AfD","1985","AkademikerIn","weiblich","","","",""
"Andere","1985","(noch) kein Abschluss","maennlich","","","",""
"Andere","1985","(noch) kein Abschluss","weiblich","","","",""
"Andere","1985","Hauptschule","maennlich","","","",""
"Andere","1985","Hauptschule","weiblich","","","",""
"Andere","1985","Realschule","maennlich","","","",""
"Andere","1985","Realschule","weiblich","","","",""
"Andere","1985","(Fach-)Abitur","maennlich","","","",""
"Andere","1985","(Fach-)Abitur","weiblich","","","",""
"Andere","1985","AkademikerIn","maennlich","","","",""
"Andere","1985","AkademikerIn","weiblich","","","",""
"keine Parteineigung","1986","(noch) kein Abschluss","maennlich","314","0.581230728330024","0.536956542047876","0.625504914612172"
"keine Parteineigung","1986","(noch) kein Abschluss","weiblich","444","0.762871476787939","0.727261195951206","0.798481757624672"
"keine Parteineigung","1986","Hauptschule","maennlich","1339","0.389527811222524","0.371963502400843","0.407092120044204"
"keine Parteineigung","1986","Hauptschule","weiblich","1554","0.452569844507888","0.435034070927435","0.47010561808834"
"keine Parteineigung","1986","Realschule","maennlich","295","0.382394317888314","0.347189353678735","0.417599282097893"
"keine Parteineigung","1986","Realschule","weiblich","472","0.443398998266388","0.413045430237688","0.473752566295088"
"keine Parteineigung","1986","(Fach-)Abitur","maennlich","190","0.365272252694546","0.321507578663616","0.409036926725476"
"keine Parteineigung","1986","(Fach-)Abitur","weiblich","136","0.366323111956734","0.314419188488338","0.418227035425131"
"keine Parteineigung","1986","AkademikerIn","maennlich","150","0.294855250408921","0.254686431469663","0.33502406934818"
"keine Parteineigung","1986","AkademikerIn","weiblich","75","0.306472657479464","0.248145591429367","0.364799723529561"
"SPD","1986","(noch) kein Abschluss","maennlich","116","0.235459228657627","0.197383599774277","0.273534857540977"
"SPD","1986","(noch) kein Abschluss","weiblich","74","0.116585904394174","0.0897161932901734","0.143455615498175"
"SPD","1986","Hauptschule","maennlich","925","0.332207430462357","0.315242411494298","0.349172449430416"
"SPD","1986","Hauptschule","weiblich","773","0.26497179639489","0.249423973276239","0.280519619513541"
"SPD","1986","Realschule","maennlich","159","0.217390452768086","0.187510125154827","0.247270780381346"
"SPD","1986","Realschule","weiblich","238","0.220614536808519","0.195278795435147","0.24595027818189"
"SPD","1986","(Fach-)Abitur","maennlich","121","0.238667850635699","0.199923743200106","0.277411958071291"
"SPD","1986","(Fach-)Abitur","weiblich","72","0.212821275487038","0.168727398231356","0.25691515274272"
"SPD","1986","AkademikerIn","maennlich","116","0.222178503356494","0.185556973676689","0.258800033036299"
"SPD","1986","AkademikerIn","weiblich","62","0.228374221976769","0.175265069064271","0.281483374889268"
"CDU/CSU","1986","(noch) kein Abschluss","maennlich","","","",""
"CDU/CSU","1986","(noch) kein Abschluss","weiblich","","","",""
"CDU/CSU","1986","Hauptschule","maennlich","606","0.246534903946041","0.231011045859977","0.262058762032105"
"CDU/CSU","1986","Hauptschule","weiblich","694","0.255636539189097","0.240268383474914","0.27100469490328"
"CDU/CSU","1986","Realschule","maennlich","224","0.332737520649467","0.298603158564604","0.366871882734329"
"CDU/CSU","1986","Realschule","weiblich","247","0.268869616881112","0.241779636918707","0.295959596843517"
"CDU/CSU","1986","(Fach-)Abitur","maennlich","86","0.238246819435512","0.199526198918892","0.276967439952133"
"CDU/CSU","1986","(Fach-)Abitur","weiblich","62","0.21851642737842","0.173998384189123","0.263034470567717"
"CDU/CSU","1986","AkademikerIn","maennlich","155","0.323129298674977","0.281930313501207","0.364328283848746"
"CDU/CSU","1986","AkademikerIn","weiblich","58","0.293634080621505","0.236015763560058","0.351252397682951"
"FDP","1986","(noch) kein Abschluss","maennlich","","","",""
"FDP","1986","(noch) kein Abschluss","weiblich","","","",""
"FDP","1986","Hauptschule","maennlich","32","0.012594453405715","0.00857778175965572","0.0166111250517743"
"FDP","1986","Hauptschule","weiblich","30","0.0127157729513708","0.00876838104734591","0.0166631648553956"
"FDP","1986","Realschule","maennlich","","","",""
"FDP","1986","Realschule","weiblich","","","",""
"FDP","1986","(Fach-)Abitur","maennlich","","","",""
"FDP","1986","(Fach-)Abitur","weiblich","","","",""
"FDP","1986","AkademikerIn","maennlich","31","0.0690716235031054","0.046733151770922","0.0914100952352888"
"FDP","1986","AkademikerIn","weiblich","","","",""
"Grüne","1986","(noch) kein Abschluss","maennlich","","","",""
"Grüne","1986","(noch) kein Abschluss","weiblich","","","",""
"Grüne","1986","Hauptschule","maennlich","46","0.0143693159735322","0.010082803988717","0.0186558279583475"
"Grüne","1986","Hauptschule","weiblich","38","0.0116408366540009","0.00786192047813409","0.0154197528298676"
"Grüne","1986","Realschule","maennlich","","","",""
"Grüne","1986","Realschule","weiblich","50","0.0443810787429917","0.0317981510544804","0.0569640064315029"
"Grüne","1986","(Fach-)Abitur","maennlich","57","0.125022198201075","0.0949604870582897","0.15508390934386"
"Grüne","1986","(Fach-)Abitur","weiblich","51","0.165970160978965","0.12588903660438","0.20605128535355"
"Grüne","1986","AkademikerIn","maennlich","42","0.0883663033636398","0.0633629061622771","0.113369700565003"
"Grüne","1986","AkademikerIn","weiblich","37","0.133490880420372","0.0904625160370381","0.176519244803706"
"Linke","1986","(noch) kein Abschluss","maennlich","","","",""
"Linke","1986","(noch) kein Abschluss","weiblich","","","",""
"Linke","1986","Hauptschule","maennlich","","","",""
"Linke","1986","Hauptschule","weiblich","","","",""
"Linke","1986","Realschule","maennlich","","","",""
"Linke","1986","Realschule","weiblich","","","",""
"Linke","1986","(Fach-)Abitur","maennlich","","","",""
"Linke","1986","(Fach-)Abitur","weiblich","","","",""
"Linke","1986","AkademikerIn","maennlich","","","",""
"Linke","1986","AkademikerIn","weiblich","","","",""
"Rechte","1986","(noch) kein Abschluss","maennlich","","","",""
"Rechte","1986","(noch) kein Abschluss","weiblich","","","",""
"Rechte","1986","Hauptschule","maennlich","","","",""
"Rechte","1986","Hauptschule","weiblich","","","",""
"Rechte","1986","Realschule","maennlich","","","",""
"Rechte","1986","Realschule","weiblich","","","",""
"Rechte","1986","(Fach-)Abitur","maennlich","","","",""
"Rechte","1986","(Fach-)Abitur","weiblich","","","",""
"Rechte","1986","AkademikerIn","maennlich","","","",""
"Rechte","1986","AkademikerIn","weiblich","","","",""
"AfD","1986","(noch) kein Abschluss","maennlich","","","",""
"AfD","1986","(noch) kein Abschluss","weiblich","","","",""
"AfD","1986","Hauptschule","maennlich","","","",""
"AfD","1986","Hauptschule","weiblich","","","",""
"AfD","1986","Realschule","maennlich","","","",""
"AfD","1986","Realschule","weiblich","","","",""
"AfD","1986","(Fach-)Abitur","maennlich","","","",""
"AfD","1986","(Fach-)Abitur","weiblich","","","",""
"AfD","1986","AkademikerIn","maennlich","","","",""
"AfD","1986","AkademikerIn","weiblich","","","",""
"Andere","1986","(noch) kein Abschluss","maennlich","","","",""
"Andere","1986","(noch) kein Abschluss","weiblich","","","",""
"Andere","1986","Hauptschule","maennlich","","","",""
"Andere","1986","Hauptschule","weiblich","","","",""
"Andere","1986","Realschule","maennlich","","","",""
"Andere","1986","Realschule","weiblich","","","",""
"Andere","1986","(Fach-)Abitur","maennlich","","","",""
"Andere","1986","(Fach-)Abitur","weiblich","","","",""
"Andere","1986","AkademikerIn","maennlich","","","",""
"Andere","1986","AkademikerIn","weiblich","","","",""
"keine Parteineigung","1987","(noch) kein Abschluss","maennlich","289","0.56753340143582","0.521962023230068","0.613104779641572"
"keine Parteineigung","1987","(noch) kein Abschluss","weiblich","428","0.700676266624586","0.662227791503007","0.739124741746164"
"keine Parteineigung","1987","Hauptschule","maennlich","1228","0.336089755240488","0.318991632500084","0.353187877980893"
"keine Parteineigung","1987","Hauptschule","weiblich","1379","0.38997910013083","0.372669334206832","0.407288866054829"
"keine Parteineigung","1987","Realschule","maennlich","253","0.314768735039028","0.281193520146251","0.348343949931806"
"keine Parteineigung","1987","Realschule","weiblich","393","0.373194980159091","0.34330791775886","0.403082042559323"
"keine Parteineigung","1987","(Fach-)Abitur","maennlich","169","0.344694127006033","0.300684462684175","0.388703791327891"
"keine Parteineigung","1987","(Fach-)Abitur","weiblich","143","0.394574162574547","0.341189690476024","0.447958634673069"
"keine Parteineigung","1987","AkademikerIn","maennlich","135","0.264262631554645","0.22514095437922","0.30338430873007"
"keine Parteineigung","1987","AkademikerIn","weiblich","68","0.281844585013545","0.225278122318125","0.338411047708966"
"SPD","1987","(noch) kein Abschluss","maennlich","103","0.220999100675224","0.182832419476952","0.259165781873497"
"SPD","1987","(noch) kein Abschluss","weiblich","84","0.186461969108553","0.153763011898391","0.219160926318715"
"SPD","1987","Hauptschule","maennlich","886","0.329048599489438","0.312041053137428","0.346056145841448"
"SPD","1987","Hauptschule","weiblich","777","0.277303725197459","0.261416284909613","0.293191165485306"
"SPD","1987","Realschule","maennlich","169","0.226980597442173","0.196697939832576","0.25726325505177"
"SPD","1987","Realschule","weiblich","232","0.219775283016809","0.194186573935058","0.245363992098561"
"SPD","1987","(Fach-)Abitur","maennlich","106","0.202005830110978","0.164827413032211","0.239184247189745"
"SPD","1987","(Fach-)Abitur","weiblich","55","0.144240938086399","0.105866663604261","0.182615212568536"
"SPD","1987","AkademikerIn","maennlich","111","0.216239310801742","0.179713720558314","0.252764901045171"
"SPD","1987","AkademikerIn","weiblich","51","0.19058388980647","0.14120128778991","0.239966491823029"
"CDU/CSU","1987","(noch) kein Abschluss","maennlich","35","0.126930481884871","0.0963089056646475","0.157552058105095"
"CDU/CSU","1987","(noch) kein Abschluss","weiblich","","","",""
"CDU/CSU","1987","Hauptschule","maennlich","685","0.286043254472428","0.269685717373927","0.302400791570929"
"CDU/CSU","1987","Hauptschule","weiblich","755","0.285160703350981","0.269137578400856","0.301183828301106"
"CDU/CSU","1987","Realschule","maennlich","247","0.368504957068233","0.333630210402365","0.403379703734101"
"CDU/CSU","1987","Realschule","weiblich","287","0.31736908238736","0.288606731117904","0.346131433656817"
"CDU/CSU","1987","(Fach-)Abitur","maennlich","99","0.276097184660121","0.234699104041925","0.317495265278316"
"CDU/CSU","1987","(Fach-)Abitur","weiblich","59","0.229899041272265","0.183940888201595","0.275857194342935"
"CDU/CSU","1987","AkademikerIn","maennlich","146","0.315179894059254","0.273960112696286","0.356399675422223"
"CDU/CSU","1987","AkademikerIn","weiblich","61","0.298999527274781","0.241437065321635","0.356561989227928"
"FDP","1987","(noch) kein Abschluss","maennlich","","","",""
"FDP","1987","(noch) kein Abschluss","weiblich","","","",""
"FDP","1987","Hauptschule","maennlich","51","0.021633424110843","0.0163674400048649","0.0268994082168212"
"FDP","1987","Hauptschule","weiblich","53","0.023184727792635","0.0178439391369486","0.0285255164483214"
"FDP","1987","Realschule","maennlich","35","0.053149218848058","0.0369313555515234","0.0693670821445926"
"FDP","1987","Realschule","weiblich","39","0.043675236047829","0.0310462224151362","0.0563042496805219"
"FDP","1987","(Fach-)Abitur","maennlich","","","",""
"FDP","1987","(Fach-)Abitur","weiblich","","","",""
"FDP","1987","AkademikerIn","maennlich","52","0.114881689109144","0.0865896500574918","0.143173728160796"
"FDP","1987","AkademikerIn","weiblich","","","",""
"Grüne","1987","(noch) kein Abschluss","maennlich","","","",""
"Grüne","1987","(noch) kein Abschluss","weiblich","","","",""
"Grüne","1987","Hauptschule","maennlich","71","0.0224229876308385","0.0170639311156054","0.0277820441460717"
"Grüne","1987","Hauptschule","weiblich","78","0.0207327595132214","0.0156759413228536","0.0257895777035892"
"Grüne","1987","Realschule","maennlich","","","",""
"Grüne","1987","Realschule","weiblich","50","0.0415789115884309","0.0292432104365834","0.0539146127402785"
"Grüne","1987","(Fach-)Abitur","maennlich","57","0.13036044299358","0.0991821997545305","0.161538686232629"
"Grüne","1987","(Fach-)Abitur","weiblich","52","0.174454064826244","0.133003416911506","0.215904712740982"
"Grüne","1987","AkademikerIn","maennlich","43","0.0868379576047862","0.0618536737369806","0.111822241472592"
"Grüne","1987","AkademikerIn","weiblich","47","0.158848221542868","0.1128889309603","0.204807512125437"
"Linke","1987","(noch) kein Abschluss","maennlich","","","",""
"Linke","1987","(noch) kein Abschluss","weiblich","","","",""
"Linke","1987","Hauptschule","maennlich","","","",""
"Linke","1987","Hauptschule","weiblich","","","",""
"Linke","1987","Realschule","maennlich","","","",""
"Linke","1987","Realschule","weiblich","","","",""
"Linke","1987","(Fach-)Abitur","maennlich","","","",""
"Linke","1987","(Fach-)Abitur","weiblich","","","",""
"Linke","1987","AkademikerIn","maennlich","","","",""
"Linke","1987","AkademikerIn","weiblich","","","",""
"Rechte","1987","(noch) kein Abschluss","maennlich","","","",""
"Rechte","1987","(noch) kein Abschluss","weiblich","","","",""
"Rechte","1987","Hauptschule","maennlich","","","",""
"Rechte","1987","Hauptschule","weiblich","","","",""
"Rechte","1987","Realschule","maennlich","","","",""
"Rechte","1987","Realschule","weiblich","","","",""
"Rechte","1987","(Fach-)Abitur","maennlich","","","",""
"Rechte","1987","(Fach-)Abitur","weiblich","","","",""
"Rechte","1987","AkademikerIn","maennlich","","","",""
"Rechte","1987","AkademikerIn","weiblich","","","",""
"AfD","1987","(noch) kein Abschluss","maennlich","","","",""
"AfD","1987","(noch) kein Abschluss","weiblich","","","",""
"AfD","1987","Hauptschule","maennlich","","","",""
"AfD","1987","Hauptschule","weiblich","","","",""
"AfD","1987","Realschule","maennlich","","","",""
"AfD","1987","Realschule","weiblich","","","",""
"AfD","1987","(Fach-)Abitur","maennlich","","","",""
"AfD","1987","(Fach-)Abitur","weiblich","","","",""
"AfD","1987","AkademikerIn","maennlich","","","",""
"AfD","1987","AkademikerIn","weiblich","","","",""
"Andere","1987","(noch) kein Abschluss","maennlich","","","",""
"Andere","1987","(noch) kein Abschluss","weiblich","","","",""
"Andere","1987","Hauptschule","maennlich","","","",""
"Andere","1987","Hauptschule","weiblich","","","",""
"Andere","1987","Realschule","maennlich","","","",""
"Andere","1987","Realschule","weiblich","","","",""
"Andere","1987","(Fach-)Abitur","maennlich","","","",""
"Andere","1987","(Fach-)Abitur","weiblich","","","",""
"Andere","1987","AkademikerIn","maennlich","","","",""
"Andere","1987","AkademikerIn","weiblich","","","",""
"keine Parteineigung","1988","(noch) kein Abschluss","maennlich","285","0.684335846388081","0.638731217987087","0.729940474789075"
"keine Parteineigung","1988","(noch) kein Abschluss","weiblich","416","0.75721235308779","0.719926990307787","0.794497715867793"
"keine Parteineigung","1988","Hauptschule","maennlich","1241","0.371478389169534","0.353647482278914","0.389309296060153"
"keine Parteineigung","1988","Hauptschule","weiblich","1428","0.430895248050093","0.412853409758673","0.448937086341513"
"keine Parteineigung","1988","Realschule","maennlich","276","0.368134387416887","0.332199970886203","0.404068803947571"
"keine Parteineigung","1988","Realschule","weiblich","441","0.418616956154882","0.387901932635259","0.449331979674504"
"keine Parteineigung","1988","(Fach-)Abitur","maennlich","158","0.338816590050815","0.294132515928058","0.383500664173573"
