year,bula_h,sampreg,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,"Rhineland-Palatinate, Saarland",West,No,0.94310,338,338,0.91836,0.96783
1986,Baden-Wuerttemberg,West,No,0.95627,871,871,0.94269,0.96986
1986,Bavaria,West,No,0.95908,808,808,0.94541,0.97275
1986,Berlin,West,No,0.95801,191,191,0.92949,0.98653
1987,Schleswig-Holstein,West,No,0.94693,155,155,0.91153,0.98234
1987,Hamburg,West,No,0.95578,125,125,0.91959,0.99196
1987,Lower Saxony,West,No,0.95374,490,490,0.93513,0.97236
1987,Bremen,West,No,0.91684,55,55,0.84319,0.99049
1987,North Rhine-Westphalia,West,Yes,0.03660,43,1347,0.02656,0.04663
1987,North Rhine-Westphalia,West,No,0.96026,1304,1347,0.94983,0.97070
1987,Hesse,West,No,0.97279,482,482,0.95825,0.98733
1987,"Rhineland-Palatinate, Saarland",West,No,0.94176,336,336,0.91668,0.96684
1987,Baden-Wuerttemberg,West,No,0.96031,865,865,0.94729,0.97332
1987,Bavaria,West,No,0.94811,795,795,0.93268,0.96354
1987,Berlin,West,No,0.95968,191,191,0.93171,0.98765
1988,Schleswig-Holstein,West,No,0.93303,152,152,0.89316,0.97290
1988,Hamburg,West,No,0.93894,111,111,0.89419,0.98369
1988,Lower Saxony,West,No,0.94973,466,466,0.92987,0.96959
1988,Bremen,West,No,0.93083,56,56,0.86376,0.99789
1988,North Rhine-Westphalia,West,Yes,0.03633,42,1282,0.02609,0.04658
1988,North Rhine-Westphalia,West,No,0.95703,1240,1282,0.94592,0.96813
1988,Hesse,West,No,0.97125,456,456,0.95590,0.98661
1988,"Rhineland-Palatinate, Saarland",West,No,0.95170,323,323,0.92828,0.97512
1988,Baden-Wuerttemberg,West,No,0.96175,842,842,0.94879,0.97472
1988,Bavaria,West,No,0.95645,768,768,0.94200,0.97089
1988,Berlin,West,No,0.96895,183,183,0.94376,0.99415
1989,Schleswig-Holstein,West,No,0.95504,149,149,0.92166,0.98843
1989,Hamburg,West,No,0.98820,112,112,0.96810,1.00829
1989,Lower Saxony,West,No,0.96369,466,466,0.94669,0.98069
1989,Bremen,West,No,0.95618,60,60,0.90395,1.00841
1989,North Rhine-Westphalia,West,Yes,0.02995,33,1244,0.02048,0.03943
1989,North Rhine-Westphalia,West,No,0.96957,1211,1244,0.96002,0.97912
1989,Hesse,West,No,0.97397,466,466,0.95950,0.98845
1989,"Rhineland-Palatinate, Saarland",West,No,0.94923,306,306,0.92459,0.97386
1989,Baden-Wuerttemberg,West,No,0.95608,798,798,0.94185,0.97030
1989,Bavaria,West,No,0.96838,760,760,0.95593,0.98083
1989,Berlin,West,No,0.95659,179,179,0.92665,0.98652
1990,Schleswig-Holstein,West,No,0.95744,143,143,0.92423,0.99064
1990,Hamburg,West,No,0.98667,103,103,0.96442,1.00893
1990,Lower Saxony,West,No,0.94700,461,461,0.92653,0.96747
1990,North Rhine-Westphalia,West,Yes,0.02885,38,1221,0.01945,0.03824
1990,North Rhine-Westphalia,West,No,0.96734,1183,1221,0.95736,0.97731
1990,Hesse,West,No,0.97653,458,458,0.96265,0.99041
1990,"Rhineland-Palatinate, Saarland",West,No,0.95460,302,302,0.93108,0.97812
1990,Baden-Wuerttemberg,West,No,0.95916,797,797,0.94542,0.97291
1990,Bavaria,West,No,0.96085,761,761,0.94706,0.97464
1990,Berlin,West,No,0.92784,170,170,0.88882,0.96685
1991,Schleswig-Holstein,West,No,0.94879,147,147,0.91303,0.98454
1991,Hamburg,West,No,0.95361,97,97,0.91153,0.99568
1991,Lower Saxony,West,No,0.95141,457,457,0.93167,0.97114
1991,Bremen,West,No,0.95668,55,55,0.90239,1.01098
1991,North Rhine-Westphalia,West,Yes,0.03541,43,1244,0.02513,0.04568
1991,North Rhine-Westphalia,West,No,0.96086,1201,1244,0.95008,0.97164
1991,Hesse,West,No,0.95633,451,451,0.93745,0.97521
1991,"Rhineland-Palatinate, Saarland",West,No,0.93414,307,307,0.90635,0.96193
1991,Baden-Wuerttemberg,West,No,0.96723,805,805,0.95493,0.97954
1991,Bavaria,West,Yes,0.05784,33,794,0.04159,0.07408
1991,Bavaria,West,No,0.93307,761,794,0.91568,0.95047
1991,Berlin,West,No,0.99417,176,176,0.98289,1.00545
1991,Berlin,East,No,0.95533,137,137,0.92061,0.99005
1991,Brandenburg,East,No,0.96334,310,310,0.94239,0.98430
1991,Mecklenburg-Western Pomerania,East,No,0.94398,210,210,0.91280,0.97516
1991,Saxony,East,No,0.94342,568,568,0.92440,0.96244
1991,Saxony-Anhalt,East,No,0.93073,356,356,0.90432,0.95714
1991,Thuringa,East,No,0.92703,316,316,0.89831,0.95575
1992,Schleswig-Holstein,West,No,0.93554,139,139,0.89457,0.97651
1992,Hamburg,West,No,0.95512,88,88,0.91161,0.99863
1992,Lower Saxony,West,No,0.94399,463,463,0.92303,0.96496
1992,Bremen,West,No,0.98369,56,56,0.95021,1.01717
1992,North Rhine-Westphalia,West,Yes,0.04154,45,1246,0.03046,0.05263
1992,North Rhine-Westphalia,West,No,0.95053,1201,1246,0.93848,0.96257
1992,Hesse,West,No,0.93909,449,449,0.91694,0.96123
1992,"Rhineland-Palatinate, Saarland",West,No,0.92913,310,310,0.90052,0.95774
1992,Baden-Wuerttemberg,West,No,0.93896,797,797,0.92232,0.95559
1992,Bavaria,West,Yes,0.05762,35,812,0.04158,0.07366
1992,Bavaria,West,No,0.93573,777,812,0.91885,0.95261
1992,Berlin,West,No,0.97902,172,172,0.95754,1.00050
1992,Berlin,East,No,0.97932,150,150,0.95648,1.00217
1992,Brandenburg,East,No,0.96510,308,308,0.94457,0.98563
1992,Mecklenburg-Western Pomerania,East,No,0.94638,190,190,0.91426,0.97849
1992,Saxony,East,Yes,0.07248,33,576,0.05129,0.09367
1992,Saxony,East,No,0.92416,543,576,0.90252,0.94580
1992,Saxony-Anhalt,East,No,0.93586,349,349,0.91012,0.96160
1992,Thuringa,East,No,0.93993,318,318,0.91377,0.96609
1993,Schleswig-Holstein,West,No,0.91698,148,148,0.87238,0.96158
1993,Hamburg,West,No,0.99211,89,89,0.97362,1.01060
1993,Lower Saxony,West,No,0.92070,468,468,0.89620,0.94521
1993,Bremen,West,No,0.99043,57,57,0.96492,1.01593
1993,North Rhine-Westphalia,West,Yes,0.04603,49,1252,0.03441,0.05764
1993,North Rhine-Westphalia,West,No,0.94878,1203,1252,0.93656,0.96099
1993,Hesse,West,No,0.94421,446,446,0.92289,0.96554
1993,"Rhineland-Palatinate, Saarland",West,No,0.92534,300,300,0.89555,0.95513
1993,Baden-Wuerttemberg,West,No,0.95894,813,813,0.94529,0.97259
1993,Bavaria,West,Yes,0.04922,33,822,0.03442,0.06402
1993,Bavaria,West,No,0.94269,789,822,0.92679,0.95859
1993,Berlin,West,No,0.92849,162,162,0.88869,0.96829
1993,Berlin,East,No,0.96628,146,146,0.93690,0.99566
1993,Brandenburg,East,No,0.95386,296,296,0.92993,0.97780
1993,Mecklenburg-Western Pomerania,East,No,0.94912,191,191,0.91788,0.98037
1993,Saxony,East,No,0.92679,524,524,0.90447,0.94912
1993,Saxony-Anhalt,East,No,0.92968,334,334,0.90222,0.95714
1993,Thuringa,East,No,0.93810,307,307,0.91110,0.96510
1994,Schleswig-Holstein,West,No,0.96165,145,145,0.93029,0.99302
1994,Hamburg,West,No,0.94222,86,86,0.89262,0.99182
1994,Lower Saxony,West,No,0.92757,471,471,0.90413,0.95100
1994,Bremen,West,No,0.92560,49,49,0.85135,0.99984
1994,North Rhine-Westphalia,West,Yes,0.04756,53,1226,0.03564,0.05947
1994,North Rhine-Westphalia,West,No,0.94249,1173,1226,0.92945,0.95553
1994,Hesse,West,No,0.94938,446,446,0.92902,0.96975
1994,"Rhineland-Palatinate, Saarland",West,No,0.93938,305,305,0.91256,0.96621
1994,Baden-Wuerttemberg,West,No,0.96279,800,800,0.94966,0.97591
1994,Bavaria,West,No,0.95434,801,801,0.93988,0.96881
1994,Berlin,West,No,0.96999,165,165,0.94388,0.99611
1994,Berlin,East,No,0.97860,140,140,0.95455,1.00266
1994,Brandenburg,East,No,0.95380,287,287,0.92947,0.97813
1994,Mecklenburg-Western Pomerania,East,No,0.96384,191,191,0.93729,0.99038
1994,Saxony,East,No,0.93090,527,527,0.90922,0.95257
1994,Saxony-Anhalt,East,No,0.90861,319,319,0.87693,0.94028
1994,Thuringa,East,No,0.95437,315,315,0.93129,0.97745
1995,Schleswig-Holstein,West,No,0.97954,148,148,0.95665,1.00242
1995,Hamburg,West,No,0.88962,77,77,0.81917,0.96007
1995,Lower Saxony,West,No,0.94837,503,503,0.92901,0.96773
1995,Bremen,West,No,0.92938,52,52,0.85906,0.99969
1995,North Rhine-Westphalia,West,Yes,0.05215,53,1301,0.04007,0.06424
1995,North Rhine-Westphalia,West,No,0.94466,1248,1301,0.93224,0.95709
1995,Hesse,West,No,0.95992,467,467,0.94211,0.97773
1995,"Rhineland-Palatinate, Saarland",West,No,0.94930,334,334,0.92573,0.97286
1995,Baden-Wuerttemberg,West,No,0.95802,835,835,0.94441,0.97163
1995,Bavaria,West,Yes,0.05948,38,859,0.04365,0.07531
1995,Bavaria,West,No,0.92734,821,859,0.90997,0.94471
1995,Berlin,West,No,0.93748,174,174,0.90140,0.97355
1995,Berlin,East,No,0.95823,134,134,0.92422,0.99223
1995,Brandenburg,East,No,0.96081,272,272,0.93770,0.98391
1995,Mecklenburg-Western Pomerania,East,No,0.95009,194,194,0.91936,0.98081
1995,Saxony,East,No,0.91560,513,513,0.89152,0.93968
1995,Saxony-Anhalt,East,No,0.95221,321,321,0.92883,0.97558
1995,Thuringa,East,No,0.93640,305,305,0.90897,0.96383
1996,Schleswig-Holstein,West,No,0.97715,144,144,0.95267,1.00164
1996,Hamburg,West,No,0.93001,77,77,0.87265,0.98737
1996,Lower Saxony,West,No,0.95665,509,509,0.93894,0.97436
1996,Bremen,West,No,0.89948,49,49,0.81441,0.98455
1996,North Rhine-Westphalia,West,Yes,0.04976,59,1283,0.03785,0.06166
1996,North Rhine-Westphalia,West,No,0.94340,1224,1283,0.93075,0.95605
1996,Hesse,West,No,0.95829,455,455,0.93990,0.97668
1996,"Rhineland-Palatinate, Saarland",West,No,0.94789,333,333,0.92399,0.97180
1996,Baden-Wuerttemberg,West,No,0.96980,809,809,0.95799,0.98160
1996,Bavaria,West,Yes,0.04997,32,858,0.03538,0.06456
1996,Bavaria,West,No,0.93928,826,858,0.92330,0.95527
1996,Berlin,West,No,0.97400,169,169,0.94993,0.99806
1996,Berlin,East,No,0.98132,133,133,0.95823,1.00442
1996,Brandenburg,East,No,0.95469,287,287,0.93059,0.97880
1996,Mecklenburg-Western Pomerania,East,No,0.94505,189,189,0.91248,0.97763
1996,Saxony,East,No,0.92505,518,518,0.90235,0.94775
1996,Saxony-Anhalt,East,No,0.94807,317,317,0.92360,0.97253
1996,Thuringa,East,No,0.95427,315,315,0.93117,0.97738
1997,Schleswig-Holstein,West,No,0.96362,135,135,0.93192,0.99532
1997,Hamburg,West,No,0.92618,74,74,0.86620,0.98617
1997,Lower Saxony,West,No,0.95002,507,507,0.93103,0.96900
1997,Bremen,West,No,0.92957,52,52,0.85935,0.99980
1997,North Rhine-Westphalia,West,Yes,0.04178,48,1276,0.03079,0.05276
1997,North Rhine-Westphalia,West,No,0.95536,1228,1276,0.94402,0.96669
1997,Hesse,West,No,0.97936,428,428,0.96588,0.99285
1997,"Rhineland-Palatinate, Saarland",West,No,0.94214,342,342,0.91736,0.96692
1997,Baden-Wuerttemberg,West,No,0.96580,809,809,0.95326,0.97833
1997,Bavaria,West,Yes,0.04982,32,844,0.03513,0.06450
1997,Bavaria,West,No,0.94528,812,844,0.92993,0.96064
1997,Berlin,West,No,0.99270,161,161,0.97951,1.00589
1997,Berlin,East,No,0.98158,135,135,0.95881,1.00435
1997,Brandenburg,East,No,0.95290,292,292,0.92856,0.97724
1997,Mecklenburg-Western Pomerania,East,No,0.92031,183,183,0.88096,0.95965
1997,Saxony,East,No,0.92791,510,510,0.90544,0.95038
1997,Saxony-Anhalt,East,No,0.96149,316,316,0.94023,0.98274
1997,Thuringa,East,No,0.95354,308,308,0.93000,0.97709
1998,Schleswig-Holstein,West,No,0.96376,179,179,0.93631,0.99122
1998,Hamburg,West,No,0.96097,94,94,0.92160,1.00033
1998,Lower Saxony,West,No,0.96140,597,597,0.94594,0.97687
1998,Bremen,West,No,0.98639,59,59,0.95657,1.01621
1998,North Rhine-Westphalia,West,Yes,0.04196,61,1491,0.03178,0.05214
1998,North Rhine-Westphalia,West,No,0.95562,1430,1491,0.94516,0.96607
1998,Hesse,West,No,0.96763,482,482,0.95181,0.98345
1998,"Rhineland-Palatinate, Saarland",West,No,0.93021,391,391,0.90492,0.95550
1998,Baden-Wuerttemberg,West,No,0.97089,898,898,0.95989,0.98189
1998,Bavaria,West,Yes,0.04277,35,980,0.03010,0.05544
1998,Bavaria,West,No,0.95424,945,980,0.94116,0.96733
1998,Berlin,West,No,0.96672,186,186,0.94088,0.99257
1998,Berlin,East,No,0.97011,131,131,0.94084,0.99938
1998,Brandenburg,East,No,0.96889,311,311,0.94956,0.98822
1998,Mecklenburg-Western Pomerania,East,No,0.94966,200,200,0.91928,0.98004
1998,Saxony,East,No,0.94809,566,566,0.92979,0.96638
1998,Saxony-Anhalt,East,No,0.95047,340,340,0.92737,0.97356
1998,Thuringa,East,No,0.93823,339,339,0.91256,0.96389
1999,Schleswig-Holstein,West,No,0.98274,174,174,0.96333,1.00215
1999,Hamburg,West,No,0.97246,84,84,0.93725,1.00767
1999,Lower Saxony,West,No,0.96855,585,585,0.95440,0.98271
1999,Bremen,West,No,0.93720,53,53,0.87127,1.00314
1999,North Rhine-Westphalia,West,Yes,0.04287,54,1421,0.03233,0.05340
1999,North Rhine-Westphalia,West,No,0.95713,1367,1421,0.94660,0.96767
1999,Hesse,West,No,0.95711,452,452,0.93841,0.97581
1999,"Rhineland-Palatinate, Saarland",West,No,0.91320,375,375,0.88466,0.94173
1999,Baden-Wuerttemberg,West,No,0.95866,854,854,0.94530,0.97202
1999,Bavaria,West,Yes,0.05818,37,939,0.04320,0.07317
1999,Bavaria,West,No,0.94144,902,939,0.92641,0.95647
1999,Berlin,West,No,0.95193,173,173,0.91996,0.98390
1999,Berlin,East,No,0.98115,127,127,0.95741,1.00490
1999,Brandenburg,East,No,0.96372,300,300,0.94253,0.98491
1999,Mecklenburg-Western Pomerania,East,No,0.95463,197,197,0.92550,0.98377
1999,Saxony,East,No,0.94710,557,557,0.92849,0.96570
1999,Saxony-Anhalt,East,No,0.95597,338,338,0.93406,0.97787
1999,Thuringa,East,No,0.94815,342,342,0.92462,0.97168
2000,Schleswig-Holstein,West,No,0.97496,392,392,0.95947,0.99045
2000,Hamburg,West,No,0.96959,186,186,0.94485,0.99434
2000,Lower Saxony,West,Yes,0.03768,39,1084,0.02634,0.04902
2000,Lower Saxony,West,No,0.96232,1045,1084,0.95098,0.97366
2000,Bremen,West,No,0.95267,110,110,0.91280,0.99253
2000,North Rhine-Westphalia,West,Yes,0.03776,96,2771,0.03066,0.04486
2000,North Rhine-Westphalia,West,No,0.96224,2675,2771,0.95514,0.96934
2000,Hesse,West,No,0.96860,868,868,0.95699,0.98021
2000,"Rhineland-Palatinate, Saarland",West,Yes,0.06390,42,781,0.04674,0.08107
2000,"Rhineland-Palatinate, Saarland",West,No,0.93610,739,781,0.91893,0.95326
2000,Baden-Wuerttemberg,West,Yes,0.03563,56,1541,0.02637,0.04489
2000,Baden-Wuerttemberg,West,No,0.96437,1485,1541,0.95511,0.97363
2000,Bavaria,West,Yes,0.04339,73,1810,0.03400,0.05278
2000,Bavaria,West,No,0.95661,1737,1810,0.94722,0.96600
2000,Berlin,West,No,0.97556,276,276,0.95731,0.99381
2000,Berlin,East,No,0.96990,222,222,0.94737,0.99243
2000,Brandenburg,East,No,0.94564,509,509,0.92592,0.96535
2000,Mecklenburg-Western Pomerania,East,No,0.97418,307,307,0.95641,0.99195
2000,Saxony,East,Yes,0.04662,38,923,0.03301,0.06022
2000,Saxony,East,No,0.95338,885,923,0.93978,0.96699
2000,Saxony-Anhalt,East,No,0.95190,512,512,0.93335,0.97045
2000,Thuringa,East,No,0.95429,514,514,0.93622,0.97236
2001,Schleswig-Holstein,West,No,0.94018,346,346,0.91515,0.96520
2001,Hamburg,West,No,0.96028,174,174,0.93118,0.98939
2001,Lower Saxony,West,Yes,0.04267,41,961,0.02988,0.05545
2001,Lower Saxony,West,No,0.95733,920,961,0.94455,0.97012
2001,Bremen,West,No,0.96981,96,96,0.93540,1.00422
2001,North Rhine-Westphalia,West,Yes,0.03993,94,2483,0.03223,0.04763
2001,North Rhine-Westphalia,West,No,0.95828,2389,2483,0.95041,0.96615
2001,Hesse,West,No,0.96537,749,749,0.95227,0.97848
2001,"Rhineland-Palatinate, Saarland",West,No,0.95321,691,691,0.93745,0.96896
2001,Baden-Wuerttemberg,West,Yes,0.02761,41,1362,0.01890,0.03631
2001,Baden-Wuerttemberg,West,No,0.97239,1321,1362,0.96369,0.98110
2001,Bavaria,West,Yes,0.04369,71,1615,0.03371,0.05366
2001,Bavaria,West,No,0.95588,1544,1615,0.94586,0.96590
2001,Berlin,West,No,0.98972,268,268,0.97761,1.00182
2001,Berlin,East,No,0.94957,200,200,0.91917,0.97998
2001,Brandenburg,East,No,0.94708,478,478,0.92699,0.96717
2001,Mecklenburg-Western Pomerania,East,No,0.95896,275,275,0.93547,0.98245
2001,Saxony,East,Yes,0.04240,31,849,0.02884,0.05596
2001,Saxony,East,No,0.95760,818,849,0.94404,0.97116
2001,Saxony-Anhalt,East,No,0.94801,482,482,0.92817,0.96785
2001,Thuringa,East,No,0.95084,473,473,0.93134,0.97035
2002,Schleswig-Holstein,West,No,0.94994,378,378,0.92793,0.97195
2002,Hamburg,West,No,0.96978,193,193,0.94557,0.99400
2002,Lower Saxony,West,Yes,0.04291,40,1027,0.03051,0.05531
2002,Lower Saxony,West,No,0.95709,987,1027,0.94469,0.96949
2002,Bremen,West,No,0.93529,99,99,0.88658,0.98400
2002,North Rhine-Westphalia,West,Yes,0.03508,83,2591,0.02799,0.04216
2002,North Rhine-Westphalia,West,No,0.96492,2508,2591,0.95784,0.97201
2002,Hesse,West,No,0.97492,840,840,0.96433,0.98550
2002,"Rhineland-Palatinate, Saarland",West,No,0.95170,706,706,0.93587,0.96753
2002,Baden-Wuerttemberg,West,Yes,0.03930,50,1452,0.02930,0.04930
2002,Baden-Wuerttemberg,West,No,0.96070,1402,1452,0.95070,0.97070
2002,Bavaria,West,Yes,0.05022,72,1724,0.03991,0.06054
2002,Bavaria,West,No,0.94978,1652,1724,0.93946,0.96009
2002,Berlin,West,No,0.98051,276,276,0.96417,0.99685
2002,Berlin,East,No,0.95338,207,207,0.92459,0.98217
2002,Brandenburg,East,No,0.94983,477,477,0.93022,0.96944
2002,Mecklenburg-Western Pomerania,East,No,0.94314,268,268,0.91536,0.97091
2002,Saxony,East,Yes,0.04459,33,848,0.03069,0.05849
2002,Saxony,East,No,0.95541,815,848,0.94151,0.96931
2002,Saxony-Anhalt,East,No,0.94141,481,481,0.92040,0.96242
2002,Thuringa,East,No,0.93902,472,472,0.91741,0.96063
2003,Schleswig-Holstein,West,No,0.95293,355,355,0.93087,0.97499
2003,Hamburg,West,No,0.96128,175,175,0.93262,0.98995
2003,Lower Saxony,West,Yes,0.04364,40,984,0.03087,0.05641
2003,Lower Saxony,West,No,0.95636,944,984,0.94359,0.96913
2003,Bremen,West,No,0.94771,97,97,0.90317,0.99224
2003,North Rhine-Westphalia,West,Yes,0.03909,87,2503,0.03150,0.04669
2003,North Rhine-Westphalia,West,No,0.96091,2416,2503,0.95331,0.96850
2003,Hesse,West,No,0.96766,778,778,0.95522,0.98010
2003,"Rhineland-Palatinate, Saarland",West,No,0.95206,696,696,0.93617,0.96794
2003,Baden-Wuerttemberg,West,Yes,0.03512,45,1401,0.02547,0.04476
2003,Baden-Wuerttemberg,West,No,0.96347,1356,1401,0.95365,0.97330
2003,Bavaria,West,Yes,0.04876,68,1651,0.03837,0.05916
2003,Bavaria,West,No,0.95124,1583,1651,0.94084,0.96163
2003,Berlin,West,No,0.96609,269,269,0.94441,0.98776
2003,Berlin,East,No,0.95815,204,204,0.93060,0.98570
2003,Brandenburg,East,Yes,0.08932,36,497,0.06422,0.11442
2003,Brandenburg,East,No,0.91068,461,497,0.88558,0.93578
2003,Mecklenburg-Western Pomerania,East,No,0.95446,269,269,0.92950,0.97942
2003,Saxony,East,No,0.95711,810,810,0.94315,0.97107
2003,Saxony-Anhalt,East,No,0.95516,475,475,0.93652,0.97379
2003,Thuringa,East,No,0.94530,460,460,0.92449,0.96610
2004,Schleswig-Holstein,West,No,0.95172,347,347,0.92913,0.97431
2004,Hamburg,West,No,0.97657,178,178,0.95429,0.99886
2004,Lower Saxony,West,Yes,0.04550,43,986,0.03249,0.05852
2004,Lower Saxony,West,No,0.95450,943,986,0.94148,0.96751
2004,Bremen,West,No,0.90776,90,90,0.84764,0.96788
2004,North Rhine-Westphalia,West,Yes,0.04252,84,2429,0.03450,0.05055
2004,North Rhine-Westphalia,West,No,0.95748,2345,2429,0.94945,0.96550
2004,Hesse,West,No,0.97022,751,751,0.95805,0.98239
2004,"Rhineland-Palatinate, Saarland",West,No,0.95876,678,678,0.94378,0.97374
2004,Baden-Wuerttemberg,West,Yes,0.04110,50,1359,0.03054,0.05165
2004,Baden-Wuerttemberg,West,No,0.95890,1309,1359,0.94835,0.96946
2004,Bavaria,West,Yes,0.04913,69,1613,0.03858,0.05968
2004,Bavaria,West,No,0.95087,1544,1613,0.94032,0.96142
2004,Berlin,West,No,0.96992,260,260,0.94912,0.99072
2004,Berlin,East,No,0.94662,202,202,0.91554,0.97770
2004,Brandenburg,East,Yes,0.08017,34,484,0.05595,0.10439
2004,Brandenburg,East,No,0.91983,450,484,0.89561,0.94405
2004,Mecklenburg-Western Pomerania,East,No,0.96743,272,272,0.94630,0.98857
2004,Saxony,East,Yes,0.05846,37,819,0.04238,0.07454
2004,Saxony,East,No,0.94154,782,819,0.92546,0.95762
2004,Saxony-Anhalt,East,No,0.95319,464,464,0.93395,0.97243
2004,Thuringa,East,No,0.93538,458,458,0.91284,0.95792
2005,Schleswig-Holstein,West,No,0.94688,342,342,0.92308,0.97069
2005,Hamburg,West,No,0.96410,170,170,0.93605,0.99215
2005,Lower Saxony,West,Yes,0.04334,37,946,0.03036,0.05632
2005,Lower Saxony,West,No,0.95666,909,946,0.94368,0.96964
2005,Bremen,West,No,0.95827,84,84,0.91525,1.00129
2005,North Rhine-Westphalia,West,Yes,0.04242,85,2363,0.03430,0.05055
2005,North Rhine-Westphalia,West,No,0.95758,2278,2363,0.94945,0.96570
2005,Hesse,West,No,0.97431,741,741,0.96292,0.98571
2005,"Rhineland-Palatinate, Saarland",West,Yes,0.05277,32,677,0.03592,0.06962
2005,"Rhineland-Palatinate, Saarland",West,No,0.94723,645,677,0.93038,0.96408
2005,Baden-Wuerttemberg,West,Yes,0.03082,38,1321,0.02149,0.04014
2005,Baden-Wuerttemberg,West,No,0.96918,1283,1321,0.95986,0.97851
2005,Bavaria,West,Yes,0.04316,61,1555,0.03305,0.05326
2005,Bavaria,West,No,0.95684,1494,1555,0.94674,0.96695
2005,Berlin,West,No,0.98667,253,253,0.97250,1.00083
2005,Berlin,East,No,0.96239,189,189,0.93519,0.98959
2005,Brandenburg,East,No,0.94213,446,446,0.92044,0.96383
2005,Mecklenburg-Western Pomerania,East,No,0.97145,269,269,0.95151,0.99139
2005,Saxony,East,Yes,0.05227,32,812,0.03695,0.06759
2005,Saxony,East,No,0.94773,780,812,0.93241,0.96305
2005,Saxony-Anhalt,East,No,0.94572,452,452,0.92481,0.96663
2005,Thuringa,East,No,0.94655,441,441,0.92554,0.96757
2006,Schleswig-Holstein,West,No,0.95367,371,371,0.93225,0.97509
2006,Hamburg,West,No,0.96165,188,188,0.93413,0.98918
2006,Lower Saxony,West,Yes,0.04543,46,1074,0.03297,0.05790
2006,Lower Saxony,West,No,0.95457,1028,1074,0.94210,0.96703
2006,Bremen,West,No,0.95916,87,87,0.91733,1.00099
2006,North Rhine-Westphalia,West,Yes,0.04436,90,2538,0.03635,0.05237
2006,North Rhine-Westphalia,West,No,0.95564,2448,2538,0.94763,0.96365
2006,Hesse,West,No,0.95911,816,816,0.94551,0.97271
2006,"Rhineland-Palatinate, Saarland",West,Yes,0.05221,35,727,0.03603,0.06839
2006,"Rhineland-Palatinate, Saarland",West,No,0.94779,692,727,0.93161,0.96397
2006,Baden-Wuerttemberg,West,Yes,0.03086,46,1473,0.02202,0.03969
2006,Baden-Wuerttemberg,West,No,0.96914,1427,1473,0.96031,0.97798
2006,Bavaria,West,Yes,0.04494,75,1730,0.03517,0.05470
2006,Bavaria,West,No,0.95506,1655,1730,0.94530,0.96483
2006,Berlin,West,No,0.97678,268,268,0.95871,0.99484
2006,Berlin,East,No,0.97605,199,199,0.95475,0.99734
2006,Brandenburg,East,Yes,0.06677,34,532,0.04554,0.08800
2006,Brandenburg,East,No,0.93323,498,532,0.91200,0.95446
2006,Mecklenburg-Western Pomerania,East,No,0.96011,294,294,0.93770,0.98252
2006,Saxony,East,Yes,0.05829,40,877,0.04278,0.07381
2006,Saxony,East,No,0.94171,837,877,0.92619,0.95722
2006,Saxony-Anhalt,East,No,0.95256,470,470,0.93332,0.97180
