year,age_gr,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,17-29 y.,Full-Time Employment,0.45691,1243,2870,0.43868,0.47514
1988,17-29 y.,Regular Part-Time Employment,0.03657,92,2870,0.02970,0.04344
1988,17-29 y.,Vocational Training,0.13622,425,2870,0.12366,0.14877
1988,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02708,72,2870,0.02114,0.03302
1988,17-29 y.,Not Employed,0.34322,1038,2870,0.32585,0.36059
1988,30-45 y.,Full-Time Employment,0.62666,1819,2948,0.60920,0.64413
1988,30-45 y.,Regular Part-Time Employment,0.11395,324,2948,0.10247,0.12542
1988,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02693,76,2948,0.02109,0.03278
1988,30-45 y.,Not Employed,0.23090,729,2948,0.21568,0.24611
1988,46-65 y.,Full-Time Employment,0.47390,1570,3111,0.45635,0.49145
1988,46-65 y.,Regular Part-Time Employment,0.08787,252,3111,0.07792,0.09782
1988,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01940,50,3111,0.01455,0.02425
1988,46-65 y.,Not Employed,0.41883,1239,3111,0.40149,0.43617
1988,66 and older,Not Employed,0.97079,1000,1000,0.96035,0.98124
1989,17-29 y.,Full-Time Employment,0.47300,1310,2827,0.45459,0.49141
1989,17-29 y.,Regular Part-Time Employment,0.04792,113,2827,0.04005,0.05580
1989,17-29 y.,Vocational Training,0.12861,370,2827,0.11627,0.14096
1989,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02277,58,2827,0.01727,0.02827
1989,17-29 y.,Not Employed,0.32770,976,2827,0.31039,0.34500
1989,30-45 y.,Full-Time Employment,0.64259,1787,2838,0.62496,0.66023
1989,30-45 y.,Regular Part-Time Employment,0.11383,322,2838,0.10214,0.12551
1989,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02603,71,2838,0.02017,0.03189
1989,30-45 y.,Not Employed,0.21584,658,2838,0.20070,0.23098
1989,46-65 y.,Full-Time Employment,0.46752,1503,2982,0.44961,0.48543
1989,46-65 y.,Regular Part-Time Employment,0.08510,225,2982,0.07509,0.09512
1989,46-65 y.,"Marginal, Irregular Part-Time Employment",0.02031,58,2982,0.01525,0.02538
1989,46-65 y.,Not Employed,0.42706,1196,2982,0.40931,0.44482
1989,66 and older,Not Employed,0.97010,975,975,0.95941,0.98080
1990,17-29 y.,Full-Time Employment,0.50693,1971,3856,0.49115,0.52272
1990,17-29 y.,Regular Part-Time Employment,0.04903,182,3856,0.04221,0.05584
1990,17-29 y.,Vocational Training,0.12043,463,3856,0.11016,0.13070
1990,17-29 y.,"Marginal, Irregular Part-Time Employment",0.01472,48,3856,0.01092,0.01852
1990,17-29 y.,Not Employed,0.30889,1192,3856,0.29430,0.32348
1990,30-45 y.,Full-Time Employment,0.68144,3050,4297,0.66751,0.69537
1990,30-45 y.,Regular Part-Time Employment,0.12665,508,4297,0.11671,0.13660
1990,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02046,73,4297,0.01623,0.02469
1990,30-45 y.,Not Employed,0.16773,666,4297,0.15655,0.17890
1990,46-65 y.,Full-Time Employment,0.50901,2341,4261,0.49399,0.52402
1990,46-65 y.,Regular Part-Time Employment,0.09816,419,4261,0.08923,0.10710
1990,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01846,61,4261,0.01442,0.02251
1990,46-65 y.,Not Employed,0.37395,1440,4261,0.35942,0.38848
1990,66 and older,Not Employed,0.97434,1413,1413,0.96609,0.98259
1991,17-29 y.,Full-Time Employment,0.49028,1789,3695,0.47416,0.50640
1991,17-29 y.,Regular Part-Time Employment,0.04482,162,3695,0.03815,0.05150
1991,17-29 y.,Vocational Training,0.12662,484,3695,0.11590,0.13735
1991,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02427,76,3695,0.01931,0.02924
1991,17-29 y.,Not Employed,0.31400,1184,3695,0.29903,0.32896
1991,30-45 y.,Full-Time Employment,0.66486,2983,4289,0.65073,0.67899
1991,30-45 y.,Regular Part-Time Employment,0.12187,466,4289,0.11207,0.13166
1991,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02616,88,4289,0.02138,0.03094
1991,30-45 y.,Not Employed,0.17933,752,4289,0.16785,0.19081
1991,46-65 y.,Full-Time Employment,0.50055,2174,4131,0.48530,0.51580
1991,46-65 y.,Regular Part-Time Employment,0.09023,342,4131,0.08149,0.09896
1991,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01913,66,4131,0.01495,0.02331
1991,46-65 y.,Not Employed,0.38993,1549,4131,0.37506,0.40481
1991,66 and older,Not Employed,0.97614,1405,1405,0.96816,0.98412
1992,17-29 y.,Full-Time Employment,0.47453,1654,3574,0.45816,0.49091
1992,17-29 y.,Regular Part-Time Employment,0.03715,149,3574,0.03095,0.04335
1992,17-29 y.,Vocational Training,0.12577,465,3574,0.11489,0.13664
1992,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02368,64,3574,0.01870,0.02867
1992,17-29 y.,Not Employed,0.33887,1242,3574,0.32335,0.35439
1992,30-45 y.,Full-Time Employment,0.64792,2843,4241,0.63354,0.66229
1992,30-45 y.,Regular Part-Time Employment,0.13275,481,4241,0.12253,0.14296
1992,30-45 y.,"Marginal, Irregular Part-Time Employment",0.01580,61,4241,0.01204,0.01955
1992,30-45 y.,Not Employed,0.19902,856,4241,0.18700,0.21104
1992,46-65 y.,Full-Time Employment,0.47654,1997,4031,0.46112,0.49196
1992,46-65 y.,Regular Part-Time Employment,0.08390,305,4031,0.07534,0.09245
1992,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01534,51,4031,0.01154,0.01913
1992,46-65 y.,Not Employed,0.42395,1678,4031,0.40869,0.43920
1992,66 and older,Not Employed,0.98457,1423,1423,0.97816,0.99097
1993,17-29 y.,Full-Time Employment,0.45483,1570,3482,0.43829,0.47137
1993,17-29 y.,Regular Part-Time Employment,0.04091,142,3482,0.03433,0.04749
1993,17-29 y.,Vocational Training,0.13861,480,3482,0.12713,0.15009
1993,17-29 y.,"Marginal, Irregular Part-Time Employment",0.01961,58,3482,0.01501,0.02422
1993,17-29 y.,Not Employed,0.34604,1232,3482,0.33023,0.36184
1993,30-45 y.,Full-Time Employment,0.65033,2784,4168,0.63585,0.66481
1993,30-45 y.,Regular Part-Time Employment,0.12978,481,4168,0.11957,0.13998
1993,30-45 y.,"Marginal, Irregular Part-Time Employment",0.01994,66,4168,0.01570,0.02419
1993,30-45 y.,Not Employed,0.19472,837,4168,0.18269,0.20674
1993,46-65 y.,Full-Time Employment,0.46667,1899,3948,0.45111,0.48224
1993,46-65 y.,Regular Part-Time Employment,0.08131,288,3948,0.07278,0.08984
1993,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01918,59,3948,0.01490,0.02346
1993,46-65 y.,Not Employed,0.43232,1702,3948,0.41687,0.44778
1993,66 and older,Not Employed,0.98278,1444,1444,0.97606,0.98949
1994,17-29 y.,Full-Time Employment,0.43770,1459,3344,0.42088,0.45452
1994,17-29 y.,Regular Part-Time Employment,0.04147,131,3344,0.03471,0.04822
1994,17-29 y.,Vocational Training,0.12361,423,3344,0.11245,0.13477
1994,17-29 y.,"Marginal, Irregular Part-Time Employment",0.01976,66,3344,0.01504,0.02447
1994,17-29 y.,Not Employed,0.37747,1265,3344,0.36104,0.39390
1994,30-45 y.,Full-Time Employment,0.63348,2677,4119,0.61876,0.64820
1994,30-45 y.,Regular Part-Time Employment,0.12217,454,4119,0.11217,0.13217
1994,30-45 y.,"Marginal, Irregular Part-Time Employment",0.03200,104,4119,0.02663,0.03738
1994,30-45 y.,Not Employed,0.20621,884,4119,0.19385,0.21857
1994,46-65 y.,Full-Time Employment,0.45855,1835,3887,0.44288,0.47422
1994,46-65 y.,Regular Part-Time Employment,0.07958,291,3887,0.07108,0.08809
1994,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01851,60,3887,0.01427,0.02275
1994,46-65 y.,Not Employed,0.44319,1701,3887,0.42757,0.45881
1994,66 and older,Not Employed,0.98460,1467,1467,0.97830,0.99091
1995,17-29 y.,Full-Time Employment,0.42670,1425,3355,0.40996,0.44344
1995,17-29 y.,Regular Part-Time Employment,0.03930,135,3355,0.03272,0.04587
1995,17-29 y.,Vocational Training,0.12858,434,3355,0.11725,0.13991
1995,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02576,83,3355,0.02040,0.03112
1995,17-29 y.,Not Employed,0.37966,1278,3355,0.36324,0.39609
1995,30-45 y.,Full-Time Employment,0.62739,2826,4425,0.61314,0.64163
1995,30-45 y.,Regular Part-Time Employment,0.13012,534,4425,0.12021,0.14004
1995,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02659,106,4425,0.02185,0.03133
1995,30-45 y.,Not Employed,0.21307,959,4425,0.20101,0.22514
1995,46-65 y.,Full-Time Employment,0.45055,1869,3961,0.43505,0.46605
1995,46-65 y.,Regular Part-Time Employment,0.07843,298,3961,0.07006,0.08681
1995,46-65 y.,"Marginal, Irregular Part-Time Employment",0.02772,91,3961,0.02260,0.03283
1995,46-65 y.,Not Employed,0.44234,1703,3961,0.42687,0.45781
1995,66 and older,Not Employed,0.97820,1490,1490,0.97078,0.98562
1996,17-29 y.,Full-Time Employment,0.40637,1298,3163,0.38925,0.42349
1996,17-29 y.,Regular Part-Time Employment,0.05183,152,3163,0.04410,0.05955
1996,17-29 y.,Vocational Training,0.12199,405,3163,0.11059,0.13340
1996,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02963,76,3163,0.02372,0.03554
1996,17-29 y.,Not Employed,0.39018,1232,3163,0.37317,0.40718
1996,30-45 y.,Full-Time Employment,0.62711,2802,4409,0.61283,0.64138
1996,30-45 y.,Regular Part-Time Employment,0.13675,556,4409,0.12661,0.14690
1996,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02698,106,4409,0.02220,0.03177
1996,30-45 y.,Not Employed,0.20349,945,4409,0.19160,0.21537
1996,46-65 y.,Full-Time Employment,0.44100,1782,3899,0.42541,0.45658
1996,46-65 y.,Regular Part-Time Employment,0.08886,335,3899,0.07993,0.09779
1996,46-65 y.,"Marginal, Irregular Part-Time Employment",0.02210,75,3899,0.01748,0.02671
1996,46-65 y.,Not Employed,0.44761,1707,3899,0.43200,0.46322
1996,66 and older,Not Employed,0.97675,1509,1509,0.96914,0.98435
1997,17-29 y.,Full-Time Employment,0.39985,1232,3028,0.38240,0.41730
1997,17-29 y.,Regular Part-Time Employment,0.05136,121,3028,0.04350,0.05923
1997,17-29 y.,Vocational Training,0.12154,393,3028,0.10990,0.13318
1997,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02889,75,3028,0.02292,0.03485
1997,17-29 y.,Not Employed,0.39836,1207,3028,0.38092,0.41580
1997,30-45 y.,Full-Time Employment,0.62662,2750,4340,0.61222,0.64101
1997,30-45 y.,Regular Part-Time Employment,0.12738,519,4340,0.11746,0.13730
1997,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02660,106,4340,0.02181,0.03138
1997,30-45 y.,Not Employed,0.21530,965,4340,0.20307,0.22753
1997,46-65 y.,Full-Time Employment,0.43120,1727,3848,0.41555,0.44685
1997,46-65 y.,Regular Part-Time Employment,0.09352,342,3848,0.08432,0.10272
1997,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01667,65,3848,0.01262,0.02071
1997,46-65 y.,Not Employed,0.45819,1714,3848,0.44245,0.47394
1997,66 and older,Not Employed,0.97838,1545,1545,0.97112,0.98563
1998,17-29 y.,Full-Time Employment,0.38591,1239,3160,0.36893,0.40288
1998,17-29 y.,Regular Part-Time Employment,0.04267,115,3160,0.03562,0.04971
1998,17-29 y.,Vocational Training,0.13307,448,3160,0.12123,0.14492
1998,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02906,75,3160,0.02320,0.03492
1998,17-29 y.,Not Employed,0.40812,1283,3160,0.39098,0.42526
1998,30-45 y.,Full-Time Employment,0.62087,3032,4790,0.60713,0.63461
1998,30-45 y.,Regular Part-Time Employment,0.13393,573,4790,0.12428,0.14358
1998,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02425,126,4790,0.01989,0.02861
1998,30-45 y.,Not Employed,0.21348,1059,4790,0.20188,0.22509
1998,46-65 y.,Full-Time Employment,0.43686,1941,4390,0.42218,0.45153
1998,46-65 y.,Regular Part-Time Employment,0.09373,408,4390,0.08511,0.10236
1998,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01904,88,4390,0.01500,0.02308
1998,46-65 y.,Not Employed,0.44945,1953,4390,0.43473,0.46417
1998,66 and older,Not Employed,0.98029,1814,1814,0.97389,0.98669
1999,17-29 y.,Full-Time Employment,0.38627,1169,2969,0.36876,0.40379
1999,17-29 y.,Regular Part-Time Employment,0.04531,133,2969,0.03782,0.05279
1999,17-29 y.,Vocational Training,0.13751,417,2969,0.12512,0.14990
1999,17-29 y.,"Marginal, Irregular Part-Time Employment",0.04949,126,2969,0.04169,0.05729
1999,17-29 y.,Not Employed,0.37992,1124,2969,0.36246,0.39738
1999,30-45 y.,Full-Time Employment,0.63281,3002,4679,0.61899,0.64662
1999,30-45 y.,Regular Part-Time Employment,0.12810,579,4679,0.11852,0.13768
1999,30-45 y.,"Marginal, Irregular Part-Time Employment",0.04465,185,4679,0.03873,0.05057
1999,30-45 y.,Not Employed,0.18807,913,4679,0.17687,0.19927
1999,46-65 y.,Full-Time Employment,0.44382,1857,4181,0.42876,0.45888
1999,46-65 y.,Regular Part-Time Employment,0.09566,392,4181,0.08674,0.10458
1999,46-65 y.,"Marginal, Irregular Part-Time Employment",0.02719,107,4181,0.02226,0.03212
1999,46-65 y.,Not Employed,0.43074,1825,4181,0.41573,0.44576
1999,66 and older,Not Employed,0.97430,1754,1754,0.96689,0.98171
2000,17-29 y.,Full-Time Employment,0.39173,1660,4567,0.37757,0.40589
2000,17-29 y.,Regular Part-Time Employment,0.05133,231,4567,0.04493,0.05773
2000,17-29 y.,Vocational Training,0.13304,669,4567,0.12319,0.14289
2000,17-29 y.,"Marginal, Irregular Part-Time Employment",0.04954,203,4567,0.04324,0.05583
2000,17-29 y.,Not Employed,0.37228,1804,4567,0.35826,0.38630
2000,30-45 y.,Full-Time Employment,0.62914,5024,8130,0.61864,0.63964
2000,30-45 y.,Regular Part-Time Employment,0.14404,1166,8130,0.13640,0.15167
2000,30-45 y.,"Marginal, Irregular Part-Time Employment",0.03866,311,8130,0.03447,0.04285
2000,30-45 y.,Not Employed,0.18425,1629,8130,0.17582,0.19268
2000,46-65 y.,Full-Time Employment,0.43722,3344,7757,0.42618,0.44826
2000,46-65 y.,Regular Part-Time Employment,0.10768,808,7757,0.10078,0.11458
2000,46-65 y.,"Marginal, Irregular Part-Time Employment",0.03255,220,7757,0.02860,0.03650
2000,46-65 y.,Not Employed,0.42109,3385,7757,0.41011,0.43208
2000,66 and older,Full-Time Employment,0.00978,32,3570,0.00655,0.01301
2000,66 and older,"Marginal, Irregular Part-Time Employment",0.01030,32,3570,0.00699,0.01362
2000,66 and older,Not Employed,0.97157,3506,3570,0.96612,0.97702
2001,17-29 y.,Full-Time Employment,0.37220,1418,4088,0.35738,0.38702
2001,17-29 y.,Regular Part-Time Employment,0.04516,178,4088,0.03880,0.05153
2001,17-29 y.,Vocational Training,0.15118,643,4088,0.14019,0.16216
2001,17-29 y.,"Marginal, Irregular Part-Time Employment",0.05668,218,4088,0.04959,0.06377
2001,17-29 y.,Not Employed,0.37262,1631,4088,0.35779,0.38744
2001,30-45 y.,Full-Time Employment,0.63079,4499,7318,0.61973,0.64184
2001,30-45 y.,Regular Part-Time Employment,0.14486,1088,7318,0.13679,0.15292
2001,30-45 y.,Vocational Training,0.00417,31,7318,0.00270,0.00565
2001,30-45 y.,"Marginal, Irregular Part-Time Employment",0.03958,285,7318,0.03511,0.04404
2001,30-45 y.,Not Employed,0.17955,1415,7318,0.17076,0.18835
2001,46-65 y.,Full-Time Employment,0.43883,3113,7082,0.42727,0.45039
2001,46-65 y.,Regular Part-Time Employment,0.11311,771,7082,0.10573,0.12049
2001,46-65 y.,"Marginal, Irregular Part-Time Employment",0.02944,205,7082,0.02550,0.03338
2001,46-65 y.,Not Employed,0.41602,2993,7082,0.40454,0.42750
2001,66 and older,"Marginal, Irregular Part-Time Employment",0.01286,42,3350,0.00905,0.01668
2001,66 and older,Not Employed,0.97312,3308,3350,0.96764,0.97860
2002,17-29 y.,Full-Time Employment,0.33719,1303,4129,0.32277,0.35161
2002,17-29 y.,Regular Part-Time Employment,0.05095,192,4129,0.04424,0.05766
2002,17-29 y.,Vocational Training,0.15982,648,4129,0.14864,0.17100
2002,17-29 y.,"Marginal, Irregular Part-Time Employment",0.05047,225,4129,0.04379,0.05715
2002,17-29 y.,Not Employed,0.39836,1761,4129,0.38342,0.41329
2002,30-45 y.,Full-Time Employment,0.61070,4515,7402,0.59959,0.62181
2002,30-45 y.,Regular Part-Time Employment,0.14328,1148,7402,0.13530,0.15127
2002,30-45 y.,"Marginal, Irregular Part-Time Employment",0.04355,307,7402,0.03890,0.04820
2002,30-45 y.,Not Employed,0.19679,1432,7402,0.18774,0.20585
2002,46-65 y.,Full-Time Employment,0.43493,3696,7844,0.42396,0.44590
2002,46-65 y.,Regular Part-Time Employment,0.11381,905,7844,0.10678,0.12084
2002,46-65 y.,"Marginal, Irregular Part-Time Employment",0.03462,253,7844,0.03057,0.03866
2002,46-65 y.,Not Employed,0.41440,2990,7844,0.40350,0.42530
2002,66 and older,Full-Time Employment,0.00639,38,3591,0.00378,0.00900
2002,66 and older,Regular Part-Time Employment,0.00851,38,3591,0.00551,0.01152
2002,66 and older,"Marginal, Irregular Part-Time Employment",0.01091,43,3591,0.00751,0.01430
2002,66 and older,Not Employed,0.97419,3472,3591,0.96901,0.97938
2003,17-29 y.,Full-Time Employment,0.32854,1211,3994,0.31398,0.34311
2003,17-29 y.,Regular Part-Time Employment,0.05828,194,3994,0.05102,0.06555
2003,17-29 y.,Vocational Training,0.13440,570,3994,0.12382,0.14497
2003,17-29 y.,"Marginal, Irregular Part-Time Employment",0.05876,260,3994,0.05146,0.06605
2003,17-29 y.,Not Employed,0.41638,1759,3994,0.40109,0.43167
2003,30-45 y.,Full-Time Employment,0.59775,4098,6926,0.58620,0.60929
2003,30-45 y.,Regular Part-Time Employment,0.15227,1145,6926,0.14381,0.16073
2003,30-45 y.,Vocational Training,0.00525,32,6926,0.00355,0.00695
2003,30-45 y.,"Marginal, Irregular Part-Time Employment",0.04196,281,6926,0.03723,0.04668
2003,30-45 y.,Not Employed,0.20135,1370,6926,0.19191,0.21080
2003,46-65 y.,Full-Time Employment,0.43492,3508,7558,0.42374,0.44609
2003,46-65 y.,Regular Part-Time Employment,0.11103,895,7558,0.10394,0.11811
2003,46-65 y.,"Marginal, Irregular Part-Time Employment",0.03770,260,7558,0.03341,0.04200
2003,46-65 y.,Not Employed,0.41387,2895,7558,0.40276,0.42497
2003,66 and older,Full-Time Employment,0.00825,40,3650,0.00531,0.01118
2003,66 and older,Regular Part-Time Employment,0.00780,35,3650,0.00494,0.01065
2003,66 and older,"Marginal, Irregular Part-Time Employment",0.01548,54,3650,0.01148,0.01949
2003,66 and older,Not Employed,0.96847,3521,3650,0.96280,0.97414
2004,17-29 y.,Full-Time Employment,0.31764,1165,3947,0.30311,0.33217
2004,17-29 y.,Regular Part-Time Employment,0.05342,200,3947,0.04640,0.06043
2004,17-29 y.,Vocational Training,0.14336,558,3947,0.13242,0.15429
2004,17-29 y.,"Marginal, Irregular Part-Time Employment",0.05731,243,3947,0.05006,0.06456
2004,17-29 y.,Not Employed,0.42611,1781,3947,0.41068,0.44154
2004,30-45 y.,Full-Time Employment,0.59721,3864,6500,0.58529,0.60914
2004,30-45 y.,Regular Part-Time Employment,0.14885,1048,6500,0.14020,0.15751
2004,30-45 y.,"Marginal, Irregular Part-Time Employment",0.04678,311,6500,0.04165,0.05192
2004,30-45 y.,Not Employed,0.20242,1277,6500,0.19265,0.21219
2004,46-65 y.,Full-Time Employment,0.43858,3446,7355,0.42724,0.44992
2004,46-65 y.,Regular Part-Time Employment,0.11422,898,7355,0.10695,0.12149
2004,46-65 y.,"Marginal, Irregular Part-Time Employment",0.04372,296,7355,0.03905,0.04840
2004,46-65 y.,Not Employed,0.40189,2715,7355,0.39068,0.41309
2004,66 and older,Full-Time Employment,0.00818,43,3760,0.00530,0.01106
2004,66 and older,Regular Part-Time Employment,0.00848,40,3760,0.00555,0.01141
2004,66 and older,"Marginal, Irregular Part-Time Employment",0.01681,68,3760,0.01270,0.02092
2004,66 and older,Not Employed,0.96653,3609,3760,0.96078,0.97228
2005,17-29 y.,Full-Time Employment,0.30720,1100,3817,0.29256,0.32184
2005,17-29 y.,Regular Part-Time Employment,0.05388,180,3817,0.04671,0.06104
2005,17-29 y.,Vocational Training,0.13165,495,3817,0.12093,0.14238
2005,17-29 y.,"Marginal, Irregular Part-Time Employment",0.06316,261,3817,0.05544,0.07087
2005,17-29 y.,Not Employed,0.44109,1781,3817,0.42534,0.45685
2005,30-45 y.,Full-Time Employment,0.58977,3567,6057,0.57738,0.60216
2005,30-45 y.,Regular Part-Time Employment,0.15223,972,6057,0.14318,0.16128
2005,30-45 y.,"Marginal, Irregular Part-Time Employment",0.05176,322,6057,0.04618,0.05734
2005,30-45 y.,Not Employed,0.19970,1196,6057,0.18963,0.20977
2005,46-65 y.,Full-Time Employment,0.44562,3285,7008,0.43399,0.45726
2005,46-65 y.,Regular Part-Time Employment,0.11853,893,7008,0.11096,0.12610
2005,46-65 y.,"Marginal, Irregular Part-Time Employment",0.04959,310,7008,0.04450,0.05467
2005,46-65 y.,Not Employed,0.38425,2520,7008,0.37286,0.39564
2005,66 and older,Full-Time Employment,0.00743,32,3766,0.00469,0.01018
2005,66 and older,Regular Part-Time Employment,0.01088,47,3766,0.00756,0.01419
2005,66 and older,"Marginal, Irregular Part-Time Employment",0.01438,59,3766,0.01058,0.01818
2005,66 and older,Not Employed,0.96731,3628,3766,0.96163,0.97299
2006,17-29 y.,Full-Time Employment,0.31095,1129,3968,0.29654,0.32535
2006,17-29 y.,Regular Part-Time Employment,0.05121,189,3968,0.04435,0.05807
2006,17-29 y.,Vocational Training,0.12825,506,3968,0.11785,0.13866
2006,17-29 y.,"Marginal, Irregular Part-Time Employment",0.08181,357,3968,0.07328,0.09034
2006,17-29 y.,Not Employed,0.42279,1787,3968,0.40741,0.43816
2006,30-45 y.,Full-Time Employment,0.58352,3615,6259,0.57130,0.59573
2006,30-45 y.,Regular Part-Time Employment,0.15562,1063,6259,0.14664,0.16460
2006,30-45 y.,"Marginal, Irregular Part-Time Employment",0.05550,348,6259,0.04983,0.06117
2006,30-45 y.,Not Employed,0.20099,1233,6259,0.19106,0.21092
2006,46-65 y.,Full-Time Employment,0.45214,3517,7566,0.44092,0.46335
2006,46-65 y.,Regular Part-Time Employment,0.11674,1005,7566,0.10950,0.12397
2006,46-65 y.,"Marginal, Irregular Part-Time Employment",0.05116,356,7566,0.04620,0.05613
2006,46-65 y.,Not Employed,0.37765,2688,7566,0.36673,0.38858
