year,age_gr,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,17-29 y.,Rural regions,Not Employed,0.33893,194,544,0.29912,0.37875
1988,30-45 y.,Urban regions,Full-Time Employment,0.63764,1443,2330,0.61812,0.65716
1988,30-45 y.,Urban regions,Regular Part-Time Employment,0.10536,245,2330,0.09289,0.11783
1988,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02576,57,2330,0.01933,0.03219
1988,30-45 y.,Urban regions,Not Employed,0.22920,585,2330,0.21213,0.24627
1988,30-45 y.,Rural regions,Full-Time Employment,0.59025,376,599,0.55083,0.62967
1988,30-45 y.,Rural regions,Regular Part-Time Employment,0.14243,79,599,0.11442,0.17044
1988,30-45 y.,Rural regions,Not Employed,0.23651,144,599,0.20245,0.27057
1988,46-65 y.,Urban regions,Full-Time Employment,0.47590,1264,2487,0.45627,0.49553
1988,46-65 y.,Urban regions,Regular Part-Time Employment,0.09234,206,2487,0.08096,0.10372
1988,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01753,36,2487,0.01237,0.02269
1988,46-65 y.,Urban regions,Not Employed,0.41424,981,2487,0.39487,0.43360
1988,46-65 y.,Rural regions,Full-Time Employment,0.46729,306,610,0.42767,0.50692
1988,46-65 y.,Rural regions,Regular Part-Time Employment,0.07312,46,610,0.05245,0.09380
1988,46-65 y.,Rural regions,Not Employed,0.43400,258,610,0.39464,0.47336
1988,66 and older,Urban regions,Not Employed,0.96963,757,757,0.95739,0.98186
1988,66 and older,Rural regions,Not Employed,0.97436,243,243,0.95444,0.99427
1989,17-29 y.,Urban regions,Full-Time Employment,0.46930,1039,2269,0.44877,0.48984
1989,17-29 y.,Urban regions,Regular Part-Time Employment,0.05049,92,2269,0.04148,0.05950
1989,17-29 y.,Urban regions,Vocational Training,0.12501,286,2269,0.11140,0.13862
1989,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02731,53,2269,0.02061,0.03402
1989,17-29 y.,Urban regions,Not Employed,0.32788,799,2269,0.30856,0.34720
1989,17-29 y.,Rural regions,Full-Time Employment,0.48564,271,532,0.44313,0.52815
1989,17-29 y.,Rural regions,Vocational Training,0.14093,84,532,0.11133,0.17052
1989,17-29 y.,Rural regions,Not Employed,0.32706,177,532,0.28716,0.36697
1989,30-45 y.,Urban regions,Full-Time Employment,0.65566,1438,2268,0.63610,0.67522
1989,30-45 y.,Urban regions,Regular Part-Time Employment,0.10403,244,2268,0.09147,0.11660
1989,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02603,55,2268,0.01947,0.03258
1989,30-45 y.,Urban regions,Not Employed,0.21261,531,2268,0.19577,0.22946
1989,30-45 y.,Rural regions,Full-Time Employment,0.59636,349,554,0.55547,0.63726
1989,30-45 y.,Rural regions,Regular Part-Time Employment,0.14847,78,554,0.11884,0.17811
1989,30-45 y.,Rural regions,Not Employed,0.22726,127,554,0.19233,0.26219
1989,46-65 y.,Urban regions,Full-Time Employment,0.47190,1217,2396,0.45191,0.49190
1989,46-65 y.,Urban regions,Regular Part-Time Employment,0.08387,177,2396,0.07277,0.09497
1989,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02098,47,2396,0.01524,0.02672
1989,46-65 y.,Urban regions,Not Employed,0.42325,955,2396,0.40346,0.44304
1989,46-65 y.,Rural regions,Full-Time Employment,0.45261,286,575,0.41189,0.49333
1989,46-65 y.,Rural regions,Regular Part-Time Employment,0.08931,48,575,0.06598,0.11265
1989,46-65 y.,Rural regions,Not Employed,0.44004,241,575,0.39943,0.48065
1989,66 and older,Urban regions,Not Employed,0.97423,740,740,0.96280,0.98565
1989,66 and older,Rural regions,Not Employed,0.95770,235,235,0.93191,0.98349
1990,17-29 y.,Urban regions,Full-Time Employment,0.48592,1219,2519,0.46640,0.50544
1990,17-29 y.,Urban regions,Regular Part-Time Employment,0.05186,120,2519,0.04320,0.06052
1990,17-29 y.,Urban regions,Vocational Training,0.12308,299,2519,0.11025,0.13591
1990,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01478,36,2519,0.01007,0.01950
1990,17-29 y.,Urban regions,Not Employed,0.32436,845,2519,0.30607,0.34264
1990,17-29 y.,Rural regions,Full-Time Employment,0.54800,736,1304,0.52098,0.57503
1990,17-29 y.,Rural regions,Regular Part-Time Employment,0.04357,62,1304,0.03248,0.05465
1990,17-29 y.,Rural regions,Vocational Training,0.11520,161,1304,0.09786,0.13254
1990,17-29 y.,Rural regions,Not Employed,0.27848,345,1304,0.25414,0.30282
1990,30-45 y.,No answer / don't know,Full-Time Employment,0.87553,33,33,0.76115,0.98991
1990,30-45 y.,Urban regions,Full-Time Employment,0.67339,1865,2731,0.65580,0.69099
1990,30-45 y.,Urban regions,Regular Part-Time Employment,0.11895,305,2731,0.10681,0.13109
1990,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01897,51,2731,0.01385,0.02409
1990,30-45 y.,Urban regions,Not Employed,0.18340,510,2731,0.16888,0.19791
1990,30-45 y.,Rural regions,Full-Time Employment,0.69783,1152,1507,0.67464,0.72102
1990,30-45 y.,Rural regions,Regular Part-Time Employment,0.14627,201,1507,0.12842,0.16412
1990,30-45 y.,Rural regions,Not Employed,0.13152,154,1507,0.11445,0.14859
1990,46-65 y.,Urban regions,Full-Time Employment,0.49588,1467,2789,0.47732,0.51444
1990,46-65 y.,Urban regions,Regular Part-Time Employment,0.09291,256,2789,0.08214,0.10369
1990,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01965,43,2789,0.01450,0.02480
1990,46-65 y.,Urban regions,Not Employed,0.39095,1023,2789,0.37283,0.40906
1990,46-65 y.,Rural regions,Full-Time Employment,0.53781,861,1429,0.51195,0.56367
1990,46-65 y.,Rural regions,Regular Part-Time Employment,0.10983,161,1429,0.09361,0.12605
1990,46-65 y.,Rural regions,Not Employed,0.33627,407,1429,0.31177,0.36078
1990,66 and older,Urban regions,Not Employed,0.97793,889,889,0.96827,0.98759
1990,66 and older,Rural regions,Not Employed,0.96659,520,520,0.95113,0.98205
1991,17-29 y.,Urban regions,Full-Time Employment,0.48937,1152,2419,0.46945,0.50930
1991,17-29 y.,Urban regions,Regular Part-Time Employment,0.04365,105,2419,0.03551,0.05179
1991,17-29 y.,Urban regions,Vocational Training,0.12818,313,2419,0.11485,0.14150
1991,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02900,60,2419,0.02231,0.03569
1991,17-29 y.,Urban regions,Not Employed,0.30980,789,2419,0.29137,0.32823
1991,17-29 y.,Rural regions,Full-Time Employment,0.48943,623,1235,0.46154,0.51732
1991,17-29 y.,Rural regions,Regular Part-Time Employment,0.04787,57,1235,0.03596,0.05978
1991,17-29 y.,Rural regions,Vocational Training,0.12511,169,1235,0.10665,0.14356
1991,17-29 y.,Rural regions,Not Employed,0.32230,386,1235,0.29622,0.34837
1991,30-45 y.,No answer / don't know,Full-Time Employment,0.90772,37,37,0.81317,1.00226
1991,30-45 y.,Urban regions,Full-Time Employment,0.65542,1832,2729,0.63759,0.67326
1991,30-45 y.,Urban regions,Regular Part-Time Employment,0.12466,317,2729,0.11227,0.13706
1991,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02662,62,2729,0.02058,0.03266
1991,30-45 y.,Urban regions,Not Employed,0.18589,518,2729,0.17129,0.20049
1991,30-45 y.,Rural regions,Full-Time Employment,0.68300,1114,1494,0.65939,0.70660
1991,30-45 y.,Rural regions,Regular Part-Time Employment,0.11615,147,1494,0.09990,0.13240
1991,30-45 y.,Rural regions,Not Employed,0.16651,233,1494,0.14761,0.18541
1991,46-65 y.,Urban regions,Full-Time Employment,0.50180,1417,2692,0.48291,0.52069
1991,46-65 y.,Urban regions,Regular Part-Time Employment,0.09094,227,2692,0.08008,0.10180
1991,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02236,50,2692,0.01678,0.02795
1991,46-65 y.,Urban regions,Not Employed,0.38466,998,2692,0.36628,0.40304
1991,46-65 y.,Rural regions,Full-Time Employment,0.49960,751,1404,0.47344,0.52576
1991,46-65 y.,Rural regions,Regular Part-Time Employment,0.08917,114,1404,0.07426,0.10409
1991,46-65 y.,Rural regions,Not Employed,0.39847,539,1404,0.37285,0.42409
1991,66 and older,Urban regions,Not Employed,0.98067,895,895,0.97164,0.98969
1991,66 and older,Rural regions,Not Employed,0.96624,504,504,0.95046,0.98203
1992,17-29 y.,Urban regions,Full-Time Employment,0.48268,1102,2358,0.46251,0.50285
1992,17-29 y.,Urban regions,Regular Part-Time Employment,0.03815,104,2358,0.03041,0.04588
1992,17-29 y.,Urban regions,Vocational Training,0.11402,281,2358,0.10119,0.12685
1992,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02688,50,2358,0.02035,0.03341
1992,17-29 y.,Urban regions,Not Employed,0.33827,821,2358,0.31917,0.35737
1992,17-29 y.,Rural regions,Full-Time Employment,0.45682,536,1165,0.42821,0.48544
1992,17-29 y.,Rural regions,Regular Part-Time Employment,0.03520,44,1165,0.02462,0.04579
1992,17-29 y.,Rural regions,Vocational Training,0.15018,176,1165,0.12966,0.17071
1992,17-29 y.,Rural regions,Not Employed,0.34006,409,1165,0.31285,0.36728
1992,30-45 y.,No answer / don't know,Full-Time Employment,0.80193,43,43,0.68139,0.92246
1992,30-45 y.,Urban regions,Full-Time Employment,0.64299,1769,2715,0.62496,0.66101
1992,30-45 y.,Urban regions,Regular Part-Time Employment,0.13396,334,2715,0.12114,0.14677
1992,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01768,49,2715,0.01272,0.02263
1992,30-45 y.,Urban regions,Not Employed,0.20153,563,2715,0.18644,0.21662
1992,30-45 y.,Rural regions,Full-Time Employment,0.65593,1031,1464,0.63159,0.68028
1992,30-45 y.,Rural regions,Regular Part-Time Employment,0.13160,146,1464,0.11428,0.14892
1992,30-45 y.,Rural regions,Not Employed,0.19503,287,1464,0.17473,0.21533
1992,46-65 y.,Urban regions,Full-Time Employment,0.48520,1335,2653,0.46617,0.50422
1992,46-65 y.,Urban regions,Regular Part-Time Employment,0.08901,214,2653,0.07817,0.09985
1992,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01625,36,2653,0.01144,0.02107
1992,46-65 y.,Urban regions,Not Employed,0.40913,1068,2653,0.39042,0.42785
1992,46-65 y.,Rural regions,Full-Time Employment,0.45698,652,1339,0.43028,0.48367
1992,46-65 y.,Rural regions,Regular Part-Time Employment,0.07375,90,1339,0.05974,0.08775
1992,46-65 y.,Rural regions,Not Employed,0.45568,597,1339,0.42899,0.48236
1992,66 and older,Urban regions,Not Employed,0.98372,914,914,0.97551,0.99193
1992,66 and older,Rural regions,Not Employed,0.98624,502,502,0.97604,0.99644
1993,17-29 y.,Urban regions,Full-Time Employment,0.45503,1051,2319,0.43476,0.47530
1993,17-29 y.,Urban regions,Regular Part-Time Employment,0.04041,95,2319,0.03240,0.04843
1993,17-29 y.,Urban regions,Vocational Training,0.12970,294,2319,0.11603,0.14338
1993,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02161,42,2319,0.01569,0.02752
1993,17-29 y.,Urban regions,Not Employed,0.35325,837,2319,0.33379,0.37271
1993,17-29 y.,Rural regions,Full-Time Employment,0.45441,519,1147,0.42559,0.48324
1993,17-29 y.,Rural regions,Regular Part-Time Employment,0.04196,47,1147,0.03035,0.05357
1993,17-29 y.,Rural regions,Vocational Training,0.15740,186,1147,0.13632,0.17849
1993,17-29 y.,Rural regions,Not Employed,0.33081,395,1147,0.30357,0.35805
1993,30-45 y.,Urban regions,Full-Time Employment,0.64596,1769,2710,0.62795,0.66397
1993,30-45 y.,Urban regions,Regular Part-Time Employment,0.13364,340,2710,0.12082,0.14645
1993,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01799,44,2710,0.01298,0.02299
1993,30-45 y.,Urban regions,Not Employed,0.19927,557,2710,0.18423,0.21432
1993,30-45 y.,Rural regions,Full-Time Employment,0.66062,1015,1436,0.63612,0.68512
1993,30-45 y.,Rural regions,Regular Part-Time Employment,0.12069,141,1436,0.10383,0.13754
1993,30-45 y.,Rural regions,Not Employed,0.18399,280,1436,0.16394,0.20404
1993,46-65 y.,Urban regions,Full-Time Employment,0.49084,1317,2618,0.47169,0.50999
1993,46-65 y.,Urban regions,Regular Part-Time Employment,0.08263,200,2618,0.07209,0.09318
1993,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02275,46,2618,0.01703,0.02846
1993,46-65 y.,Urban regions,Not Employed,0.40303,1055,2618,0.38424,0.42182
1993,46-65 y.,Rural regions,Full-Time Employment,0.41445,582,1317,0.38783,0.44106
1993,46-65 y.,Rural regions,Regular Part-Time Employment,0.07845,88,1317,0.06393,0.09298
1993,46-65 y.,Rural regions,Not Employed,0.49563,647,1317,0.46861,0.52264
1993,66 and older,Urban regions,Not Employed,0.98348,929,929,0.97527,0.99168
1993,66 and older,Rural regions,Not Employed,0.98133,515,515,0.96962,0.99303
1994,17-29 y.,Urban regions,Full-Time Employment,0.44874,997,2238,0.42813,0.46935
1994,17-29 y.,Urban regions,Regular Part-Time Employment,0.03788,84,2238,0.02997,0.04580
1994,17-29 y.,Urban regions,Vocational Training,0.10252,233,2238,0.08995,0.11509
1994,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.01912,48,2238,0.01345,0.02480
1994,17-29 y.,Urban regions,Not Employed,0.39174,876,2238,0.37151,0.41197
1994,17-29 y.,Rural regions,Full-Time Employment,0.41370,462,1088,0.38442,0.44297
1994,17-29 y.,Rural regions,Regular Part-Time Employment,0.04925,47,1088,0.03639,0.06212
1994,17-29 y.,Rural regions,Vocational Training,0.16947,190,1088,0.14717,0.19178
1994,17-29 y.,Rural regions,Not Employed,0.34644,389,1088,0.31815,0.37473
1994,30-45 y.,Urban regions,Full-Time Employment,0.63294,1711,2686,0.61471,0.65118
1994,30-45 y.,Urban regions,Regular Part-Time Employment,0.12326,311,2686,0.11082,0.13569
1994,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03066,73,2686,0.02414,0.03718
1994,30-45 y.,Urban regions,Not Employed,0.20718,591,2686,0.19185,0.22251
1994,30-45 y.,Rural regions,Full-Time Employment,0.63475,966,1433,0.60981,0.65969
1994,30-45 y.,Rural regions,Regular Part-Time Employment,0.11960,143,1433,0.10280,0.13641
1994,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03518,31,1433,0.02564,0.04473
1994,30-45 y.,Rural regions,Not Employed,0.20392,293,1433,0.18305,0.22479
1994,46-65 y.,Urban regions,Full-Time Employment,0.47423,1236,2565,0.45490,0.49355
1994,46-65 y.,Urban regions,Regular Part-Time Employment,0.08470,207,2565,0.07392,0.09548
1994,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02279,50,2565,0.01701,0.02857
1994,46-65 y.,Urban regions,Not Employed,0.41828,1072,2565,0.39919,0.43738
1994,46-65 y.,Rural regions,Full-Time Employment,0.42435,599,1312,0.39759,0.45110
1994,46-65 y.,Rural regions,Regular Part-Time Employment,0.06843,84,1312,0.05476,0.08209
1994,46-65 y.,Rural regions,Not Employed,0.49752,629,1312,0.47046,0.52459
1994,66 and older,Urban regions,Not Employed,0.98479,958,958,0.97703,0.99254
1994,66 and older,Rural regions,Not Employed,0.98420,509,509,0.97335,0.99504
1995,17-29 y.,Urban regions,Full-Time Employment,0.42180,953,2231,0.40130,0.44230
1995,17-29 y.,Urban regions,Regular Part-Time Employment,0.03375,84,2231,0.02626,0.04125
1995,17-29 y.,Urban regions,Vocational Training,0.10954,239,2231,0.09658,0.12251
1995,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02963,63,2231,0.02259,0.03666
1995,17-29 y.,Urban regions,Not Employed,0.40527,892,2231,0.38490,0.42565
1995,17-29 y.,Rural regions,Full-Time Employment,0.43711,472,1104,0.40784,0.46639
1995,17-29 y.,Rural regions,Regular Part-Time Employment,0.05109,51,1104,0.03810,0.06409
1995,17-29 y.,Rural regions,Vocational Training,0.16908,195,1104,0.14696,0.19120
1995,17-29 y.,Rural regions,Not Employed,0.32518,386,1104,0.29753,0.35282
1995,30-45 y.,Urban regions,Full-Time Employment,0.62715,1806,2885,0.60950,0.64480
1995,30-45 y.,Urban regions,Regular Part-Time Employment,0.13065,359,2885,0.11835,0.14295
1995,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02656,74,2885,0.02069,0.03243
1995,30-45 y.,Urban regions,Not Employed,0.21283,646,2885,0.19789,0.22777
1995,30-45 y.,Rural regions,Full-Time Employment,0.62793,1020,1540,0.60378,0.65208
1995,30-45 y.,Rural regions,Regular Part-Time Employment,0.12893,175,1540,0.11219,0.14567
1995,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.02666,32,1540,0.01861,0.03471
1995,30-45 y.,Rural regions,Not Employed,0.21362,313,1540,0.19314,0.23409
1995,46-65 y.,Urban regions,Full-Time Employment,0.46368,1239,2596,0.44449,0.48286
1995,46-65 y.,Urban regions,Regular Part-Time Employment,0.08505,214,2596,0.07432,0.09579
1995,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03078,68,2596,0.02414,0.03743
1995,46-65 y.,Urban regions,Not Employed,0.42017,1075,2596,0.40118,0.43917
1995,46-65 y.,Rural regions,Full-Time Employment,0.42304,630,1342,0.39660,0.44949
1995,46-65 y.,Rural regions,Regular Part-Time Employment,0.06456,84,1342,0.05141,0.07772
1995,46-65 y.,Rural regions,Not Employed,0.48876,628,1342,0.46201,0.51552
1995,66 and older,Urban regions,Not Employed,0.97783,989,989,0.96865,0.98701
1995,66 and older,Rural regions,Not Employed,0.97903,501,501,0.96647,0.99159
1996,17-29 y.,Urban regions,Full-Time Employment,0.39950,851,2075,0.37842,0.42058
1996,17-29 y.,Urban regions,Regular Part-Time Employment,0.04714,100,2075,0.03802,0.05626
1996,17-29 y.,Urban regions,Vocational Training,0.11979,236,2075,0.10582,0.13377
1996,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03135,56,2075,0.02385,0.03885
1996,17-29 y.,Urban regions,Not Employed,0.40221,832,2075,0.38111,0.42331
1996,17-29 y.,Rural regions,Full-Time Employment,0.42072,447,1068,0.39110,0.45034
1996,17-29 y.,Rural regions,Regular Part-Time Employment,0.06162,52,1068,0.04719,0.07605
1996,17-29 y.,Rural regions,Vocational Training,0.12660,169,1068,0.10664,0.14655
1996,17-29 y.,Rural regions,Not Employed,0.36502,400,1068,0.33613,0.39391
1996,30-45 y.,Urban regions,Full-Time Employment,0.63194,1819,2897,0.61437,0.64950
1996,30-45 y.,Urban regions,Regular Part-Time Employment,0.13478,383,2897,0.12235,0.14722
1996,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02695,76,2897,0.02105,0.03285
