year,bula_h,sampreg,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Thuringa,East,Yes,0.14338,75,487,0.11222,0.17454
2006,Thuringa,East,No,0.85662,412,487,0.82546,0.88778
2007,Schleswig-Holstein,West,Yes,0.10126,36,347,0.06948,0.13305
2007,Schleswig-Holstein,West,No,0.89874,311,347,0.86695,0.93052
2007,Hamburg,West,No,0.92032,169,169,0.87937,0.96127
2007,Lower Saxony,West,Yes,0.09394,89,973,0.07560,0.11228
2007,Lower Saxony,West,No,0.90606,884,973,0.88772,0.92440
2007,Bremen,West,No,0.92634,77,77,0.86761,0.98507
2007,North Rhine-Westphalia,West,Yes,0.09673,193,2259,0.08454,0.10893
2007,North Rhine-Westphalia,West,No,0.90327,2066,2259,0.89107,0.91546
2007,Hesse,West,Yes,0.07101,42,738,0.05247,0.08956
2007,Hesse,West,No,0.92899,696,738,0.91044,0.94753
2007,"Rhineland-Palatinate, Saarland",West,Yes,0.10675,55,640,0.08281,0.13069
2007,"Rhineland-Palatinate, Saarland",West,No,0.89325,585,640,0.86931,0.91719
2007,Baden-Wuerttemberg,West,Yes,0.05205,66,1306,0.04000,0.06410
2007,Baden-Wuerttemberg,West,No,0.94795,1240,1306,0.93590,0.96000
2007,Bavaria,West,Yes,0.06913,80,1552,0.05650,0.08175
2007,Bavaria,West,No,0.93087,1472,1552,0.91825,0.94350
2007,Berlin,West,Yes,0.17473,37,250,0.12756,0.22189
2007,Berlin,West,No,0.82527,213,250,0.77811,0.87244
2007,Berlin,East,Yes,0.18568,37,188,0.12995,0.24141
2007,Berlin,East,No,0.81432,151,188,0.75859,0.87005
2007,Brandenburg,East,Yes,0.18569,84,469,0.15046,0.22092
2007,Brandenburg,East,No,0.81431,385,469,0.77908,0.84954
2007,Mecklenburg-Western Pomerania,East,Yes,0.18673,46,263,0.13954,0.23391
2007,Mecklenburg-Western Pomerania,East,No,0.81327,217,263,0.76609,0.86046
2007,Saxony,East,Yes,0.16826,128,797,0.14227,0.19425
2007,Saxony,East,No,0.83174,669,797,0.80575,0.85773
2007,Saxony-Anhalt,East,Yes,0.17873,80,447,0.14317,0.21429
2007,Saxony-Anhalt,East,No,0.82127,367,447,0.78571,0.85683
2007,Thuringa,East,Yes,0.17397,83,473,0.13977,0.20817
2007,Thuringa,East,No,0.82603,390,473,0.79183,0.86023
2008,Schleswig-Holstein,West,No,0.89733,283,283,0.86190,0.93275
2008,Hamburg,West,No,0.91348,166,166,0.87059,0.95638
2008,Lower Saxony,West,Yes,0.08041,67,919,0.06282,0.09800
2008,Lower Saxony,West,No,0.91959,852,919,0.90200,0.93718
2008,Bremen,West,No,0.95222,77,77,0.90427,1.00018
2008,North Rhine-Westphalia,West,Yes,0.07939,150,2104,0.06784,0.09095
2008,North Rhine-Westphalia,West,No,0.92061,1954,2104,0.90905,0.93216
2008,Hesse,West,Yes,0.08313,42,697,0.06262,0.10364
2008,Hesse,West,No,0.91687,655,697,0.89636,0.93738
2008,"Rhineland-Palatinate, Saarland",West,Yes,0.10090,50,584,0.07645,0.12534
2008,"Rhineland-Palatinate, Saarland",West,No,0.89910,534,584,0.87466,0.92355
2008,Baden-Wuerttemberg,West,Yes,0.05323,61,1211,0.04058,0.06588
2008,Baden-Wuerttemberg,West,No,0.94677,1150,1211,0.93412,0.95942
2008,Bavaria,West,Yes,0.05473,61,1453,0.04303,0.06642
2008,Bavaria,West,No,0.94527,1392,1453,0.93358,0.95697
2008,Berlin,West,Yes,0.16991,32,239,0.12220,0.21762
2008,Berlin,West,No,0.83009,207,239,0.78238,0.87780
2008,Berlin,East,Yes,0.23807,39,181,0.17585,0.30029
2008,Berlin,East,No,0.76193,142,181,0.69971,0.82415
2008,Brandenburg,East,Yes,0.18616,75,450,0.15016,0.22216
2008,Brandenburg,East,No,0.81384,375,450,0.77784,0.84984
2008,Mecklenburg-Western Pomerania,East,Yes,0.19085,48,265,0.14345,0.23825
2008,Mecklenburg-Western Pomerania,East,No,0.80915,217,265,0.76175,0.85655
2008,Saxony,East,Yes,0.13841,105,767,0.11395,0.16286
2008,Saxony,East,No,0.86159,662,767,0.83714,0.88605
2008,Saxony-Anhalt,East,Yes,0.17655,67,412,0.13968,0.21341
2008,Saxony-Anhalt,East,No,0.82345,345,412,0.78659,0.86032
2008,Thuringa,East,Yes,0.18989,77,457,0.15389,0.22589
2008,Thuringa,East,No,0.81011,380,457,0.77411,0.84611
2009,Schleswig-Holstein,West,No,0.93512,280,280,0.90622,0.96402
2009,Hamburg,West,No,0.95947,170,170,0.92974,0.98920
2009,Lower Saxony,West,Yes,0.07867,66,913,0.06120,0.09615
2009,Lower Saxony,West,No,0.92133,847,913,0.90385,0.93880
2009,Bremen,West,No,0.93847,70,70,0.88176,0.99517
2009,North Rhine-Westphalia,West,Yes,0.07566,139,2027,0.06414,0.08718
2009,North Rhine-Westphalia,West,No,0.92434,1888,2027,0.91282,0.93586
2009,Hesse,West,No,0.94720,668,668,0.93022,0.96417
2009,"Rhineland-Palatinate, Saarland",West,Yes,0.09924,52,582,0.07493,0.12355
2009,"Rhineland-Palatinate, Saarland",West,No,0.90076,530,582,0.87645,0.92507
2009,Baden-Wuerttemberg,West,Yes,0.04272,44,1153,0.03104,0.05439
2009,Baden-Wuerttemberg,West,No,0.95728,1109,1153,0.94561,0.96896
2009,Bavaria,West,Yes,0.05510,63,1453,0.04336,0.06684
2009,Bavaria,West,No,0.94490,1390,1453,0.93316,0.95664
2009,Berlin,West,No,0.87695,213,213,0.83273,0.92117
2009,Berlin,East,Yes,0.19838,33,200,0.14298,0.25379
2009,Berlin,East,No,0.80162,167,200,0.74621,0.85702
2009,Brandenburg,East,Yes,0.16160,67,451,0.12759,0.19561
2009,Brandenburg,East,No,0.83840,384,451,0.80439,0.87241
2009,Mecklenburg-Western Pomerania,East,Yes,0.18787,40,271,0.14128,0.23446
2009,Mecklenburg-Western Pomerania,East,No,0.81213,231,271,0.76554,0.85872
2009,Saxony,East,Yes,0.13188,88,757,0.10776,0.15600
2009,Saxony,East,No,0.86812,669,757,0.84400,0.89224
2009,Saxony-Anhalt,East,Yes,0.15124,58,424,0.11710,0.18539
2009,Saxony-Anhalt,East,No,0.84876,366,424,0.81461,0.88290
2009,Thuringa,East,Yes,0.16424,72,452,0.13005,0.19844
2009,Thuringa,East,No,0.83576,380,452,0.80156,0.86995
2010,Schleswig-Holstein,West,Yes,0.06693,68,452,0.04387,0.09000
2010,Schleswig-Holstein,West,No,0.93307,384,452,0.91000,0.95613
2010,Hamburg,West,No,0.92673,220,220,0.89222,0.96124
2010,Lower Saxony,West,Yes,0.08121,161,1259,0.06611,0.09630
2010,Lower Saxony,West,No,0.91879,1098,1259,0.90370,0.93389
2010,Bremen,West,No,0.92761,92,92,0.87436,0.98085
2010,North Rhine-Westphalia,West,Yes,0.07659,341,2815,0.06676,0.08642
2010,North Rhine-Westphalia,West,No,0.92341,2474,2815,0.91358,0.93324
2010,Hesse,West,Yes,0.07524,95,966,0.05860,0.09189
2010,Hesse,West,No,0.92476,871,966,0.90811,0.94140
2010,"Rhineland-Palatinate, Saarland",West,Yes,0.07911,83,776,0.06011,0.09811
2010,"Rhineland-Palatinate, Saarland",West,No,0.92089,693,776,0.90189,0.93989
2010,Baden-Wuerttemberg,West,Yes,0.04098,112,1625,0.03133,0.05062
2010,Baden-Wuerttemberg,West,No,0.95902,1513,1625,0.94938,0.96867
2010,Bavaria,West,Yes,0.05282,150,2037,0.04310,0.06254
2010,Bavaria,West,No,0.94718,1887,2037,0.93746,0.95690
2010,Berlin,West,Yes,0.12648,69,359,0.09205,0.16091
2010,Berlin,West,No,0.87352,290,359,0.83909,0.90795
2010,Berlin,East,Yes,0.14195,41,235,0.09723,0.18667
2010,Berlin,East,No,0.85805,194,235,0.81333,0.90277
2010,Brandenburg,East,Yes,0.15923,123,562,0.12896,0.18951
2010,Brandenburg,East,No,0.84077,439,562,0.81049,0.87104
2010,Mecklenburg-Western Pomerania,East,Yes,0.17232,82,355,0.13297,0.21166
2010,Mecklenburg-Western Pomerania,East,No,0.82768,273,355,0.78834,0.86703
2010,Saxony,East,Yes,0.11675,148,935,0.09615,0.13734
2010,Saxony,East,No,0.88325,787,935,0.86266,0.90385
2010,Saxony-Anhalt,East,Yes,0.14883,107,533,0.11858,0.17907
2010,Saxony-Anhalt,East,No,0.85117,426,533,0.82093,0.88142
2010,Thuringa,East,Yes,0.14454,88,538,0.11480,0.17428
2010,Thuringa,East,No,0.85546,450,538,0.82572,0.88520
2011,Schleswig-Holstein,West,Yes,0.09235,92,597,0.06910,0.11559
2011,Schleswig-Holstein,West,No,0.90765,505,597,0.88441,0.93090
2011,Hamburg,West,No,0.94561,243,243,0.91703,0.97418
2011,Lower Saxony,West,Yes,0.07680,179,1497,0.06330,0.09029
2011,Lower Saxony,West,No,0.92320,1318,1497,0.90971,0.93670
2011,Bremen,West,No,0.89162,99,99,0.83007,0.95317
2011,North Rhine-Westphalia,West,Yes,0.08090,388,3259,0.07153,0.09026
2011,North Rhine-Westphalia,West,No,0.91910,2871,3259,0.90974,0.92847
2011,Hesse,West,Yes,0.07413,114,1132,0.05886,0.08939
2011,Hesse,West,No,0.92587,1018,1132,0.91061,0.94114
2011,"Rhineland-Palatinate, Saarland",West,Yes,0.07535,101,932,0.05839,0.09231
2011,"Rhineland-Palatinate, Saarland",West,No,0.92465,831,932,0.90769,0.94161
2011,Baden-Wuerttemberg,West,Yes,0.03900,130,1968,0.03045,0.04756
2011,Baden-Wuerttemberg,West,No,0.96100,1838,1968,0.95244,0.96955
2011,Bavaria,West,Yes,0.05354,186,2521,0.04475,0.06233
2011,Bavaria,West,No,0.94646,2335,2521,0.93767,0.95525
2011,Berlin,West,Yes,0.13364,64,374,0.09911,0.16817
2011,Berlin,West,No,0.86636,310,374,0.83183,0.90089
2011,Berlin,East,Yes,0.13005,43,289,0.09121,0.16890
2011,Berlin,East,No,0.86995,246,289,0.83110,0.90879
2011,Brandenburg,East,Yes,0.16439,145,671,0.13633,0.19245
2011,Brandenburg,East,No,0.83561,526,671,0.80755,0.86367
2011,Mecklenburg-Western Pomerania,East,Yes,0.18235,94,394,0.14418,0.22053
2011,Mecklenburg-Western Pomerania,East,No,0.81765,300,394,0.77947,0.85582
2011,Saxony,East,Yes,0.14533,190,1032,0.12382,0.16685
2011,Saxony,East,No,0.85467,842,1032,0.83315,0.87618
2011,Saxony-Anhalt,East,Yes,0.14631,131,645,0.11901,0.17360
2011,Saxony-Anhalt,East,No,0.85369,514,645,0.82640,0.88099
2011,Thuringa,East,Yes,0.12814,102,639,0.10220,0.15408
2011,Thuringa,East,No,0.87186,537,639,0.84592,0.89780
2012,Schleswig-Holstein,West,Yes,0.07100,83,597,0.05038,0.09162
2012,Schleswig-Holstein,West,No,0.92900,514,597,0.90838,0.94962
2012,Hamburg,West,No,0.94066,244,244,0.91096,0.97037
2012,Lower Saxony,West,Yes,0.07326,160,1463,0.05990,0.08661
2012,Lower Saxony,West,No,0.92674,1303,1463,0.91339,0.94010
2012,Bremen,West,No,0.86413,103,103,0.79763,0.93062
2012,North Rhine-Westphalia,West,Yes,0.07761,359,3162,0.06828,0.08693
2012,North Rhine-Westphalia,West,No,0.92239,2803,3162,0.91307,0.93172
2012,Hesse,West,Yes,0.08148,102,1118,0.06543,0.09752
2012,Hesse,West,No,0.91852,1016,1118,0.90248,0.93457
2012,"Rhineland-Palatinate, Saarland",West,Yes,0.06550,85,915,0.04946,0.08154
2012,"Rhineland-Palatinate, Saarland",West,No,0.93450,830,915,0.91846,0.95054
2012,Baden-Wuerttemberg,West,Yes,0.03894,117,1862,0.03015,0.04773
2012,Baden-Wuerttemberg,West,No,0.96106,1745,1862,0.95227,0.96985
2012,Bavaria,West,Yes,0.04831,158,2489,0.03989,0.05674
2012,Bavaria,West,No,0.95169,2331,2489,0.94326,0.96011
2012,Berlin,West,Yes,0.12746,66,390,0.09432,0.16060
2012,Berlin,West,No,0.87254,324,390,0.83940,0.90568
2012,Berlin,East,Yes,0.16290,50,298,0.12090,0.20490
2012,Berlin,East,No,0.83710,248,298,0.79510,0.87910
2012,Brandenburg,East,Yes,0.16260,134,659,0.13440,0.19079
2012,Brandenburg,East,No,0.83740,525,659,0.80921,0.86560
2012,Mecklenburg-Western Pomerania,East,Yes,0.17057,93,394,0.13338,0.20775
2012,Mecklenburg-Western Pomerania,East,No,0.82943,301,394,0.79225,0.86662
2012,Saxony,East,Yes,0.13372,179,1040,0.11303,0.15442
2012,Saxony,East,No,0.86628,861,1040,0.84558,0.88697
2012,Saxony-Anhalt,East,Yes,0.16325,128,610,0.13390,0.19261
2012,Saxony-Anhalt,East,No,0.83675,482,610,0.80739,0.86610
2012,Thuringa,East,Yes,0.13560,106,629,0.10882,0.16237
2012,Thuringa,East,No,0.86440,523,629,0.83763,0.89118
2013,Schleswig-Holstein,West,Yes,0.09051,103,645,0.06835,0.11267
2013,Schleswig-Holstein,West,No,0.90949,542,645,0.88733,0.93165
2013,Hamburg,West,Yes,0.08865,44,332,0.05802,0.11927
2013,Hamburg,West,No,0.91135,288,332,0.88073,0.94198
2013,Lower Saxony,West,Yes,0.08115,205,1605,0.06779,0.09452
2013,Lower Saxony,West,No,0.91885,1400,1605,0.90548,0.93221
2013,Bremen,West,Yes,0.14178,31,144,0.08460,0.19895
2013,Bremen,West,No,0.85822,113,144,0.80105,0.91540
2013,North Rhine-Westphalia,West,Yes,0.08544,462,3619,0.07633,0.09455
2013,North Rhine-Westphalia,West,No,0.91456,3157,3619,0.90545,0.92367
2013,Hesse,West,Yes,0.08983,139,1286,0.07420,0.10547
2013,Hesse,West,No,0.91017,1147,1286,0.89453,0.92580
2013,"Rhineland-Palatinate, Saarland",West,Yes,0.05872,95,1018,0.04427,0.07317
2013,"Rhineland-Palatinate, Saarland",West,No,0.94128,923,1018,0.92683,0.95573
2013,Baden-Wuerttemberg,West,Yes,0.03988,140,2096,0.03150,0.04826
2013,Baden-Wuerttemberg,West,No,0.96012,1956,2096,0.95174,0.96850
2013,Bavaria,West,Yes,0.05282,214,2780,0.04451,0.06114
2013,Bavaria,West,No,0.94718,2566,2780,0.93886,0.95549
2013,Berlin,West,Yes,0.16059,104,454,0.12678,0.19440
2013,Berlin,West,No,0.83941,350,454,0.80560,0.87322
2013,Berlin,East,Yes,0.13359,48,302,0.09515,0.17202
2013,Berlin,East,No,0.86641,254,302,0.82798,0.90485
2013,Brandenburg,East,Yes,0.16811,143,657,0.13949,0.19673
2013,Brandenburg,East,No,0.83189,514,657,0.80327,0.86051
2013,Mecklenburg-Western Pomerania,East,Yes,0.15317,81,378,0.11681,0.18952
2013,Mecklenburg-Western Pomerania,East,No,0.84683,297,378,0.81048,0.88319
2013,Saxony,East,Yes,0.12064,164,1019,0.10064,0.14065
2013,Saxony,East,No,0.87936,855,1019,0.85935,0.89936
2013,Saxony-Anhalt,East,Yes,0.15174,132,619,0.12346,0.18003
2013,Saxony-Anhalt,East,No,0.84826,487,619,0.81997,0.87654
2013,Thuringa,East,Yes,0.13046,88,597,0.10342,0.15750
2013,Thuringa,East,No,0.86954,509,597,0.84250,0.89658
2014,Schleswig-Holstein,West,Yes,0.09507,92,562,0.07079,0.11934
2014,Schleswig-Holstein,West,No,0.90493,470,562,0.88066,0.92921
2014,Hamburg,West,No,0.93996,246,246,0.91022,0.96971
2014,Lower Saxony,West,Yes,0.08868,180,1452,0.07406,0.10331
2014,Lower Saxony,West,No,0.91132,1272,1452,0.89669,0.92594
2014,Bremen,West,No,0.84294,94,94,0.76899,0.91689
2014,North Rhine-Westphalia,West,Yes,0.08777,415,3195,0.07796,0.09759
2014,North Rhine-Westphalia,West,No,0.91223,2780,3195,0.90241,0.92204
2014,Hesse,West,Yes,0.09269,112,1107,0.07560,0.10979
2014,Hesse,West,No,0.90731,995,1107,0.89021,0.92440
2014,"Rhineland-Palatinate, Saarland",West,Yes,0.07966,106,916,0.06212,0.09721
2014,"Rhineland-Palatinate, Saarland",West,No,0.92034,810,916,0.90279,0.93788
2014,Baden-Wuerttemberg,West,Yes,0.03485,112,1808,0.02639,0.04331
2014,Baden-Wuerttemberg,West,No,0.96515,1696,1808,0.95669,0.97361
2014,Bavaria,West,Yes,0.05388,183,2517,0.04506,0.06270
2014,Bavaria,West,No,0.94612,2334,2517,0.93730,0.95494
2014,Berlin,West,Yes,0.15138,67,378,0.11520,0.18756
2014,Berlin,West,No,0.84862,311,378,0.81244,0.88480
2014,Berlin,East,Yes,0.13044,39,276,0.09063,0.17024
2014,Berlin,East,No,0.86956,237,276,0.82976,0.90937
2014,Brandenburg,East,Yes,0.15200,113,617,0.12364,0.18035
2014,Brandenburg,East,No,0.84800,504,617,0.81965,0.87636
2014,Mecklenburg-Western Pomerania,East,Yes,0.13447,62,347,0.09852,0.17042
2014,Mecklenburg-Western Pomerania,East,No,0.86553,285,347,0.82958,0.90148
2014,Saxony,East,Yes,0.11695,133,942,0.09642,0.13748
2014,Saxony,East,No,0.88305,809,942,0.86252,0.90358
2014,Saxony-Anhalt,East,Yes,0.15594,112,581,0.12641,0.18546
2014,Saxony-Anhalt,East,No,0.84406,469,581,0.81454,0.87359
2014,Thuringa,East,Yes,0.12107,84,589,0.09471,0.14744
2014,Thuringa,East,No,0.87893,505,589,0.85256,0.90529
2015,Schleswig-Holstein,West,Yes,0.08246,83,544,0.05932,0.10559
2015,Schleswig-Holstein,West,No,0.91754,461,544,0.89441,0.94068
2015,Hamburg,West,No,0.95046,254,254,0.92372,0.97720
2015,Lower Saxony,West,Yes,0.08238,181,1468,0.06831,0.09645
2015,Lower Saxony,West,No,0.91762,1287,1468,0.90355,0.93169
2015,Bremen,West,No,0.87841,87,87,0.80934,0.94749
2015,North Rhine-Westphalia,West,Yes,0.09677,453,3141,0.08643,0.10711
2015,North Rhine-Westphalia,West,No,0.90323,2688,3141,0.89289,0.91357
2015,Hesse,West,Yes,0.08606,107,1108,0.06954,0.10258
2015,Hesse,West,No,0.91394,1001,1108,0.89742,0.93046
2015,"Rhineland-Palatinate, Saarland",West,Yes,0.07306,101,898,0.05603,0.09009
2015,"Rhineland-Palatinate, Saarland",West,No,0.92694,797,898,0.90991,0.94397
2015,Baden-Wuerttemberg,West,Yes,0.04720,120,1799,0.03740,0.05701
2015,Baden-Wuerttemberg,West,No,0.95280,1679,1799,0.94299,0.96260
2015,Bavaria,West,Yes,0.04598,161,2507,0.03778,0.05418
2015,Bavaria,West,No,0.95402,2346,2507,0.94582,0.96222
2015,Berlin,West,Yes,0.16303,69,364,0.12503,0.20104
2015,Berlin,West,No,0.83697,295,364,0.79896,0.87497
2015,Berlin,East,Yes,0.16075,44,275,0.11726,0.20424
2015,Berlin,East,No,0.83925,231,275,0.79576,0.88274
2015,Brandenburg,East,Yes,0.14329,103,598,0.11518,0.17140
2015,Brandenburg,East,No,0.85671,495,598,0.82860,0.88482
2015,Mecklenburg-Western Pomerania,East,Yes,0.15214,67,341,0.11396,0.19031
2015,Mecklenburg-Western Pomerania,East,No,0.84786,274,341,0.80969,0.88604
2015,Saxony,East,Yes,0.12150,130,895,0.10008,0.14291
2015,Saxony,East,No,0.87850,765,895,0.85709,0.89992
2015,Saxony-Anhalt,East,Yes,0.17150,106,528,0.13932,0.20368
2015,Saxony-Anhalt,East,No,0.82850,422,528,0.79632,0.86068
2015,Thuringa,East,Yes,0.12550,78,563,0.09811,0.15289
2015,Thuringa,East,No,0.87450,485,563,0.84711,0.90189
2016,Schleswig-Holstein,West,Yes,0.09429,78,499,0.06862,0.11995
2016,Schleswig-Holstein,West,No,0.90571,421,499,0.88005,0.93138
2016,Hamburg,West,No,0.95281,240,240,0.92592,0.97969
2016,Lower Saxony,West,Yes,0.07174,160,1337,0.05790,0.08557
2016,Lower Saxony,West,No,0.92826,1177,1337,0.91443,0.94210
2016,Bremen,West,No,0.89503,82,82,0.82828,0.96178
2016,North Rhine-Westphalia,West,Yes,0.09746,394,2872,0.08661,0.10831
2016,North Rhine-Westphalia,West,No,0.90254,2478,2872,0.89169,0.91339
2016,Hesse,West,Yes,0.08982,95,965,0.07177,0.10787
2016,Hesse,West,No,0.91018,870,965,0.89213,0.92823
2016,"Rhineland-Palatinate, Saarland",West,Yes,0.06954,83,834,0.05226,0.08681
2016,"Rhineland-Palatinate, Saarland",West,No,0.93046,751,834,0.91319,0.94774
2016,Baden-Wuerttemberg,West,Yes,0.04411,109,1617,0.03410,0.05412
2016,Baden-Wuerttemberg,West,No,0.95589,1508,1617,0.94588,0.96590
2016,Bavaria,West,Yes,0.04317,125,2248,0.03477,0.05157
2016,Bavaria,West,No,0.95683,2123,2248,0.94843,0.96523
2016,Berlin,West,Yes,0.15017,51,345,0.11242,0.18792
2016,Berlin,West,No,0.84983,294,345,0.81208,0.88758
2016,Berlin,East,Yes,0.14475,36,261,0.10198,0.18752
2016,Berlin,East,No,0.85525,225,261,0.81248,0.89802
2016,Brandenburg,East,Yes,0.11269,85,553,0.08631,0.13907
2016,Brandenburg,East,No,0.88731,468,553,0.86093,0.91369
2016,Mecklenburg-Western Pomerania,East,Yes,0.15465,62,321,0.11503,0.19427
2016,Mecklenburg-Western Pomerania,East,No,0.84535,259,321,0.80573,0.88497
2016,Saxony,East,Yes,0.12200,113,846,0.09994,0.14407
2016,Saxony,East,No,0.87800,733,846,0.85593,0.90006
2016,Saxony-Anhalt,East,Yes,0.15159,95,509,0.12040,0.18277
2016,Saxony-Anhalt,East,No,0.84841,414,509,0.81723,0.87960
2016,Thuringa,East,Yes,0.12629,70,535,0.09812,0.15447
2016,Thuringa,East,No,0.87371,465,535,0.84553,0.90188
2017,Schleswig-Holstein,West,Yes,0.07587,89,667,0.05576,0.09598
2017,Schleswig-Holstein,West,No,0.92413,578,667,0.90402,0.94424
2017,Hamburg,West,Yes,0.07805,46,317,0.04848,0.10763
2017,Hamburg,West,No,0.92195,271,317,0.89237,0.95152
2017,Lower Saxony,West,Yes,0.06887,272,1699,0.05683,0.08092
2017,Lower Saxony,West,No,0.93113,1427,1699,0.91908,0.94317
2017,Bremen,West,No,0.83027,120,120,0.76282,0.89772
2017,North Rhine-Westphalia,West,Yes,0.08650,513,3491,0.07717,0.09582
2017,North Rhine-Westphalia,West,No,0.91350,2978,3491,0.90418,0.92283
2017,Hesse,West,Yes,0.09176,162,1193,0.07537,0.10815
2017,Hesse,West,No,0.90824,1031,1193,0.89185,0.92463
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.06204,99,975,0.04689,0.07719
2017,"Rhineland-Palatinate, Saarland",West,No,0.93796,876,975,0.92281,0.95311
2017,Baden-Wuerttemberg,West,Yes,0.04421,180,1924,0.03503,0.05340
2017,Baden-Wuerttemberg,West,No,0.95579,1744,1924,0.94660,0.96497
2017,Bavaria,West,Yes,0.04313,191,2633,0.03537,0.05089
2017,Bavaria,West,No,0.95687,2442,2633,0.94911,0.96463
2017,Berlin,West,Yes,0.14715,66,392,0.11204,0.18227
2017,Berlin,West,No,0.85285,326,392,0.81773,0.88796
2017,Berlin,East,Yes,0.11803,53,307,0.08188,0.15418
2017,Berlin,East,No,0.88197,254,307,0.84582,0.91812
2017,Brandenburg,East,Yes,0.10452,100,681,0.08153,0.12752
2017,Brandenburg,East,No,0.89548,581,681,0.87248,0.91847
2017,Mecklenburg-Western Pomerania,East,Yes,0.13653,72,383,0.10210,0.17096
2017,Mecklenburg-Western Pomerania,East,No,0.86347,311,383,0.82904,0.89790
2017,Saxony,East,Yes,0.09437,129,1047,0.07666,0.11209
2017,Saxony,East,No,0.90563,918,1047,0.88791,0.92334
2017,Saxony-Anhalt,East,Yes,0.15727,116,607,0.12829,0.18626
2017,Saxony-Anhalt,East,No,0.84273,491,607,0.81374,0.87171
2017,Thuringa,East,Yes,0.11177,72,616,0.08687,0.13667
2017,Thuringa,East,No,0.88823,544,616,0.86333,0.91313
2018,Schleswig-Holstein,West,Yes,0.08404,130,669,0.06300,0.10509
2018,Schleswig-Holstein,West,No,0.91596,539,669,0.89491,0.93700
2018,Hamburg,West,Yes,0.05262,47,361,0.02956,0.07568
2018,Hamburg,West,No,0.94738,314,361,0.92432,0.97044
2018,Lower Saxony,West,Yes,0.08025,359,1784,0.06764,0.09286
2018,Lower Saxony,West,No,0.91975,1425,1784,0.90714,0.93236
2018,Bremen,West,No,0.87901,153,153,0.82717,0.93086
2018,North Rhine-Westphalia,West,Yes,0.08236,651,3738,0.07355,0.09117
2018,North Rhine-Westphalia,West,No,0.91764,3087,3738,0.90883,0.92645
2018,Hesse,West,Yes,0.10070,253,1223,0.08383,0.11758
2018,Hesse,West,No,0.89930,970,1223,0.88242,0.91617
2018,"Rhineland-Palatinate, Saarland",West,Yes,0.05080,209,1055,0.03754,0.06405
2018,"Rhineland-Palatinate, Saarland",West,No,0.94920,846,1055,0.93595,0.96246
2018,Baden-Wuerttemberg,West,Yes,0.04940,245,1868,0.03957,0.05923
2018,Baden-Wuerttemberg,West,No,0.95060,1623,1868,0.94077,0.96043
2018,Bavaria,West,Yes,0.03913,239,2621,0.03171,0.04656
2018,Bavaria,West,No,0.96087,2382,2621,0.95344,0.96829
2018,Berlin,West,Yes,0.14135,103,475,0.10998,0.17271
2018,Berlin,West,No,0.85865,372,475,0.82729,0.89002
2018,Berlin,East,Yes,0.10819,47,300,0.07298,0.14340
2018,Berlin,East,No,0.89181,253,300,0.85660,0.92702
2018,Brandenburg,East,Yes,0.09303,159,719,0.07178,0.11427
2018,Brandenburg,East,No,0.90697,560,719,0.88573,0.92822
2018,Mecklenburg-Western Pomerania,East,Yes,0.13231,84,413,0.09959,0.16502
