year,sampreg,sex,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,East,male,At least once per month,0.09194,238,2560,0.08074,0.10313
2003,East,male,Seldom,0.35003,913,2560,0.33155,0.36851
2003,East,male,Never,0.50175,1264,2560,0.48237,0.52112
2003,East,female,At least once per week,0.01493,57,2741,0.01039,0.01947
2003,East,female,At least once per month,0.03542,111,2741,0.02850,0.04234
2003,East,female,Seldom,0.22699,699,2741,0.21131,0.24268
2003,East,female,Never,0.72266,1874,2741,0.70589,0.73942
2008,West,male,At least once per week,0.06638,441,6852,0.06049,0.07228
2008,West,male,At least once per month,0.12252,861,6852,0.11476,0.13029
2008,West,male,Seldom,0.34660,2375,6852,0.33533,0.35787
2008,West,male,Never,0.46272,3175,6852,0.45091,0.47453
2008,West,female,At least once per week,0.03528,281,7586,0.03113,0.03943
2008,West,female,At least once per month,0.05611,450,7586,0.05093,0.06129
2008,West,female,Seldom,0.24385,1986,7586,0.23419,0.25351
2008,West,female,Never,0.66420,4869,7586,0.65357,0.67483
2008,East,male,At least once per week,0.06169,132,2289,0.05183,0.07155
2008,East,male,At least once per month,0.09324,200,2289,0.08132,0.10515
2008,East,male,Seldom,0.33362,791,2289,0.31430,0.35294
2008,East,male,Never,0.50962,1166,2289,0.48914,0.53010
2008,East,female,At least once per week,0.02260,64,2456,0.01672,0.02848
2008,East,female,At least once per month,0.03499,93,2456,0.02772,0.04226
2008,East,female,Seldom,0.22815,587,2456,0.21155,0.24475
2008,East,female,Never,0.71419,1712,2456,0.69632,0.73206
2013,West,male,At least once per week,0.08261,763,8881,0.07688,0.08833
2013,West,male,At least once per month,0.13115,1179,8881,0.12412,0.13817
2013,West,male,Seldom,0.34794,3059,8881,0.33803,0.35784
2013,West,male,Never,0.43576,3880,8881,0.42545,0.44608
2013,West,female,At least once per week,0.04191,596,10770,0.03812,0.04569
2013,West,female,At least once per month,0.06320,820,10770,0.05860,0.06780
2013,West,female,Seldom,0.26308,2925,10770,0.25477,0.27140
2013,West,female,Never,0.63043,6429,10770,0.62132,0.63955
2013,East,male,At least once per week,0.06593,153,2593,0.05638,0.07548
2013,East,male,At least once per month,0.10358,258,2593,0.09185,0.11531
2013,East,male,Seldom,0.33111,871,2593,0.31299,0.34923
2013,East,male,Never,0.49377,1311,2593,0.47453,0.51302
2013,East,female,At least once per week,0.02512,101,3090,0.01960,0.03063
2013,East,female,At least once per month,0.05637,176,3090,0.04824,0.06450
2013,East,female,Seldom,0.25074,776,3090,0.23545,0.26603
2013,East,female,Never,0.66623,2037,3090,0.64960,0.68286
2017,West,male,Daily,0.01815,33,1924,0.01218,0.02411
2017,West,male,At least once per week,0.09139,161,1924,0.07851,0.10427
2017,West,male,At least once per month,0.06959,145,1924,0.05821,0.08096
2017,West,male,Seldom,0.19950,384,1924,0.18164,0.21736
2017,West,male,Never,0.62137,1201,1924,0.59969,0.64305
2017,West,female,At least once per week,0.01997,39,1418,0.01269,0.02726
2017,West,female,Seldom,0.08391,144,1418,0.06948,0.09835
2017,West,female,Never,0.86858,1235,1418,0.85099,0.88617
2017,East,male,At least once per month,0.11942,31,293,0.08222,0.15662
2017,East,male,Seldom,0.17490,64,293,0.13132,0.21847
2017,East,male,Never,0.59114,198,293,0.53475,0.64753
2017,East,female,Never,0.88040,217,217,0.83712,0.92367
2018,West,male,At least once per week,0.10660,180,1574,0.09135,0.12185
2018,West,male,At least once per month,0.12349,193,1574,0.10724,0.13975
2018,West,male,Seldom,0.25106,372,1574,0.22963,0.27248
2018,West,male,Never,0.51020,829,1574,0.48550,0.53491
2018,West,female,At least once per week,0.02290,32,1091,0.01402,0.03179
2018,West,female,At least once per month,0.04059,52,1091,0.02887,0.05230
2018,West,female,Seldom,0.12327,175,1091,0.10375,0.14278
2018,West,female,Never,0.81092,832,1091,0.78767,0.83416
2018,East,male,At least once per week,0.11510,35,250,0.07546,0.15474
2018,East,male,Seldom,0.16767,48,250,0.12127,0.21407
2018,East,male,Never,0.57041,167,250,0.50892,0.63190
2018,East,female,Never,0.90175,170,170,0.85687,0.94663
2019,West,male,Daily,0.00227,44,11166,0.00139,0.00316
2019,West,male,At least once per week,0.07101,969,11166,0.06625,0.07578
2019,West,male,At least once per month,0.14272,1514,11166,0.13624,0.14921
2019,West,male,Seldom,0.34008,3647,11166,0.33129,0.34887
2019,West,male,Never,0.44391,4992,11166,0.43469,0.45312
2019,West,female,At least once per week,0.03926,578,11527,0.03572,0.04281
2019,West,female,At least once per month,0.06666,823,11527,0.06210,0.07121
2019,West,female,Seldom,0.25210,3027,11527,0.24417,0.26002
2019,West,female,Never,0.63926,7099,11527,0.63050,0.64803
2019,East,male,At least once per week,0.05772,193,2862,0.04918,0.06627
2019,East,male,At least once per month,0.11848,342,2862,0.10664,0.13032
2019,East,male,Seldom,0.35556,980,2862,0.33802,0.37310
2019,East,male,Never,0.46473,1347,2862,0.44645,0.48300
2019,East,female,At least once per week,0.03281,94,3074,0.02651,0.03911
2019,East,female,At least once per month,0.05792,212,3074,0.04966,0.06617
2019,East,female,Seldom,0.27472,865,3074,0.25894,0.29051
2019,East,female,Never,0.63400,1903,3074,0.61697,0.65103
