year,regtyp,sampreg,pli0089,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1998,Urban regions,West,Seldom,0.2956610776910278,18147,0.28902148292689356,0.302300672455162
1998,Urban regions,West,At least once per month,0.07999488032765903,18147,0.07604776450527252,0.08394199615004554
1998,Urban regions,West,At least once per week,0.04978881351593498,18147,0.04662413492028316,0.05295349211158681
1998,Urban regions,West,Daily,0.0012799180852425445,18147,0.0007597225374263056,0.0018001136330587832
1998,Urban regions,East,Never,0.6396396396396397,18147,0.6326542627510492,0.6466250165282301
1998,Urban regions,East,Seldom,0.2833742833742834,18147,0.276817662625752,0.28993090412281475
1998,Urban regions,East,At least once per month,0.05405405405405406,18147,0.050764015799553315,0.0573440923085548
1998,Urban regions,East,At least once per week,0.022113022113022112,18147,0.019973474117443882,0.02425257010860034
1998,Urban regions,East,Daily,0.000819000819000819,18147,0.0004027856508928661,0.001235215987108772
1998,Rural regions,West,Never,0.5098039215686274,18147,0.5025304766555353,0.5170773664817195
1998,Rural regions,West,Seldom,0.32592592592592595,18147,0.31910620005876766,0.33274565179308424
1998,Rural regions,West,At least once per month,0.09542483660130718,18147,0.09115012623982438,0.09969954696278999
1998,Rural regions,West,At least once per week,0.06797385620915032,18147,0.06431168492148083,0.07163602749681981
1998,Rural regions,West,Daily,0.0008714596949891067,18147,0.000442132907205872,0.0013007864827723416
1998,Rural regions,East,Never,0.5895110410094637,18147,0.5823537221813202,0.5966683598376072
1998,Rural regions,East,Seldom,0.2969242902208202,18147,0.29027649608253714,0.3035720843591032
1998,Rural regions,East,At least once per month,0.06624605678233439,18147,0.06262737917960971,0.06986473438505907
1998,Rural regions,East,At least once per week,0.04613564668769716,18147,0.043083430666934486,0.04918786270845983
1998,Rural regions,East,Daily,0.0011829652996845426,18147,0.0006828356237842244,0.0016830949755848607
2003,Urban regions,West,Never,0.5812850707342132,27727,0.5754779823292789,0.5870921591391475
2003,Urban regions,West,Seldom,0.2855449300561132,27727,0.28022838721104004,0.29086147290118636
2003,Urban regions,West,At least once per month,0.08156168497589504,27727,0.07834007678086305,0.08478329317092703
2003,Urban regions,West,At least once per week,0.05002766142416818,27727,0.04746161085391714,0.05259371199441922
2003,Urban regions,West,Daily,0.001580652809610369,27727,0.0011130475709306056,0.0020482580482901326
2003,Urban regions,East,Never,0.6010452961672473,27727,0.5952813485345524,0.6068092437999423
2003,Urban regions,East,Seldom,0.3077816492450639,27727,0.3023485511599769,0.3132147473301509
2003,Urban regions,East,At least once per month,0.0627177700348432,27727,0.05986389385916676,0.06557164621051965
2003,Urban regions,East,At least once per week,0.028455284552845527,27727,0.026498164379506247,0.030412404726184807
2003,Rural regions,West,Never,0.524529302572262,27727,0.5186510074509011,0.530407597693623
2003,Rural regions,West,Seldom,0.3198090692124105,27727,0.31431915653811465,0.3252989818867063
2003,Rural regions,West,At least once per month,0.09387430389817025,27727,0.09044131642936443,0.09730729136697608
2003,Rural regions,West,At least once per week,0.060196234420578094,27727,0.05739655772057292,0.06299591112058327
2003,Rural regions,West,Daily,0.0015910898965791568,27727,0.001121945846018041,0.0020602339471402723
2003,Rural regions,East,Never,0.5955249569707401,27727,0.5897479821015837,0.6013019318398966
2003,Rural regions,East,Seldom,0.2971887550200803,27727,0.29180927662984746,0.30256823341031314
2003,Rural regions,East,At least once per month,0.06483075157773953,27727,0.061932472064552636,0.06772903109092641
2003,Rural regions,East,At least once per week,0.04159495123350545,27727,0.03924478010723441,0.04394512235977649
2003,Rural regions,East,Daily,0.0008605851979345956,27727,0.000515429845943465,0.0012057405499257261
2008,Urban regions,West,Never,0.5625170749476368,23673,0.556197646064519,0.5688365038307546
2008,Urban regions,West,Seldom,0.30206720699389855,23673,0.2962181208908946,0.3079162930969025
2008,Urban regions,West,At least once per month,0.08797013022493398,23673,0.08436183909453579,0.09157842135533217
2008,Urban regions,West,At least once per week,0.04589745924779164,23673,0.04323169787346986,0.04856322062211343
2008,Urban regions,West,Daily,0.0015481285857390037,23673,0.0010472914710934148,0.0020489657003845926
2008,Urban regions,East,Never,0.6153846153846154,23673,0.6091871220884586,0.6215821086807722
2008,Urban regions,East,Seldom,0.29714640198511166,23673,0.2913247385192419,0.3029680654509814
2008,Urban regions,East,At least once per month,0.05831265508684864,23673,0.055327518568239455,0.06129779160545782
2008,Urban regions,East,At least once per week,0.028535980148883373,23673,0.026414987420717725,0.03065697287704902
2008,Urban regions,East,Daily,0.0006203473945409429,23673,0.00030316274938566035,0.0009375320396962255
2008,Rural regions,West,Never,0.5361860999425617,23673,0.5298333892476764,0.542538810637447
2008,Rural regions,West,Seldom,0.2998276852383688,23673,0.29399098007925983,0.3056643903974777
2008,Rural regions,West,At least once per month,0.09908098793796669,23673,0.09527499951945895,0.10288697635647442
2008,Rural regions,West,At least once per week,0.06260769672601953,23673,0.05952163948389977,0.06569375396813928
2008,Rural regions,West,Daily,0.0022975301550832855,23673,0.0016876274549145948,0.002907432855251976
2008,Rural regions,East,Never,0.6006369426751592,23673,0.5943978794501095,0.606876005900209
2008,Rural regions,East,Seldom,0.2863057324840764,23673,0.2805473494683293,0.29206411549982353
2008,Rural regions,East,At least once per month,0.06337579617834395,23673,0.060272138424995854,0.06647945393169204
2008,Rural regions,East,At least once per week,0.04777070063694268,23673,0.04505375469241331,0.05048764658147205
2008,Rural regions,East,Daily,0.001910828025477707,23673,0.001354507740907555,0.002467148310047859
2013,Urban regions,West,Never,0.5375538755034268,44486,0.5329206230611325,0.5421871279457211
2013,Urban regions,West,Seldom,0.29845262488518337,44486,0.2942004551110674,0.30270479465929934
2013,Urban regions,West,At least once per month,0.09842436232600862,44486,0.09565616667929669,0.10119255797272056
2013,Urban regions,West,At least once per week,0.06359075814314986,44486,0.06132311746165915,0.06585839882464058
2013,Urban regions,West,Daily,0.001978379142231329,44486,0.0015654560890839635,0.0023913021953786942
2013,Urban regions,East,Never,0.6016469377251673,44486,0.5970975879580657,0.606196287492269
2013,Urban regions,East,Seldom,0.27792074112197634,44486,0.2737578283837536,0.28208365386019907
2013,Urban regions,East,At least once per month,0.0725681935151827,44486,0.0701574081763297,0.0749789788540357
2013,Urban regions,East,At least once per week,0.04580545548121462,44486,0.043862685160502776,0.04774822580192646
2013,Urban regions,East,Daily,0.002058672156459084,44486,0.0016374700909760403,0.002479874221942128
2013,Rural regions,West,Never,0.4879855465221319,44486,0.4833405116107343,0.49263058143352945
2013,Rural regions,West,Seldom,0.3177958446251129,44486,0.3134689563646213,0.3221227328856045
2013,Rural regions,West,At least once per month,0.10948509485094851,44486,0.10658346180581395,0.11238672789608307
2013,Rural regions,West,At least once per week,0.08292682926829269,44486,0.08036415199838491,0.08548950653820046
2013,Rural regions,West,Daily,0.0018066847335140017,44486,0.0014120521791672978,0.0022013172878607057
2013,Rural regions,East,Never,0.581531892180411,44486,0.5769477049844149,0.5861160793764071
2013,Rural regions,East,Seldom,0.2954363490792634,44486,0.2911966359367035,0.29967606222182336
2013,Rural regions,East,At least once per month,0.07819589004536963,44486,0.07570097549233609,0.08069080459840317
2013,Rural regions,East,At least once per week,0.044035228182546036,44486,0.042128602396260026,0.04594185396883205
2013,Rural regions,East,Daily,0.0008006405124099279,44486,0.0005378018509036324,0.0010634791739162234
2017,Urban regions,West,Never,0.7218196457326892,45410,0.7176981211229725,0.7259411703424059
2017,Urban regions,West,Seldom,0.1606280193236715,45410,0.15725073047217555,0.16400530817516742
2017,Urban regions,West,At least once per week,0.0535426731078905,45410,0.0514721462709254,0.055613199944855606
2017,Urban regions,West,At least once per month,0.05233494363929147,45410,0.050286596148006985,0.05438329113057595
2017,Urban regions,West,Daily,0.011674718196457327,45410,0.010686726087120409,0.012662710305794245
2017,Urban regions,East,Never,0.7547169811320755,45410,0.7507596160027974,0.7586743462613537
2017,Urban regions,East,Seldom,0.12830188679245283,45410,0.1252259323780723,0.13137784120683335
2017,Urban regions,East,At least once per month,0.06037735849056604,45410,0.058186601978353146,0.06256811500277894
2017,Urban regions,East,At least once per week,0.045283018867924525,45410,0.04337058982660903,0.04719544790924002
2017,Urban regions,East,Daily,0.011320754716981131,45410,0.010347681051084053,0.01229382838287821
2017,Rural regions,West,Never,0.7208520179372198,45410,0.7167260996175927,0.7249779362568468
2017,Rural regions,West,Seldom,0.14349775784753363,45410,0.1402732225884867,0.14672229310658055
2017,Rural regions,West,At least once per week,0.07511210762331838,45410,0.07268784401776165,0.0775363712288751
2017,Rural regions,West,At least once per month,0.05044843049327354,45410,0.0484353393966172,0.05246152158992989
2017,Rural regions,West,Daily,0.010089686098654708,45410,0.009170471162437636,0.01100890103487178
2017,Rural regions,East,Never,0.6825396825396826,45410,0.6782582510734184,0.6868211140059467
2017,Rural regions,East,Seldom,0.15873015873015872,45410,0.15536908758269175,0.1620912298776257
2017,Rural regions,East,At least once per month,0.06984126984126984,45410,0.06749696050468433,0.07218557917785536
2017,Rural regions,East,At least once per week,0.06984126984126984,45410,0.06749696050468433,0.07218557917785536
2017,Rural regions,East,Daily,0.01904761904761905,45410,0.017790360399788933,0.020304877695449166
2018,Urban regions,West,Never,0.6190935390549662,43121,0.6145100208049611,0.6236770573049714
2018,Urban regions,West,Seldom,0.20154291224686596,43121,0.19775655825378538,0.20532926623994655
2018,Urban regions,West,At least once per month,0.09161041465766634,43121,0.08888758697675794,0.09433324233857474
2018,Urban regions,West,At least once per week,0.07907425265188042,43121,0.07652717893129647,0.08162132637246437
2018,Urban regions,West,Daily,0.008678881388621022,43121,0.007803392345677789,0.009554370431564256
2018,Urban regions,East,Never,0.6932773109243697,43121,0.6889248176915745,0.6976298041571649
2018,Urban regions,East,Seldom,0.14705882352941177,43121,0.14371597465240704,0.1504016724064165
2018,Urban regions,East,At least once per month,0.07983193277310924,43121,0.0772737382766687,0.08239012726954978
2018,Urban regions,East,At least once per week,0.07142857142857142,43121,0.06899773744123652,0.07385940541590633
2018,Urban regions,East,Daily,0.008403361344537815,43121,0.007541761321893648,0.009264961367181981
2018,Rural regions,West,Never,0.612012987012987,43121,0.607413593452274,0.6166123805737
2018,Rural regions,West,Seldom,0.20941558441558442,43121,0.20557506218765745,0.21325610664351138
2018,Rural regions,West,At least once per month,0.08928571428571429,43121,0.08659421838528161,0.09197721018614696
2018,Rural regions,West,At least once per week,0.07792207792207792,43121,0.07539204755541422,0.08045210828874162
2018,Rural regions,West,Daily,0.011363636363636364,43121,0.010363201970445601,0.012364070756827127
2018,Rural regions,East,Never,0.7319148936170212,43121,0.7277339116408378,0.7360958755932047
2018,Rural regions,East,Seldom,0.09787234042553192,43121,0.0950677099705902,0.10067697088047363
2018,Rural regions,East,At least once per week,0.09361702127659574,43121,0.0908675768916978,0.09636646566149368
2018,Rural regions,East,At least once per month,0.07234042553191489,43121,0.06989532621308836,0.07478552485074141
2018,Rural regions,East,Daily,0.00425531914893617,43121,0.0036409184149098187,0.004869719882962522
2019,Urban regions,West,Never,0.5391388838282626,42417,0.5343951374898966,0.5438826301666285
2019,Urban regions,West,Seldom,0.29155280257484667,42417,0.2872276796980563,0.29587792545163705
2019,Urban regions,West,At least once per month,0.10098985850488856,42417,0.0981223331010066,0.10385738390877053
2019,Urban regions,West,At least once per week,0.06564644440395943,42417,0.06328951094171563,0.06800337786620324
2019,Urban regions,West,Daily,0.0026720106880427524,42417,0.002180736217876263,0.0031632851582092418
2019,Urban regions,East,Never,0.5625885687293339,42417,0.557867649035711,0.5673094884229569
2019,Urban regions,East,Seldom,0.3013698630136986,42417,0.2970030995786679,0.30573662644872934
2019,Urban regions,East,At least once per month,0.0821917808219178,42417,0.0795779572921885,0.08480560435164711
2019,Urban regions,East,At least once per week,0.050070854983467174,42417,0.04799534796330252,0.052146362003631826
2019,Urban regions,East,Daily,0.003778932451582428,42417,0.0031950189436402605,0.004362845959524596
2019,Rural regions,West,Never,0.5077028414926396,42417,0.5029450592801779,0.5124606237051013
2019,Rural regions,West,Seldom,0.30075316672372476,42417,0.296388948531726,0.30511738491572354
2019,Rural regions,West,At least once per month,0.10989387196165697,42417,0.10691745527967496,0.11287028864363897
2019,Rural regions,West,At least once per week,0.07856898322492298,42417,0.07600837534997067,0.08112959109987529
2019,Rural regions,West,Daily,0.0030811365970558027,42417,0.002553698519460159,0.0036085746746514465
2019,Rural regions,East,Never,0.5356004250797024,42417,0.5308541548628707,0.5403466952965341
2019,Rural regions,East,Seldom,0.3150903294367694,42417,0.3106693317972573,0.3195113270762815
2019,Rural regions,East,At least once per month,0.09962805526036132,42417,0.09677777280025726,0.10247833772046538
2019,Rural regions,East,At least once per week,0.04729011689691817,42417,0.045270115704704156,0.04931011808913219
2019,Rural regions,East,Daily,0.002391073326248672,42417,0.0019262769778885917,0.0028558696746087517
