"pld0044","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Selten","2003","Nordrhein-Westfalen","weiblich","707","0.276715615819964","0.25873462810289","0.294696603537038"
"Selten","2003","Hessen","maennlich","225","","",""
"Selten","2003","Hessen","weiblich","234","","",""
"Selten","2003","Rheinland-Pfalz,Saarland","maennlich","189","","",""
"Selten","2003","Rheinland-Pfalz,Saarland","weiblich","175","","",""
"Selten","2003","Baden-Wuerttemberg","maennlich","482","0.380631264037368","0.354257660867344","0.407004867207393"
"Selten","2003","Baden-Wuerttemberg","weiblich","454","0.322605449999312","0.297878558596635","0.347332341401989"
"Selten","2003","Bayern","maennlich","466","0.293189229260507","0.269918231252179","0.316460227268835"
"Selten","2003","Bayern","weiblich","535","0.288337164498406","0.266446820073269","0.310227508923542"
"Selten","2003","Saarland","maennlich","","","",""
"Selten","2003","Saarland","weiblich","","","",""
"Selten","2003","Berlin","maennlich","140","","",""
"Selten","2003","Berlin","weiblich","123","","",""
"Selten","2003","Brandenburg","maennlich","158","","",""
"Selten","2003","Brandenburg","weiblich","151","","",""
"Selten","2003","Mecklenburg-Vorpommern","maennlich","84","0.292582179763574","0.235262686616387","0.349901672910761"
"Selten","2003","Mecklenburg-Vorpommern","weiblich","96","0.296001194497457","0.242816390115917","0.349185998878997"
"Selten","2003","Sachsen","maennlich","234","","",""
"Selten","2003","Sachsen","weiblich","222","","",""
"Selten","2003","Sachsen-Anhalt","maennlich","122","","",""
"Selten","2003","Sachsen-Anhalt","weiblich","145","","",""
"Selten","2003","Thueringen","maennlich","153","","",""
"Selten","2003","Thueringen","weiblich","150","","",""
"Nie","2003","Schleswig-Holstein","maennlich","100","","",""
"Nie","2003","Schleswig-Holstein","weiblich","118","","",""
"Nie","2003","Hamburg","maennlich","46","0.329543876609695","0.24965909091309","0.409428662306299"
"Nie","2003","Hamburg","weiblich","67","0.41991002070775","0.34295351345539","0.49686652796011"
"Nie","2003","Niedersachsen","maennlich","446","0.504378075568327","0.472017459706959","0.536738691429696"
"Nie","2003","Niedersachsen","weiblich","525","0.565717003388619","0.53473158525288","0.596702421524358"
"Nie","2003","Bremen","maennlich","42","0.507519726904595","0.398645153870686","0.616394299938503"
"Nie","2003","Bremen","weiblich","50","0.611988323249126","0.512950614948132","0.71102603155012"
"Nie","2003","Nordrhein-Westfalen","maennlich","1055","","",""
"Nie","2003","Nordrhein-Westfalen","weiblich","1267","","",""
"Nie","2003","Hessen","maennlich","352","0.476859050542702","0.440502433910742","0.513215667174663"
"Nie","2003","Hessen","weiblich","398","0.560882623151985","0.525622642718061","0.596142603585909"
"Nie","2003","Rheinland-Pfalz,Saarland","maennlich","322","0.511222072726907","0.471747419274028","0.550696726179786"
"Nie","2003","Rheinland-Pfalz,Saarland","weiblich","406","0.592657866685073","0.556049804772821","0.629265928597325"
"Nie","2003","Baden-Wuerttemberg","maennlich","600","0.451205534337659","0.42417624237671","0.478234826298608"
"Nie","2003","Baden-Wuerttemberg","weiblich","723","0.545918531689989","0.519582906662799","0.572254156717179"
"Nie","2003","Bayern","maennlich","688","0.502914593250364","0.477355111170742","0.528474075329986"
"Nie","2003","Bayern","weiblich","840","0.534923214975942","0.510820098816689","0.559026331135195"
"Nie","2003","Saarland","maennlich","","","",""
"Nie","2003","Saarland","weiblich","","","",""
"Nie","2003","Berlin","maennlich","166","","",""
"Nie","2003","Berlin","weiblich","188","","",""
"Nie","2003","Brandenburg","maennlich","242","","",""
"Nie","2003","Brandenburg","weiblich","278","","",""
"Nie","2003","Mecklenburg-Vorpommern","maennlich","123","","",""
"Nie","2003","Mecklenburg-Vorpommern","weiblich","153","","",""
"Nie","2003","Sachsen","maennlich","447","0.574311775180676","0.539701126532462","0.60892242382889"
"Nie","2003","Sachsen","weiblich","502","0.637348812959951","0.604301514664827","0.670396111255075"
"Nie","2003","Sachsen-Anhalt","maennlich","251","","",""
"Nie","2003","Sachsen-Anhalt","weiblich","289","","",""
"Nie","2003","Thueringen","maennlich","260","","",""
"Nie","2003","Thueringen","weiblich","289","","",""
"Sehr oft","2004","Schleswig-Holstein","maennlich","","","",""
"Sehr oft","2004","Schleswig-Holstein","weiblich","","","",""
"Sehr oft","2004","Hamburg","maennlich","","","",""
"Sehr oft","2004","Hamburg","weiblich","","","",""
"Sehr oft","2004","Niedersachsen","maennlich","","","",""
"Sehr oft","2004","Niedersachsen","weiblich","","","",""
"Sehr oft","2004","Bremen","maennlich","","","",""
"Sehr oft","2004","Bremen","weiblich","","","",""
"Sehr oft","2004","Nordrhein-Westfalen","maennlich","","","",""
"Sehr oft","2004","Nordrhein-Westfalen","weiblich","","","",""
"Sehr oft","2004","Hessen","maennlich","","","",""
"Sehr oft","2004","Hessen","weiblich","","","",""
"Sehr oft","2004","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Sehr oft","2004","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Sehr oft","2004","Baden-Wuerttemberg","maennlich","","","",""
"Sehr oft","2004","Baden-Wuerttemberg","weiblich","","","",""
"Sehr oft","2004","Bayern","maennlich","","","",""
"Sehr oft","2004","Bayern","weiblich","","","",""
"Sehr oft","2004","Saarland","maennlich","","","",""
"Sehr oft","2004","Saarland","weiblich","","","",""
"Sehr oft","2004","Berlin","maennlich","","","",""
"Sehr oft","2004","Berlin","weiblich","","","",""
"Sehr oft","2004","Brandenburg","maennlich","","","",""
"Sehr oft","2004","Brandenburg","weiblich","","","",""
"Sehr oft","2004","Mecklenburg-Vorpommern","maennlich","","","",""
"Sehr oft","2004","Mecklenburg-Vorpommern","weiblich","","","",""
"Sehr oft","2004","Sachsen","maennlich","","","",""
"Sehr oft","2004","Sachsen","weiblich","","","",""
"Sehr oft","2004","Sachsen-Anhalt","maennlich","","","",""
"Sehr oft","2004","Sachsen-Anhalt","weiblich","","","",""
"Sehr oft","2004","Thueringen","maennlich","","","",""
"Sehr oft","2004","Thueringen","weiblich","","","",""
"Oft","2004","Schleswig-Holstein","maennlich","","","",""
"Oft","2004","Schleswig-Holstein","weiblich","","","",""
"Oft","2004","Hamburg","maennlich","","","",""
"Oft","2004","Hamburg","weiblich","","","",""
"Oft","2004","Niedersachsen","maennlich","","","",""
"Oft","2004","Niedersachsen","weiblich","","","",""
"Oft","2004","Bremen","maennlich","","","",""
"Oft","2004","Bremen","weiblich","","","",""
"Oft","2004","Nordrhein-Westfalen","maennlich","","","",""
"Oft","2004","Nordrhein-Westfalen","weiblich","","","",""
"Oft","2004","Hessen","maennlich","","","",""
"Oft","2004","Hessen","weiblich","","","",""
"Oft","2004","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Oft","2004","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Oft","2004","Baden-Wuerttemberg","maennlich","","","",""
"Oft","2004","Baden-Wuerttemberg","weiblich","","","",""
"Oft","2004","Bayern","maennlich","","","",""
"Oft","2004","Bayern","weiblich","","","",""
"Oft","2004","Saarland","maennlich","","","",""
"Oft","2004","Saarland","weiblich","","","",""
"Oft","2004","Berlin","maennlich","","","",""
"Oft","2004","Berlin","weiblich","","","",""
"Oft","2004","Brandenburg","maennlich","","","",""
"Oft","2004","Brandenburg","weiblich","","","",""
"Oft","2004","Mecklenburg-Vorpommern","maennlich","","","",""
"Oft","2004","Mecklenburg-Vorpommern","weiblich","","","",""
"Oft","2004","Sachsen","maennlich","","","",""
"Oft","2004","Sachsen","weiblich","","","",""
"Oft","2004","Sachsen-Anhalt","maennlich","","","",""
"Oft","2004","Sachsen-Anhalt","weiblich","","","",""
"Oft","2004","Thueringen","maennlich","","","",""
"Oft","2004","Thueringen","weiblich","","","",""
"Manchmal","2004","Schleswig-Holstein","maennlich","","","",""
"Manchmal","2004","Schleswig-Holstein","weiblich","","","",""
"Manchmal","2004","Hamburg","maennlich","","","",""
"Manchmal","2004","Hamburg","weiblich","","","",""
"Manchmal","2004","Niedersachsen","maennlich","","","",""
"Manchmal","2004","Niedersachsen","weiblich","","","",""
"Manchmal","2004","Bremen","maennlich","","","",""
"Manchmal","2004","Bremen","weiblich","","","",""
"Manchmal","2004","Nordrhein-Westfalen","maennlich","","","",""
"Manchmal","2004","Nordrhein-Westfalen","weiblich","","","",""
"Manchmal","2004","Hessen","maennlich","","","",""
"Manchmal","2004","Hessen","weiblich","","","",""
"Manchmal","2004","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Manchmal","2004","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Manchmal","2004","Baden-Wuerttemberg","maennlich","","","",""
"Manchmal","2004","Baden-Wuerttemberg","weiblich","","","",""
"Manchmal","2004","Bayern","maennlich","","","",""
"Manchmal","2004","Bayern","weiblich","","","",""
"Manchmal","2004","Saarland","maennlich","","","",""
"Manchmal","2004","Saarland","weiblich","","","",""
"Manchmal","2004","Berlin","maennlich","","","",""
"Manchmal","2004","Berlin","weiblich","","","",""
"Manchmal","2004","Brandenburg","maennlich","","","",""
"Manchmal","2004","Brandenburg","weiblich","","","",""
"Manchmal","2004","Mecklenburg-Vorpommern","maennlich","","","",""
"Manchmal","2004","Mecklenburg-Vorpommern","weiblich","","","",""
"Manchmal","2004","Sachsen","maennlich","","","",""
"Manchmal","2004","Sachsen","weiblich","","","",""
"Manchmal","2004","Sachsen-Anhalt","maennlich","","","",""
"Manchmal","2004","Sachsen-Anhalt","weiblich","","","",""
"Manchmal","2004","Thueringen","maennlich","","","",""
"Manchmal","2004","Thueringen","weiblich","","","",""
"Selten","2004","Schleswig-Holstein","maennlich","","","",""
"Selten","2004","Schleswig-Holstein","weiblich","","","",""
"Selten","2004","Hamburg","maennlich","","","",""
"Selten","2004","Hamburg","weiblich","","","",""
"Selten","2004","Niedersachsen","maennlich","","","",""
"Selten","2004","Niedersachsen","weiblich","","","",""
"Selten","2004","Bremen","maennlich","","","",""
"Selten","2004","Bremen","weiblich","","","",""
"Selten","2004","Nordrhein-Westfalen","maennlich","","","",""
"Selten","2004","Nordrhein-Westfalen","weiblich","","","",""
"Selten","2004","Hessen","maennlich","","","",""
"Selten","2004","Hessen","weiblich","","","",""
"Selten","2004","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Selten","2004","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Selten","2004","Baden-Wuerttemberg","maennlich","","","",""
"Selten","2004","Baden-Wuerttemberg","weiblich","","","",""
"Selten","2004","Bayern","maennlich","","","",""
"Selten","2004","Bayern","weiblich","","","",""
"Selten","2004","Saarland","maennlich","","","",""
"Selten","2004","Saarland","weiblich","","","",""
"Selten","2004","Berlin","maennlich","","","",""
"Selten","2004","Berlin","weiblich","","","",""
"Selten","2004","Brandenburg","maennlich","","","",""
"Selten","2004","Brandenburg","weiblich","","","",""
"Selten","2004","Mecklenburg-Vorpommern","maennlich","","","",""
"Selten","2004","Mecklenburg-Vorpommern","weiblich","","","",""
"Selten","2004","Sachsen","maennlich","","","",""
"Selten","2004","Sachsen","weiblich","","","",""
"Selten","2004","Sachsen-Anhalt","maennlich","","","",""
"Selten","2004","Sachsen-Anhalt","weiblich","","","",""
"Selten","2004","Thueringen","maennlich","","","",""
"Selten","2004","Thueringen","weiblich","","","",""
"Nie","2004","Schleswig-Holstein","maennlich","","","",""
"Nie","2004","Schleswig-Holstein","weiblich","","","",""
"Nie","2004","Hamburg","maennlich","","","",""
"Nie","2004","Hamburg","weiblich","","","",""
"Nie","2004","Niedersachsen","maennlich","","","",""
"Nie","2004","Niedersachsen","weiblich","","","",""
"Nie","2004","Bremen","maennlich","","","",""
"Nie","2004","Bremen","weiblich","","","",""
"Nie","2004","Nordrhein-Westfalen","maennlich","","","",""
"Nie","2004","Nordrhein-Westfalen","weiblich","","","",""
"Nie","2004","Hessen","maennlich","","","",""
"Nie","2004","Hessen","weiblich","","","",""
"Nie","2004","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nie","2004","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nie","2004","Baden-Wuerttemberg","maennlich","","","",""
"Nie","2004","Baden-Wuerttemberg","weiblich","","","",""
"Nie","2004","Bayern","maennlich","","","",""
"Nie","2004","Bayern","weiblich","","","",""
"Nie","2004","Saarland","maennlich","","","",""
"Nie","2004","Saarland","weiblich","","","",""
"Nie","2004","Berlin","maennlich","","","",""
"Nie","2004","Berlin","weiblich","","","",""
"Nie","2004","Brandenburg","maennlich","","","",""
"Nie","2004","Brandenburg","weiblich","","","",""
"Nie","2004","Mecklenburg-Vorpommern","maennlich","","","",""
"Nie","2004","Mecklenburg-Vorpommern","weiblich","","","",""
"Nie","2004","Sachsen","maennlich","","","",""
"Nie","2004","Sachsen","weiblich","","","",""
"Nie","2004","Sachsen-Anhalt","maennlich","","","",""
"Nie","2004","Sachsen-Anhalt","weiblich","","","",""
"Nie","2004","Thueringen","maennlich","","","",""
"Nie","2004","Thueringen","weiblich","","","",""
"Sehr oft","2005","Schleswig-Holstein","maennlich","","","",""
"Sehr oft","2005","Schleswig-Holstein","weiblich","","","",""
"Sehr oft","2005","Hamburg","maennlich","","","",""
"Sehr oft","2005","Hamburg","weiblich","","","",""
"Sehr oft","2005","Niedersachsen","maennlich","","","",""
"Sehr oft","2005","Niedersachsen","weiblich","","","",""
"Sehr oft","2005","Bremen","maennlich","","","",""
"Sehr oft","2005","Bremen","weiblich","","","",""
"Sehr oft","2005","Nordrhein-Westfalen","maennlich","","","",""
"Sehr oft","2005","Nordrhein-Westfalen","weiblich","","","",""
"Sehr oft","2005","Hessen","maennlich","","","",""
"Sehr oft","2005","Hessen","weiblich","","","",""
"Sehr oft","2005","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Sehr oft","2005","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Sehr oft","2005","Baden-Wuerttemberg","maennlich","","","",""
"Sehr oft","2005","Baden-Wuerttemberg","weiblich","","","",""
"Sehr oft","2005","Bayern","maennlich","","","",""
"Sehr oft","2005","Bayern","weiblich","","","",""
"Sehr oft","2005","Saarland","maennlich","","","",""
"Sehr oft","2005","Saarland","weiblich","","","",""
"Sehr oft","2005","Berlin","maennlich","","","",""
"Sehr oft","2005","Berlin","weiblich","","","",""
"Sehr oft","2005","Brandenburg","maennlich","","","",""
"Sehr oft","2005","Brandenburg","weiblich","","","",""
"Sehr oft","2005","Mecklenburg-Vorpommern","maennlich","","","",""
"Sehr oft","2005","Mecklenburg-Vorpommern","weiblich","","","",""
"Sehr oft","2005","Sachsen","maennlich","","","",""
"Sehr oft","2005","Sachsen","weiblich","","","",""
"Sehr oft","2005","Sachsen-Anhalt","maennlich","","","",""
"Sehr oft","2005","Sachsen-Anhalt","weiblich","","","",""
"Sehr oft","2005","Thueringen","maennlich","","","",""
"Sehr oft","2005","Thueringen","weiblich","","","",""
"Oft","2005","Schleswig-Holstein","maennlich","","","",""
"Oft","2005","Schleswig-Holstein","weiblich","","","",""
"Oft","2005","Hamburg","maennlich","","","",""
"Oft","2005","Hamburg","weiblich","","","",""
"Oft","2005","Niedersachsen","maennlich","","","",""
"Oft","2005","Niedersachsen","weiblich","","","",""
"Oft","2005","Bremen","maennlich","","","",""
"Oft","2005","Bremen","weiblich","","","",""
"Oft","2005","Nordrhein-Westfalen","maennlich","","","",""
"Oft","2005","Nordrhein-Westfalen","weiblich","","","",""
"Oft","2005","Hessen","maennlich","","","",""
"Oft","2005","Hessen","weiblich","","","",""
"Oft","2005","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Oft","2005","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Oft","2005","Baden-Wuerttemberg","maennlich","","","",""
"Oft","2005","Baden-Wuerttemberg","weiblich","","","",""
"Oft","2005","Bayern","maennlich","","","",""
"Oft","2005","Bayern","weiblich","","","",""
"Oft","2005","Saarland","maennlich","","","",""
"Oft","2005","Saarland","weiblich","","","",""
"Oft","2005","Berlin","maennlich","","","",""
"Oft","2005","Berlin","weiblich","","","",""
"Oft","2005","Brandenburg","maennlich","","","",""
"Oft","2005","Brandenburg","weiblich","","","",""
"Oft","2005","Mecklenburg-Vorpommern","maennlich","","","",""
"Oft","2005","Mecklenburg-Vorpommern","weiblich","","","",""
"Oft","2005","Sachsen","maennlich","","","",""
"Oft","2005","Sachsen","weiblich","","","",""
"Oft","2005","Sachsen-Anhalt","maennlich","","","",""
"Oft","2005","Sachsen-Anhalt","weiblich","","","",""
"Oft","2005","Thueringen","maennlich","","","",""
"Oft","2005","Thueringen","weiblich","","","",""
"Manchmal","2005","Schleswig-Holstein","maennlich","","","",""
"Manchmal","2005","Schleswig-Holstein","weiblich","","","",""
"Manchmal","2005","Hamburg","maennlich","","","",""
"Manchmal","2005","Hamburg","weiblich","","","",""
"Manchmal","2005","Niedersachsen","maennlich","","","",""
"Manchmal","2005","Niedersachsen","weiblich","","","",""
"Manchmal","2005","Bremen","maennlich","","","",""
"Manchmal","2005","Bremen","weiblich","","","",""
"Manchmal","2005","Nordrhein-Westfalen","maennlich","","","",""
"Manchmal","2005","Nordrhein-Westfalen","weiblich","","","",""
"Manchmal","2005","Hessen","maennlich","","","",""
"Manchmal","2005","Hessen","weiblich","","","",""
"Manchmal","2005","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Manchmal","2005","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Manchmal","2005","Baden-Wuerttemberg","maennlich","","","",""
"Manchmal","2005","Baden-Wuerttemberg","weiblich","","","",""
"Manchmal","2005","Bayern","maennlich","","","",""
"Manchmal","2005","Bayern","weiblich","","","",""
"Manchmal","2005","Saarland","maennlich","","","",""
"Manchmal","2005","Saarland","weiblich","","","",""
"Manchmal","2005","Berlin","maennlich","","","",""
"Manchmal","2005","Berlin","weiblich","","","",""
"Manchmal","2005","Brandenburg","maennlich","","","",""
"Manchmal","2005","Brandenburg","weiblich","","","",""
"Manchmal","2005","Mecklenburg-Vorpommern","maennlich","","","",""
"Manchmal","2005","Mecklenburg-Vorpommern","weiblich","","","",""
"Manchmal","2005","Sachsen","maennlich","","","",""
"Manchmal","2005","Sachsen","weiblich","","","",""
"Manchmal","2005","Sachsen-Anhalt","maennlich","","","",""
"Manchmal","2005","Sachsen-Anhalt","weiblich","","","",""
"Manchmal","2005","Thueringen","maennlich","","","",""
"Manchmal","2005","Thueringen","weiblich","","","",""
"Selten","2005","Schleswig-Holstein","maennlich","","","",""
"Selten","2005","Schleswig-Holstein","weiblich","","","",""
"Selten","2005","Hamburg","maennlich","","","",""
"Selten","2005","Hamburg","weiblich","","","",""
"Selten","2005","Niedersachsen","maennlich","","","",""
"Selten","2005","Niedersachsen","weiblich","","","",""
"Selten","2005","Bremen","maennlich","","","",""
"Selten","2005","Bremen","weiblich","","","",""
"Selten","2005","Nordrhein-Westfalen","maennlich","","","",""
"Selten","2005","Nordrhein-Westfalen","weiblich","","","",""
"Selten","2005","Hessen","maennlich","","","",""
"Selten","2005","Hessen","weiblich","","","",""
"Selten","2005","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Selten","2005","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Selten","2005","Baden-Wuerttemberg","maennlich","","","",""
"Selten","2005","Baden-Wuerttemberg","weiblich","","","",""
"Selten","2005","Bayern","maennlich","","","",""
"Selten","2005","Bayern","weiblich","","","",""
"Selten","2005","Saarland","maennlich","","","",""
"Selten","2005","Saarland","weiblich","","","",""
"Selten","2005","Berlin","maennlich","","","",""
"Selten","2005","Berlin","weiblich","","","",""
"Selten","2005","Brandenburg","maennlich","","","",""
