"hlf0094","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Guenstig","1996","3","Laendlicher Raum","179","0.294757075960635","0.257967602368571","0.3315465495527"
"Guenstig","1996","4","Staedtischer Raum","204","0.296315795593446","0.262194919425797","0.330436671761095"
"Guenstig","1996","4","Laendlicher Raum","73","0.273544505134439","0.22318478042344","0.323904229845439"
"Guenstig","1996","5","Staedtischer Raum","156","0.284407045130777","0.244381119579817","0.324432970681737"
"Guenstig","1996","5","Laendlicher Raum","","","",""
"Angemessen","1996","1","Staedtischer Raum","379","0.422636905023605","0.389467589278584","0.455806220768626"
"Angemessen","1996","1","Laendlicher Raum","471","0.436891158076271","0.406629616817058","0.467152699335485"
"Angemessen","1996","2","Staedtischer Raum","419","0.39798631426705","0.367526341822454","0.428446286711645"
"Angemessen","1996","2","Laendlicher Raum","435","0.449832561745682","0.41758121316213","0.482083910329234"
"Angemessen","1996","3","Staedtischer Raum","354","0.380204308389874","0.348203956653444","0.412204660126303"
"Angemessen","1996","3","Laendlicher Raum","278","0.495062606416858","0.45471935338117","0.535405859452546"
"Angemessen","1996","4","Staedtischer Raum","305","0.434428879040953","0.397390085802098","0.471467672279808"
"Angemessen","1996","4","Laendlicher Raum","133","0.41365702935818","0.358020387456151","0.469293671260209"
"Angemessen","1996","5","Staedtischer Raum","204","0.408055940700648","0.364450732376716","0.45166114902458"
"Angemessen","1996","5","Laendlicher Raum","75","0.507272671884321","0.424752030852889","0.589793312915752"
"Etwas zu hoch","1996","1","Staedtischer Raum","79","0.0814902551100549","0.0631196688363006","0.0998608413838091"
"Etwas zu hoch","1996","1","Laendlicher Raum","67","0.0498287171527107","0.0365532734354416","0.0631041608699797"
"Etwas zu hoch","1996","2","Staedtischer Raum","85","0.0781867246567635","0.0614804258742151","0.0948930234393119"
"Etwas zu hoch","1996","2","Laendlicher Raum","52","0.0518374193388199","0.0374647284501723","0.0662101102274674"
"Etwas zu hoch","1996","3","Staedtischer Raum","85","0.091879660554886","0.0728380643653881","0.110921256744384"
"Etwas zu hoch","1996","3","Laendlicher Raum","65","0.0714352546903531","0.0506533916015551","0.0922171177791511"
"Etwas zu hoch","1996","4","Staedtischer Raum","57","0.0656474309671162","0.0471411934621936","0.0841536684720388"
"Etwas zu hoch","1996","4","Laendlicher Raum","36","0.0929471649058195","0.0601452491072924","0.125749080704347"
"Etwas zu hoch","1996","5","Staedtischer Raum","30","0.0599100363593147","0.0388541911285711","0.0809658815900583"
"Etwas zu hoch","1996","5","Laendlicher Raum","","","",""
"Viel zu hoch","1996","1","Staedtischer Raum","","","",""
"Viel zu hoch","1996","1","Laendlicher Raum","","","",""
"Viel zu hoch","1996","2","Staedtischer Raum","","","",""
"Viel zu hoch","1996","2","Laendlicher Raum","","","",""
"Viel zu hoch","1996","3","Staedtischer Raum","","","",""
"Viel zu hoch","1996","3","Laendlicher Raum","","","",""
"Viel zu hoch","1996","4","Staedtischer Raum","","","",""
"Viel zu hoch","1996","4","Laendlicher Raum","","","",""
"Viel zu hoch","1996","5","Staedtischer Raum","","","",""
"Viel zu hoch","1996","5","Laendlicher Raum","","","",""
"Sehr guenstig","1997","1","Staedtischer Raum","108","0.164873813816585","0.139660012824603","0.190087614808567"
"Sehr guenstig","1997","1","Laendlicher Raum","80","0.100855861168258","0.0825802812583697","0.119131441078146"
"Sehr guenstig","1997","2","Staedtischer Raum","146","0.136016709391376","0.115101749022622","0.15693166976013"
"Sehr guenstig","1997","2","Laendlicher Raum","101","0.128374267982904","0.106688290389417","0.150060245576391"
"Sehr guenstig","1997","3","Staedtischer Raum","104","0.126566735601445","0.105232262449998","0.147901208752893"
"Sehr guenstig","1997","3","Laendlicher Raum","80","0.161848079188668","0.131397533463027","0.192298624914308"
"Sehr guenstig","1997","4","Staedtischer Raum","126","0.191596256379064","0.161706756799521","0.221485755958606"
"Sehr guenstig","1997","4","Laendlicher Raum","50","0.179400436717749","0.138496309579737","0.22030456385576"
"Sehr guenstig","1997","5","Staedtischer Raum","86","0.188961026427228","0.153939549749247","0.223982503105209"
"Sehr guenstig","1997","5","Laendlicher Raum","32","0.274311863430937","0.201439282396634","0.347184444465241"
"Guenstig","1997","1","Staedtischer Raum","266","0.32655281615649","0.294687743345633","0.358417888967346"
"Guenstig","1997","1","Laendlicher Raum","381","0.357465036954587","0.328379900588448","0.386550173320726"
"Guenstig","1997","2","Staedtischer Raum","311","0.324049443385275","0.295495154612094","0.352603732158455"
"Guenstig","1997","2","Laendlicher Raum","252","0.308354227736486","0.278414916151182","0.33829353932179"
"Guenstig","1997","3","Staedtischer Raum","305","0.326415378042991","0.296327701162183","0.356503054923798"
"Guenstig","1997","3","Laendlicher Raum","132","0.263152106349574","0.226746163606309","0.299558049092839"
"Guenstig","1997","4","Staedtischer Raum","182","0.290111726518603","0.255645906216614","0.324577546820592"
"Guenstig","1997","4","Laendlicher Raum","102","0.328422561278532","0.278355248597348","0.378489873959716"
"Guenstig","1997","5","Staedtischer Raum","120","0.283934155947011","0.243596303663078","0.324272008230944"
"Guenstig","1997","5","Laendlicher Raum","39","0.243137825507748","0.173072763661729","0.313202887353767"
"Angemessen","1997","1","Staedtischer Raum","380","0.432257320887271","0.398595827615944","0.465918814158599"
"Angemessen","1997","1","Laendlicher Raum","468","0.445843922462641","0.41567822212116","0.476009622804122"
"Angemessen","1997","2","Staedtischer Raum","483","0.471040004742427","0.440585709571162","0.501494299913691"
"Angemessen","1997","2","Laendlicher Raum","461","0.48059607879909","0.448205573983426","0.512986583614754"
"Angemessen","1997","3","Staedtischer Raum","414","0.412118561612317","0.380534845245536","0.443702277979098"
"Angemessen","1997","3","Laendlicher Raum","282","0.477159626279114","0.435864734117557","0.518454518440672"
"Angemessen","1997","4","Staedtischer Raum","305","0.466968363337023","0.429077788082222","0.504858938591824"
"Angemessen","1997","4","Laendlicher Raum","156","0.4019922929955","0.349722353802138","0.454262232188862"
"Angemessen","1997","5","Staedtischer Raum","225","0.426096472463133","0.38185792194395","0.470335022982316"
"Angemessen","1997","5","Laendlicher Raum","56","0.343213637593366","0.265667320569118","0.420759954617614"
"Etwas zu hoch","1997","1","Staedtischer Raum","56","0.0590902752299154","0.0430682130484942","0.0751123374113367"
"Etwas zu hoch","1997","1","Laendlicher Raum","99","0.0788289542481688","0.062475143833185","0.0951827646631526"
"Etwas zu hoch","1997","2","Staedtischer Raum","75","0.0555026956138013","0.0415336851771206","0.069471706050482"
"Etwas zu hoch","1997","2","Laendlicher Raum","98","0.0788060262592944","0.0613385463746613","0.0962735061439276"
"Etwas zu hoch","1997","3","Staedtischer Raum","77","0.0996133045677385","0.0803965307962866","0.11883007833919"
"Etwas zu hoch","1997","3","Laendlicher Raum","57","0.0865998581386726","0.063347389843169","0.109852326434176"
"Etwas zu hoch","1997","4","Staedtischer Raum","37","0.0422175377098305","0.0269457152467639","0.0574893601728971"
"Etwas zu hoch","1997","4","Laendlicher Raum","","","",""
"Etwas zu hoch","1997","5","Staedtischer Raum","44","0.0852047908304703","0.0602288750993687","0.110180706561572"
"Etwas zu hoch","1997","5","Laendlicher Raum","","","",""
"Viel zu hoch","1997","1","Staedtischer Raum","","","",""
"Viel zu hoch","1997","1","Laendlicher Raum","","","",""
"Viel zu hoch","1997","2","Staedtischer Raum","","","",""
"Viel zu hoch","1997","2","Laendlicher Raum","","","",""
"Viel zu hoch","1997","3","Staedtischer Raum","33","0.0352860201755085","0.0234472144407198","0.0471248259102973"
"Viel zu hoch","1997","3","Laendlicher Raum","","","",""
"Viel zu hoch","1997","4","Staedtischer Raum","","","",""
"Viel zu hoch","1997","4","Laendlicher Raum","","","",""
"Viel zu hoch","1997","5","Staedtischer Raum","","","",""
"Viel zu hoch","1997","5","Laendlicher Raum","","","",""
"Sehr guenstig","1998","1","Staedtischer Raum","106","0.148118961262055","0.124847086122856","0.171390836401253"
"Sehr guenstig","1998","1","Laendlicher Raum","154","0.163570875853261","0.142023596590281","0.185118155116241"
"Sehr guenstig","1998","2","Staedtischer Raum","182","0.173122578817182","0.1509444647826","0.195300692851764"
"Sehr guenstig","1998","2","Laendlicher Raum","139","0.157461578503161","0.135748700021287","0.179174456985035"
"Sehr guenstig","1998","3","Staedtischer Raum","176","0.199767519164407","0.175385568062181","0.224149470266632"
"Sehr guenstig","1998","3","Laendlicher Raum","82","0.13445009426998","0.108809962846959","0.160090225693001"
"Sehr guenstig","1998","4","Staedtischer Raum","123","0.142164106418385","0.118958893825542","0.165369319011228"
"Sehr guenstig","1998","4","Laendlicher Raum","62","0.158894346454843","0.122658433234921","0.195130259674764"
"Sehr guenstig","1998","5","Staedtischer Raum","104","0.190353702616828","0.157394388052493","0.223313017181162"
"Sehr guenstig","1998","5","Laendlicher Raum","","","",""
"Guenstig","1998","1","Staedtischer Raum","261","0.305336699549372","0.275164063479442","0.335509335619302"
"Guenstig","1998","1","Laendlicher Raum","426","0.375926382168377","0.347710463686161","0.404142300650593"
"Guenstig","1998","2","Staedtischer Raum","292","0.284837003003192","0.258380775844146","0.311293230162238"
"Guenstig","1998","2","Laendlicher Raum","323","0.309857014456162","0.282290271977635","0.337423756934689"
"Guenstig","1998","3","Staedtischer Raum","351","0.331110713587372","0.302412050432577","0.359809376742166"
"Guenstig","1998","3","Laendlicher Raum","185","0.272506064861433","0.239040634882582","0.305971494840285"
"Guenstig","1998","4","Staedtischer Raum","266","0.313169132056758","0.282351246244637","0.343987017868879"
"Guenstig","1998","4","Laendlicher Raum","122","0.302986755080954","0.257436370328416","0.348537139833491"
"Guenstig","1998","5","Staedtischer Raum","150","0.296951957383496","0.258591353286371","0.335312561480621"
"Guenstig","1998","5","Laendlicher Raum","50","0.259708694891052","0.198787821358497","0.320629568423607"
"Angemessen","1998","1","Staedtischer Raum","450","0.466487262087847","0.433803739016232","0.499170785159462"
"Angemessen","1998","1","Laendlicher Raum","466","0.369656503186918","0.341536673150186","0.39777633322365"
"Angemessen","1998","2","Staedtischer Raum","531","0.456681112219461","0.42748257359124","0.485879650847681"
"Angemessen","1998","2","Laendlicher Raum","503","0.451306723172566","0.421642296090672","0.480971150254459"
"Angemessen","1998","3","Staedtischer Raum","385","0.371139354974922","0.341678615540814","0.40060009440903"
"Angemessen","1998","3","Laendlicher Raum","310","0.462434470317015","0.424960091667911","0.499908848966119"
"Angemessen","1998","4","Staedtischer Raum","404","0.468683222815225","0.435523954926774","0.501842490703676"
"Angemessen","1998","4","Laendlicher Raum","156","0.413222359100012","0.364414652973861","0.462030065226162"
"Angemessen","1998","5","Staedtischer Raum","221","0.389521788080517","0.348581508727804","0.430462067433231"
"Angemessen","1998","5","Laendlicher Raum","110","0.530791481660084","0.461454254639612","0.600128708680556"
"Etwas zu hoch","1998","1","Staedtischer Raum","56","0.0606438487006436","0.0450071490988012","0.0762805483024859"
"Etwas zu hoch","1998","1","Laendlicher Raum","80","0.0813840305132981","0.0654560223251462","0.09731203870145"
"Etwas zu hoch","1998","2","Staedtischer Raum","99","0.0741919733838497","0.0588293239093405","0.0895546228583589"
"Etwas zu hoch","1998","2","Laendlicher Raum","110","0.0757996116450608","0.0600216168789802","0.0915776064111413"
"Etwas zu hoch","1998","3","Staedtischer Raum","90","0.0668499175511552","0.0516190683717135","0.0820807667305969"
"Etwas zu hoch","1998","3","Laendlicher Raum","93","0.113897027928672","0.0900193589562239","0.13777469690112"
"Etwas zu hoch","1998","4","Staedtischer Raum","77","0.075983538709632","0.0583764287432463","0.0935906486760176"
"Etwas zu hoch","1998","4","Laendlicher Raum","39","0.0915431304921992","0.0629590155945777","0.120127245389821"
"Etwas zu hoch","1998","5","Staedtischer Raum","55","0.0900981373709091","0.0660597669439677","0.11413650779785"
"Etwas zu hoch","1998","5","Laendlicher Raum","","","",""
"Viel zu hoch","1998","1","Staedtischer Raum","","","",""
"Viel zu hoch","1998","1","Laendlicher Raum","","","",""
"Viel zu hoch","1998","2","Staedtischer Raum","","","",""
"Viel zu hoch","1998","2","Laendlicher Raum","","","",""
"Viel zu hoch","1998","3","Staedtischer Raum","31","0.031132494722144","0.020541491820199","0.041723497624089"
"Viel zu hoch","1998","3","Laendlicher Raum","","","",""
"Viel zu hoch","1998","4","Staedtischer Raum","","","",""
"Viel zu hoch","1998","4","Laendlicher Raum","","","",""
"Viel zu hoch","1998","5","Staedtischer Raum","","","",""
"Viel zu hoch","1998","5","Laendlicher Raum","","","",""
"Sehr guenstig","1999","1","Staedtischer Raum","77","0.146391928393407","0.119996646623994","0.172787210162821"
"Sehr guenstig","1999","1","Laendlicher Raum","101","0.122126980337034","0.101184073766784","0.143069886907284"
"Sehr guenstig","1999","2","Staedtischer Raum","158","0.140975982343985","0.120549862514842","0.161402102173128"
"Sehr guenstig","1999","2","Laendlicher Raum","143","0.148521784542838","0.127439393714495","0.169604175371181"
"Sehr guenstig","1999","3","Staedtischer Raum","202","0.174064615134605","0.15187856725165","0.19625066301756"
"Sehr guenstig","1999","3","Laendlicher Raum","107","0.167954187050667","0.141128693902378","0.194779680198956"
"Sehr guenstig","1999","4","Staedtischer Raum","115","0.148620745779073","0.125250981195292","0.171990510362854"
"Sehr guenstig","1999","4","Laendlicher Raum","81","0.179920546187417","0.143401285908451","0.216439806466382"
"Sehr guenstig","1999","5","Staedtischer Raum","141","0.202880487582876","0.171869636027029","0.233891339138723"
"Sehr guenstig","1999","5","Laendlicher Raum","39","0.239374100640136","0.183117162873418","0.295631038406854"
"Guenstig","1999","1","Staedtischer Raum","258","0.418437144751999","0.381602886804384","0.455271402699615"
"Guenstig","1999","1","Laendlicher Raum","358","0.393071888788408","0.361831249362963","0.424312528213853"
"Guenstig","1999","2","Staedtischer Raum","350","0.332574812320049","0.304920896862235","0.360228727777862"
"Guenstig","1999","2","Laendlicher Raum","365","0.36976535546127","0.341146500367563","0.398384210554977"
"Guenstig","1999","3","Staedtischer Raum","336","0.310218824640912","0.283151744701993","0.337285904579832"
"Guenstig","1999","3","Laendlicher Raum","237","0.329564579074941","0.295833718839866","0.363295439310017"
"Guenstig","1999","4","Staedtischer Raum","248","0.277999625303133","0.248565990000047","0.30743326060622"
"Guenstig","1999","4","Laendlicher Raum","118","0.298104427580995","0.254615961391867","0.341592893770122"
"Guenstig","1999","5","Staedtischer Raum","161","0.317033583427229","0.281150963820923","0.352916203033536"
"Guenstig","1999","5","Laendlicher Raum","83","0.363967353187014","0.300533239905936","0.427401466468093"
"Angemessen","1999","1","Staedtischer Raum","288","0.376035210535514","0.339866520653931","0.412203900417098"
"Angemessen","1999","1","Laendlicher Raum","413","0.425616466959669","0.393991833806978","0.45724110011236"
"Angemessen","1999","2","Staedtischer Raum","486","0.430360827330958","0.401298730349426","0.45942292431249"
"Angemessen","1999","2","Laendlicher Raum","463","0.382809938914416","0.353993582015526","0.411626295813305"
"Angemessen","1999","3","Staedtischer Raum","438","0.39178368020397","0.363220677051517","0.420346683356423"
"Angemessen","1999","3","Laendlicher Raum","328","0.427725704338702","0.392222833528663","0.463228575148741"
"Angemessen","1999","4","Staedtischer Raum","414","0.474040018976282","0.441235253172824","0.50684478477974"
"Angemessen","1999","4","Laendlicher Raum","195","0.429030817638073","0.381975988086963","0.476085647189183"
"Angemessen","1999","5","Staedtischer Raum","264","0.350882060897256","0.314079823679024","0.387684298115487"
"Angemessen","1999","5","Laendlicher Raum","96","0.391485548827344","0.327136035005897","0.455835062648791"
"Etwas zu hoch","1999","1","Staedtischer Raum","48","0.0382436774858942","0.0239234199433769","0.0525639350284116"
"Etwas zu hoch","1999","1","Laendlicher Raum","43","0.0446043491047802","0.0314006527593846","0.0578080454501759"
"Etwas zu hoch","1999","2","Staedtischer Raum","100","0.0798562955083136","0.0639454570395698","0.0957671339770573"
"Etwas zu hoch","1999","2","Laendlicher Raum","120","0.0979398203059613","0.080318622863611","0.115561017748312"
"Etwas zu hoch","1999","3","Staedtischer Raum","99","0.0808630339489115","0.0649109731950727","0.0968150947027503"
"Etwas zu hoch","1999","3","Laendlicher Raum","69","0.0691079438700918","0.0509070664272719","0.0873088213129116"
"Etwas zu hoch","1999","4","Staedtischer Raum","86","0.0839848942009113","0.0657625185533903","0.102207269848432"
"Etwas zu hoch","1999","4","Laendlicher Raum","","","",""
"Etwas zu hoch","1999","5","Staedtischer Raum","59","0.0932041585708995","0.0707857780233393","0.11562253911846"
"Etwas zu hoch","1999","5","Laendlicher Raum","","","",""
"Viel zu hoch","1999","1","Staedtischer Raum","","","",""
"Viel zu hoch","1999","1","Laendlicher Raum","","","",""
"Viel zu hoch","1999","2","Staedtischer Raum","","","",""
"Viel zu hoch","1999","2","Laendlicher Raum","","","",""
"Viel zu hoch","1999","3","Staedtischer Raum","47","0.0430698460716014","0.0311908854592325","0.0549488066839703"
"Viel zu hoch","1999","3","Laendlicher Raum","","","",""
"Viel zu hoch","1999","4","Staedtischer Raum","","","",""
"Viel zu hoch","1999","4","Laendlicher Raum","","","",""
"Viel zu hoch","1999","5","Staedtischer Raum","","","",""
"Viel zu hoch","1999","5","Laendlicher Raum","","","",""
"Sehr guenstig","2000","1","Staedtischer Raum","163","0.133724007064867","0.115927172666157","0.151520841463576"
"Sehr guenstig","2000","1","Laendlicher Raum","128","0.0936745479318669","0.0795076651843833","0.10784143067935"
"Sehr guenstig","2000","2","Staedtischer Raum","279","0.136783422459338","0.122128694761152","0.151438150157523"
"Sehr guenstig","2000","2","Laendlicher Raum","237","0.134522509479516","0.119572209205924","0.149472809753107"
"Sehr guenstig","2000","3","Staedtischer Raum","304","0.140540385553961","0.126189430555341","0.154891340552582"
"Sehr guenstig","2000","3","Laendlicher Raum","172","0.130096786606406","0.112648501876561","0.147545071336251"
"Sehr guenstig","2000","4","Staedtischer Raum","271","0.140944251009794","0.125252678449998","0.15663582356959"
"Sehr guenstig","2000","4","Laendlicher Raum","121","0.154723994908502","0.130964828836019","0.178483160980986"
"Sehr guenstig","2000","5","Staedtischer Raum","224","0.162243495447026","0.143047717505252","0.181439273388801"
"Sehr guenstig","2000","5","Laendlicher Raum","65","0.155473505271162","0.122679345800133","0.188267664742192"
"Guenstig","2000","1","Staedtischer Raum","470","0.364665653918372","0.339497084762958","0.389834223073786"
"Guenstig","2000","1","Laendlicher Raum","533","0.358918474258902","0.335595928934107","0.382241019583698"
"Guenstig","2000","2","Staedtischer Raum","726","0.347427872483816","0.327120781121724","0.367734963845909"
"Guenstig","2000","2","Laendlicher Raum","690","0.363775367897995","0.342696541327402","0.384854194468587"
"Guenstig","2000","3","Staedtischer Raum","733","0.31757081839683","0.298348021201388","0.336793615592273"
"Guenstig","2000","3","Laendlicher Raum","406","0.283873266461471","0.260488061636277","0.307258471286665"
"Guenstig","2000","4","Staedtischer Raum","567","0.302308791797154","0.281598361319834","0.323019222274474"
"Guenstig","2000","4","Laendlicher Raum","291","0.350000621915912","0.318664592496022","0.381336651335802"
"Guenstig","2000","5","Staedtischer Raum","422","0.306680526394164","0.282671587559002","0.330689465229325"
"Guenstig","2000","5","Laendlicher Raum","176","0.363634539669177","0.32009863901821","0.407170440320143"
"Angemessen","2000","1","Staedtischer Raum","595","0.386704820120442","0.361240358574612","0.412169281666272"
"Angemessen","2000","1","Laendlicher Raum","783","0.433585330387302","0.409490385083685","0.457680275690919"
"Angemessen","2000","2","Staedtischer Raum","882","0.419443304467083","0.398397763856018","0.440488845078147"
"Angemessen","2000","2","Laendlicher Raum","872","0.412378013735661","0.390809445518609","0.433946581952714"
"Angemessen","2000","3","Staedtischer Raum","962","0.419174336736309","0.398799800291814","0.439548873180803"
"Angemessen","2000","3","Laendlicher Raum","646","0.461154920932144","0.43530022875447","0.487009613109819"
"Angemessen","2000","4","Staedtischer Raum","835","0.444001093081689","0.421595259776079","0.4664069263873"
"Angemessen","2000","4","Laendlicher Raum","397","0.415865558959374","0.383484878446064","0.448246239472684"
"Angemessen","2000","5","Staedtischer Raum","579","0.398676008111318","0.373182624423465","0.424169391799172"
"Angemessen","2000","5","Laendlicher Raum","186","0.388014884306084","0.343913086659026","0.432116681953141"
"Etwas zu hoch","2000","1","Staedtischer Raum","127","0.0850586580626165","0.070471663597734","0.099645652527499"
"Etwas zu hoch","2000","1","Laendlicher Raum","168","0.104583325171596","0.0897046171887168","0.119462033154476"
"Etwas zu hoch","2000","2","Staedtischer Raum","211","0.0917464893859444","0.0794353172323668","0.104057661539522"
"Etwas zu hoch","2000","2","Laendlicher Raum","172","0.0763695088231783","0.0647327059841942","0.0880063116621625"
"Etwas zu hoch","2000","3","Staedtischer Raum","221","0.109677337466635","0.0967740712169777","0.122580603716292"
"Etwas zu hoch","2000","3","Laendlicher Raum","178","0.110544044923136","0.094280549687743","0.126807540158529"
"Etwas zu hoch","2000","4","Staedtischer Raum","176","0.0921245519648509","0.0790828899124877","0.105166214017214"
"Etwas zu hoch","2000","4","Laendlicher Raum","64","0.0623294343536907","0.0464467164572035","0.0782121522501779"
"Etwas zu hoch","2000","5","Staedtischer Raum","147","0.100218812954445","0.0845835119192386","0.115854113989652"
"Etwas zu hoch","2000","5","Laendlicher Raum","","","",""
"Viel zu hoch","2000","1","Staedtischer Raum","50","0.0298468608337029","0.0209491270880601","0.0387445945793456"
"Viel zu hoch","2000","1","Laendlicher Raum","","","",""
"Viel zu hoch","2000","2","Staedtischer Raum","","","",""
"Viel zu hoch","2000","2","Laendlicher Raum","30","0.01295460006365","0.00800003979009055","0.0179091603372094"
"Viel zu hoch","2000","3","Staedtischer Raum","33","0.0130371218462654","0.00835320942092934","0.0177210342716014"
"Viel zu hoch","2000","3","Laendlicher Raum","","","",""
"Viel zu hoch","2000","4","Staedtischer Raum","40","0.0206213121465115","0.0142126764462506","0.0270299478467724"
"Viel zu hoch","2000","4","Laendlicher Raum","","","",""
