"pli0098_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1990","Hauptschule","direkter Migrationshintergrund","218","","",""
"Min 1x pro Woche","1990","Hauptschule","indirekter Migrationshintergrund","13","","",""
"Min 1x pro Woche","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1990","Realschule","kein Migrationshintergrund","247","","",""
"Min 1x pro Woche","1990","Realschule","direkter Migrationshintergrund","21","","",""
"Min 1x pro Woche","1990","Realschule","indirekter Migrationshintergrund","8","0.152713160473068","0.0549444510987949","0.250481869847342"
"Min 1x pro Woche","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","kein Migrationshintergrund","68","0.120310598175761","0.0951651588651793","0.145456037486343"
"Min 1x pro Woche","1990","(Fach-)Abitur","direkter Migrationshintergrund","26","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1990","AkademikerIn","kein Migrationshintergrund","130","","",""
"Min 1x pro Woche","1990","AkademikerIn","direkter Migrationshintergrund","11","","",""
"Min 1x pro Woche","1990","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","kein Migrationshintergrund","23","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","direkter Migrationshintergrund","90","0.120385321542303","0.094954770498193","0.145815872586413"
"Min 1x pro Monat","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","7","0.116812105790759","0.0268788054386957","0.206745406142822"
"Min 1x pro Monat","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1990","Hauptschule","kein Migrationshintergrund","549","0.114052030410768","0.105545365501341","0.122558695320195"
"Min 1x pro Monat","1990","Hauptschule","direkter Migrationshintergrund","183","","",""
"Min 1x pro Monat","1990","Hauptschule","indirekter Migrationshintergrund","12","","",""
"Min 1x pro Monat","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1990","Realschule","kein Migrationshintergrund","217","","",""
"Min 1x pro Monat","1990","Realschule","direkter Migrationshintergrund","19","","",""
"Min 1x pro Monat","1990","Realschule","indirekter Migrationshintergrund","7","0.183426539486072","0.0782363745725552","0.288616704399589"
"Min 1x pro Monat","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","kein Migrationshintergrund","45","0.061722946195282","0.0431221524871755","0.0803237399033885"
"Min 1x pro Monat","1990","(Fach-)Abitur","direkter Migrationshintergrund","25","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1990","AkademikerIn","kein Migrationshintergrund","105","","",""
"Min 1x pro Monat","1990","AkademikerIn","direkter Migrationshintergrund","12","","",""
"Min 1x pro Monat","1990","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1990","(noch) kein Abschluss","kein Migrationshintergrund","61","0.359001384319257","0.29201422129517","0.425988547343344"
"Seltener","1990","(noch) kein Abschluss","direkter Migrationshintergrund","133","","",""
"Seltener","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"Seltener","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1990","Hauptschule","kein Migrationshintergrund","1544","","",""
"Seltener","1990","Hauptschule","direkter Migrationshintergrund","393","0.287644014722535","0.264215231986516","0.311072797458554"
"Seltener","1990","Hauptschule","indirekter Migrationshintergrund","50","0.284758757249431","0.211047865723169","0.358469648775693"
"Seltener","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1990","Realschule","kein Migrationshintergrund","715","0.268458791016764","0.252464355490459","0.284453226543068"
"Seltener","1990","Realschule","direkter Migrationshintergrund","47","0.286967803466998","0.2170952990084","0.356840307925596"
"Seltener","1990","Realschule","indirekter Migrationshintergrund","19","","",""
"Seltener","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1990","(Fach-)Abitur","kein Migrationshintergrund","178","","",""
"Seltener","1990","(Fach-)Abitur","direkter Migrationshintergrund","50","0.217952495654288","0.161159135744823","0.274745855563753"
"Seltener","1990","(Fach-)Abitur","indirekter Migrationshintergrund","9","0.299284287995372","0.129662373000214","0.468906202990529"
"Seltener","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1990","AkademikerIn","kein Migrationshintergrund","358","0.269517176245609","0.2473419453006","0.291692407190618"
"Seltener","1990","AkademikerIn","direkter Migrationshintergrund","35","0.29016193636303","0.209958052841383","0.370365819884676"
"Seltener","1990","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Seltener","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1990","(noch) kein Abschluss","kein Migrationshintergrund","93","0.407917893256815","0.33929131834629","0.476544468167339"
"Nie","1990","(noch) kein Abschluss","direkter Migrationshintergrund","268","","",""
"Nie","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","21","","",""
"Nie","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1990","Hauptschule","kein Migrationshintergrund","2617","","",""
"Nie","1990","Hauptschule","direkter Migrationshintergrund","619","0.429533198207933","0.403912729470181","0.455153666945684"
"Nie","1990","Hauptschule","indirekter Migrationshintergrund","69","0.524681136640856","0.443115525360994","0.606246747920719"
"Nie","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1990","Realschule","kein Migrationshintergrund","1768","","",""
"Nie","1990","Realschule","direkter Migrationshintergrund","74","0.462779692308902","0.385760579766631","0.539798804851172"
"Nie","1990","Realschule","indirekter Migrationshintergrund","18","","",""
"Nie","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1990","(Fach-)Abitur","kein Migrationshintergrund","352","0.540256505252727","0.501735252409314","0.57877775809614"
"Nie","1990","(Fach-)Abitur","direkter Migrationshintergrund","101","","",""
"Nie","1990","(Fach-)Abitur","indirekter Migrationshintergrund","14","","",""
"Nie","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1990","AkademikerIn","kein Migrationshintergrund","940","0.530026555103351","0.505083169676914","0.554969940529787"
"Nie","1990","AkademikerIn","direkter Migrationshintergrund","65","0.493813592074432","0.405458355356104","0.582168828792759"
"Nie","1990","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Nie","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1991","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1991","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1991","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1991","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1991","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1991","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","Realschule","kein Migrationshintergrund","","","",""
"Nie","1991","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1992","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1992","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","kein Migrationshintergrund","15","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","direkter Migrationshintergrund","126","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.0801181920499465","0.0165220667580122","0.143714317341881"
"Min 1x pro Woche","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","Hauptschule","kein Migrationshintergrund","524","0.121721209822535","0.112584096581838","0.130858323063232"
"Min 1x pro Woche","1992","Hauptschule","direkter Migrationshintergrund","201","","",""
"Min 1x pro Woche","1992","Hauptschule","indirekter Migrationshintergrund","12","","",""
"Min 1x pro Woche","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","Realschule","kein Migrationshintergrund","206","","",""
"Min 1x pro Woche","1992","Realschule","direkter Migrationshintergrund","24","","",""
"Min 1x pro Woche","1992","Realschule","indirekter Migrationshintergrund","6","0.0599770742760725","0.00826791905466428","0.111686229497481"
"Min 1x pro Woche","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","kein Migrationshintergrund","59","0.0945811570893369","0.0720497837534622","0.117112530425212"
"Min 1x pro Woche","1992","(Fach-)Abitur","direkter Migrationshintergrund","31","0.142574292568036","0.0945952176389248","0.190553367497147"
"Min 1x pro Woche","1992","(Fach-)Abitur","indirekter Migrationshintergrund","5","0.152918037045456","0.0399624123061608","0.26587366178475"
"Min 1x pro Woche","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","AkademikerIn","kein Migrationshintergrund","134","","",""
"Min 1x pro Woche","1992","AkademikerIn","direkter Migrationshintergrund","10","","",""
"Min 1x pro Woche","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","kein Migrationshintergrund","12","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","direkter Migrationshintergrund","75","0.104405959812875","0.0795629139425772","0.129249005683173"
"Min 1x pro Monat","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","18","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","Hauptschule","kein Migrationshintergrund","414","0.0910706721844865","0.0830305248139733","0.0991108195549997"
"Min 1x pro Monat","1992","Hauptschule","direkter Migrationshintergrund","207","","",""
"Min 1x pro Monat","1992","Hauptschule","indirekter Migrationshintergrund","17","","",""
"Min 1x pro Monat","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","Realschule","kein Migrationshintergrund","169","","",""
"Min 1x pro Monat","1992","Realschule","direkter Migrationshintergrund","15","","",""
"Min 1x pro Monat","1992","Realschule","indirekter Migrationshintergrund","6","0.0658358595351203","0.0118290611135357","0.119842657956705"
"Min 1x pro Monat","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","kein Migrationshintergrund","48","0.0799253362562026","0.0590461119507706","0.100804560561635"
"Min 1x pro Monat","1992","(Fach-)Abitur","direkter Migrationshintergrund","22","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","AkademikerIn","kein Migrationshintergrund","81","0.064585209988847","0.0521796585343109","0.0769907614433831"
"Min 1x pro Monat","1992","AkademikerIn","direkter Migrationshintergrund","16","","",""
"Min 1x pro Monat","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","(noch) kein Abschluss","kein Migrationshintergrund","54","0.298849455746961","0.237375641333892","0.36032327016003"
"Seltener","1992","(noch) kein Abschluss","direkter Migrationshintergrund","132","","",""
"Seltener","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","13","","",""
"Seltener","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","Hauptschule","kein Migrationshintergrund","1376","","",""
"Seltener","1992","Hauptschule","direkter Migrationshintergrund","319","0.246719592817285","0.223874906561135","0.269564279073436"
"Seltener","1992","Hauptschule","indirekter Migrationshintergrund","60","0.292601755917631","0.226864793502028","0.358338718333233"
"Seltener","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","Realschule","kein Migrationshintergrund","700","0.277325881557557","0.260866917153058","0.293784845962057"
"Seltener","1992","Realschule","direkter Migrationshintergrund","37","0.236100268839874","0.169242995396871","0.302957542282878"
"Seltener","1992","Realschule","indirekter Migrationshintergrund","33","0.413921478540658","0.306660324382712","0.521182632698603"
"Seltener","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","(Fach-)Abitur","kein Migrationshintergrund","172","","",""
"Seltener","1992","(Fach-)Abitur","direkter Migrationshintergrund","43","0.199720693212827","0.144859489363202","0.254581897062452"
"Seltener","1992","(Fach-)Abitur","indirekter Migrationshintergrund","11","","",""
"Seltener","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","AkademikerIn","kein Migrationshintergrund","332","0.241228868061969","0.219635645579974","0.262822090543963"
"Seltener","1992","AkademikerIn","direkter Migrationshintergrund","31","0.19633964446604","0.127524602526405","0.265154686405675"
"Seltener","1992","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Seltener","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","(noch) kein Abschluss","kein Migrationshintergrund","132","","",""
"Nie","1992","(noch) kein Abschluss","direkter Migrationshintergrund","249","","",""
"Nie","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","33","0.537681906847919","0.420884761731283","0.654479051964555"
"Nie","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","Hauptschule","kein Migrationshintergrund","2605","","",""
"Nie","1992","Hauptschule","direkter Migrationshintergrund","641","0.485159184320134","0.458675179650124","0.511643188990144"
"Nie","1992","Hauptschule","indirekter Migrationshintergrund","95","0.544408135094813","0.472448415398937","0.616367854790688"
"Nie","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","Realschule","kein Migrationshintergrund","1767","","",""
"Nie","1992","Realschule","direkter Migrationshintergrund","79","0.512662505259123","0.433973703360547","0.5913513071577"
"Nie","1992","Realschule","indirekter Migrationshintergrund","36","0.460265587648149","0.35172307054095","0.568808104755349"
"Nie","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","(Fach-)Abitur","kein Migrationshintergrund","369","0.567396323321282","0.529250328119876","0.605542318522688"
"Nie","1992","(Fach-)Abitur","direkter Migrationshintergrund","108","","",""
"Nie","1992","(Fach-)Abitur","indirekter Migrationshintergrund","20","","",""
"Nie","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","AkademikerIn","kein Migrationshintergrund","961","0.57879907917227","0.553878622763772","0.603719535580768"
"Nie","1992","AkademikerIn","direkter Migrationshintergrund","71","0.546576746726628","0.46033439788081","0.632819095572446"
"Nie","1992","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Nie","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1993","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
