year,quintil_oecd,pli0098_h,proportion,n,lower_confidence,upper_confidence
1995,2. Quintil,Min 1x pro Woche,0.03315343099460293,17246,0.03048131749920422,0.035825544490001644
1995,2. Quintil,Min 1x pro Monat,0.029298380878951428,17246,0.026781419406667093,0.031815342351235766
1995,5. Quintil,Seltener,0.02336160370084811,17246,0.02110720822656924,0.02561599917512698
1995,3. Quintil,Min 1x pro Woche,0.02259059367771781,17246,0.02037283667246151,0.024808350682974115
1995,1. Quintil,Min 1x pro Monat,0.02251349267540478,17246,0.02029943615253038,0.02472754919827918
1995,3. Quintil,Min 1x pro Monat,0.02074016962220509,17246,0.018613172009776312,0.022867167234633865
1995,4. Quintil,Min 1x pro Woche,0.016422513492675404,17246,0.014525650411621537,0.01831937657372927
1995,4. Quintil,Min 1x pro Monat,0.014957594448727834,17246,0.013145961457493775,0.01676922743996189
1995,5. Quintil,Min 1x pro Monat,0.008558211256746337,17246,0.00718341927049297,0.009933003242999705
1995,5. Quintil,Min 1x pro Woche,0.0072474942174248266,17246,0.005981515761041653,0.008513472673808
1996,2. Quintil,Nie,0.155320813771518,16862,0.14985364785553332,0.16078797968750266
1996,1. Quintil,Nie,0.11956181533646322,16862,0.1146646224055555,0.12445900826737094
1996,3. Quintil,Nie,0.1189358372456964,16862,0.1140497449727973,0.1238219295185955
1996,4. Quintil,Nie,0.09217527386541471,16862,0.08780901228160015,0.09654153544922928
1996,2. Quintil,Seltener,0.07660406885758998,16862,0.07258966162764974,0.08061847608753023
1996,3. Quintil,Seltener,0.06893583724569641,16862,0.06511187266032971,0.0727598018310631
1996,1. Quintil,Seltener,0.053364632237871676,16862,0.04997213383037865,0.0567571306453647
1996,4. Quintil,Seltener,0.053129890453834115,16862,0.04974444210165808,0.05651533880601015
1996,5. Quintil,Nie,0.04084507042253521,16862,0.037857516620885476,0.04383262422418495
1996,2. Quintil,Min 1x pro Woche,0.02918622848200313,16862,0.026645498678193866,0.031726958285812394
1996,2. Quintil,Min 1x pro Monat,0.026525821596244132,16862,0.02410033896398425,0.028951304228504015
1996,1. Quintil,Min 1x pro Woche,0.026447574334898277,16862,0.024025574419184317,0.028869574250612238
1996,5. Quintil,Seltener,0.026056338028169014,16862,0.023651836061751624,0.028460839994586404
1996,3. Quintil,Min 1x pro Woche,0.023004694835680753,16862,0.02074184358936693,0.025267546081994576
1996,1. Quintil,Min 1x pro Monat,0.022300469483568074,16862,0.020071720103995456,0.024529218863140693
1996,3. Quintil,Min 1x pro Monat,0.021205007824726136,16862,0.019030471750464805,0.023379543898987467
1996,4. Quintil,Min 1x pro Woche,0.01572769953051643,16862,0.013849716073342495,0.017605682987690364
1996,4. Quintil,Min 1x pro Monat,0.015258215962441314,16862,0.013408033369479107,0.017108398555403522
1996,5. Quintil,Min 1x pro Monat,0.007746478873239437,16862,0.006423158424206459,0.009069799322272414
1996,5. Quintil,Min 1x pro Woche,0.007668231611893584,16862,0.006351559650541365,0.008984903573245802
1997,2. Quintil,Nie,0.15245705153815423,16487,0.1469699895305441,0.15794411354576435
1997,3. Quintil,Nie,0.1316020775069916,16487,0.12644176488435746,0.13676239012962574
1997,1. Quintil,Nie,0.10307630842988413,16487,0.0984349786389074,0.10771763822086086
1997,4. Quintil,Nie,0.0933280063923292,16487,0.0888876651486839,0.0977683476359745
1997,2. Quintil,Seltener,0.08006392329204955,16487,0.07592123257143835,0.08420661401266075
1997,3. Quintil,Seltener,0.07694766280463444,16487,0.07287952053866595,0.08101580507060294
1997,4. Quintil,Seltener,0.05305633240111866,16487,0.04963483718437189,0.05647782761786543
1997,1. Quintil,Seltener,0.04538553735517379,16487,0.04220823899843578,0.0485628357119118
1997,5. Quintil,Nie,0.044586496204554536,16487,0.041435973508810876,0.047737018900298196
1997,2. Quintil,Min 1x pro Woche,0.030443467838593686,16487,0.02782094739978688,0.033065988277400496
1997,5. Quintil,Seltener,0.02948461845785058,16487,0.026902452091900383,0.03206678482380078
1997,1. Quintil,Min 1x pro Woche,0.024051138633639634,16487,0.02171248123756419,0.026389796029715078
1997,3. Quintil,Min 1x pro Woche,0.023651618058330003,16487,0.021331991425972145,0.025971244690687862
1997,2. Quintil,Min 1x pro Monat,0.022852576907710746,16487,0.02057153697895705,0.025133616836464444
1997,3. Quintil,Min 1x pro Monat,0.02221334398721534,16487,0.01996369750711509,0.024462990467315593
1997,1. Quintil,Min 1x pro Monat,0.01853775469436676,16487,0.01647878185932579,0.020596727529407728
1997,4. Quintil,Min 1x pro Monat,0.017259288853375947,16487,0.0152712897930894,0.019247287913662495
1997,4. Quintil,Min 1x pro Woche,0.01574111066719936,16487,0.013841093121761783,0.01764112821263694
1997,5. Quintil,Min 1x pro Woche,0.007830603276068717,16487,0.006485127829286225,0.009176078722851208
1997,5. Quintil,Min 1x pro Monat,0.007431082700759089,16487,0.006120116076515852,0.008742049325002325
1998,2. Quintil,Nie,0.1436893203883495,18147,0.13858566223538804,0.14879297854131096
1998,3. Quintil,Nie,0.1262135922330097,18147,0.12138178768891277,0.13104539677710667
1998,1. Quintil,Nie,0.10017979144192736,18147,0.09581139962782077,0.10454818325603395
1998,4. Quintil,Nie,0.09262855088097807,18147,0.08841043368893335,0.09684666807302279
1998,2. Quintil,Seltener,0.08076231571377203,18147,0.076797966140251,0.08472666528729306
1998,3. Quintil,Seltener,0.07134124415677814,18147,0.067596242017388,0.0750862462961683
1998,4. Quintil,Seltener,0.060122258180510604,18147,0.05666360530814182,0.06358091105287939
1998,5. Quintil,Nie,0.04883135562747213,18147,0.045695675130152234,0.051967036124792025
1998,1. Quintil,Seltener,0.04422869471413161,18147,0.041237238111274166,0.04722015131698905
1998,5. Quintil,Seltener,0.035239122617763394,18147,0.032556398355068634,0.03792184688045815
1998,2. Quintil,Min 1x pro Woche,0.02991729593671341,18147,0.02743862313572739,0.032395968737699433
1998,2. Quintil,Min 1x pro Monat,0.02797554836389788,18147,0.025576264955597294,0.030374831772198466
1998,1. Quintil,Min 1x pro Woche,0.023013304566702624,18147,0.02083164255722971,0.025194966576175537
1998,3. Quintil,Min 1x pro Woche,0.022509888529306004,18147,0.02035166456631698,0.024668112492295027
1998,3. Quintil,Min 1x pro Monat,0.020855807263574253,18147,0.018776634964845707,0.0229349795623028
1998,1. Quintil,Min 1x pro Monat,0.019489392304926287,18147,0.01747808260160091,0.021500702008251663
1998,4. Quintil,Min 1x pro Woche,0.018842143113987773,18147,0.01686386091212074,0.020820425315854804
1998,4. Quintil,Min 1x pro Monat,0.015533980582524271,18147,0.013734714489235116,0.017333246675813426
1998,5. Quintil,Min 1x pro Monat,0.010643653362099964,18147,0.009150599810626926,0.012136706913573003
1998,5. Quintil,Min 1x pro Woche,0.007982740021574973,18147,0.006687980066852744,0.009277499976297201
1999,2. Quintil,Nie,0.14599521817095037,17396,0.14074797925548488,0.15124245708641587
1999,3. Quintil,Nie,0.12544829647340108,17396,0.12052612769890983,0.13037046524789234
1999,4. Quintil,Nie,0.09944710101613867,17396,0.09499994823388394,0.1038942537983934
1999,1. Quintil,Nie,0.09205020920502092,17396,0.08775410627301494,0.09634631213702691
1999,2. Quintil,Seltener,0.07822773460848775,17396,0.07423726904700774,0.08221820016996777
1999,3. Quintil,Seltener,0.07531380753138076,17396,0.07139218435720715,0.07923543070555436
1999,4. Quintil,Seltener,0.06761805140466229,17396,0.06388675606356418,0.07134934674576039
1999,5. Quintil,Nie,0.05439330543933055,17396,0.051023076785711406,0.05776353409294969
1999,1. Quintil,Seltener,0.0415421398684997,17396,0.03857688303565527,0.04450739670134413
1999,5. Quintil,Seltener,0.04072026300059773,17396,0.03778322683383451,0.04365729916736095
1999,2. Quintil,Min 1x pro Woche,0.029288702928870293,17396,0.02678301786987158,0.03179438798786901
1999,2. Quintil,Min 1x pro Monat,0.02413329348475792,17396,0.02185276805264064,0.026413818916875203
1999,3. Quintil,Min 1x pro Monat,0.02181709503885236,17396,0.019646194792387373,0.023987995285317348
1999,3. Quintil,Min 1x pro Woche,0.019276748356246265,17396,0.017233498406790795,0.021319998305701734
1999,1. Quintil,Min 1x pro Woche,0.018380155409444113,17396,0.016384076866292303,0.020376233952595923
1999,4. Quintil,Min 1x pro Monat,0.01658696951583981,17396,0.014689027787425596,0.018484911244254023
1999,4. Quintil,Min 1x pro Woche,0.016213389121338913,17396,0.014336585950050095,0.018090192292627733
1999,1. Quintil,Min 1x pro Monat,0.01434548714883443,17396,0.012578426809180216,0.016112547488488643
1999,5. Quintil,Min 1x pro Monat,0.010759115361625823,17396,0.009226014659621676,0.01229221606362997
1999,5. Quintil,Min 1x pro Woche,0.008442916915720263,17396,0.007083237601910307,0.00980259622953022
2001,3. Quintil,Nie,0.13376241779767734,27798,0.12976080685398134,0.13776402874137333
2001,2. Quintil,Nie,0.11571288652581503,27798,0.11195246259439433,0.11947331045723573
2001,4. Quintil,Nie,0.11277459073737232,27798,0.10905605541285142,0.11649312606189323
2001,3. Quintil,Seltener,0.08031341821743389,27798,0.07711847402674539,0.08350836240812239
2001,1. Quintil,Nie,0.07998694090760693,27798,0.07679793124000103,0.08317595057521282
2001,5. Quintil,Nie,0.0715918100834849,27798,0.06856105774440201,0.0746225624225678
2001,4. Quintil,Seltener,0.07107877431089968,27798,0.06805806659836758,0.07409948202343178
2001,2. Quintil,Seltener,0.06366307541625857,27798,0.060792895121674254,0.06653325571084288
2001,5. Quintil,Seltener,0.05111701879576512,27798,0.04852798104213108,0.05370605654939916
2001,1. Quintil,Seltener,0.029196399421668764,27798,0.02721724521641754,0.031175553626919986
2001,3. Quintil,Min 1x pro Monat,0.02485891516253906,27798,0.023028607451158367,0.026689222873919755
2001,4. Quintil,Min 1x pro Monat,0.023226528613404226,27798,0.02145585556464193,0.024997201662166523
2001,2. Quintil,Min 1x pro Woche,0.022666853225129426,27798,0.020917142610585016,0.024416563839673836
2001,3. Quintil,Min 1x pro Woche,0.022480294762371157,27798,0.020737633179696804,0.02422295634504551
2001,2. Quintil,Min 1x pro Monat,0.021827340142717224,27798,0.020109600003202714,0.023545080282231734
2001,4. Quintil,Min 1x pro Woche,0.020474791287719788,27798,0.018809972967181895,0.02213960960825768
2001,1. Quintil,Min 1x pro Woche,0.017536495499277088,27798,0.015993449355890248,0.019079541642663927
2001,1. Quintil,Min 1x pro Monat,0.013945245091180449,27798,0.012566725674330754,0.015323764508030144
2001,5. Quintil,Min 1x pro Monat,0.013292290471526514,27798,0.011945985441419452,0.014638595501633576
2001,5. Quintil,Min 1x pro Woche,0.010493913530152511,27798,0.00929599503101489,0.011691832029290132
2003,5. Quintil,Nie,0.1231138387707074,27727,0.11924634453738937,0.12698133300402542
2003,4. Quintil,Nie,0.11471551843477458,27727,0.11096443139199827,0.11846660547755089
2003,3. Quintil,Nie,0.11245443219048498,27727,0.10873575698193709,0.11617310739903287
2003,2. Quintil,Nie,0.09104332979557934,27727,0.08765722583925036,0.09442943375190833
2003,5. Quintil,Seltener,0.08578284343131373,27727,0.0824865221633009,0.08907916469932657
2003,4. Quintil,Seltener,0.07360066448248812,27727,0.07052708381955647,0.07667424514541976
2003,1. Quintil,Nie,0.0670942734530017,27727,0.06414940271380132,0.07003914419220209
2003,3. Quintil,Seltener,0.0670942734530017,27727,0.06414940271380132,0.07003914419220209
2003,2. Quintil,Seltener,0.04979004199160168,27727,0.047229772594441236,0.05235031138876213
2003,1. Quintil,Seltener,0.026994601079784044,27727,0.02508694222766875,0.02890225993189934
2003,5. Quintil,Min 1x pro Monat,0.02468737021826404,27727,0.022860894221513654,0.026513846215014424
2003,4. Quintil,Min 1x pro Monat,0.023533754787504038,27727,0.021749409658426762,0.025318099916581314
2003,3. Quintil,Min 1x pro Monat,0.022057127036131236,27727,0.020328362497886283,0.02378589157437619
2003,4. Quintil,Min 1x pro Woche,0.02081122237091043,27727,0.019130923100820523,0.02249152164100034
2003,3. Quintil,Min 1x pro Woche,0.020626643901988834,27727,0.0189536550075192,0.02229963279645847
2003,5. Quintil,Min 1x pro Woche,0.01951917308845923,27727,0.01789079634723814,0.02114754982968032
2003,2. Quintil,Min 1x pro Woche,0.01864242536108163,27727,0.017050328536687597,0.020234522185475664
2003,2. Quintil,Min 1x pro Monat,0.015689169858336027,27727,0.014226417710814974,0.01715192200585708
2003,1. Quintil,Min 1x pro Woche,0.01310507129343362,27727,0.011766443669848952,0.014443698917018289
2003,1. Quintil,Min 1x pro Monat,0.009644225001153615,27727,0.00849386461919489,0.01079458538311234
2005,5. Quintil,Nie,0.12640838110298477,25520,0.1223312197356943,0.13048554247027525
2005,3. Quintil,Nie,0.11385649337813797,25520,0.10995934745117947,0.11775363930509647
2005,4. Quintil,Nie,0.11375765961652501,25520,0.10986198829766067,0.11765333093538935
2005,5. Quintil,Seltener,0.09260723463135007,25520,0.08905062786488739,0.09616384139781274
2005,2. Quintil,Nie,0.09181656453844633,25520,0.08827363068593169,0.09535949839096097
2005,4. Quintil,Seltener,0.07926467681359953,25520,0.07595013894396323,0.08257921468323583
2005,1. Quintil,Nie,0.06997430322198063,25520,0.06684438852199519,0.07310421792196607
2005,3. Quintil,Seltener,0.06152401660407195,25520,0.05857586604863046,0.06447216715951344
2005,2. Quintil,Seltener,0.04655070171970745,25520,0.043965897499478684,0.04913550593993622
2005,1. Quintil,Seltener,0.02619094682743625,25520,0.024231523655691006,0.028150369999181496
2005,5. Quintil,Min 1x pro Monat,0.026092113065823284,25520,0.024136291170769302,0.028047934960877267
2005,4. Quintil,Min 1x pro Monat,0.022731765170982406,25520,0.02090307888425134,0.024560451457713472
2005,4. Quintil,Min 1x pro Woche,0.020013836726625815,25520,0.018295568796490455,0.021732104656761175
2005,5. Quintil,Min 1x pro Woche,0.019569084799367465,25520,0.017869630491550992,0.02126853910718394
2005,3. Quintil,Min 1x pro Monat,0.019420834156948015,25520,0.017727701419851256,0.021113966894044774
2005,3. Quintil,Min 1x pro Woche,0.01754299268630164,25520,0.015932256725275498,0.019153728647327783
2005,2. Quintil,Min 1x pro Woche,0.01655465507017197,25520,0.014989162831017633,0.018120147309326307
2005,2. Quintil,Min 1x pro Monat,0.015516900573235817,25520,0.014000470608526973,0.01703333053794466
2005,1. Quintil,Min 1x pro Woche,0.01215655267839494,25520,0.01081203964599917,0.01350106571079071
2005,1. Quintil,Min 1x pro Monat,0.008450286617908677,25520,0.007327211765298008,0.009573361470519345
2007,5. Quintil,Nie,0.1367378945304842,25385,0.13251137120354403,0.1409644178574244
2007,4. Quintil,Nie,0.11821211527151539,25385,0.11424037769665464,0.12218385284637613
2007,3. Quintil,Nie,0.11497745540090179,25385,0.11105325659885174,0.11890165420295185
2007,5. Quintil,Seltener,0.09169770633209175,25385,0.08814743186374226,0.09524798080044124
2007,2. Quintil,Nie,0.09052146637914134,25385,0.08699175248704506,0.09405118027123761
2007,4. Quintil,Seltener,0.07376004704959811,25385,0.0705446113065845,0.07697548279261172
2007,1. Quintil,Nie,0.06930013722799451,25385,0.06617593340332262,0.0724243410526664
2007,3. Quintil,Seltener,0.060821407567143694,25385,0.0578812553638818,0.06376155977040558
2007,2. Quintil,Seltener,0.04401097823956087,25385,0.0414876459165023,0.04653431056261944
2007,5. Quintil,Min 1x pro Monat,0.02597529896098804,25385,0.024018560640878216,0.027932037281097864
2007,1. Quintil,Seltener,0.023769849049206038,25385,0.02189590418956833,0.025643793908843745
2007,4. Quintil,Min 1x pro Monat,0.022201529111938834,25385,0.020389005771005594,0.024014052452872074
2007,5. Quintil,Min 1x pro Woche,0.022054499117820037,25385,0.020247851663458074,0.023861146572182
2007,3. Quintil,Min 1x pro Monat,0.020584199176632033,25385,0.01883750035065827,0.022330898002605796
2007,4. Quintil,Min 1x pro Woche,0.020486179180552833,25385,0.018743556929762692,0.022228801431342975
2007,3. Quintil,Min 1x pro Woche,0.01798666928053323,25385,0.016351730279829495,0.019621608281236963
2007,2. Quintil,Min 1x pro Woche,0.014948049402078023,25385,0.01345529171121225,0.016440807092943797
2007,2. Quintil,Min 1x pro Monat,0.013526759458929621,25385,0.012105717094046863,0.01494780182381238
2007,1. Quintil,Min 1x pro Woche,0.010978239560870417,25385,0.009696390874253755,0.012260088247487078
2007,1. Quintil,Min 1x pro Monat,0.007449519702019212,25385,0.006391709074450955,0.008507330329587469
2008,5. Quintil,Nie,0.14276801497348446,23673,0.1383115133770855,0.14722451656988342
2008,4. Quintil,Nie,0.12129562233544765,23673,0.11713677114601999,0.1254544735248753
2008,3. Quintil,Nie,0.11136529063117397,23673,0.10735786025390143,0.1153727210084465
2008,5. Quintil,Seltener,0.09654777997296454,23673,0.0927854822213931,0.10031007772453598
2008,2. Quintil,Nie,0.08500571903920141,23673,0.08145298510062023,0.0885584529777826
2008,4. Quintil,Seltener,0.07881875844858063,23673,0.07538620933504196,0.0822513075621193
2008,1. Quintil,Nie,0.06514505563065405,23673,0.06200134715034038,0.06828876411096772
2008,3. Quintil,Seltener,0.059633981491109496,23673,0.05661733243732862,0.06265063054489038
2008,2. Quintil,Seltener,0.04143703857751898,23673,0.03889820578530908,0.04397587136972888
2008,5. Quintil,Min 1x pro Monat,0.028127274617864198,23673,0.02602108267949227,0.030233466556236127
2008,1. Quintil,Seltener,0.025423728813559324,23673,0.023418532199792258,0.02742892542732639
2008,4. Quintil,Min 1x pro Monat,0.023760008318602473,23673,0.021819877502852046,0.0257001391343529
2008,5. Quintil,Min 1x pro Woche,0.021264427576167203,23673,0.019426666888809518,0.02310218826352489
2008,4. Quintil,Min 1x pro Woche,0.019548715815742954,23673,0.01778510989257011,0.0213123217389158
2008,3. Quintil,Min 1x pro Monat,0.018924820630134138,23673,0.017189033545949577,0.0206606077143187
2008,3. Quintil,Min 1x pro Woche,0.016689196215035874,23673,0.015057299988943791,0.018321092441127958
2008,2. Quintil,Min 1x pro Woche,0.013673702817926589,23673,0.012194312415575316,0.015153093220277861
2008,2. Quintil,Min 1x pro Monat,0.012997816366850368,23673,0.011554958081892585,0.014440674651808151
2008,1. Quintil,Min 1x pro Woche,0.010658209420817303,23673,0.009350098039819387,0.01196632080181522
2008,1. Quintil,Min 1x pro Monat,0.006914838307164397,23673,0.005859203544455319,0.007970473069873474
2009,5. Quintil,Nie,0.15548117154811716,21983,0.15069094380297038,0.16027139929326395
2009,4. Quintil,Nie,0.12290097629009764,21983,0.11856072803047336,0.1272412245497219
2009,3. Quintil,Nie,0.11168758716875872,21983,0.10752370998541931,0.11585146435209813
2009,5. Quintil,Seltener,0.099581589958159,21983,0.0956231478073892,0.10354003210892879
2009,2. Quintil,Nie,0.08340306834030684,21983,0.07974802269344686,0.08705811398716681
2009,4. Quintil,Seltener,0.07525801952580195,21983,0.07177063953885583,0.07874539951274807
2009,1. Quintil,Nie,0.06471408647140865,21983,0.06146183438808974,0.06796633855472757
2009,3. Quintil,Seltener,0.05718270571827057,21983,0.054113268802191646,0.06025214263434949
2009,2. Quintil,Seltener,0.04050209205020921,21983,0.037896098505068615,0.0431080855953498
2009,5. Quintil,Min 1x pro Monat,0.027280334728033474,21983,0.025126902111111408,0.02943376734495554
2009,4. Quintil,Min 1x pro Monat,0.022426778242677824,21983,0.02046941835481321,0.024384138130542438
2009,1. Quintil,Seltener,0.022370990237099025,21983,0.020416010611495467,0.024325969862702582
2009,5. Quintil,Min 1x pro Woche,0.02198047419804742,21983,0.02004224611025526,0.023918702285839578
2009,4. Quintil,Min 1x pro Woche,0.020529986052998606,21983,0.018655412476769988,0.022404559629227223
2009,3. Quintil,Min 1x pro Monat,0.017350069735006975,21983,0.015623982989784143,0.019076156480229804
2009,3. Quintil,Min 1x pro Woche,0.013668061366806136,21983,0.012133170154685714,0.015202952578926558
2009,2. Quintil,Min 1x pro Monat,0.01294281729428173,21983,0.011448653673265563,0.014436980915297897
2009,2. Quintil,Min 1x pro Woche,0.01210599721059972,21983,0.010660330932690391,0.01355166348850905
2009,1. Quintil,Min 1x pro Woche,0.0099860529986053,21983,0.008671645036663934,0.011300460960546665
2009,1. Quintil,Min 1x pro Monat,0.008647140864714086,21983,0.007423192799743121,0.009871088929685051
2011,5. Quintil,Nie,0.13668657877063378,41903,0.1333974513688107,0.13997570617245686
2011,4. Quintil,Nie,0.12399703085786999,41903,0.12084135821417386,0.12715270350156613
2011,3. Quintil,Nie,0.10964617722950762,41903,0.10665452178015569,0.11263783267885955
2011,2. Quintil,Nie,0.10151638330211021,41903,0.09862466048008955,0.10440810612413087
2011,5. Quintil,Seltener,0.08575165246898307,41903,0.0830707139546139,0.08843259098335224
2011,1. Quintil,Nie,0.07670283835848857,41903,0.07415477641971961,0.07925090029725752
2011,4. Quintil,Seltener,0.0664168816938249,41903,0.06403264565341292,0.06880111773423687
2011,3. Quintil,Seltener,0.055035170195468525,41903,0.0528516284849424,0.057218711905994646
2011,2. Quintil,Seltener,0.039235092432222264,41903,0.037376092307696694,0.041094092556747834
2011,5. Quintil,Min 1x pro Monat,0.029090523488035064,41903,0.027481365627131913,0.030699681348938215
2011,4. Quintil,Min 1x pro Monat,0.025732565126718746,41903,0.02421651295667857,0.027248617296758922
2011,1. Quintil,Seltener,0.022763422996712735,41903,0.021335344255626134,0.024191501737799336
