"plh0187","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Oft","2007","Realschule","Laendlicher Raum","218","0.106807031999847","0.0940191172082206","0.119594946791474"
"Oft","2007","Realschule","Staedtischer Raum","309","0.105901146871995","0.0951468785826408","0.11665541516135"
"Sehr oft","2007","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr oft","2007","(Fach-)Abitur","Staedtischer Raum","56","0.037564749218579","0.0287017039337743","0.0464277945033836"
"Sehr oft","2007","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Sehr oft","2007","AkademikerIn","Laendlicher Raum","33","0.0357669908050007","0.0256131879684141","0.0459207936415873"
"Sehr oft","2007","AkademikerIn","Staedtischer Raum","53","0.0148010663578529","0.0105460973049006","0.0190560354108052"
"Sehr oft","2007","Hauptschule","Laendlicher Raum","91","0.0335476263415915","0.0266907196607939","0.0404045330223891"
"Sehr oft","2007","Hauptschule","Staedtischer Raum","194","0.0411231198882442","0.0354266327793474","0.0468196069971411"
"Sehr oft","2007","Realschule","Laendlicher Raum","70","0.0418584893846747","0.0335669767597417","0.0501500020096077"
"Sehr oft","2007","Realschule","Staedtischer Raum","108","0.040204485920635","0.0333391090795484","0.0470698627617217"
"Sehr selten","2007","(Fach-)Abitur","Laendlicher Raum","123","0.213984124664833","0.180693629897401","0.247274619432264"
"Sehr selten","2007","(Fach-)Abitur","Staedtischer Raum","393","0.20705481092554","0.188167453115954","0.225942168735127"
"Sehr selten","2007","(noch) kein Abschluss","Laendlicher Raum","38","0.256648923729636","0.190796547661932","0.32250129979734"
"Sehr selten","2007","(noch) kein Abschluss","Staedtischer Raum","82","0.198067144459619","0.158205271329392","0.237929017589845"
"Sehr selten","2007","AkademikerIn","Laendlicher Raum","252","0.190892621292457","0.169404711166058","0.212380531418856"
"Sehr selten","2007","AkademikerIn","Staedtischer Raum","801","0.246292883520345","0.231111366320116","0.261474400720573"
"Sehr selten","2007","Hauptschule","Laendlicher Raum","543","0.196641603749164","0.181506009242347","0.211777198255981"
"Sehr selten","2007","Hauptschule","Staedtischer Raum","1097","0.219354482072585","0.207483603598539","0.231225360546631"
"Sehr selten","2007","Realschule","Laendlicher Raum","430","0.185175006898976","0.169092619538659","0.201257394259293"
"Sehr selten","2007","Realschule","Staedtischer Raum","673","0.205286900043528","0.191170512575031","0.219403287512026"
"Selten","2007","(Fach-)Abitur","Laendlicher Raum","206","0.354938074386441","0.316097037746936","0.393779111025947"
"Selten","2007","(Fach-)Abitur","Staedtischer Raum","573","0.325751869089766","0.303906454343427","0.347597283836105"
"Selten","2007","(noch) kein Abschluss","Laendlicher Raum","47","0.284787313522287","0.216744437373478","0.352830189671097"
"Selten","2007","(noch) kein Abschluss","Staedtischer Raum","111","0.284344859247019","0.239226108438383","0.329463610055656"
"Selten","2007","AkademikerIn","Laendlicher Raum","495","0.360837707981114","0.33457992481293","0.387095491149299"
"Selten","2007","AkademikerIn","Staedtischer Raum","1111","0.344028967750083","0.327290034668109","0.360767900832058"
"Selten","2007","Hauptschule","Laendlicher Raum","884","0.320780645748797","0.303005375315738","0.338555916181856"
"Selten","2007","Hauptschule","Staedtischer Raum","1410","0.291624040575001","0.278585582473125","0.304662498676877"
"Selten","2007","Realschule","Laendlicher Raum","769","0.324114455884705","0.304736277814264","0.343492633955146"
"Selten","2007","Realschule","Staedtischer Raum","1065","0.315635570475751","0.29939226355653","0.331878877394971"
"Manchmal","2008","(Fach-)Abitur","Laendlicher Raum","150","0.257528800937918","0.220510336065317","0.294547265810519"
"Manchmal","2008","(Fach-)Abitur","Staedtischer Raum","519","0.32435097595481","0.301631971750856","0.347069980158764"
"Manchmal","2008","(noch) kein Abschluss","Laendlicher Raum","43","0.216576001569945","0.153725359286598","0.279426643853292"
"Manchmal","2008","(noch) kein Abschluss","Staedtischer Raum","123","0.369810084764552","0.321143901108921","0.418476268420184"
"Manchmal","2008","AkademikerIn","Laendlicher Raum","397","0.329763435833717","0.303426048537701","0.356100823129733"
"Manchmal","2008","AkademikerIn","Staedtischer Raum","812","0.281133052417142","0.264940731623415","0.29732537321087"
"Manchmal","2008","Hauptschule","Laendlicher Raum","802","0.335360176085845","0.316730193854826","0.353990158316864"
"Manchmal","2008","Hauptschule","Staedtischer Raum","1298","0.315173192799122","0.30132412679795","0.329022258800293"
"Manchmal","2008","Realschule","Laendlicher Raum","664","0.317135305889765","0.297274382895427","0.336996228884103"
"Manchmal","2008","Realschule","Staedtischer Raum","897","0.30252454414604","0.2860542040598","0.318994884232281"
"Oft","2008","(Fach-)Abitur","Laendlicher Raum","58","0.133272936765413","0.104500419534944","0.162045453995882"
"Oft","2008","(Fach-)Abitur","Staedtischer Raum","178","0.1249601740749","0.108912177200906","0.141008170948893"
"Oft","2008","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Oft","2008","(noch) kein Abschluss","Staedtischer Raum","51","0.123920926267042","0.0907050151288399","0.157136837405243"
"Oft","2008","AkademikerIn","Laendlicher Raum","85","0.0718799395236601","0.0574101133665444","0.0863497656807758"
"Oft","2008","AkademikerIn","Staedtischer Raum","219","0.0910361455869687","0.0806749678206977","0.10139732335324"
"Oft","2008","Hauptschule","Laendlicher Raum","264","0.114636598144979","0.102065131598783","0.127208064691176"
"Oft","2008","Hauptschule","Staedtischer Raum","516","0.126482162613823","0.11657370619658","0.136390619031066"
"Oft","2008","Realschule","Laendlicher Raum","187","0.108753770697854","0.0954666519689787","0.122040889426729"
"Oft","2008","Realschule","Staedtischer Raum","324","0.117927655315703","0.106363398458397","0.12949191217301"
"Sehr oft","2008","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr oft","2008","(Fach-)Abitur","Staedtischer Raum","45","0.030081168836162","0.0217915194979923","0.0383708181743316"
"Sehr oft","2008","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr oft","2008","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Sehr oft","2008","AkademikerIn","Laendlicher Raum","","","",""
"Sehr oft","2008","AkademikerIn","Staedtischer Raum","47","0.0195850730311034","0.014593971065012","0.0245761749971949"
"Sehr oft","2008","Hauptschule","Laendlicher Raum","85","0.0339679145760575","0.0268197633118349","0.0411160658402801"
"Sehr oft","2008","Hauptschule","Staedtischer Raum","186","0.0474013370357517","0.041066933118303","0.0537357409532003"
"Sehr oft","2008","Realschule","Laendlicher Raum","55","0.0258678104542051","0.0190929776237278","0.0326426432846823"
"Sehr oft","2008","Realschule","Staedtischer Raum","85","0.0317607557440748","0.0254730161227775","0.0380484953653722"
"Sehr selten","2008","(Fach-)Abitur","Laendlicher Raum","108","0.244138635737017","0.20777184091009","0.280505430563943"
"Sehr selten","2008","(Fach-)Abitur","Staedtischer Raum","346","0.192695778410433","0.173554284817091","0.211837272003775"
"Sehr selten","2008","(noch) kein Abschluss","Laendlicher Raum","33","0.202644735360682","0.141310957681075","0.263978513040288"
"Sehr selten","2008","(noch) kein Abschluss","Staedtischer Raum","84","0.223440349913396","0.181447978311272","0.265432721515521"
"Sehr selten","2008","AkademikerIn","Laendlicher Raum","260","0.210633935856002","0.187790534023897","0.233477337688107"
"Sehr selten","2008","AkademikerIn","Staedtischer Raum","795","0.249549759263732","0.233962548220654","0.265136970306809"
"Sehr selten","2008","Hauptschule","Laendlicher Raum","482","0.199685421936479","0.183910505755225","0.215460338117733"
"Sehr selten","2008","Hauptschule","Staedtischer Raum","940","0.205316697168941","0.193275639067601","0.217357755270282"
"Sehr selten","2008","Realschule","Laendlicher Raum","403","0.189151467307029","0.172437308431057","0.205865626183001"
"Sehr selten","2008","Realschule","Staedtischer Raum","658","0.211455072093084","0.196813757604192","0.226096386581976"
"Selten","2008","(Fach-)Abitur","Laendlicher Raum","203","0.340104103816113","0.299998104127722","0.380210103504504"
"Selten","2008","(Fach-)Abitur","Staedtischer Raum","543","0.327911902723695","0.305128803417604","0.350695002029787"
"Selten","2008","(noch) kein Abschluss","Laendlicher Raum","61","0.426358541018719","0.350899050530265","0.501818031507173"
"Selten","2008","(noch) kein Abschluss","Staedtischer Raum","110","0.259497519929066","0.215306700415568","0.303688339442564"
"Selten","2008","AkademikerIn","Laendlicher Raum","455","0.362777962136","0.335842574864324","0.389713349407676"
"Selten","2008","AkademikerIn","Staedtischer Raum","1088","0.358695969701054","0.341420728474666","0.375971210927442"
"Selten","2008","Hauptschule","Laendlicher Raum","834","0.316349889256639","0.297998696207125","0.334701082306154"
"Selten","2008","Hauptschule","Staedtischer Raum","1383","0.305626610382362","0.29189417417579","0.319359046588935"
"Selten","2008","Realschule","Laendlicher Raum","800","0.359091645651147","0.338617281740545","0.379566009561748"
"Selten","2008","Realschule","Staedtischer Raum","1024","0.336331972701097","0.31939182004784","0.353272125354354"
"Manchmal","2009","(Fach-)Abitur","Laendlicher Raum","149","0.285541558064305","0.246645431049053","0.324437685079557"
"Manchmal","2009","(Fach-)Abitur","Staedtischer Raum","470","0.337878117509138","0.313789073489329","0.361967161528948"
"Manchmal","2009","(noch) kein Abschluss","Laendlicher Raum","43","0.286374655126237","0.210950410334704","0.361798899917771"
"Manchmal","2009","(noch) kein Abschluss","Staedtischer Raum","116","0.372366719553673","0.321280086449292","0.423453352658054"
"Manchmal","2009","AkademikerIn","Laendlicher Raum","360","0.300287717455986","0.274502708845016","0.326072726066957"
"Manchmal","2009","AkademikerIn","Staedtischer Raum","791","0.283955845403048","0.267277811673141","0.300633879132955"
"Manchmal","2009","Hauptschule","Laendlicher Raum","710","0.322146440368104","0.302914585416204","0.341378295320004"
"Manchmal","2009","Hauptschule","Staedtischer Raum","1224","0.330712934687451","0.315939875988739","0.345485993386162"
"Manchmal","2009","Realschule","Laendlicher Raum","631","0.309586157108958","0.289464690718526","0.329707623499391"
"Manchmal","2009","Realschule","Staedtischer Raum","865","0.315569431549547","0.298221732843538","0.332917130255556"
"Oft","2009","(Fach-)Abitur","Laendlicher Raum","54","0.108631798216283","0.0818345459874354","0.135429050445131"
"Oft","2009","(Fach-)Abitur","Staedtischer Raum","165","0.120998787470815","0.104389316192504","0.137608258749126"
"Oft","2009","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Oft","2009","(noch) kein Abschluss","Staedtischer Raum","44","0.118633767289722","0.0844632750919647","0.152804259487479"
"Oft","2009","AkademikerIn","Laendlicher Raum","89","0.0782443801283504","0.0631375543081504","0.0933512059485504"
"Oft","2009","AkademikerIn","Staedtischer Raum","230","0.0891341358557269","0.0785951509666028","0.0996731207448509"
"Oft","2009","Hauptschule","Laendlicher Raum","227","0.0983281703531653","0.0860738340236089","0.110582506682722"
"Oft","2009","Hauptschule","Staedtischer Raum","423","0.112377032720753","0.102459773554939","0.122294291886566"
"Oft","2009","Realschule","Laendlicher Raum","219","0.129607829420829","0.114989854169051","0.144225804672607"
"Oft","2009","Realschule","Staedtischer Raum","287","0.116806718486464","0.104817482793936","0.128795954178991"
"Sehr oft","2009","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr oft","2009","(Fach-)Abitur","Staedtischer Raum","53","0.0457098625693409","0.0350729463825641","0.0563467787561176"
"Sehr oft","2009","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr oft","2009","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Sehr oft","2009","AkademikerIn","Laendlicher Raum","","","",""
"Sehr oft","2009","AkademikerIn","Staedtischer Raum","45","0.0169482697372355","0.0121740719306492","0.0217224675438217"
"Sehr oft","2009","Hauptschule","Laendlicher Raum","70","0.0355508886979117","0.0279302485334199","0.0431715288624035"
"Sehr oft","2009","Hauptschule","Staedtischer Raum","162","0.0433171869374311","0.0369249520433778","0.0497094218314845"
"Sehr oft","2009","Realschule","Laendlicher Raum","64","0.0314678182896202","0.0238697278191759","0.0390659087600645"
"Sehr oft","2009","Realschule","Staedtischer Raum","89","0.0361397182096856","0.0291729857766776","0.0431064506426936"
"Sehr selten","2009","(Fach-)Abitur","Laendlicher Raum","93","0.216565539999978","0.181094067065924","0.252037012934033"
"Sehr selten","2009","(Fach-)Abitur","Staedtischer Raum","292","0.169645859029469","0.150530878003006","0.188760840055933"
"Sehr selten","2009","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr selten","2009","(noch) kein Abschluss","Staedtischer Raum","65","0.185981942674056","0.144864956005481","0.227098929342632"
"Sehr selten","2009","AkademikerIn","Laendlicher Raum","280","0.206712168064615","0.183933036389069","0.229491299740161"
"Sehr selten","2009","AkademikerIn","Staedtischer Raum","712","0.246309261810872","0.230372998391696","0.262245525230049"
"Sehr selten","2009","Hauptschule","Laendlicher Raum","447","0.191573188728539","0.175376945726015","0.207769431731063"
"Sehr selten","2009","Hauptschule","Staedtischer Raum","828","0.207081717265977","0.194357715764689","0.219805718767264"
"Sehr selten","2009","Realschule","Laendlicher Raum","385","0.180504620795771","0.163765542827331","0.197243698764212"
"Sehr selten","2009","Realschule","Staedtischer Raum","571","0.19530912943016","0.180511044444526","0.210107214415794"
"Selten","2009","(Fach-)Abitur","Laendlicher Raum","207","0.347609869114598","0.306600512905189","0.388619225324006"
"Selten","2009","(Fach-)Abitur","Staedtischer Raum","501","0.325767373421237","0.301898647525456","0.349636099317018"
"Selten","2009","(noch) kein Abschluss","Laendlicher Raum","49","0.312327441412705","0.235005194330121","0.389649688495289"
"Selten","2009","(noch) kein Abschluss","Staedtischer Raum","101","0.257091423685139","0.210908614083831","0.303274233286446"
"Selten","2009","AkademikerIn","Laendlicher Raum","456","0.389790900587031","0.362356597284649","0.417225203889414"
"Selten","2009","AkademikerIn","Staedtischer Raum","1030","0.363652487193118","0.345859863408915","0.38144511097732"
"Selten","2009","Hauptschule","Laendlicher Raum","814","0.35240131185228","0.332740642278708","0.372061981425852"
"Selten","2009","Hauptschule","Staedtischer Raum","1259","0.306511128388389","0.292034031246179","0.320988225530599"
"Selten","2009","Realschule","Laendlicher Raum","729","0.348833574384821","0.328090684839743","0.369576463929899"
"Selten","2009","Realschule","Staedtischer Raum","945","0.336175002324144","0.318541474089319","0.353808530558969"
"Manchmal","2010","(Fach-)Abitur","Laendlicher Raum","139","0.272761679001627","0.233164886142912","0.312358471860341"
"Manchmal","2010","(Fach-)Abitur","Staedtischer Raum","418","0.307853881307867","0.283776904562924","0.331930858052809"
"Manchmal","2010","(noch) kein Abschluss","Laendlicher Raum","36","0.285815356094804","0.200606595850583","0.371024116339026"
"Manchmal","2010","(noch) kein Abschluss","Staedtischer Raum","86","0.366614995185628","0.312446059815923","0.420783930555332"
"Manchmal","2010","AkademikerIn","Laendlicher Raum","335","0.313472522708479","0.286376372123245","0.340568673293713"
"Manchmal","2010","AkademikerIn","Staedtischer Raum","786","0.295452022174233","0.278239464101926","0.31266458024654"
"Manchmal","2010","Hauptschule","Laendlicher Raum","672","0.341009288931859","0.32037241231092","0.361646165552798"
"Manchmal","2010","Hauptschule","Staedtischer Raum","1115","0.317021514171818","0.301708334561391","0.332334693782245"
"Manchmal","2010","Realschule","Laendlicher Raum","590","0.309911234108885","0.288939671392589","0.330882796825181"
"Manchmal","2010","Realschule","Staedtischer Raum","772","0.31260516197059","0.294731932048998","0.330478391892182"
"Oft","2010","(Fach-)Abitur","Laendlicher Raum","54","0.111067084804009","0.0831315405689078","0.139002629039111"
"Oft","2010","(Fach-)Abitur","Staedtischer Raum","153","0.096827569154284","0.0814029093828953","0.112252228925673"
"Oft","2010","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Oft","2010","(noch) kein Abschluss","Staedtischer Raum","46","0.126806122521925","0.0894005116485313","0.164211733395319"
"Oft","2010","AkademikerIn","Laendlicher Raum","90","0.106214484479446","0.0882180104217828","0.12421095853711"
"Oft","2010","AkademikerIn","Staedtischer Raum","204","0.0902143609549735","0.079406144693518","0.101022577216429"
"Oft","2010","Hauptschule","Laendlicher Raum","235","0.113992698703977","0.100157723510478","0.127827673897476"
"Oft","2010","Hauptschule","Staedtischer Raum","426","0.128805238507752","0.117781170404191","0.139829306611313"
"Oft","2010","Realschule","Laendlicher Raum","184","0.121193869243109","0.106394387081088","0.13599335140513"
"Oft","2010","Realschule","Staedtischer Raum","257","0.111775600495179","0.0996267079240226","0.123924493066336"
"Sehr oft","2010","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr oft","2010","(Fach-)Abitur","Staedtischer Raum","30","0.0274270439424566","0.0189081867406216","0.0359459011442916"
"Sehr oft","2010","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr oft","2010","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Sehr oft","2010","AkademikerIn","Laendlicher Raum","","","",""
"Sehr oft","2010","AkademikerIn","Staedtischer Raum","40","0.019774021175522","0.0145216277338596","0.0250264146171844"
"Sehr oft","2010","Hauptschule","Laendlicher Raum","66","0.0320778240005016","0.0244069669984572","0.0397486810025459"
"Sehr oft","2010","Hauptschule","Staedtischer Raum","133","0.040179890112943","0.0337171485171791","0.0466426317087069"
"Sehr oft","2010","Realschule","Laendlicher Raum","48","0.0295525374520068","0.0218728586258012","0.0372322162782124"
"Sehr oft","2010","Realschule","Staedtischer Raum","78","0.0395457280549575","0.0320314031292301","0.0470600529806849"
"Sehr selten","2010","(Fach-)Abitur","Laendlicher Raum","103","0.20844397246961","0.172330815369898","0.244557129569322"
"Sehr selten","2010","(Fach-)Abitur","Staedtischer Raum","316","0.20492289684746","0.18386909121218","0.22597670248274"
"Sehr selten","2010","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr selten","2010","(noch) kein Abschluss","Staedtischer Raum","72","0.22504150292969","0.17809731494765","0.271985690911729"
"Sehr selten","2010","AkademikerIn","Laendlicher Raum","237","0.205163783134546","0.181577035035791","0.228750531233302"
"Sehr selten","2010","AkademikerIn","Staedtischer Raum","658","0.230915524670834","0.215016875094795","0.246814174246873"
"Sehr selten","2010","Hauptschule","Laendlicher Raum","398","0.185121635552517","0.168213481364866","0.202029789740167"
"Sehr selten","2010","Hauptschule","Staedtischer Raum","754","0.198780355723646","0.185646869499273","0.21191384194802"
"Sehr selten","2010","Realschule","Laendlicher Raum","336","0.181097184078464","0.163633668094296","0.198560700062632"
"Sehr selten","2010","Realschule","Staedtischer Raum","547","0.204834582544688","0.189273771866651","0.220395393222726"
"Selten","2010","(Fach-)Abitur","Laendlicher Raum","181","0.385442234275745","0.342171829096519","0.428712639454972"
"Selten","2010","(Fach-)Abitur","Staedtischer Raum","495","0.362968608747933","0.337887559961529","0.388049657534338"
"Selten","2010","(noch) kein Abschluss","Laendlicher Raum","36","0.386309563833526","0.294480824761838","0.478138302905214"
"Selten","2010","(noch) kein Abschluss","Staedtischer Raum","86","0.233181672644996","0.185647630387254","0.280715714902738"
"Selten","2010","AkademikerIn","Laendlicher Raum","447","0.36441327015843","0.336303104946902","0.392523435369958"
"Selten","2010","AkademikerIn","Staedtischer Raum","1011","0.363644071024438","0.345495812731112","0.381792329317764"
"Selten","2010","Hauptschule","Laendlicher Raum","656","0.327798552811145","0.307363561650885","0.348233543971406"
"Selten","2010","Hauptschule","Staedtischer Raum","1119","0.315213001483841","0.299923359683419","0.330502643284264"
"Selten","2010","Realschule","Laendlicher Raum","710","0.358245175117536","0.336501427359381","0.37998892287569"
"Selten","2010","Realschule","Staedtischer Raum","930","0.331238926934585","0.313091794281914","0.349386059587256"
"Manchmal","2011","(Fach-)Abitur","Laendlicher Raum","201","0.351248687578992","0.314351855104418","0.388145520053566"
"Manchmal","2011","(Fach-)Abitur","Staedtischer Raum","587","0.324112967706989","0.302430593459047","0.345795341954931"
"Manchmal","2011","(noch) kein Abschluss","Laendlicher Raum","35","0.170604019312056","0.112679001465331","0.228529037158781"
"Manchmal","2011","(noch) kein Abschluss","Staedtischer Raum","127","0.327397118733648","0.281236712105804","0.373557525361492"
"Manchmal","2011","AkademikerIn","Laendlicher Raum","407","0.289632782699997","0.265613882293826","0.313651683106169"
"Manchmal","2011","AkademikerIn","Staedtischer Raum","981","0.319889566556929","0.303746413387686","0.336032719726171"
"Manchmal","2011","Hauptschule","Laendlicher Raum","890","0.349461768177388","0.331410116640016","0.367513419714759"
"Manchmal","2011","Hauptschule","Staedtischer Raum","1456","0.32487965891391","0.311066741488799","0.33869257633902"
"Manchmal","2011","Realschule","Laendlicher Raum","784","0.326303761527954","0.307411505511382","0.345196017544526"
"Manchmal","2011","Realschule","Staedtischer Raum","1044","0.337566341471357","0.320984095903179","0.354148587039535"
"Oft","2011","(Fach-)Abitur","Laendlicher Raum","53","0.0627171418530011","0.0439770778003383","0.0814572059056639"
"Oft","2011","(Fach-)Abitur","Staedtischer Raum","198","0.11650104917857","0.101638629764068","0.131363468593071"
"Oft","2011","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Oft","2011","(noch) kein Abschluss","Staedtischer Raum","43","0.107005208076869","0.0765977750704578","0.13741264108328"
"Oft","2011","AkademikerIn","Laendlicher Raum","118","0.107043980495323","0.0906726503283948","0.123415310662251"
"Oft","2011","AkademikerIn","Staedtischer Raum","244","0.0848693960943323","0.0752240968382832","0.0945146953503814"
"Oft","2011","Hauptschule","Laendlicher Raum","311","0.120352849777532","0.108034199295545","0.132671500259518"
"Oft","2011","Hauptschule","Staedtischer Raum","503","0.118427623483281","0.108897707925239","0.127957539041322"
"Oft","2011","Realschule","Laendlicher Raum","237","0.106913351103407","0.0944623723931667","0.119364329813648"
"Oft","2011","Realschule","Staedtischer Raum","353","0.127719238025607","0.116014845314921","0.139423630736293"
"Sehr oft","2011","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sehr oft","2011","(Fach-)Abitur","Staedtischer Raum","38","0.0188198004431261","0.0125246883128765","0.0251149125733756"
"Sehr oft","2011","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sehr oft","2011","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Sehr oft","2011","AkademikerIn","Laendlicher Raum","","","",""
"Sehr oft","2011","AkademikerIn","Staedtischer Raum","46","0.0150759428908435","0.0108585678298144","0.0192933179518725"
"Sehr oft","2011","Hauptschule","Laendlicher Raum","73","0.0270562157736176","0.0209135328983986","0.0331988986488365"
"Sehr oft","2011","Hauptschule","Staedtischer Raum","170","0.0419146405702226","0.0360042179799664","0.0478250631604788"
"Sehr oft","2011","Realschule","Laendlicher Raum","75","0.0342866404952336","0.0269545585947258","0.0416187223957414"
"Sehr oft","2011","Realschule","Staedtischer Raum","104","0.03553748018287","0.0290454792848996","0.0420294810808403"
"Sehr selten","2011","(Fach-)Abitur","Laendlicher Raum","129","0.210778921980571","0.179253890287262","0.24230395367388"
"Sehr selten","2011","(Fach-)Abitur","Staedtischer Raum","342","0.18824556572879","0.17013648987839","0.20635464157919"
"Sehr selten","2011","(noch) kein Abschluss","Laendlicher Raum","36","0.201623971827044","0.139841481357766","0.263406462296322"
"Sehr selten","2011","(noch) kein Abschluss","Staedtischer Raum","75","0.221792642052636","0.18092551846371","0.262659765641561"
"Sehr selten","2011","AkademikerIn","Laendlicher Raum","311","0.225727087220675","0.203589683812346","0.247864490629004"
"Sehr selten","2011","AkademikerIn","Staedtischer Raum","775","0.22756290011029","0.213052449366565","0.242073350854015"
"Sehr selten","2011","Hauptschule","Laendlicher Raum","569","0.198185747429584","0.183093504423754","0.213277990435413"
"Sehr selten","2011","Hauptschule","Staedtischer Raum","944","0.213789690369039","0.201697741418049","0.225881639320029"
"Sehr selten","2011","Realschule","Laendlicher Raum","448","0.17843751920751","0.163009715377251","0.193865323037769"
"Sehr selten","2011","Realschule","Staedtischer Raum","583","0.181619972735407","0.168100744736746","0.195139200734068"
"Selten","2011","(Fach-)Abitur","Laendlicher Raum","246","0.355311743709017","0.318318512647728","0.392304974770307"
"Selten","2011","(Fach-)Abitur","Staedtischer Raum","625","0.352320616942525","0.330191165892364","0.374450067992687"
"Selten","2011","(noch) kein Abschluss","Laendlicher Raum","65","0.469463709999885","0.392612776880755","0.546314643119014"
"Selten","2011","(noch) kein Abschluss","Staedtischer Raum","136","0.308494302793945","0.263061001703847","0.353927603884043"
"Selten","2011","AkademikerIn","Laendlicher Raum","513","0.359293268658907","0.333886935357718","0.384699601960097"
"Selten","2011","AkademikerIn","Staedtischer Raum","1161","0.352602194347606","0.336066336585421","0.36913805210979"
"Selten","2011","Hauptschule","Laendlicher Raum","837","0.304943418841879","0.287513297663718","0.32237354002004"
"Selten","2011","Hauptschule","Staedtischer Raum","1343","0.300988386663548","0.287459856204503","0.314516917122594"
"Selten","2011","Realschule","Laendlicher Raum","822","0.354058727665895","0.33478903046292","0.37332842486887"
"Selten","2011","Realschule","Staedtischer Raum","1040","0.317556967584759","0.301232591051688","0.333881344117829"
"Manchmal","2012","(Fach-)Abitur","Laendlicher Raum","204","0.319964274195446","0.284268830825367","0.355659717565524"
"Manchmal","2012","(Fach-)Abitur","Staedtischer Raum","541","0.301454722445474","0.280064500687876","0.322844944203072"
"Manchmal","2012","(noch) kein Abschluss","Laendlicher Raum","64","0.371249679286528","0.297753256715661","0.444746101857395"
"Manchmal","2012","(noch) kein Abschluss","Staedtischer Raum","119","0.307524256143228","0.261003778817995","0.354044733468461"
"Manchmal","2012","AkademikerIn","Laendlicher Raum","389","0.290614575567972","0.266676243007845","0.314552908128099"
"Manchmal","2012","AkademikerIn","Staedtischer Raum","880","0.269565815155837","0.254328954198539","0.284802676113135"
"Manchmal","2012","Hauptschule","Laendlicher Raum","848","0.329993987154361","0.312280815693338","0.347707158615384"
"Manchmal","2012","Hauptschule","Staedtischer Raum","1301","0.316797433364966","0.302747654733114","0.330847211996818"
"Manchmal","2012","Realschule","Laendlicher Raum","694","0.285597230456017","0.267361764694871","0.303832696217163"
