year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1996,Urban regions,2901,354.13717,347.94577,360.32857,245.00000,317.00000,428.06016,0.00000,702.65041,,,
1996,Rural regions,1133,294.73372,285.74711,303.72033,198.00000,261.38121,357.00000,37.00000,595.50000,,,
1997,No answer / don't know,,,,,,,,,,,,
1997,Urban regions,2809,374.40330,367.92582,380.88078,260.00000,342.15462,450.00000,41.00000,735.00000,,,
1997,Rural regions,1090,303.17376,293.96771,312.37981,208.00000,276.00000,362.00000,17.00000,593.00000,,,
1998,Urban regions,3126,390.32942,384.22957,396.42926,276.00000,361.32026,465.00000,8.00000,748.50000,,,
1998,Rural regions,1170,324.70086,315.83702,333.56469,230.00000,294.00000,388.00000,17.00000,625.00000,,,
1999,Urban regions,2940,399.76264,393.27436,406.25092,281.00000,368.00000,482.00000,21.00000,783.50000,,,
1999,Rural regions,1136,339.40385,330.52659,348.28112,243.00000,306.10511,408.00000,16.00000,655.50000,,,
2000,Urban regions,4904,409.23755,404.04661,414.42849,286.00000,377.00000,494.00000,26.00000,806.00000,,,
2000,Rural regions,1865,334.45316,327.75681,341.14951,241.00000,310.00000,400.51905,10.00000,639.79761,,,
2001,Urban regions,4452,417.88355,412.28782,423.47929,295.00000,383.00000,499.00000,14.00000,805.00000,,,
2001,Rural regions,1632,345.85463,338.71067,352.99858,253.00000,320.00000,414.00000,15.00000,655.50000,,,
2002,Urban regions,4383,421.80927,416.17412,427.44442,300.00000,386.00000,502.00000,25.00000,805.00000,,,
2002,Rural regions,1623,351.46223,343.98894,358.93551,255.00000,327.05768,415.00000,23.00000,655.00000,,,
2003,Urban regions,4235,432.21455,426.42025,438.00885,309.00000,395.06919,519.03226,15.00000,834.08066,,,
2003,Rural regions,1555,356.28069,348.54676,364.01463,255.00000,330.00000,430.00000,27.00000,692.50000,,,
2004,Urban regions,4113,443.21596,437.13897,449.29295,315.00000,403.00000,530.00000,16.00000,852.50000,,,
2004,Rural regions,1507,360.34970,352.42769,368.27170,261.00000,330.00000,433.68083,30.00000,692.70208,,,
2005,Urban regions,4006,448.51938,442.05028,454.98847,318.00000,405.00000,533.21538,50.00000,856.03845,,,
2005,Rural regions,1445,365.36094,357.29820,373.42367,264.00000,335.08304,430.00000,50.00000,679.00000,,,
2006,Urban regions,4251,450.61462,444.27960,456.94963,320.00000,410.00000,537.00000,30.00000,862.50000,,,
2006,Rural regions,1634,364.43785,357.09523,371.78047,268.00000,330.75069,434.00332,45.00000,683.00831,,,
2007,Urban regions,3944,457.65679,450.65126,464.66232,325.00000,415.00000,540.00000,37.00000,862.50000,,,
2007,Rural regions,1511,366.45881,358.78026,374.13737,265.00000,338.00000,445.00000,48.00000,715.00000,,,
2008,Urban regions,3688,465.09308,457.76919,472.41697,329.83873,424.00000,550.00000,20.00000,880.24190,,,
2008,Rural regions,1410,368.02780,360.14191,375.91369,267.00000,342.12986,445.00000,20.00000,712.00000,,,
2009,Urban regions,3427,473.04730,465.49641,480.59818,333.00000,430.00000,555.71657,11.00000,889.79141,,,
2009,Rural regions,1357,375.50533,367.17660,383.83406,278.00000,350.00000,445.82212,50.00000,697.55530,,,
2010,Urban regions,5052,479.09712,473.15357,485.04067,340.00000,435.00000,565.00000,20.00000,902.50000,,,
2010,Rural regions,2026,379.74103,373.32632,386.15573,280.00000,356.00000,450.00000,25.00000,705.00000,,,
2011,Urban regions,5904,481.50723,476.01037,487.00409,343.00000,440.90593,570.00000,7.00000,910.50000,,,
2011,Rural regions,2528,382.95690,376.94774,388.96607,280.00000,360.00000,450.00000,25.00000,705.00000,,,
2012,Urban regions,5712,489.51226,483.67288,495.35165,344.00000,450.00000,585.00000,30.00000,946.50000,,,
2012,Rural regions,2555,392.27023,386.23018,398.31028,286.00000,364.42549,460.00000,39.00000,721.00000,,,
2013,Urban regions,6941,500.76077,495.16823,506.35330,350.00000,460.00000,590.00000,19.00000,950.00000,,,
2013,Rural regions,2790,399.39692,393.39000,405.40385,290.00000,374.00000,475.00000,14.00000,752.50000,,,
2014,Urban regions,5932,471.89567,465.25773,478.53360,312.00000,420.00000,580.00000,0.00000,982.00000,,,
2014,Rural regions,2485,359.59140,352.43459,366.74822,245.00000,335.00000,438.68682,0.00000,729.21706,,,
2015,Urban regions,6122,508.55373,501.60401,515.50346,336.00000,455.00000,610.00000,0.00000,1021.00000,,,
2015,Rural regions,2503,387.69699,380.37062,395.02336,271.62568,356.78949,473.95079,0.00000,777.43846,,,
2016,Urban regions,5385,533.05750,525.75705,540.35795,370.00000,483.00000,630.00000,6.00000,1020.00000,,,
2016,Rural regions,2225,424.88650,417.16671,432.60628,302.00000,390.00000,510.52186,30.00000,823.30466,,,
2017,Urban regions,5706,542.56011,535.61320,549.50701,375.00000,496.00000,650.00000,10.00000,1062.50000,,,
2017,Rural regions,2406,428.51217,421.15593,435.86841,305.00000,394.97631,513.30134,30.00000,825.75335,,,
2018,Urban regions,5869,556.44360,549.67799,563.20921,384.00000,501.65054,670.00000,5.00000,1099.00000,,,
2018,Rural regions,2392,436.64463,429.30070,443.98855,314.36321,403.00000,520.00000,8.00000,828.45519,,,
2019,No answer / don't know,296,569.80588,537.83547,601.77628,360.00000,500.00000,696.98426,100.00000,1202.46065,,,
2019,Urban regions,5336,571.20113,563.74757,578.65470,390.00000,511.00000,680.00000,38.00000,1115.00000,,,
2019,Rural regions,2181,446.70608,438.73128,454.68089,317.00000,410.00000,540.00000,45.00000,874.50000,,,
2020,Urban regions,8770,592.61142,586.34971,598.87313,400.00000,530.00000,700.00000,20.00000,1150.00000,,,
2020,Rural regions,3036,464.30613,457.11139,471.50087,321.00000,420.00000,560.00000,10.00000,918.50000,,,
2021,No answer / don't know,,,,,,,,,,,,
2021,Urban regions,5288,617.03801,608.74213,625.33388,415.00000,550.00000,740.00000,0.00000,1227.50000,,,
2021,Rural regions,1864,477.81457,467.18991,488.43922,322.64682,430.00000,560.00000,17.00000,916.02976,,,
2022,Urban regions,8823,639.08439,632.40484,645.76395,430.00000,570.00000,767.00000,3.00000,1272.50000,,,
2022,Rural regions,2797,510.47667,501.31128,519.64207,350.00000,460.00000,610.52745,10.00000,1001.31863,,,
