"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1994","(noch) kein Abschluss","1420.47","1495.5","312","435","971","1841","2096","3068","1343.85","1497.09","92","4090","1432","1636"
"1994","AkademikerIn","","","","","","","","","","","","","",""
"1994","Hauptschule","1730.86","1735","3128","527","1125","2173","2710","4502","1696.27","1765.45","0","25565","1636","1687"
"1994","Realschule","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","1705.04","1619.5","621","332","863","2301","3068","5113","1625.62","1784.46","0","6135","1534","1677"
"1995","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1995","AkademikerIn","","","","","","","","","","","","","",""
"1995","Hauptschule","1746.9","1735.5","3160","511","1125","2240","2812","5113","1703.08","1790.72","0","51128","1636","1696"
"1995","Realschule","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","1861.21","1674.5","620","368","920","2430","3399","5113","1758.4","1964.02","51","20452","1585","1738"
"1996","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1996","AkademikerIn","","","","","","","","","","","","","",""
"1996","Hauptschule","1848.41","1789.5","3025","511","1176","2301","2899","5113","1803.2","1893.62","36","44617","1701","1790"
"1996","Realschule","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","1929.91","1789.5","625","450","941","2505","3477","5829","1831.28","2028.54","25","18151","1611","1790"
"1997","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1997","AkademikerIn","","","","","","","","","","","","","",""
"1997","Hauptschule","","","","","","","","","","","","","",""
"1997","Realschule","","","","","","","","","","","","","",""
"1998","(Fach-)Abitur","1899.65","1783","706","368","925","2467","3408","5465","1811.91","1987.39","0","14316","1696","1841"
"1998","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1998","AkademikerIn","","","","","","","","","","","","","",""
"1998","Hauptschule","","","","","","","","","","","","","",""
"1998","Realschule","","","","","","","","","","","","","",""
"1999","(Fach-)Abitur","1865.39","1797.5","728","348","816","2505","3400","5399","1779.22","1951.56","0","10226","1636","1797"
"1999","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1999","AkademikerIn","","","","","","","","","","","","","",""
"1999","Hauptschule","","","","","","","","","","","","","",""
"1999","Realschule","","","","","","","","","","","","","",""
"2000","(Fach-)Abitur","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2000","AkademikerIn","","","","","","","","","","","","","",""
"2000","Hauptschule","1864.86","1840.5","4922","378","1074","2454","3068","5369","1831.47","1898.25","0","18101","1790","1841"
"2000","Realschule","1870.42","1737.5","4409","511","1125","2454","3170","6135","1836.93","1903.91","0","13294","1636","1703"
"2001","(Fach-)Abitur","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2001","AkademikerIn","","","","","","","","","","","","","",""
"2001","Hauptschule","1858.77","1840.5","4316","322","1074","2471","3068","5113","1824.17","1893.37","0","17895","1790","1892"
"2001","Realschule","1893.07","1789.5","4062","511","1125","2505","3231","6062","1858.86","1927.28","0","15339","1636","1738"
"2002","(Fach-)Abitur","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2002","AkademikerIn","3520.86","2999.5","3434","1175","2000","4114","6000","14000","3386.97","3654.75","0","132561","3181","3350"
"2002","Hauptschule","1927.51","1885.5","4043","325","1030","2500","3224","6000","1881.73","1973.29","0","24849","1840","1950"
"2002","Realschule","1966.16","1799.5","4176","450","1100","2565","3400","6500","1918.61","2013.71","0","28000","1750","1800"
"2003","(Fach-)Abitur","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2003","AkademikerIn","3589.84","3062","3196","1150","2050","4211","6195","15000","3468.63","3711.05","0","98051","3200","3400"
"2003","Hauptschule","1982.24","1899","3763","343","1050","2600","3400","6300","1936.63","2027.85","0","20000","1900","2000"
"2003","Realschule","2044.17","1898","3988","500","1150","2659","3500","6650","1997.5","2090.84","0","17000","1800","1900"
"2004","(Fach-)Abitur","","","","","","","","","","","","","",""
"2004","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2004","AkademikerIn","3637.55","3122.5","3152","1000","2000","4500","6400","14735","3525.56","3749.54","0","60000","3294","3487"
"2004","Hauptschule","1970.91","1899","3538","400","1000","2640","3400","6500","1917.36","2024.46","0","50000","1877","2000"
"2004","Realschule","2073.42","1991","3862","502","1200","2700","3600","6300","2026.58","2120.26","0","21000","1800","1900"
"2005","(Fach-)Abitur","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2005","AkademikerIn","3601.75","3151.5","3000","1000","2030","4435","6000","15500","3495.72","3707.78","0","40000","3250","3401"
"2005","Hauptschule","1964.1","1899.5","3245","396","1000","2700","3400","6000","1914.05","2014.15","0","30000","1900","2000"
"2005","Realschule","2059.4","1973.5","3705","485","1200","2720","3534","6500","2013.03","2105.77","0","15000","1800","1900"
"2006","(Fach-)Abitur","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2006","AkademikerIn","3689.2","3194","3242","1000","2034","4500","6350","15000","3556.1","3822.3","0","116053","3200","3400"
"2006","Hauptschule","1945.44","1884","3370","385","1000","2615","3400","6786","1895.18","1995.7","0","32000","1800","1986"
"2006","Realschule","2022.74","1898","3907","485","1150","2667","3500","6394","1978.3","2067.18","0","17000","1800","1850"
"2007","(Fach-)Abitur","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","1406.83","1270","99","168","300","2191","3200","4632","1149.29","1664.37","7","7500","450","1400"
"2007","AkademikerIn","3616.04","3147","3113","1000","2000","4500","6000","15011","3506","3726.08","0","42000","3200","3400"
"2007","Hauptschule","2028.12","1899.5","3135","397","1000","2700","3420","7205","1965.3","2090.94","0","50000","1850","2000"
"2007","Realschule","2067.6","1965","3712","467","1200","2700","3562","6394","2020.46","2114.74","0","20000","1800","1900"
"2008","(Fach-)Abitur","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2008","AkademikerIn","","","","","","","","","","","","","",""
"2008","Hauptschule","","","","","","","","","","","","","",""
"2008","Realschule","2068.77","1999","3558","458","1134","2799","3570","6300","2021.22","2116.32","0","15000","1800","1900"
"2009","(Fach-)Abitur","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","1241.34","712.5","97","139","200","2000","2800","4000","996.65","1486.03","32","6000","310","1200"
"2009","AkademikerIn","","","","","","","","","","","","","",""
"2009","Hauptschule","","","","","","","","","","","","","",""
"2009","Realschule","2127.8","1996","3352","450","1200","2800","3650","6500","2075.05","2180.55","0","24311","1850","1970"
"2010","(Fach-)Abitur","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2010","AkademikerIn","3658.62","3197.5","3737","1000","2000","4592","6200","16302","3557.47","3759.77","0","40000","3200","3400"
"2010","Hauptschule","1953.41","1897","3388","400","940","2700","3486","6360","1907.3","1999.52","0","14000","1800","1950"
"2010","Realschule","2142.32","1999.5","4603","420","1151","2900","3780","7000","2095.33","2189.31","0","23823","1785","1848"
"2011","(Fach-)Abitur","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2011","AkademikerIn","3738.79","3299","4451","1068","2150","4800","6500","14000","3644.45","3833.13","0","70000","3300","3500"
"2011","Hauptschule","2019.41","1999.5","3999","400","1000","2769","3500","6050","1975.73","2063.09","0","19000","1800","1930"
"2011","Realschule","2146.4","1999","5529","440","1200","2850","3710","6700","2106.55","2186.25","0","20000","1800","1892"
"2012","(Fach-)Abitur","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2012","AkademikerIn","3806.51","3396","4356","1020","2200","4842","6500","13000","3706.2","3906.82","0","65000","3400","3500"
"2012","Hauptschule","2015.14","1998.5","3952","400","970","2780","3500","6100","1968.88","2061.4","0","22000","1800","1950"
"2012","Realschule","2185.76","1999","5418","490","1200","2900","3834","6600","2145.21","2226.31","0","20000","1800","1880"
"2013","(Fach-)Abitur","2211.1","1995","3068","400","900","3000","4200","7998","2146.87","2275.33","0","25000","1800","1900"
"2013","(noch) kein Abschluss","1282.51","640","395","120","300","1900","3000","7000","1174.05","1390.97","0","7000","465","800"
"2013","AkademikerIn","3846.71","3389","4989","1000","2100","4938","6900","13996","3757.02","3936.4","0","65000","3200","3400"
"2013","Hauptschule","2042.26","1969.5","4663","400","950","2800","3600","6250","1999.66","2084.86","0","30000","1750","1811"
"2013","Realschule","2191.67","2049.5","5531","500","1200","2900","3900","7000","2151.75","2231.59","0","30000","1800","1900"
"2014","(Fach-)Abitur","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2014","AkademikerIn","3855.09","3394.5","4438","1000","2100","4900","6950","13000","3758.38","3951.8","0","50000","3300","3500"
"2014","Hauptschule","2055.6","1999","3980","400","921","2881","3700","6000","2009.32","2101.88","0","30000","1800","1900"
"2014","Realschule","2264.93","2098.5","4872","500","1200","3000","4000","7500","2220.55","2309.31","0","20000","1887","1980"
"2015","(Fach-)Abitur","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","1429.03","1075","303","130","360","2100","3300","5700","1297.4","1560.66","0","6501","720","1250"
"2015","AkademikerIn","3960.25","3499.5","4548","1000","2100","5000","7000","13000","3863.08","4057.42","0","56500","3331","3500"
"2015","Hauptschule","2063.45","1998","3729","400","968","2858","3800","6058","2017.2","2109.7","0","19700","1800","1950"
"2015","Realschule","2331.01","2137","4612","520","1259","3000","4000","7500","2283.66","2378.36","0","30000","1900","2000"
"2016","(Fach-)Abitur","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","1329.5","545","437","100","240","2000","3800","6062","1231.04","1427.96","0","6062","450","559"
"2016","AkademikerIn","3998.78","3499.5","4234","1000","2200","5000","7000","15916","3894.73","4102.83","0","57000","3325","3500"
"2016","Hauptschule","2120.74","2047.5","3479","420","962","3000","3800","6500","2071.26","2170.22","0","20000","1800","1980"
"2016","Realschule","2390.12","2195","4270","600","1350","3100","4102","7800","2341.57","2438.67","0","25207","1961","2020"
"2017","(Fach-)Abitur","2380.19","2199.5","3106","450","1040","3127","4250","8989","2315.76","2444.62","0","17000","1900","2000"
"2017","(noch) kein Abschluss","1344.71","840.5","554","67","193","2000","3250","8750","1255.9","1433.52","0","8750","450","800"
"2017","AkademikerIn","4093.09","3604.5","4849","1000","2300","5200","7000","14143","3991.63","4194.55","0","106279","3445","3550"
"2017","Hauptschule","2143.35","2099.5","3752","440","953","3000","3900","6500","2095.75","2190.95","0","19167","1800","1930"
"2017","Realschule","2433.94","2295","4971","600","1400","3200","4289","7500","2389.53","2478.35","0","35000","2100","2200"
"2018","(Fach-)Abitur","2495.77","2297.5","3081","448","1100","3300","4600","10000","2427.19","2564.35","0","37939","1869","2000"
"2018","(noch) kein Abschluss","1221.41","804","604","100","280","1990","2700","6000","1141.44","1301.38","0","7000","700","1000"
"2018","AkademikerIn","4179.3","3699.5","4767","1050","2393","5300","7300","15000","4074.91","4283.69","0","99999","3500","3600"
"2018","Hauptschule","2159.6","2099","3576","400","980","3010","3950","6438","2111.75","2207.45","0","20000","1800","2000"
"2018","Realschule","2542.3","2399.5","4740","700","1500","3319","4344","7500","2495.53","2589.07","0","27000","2150","2240"
"2019","(Fach-)Abitur","2612.36","2398.5","3278","450","1200","3400","4600","11000","2490.51","2734.21","0","90000","2150","2300"
"2019","(noch) kein Abschluss","1352.82","975.5","672","150","360","1800","2800","6398","1246.15","1459.49","0","20000","899","1300"
"2019","AkademikerIn","4326.63","3874","5472","1300","2500","5450","7500","15000","4174","4479.26","0","165000","3800","4000"
"2019","Hauptschule","2300.36","2192.5","3330","450","1100","3200","4000","6601","2227.98","2372.74","0","51569","2000","2100"
"2019","Realschule","2846.43","2498","4867","700","1510","3400","4400","8000","1737.99","3954.87","0","2700000","2400","2500"
"2020","(Fach-)Abitur","2713.61","2499.5","3554","450","1250","3550","4800","11000","2623.88","2803.34","0","40000","2200","2320"
"2020","(noch) kein Abschluss","1307.19","747","822","90","300","1870","2786","6303","1225.19","1389.19","0","12000","1415","1625"
"2020","AkademikerIn","4445.74","3999.5","5686","1280","2587","5500","7400","15000","4315.78","4575.7","0","120000","3760","4000"
"2020","Hauptschule","2332.89","2195","3277","450","1149","3200","4100","6800","2269.73","2396.05","0","40000","2000","2100"
"2020","Realschule","2663.46","2499.5","4414","800","1600","3500","4461","8000","2596.45","2730.47","0","35000","2380","2500"
