"pli0092_h","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","1985","AkademikerIn","maennlich","37","0.0658745903021351","0.0442177856439688","0.0875313949603014"
"Min 1x pro Monat","1985","AkademikerIn","weiblich","19","","",""
"Seltener","1985","(noch) kein Abschluss","maennlich","45","0.101852155462941","0.075180888608082","0.1285234223178"
"Seltener","1985","(noch) kein Abschluss","weiblich","35","0.0882085361448953","0.0651483348874467","0.111268737402344"
"Seltener","1985","Hauptschule","maennlich","402","0.122739938453235","0.111158885806317","0.134320991100154"
"Seltener","1985","Hauptschule","weiblich","311","0.0841394436556601","0.0746234284676042","0.093655458843716"
"Seltener","1985","Realschule","maennlich","127","0.165268863429688","0.138633623264092","0.191904103595283"
"Seltener","1985","Realschule","weiblich","207","0.183853490857329","0.160423428452035","0.207283553262623"
"Seltener","1985","(Fach-)Abitur","maennlich","78","0.162613659503068","0.128818321070163","0.196408997935974"
"Seltener","1985","(Fach-)Abitur","weiblich","71","0.238451608046489","0.191615218277821","0.285287997815157"
"Seltener","1985","AkademikerIn","maennlich","94","0.187243383959775","0.153185605183177","0.221301162736374"
"Seltener","1985","AkademikerIn","weiblich","46","0.156332498353255","0.110670464829503","0.201994531877007"
"Nie","1985","(noch) kein Abschluss","maennlich","314","0.43653338629339","0.392798556266978","0.480268216319803"
"Nie","1985","(noch) kein Abschluss","weiblich","488","0.645203171495348","0.606298823965247","0.68410751902545"
"Nie","1985","Hauptschule","maennlich","1917","0.642235197102497","0.62531767455717","0.659152719647825"
"Nie","1985","Hauptschule","weiblich","2428","0.751221891747526","0.736402484634138","0.766041298860913"
"Nie","1985","Realschule","maennlich","247","0.355861391609715","0.321527906343968","0.390194876875461"
"Nie","1985","Realschule","weiblich","427","0.427047088467941","0.397127832488074","0.456966344447808"
"Nie","1985","(Fach-)Abitur","maennlich","164","0.327482180240622","0.284502707168769","0.370461653312475"
"Nie","1985","(Fach-)Abitur","weiblich","123","0.341488962216619","0.289368963559975","0.393608960873263"
"Nie","1985","AkademikerIn","maennlich","165","0.340252192231834","0.298888217256406","0.381616167207261"
"Nie","1985","AkademikerIn","weiblich","90","0.393784398454317","0.332353373474328","0.455215423434305"
"Taeglich","1986","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","1986","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","1986","Hauptschule","maennlich","","","",""
"Taeglich","1986","Hauptschule","weiblich","","","",""
"Taeglich","1986","Realschule","maennlich","","","",""
"Taeglich","1986","Realschule","weiblich","","","",""
"Taeglich","1986","(Fach-)Abitur","maennlich","","","",""
"Taeglich","1986","(Fach-)Abitur","weiblich","","","",""
"Taeglich","1986","AkademikerIn","maennlich","","","",""
"Taeglich","1986","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","maennlich","120","0.420206160883033","0.375629694011349","0.464782627754716"
"Min 1x pro Woche","1986","(noch) kein Abschluss","weiblich","64","0.235833687498775","0.200127371739075","0.271540003258475"
"Min 1x pro Woche","1986","Hauptschule","maennlich","633","0.203508525685818","0.188952923827861","0.218064127543776"
"Min 1x pro Woche","1986","Hauptschule","weiblich","460","0.148771828654018","0.13618571852593","0.161357938782105"
"Min 1x pro Woche","1986","Realschule","maennlich","309","0.396988396018424","0.361688644272236","0.432288147764611"
"Min 1x pro Woche","1986","Realschule","weiblich","313","0.294156600838595","0.266261390765836","0.322051810911355"
"Min 1x pro Woche","1986","(Fach-)Abitur","maennlich","197","0.447051673302354","0.401910143881","0.492193202723707"
"Min 1x pro Woche","1986","(Fach-)Abitur","weiblich","111","0.356984391708087","0.305679230213631","0.408289553202542"
"Min 1x pro Woche","1986","AkademikerIn","maennlich","213","0.40798082675088","0.364946304005585","0.451015349496175"
"Min 1x pro Woche","1986","AkademikerIn","weiblich","85","0.342221022310334","0.282567197955581","0.401874846665087"
"Min 1x pro Monat","1986","(noch) kein Abschluss","maennlich","18","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","weiblich","6","","",""
"Min 1x pro Monat","1986","Hauptschule","maennlich","163","0.0475433818925751","0.0398500240127774","0.0552367397723727"
"Min 1x pro Monat","1986","Hauptschule","weiblich","112","0.0354953606398926","0.0289513177083938","0.0420394035713914"
"Min 1x pro Monat","1986","Realschule","maennlich","57","0.0728805939249386","0.0541266031728299","0.0916345846770473"
"Min 1x pro Monat","1986","Realschule","weiblich","78","0.0682965522723414","0.0528538108425919","0.083739293702091"
"Min 1x pro Monat","1986","(Fach-)Abitur","maennlich","34","0.0872807679471785","0.0616546386581759","0.112906897236181"
"Min 1x pro Monat","1986","(Fach-)Abitur","weiblich","22","","",""
"Min 1x pro Monat","1986","AkademikerIn","maennlich","47","0.0981206585812117","0.0720721012834386","0.124169215878985"
"Min 1x pro Monat","1986","AkademikerIn","weiblich","20","","",""
"Seltener","1986","(noch) kein Abschluss","maennlich","56","0.125624969554141","0.0956937442752182","0.155556194833063"
"Seltener","1986","(noch) kein Abschluss","weiblich","32","0.0724828422729861","0.0506742938538581","0.094291390692114"
"Seltener","1986","Hauptschule","maennlich","356","0.120840961764675","0.109057060168868","0.132624863360482"
"Seltener","1986","Hauptschule","weiblich","267","0.0753507015376973","0.0660151419553982","0.0846862611199965"
"Seltener","1986","Realschule","maennlich","118","0.150727496310277","0.124914424803694","0.17654056781686"
"Seltener","1986","Realschule","weiblich","175","0.156477111393014","0.134235819784848","0.178718403001181"
"Seltener","1986","(Fach-)Abitur","maennlich","71","0.169638586523544","0.135562396217257","0.203714776829832"
"Seltener","1986","(Fach-)Abitur","weiblich","75","0.249398751592165","0.203067133662473","0.295730369521857"
"Seltener","1986","AkademikerIn","maennlich","74","0.148568413004781","0.11742491796112","0.179711908048441"
"Seltener","1986","AkademikerIn","weiblich","36","0.131773959481129","0.0892458423182387","0.174302076644019"
"Nie","1986","(noch) kein Abschluss","maennlich","277","0.418809634647304","0.374253739572354","0.463365529722254"
"Nie","1986","(noch) kein Abschluss","weiblich","441","0.67321524850782","0.633764428021326","0.712666068994314"
"Nie","1986","Hauptschule","maennlich","1787","0.628107130656932","0.61063386476964","0.645580396544224"
"Nie","1986","Hauptschule","weiblich","2232","0.740382109168392","0.724875978144581","0.755888240192204"
"Nie","1986","Realschule","maennlich","254","0.379403513746361","0.344394873682155","0.414412153810567"
"Nie","1986","Realschule","weiblich","459","0.481069735496049","0.450482186625954","0.511657284366144"
"Nie","1986","(Fach-)Abitur","maennlich","164","0.296028972226923","0.254581348722551","0.337476595731295"
"Nie","1986","(Fach-)Abitur","weiblich","127","0.326284561418843","0.276077800964453","0.376491321873233"
"Nie","1986","AkademikerIn","maennlich","167","0.345330101663127","0.303695191432243","0.386965011894011"
"Nie","1986","AkademikerIn","weiblich","102","0.45026669281489","0.38771257685736","0.512820808772421"
"Taeglich","1987","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","1987","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","1987","Hauptschule","maennlich","","","",""
"Taeglich","1987","Hauptschule","weiblich","","","",""
"Taeglich","1987","Realschule","maennlich","","","",""
"Taeglich","1987","Realschule","weiblich","","","",""
"Taeglich","1987","(Fach-)Abitur","maennlich","","","",""
"Taeglich","1987","(Fach-)Abitur","weiblich","","","",""
"Taeglich","1987","AkademikerIn","maennlich","","","",""
"Taeglich","1987","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1987","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Woche","1987","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","1987","Hauptschule","maennlich","","","",""
"Min 1x pro Woche","1987","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","1987","Realschule","maennlich","","","",""
"Min 1x pro Woche","1987","Realschule","weiblich","","","",""
"Min 1x pro Woche","1987","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Woche","1987","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","1987","AkademikerIn","maennlich","","","",""
"Min 1x pro Woche","1987","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","1987","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Monat","1987","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","1987","Hauptschule","maennlich","","","",""
"Min 1x pro Monat","1987","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","1987","Realschule","maennlich","","","",""
"Min 1x pro Monat","1987","Realschule","weiblich","","","",""
"Min 1x pro Monat","1987","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Monat","1987","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","1987","AkademikerIn","maennlich","","","",""
"Min 1x pro Monat","1987","AkademikerIn","weiblich","","","",""
"Seltener","1987","(noch) kein Abschluss","maennlich","","","",""
"Seltener","1987","(noch) kein Abschluss","weiblich","","","",""
"Seltener","1987","Hauptschule","maennlich","","","",""
"Seltener","1987","Hauptschule","weiblich","","","",""
"Seltener","1987","Realschule","maennlich","","","",""
"Seltener","1987","Realschule","weiblich","","","",""
"Seltener","1987","(Fach-)Abitur","maennlich","","","",""
"Seltener","1987","(Fach-)Abitur","weiblich","","","",""
"Seltener","1987","AkademikerIn","maennlich","","","",""
"Seltener","1987","AkademikerIn","weiblich","","","",""
"Nie","1987","(noch) kein Abschluss","maennlich","","","",""
"Nie","1987","(noch) kein Abschluss","weiblich","","","",""
"Nie","1987","Hauptschule","maennlich","","","",""
"Nie","1987","Hauptschule","weiblich","","","",""
"Nie","1987","Realschule","maennlich","","","",""
"Nie","1987","Realschule","weiblich","","","",""
"Nie","1987","(Fach-)Abitur","maennlich","","","",""
"Nie","1987","(Fach-)Abitur","weiblich","","","",""
"Nie","1987","AkademikerIn","maennlich","","","",""
"Nie","1987","AkademikerIn","weiblich","","","",""
"Taeglich","1988","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","1988","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","1988","Hauptschule","maennlich","","","",""
"Taeglich","1988","Hauptschule","weiblich","","","",""
"Taeglich","1988","Realschule","maennlich","","","",""
"Taeglich","1988","Realschule","weiblich","","","",""
"Taeglich","1988","(Fach-)Abitur","maennlich","","","",""
"Taeglich","1988","(Fach-)Abitur","weiblich","","","",""
"Taeglich","1988","AkademikerIn","maennlich","","","",""
"Taeglich","1988","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1988","(noch) kein Abschluss","maennlich","113","0.46639982910199","0.417203045021991","0.51559661318199"
"Min 1x pro Woche","1988","(noch) kein Abschluss","weiblich","53","0.214311904782024","0.178593476048772","0.250030333515277"
"Min 1x pro Woche","1988","Hauptschule","maennlich","593","0.202149739635357","0.187303551597118","0.216995927673596"
"Min 1x pro Woche","1988","Hauptschule","weiblich","454","0.163843539199018","0.150271303095608","0.177415775302428"
"Min 1x pro Woche","1988","Realschule","maennlich","290","0.371188460052906","0.335192602179127","0.407184317926684"
"Min 1x pro Woche","1988","Realschule","weiblich","326","0.304672169882122","0.276102073154143","0.3332422666101"
"Min 1x pro Woche","1988","(Fach-)Abitur","maennlich","159","0.397697391404345","0.351651915128156","0.443742867680534"
"Min 1x pro Woche","1988","(Fach-)Abitur","weiblich","96","0.36176558148497","0.307117666131324","0.416413496838615"
"Min 1x pro Woche","1988","AkademikerIn","maennlich","193","0.401453464320139","0.357089715737206","0.445817212903072"
"Min 1x pro Woche","1988","AkademikerIn","weiblich","90","0.374183177760881","0.311644323721954","0.436722031799808"
"Min 1x pro Monat","1988","(noch) kein Abschluss","maennlich","15","","",""
"Min 1x pro Monat","1988","(noch) kein Abschluss","weiblich","10","","",""
"Min 1x pro Monat","1988","Hauptschule","maennlich","155","0.0513036714978808","0.0431480793101829","0.0594592636855787"
"Min 1x pro Monat","1988","Hauptschule","weiblich","105","0.0356549769568321","0.0288555975965371","0.0424543563171272"
"Min 1x pro Monat","1988","Realschule","maennlich","52","0.0734863769329485","0.0540451188073887","0.0929276350585083"
"Min 1x pro Monat","1988","Realschule","weiblich","74","0.0705864472734466","0.0546875986529414","0.0864852958939517"
"Min 1x pro Monat","1988","(Fach-)Abitur","maennlich","33","0.075741534439171","0.0508491216406584","0.100633947237684"
"Min 1x pro Monat","1988","(Fach-)Abitur","weiblich","25","","",""
"Min 1x pro Monat","1988","AkademikerIn","maennlich","35","0.0758415597451632","0.051881465895915","0.0998016535944115"
"Min 1x pro Monat","1988","AkademikerIn","weiblich","10","","",""
"Seltener","1988","(noch) kein Abschluss","maennlich","21","","",""
"Seltener","1988","(noch) kein Abschluss","weiblich","27","","",""
"Seltener","1988","Hauptschule","maennlich","369","0.129935724294163","0.117506110845948","0.142365337742378"
"Seltener","1988","Hauptschule","weiblich","288","0.0904545861723952","0.0799368938873812","0.100972278457409"
"Seltener","1988","Realschule","maennlich","120","0.174555557089546","0.146273837787659","0.202837276391433"
"Seltener","1988","Realschule","weiblich","198","0.183724823956695","0.159686580660379","0.207763067253012"
"Seltener","1988","(Fach-)Abitur","maennlich","95","0.233305912950236","0.193515618213301","0.27309620768717"
"Seltener","1988","(Fach-)Abitur","weiblich","55","0.189295958075419","0.144743496335245","0.233848419815594"
"Seltener","1988","AkademikerIn","maennlich","87","0.171587858773024","0.137466354062931","0.205709363483117"
"Seltener","1988","AkademikerIn","weiblich","43","0.188171528892234","0.137659679592691","0.238683378191776"
"Nie","1988","(noch) kein Abschluss","maennlich","246","0.437393961596843","0.388473772249284","0.486314150944401"
"Nie","1988","(noch) kein Abschluss","weiblich","417","0.649278488112105","0.60774094350244","0.690816032721771"
"Nie","1988","Hauptschule","maennlich","1694","0.616610864572599","0.598636930047255","0.634584799097943"
"Nie","1988","Hauptschule","weiblich","2010","0.710046897671754","0.693408926485168","0.726684868858341"
"Nie","1988","Realschule","maennlich","230","0.3807696059246","0.344590959563248","0.416948252285951"
"Nie","1988","Realschule","weiblich","399","0.441016558887736","0.410196928116071","0.471836189659401"
"Nie","1988","(Fach-)Abitur","maennlich","147","0.293255161206249","0.250424243359421","0.336086079053076"
"Nie","1988","(Fach-)Abitur","weiblich","121","0.357593328521243","0.303084155720375","0.412102501322111"
"Nie","1988","AkademikerIn","maennlich","154","0.351117117161674","0.307918402035555","0.394315832287793"
"Nie","1988","AkademikerIn","weiblich","87","0.387396759167144","0.324438630670898","0.450354887663391"
"Taeglich","1989","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","1989","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","1989","Hauptschule","maennlich","","","",""
"Taeglich","1989","Hauptschule","weiblich","","","",""
"Taeglich","1989","Realschule","maennlich","","","",""
"Taeglich","1989","Realschule","weiblich","","","",""
"Taeglich","1989","(Fach-)Abitur","maennlich","","","",""
"Taeglich","1989","(Fach-)Abitur","weiblich","","","",""
"Taeglich","1989","AkademikerIn","maennlich","","","",""
"Taeglich","1989","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1989","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Woche","1989","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","1989","Hauptschule","maennlich","","","",""
"Min 1x pro Woche","1989","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","1989","Realschule","maennlich","","","",""
"Min 1x pro Woche","1989","Realschule","weiblich","","","",""
"Min 1x pro Woche","1989","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Woche","1989","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","1989","AkademikerIn","maennlich","","","",""
"Min 1x pro Woche","1989","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","1989","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Monat","1989","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","1989","Hauptschule","maennlich","","","",""
"Min 1x pro Monat","1989","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","1989","Realschule","maennlich","","","",""
"Min 1x pro Monat","1989","Realschule","weiblich","","","",""
"Min 1x pro Monat","1989","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Monat","1989","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","1989","AkademikerIn","maennlich","","","",""
"Min 1x pro Monat","1989","AkademikerIn","weiblich","","","",""
"Seltener","1989","(noch) kein Abschluss","maennlich","","","",""
"Seltener","1989","(noch) kein Abschluss","weiblich","","","",""
"Seltener","1989","Hauptschule","maennlich","","","",""
"Seltener","1989","Hauptschule","weiblich","","","",""
"Seltener","1989","Realschule","maennlich","","","",""
"Seltener","1989","Realschule","weiblich","","","",""
"Seltener","1989","(Fach-)Abitur","maennlich","","","",""
"Seltener","1989","(Fach-)Abitur","weiblich","","","",""
"Seltener","1989","AkademikerIn","maennlich","","","",""
"Seltener","1989","AkademikerIn","weiblich","","","",""
"Nie","1989","(noch) kein Abschluss","maennlich","","","",""
"Nie","1989","(noch) kein Abschluss","weiblich","","","",""
"Nie","1989","Hauptschule","maennlich","","","",""
"Nie","1989","Hauptschule","weiblich","","","",""
"Nie","1989","Realschule","maennlich","","","",""
"Nie","1989","Realschule","weiblich","","","",""
"Nie","1989","(Fach-)Abitur","maennlich","","","",""
"Nie","1989","(Fach-)Abitur","weiblich","","","",""
"Nie","1989","AkademikerIn","maennlich","","","",""
"Nie","1989","AkademikerIn","weiblich","","","",""
"Taeglich","1990","(noch) kein Abschluss","maennlich","26","","",""
"Taeglich","1990","(noch) kein Abschluss","weiblich","3","","",""
"Taeglich","1990","Hauptschule","maennlich","106","0.0347566010255487","0.0285233814671554","0.0409898205839421"
"Taeglich","1990","Hauptschule","weiblich","52","0.0170723361403771","0.0128407411310628","0.0213039311496915"
"Taeglich","1990","Realschule","maennlich","55","0.0431113039079357","0.0326858344503745","0.053536773365497"
"Taeglich","1990","Realschule","weiblich","42","0.0324930014573305","0.0240321801596613","0.0409538227549997"
"Taeglich","1990","(Fach-)Abitur","maennlich","29","","",""
"Taeglich","1990","(Fach-)Abitur","weiblich","20","","",""
"Taeglich","1990","AkademikerIn","maennlich","31","0.0508222360801354","0.0365206351756742","0.0651238369845966"
"Taeglich","1990","AkademikerIn","weiblich","14","","",""
"Min 1x pro Woche","1990","(noch) kein Abschluss","maennlich","92","0.331581299003836","0.285560476657157","0.377602121350515"
"Min 1x pro Woche","1990","(noch) kein Abschluss","weiblich","57","0.254245148311816","0.215331680631752","0.293158615991879"
"Min 1x pro Woche","1990","Hauptschule","maennlich","546","0.167216385719204","0.154517054305707","0.179915717132701"
"Min 1x pro Woche","1990","Hauptschule","weiblich","509","0.157273846306441","0.145381478548014","0.169166214064868"
"Min 1x pro Woche","1990","Realschule","maennlich","386","0.292801905052128","0.269444380227119","0.316159429877138"
"Min 1x pro Woche","1990","Realschule","weiblich","392","0.267639408198512","0.246512883406562","0.288765932990461"
"Min 1x pro Woche","1990","(Fach-)Abitur","maennlich","192","0.408402742206148","0.365489609104644","0.451315875307653"
"Min 1x pro Woche","1990","(Fach-)Abitur","weiblich","117","0.33924503168864","0.291003154839233","0.387486908538046"
"Min 1x pro Woche","1990","AkademikerIn","maennlich","273","0.333207030371661","0.302514225647545","0.363899835095777"
"Min 1x pro Woche","1990","AkademikerIn","weiblich","164","0.251032758613977","0.22016464437191","0.281900872856044"
"Min 1x pro Monat","1990","(noch) kein Abschluss","maennlich","29","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","weiblich","15","","",""
"Min 1x pro Monat","1990","Hauptschule","maennlich","266","0.0863264542549163","0.0767689867041893","0.0958839218056432"
"Min 1x pro Monat","1990","Hauptschule","weiblich","170","0.0521113698956606","0.0448512842734972","0.059371455517824"
"Min 1x pro Monat","1990","Realschule","maennlich","120","0.0901486388859443","0.0754480700328302","0.104849207739058"
"Min 1x pro Monat","1990","Realschule","weiblich","122","0.0824837544878413","0.0693562661399641","0.0956112428357185"
"Min 1x pro Monat","1990","(Fach-)Abitur","maennlich","46","0.0957312178591504","0.0700445137051585","0.121417922013142"
"Min 1x pro Monat","1990","(Fach-)Abitur","weiblich","45","0.139462149970631","0.104163313068741","0.174760986872521"
"Min 1x pro Monat","1990","AkademikerIn","maennlich","82","0.100380479004597","0.080812856591322","0.119948101417873"
"Min 1x pro Monat","1990","AkademikerIn","weiblich","37","0.0625061535008956","0.0452732249191631","0.0797390820826281"
"Seltener","1990","(noch) kein Abschluss","maennlich","49","0.113751631395873","0.082713783120274","0.144789479671472"
"Seltener","1990","(noch) kein Abschluss","weiblich","40","0.0777864783145413","0.053850931663235","0.101722024965848"
"Seltener","1990","Hauptschule","maennlich","633","0.212733812250566","0.198806913560847","0.226660710940285"
"Seltener","1990","Hauptschule","weiblich","475","0.134611700486151","0.123462499220885","0.145760901751416"
"Seltener","1990","Realschule","maennlich","300","0.215801783842408","0.194685875450949","0.236917692233868"
"Seltener","1990","Realschule","weiblich","358","0.215554892473146","0.195932553611522","0.23517723133477"
"Seltener","1990","(Fach-)Abitur","maennlich","103","0.197952816367439","0.163166084925801","0.232739547809077"
"Seltener","1990","(Fach-)Abitur","weiblich","68","0.195870441703303","0.155431973763088","0.236308909643517"
"Seltener","1990","AkademikerIn","maennlich","191","0.205134725819137","0.178841107955798","0.231428343682476"
"Seltener","1990","AkademikerIn","weiblich","169","0.23226832832496","0.202206650650799","0.262330005999122"
"Nie","1990","(noch) kein Abschluss","maennlich","206","0.382519240739261","0.335010510660462","0.430027970818059"
"Nie","1990","(noch) kein Abschluss","weiblich","366","0.621489644035586","0.578145404865188","0.664833883205984"
"Nie","1990","Hauptschule","maennlich","1766","0.498966746749765","0.481951257840441","0.515982235659088"
"Nie","1990","Hauptschule","weiblich","2394","0.638930747171371","0.623240890064339","0.654620604278403"
"Nie","1990","Realschule","maennlich","597","0.358136368311583","0.333526180602127","0.38274655602104"
"Nie","1990","Realschule","weiblich","773","0.401828943383171","0.378433899991412","0.42522398677493"
"Nie","1990","(Fach-)Abitur","maennlich","134","0.233638021785406","0.196695923629813","0.270580119941"
"Nie","1990","(Fach-)Abitur","weiblich","120","0.255270284710049","0.210843313971117","0.299697255448981"
"Nie","1990","AkademikerIn","maennlich","329","0.31045552872447","0.280327908256301","0.340583149192638"
"Nie","1990","AkademikerIn","weiblich","374","0.419461423675654","0.384331674962448","0.454591172388859"
"Taeglich","1991","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","1991","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","1991","Hauptschule","maennlich","","","",""
"Taeglich","1991","Hauptschule","weiblich","","","",""
"Taeglich","1991","Realschule","maennlich","","","",""
"Taeglich","1991","Realschule","weiblich","","","",""
"Taeglich","1991","(Fach-)Abitur","maennlich","","","",""
"Taeglich","1991","(Fach-)Abitur","weiblich","","","",""
"Taeglich","1991","AkademikerIn","maennlich","","","",""
"Taeglich","1991","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","1991","Hauptschule","maennlich","","","",""
"Min 1x pro Woche","1991","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","1991","Realschule","maennlich","","","",""
"Min 1x pro Woche","1991","Realschule","weiblich","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","1991","AkademikerIn","maennlich","","","",""
"Min 1x pro Woche","1991","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","1991","Hauptschule","maennlich","","","",""
"Min 1x pro Monat","1991","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","1991","Realschule","maennlich","","","",""
"Min 1x pro Monat","1991","Realschule","weiblich","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","1991","AkademikerIn","maennlich","","","",""
"Min 1x pro Monat","1991","AkademikerIn","weiblich","","","",""
"Seltener","1991","(noch) kein Abschluss","maennlich","","","",""
"Seltener","1991","(noch) kein Abschluss","weiblich","","","",""
"Seltener","1991","Hauptschule","maennlich","","","",""
"Seltener","1991","Hauptschule","weiblich","","","",""
"Seltener","1991","Realschule","maennlich","","","",""
"Seltener","1991","Realschule","weiblich","","","",""
"Seltener","1991","(Fach-)Abitur","maennlich","","","",""
"Seltener","1991","(Fach-)Abitur","weiblich","","","",""
"Seltener","1991","AkademikerIn","maennlich","","","",""
"Seltener","1991","AkademikerIn","weiblich","","","",""
"Nie","1991","(noch) kein Abschluss","maennlich","","","",""
"Nie","1991","(noch) kein Abschluss","weiblich","","","",""
"Nie","1991","Hauptschule","maennlich","","","",""
"Nie","1991","Hauptschule","weiblich","","","",""
"Nie","1991","Realschule","maennlich","","","",""
"Nie","1991","Realschule","weiblich","","","",""
"Nie","1991","(Fach-)Abitur","maennlich","","","",""
"Nie","1991","(Fach-)Abitur","weiblich","","","",""
"Nie","1991","AkademikerIn","maennlich","","","",""
"Nie","1991","AkademikerIn","weiblich","","","",""
