"year","bildungsniveau","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2007","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2007","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2008","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2009","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2009","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2009","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","Ländlicher Raum","6.39","6.5","487","5","6","7","7","7","6.32","6.46","2","7","7","7"
"2010","(Fach-)Abitur","Städtischer Raum","6.42","6.5","1410","5","6","7","7","7","6.38","6.46","1","7","7","7"
"2010","(noch) kein Abschluss","Ländlicher Raum","6.22","5.5","109","5","6","7","7","7","6.01","6.43","2","7","6","7"
"2010","(noch) kein Abschluss","Städtischer Raum","6.43","6.5","303","5","6","7","7","7","6.32","6.54","1","7","6","7"
"2010","AkademikerIn","Ländlicher Raum","6.47","6.5","1127","6","6","7","7","7","6.42","6.52","2","7","7","7"
"2010","AkademikerIn","Städtischer Raum","6.44","6.5","2693","5","6","7","7","7","6.41","6.47","1","7","7","7"
"2010","Hauptschule","Ländlicher Raum","6.33","6.5","2026","5","6","7","7","7","6.29","6.37","1","7","7","7"
"2010","Hauptschule","Städtischer Raum","6.38","6.5","3554","5","6","7","7","7","6.35","6.41","1","7","7","7"
"2010","Realschule","Ländlicher Raum","6.42","6.5","1873","5","6","7","7","7","6.38","6.46","1","7","7","7"
"2010","Realschule","Städtischer Raum","6.43","6.5","2587","5","6","7","7","7","6.4","6.46","1","7","7","7"
"2011","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2011","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2011","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2011","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2012","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2012","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2012","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2012","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2012","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2012","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2013","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2013","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2013","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2013","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2013","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2013","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2014","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2014","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2014","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2014","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2014","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2014","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","Ländlicher Raum","6.43","6.5","1094","5","6","7","7","7","6.38","6.48","1","7","7","7"
"2015","(Fach-)Abitur","Städtischer Raum","6.41","6.5","3029","5","6","7","7","7","6.38","6.44","1","7","7","7"
"2015","(noch) kein Abschluss","Ländlicher Raum","6.1","5.5","294","5","5","7","7","7","5.98","6.22","1","7","6","7"
"2015","(noch) kein Abschluss","Städtischer Raum","6.33","6.5","649","5","6","7","7","7","6.25","6.41","1","7","7","7"
"2015","AkademikerIn","Ländlicher Raum","6.38","6.5","1757","5","6","7","7","7","6.34","6.42","1","7","7","7"
"2015","AkademikerIn","Städtischer Raum","6.43","6.5","4628","5","6","7","7","7","6.4","6.46","1","7","7","7"
"2015","Hauptschule","Ländlicher Raum","6.34","6.5","2980","5","6","7","7","7","6.3","6.38","1","7","7","7"
"2015","Hauptschule","Städtischer Raum","6.34","6.5","4765","5","6","7","7","7","6.31","6.37","1","7","7","7"
"2015","Realschule","Ländlicher Raum","6.44","6.5","2859","5","6","7","7","7","6.41","6.47","1","7","7","7"
"2015","Realschule","Städtischer Raum","6.45","6.5","3695","5","6","7","7","7","6.42","6.48","1","7","7","7"
"2016","(Fach-)Abitur","Ländlicher Raum","6.98","6.5","136","7","7","7","7","7","6.93","7.03","4","7","7","7"
"2016","(Fach-)Abitur","Städtischer Raum","6.47","6.5","384","5","6","7","7","7","6.42","6.52","3","7","7","7"
"2016","(noch) kein Abschluss","Ländlicher Raum","6.57","6.5","320","6","7","7","7","7","6.49","6.65","1","7","7","7"
"2016","(noch) kein Abschluss","Städtischer Raum","6.29","6.5","700","4","6","7","7","7","6.24","6.34","1","7","7","7"
"2016","AkademikerIn","Ländlicher Raum","6.81","6.5","172","6","7","7","7","7","6.75","6.87","4","7","7","7"
"2016","AkademikerIn","Städtischer Raum","6.46","6.5","432","6","6","7","7","7","6.38","6.54","1","7","7","7"
"2016","Hauptschule","Ländlicher Raum","6.61","6.5","182","6","6","7","7","7","6.52","6.7","3","7","7","7"
"2016","Hauptschule","Städtischer Raum","6.46","6.5","460","5","7","7","7","7","6.39","6.53","1","7","7","7"
"2016","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","Ländlicher Raum","6.83","6.5","104","6","7","7","7","7","6.75","6.91","4","7","7","7"
"2017","(Fach-)Abitur","Städtischer Raum","6.84","6.5","199","6","7","7","7","7","6.77","6.91","3","7","7","7"
"2017","(noch) kein Abschluss","Ländlicher Raum","6.85","6.5","239","7","7","7","7","7","6.76","6.94","1","7","7","7"
"2017","(noch) kein Abschluss","Städtischer Raum","6.83","6.5","491","6","7","7","7","7","6.78","6.88","4","7","7","7"
"2017","AkademikerIn","Ländlicher Raum","6.84","6.5","85","6","7","7","7","7","6.68","7","1","7","7","7"
"2017","AkademikerIn","Städtischer Raum","6.93","6.5","229","7","7","7","7","7","6.88","6.98","5","7","7","7"
"2017","Hauptschule","Ländlicher Raum","6.78","6.5","149","7","7","7","7","7","6.64","6.92","1","7","7","7"
"2017","Hauptschule","Städtischer Raum","6.76","6.5","256","6","7","7","7","7","6.68","6.84","1","7","7","7"
"2017","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2017","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","Städtischer Raum","6.9","6.5","33","7","7","7","7","7","6.74","7.06","5","7","7","7"
"2018","(noch) kein Abschluss","Ländlicher Raum","6.89","6.5","57","7","7","7","7","7","6.76","7.02","5","7","7","7"
"2018","(noch) kein Abschluss","Städtischer Raum","6.68","6.5","90","6","7","7","7","7","6.51","6.85","1","7","7","7"
"2018","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2018","Hauptschule","Ländlicher Raum","6.9","6.5","35","7","7","7","7","7","6.76","7.04","5","7","7","7"
"2018","Hauptschule","Städtischer Raum","6.87","6.5","53","7","7","7","7","7","6.69","7.05","4","7","7","7"
"2018","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","Ländlicher Raum","6.67","6.5","58","6","7","7","7","7","6.49","6.85","4","7","7","7"
"2019","(noch) kein Abschluss","Städtischer Raum","6.37","6.5","70","5","6","7","7","7","6.1","6.64","1","7","7","7"
"2019","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2019","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Hauptschule","Städtischer Raum","6.79","6.5","34","6","7","7","7","7","6.54","7.04","4","7","7","7"
"2019","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","Ländlicher Raum","6.4","6.5","1304","5","6","7","7","7","6.35","6.45","1","7","7","7"
"2020","(Fach-)Abitur","Städtischer Raum","6.4","6.5","3754","5","6","7","7","7","6.37","6.43","1","7","7","7"
"2020","(noch) kein Abschluss","Ländlicher Raum","6.2","6.5","605","4","6","7","7","7","6.12","6.28","1","7","7","7"
"2020","(noch) kein Abschluss","Städtischer Raum","6.22","6.5","1648","4","6","7","7","7","6.17","6.27","1","7","7","7"
"2020","AkademikerIn","Ländlicher Raum","6.39","6.5","2045","5","6","7","7","7","6.35","6.43","1","7","7","7"
"2020","AkademikerIn","Städtischer Raum","6.4","6.5","5731","5","6","7","7","7","6.38","6.42","1","7","7","7"
"2020","Hauptschule","Ländlicher Raum","6.36","6.5","2497","5","6","7","7","7","6.32","6.4","1","7","7","7"
"2020","Hauptschule","Städtischer Raum","6.32","6.5","4239","5","6","7","7","7","6.29","6.35","1","7","7","7"
"2020","Realschule","Ländlicher Raum","6.49","6.5","2762","6","6","7","7","7","6.46","6.52","1","7","7","7"
"2020","Realschule","Städtischer Raum","6.41","6.5","3490","5","6","7","7","7","6.38","6.44","1","7","7","7"
