"plb0037_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Befristet","1989","Hauptschule","Westdeutschland","112","0.231162989010774","0.191362743830355","0.270963234191194"
"Befristet","1989","Hauptschule","Ostdeutschland","","","",""
"Befristet","1989","Realschule","Westdeutschland","65","0.263421117240619","0.203559099803483","0.323283134677755"
"Befristet","1989","Realschule","Ostdeutschland","","","",""
"Befristet","1989","(Fach-)Abitur","Westdeutschland","32","0.282479453883378","0.194678748020954","0.370280159745801"
"Befristet","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Befristet","1989","AkademikerIn","Westdeutschland","21","","",""
"Befristet","1989","AkademikerIn","Ostdeutschland","","","",""
"Unbefristet","1990","(noch) kein Abschluss","Westdeutschland","32","0.888729616783749","0.791277177579996","0.986182055987502"
"Unbefristet","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Unbefristet","1990","Hauptschule","Westdeutschland","361","0.814550465530128","0.778955610879493","0.850145320180763"
"Unbefristet","1990","Hauptschule","Ostdeutschland","","","",""
"Unbefristet","1990","Realschule","Westdeutschland","156","0.743727592463564","0.685371428937246","0.802083755989883"
"Unbefristet","1990","Realschule","Ostdeutschland","","","",""
"Unbefristet","1990","(Fach-)Abitur","Westdeutschland","70","0.710743401724501","0.622750819905562","0.79873598354344"
"Unbefristet","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Unbefristet","1990","AkademikerIn","Westdeutschland","62","0.74471629172443","0.650343208894403","0.839089374554456"
"Unbefristet","1990","AkademikerIn","Ostdeutschland","","","",""
"Befristet","1990","(noch) kein Abschluss","Westdeutschland","8","","",""
"Befristet","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Befristet","1990","Hauptschule","Westdeutschland","97","0.185449534469872","0.149854679819237","0.221044389120507"
"Befristet","1990","Hauptschule","Ostdeutschland","","","",""
"Befristet","1990","Realschule","Westdeutschland","59","0.256272407536436","0.197916244010117","0.314628571062754"
"Befristet","1990","Realschule","Ostdeutschland","","","",""
"Befristet","1990","(Fach-)Abitur","Westdeutschland","32","0.289256598275499","0.20126401645656","0.377249180094438"
"Befristet","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Befristet","1990","AkademikerIn","Westdeutschland","20","","",""
"Befristet","1990","AkademikerIn","Ostdeutschland","","","",""
"Unbefristet","1991","(noch) kein Abschluss","Westdeutschland","47","0.825731810636939","0.727253808223757","0.924209813050122"
"Unbefristet","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Unbefristet","1991","Hauptschule","Westdeutschland","355","0.80168165248264","0.764676424740804","0.838686880224477"
"Unbefristet","1991","Hauptschule","Ostdeutschland","88","0.7084094217897","0.624978974256537","0.791839869322864"
"Unbefristet","1991","Realschule","Westdeutschland","166","0.825522005364442","0.774792162300971","0.876251848427912"
"Unbefristet","1991","Realschule","Ostdeutschland","259","0.803518092580628","0.760841956912457","0.846194228248799"
"Unbefristet","1991","(Fach-)Abitur","Westdeutschland","74","0.69831905429401","0.611755097447801","0.784883011140218"
"Unbefristet","1991","(Fach-)Abitur","Ostdeutschland","16","","",""
"Unbefristet","1991","AkademikerIn","Westdeutschland","65","0.708094095855274","0.614166379725873","0.802021811984676"
"Unbefristet","1991","AkademikerIn","Ostdeutschland","183","0.746955295503359","0.691605011974142","0.802305579032577"
"Befristet","1991","(noch) kein Abschluss","Westdeutschland","10","","",""
"Befristet","1991","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Befristet","1991","Hauptschule","Westdeutschland","91","0.19831834751736","0.161313119775523","0.235323575259196"
"Befristet","1991","Hauptschule","Ostdeutschland","26","","",""
"Befristet","1991","Realschule","Westdeutschland","49","0.174477994635558","0.123748151572088","0.225207837699029"
"Befristet","1991","Realschule","Ostdeutschland","74","0.196481907419372","0.153805771751201","0.239158043087543"
"Befristet","1991","(Fach-)Abitur","Westdeutschland","34","0.301680945705991","0.215116988859782","0.388244902552199"
"Befristet","1991","(Fach-)Abitur","Ostdeutschland","5","","",""
"Befristet","1991","AkademikerIn","Westdeutschland","25","","",""
"Befristet","1991","AkademikerIn","Ostdeutschland","54","0.253044704496641","0.197694420967423","0.308394988025858"
"Unbefristet","1992","(noch) kein Abschluss","Westdeutschland","37","0.923306355047744","0.840841158759042","1.00577155133645"
"Unbefristet","1992","(noch) kein Abschluss","Ostdeutschland","","","",""
"Unbefristet","1992","Hauptschule","Westdeutschland","319","0.825381001203076","0.787894668014202","0.86286733439195"
"Unbefristet","1992","Hauptschule","Ostdeutschland","113","0.592812024740369","0.521236460893043","0.664387588587694"
"Unbefristet","1992","Realschule","Westdeutschland","180","0.828224427259088","0.778382885170623","0.878065969347553"
"Unbefristet","1992","Realschule","Ostdeutschland","223","0.755627489738918","0.706838704099143","0.804416275378694"
"Unbefristet","1992","(Fach-)Abitur","Westdeutschland","57","0.608859949421768","0.510727839689009","0.706992059154526"
"Unbefristet","1992","(Fach-)Abitur","Ostdeutschland","11","","",""
"Unbefristet","1992","AkademikerIn","Westdeutschland","71","0.76501848336988","0.676932683360524","0.853104283379236"
"Unbefristet","1992","AkademikerIn","Ostdeutschland","171","0.753281870285537","0.697077102079843","0.809486638491232"
"Befristet","1992","(noch) kein Abschluss","Westdeutschland","3","","",""
"Befristet","1992","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Befristet","1992","Hauptschule","Westdeutschland","75","0.174618998796924","0.13713266560805","0.212105331985798"
"Befristet","1992","Hauptschule","Ostdeutschland","68","0.407187975259631","0.335612411412306","0.478763539106957"
"Befristet","1992","Realschule","Westdeutschland","40","0.171775572740912","0.121934030652447","0.221617114829377"
"Befristet","1992","Realschule","Ostdeutschland","75","0.244372510261082","0.195583724621306","0.293161295900858"
"Befristet","1992","(Fach-)Abitur","Westdeutschland","38","0.391140050578232","0.293007940845474","0.489272160310991"
"Befristet","1992","(Fach-)Abitur","Ostdeutschland","7","","",""
"Befristet","1992","AkademikerIn","Westdeutschland","18","","",""
"Befristet","1992","AkademikerIn","Ostdeutschland","55","0.246718129714463","0.190513361508768","0.302922897920157"
"Unbefristet","1993","(noch) kein Abschluss","Westdeutschland","15","","",""
"Unbefristet","1993","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Unbefristet","1993","Hauptschule","Westdeutschland","273","0.813797334805765","0.772480981779291","0.85511368783224"
"Unbefristet","1993","Hauptschule","Ostdeutschland","76","0.673257537494794","0.587535482865619","0.758979592123968"
"Unbefristet","1993","Realschule","Westdeutschland","173","0.80090047580896","0.746891886897874","0.854909064720047"
"Unbefristet","1993","Realschule","Ostdeutschland","197","0.788416442769696","0.7380887959839","0.838744089555492"
"Unbefristet","1993","(Fach-)Abitur","Westdeutschland","73","0.746635715039316","0.662640111205536","0.830631318873095"
"Unbefristet","1993","(Fach-)Abitur","Ostdeutschland","14","","",""
"Unbefristet","1993","AkademikerIn","Westdeutschland","73","0.708355140068428","0.620148619046625","0.796561661090231"
"Unbefristet","1993","AkademikerIn","Ostdeutschland","131","0.81883450418927","0.759524713061009","0.878144295317531"
"Befristet","1993","(noch) kein Abschluss","Westdeutschland","8","","",""
"Befristet","1993","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Befristet","1993","Hauptschule","Westdeutschland","68","0.186202665194235","0.14488631216776","0.227519018220709"
"Befristet","1993","Hauptschule","Ostdeutschland","39","0.326742462505206","0.241020407876032","0.412464517134381"
"Befristet","1993","Realschule","Westdeutschland","37","0.19909952419104","0.145090935279953","0.253108113102126"
"Befristet","1993","Realschule","Ostdeutschland","56","0.211583557230304","0.161255910444508","0.2619112040161"
"Befristet","1993","(Fach-)Abitur","Westdeutschland","30","0.253364284960684","0.169368681126905","0.337359888794464"
"Befristet","1993","(Fach-)Abitur","Ostdeutschland","5","","",""
"Befristet","1993","AkademikerIn","Westdeutschland","29","","",""
"Befristet","1993","AkademikerIn","Ostdeutschland","31","0.18116549581073","0.121855704682469","0.240475286938991"
"Unbefristet","1994","(noch) kein Abschluss","Westdeutschland","16","","",""
"Unbefristet","1994","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Unbefristet","1994","Hauptschule","Westdeutschland","233","0.769751660779444","0.723112632570112","0.816390688988776"
"Unbefristet","1994","Hauptschule","Ostdeutschland","62","0.596755397609305","0.503807694620988","0.689703100597622"
"Unbefristet","1994","Realschule","Westdeutschland","136","0.697508283028897","0.63131808887827","0.763698477179524"
"Unbefristet","1994","Realschule","Ostdeutschland","152","0.685605908030468","0.624806612717476","0.74640520334346"
"Unbefristet","1994","(Fach-)Abitur","Westdeutschland","62","0.531049067452033","0.437791780747643","0.624306354156422"
"Unbefristet","1994","(Fach-)Abitur","Ostdeutschland","8","","",""
"Unbefristet","1994","AkademikerIn","Westdeutschland","66","0.675558393789591","0.585145744068532","0.76597104351065"
"Unbefristet","1994","AkademikerIn","Ostdeutschland","60","0.748697828264238","0.658070711696104","0.839324944832373"
"Befristet","1994","(noch) kein Abschluss","Westdeutschland","10","","",""
"Befristet","1994","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Befristet","1994","Hauptschule","Westdeutschland","80","0.230248339220556","0.183609311011224","0.276887367429888"
"Befristet","1994","Hauptschule","Ostdeutschland","45","0.403244602390695","0.310296899402378","0.496192305379012"
"Befristet","1994","Realschule","Westdeutschland","49","0.302491716971103","0.236301522820476","0.36868191112173"
"Befristet","1994","Realschule","Ostdeutschland","72","0.314394091969532","0.25359479665654","0.375193387282524"
"Befristet","1994","(Fach-)Abitur","Westdeutschland","48","0.468950932547967","0.375693645843578","0.562208219252357"
"Befristet","1994","(Fach-)Abitur","Ostdeutschland","13","","",""
"Befristet","1994","AkademikerIn","Westdeutschland","37","0.324441606210409","0.23402895648935","0.414854255931468"
"Befristet","1994","AkademikerIn","Ostdeutschland","28","","",""
"Unbefristet","1995","(noch) kein Abschluss","Westdeutschland","235","0.902658675429996","0.866204973450537","0.939112377409454"
"Unbefristet","1995","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Unbefristet","1995","Hauptschule","Westdeutschland","2256","0.914645624335743","0.903642287363209","0.925648961308278"
"Unbefristet","1995","Hauptschule","Ostdeutschland","330","0.784267593921723","0.744693236540932","0.823841951302515"
"Unbefristet","1995","Realschule","Westdeutschland","999","0.902236859679965","0.884843361575011","0.919630357784919"
"Unbefristet","1995","Realschule","Ostdeutschland","787","0.836230015512532","0.812672800151613","0.85978723087345"
"Unbefristet","1995","(Fach-)Abitur","Westdeutschland","388","0.810208199210106","0.775091201886238","0.845325196533974"
"Unbefristet","1995","(Fach-)Abitur","Ostdeutschland","53","0.603070006315071","0.499058963299286","0.707081049330856"
"Unbefristet","1995","AkademikerIn","Westdeutschland","552","0.875398117178816","0.849669802283584","0.901126432074049"
"Unbefristet","1995","AkademikerIn","Ostdeutschland","499","0.88398618445575","0.857367395730042","0.910604973181458"
"Befristet","1995","(noch) kein Abschluss","Westdeutschland","19","","",""
"Befristet","1995","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Befristet","1995","Hauptschule","Westdeutschland","221","0.0853543756642567","0.074351038691722","0.0963577126367913"
"Befristet","1995","Hauptschule","Ostdeutschland","85","0.215732406078277","0.176158048697485","0.255306763459068"
"Befristet","1995","Realschule","Westdeutschland","121","0.0977631403200354","0.0803696422150814","0.115156638424989"
"Befristet","1995","Realschule","Ostdeutschland","161","0.163769984487469","0.14021276912655","0.187327199848387"
"Befristet","1995","(Fach-)Abitur","Westdeutschland","91","0.189791800789894","0.154674803466026","0.224908798113762"
"Befristet","1995","(Fach-)Abitur","Ostdeutschland","32","0.396929993684929","0.292918950669144","0.500941036700714"
"Befristet","1995","AkademikerIn","Westdeutschland","81","0.124601882821184","0.098873567925951","0.150330197716416"
"Befristet","1995","AkademikerIn","Ostdeutschland","57","0.11601381554425","0.0893950268185421","0.142632604269958"
"Unbefristet","1996","(noch) kein Abschluss","Westdeutschland","219","0.88453993829299","0.843505853976091","0.92557402260989"
"Unbefristet","1996","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Unbefristet","1996","Hauptschule","Westdeutschland","2154","0.911451105455755","0.900025623101157","0.922876587810353"
"Unbefristet","1996","Hauptschule","Ostdeutschland","308","0.799446638237012","0.75960456388268","0.839288712591343"
"Unbefristet","1996","Realschule","Westdeutschland","992","0.899501685688004","0.881861775357722","0.917141596018285"
"Unbefristet","1996","Realschule","Ostdeutschland","772","0.853698038873638","0.830811634351055","0.876584443396221"
"Unbefristet","1996","(Fach-)Abitur","Westdeutschland","396","0.838332866669956","0.805260617610072","0.87140511572984"
"Unbefristet","1996","(Fach-)Abitur","Ostdeutschland","60","0.669298336948423","0.572100880803705","0.766495793093141"
"Unbefristet","1996","AkademikerIn","Westdeutschland","553","0.88615849332373","0.861117020234028","0.911199966413432"
"Unbefristet","1996","AkademikerIn","Ostdeutschland","490","0.89806676969571","0.872594909940197","0.923538629451223"
"Befristet","1996","(noch) kein Abschluss","Westdeutschland","14","","",""
"Befristet","1996","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Befristet","1996","Hauptschule","Westdeutschland","221","0.0885488945442452","0.077123412189647","0.0999743768988434"
"Befristet","1996","Hauptschule","Ostdeutschland","80","0.200553361762988","0.160711287408657","0.240395436117319"
"Befristet","1996","Realschule","Westdeutschland","124","0.100498314311996","0.0828584039817146","0.118138224642278"
"Befristet","1996","Realschule","Ostdeutschland","144","0.146301961126362","0.123415556603779","0.169188365648945"
"Befristet","1996","(Fach-)Abitur","Westdeutschland","80","0.161667133330044","0.12859488427016","0.194739382389928"
"Befristet","1996","(Fach-)Abitur","Ostdeutschland","30","0.330701663051577","0.233504206906859","0.427899119196295"
"Befristet","1996","AkademikerIn","Westdeutschland","65","0.11384150667627","0.0888000335865678","0.138882979765972"
"Befristet","1996","AkademikerIn","Ostdeutschland","52","0.10193323030429","0.076461370548777","0.127405090059803"
"Unbefristet","1997","(noch) kein Abschluss","Westdeutschland","198","0.885900889945512","0.843002542647807","0.928799237243216"
"Unbefristet","1997","(noch) kein Abschluss","Ostdeutschland","6","","",""
"Unbefristet","1997","Hauptschule","Westdeutschland","2009","0.902922721062931","0.89066495719464","0.915180484931222"
"Unbefristet","1997","Hauptschule","Ostdeutschland","273","0.811738601895866","0.770488285607858","0.852988918183873"
"Unbefristet","1997","Realschule","Westdeutschland","942","0.876492910276512","0.85704952435435","0.895936296198675"
"Unbefristet","1997","Realschule","Ostdeutschland","730","0.836957505375264","0.812550816507721","0.861364194242808"
"Unbefristet","1997","(Fach-)Abitur","Westdeutschland","386","0.807272813227053","0.771986269096768","0.842559357357337"
"Unbefristet","1997","(Fach-)Abitur","Ostdeutschland","63","0.716782750235263","0.623176098523712","0.810389401946814"
"Unbefristet","1997","AkademikerIn","Westdeutschland","556","0.859990921655645","0.833107587162038","0.886874256149252"
"Unbefristet","1997","AkademikerIn","Ostdeutschland","475","0.881615069181535","0.85418845474369","0.90904168361938"
"Befristet","1997","(noch) kein Abschluss","Westdeutschland","13","","",""
"Befristet","1997","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Befristet","1997","Hauptschule","Westdeutschland","232","0.0970772789370692","0.0848195150687784","0.10933504280536"
"Befristet","1997","Hauptschule","Ostdeutschland","72","0.188261398104134","0.147011081816127","0.229511714392142"
"Befristet","1997","Realschule","Westdeutschland","158","0.123507089723488","0.104063703801325","0.14295047564565"
"Befristet","1997","Realschule","Ostdeutschland","150","0.163042494624736","0.138635805757192","0.187449183492279"
"Befristet","1997","(Fach-)Abitur","Westdeutschland","94","0.192727186772947","0.157440642642663","0.228013730903232"
"Befristet","1997","(Fach-)Abitur","Ostdeutschland","26","","",""
"Befristet","1997","AkademikerIn","Westdeutschland","84","0.140009078344355","0.113125743850748","0.166892412837962"
"Befristet","1997","AkademikerIn","Ostdeutschland","58","0.118384930818465","0.0909583163806201","0.14581154525631"
"Unbefristet","1998","(noch) kein Abschluss","Westdeutschland","191","0.918868465709516","0.881583306742445","0.956153624676587"
"Unbefristet","1998","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Unbefristet","1998","Hauptschule","Westdeutschland","2101","0.895093286818569","0.882748467092156","0.907438106544982"
"Unbefristet","1998","Hauptschule","Ostdeutschland","274","0.804519123280856","0.762733164980961","0.84630508158075"
"Unbefristet","1998","Realschule","Westdeutschland","1093","0.882145962367606","0.864299925697363","0.899991999037848"
"Unbefristet","1998","Realschule","Ostdeutschland","776","0.8312294778793","0.807311117524008","0.855147838234593"
"Unbefristet","1998","(Fach-)Abitur","Westdeutschland","446","0.798688346138889","0.765085384200791","0.832291308076987"
"Unbefristet","1998","(Fach-)Abitur","Ostdeutschland","64","0.713807356146394","0.621947373355469","0.805667338937319"
"Unbefristet","1998","AkademikerIn","Westdeutschland","652","0.875496456081","0.851708874860997","0.899284037301003"
"Unbefristet","1998","AkademikerIn","Ostdeutschland","479","0.892615877528199","0.866132658071148","0.919099096985251"
"Befristet","1998","(noch) kein Abschluss","Westdeutschland","15","","",""
"Befristet","1998","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Befristet","1998","Hauptschule","Westdeutschland","266","0.104906713181431","0.0925618934550176","0.117251532907844"
"Befristet","1998","Hauptschule","Ostdeutschland","72","0.195480876719144","0.153694918419249","0.237266835019039"
"Befristet","1998","Realschule","Westdeutschland","161","0.117854037632394","0.100008000962152","0.135700074302637"
"Befristet","1998","Realschule","Ostdeutschland","166","0.1687705221207","0.144852161765407","0.192688882475992"
"Befristet","1998","(Fach-)Abitur","Westdeutschland","101","0.201311653861111","0.167708691923013","0.234914615799209"
"Befristet","1998","(Fach-)Abitur","Ostdeutschland","29","","",""
"Befristet","1998","AkademikerIn","Westdeutschland","88","0.124503543919","0.100715962698997","0.148291125139003"
"Befristet","1998","AkademikerIn","Ostdeutschland","46","0.107384122471801","0.0809009030147493","0.133867341928852"
"Unbefristet","1999","(noch) kein Abschluss","Westdeutschland","202","0.84852950605922","0.801048104634526","0.896010907483914"
"Unbefristet","1999","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Unbefristet","1999","Hauptschule","Westdeutschland","2090","0.901743692975842","0.889688437430475","0.913798948521209"
"Unbefristet","1999","Hauptschule","Ostdeutschland","251","0.7511110866639","0.705152835477624","0.797069337850176"
"Unbefristet","1999","Realschule","Westdeutschland","1095","0.8514914531024","0.832071148814526","0.870911757390274"
"Unbefristet","1999","Realschule","Ostdeutschland","771","0.828337302902093","0.80438368086988","0.852290924934306"
"Unbefristet","1999","(Fach-)Abitur","Westdeutschland","444","0.822371642738729","0.790224795302309","0.854518490175149"
"Unbefristet","1999","(Fach-)Abitur","Ostdeutschland","80","0.689143934061648","0.605633309926983","0.772654558196312"
"Unbefristet","1999","AkademikerIn","Westdeutschland","664","0.876794808840558","0.853396903665055","0.90019271401606"
"Unbefristet","1999","AkademikerIn","Ostdeutschland","464","0.87942361798479","0.851568908967482","0.907278327002098"
"Befristet","1999","(noch) kein Abschluss","Westdeutschland","17","","",""
"Befristet","1999","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Befristet","1999","Hauptschule","Westdeutschland","252","0.0982563070241577","0.0862010514787907","0.110311562569525"
"Befristet","1999","Hauptschule","Ostdeutschland","89","0.2488889133361","0.202930662149824","0.294847164522376"
"Befristet","1999","Realschule","Westdeutschland","193","0.1485085468976","0.129088242609726","0.167928851185474"
"Befristet","1999","Realschule","Ostdeutschland","181","0.171662697097907","0.147709075065694","0.19561631913012"
"Befristet","1999","(Fach-)Abitur","Westdeutschland","99","0.177628357261271","0.145481509824851","0.209775204697691"
"Befristet","1999","(Fach-)Abitur","Ostdeutschland","38","0.310856065938352","0.227345441803688","0.394366690073017"
"Befristet","1999","AkademikerIn","Westdeutschland","94","0.123205191159442","0.0998072859839402","0.146603096334944"
"Befristet","1999","AkademikerIn","Ostdeutschland","61","0.12057638201521","0.092721672997902","0.148431091032518"
"Unbefristet","2000","(noch) kein Abschluss","Westdeutschland","123","0.837215128189472","0.777333001228715","0.89709725515023"
"Unbefristet","2000","(noch) kein Abschluss","Ostdeutschland","4","","",""
