"ple0021","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Nein","2013","Realschule","Westdeutschland","2744","0.807242500485925","0.79389868365421","0.820586317317641"
"Nein","2013","Realschule","Ostdeutschland","1373","0.82782189408304","0.809784929596374","0.845858858569705"
"Nein","2013","(Fach-)Abitur","Westdeutschland","1620","0.84080512162391","0.824245146694392","0.857365096553427"
"Nein","2013","(Fach-)Abitur","Ostdeutschland","311","0.924344053350974","0.896234949944301","0.952453156757647"
"Nein","2013","AkademikerIn","Westdeutschland","2732","0.833800539633811","0.821021883561716","0.846579195705906"
"Nein","2013","AkademikerIn","Ostdeutschland","967","0.79191803554466","0.769007682918025","0.814828388171295"
"Ja","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2014","Hauptschule","Westdeutschland","","","",""
"Ja","2014","Hauptschule","Ostdeutschland","","","",""
"Ja","2014","Realschule","Westdeutschland","","","",""
"Ja","2014","Realschule","Ostdeutschland","","","",""
"Ja","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2014","AkademikerIn","Westdeutschland","","","",""
"Ja","2014","AkademikerIn","Ostdeutschland","","","",""
"Nein","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2014","Hauptschule","Westdeutschland","","","",""
"Nein","2014","Hauptschule","Ostdeutschland","","","",""
"Nein","2014","Realschule","Westdeutschland","","","",""
"Nein","2014","Realschule","Ostdeutschland","","","",""
"Nein","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2014","AkademikerIn","Westdeutschland","","","",""
"Nein","2014","AkademikerIn","Ostdeutschland","","","",""
"Ja","2015","(noch) kein Abschluss","Westdeutschland","74","0.149307295332427","0.12301838355954","0.175596207105314"
"Ja","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2015","Hauptschule","Westdeutschland","1521","0.284104230001969","0.27288389164601","0.295324568357927"
"Ja","2015","Hauptschule","Ostdeutschland","339","0.314757157097423","0.288065945095607","0.341448369099239"
"Ja","2015","Realschule","Westdeutschland","732","0.195187456382056","0.183602130345781","0.206772782418332"
"Ja","2015","Realschule","Ostdeutschland","385","0.194636841181343","0.177298161647688","0.211975520714997"
"Ja","2015","(Fach-)Abitur","Westdeutschland","367","0.129975177535011","0.118269016576026","0.141681338493995"
"Ja","2015","(Fach-)Abitur","Ostdeutschland","43","0.0763987810900407","0.0526844960638419","0.10011306611624"
"Ja","2015","AkademikerIn","Westdeutschland","628","0.158692618639759","0.148025183155833","0.169360054123686"
"Ja","2015","AkademikerIn","Ostdeutschland","261","0.200785130402743","0.179541913054604","0.222028347750882"
"Nein","2015","(noch) kein Abschluss","Westdeutschland","632","0.850692704667573","0.824403792894686","0.87698161644046"
"Nein","2015","(noch) kein Abschluss","Ostdeutschland","98","0.748804400861217","0.667756465544145","0.82985233617829"
"Nein","2015","Hauptschule","Westdeutschland","4685","0.715895769998031","0.704675431642072","0.72711610835399"
"Nein","2015","Hauptschule","Ostdeutschland","824","0.685242842902577","0.658551630900761","0.711934054904393"
"Nein","2015","Realschule","Westdeutschland","3764","0.804812543617944","0.793227217581668","0.816397869654219"
"Nein","2015","Realschule","Ostdeutschland","1618","0.805363158818657","0.788024479285003","0.822701838352312"
"Nein","2015","(Fach-)Abitur","Westdeutschland","2803","0.870024822464989","0.858318661506005","0.881730983423974"
"Nein","2015","(Fach-)Abitur","Ostdeutschland","439","0.923601218909959","0.899886933883761","0.947315503936158"
"Nein","2015","AkademikerIn","Westdeutschland","3879","0.841307381360241","0.830639945876314","0.851974816844168"
"Nein","2015","AkademikerIn","Ostdeutschland","1105","0.799214869597257","0.777971652249118","0.820458086945396"
"Ja","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2016","Hauptschule","Westdeutschland","","","",""
"Ja","2016","Hauptschule","Ostdeutschland","","","",""
"Ja","2016","Realschule","Westdeutschland","","","",""
"Ja","2016","Realschule","Ostdeutschland","","","",""
"Ja","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2016","AkademikerIn","Westdeutschland","","","",""
"Ja","2016","AkademikerIn","Ostdeutschland","","","",""
"Nein","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2016","Hauptschule","Westdeutschland","","","",""
"Nein","2016","Hauptschule","Ostdeutschland","","","",""
"Nein","2016","Realschule","Westdeutschland","","","",""
"Nein","2016","Realschule","Ostdeutschland","","","",""
"Nein","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2016","AkademikerIn","Westdeutschland","","","",""
"Nein","2016","AkademikerIn","Ostdeutschland","","","",""
"Ja","2017","(noch) kein Abschluss","Westdeutschland","87","0.162180595307011","0.136795416074199","0.187565774539822"
"Ja","2017","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2017","Hauptschule","Westdeutschland","1595","0.308185394534677","0.296566575614954","0.3198042134544"
"Ja","2017","Hauptschule","Ostdeutschland","325","0.335541262217956","0.307650434251248","0.363432090184665"
"Ja","2017","Realschule","Westdeutschland","848","0.206840140408127","0.195314275463063","0.218366005353191"
"Ja","2017","Realschule","Ostdeutschland","460","0.216876663596945","0.199632137096384","0.234121190097505"
"Ja","2017","(Fach-)Abitur","Westdeutschland","406","0.141729508420319","0.130262989017124","0.153196027823514"
"Ja","2017","(Fach-)Abitur","Ostdeutschland","56","0.0796943336346366","0.0579338081878464","0.101454859081427"
"Ja","2017","AkademikerIn","Westdeutschland","680","0.147798539706591","0.138041075445612","0.15755600396757"
"Ja","2017","AkademikerIn","Ostdeutschland","280","0.196997929728162","0.176405188629895","0.217590670826429"
"Nein","2017","(noch) kein Abschluss","Westdeutschland","723","0.837819404692989","0.812434225460178","0.863204583925801"
"Nein","2017","(noch) kein Abschluss","Ostdeutschland","112","0.718789296521933","0.640287509606944","0.797291083436922"
"Nein","2017","Hauptschule","Westdeutschland","4472","0.691814605465323","0.6801957865456","0.703433424385046"
"Nein","2017","Hauptschule","Ostdeutschland","776","0.664458737782044","0.636567909815336","0.692349565748753"
"Nein","2017","Realschule","Westdeutschland","3896","0.793159859591873","0.781633994646809","0.804685724536937"
"Nein","2017","Realschule","Ostdeutschland","1734","0.783123336403055","0.765878809902495","0.800367862903616"
"Nein","2017","(Fach-)Abitur","Westdeutschland","3148","0.858270491579681","0.846803972176486","0.869737010982876"
"Nein","2017","(Fach-)Abitur","Ostdeutschland","539","0.920305666365363","0.898545140918573","0.942066191812154"
"Nein","2017","AkademikerIn","Westdeutschland","4402","0.852201460293409","0.84244399603243","0.861958924554388"
"Nein","2017","AkademikerIn","Ostdeutschland","1153","0.803002070271838","0.782409329173571","0.823594811370105"
"Ja","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2018","Hauptschule","Westdeutschland","","","",""
"Ja","2018","Hauptschule","Ostdeutschland","","","",""
"Ja","2018","Realschule","Westdeutschland","","","",""
"Ja","2018","Realschule","Ostdeutschland","","","",""
"Ja","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2018","AkademikerIn","Westdeutschland","","","",""
"Ja","2018","AkademikerIn","Ostdeutschland","","","",""
"Nein","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2018","Hauptschule","Westdeutschland","","","",""
"Nein","2018","Hauptschule","Ostdeutschland","","","",""
"Nein","2018","Realschule","Westdeutschland","","","",""
"Nein","2018","Realschule","Ostdeutschland","","","",""
"Nein","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2018","AkademikerIn","Westdeutschland","","","",""
"Nein","2018","AkademikerIn","Ostdeutschland","","","",""
"Ja","2019","(noch) kein Abschluss","Westdeutschland","76","0.154036691767799","0.126763974280984","0.181309409254615"
"Ja","2019","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2019","Hauptschule","Westdeutschland","1512","0.311663005855091","0.299165053044062","0.32416095866612"
"Ja","2019","Hauptschule","Ostdeutschland","283","0.360989774379271","0.330270097109469","0.391709451649073"
"Ja","2019","Realschule","Westdeutschland","890","0.206026047823574","0.19431785194094","0.217734243706207"
"Ja","2019","Realschule","Ostdeutschland","469","0.237472705362011","0.219518883255134","0.255426527468888"
"Ja","2019","(Fach-)Abitur","Westdeutschland","506","0.166588590546051","0.154315965230421","0.178861215861681"
"Ja","2019","(Fach-)Abitur","Ostdeutschland","64","0.087934746426856","0.065349603931358","0.110519888922354"
"Ja","2019","AkademikerIn","Westdeutschland","822","0.151777841890843","0.142225553160392","0.161330130621295"
"Ja","2019","AkademikerIn","Ostdeutschland","328","0.207881066922236","0.187966520797027","0.227795613047446"
"Nein","2019","(noch) kein Abschluss","Westdeutschland","597","0.845963308232201","0.818690590745385","0.873236025719016"
"Nein","2019","(noch) kein Abschluss","Ostdeutschland","94","0.881612203918791","0.819521914252578","0.943702493585005"
"Nein","2019","Hauptschule","Westdeutschland","3764","0.688336994144909","0.67583904133388","0.700834946955938"
"Nein","2019","Hauptschule","Ostdeutschland","656","0.639010225620729","0.608290548350927","0.669729902890531"
"Nein","2019","Realschule","Westdeutschland","3694","0.793973952176426","0.782265756293793","0.80568214805906"
"Nein","2019","Realschule","Ostdeutschland","1689","0.762527294637989","0.744573472531111","0.780481116744866"
"Nein","2019","(Fach-)Abitur","Westdeutschland","3035","0.833411409453949","0.821138784138319","0.845684034769579"
"Nein","2019","(Fach-)Abitur","Ostdeutschland","540","0.912065253573144","0.889480111077646","0.934650396068642"
"Nein","2019","AkademikerIn","Westdeutschland","4598","0.848222158109156","0.838669869378705","0.857774446839608"
"Nein","2019","AkademikerIn","Ostdeutschland","1267","0.792118933077764","0.772204386952554","0.812033479202973"
