year,rentown,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2003,Owner,West,,,,,,,,,,,,
2003,Owner,East,,,,,,,,,,,,
2003,Tenant,West,,,,,,,,,,,,
2003,Tenant,East,,,,,,,,,,,,
2004,Owner,West,,,,,,,,,,,,
2004,Owner,East,,,,,,,,,,,,
2004,Tenant,West,,,,,,,,,,,,
2004,Tenant,East,,,,,,,,,,,,
2005,Owner,West,,,,,,,,,,,,
2005,Owner,East,,,,,,,,,,,,
2005,Tenant,West,,,,,,,,,,,,
2005,Tenant,East,,,,,,,,,,,,
2006,Owner,West,4782,3.85961,3.81507,3.90414,3.00000,4.00000,5.00000,1.00000,7.00000,4.00000,4.00000,4.00000
2006,Owner,East,1205,3.55196,3.46911,3.63480,2.00000,3.00000,5.00000,1.00000,7.00000,3.00000,3.00000,4.00000
2006,Tenant,West,4514,3.09748,3.05312,3.14184,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,3.00000,3.00000
2006,Tenant,East,1716,3.15023,3.07691,3.22355,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,3.00000,3.00000
2007,Owner,West,,,,,,,,,,,,
2007,Owner,East,,,,,,,,,,,,
2007,Tenant,West,,,,,,,,,,,,
2007,Tenant,East,,,,,,,,,,,,
2008,Owner,West,,,,,,,,,,,,
2008,Owner,East,,,,,,,,,,,,
2008,Tenant,West,,,,,,,,,,,,
2008,Tenant,East,,,,,,,,,,,,
2009,Owner,West,,,,,,,,,,,,
2009,Owner,East,,,,,,,,,,,,
2009,Tenant,West,,,,,,,,,,,,
2009,Tenant,East,,,,,,,,,,,,
2010,Owner,West,,,,,,,,,,,,
2010,Owner,East,,,,,,,,,,,,
2010,Tenant,West,,,,,,,,,,,,
2010,Tenant,East,,,,,,,,,,,,
2011,Owner,West,4751,3.99397,3.94879,4.03914,3.00000,4.00000,5.00000,1.00000,7.00000,4.00000,4.00000,4.00000
2011,Owner,East,1159,3.74157,3.65525,3.82790,2.00000,4.00000,5.00000,1.00000,7.00000,4.00000,3.00000,4.00000
2011,Tenant,West,4378,3.24597,3.20057,3.29137,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,3.00000,3.00000
2011,Tenant,East,1723,3.22713,3.15451,3.29976,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,3.00000,3.00000
2012,Owner,West,,,,,,,,,,,,
2012,Owner,East,,,,,,,,,,,,
2012,Tenant,West,,,,,,,,,,,,
2012,Tenant,East,,,,,,,,,,,,
2013,Owner,West,,,,,,,,,,,,
2013,Owner,East,,,,,,,,,,,,
2013,Tenant,West,,,,,,,,,,,,
2013,Tenant,East,,,,,,,,,,,,
2014,Owner,West,,,,,,,,,,,,
2014,Owner,East,,,,,,,,,,,,
2014,Tenant,West,,,,,,,,,,,,
2014,Tenant,East,,,,,,,,,,,,
2015,Owner,West,,,,,,,,,,,,
2015,Owner,East,,,,,,,,,,,,
2015,Tenant,West,,,,,,,,,,,,
2015,Tenant,East,,,,,,,,,,,,
2016,Owner,West,5137,3.93388,3.89034,3.97741,3.00000,4.00000,5.00000,1.00000,7.00000,4.00000,4.00000,4.00000
2016,Owner,East,1156,3.73400,3.64659,3.82142,3.00000,4.00000,5.00000,1.00000,7.00000,4.00000,3.00000,4.00000
2016,Tenant,West,6059,3.09299,3.05468,3.13130,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,3.00000,3.00000
2016,Tenant,East,1912,3.09735,3.02934,3.16536,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,3.00000,3.00000
2017,Owner,West,,,,,,,,,,,,
2017,Owner,East,,,,,,,,,,,,
2017,Tenant,West,,,,,,,,,,,,
2017,Tenant,East,,,,,,,,,,,,
2018,Owner,West,,,,,,,,,,,,
2018,Owner,East,,,,,,,,,,,,
2018,Tenant,West,,,,,,,,,,,,
2018,Tenant,East,,,,,,,,,,,,
2019,Owner,West,,,,,,,,,,,,
2019,Owner,East,,,,,,,,,,,,
2019,Tenant,West,,,,,,,,,,,,
2019,Tenant,East,,,,,,,,,,,,
2020,Owner,West,,,,,,,,,,,,
2020,Owner,East,,,,,,,,,,,,
2020,Tenant,West,,,,,,,,,,,,
2020,Tenant,East,,,,,,,,,,,,
2021,Owner,West,4141,3.92353,3.87535,3.97170,3.00000,4.00000,5.00000,1.00000,7.00000,4.00000,4.00000,4.00000
2021,Owner,East,952,3.90116,3.80788,3.99444,3.00000,4.00000,5.00000,1.00000,7.00000,4.00000,4.00000,4.00000
2021,Tenant,West,5771,3.10588,3.06630,3.14546,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,3.00000,3.00000
2021,Tenant,East,1619,3.07414,3.00071,3.14757,2.00000,3.00000,4.00000,1.00000,7.00000,3.00000,3.00000,3.00000
