year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2012,Urban regions,Owner,,,,,,,,,,,,
2012,Urban regions,Tenant,,,,,,,,,,,,
2012,Rural regions,Owner,,,,,,,,,,,,
2012,Rural regions,Tenant,,,,,,,,,,,,
2013,Urban regions,Owner,,,,,,,,,,,,
2013,Urban regions,Tenant,,,,,,,,,,,,
2013,Rural regions,Owner,,,,,,,,,,,,
2013,Rural regions,Tenant,,,,,,,,,,,,
2014,Urban regions,Owner,,,,,,,,,,,,
2014,Urban regions,Tenant,,,,,,,,,,,,
2014,Rural regions,Owner,,,,,,,,,,,,
2014,Rural regions,Tenant,,,,,,,,,,,,
2015,Urban regions,Owner,,,,,,,,,,,,
2015,Urban regions,Tenant,,,,,,,,,,,,
2015,Rural regions,Owner,,,,,,,,,,,,
2015,Rural regions,Tenant,,,,,,,,,,,,
2016,Urban regions,Owner,3758,4.04276795339519,4.018099227907057,4.067436678883323,3.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0
2016,Urban regions,Tenant,5576,3.1821461808152223,3.1626132263339533,3.2016791352964913,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2016,Rural regions,Owner,2535,3.6613563713608768,3.6323817721047433,3.69033097061701,2.0,4.0,5.0,1.0,7.0,4.0,4.0,5.0
2016,Rural regions,Tenant,2395,2.8668182171540146,2.838548755504167,2.895087678803862,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0
2017,Urban regions,Owner,,,,,,,,,,,,
2017,Urban regions,Tenant,,,,,,,,,,,,
2017,Rural regions,Owner,,,,,,,,,,,,
2017,Rural regions,Tenant,,,,,,,,,,,,
2018,Urban regions,Owner,,,,,,,,,,,,
2018,Urban regions,Tenant,,,,,,,,,,,,
2018,Rural regions,Owner,,,,,,,,,,,,
2018,Rural regions,Tenant,,,,,,,,,,,,
2019,Urban regions,Owner,,,,,,,,,,,,
2019,Urban regions,Tenant,,,,,,,,,,,,
2019,Rural regions,Owner,,,,,,,,,,,,
2019,Rural regions,Tenant,,,,,,,,,,,,
2020,Urban regions,Owner,,,,,,,,,,,,
2020,Urban regions,Tenant,,,,,,,,,,,,
2020,Rural regions,Owner,,,,,,,,,,,,
2020,Rural regions,Tenant,,,,,,,,,,,,
2021,Urban regions,Owner,3128,4.010964177056837,3.9838050642893936,4.038123289824281,3.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0
2021,Urban regions,Tenant,5419,3.1735933631727806,3.15376101286597,3.1934257134795914,2.0,3.0,4.0,1.0,7.0,3.0,3.0,3.0
2021,Rural regions,Owner,1965,3.7547026777674355,3.722800611775176,3.786604743759695,3.0,4.0,5.0,1.0,7.0,4.0,4.0,4.0
2021,Rural regions,Tenant,1970,2.912941178116494,2.8810199379608035,2.9448624182721845,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0
