"ple0055","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"7","1984","(Fach-)Abitur","weiblich","","","",""
"7","1984","AkademikerIn","maennlich","","","",""
"7","1984","AkademikerIn","weiblich","","","",""
"8","1984","(noch) kein Abschluss","maennlich","","","",""
"8","1984","(noch) kein Abschluss","weiblich","","","",""
"8","1984","Hauptschule","maennlich","","","",""
"8","1984","Hauptschule","weiblich","1","","",""
"8","1984","Realschule","maennlich","","","",""
"8","1984","Realschule","weiblich","","","",""
"8","1984","(Fach-)Abitur","maennlich","","","",""
"8","1984","(Fach-)Abitur","weiblich","","","",""
"8","1984","AkademikerIn","maennlich","","","",""
"8","1984","AkademikerIn","weiblich","","","",""
"9","1984","(noch) kein Abschluss","maennlich","","","",""
"9","1984","(noch) kein Abschluss","weiblich","","","",""
"9","1984","Hauptschule","maennlich","1","","",""
"9","1984","Hauptschule","weiblich","1","","",""
"9","1984","Realschule","maennlich","","","",""
"9","1984","Realschule","weiblich","","","",""
"9","1984","(Fach-)Abitur","maennlich","","","",""
"9","1984","(Fach-)Abitur","weiblich","","","",""
"9","1984","AkademikerIn","maennlich","","","",""
"9","1984","AkademikerIn","weiblich","","","",""
"10","1984","(noch) kein Abschluss","maennlich","","","",""
"10","1984","(noch) kein Abschluss","weiblich","","","",""
"10","1984","Hauptschule","maennlich","1","","",""
"10","1984","Hauptschule","weiblich","","","",""
"10","1984","Realschule","maennlich","","","",""
"10","1984","Realschule","weiblich","1","","",""
"10","1984","(Fach-)Abitur","maennlich","1","","",""
"10","1984","(Fach-)Abitur","weiblich","","","",""
"10","1984","AkademikerIn","maennlich","","","",""
"10","1984","AkademikerIn","weiblich","","","",""
"11","1984","(noch) kein Abschluss","maennlich","","","",""
"11","1984","(noch) kein Abschluss","weiblich","","","",""
"11","1984","Hauptschule","maennlich","","","",""
"11","1984","Hauptschule","weiblich","","","",""
"11","1984","Realschule","maennlich","","","",""
"11","1984","Realschule","weiblich","","","",""
"11","1984","(Fach-)Abitur","maennlich","","","",""
"11","1984","(Fach-)Abitur","weiblich","","","",""
"11","1984","AkademikerIn","maennlich","","","",""
"11","1984","AkademikerIn","weiblich","","","",""
"12","1984","(noch) kein Abschluss","maennlich","","","",""
"12","1984","(noch) kein Abschluss","weiblich","","","",""
"12","1984","Hauptschule","maennlich","1","","",""
"12","1984","Hauptschule","weiblich","","","",""
"12","1984","Realschule","maennlich","","","",""
"12","1984","Realschule","weiblich","","","",""
"12","1984","(Fach-)Abitur","maennlich","","","",""
"12","1984","(Fach-)Abitur","weiblich","","","",""
"12","1984","AkademikerIn","maennlich","","","",""
"12","1984","AkademikerIn","weiblich","","","",""
"13","1984","(noch) kein Abschluss","maennlich","","","",""
"13","1984","(noch) kein Abschluss","weiblich","","","",""
"13","1984","Hauptschule","maennlich","","","",""
"13","1984","Hauptschule","weiblich","","","",""
"13","1984","Realschule","maennlich","","","",""
"13","1984","Realschule","weiblich","","","",""
"13","1984","(Fach-)Abitur","maennlich","","","",""
"13","1984","(Fach-)Abitur","weiblich","","","",""
"13","1984","AkademikerIn","maennlich","","","",""
"13","1984","AkademikerIn","weiblich","","","",""
"14","1984","(noch) kein Abschluss","maennlich","","","",""
"14","1984","(noch) kein Abschluss","weiblich","","","",""
"14","1984","Hauptschule","maennlich","","","",""
"14","1984","Hauptschule","weiblich","1","","",""
"14","1984","Realschule","maennlich","","","",""
"14","1984","Realschule","weiblich","","","",""
"14","1984","(Fach-)Abitur","maennlich","","","",""
"14","1984","(Fach-)Abitur","weiblich","","","",""
"14","1984","AkademikerIn","maennlich","","","",""
"14","1984","AkademikerIn","weiblich","","","",""
"15","1984","(noch) kein Abschluss","maennlich","","","",""
"15","1984","(noch) kein Abschluss","weiblich","","","",""
"15","1984","Hauptschule","maennlich","","","",""
"15","1984","Hauptschule","weiblich","","","",""
"15","1984","Realschule","maennlich","","","",""
"15","1984","Realschule","weiblich","","","",""
"15","1984","(Fach-)Abitur","maennlich","","","",""
"15","1984","(Fach-)Abitur","weiblich","","","",""
"15","1984","AkademikerIn","maennlich","","","",""
"15","1984","AkademikerIn","weiblich","","","",""
"16","1984","(noch) kein Abschluss","maennlich","","","",""
"16","1984","(noch) kein Abschluss","weiblich","","","",""
"16","1984","Hauptschule","maennlich","","","",""
"16","1984","Hauptschule","weiblich","","","",""
"16","1984","Realschule","maennlich","","","",""
"16","1984","Realschule","weiblich","","","",""
"16","1984","(Fach-)Abitur","maennlich","","","",""
"16","1984","(Fach-)Abitur","weiblich","","","",""
"16","1984","AkademikerIn","maennlich","","","",""
"16","1984","AkademikerIn","weiblich","","","",""
"17","1984","(noch) kein Abschluss","maennlich","","","",""
"17","1984","(noch) kein Abschluss","weiblich","","","",""
"17","1984","Hauptschule","maennlich","","","",""
"17","1984","Hauptschule","weiblich","","","",""
"17","1984","Realschule","maennlich","","","",""
"17","1984","Realschule","weiblich","","","",""
"17","1984","(Fach-)Abitur","maennlich","","","",""
"17","1984","(Fach-)Abitur","weiblich","","","",""
"17","1984","AkademikerIn","maennlich","","","",""
"17","1984","AkademikerIn","weiblich","","","",""
"18","1984","(noch) kein Abschluss","maennlich","","","",""
"18","1984","(noch) kein Abschluss","weiblich","","","",""
"18","1984","Hauptschule","maennlich","","","",""
"18","1984","Hauptschule","weiblich","","","",""
"18","1984","Realschule","maennlich","","","",""
"18","1984","Realschule","weiblich","","","",""
"18","1984","(Fach-)Abitur","maennlich","","","",""
"18","1984","(Fach-)Abitur","weiblich","","","",""
"18","1984","AkademikerIn","maennlich","","","",""
"18","1984","AkademikerIn","weiblich","","","",""
"19","1984","(noch) kein Abschluss","maennlich","","","",""
"19","1984","(noch) kein Abschluss","weiblich","","","",""
"19","1984","Hauptschule","maennlich","","","",""
"19","1984","Hauptschule","weiblich","","","",""
"19","1984","Realschule","maennlich","","","",""
"19","1984","Realschule","weiblich","","","",""
"19","1984","(Fach-)Abitur","maennlich","","","",""
"19","1984","(Fach-)Abitur","weiblich","","","",""
"19","1984","AkademikerIn","maennlich","","","",""
"19","1984","AkademikerIn","weiblich","","","",""
"20","1984","(noch) kein Abschluss","maennlich","","","",""
"20","1984","(noch) kein Abschluss","weiblich","","","",""
"20","1984","Hauptschule","maennlich","","","",""
"20","1984","Hauptschule","weiblich","","","",""
"20","1984","Realschule","maennlich","","","",""
"20","1984","Realschule","weiblich","","","",""
"20","1984","(Fach-)Abitur","maennlich","","","",""
"20","1984","(Fach-)Abitur","weiblich","","","",""
"20","1984","AkademikerIn","maennlich","","","",""
"20","1984","AkademikerIn","weiblich","","","",""
"21","1984","(noch) kein Abschluss","maennlich","","","",""
"21","1984","(noch) kein Abschluss","weiblich","","","",""
"21","1984","Hauptschule","maennlich","","","",""
"21","1984","Hauptschule","weiblich","","","",""
"21","1984","Realschule","maennlich","","","",""
"21","1984","Realschule","weiblich","","","",""
"21","1984","(Fach-)Abitur","maennlich","","","",""
"21","1984","(Fach-)Abitur","weiblich","","","",""
"21","1984","AkademikerIn","maennlich","","","",""
"21","1984","AkademikerIn","weiblich","","","",""
"22","1984","(noch) kein Abschluss","maennlich","","","",""
"22","1984","(noch) kein Abschluss","weiblich","","","",""
"22","1984","Hauptschule","maennlich","","","",""
"22","1984","Hauptschule","weiblich","","","",""
"22","1984","Realschule","maennlich","","","",""
"22","1984","Realschule","weiblich","","","",""
"22","1984","(Fach-)Abitur","maennlich","","","",""
"22","1984","(Fach-)Abitur","weiblich","","","",""
"22","1984","AkademikerIn","maennlich","","","",""
"22","1984","AkademikerIn","weiblich","","","",""
"23","1984","(noch) kein Abschluss","maennlich","","","",""
"23","1984","(noch) kein Abschluss","weiblich","","","",""
"23","1984","Hauptschule","maennlich","","","",""
"23","1984","Hauptschule","weiblich","","","",""
"23","1984","Realschule","maennlich","","","",""
"23","1984","Realschule","weiblich","","","",""
"23","1984","(Fach-)Abitur","maennlich","","","",""
"23","1984","(Fach-)Abitur","weiblich","","","",""
"23","1984","AkademikerIn","maennlich","","","",""
"23","1984","AkademikerIn","weiblich","","","",""
"24","1984","(noch) kein Abschluss","maennlich","","","",""
"24","1984","(noch) kein Abschluss","weiblich","","","",""
"24","1984","Hauptschule","maennlich","","","",""
"24","1984","Hauptschule","weiblich","","","",""
"24","1984","Realschule","maennlich","","","",""
"24","1984","Realschule","weiblich","","","",""
"24","1984","(Fach-)Abitur","maennlich","","","",""
"24","1984","(Fach-)Abitur","weiblich","","","",""
"24","1984","AkademikerIn","maennlich","","","",""
"24","1984","AkademikerIn","weiblich","","","",""
"25","1984","(noch) kein Abschluss","maennlich","","","",""
"25","1984","(noch) kein Abschluss","weiblich","","","",""
"25","1984","Hauptschule","maennlich","","","",""
"25","1984","Hauptschule","weiblich","","","",""
"25","1984","Realschule","maennlich","","","",""
"25","1984","Realschule","weiblich","","","",""
"25","1984","(Fach-)Abitur","maennlich","","","",""
"25","1984","(Fach-)Abitur","weiblich","","","",""
"25","1984","AkademikerIn","maennlich","","","",""
"25","1984","AkademikerIn","weiblich","","","",""
"26","1984","(noch) kein Abschluss","maennlich","","","",""
"26","1984","(noch) kein Abschluss","weiblich","","","",""
"26","1984","Hauptschule","maennlich","","","",""
"26","1984","Hauptschule","weiblich","","","",""
"26","1984","Realschule","maennlich","","","",""
"26","1984","Realschule","weiblich","","","",""
"26","1984","(Fach-)Abitur","maennlich","","","",""
"26","1984","(Fach-)Abitur","weiblich","","","",""
"26","1984","AkademikerIn","maennlich","","","",""
"26","1984","AkademikerIn","weiblich","","","",""
"27","1984","(noch) kein Abschluss","maennlich","","","",""
"27","1984","(noch) kein Abschluss","weiblich","","","",""
"27","1984","Hauptschule","maennlich","","","",""
"27","1984","Hauptschule","weiblich","","","",""
"27","1984","Realschule","maennlich","","","",""
"27","1984","Realschule","weiblich","","","",""
"27","1984","(Fach-)Abitur","maennlich","","","",""
"27","1984","(Fach-)Abitur","weiblich","","","",""
"27","1984","AkademikerIn","maennlich","","","",""
"27","1984","AkademikerIn","weiblich","","","",""
"28","1984","(noch) kein Abschluss","maennlich","","","",""
"28","1984","(noch) kein Abschluss","weiblich","","","",""
"28","1984","Hauptschule","maennlich","","","",""
"28","1984","Hauptschule","weiblich","","","",""
"28","1984","Realschule","maennlich","","","",""
"28","1984","Realschule","weiblich","","","",""
"28","1984","(Fach-)Abitur","maennlich","","","",""
"28","1984","(Fach-)Abitur","weiblich","","","",""
"28","1984","AkademikerIn","maennlich","","","",""
"28","1984","AkademikerIn","weiblich","","","",""
"30","1984","(noch) kein Abschluss","maennlich","","","",""
"30","1984","(noch) kein Abschluss","weiblich","","","",""
"30","1984","Hauptschule","maennlich","","","",""
"30","1984","Hauptschule","weiblich","","","",""
"30","1984","Realschule","maennlich","","","",""
"30","1984","Realschule","weiblich","","","",""
"30","1984","(Fach-)Abitur","maennlich","","","",""
"30","1984","(Fach-)Abitur","weiblich","","","",""
"30","1984","AkademikerIn","maennlich","","","",""
"30","1984","AkademikerIn","weiblich","","","",""
"31","1984","(noch) kein Abschluss","maennlich","","","",""
"31","1984","(noch) kein Abschluss","weiblich","","","",""
"31","1984","Hauptschule","maennlich","","","",""
"31","1984","Hauptschule","weiblich","","","",""
"31","1984","Realschule","maennlich","","","",""
"31","1984","Realschule","weiblich","","","",""
"31","1984","(Fach-)Abitur","maennlich","","","",""
"31","1984","(Fach-)Abitur","weiblich","","","",""
"31","1984","AkademikerIn","maennlich","","","",""
"31","1984","AkademikerIn","weiblich","","","",""
"32","1984","(noch) kein Abschluss","maennlich","","","",""
"32","1984","(noch) kein Abschluss","weiblich","","","",""
"32","1984","Hauptschule","maennlich","","","",""
"32","1984","Hauptschule","weiblich","","","",""
"32","1984","Realschule","maennlich","","","",""
"32","1984","Realschule","weiblich","","","",""
"32","1984","(Fach-)Abitur","maennlich","","","",""
"32","1984","(Fach-)Abitur","weiblich","","","",""
"32","1984","AkademikerIn","maennlich","","","",""
"32","1984","AkademikerIn","weiblich","","","",""
"35","1984","(noch) kein Abschluss","maennlich","","","",""
"35","1984","(noch) kein Abschluss","weiblich","","","",""
"35","1984","Hauptschule","maennlich","","","",""
"35","1984","Hauptschule","weiblich","","","",""
"35","1984","Realschule","maennlich","","","",""
"35","1984","Realschule","weiblich","","","",""
"35","1984","(Fach-)Abitur","maennlich","","","",""
"35","1984","(Fach-)Abitur","weiblich","","","",""
"35","1984","AkademikerIn","maennlich","","","",""
"35","1984","AkademikerIn","weiblich","","","",""
"36","1984","(noch) kein Abschluss","maennlich","","","",""
"36","1984","(noch) kein Abschluss","weiblich","","","",""
"36","1984","Hauptschule","maennlich","","","",""
"36","1984","Hauptschule","weiblich","","","",""
"36","1984","Realschule","maennlich","","","",""
"36","1984","Realschule","weiblich","","","",""
"36","1984","(Fach-)Abitur","maennlich","","","",""
"36","1984","(Fach-)Abitur","weiblich","","","",""
"36","1984","AkademikerIn","maennlich","","","",""
"36","1984","AkademikerIn","weiblich","","","",""
"40","1984","(noch) kein Abschluss","maennlich","","","",""
"40","1984","(noch) kein Abschluss","weiblich","","","",""
"40","1984","Hauptschule","maennlich","","","",""
"40","1984","Hauptschule","weiblich","","","",""
"40","1984","Realschule","maennlich","","","",""
"40","1984","Realschule","weiblich","","","",""
"40","1984","(Fach-)Abitur","maennlich","","","",""
"40","1984","(Fach-)Abitur","weiblich","","","",""
"40","1984","AkademikerIn","maennlich","","","",""
"40","1984","AkademikerIn","weiblich","","","",""
"42","1984","(noch) kein Abschluss","maennlich","","","",""
"42","1984","(noch) kein Abschluss","weiblich","","","",""
"42","1984","Hauptschule","maennlich","","","",""
"42","1984","Hauptschule","weiblich","","","",""
"42","1984","Realschule","maennlich","","","",""
"42","1984","Realschule","weiblich","","","",""
"42","1984","(Fach-)Abitur","maennlich","","","",""
"42","1984","(Fach-)Abitur","weiblich","","","",""
"42","1984","AkademikerIn","maennlich","","","",""
"42","1984","AkademikerIn","weiblich","","","",""
"45","1984","(noch) kein Abschluss","maennlich","","","",""
"45","1984","(noch) kein Abschluss","weiblich","","","",""
"45","1984","Hauptschule","maennlich","","","",""
"45","1984","Hauptschule","weiblich","","","",""
"45","1984","Realschule","maennlich","","","",""
"45","1984","Realschule","weiblich","","","",""
"45","1984","(Fach-)Abitur","maennlich","","","",""
"45","1984","(Fach-)Abitur","weiblich","","","",""
"45","1984","AkademikerIn","maennlich","","","",""
"45","1984","AkademikerIn","weiblich","","","",""
"48","1984","(noch) kein Abschluss","maennlich","","","",""
"48","1984","(noch) kein Abschluss","weiblich","","","",""
"48","1984","Hauptschule","maennlich","","","",""
"48","1984","Hauptschule","weiblich","","","",""
"48","1984","Realschule","maennlich","","","",""
"48","1984","Realschule","weiblich","","","",""
"48","1984","(Fach-)Abitur","maennlich","","","",""
"48","1984","(Fach-)Abitur","weiblich","","","",""
"48","1984","AkademikerIn","maennlich","","","",""
"48","1984","AkademikerIn","weiblich","","","",""
"50","1984","(noch) kein Abschluss","maennlich","","","",""
"50","1984","(noch) kein Abschluss","weiblich","","","",""
"50","1984","Hauptschule","maennlich","","","",""
"50","1984","Hauptschule","weiblich","","","",""
"50","1984","Realschule","maennlich","","","",""
"50","1984","Realschule","weiblich","","","",""
"50","1984","(Fach-)Abitur","maennlich","","","",""
"50","1984","(Fach-)Abitur","weiblich","","","",""
"50","1984","AkademikerIn","maennlich","","","",""
"50","1984","AkademikerIn","weiblich","","","",""
"51","1984","(noch) kein Abschluss","maennlich","","","",""
"51","1984","(noch) kein Abschluss","weiblich","","","",""
"51","1984","Hauptschule","maennlich","","","",""
"51","1984","Hauptschule","weiblich","","","",""
"51","1984","Realschule","maennlich","","","",""
"51","1984","Realschule","weiblich","","","",""
"51","1984","(Fach-)Abitur","maennlich","","","",""
"51","1984","(Fach-)Abitur","weiblich","","","",""
"51","1984","AkademikerIn","maennlich","","","",""
"51","1984","AkademikerIn","weiblich","","","",""
"64","1984","(noch) kein Abschluss","maennlich","","","",""
"64","1984","(noch) kein Abschluss","weiblich","","","",""
"64","1984","Hauptschule","maennlich","","","",""
"64","1984","Hauptschule","weiblich","","","",""
"64","1984","Realschule","maennlich","","","",""
"64","1984","Realschule","weiblich","","","",""
"64","1984","(Fach-)Abitur","maennlich","","","",""
"64","1984","(Fach-)Abitur","weiblich","","","",""
"64","1984","AkademikerIn","maennlich","","","",""
"64","1984","AkademikerIn","weiblich","","","",""
"65","1984","(noch) kein Abschluss","maennlich","","","",""
"65","1984","(noch) kein Abschluss","weiblich","","","",""
"65","1984","Hauptschule","maennlich","","","",""
"65","1984","Hauptschule","weiblich","","","",""
"65","1984","Realschule","maennlich","","","",""
"65","1984","Realschule","weiblich","","","",""
"65","1984","(Fach-)Abitur","maennlich","","","",""
"65","1984","(Fach-)Abitur","weiblich","","","",""
"65","1984","AkademikerIn","maennlich","","","",""
"65","1984","AkademikerIn","weiblich","","","",""
"90","1984","(noch) kein Abschluss","maennlich","","","",""
"90","1984","(noch) kein Abschluss","weiblich","","","",""
"90","1984","Hauptschule","maennlich","","","",""
"90","1984","Hauptschule","weiblich","","","",""
"90","1984","Realschule","maennlich","","","",""
"90","1984","Realschule","weiblich","","","",""
"90","1984","(Fach-)Abitur","maennlich","","","",""
"90","1984","(Fach-)Abitur","weiblich","","","",""
"90","1984","AkademikerIn","maennlich","","","",""
"90","1984","AkademikerIn","weiblich","","","",""
"98","1984","(noch) kein Abschluss","maennlich","","","",""
"98","1984","(noch) kein Abschluss","weiblich","","","",""
"98","1984","Hauptschule","maennlich","","","",""
"98","1984","Hauptschule","weiblich","","","",""
"98","1984","Realschule","maennlich","","","",""
"98","1984","Realschule","weiblich","","","",""
"98","1984","(Fach-)Abitur","maennlich","","","",""
"98","1984","(Fach-)Abitur","weiblich","","","",""
"98","1984","AkademikerIn","maennlich","","","",""
"98","1984","AkademikerIn","weiblich","","","",""
"100","1984","(noch) kein Abschluss","maennlich","","","",""
"100","1984","(noch) kein Abschluss","weiblich","","","",""
"100","1984","Hauptschule","maennlich","","","",""
"100","1984","Hauptschule","weiblich","","","",""
"100","1984","Realschule","maennlich","","","",""
"100","1984","Realschule","weiblich","","","",""
"100","1984","(Fach-)Abitur","maennlich","","","",""
"100","1984","(Fach-)Abitur","weiblich","","","",""
"100","1984","AkademikerIn","maennlich","","","",""
"100","1984","AkademikerIn","weiblich","","","",""
"0","1985","(noch) kein Abschluss","maennlich","","","",""
"0","1985","(noch) kein Abschluss","weiblich","","","",""
"0","1985","Hauptschule","maennlich","1","","",""
"0","1985","Hauptschule","weiblich","","","",""
"0","1985","Realschule","maennlich","","","",""
"0","1985","Realschule","weiblich","","","",""
"0","1985","(Fach-)Abitur","maennlich","","","",""
"0","1985","(Fach-)Abitur","weiblich","","","",""
"0","1985","AkademikerIn","maennlich","","","",""
"0","1985","AkademikerIn","weiblich","","","",""
"1","1985","(noch) kein Abschluss","maennlich","37","0.830389608651189","0.724221359984582","0.936557857317796"
"1","1985","(noch) kein Abschluss","weiblich","67","0.886722233818478","0.815932730428966","0.957511737207991"
"1","1985","Hauptschule","maennlich","221","","",""
"1","1985","Hauptschule","weiblich","338","0.810596028004206","0.772760808330768","0.848431247677645"
"1","1985","Realschule","maennlich","45","0.81020813637781","0.707503234322317","0.912913038433302"
"1","1985","Realschule","weiblich","109","","",""
"1","1985","(Fach-)Abitur","maennlich","31","0.836255714838613","0.717021786095731","0.955489643581495"
"1","1985","(Fach-)Abitur","weiblich","34","0.749309953466123","0.618234085541961","0.880385821390284"
"1","1985","AkademikerIn","maennlich","27","","",""
"1","1985","AkademikerIn","weiblich","35","0.878011874601633","0.776591065967981","0.979432683235285"
"2","1985","(noch) kein Abschluss","maennlich","7","0.095719712444751","0.0124897503517805","0.178949674537721"
"2","1985","(noch) kein Abschluss","weiblich","6","0.0548291103382282","0.00398232550587358","0.105675895170583"
"2","1985","Hauptschule","maennlich","36","0.140151937773434","0.0998490585730279","0.180454816973841"
"2","1985","Hauptschule","weiblich","50","0.134233429387663","0.101315672599234","0.167151186176092"
"2","1985","Realschule","maennlich","8","0.136843871039217","0.0468295868284883","0.226858155249945"
"2","1985","Realschule","weiblich","14","","",""
"2","1985","(Fach-)Abitur","maennlich","5","0.129872293309472","0.0215552036474469","0.238189382971497"
"2","1985","(Fach-)Abitur","weiblich","6","0.183803852161582","0.0666657938847216","0.300941910438442"
"2","1985","AkademikerIn","maennlich","3","","",""
"2","1985","AkademikerIn","weiblich","3","","",""
"3","1985","(noch) kein Abschluss","maennlich","2","","",""
"3","1985","(noch) kein Abschluss","weiblich","3","","",""
"3","1985","Hauptschule","maennlich","12","","",""
"3","1985","Hauptschule","weiblich","12","","",""
"3","1985","Realschule","maennlich","1","","",""
"3","1985","Realschule","weiblich","3","","",""
"3","1985","(Fach-)Abitur","maennlich","1","","",""
"3","1985","(Fach-)Abitur","weiblich","","","",""
"3","1985","AkademikerIn","maennlich","","","",""
"3","1985","AkademikerIn","weiblich","1","","",""
"4","1985","(noch) kein Abschluss","maennlich","","","",""
"4","1985","(noch) kein Abschluss","weiblich","","","",""
"4","1985","Hauptschule","maennlich","3","","",""
"4","1985","Hauptschule","weiblich","2","","",""
"4","1985","Realschule","maennlich","","","",""
"4","1985","Realschule","weiblich","","","",""
"4","1985","(Fach-)Abitur","maennlich","","","",""
"4","1985","(Fach-)Abitur","weiblich","2","","",""
"4","1985","AkademikerIn","maennlich","","","",""
"4","1985","AkademikerIn","weiblich","","","",""
"5","1985","(noch) kein Abschluss","maennlich","","","",""
"5","1985","(noch) kein Abschluss","weiblich","","","",""
"5","1985","Hauptschule","maennlich","2","","",""
"5","1985","Hauptschule","weiblich","3","","",""
"5","1985","Realschule","maennlich","","","",""
"5","1985","Realschule","weiblich","2","","",""
"5","1985","(Fach-)Abitur","maennlich","","","",""
"5","1985","(Fach-)Abitur","weiblich","","","",""
"5","1985","AkademikerIn","maennlich","","","",""
"5","1985","AkademikerIn","weiblich","","","",""
"6","1985","(noch) kein Abschluss","maennlich","","","",""
"6","1985","(noch) kein Abschluss","weiblich","1","","",""
"6","1985","Hauptschule","maennlich","","","",""
"6","1985","Hauptschule","weiblich","1","","",""
"6","1985","Realschule","maennlich","","","",""
"6","1985","Realschule","weiblich","2","","",""
"6","1985","(Fach-)Abitur","maennlich","","","",""
"6","1985","(Fach-)Abitur","weiblich","","","",""
"6","1985","AkademikerIn","maennlich","","","",""
"6","1985","AkademikerIn","weiblich","","","",""
"7","1985","(noch) kein Abschluss","maennlich","","","",""
"7","1985","(noch) kein Abschluss","weiblich","","","",""
"7","1985","Hauptschule","maennlich","2","","",""
"7","1985","Hauptschule","weiblich","","","",""
"7","1985","Realschule","maennlich","1","","",""
"7","1985","Realschule","weiblich","","","",""
"7","1985","(Fach-)Abitur","maennlich","","","",""
"7","1985","(Fach-)Abitur","weiblich","","","",""
"7","1985","AkademikerIn","maennlich","","","",""
"7","1985","AkademikerIn","weiblich","","","",""
"8","1985","(noch) kein Abschluss","maennlich","1","","",""
"8","1985","(noch) kein Abschluss","weiblich","","","",""
"8","1985","Hauptschule","maennlich","","","",""
"8","1985","Hauptschule","weiblich","","","",""
"8","1985","Realschule","maennlich","","","",""
