"ple0055","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"2","1984","17-34","Niedersachsen","3","","",""
"2","1984","17-34","Bremen","","","",""
"2","1984","17-34","Nordrhein-Westfalen","10","","",""
"2","1984","17-34","Hessen","8","0.161051752776515","0.0601698380825694","0.26193366747046"
"2","1984","17-34","Rheinland-Pfalz,Saarland","1","","",""
"2","1984","17-34","Baden-Wuerttemberg","8","0.133312305419026","0.0634739780401557","0.203150632797895"
"2","1984","17-34","Bayern","4","0.0762790247770684","0.0122393537997447","0.140318695754392"
"2","1984","17-34","Saarland","","","",""
"2","1984","17-34","Berlin","1","","",""
"2","1984","17-34","Brandenburg","","","",""
"2","1984","17-34","Mecklenburg-Vorpommern","","","",""
"2","1984","17-34","Sachsen","","","",""
"2","1984","17-34","Sachsen-Anhalt","","","",""
"2","1984","17-34","Thueringen","","","",""
"2","1984","35-65","Schleswig-Holstein","1","","",""
"2","1984","35-65","Hamburg","2","","",""
"2","1984","35-65","Niedersachsen","7","0.116140836949043","0.0350715270996921","0.197210146798394"
"2","1984","35-65","Bremen","1","","",""
"2","1984","35-65","Nordrhein-Westfalen","24","","",""
"2","1984","35-65","Hessen","11","","",""
"2","1984","35-65","Rheinland-Pfalz,Saarland","7","0.155835434536744","0.0448150237373841","0.266855845336104"
"2","1984","35-65","Baden-Wuerttemberg","12","","",""
"2","1984","35-65","Bayern","14","","",""
"2","1984","35-65","Saarland","","","",""
"2","1984","35-65","Berlin","1","","",""
"2","1984","35-65","Brandenburg","","","",""
"2","1984","35-65","Mecklenburg-Vorpommern","","","",""
"2","1984","35-65","Sachsen","","","",""
"2","1984","35-65","Sachsen-Anhalt","","","",""
"2","1984","35-65","Thueringen","","","",""
"2","1984","66 +","Schleswig-Holstein","1","","",""
"2","1984","66 +","Hamburg","","","",""
"2","1984","66 +","Niedersachsen","","","",""
"2","1984","66 +","Bremen","1","","",""
"2","1984","66 +","Nordrhein-Westfalen","8","0.189828725695448","0.0739533542593936","0.305704097131502"
"2","1984","66 +","Hessen","1","","",""
"2","1984","66 +","Rheinland-Pfalz,Saarland","5","0.270403430667906","0.059263137331357","0.481543724004454"
"2","1984","66 +","Baden-Wuerttemberg","5","0.192298452224967","0.034626000014651","0.349970904435282"
"2","1984","66 +","Bayern","5","0.127527996376028","0.0170202844107191","0.238035708341337"
"2","1984","66 +","Saarland","","","",""
"2","1984","66 +","Berlin","","","",""
"2","1984","66 +","Brandenburg","","","",""
"2","1984","66 +","Mecklenburg-Vorpommern","","","",""
"2","1984","66 +","Sachsen","","","",""
"2","1984","66 +","Sachsen-Anhalt","","","",""
"2","1984","66 +","Thueringen","","","",""
"3","1984","17-34","Schleswig-Holstein","","","",""
"3","1984","17-34","Hamburg","1","","",""
"3","1984","17-34","Niedersachsen","3","","",""
"3","1984","17-34","Bremen","","","",""
"3","1984","17-34","Nordrhein-Westfalen","2","","",""
"3","1984","17-34","Hessen","2","","",""
"3","1984","17-34","Rheinland-Pfalz,Saarland","","","",""
"3","1984","17-34","Baden-Wuerttemberg","4","0.047758439953094","0.00394311601560621","0.0915737638905817"
"3","1984","17-34","Bayern","4","0.0573787185078215","0.00127131570464933","0.113486121310994"
"3","1984","17-34","Saarland","","","",""
"3","1984","17-34","Berlin","","","",""
"3","1984","17-34","Brandenburg","","","",""
"3","1984","17-34","Mecklenburg-Vorpommern","","","",""
"3","1984","17-34","Sachsen","","","",""
"3","1984","17-34","Sachsen-Anhalt","","","",""
"3","1984","17-34","Thueringen","","","",""
"3","1984","35-65","Schleswig-Holstein","","","",""
"3","1984","35-65","Hamburg","","","",""
"3","1984","35-65","Niedersachsen","3","","",""
"3","1984","35-65","Bremen","","","",""
"3","1984","35-65","Nordrhein-Westfalen","5","0.0374624229473538","0.00972164625317457","0.065203199641533"
"3","1984","35-65","Hessen","1","","",""
"3","1984","35-65","Rheinland-Pfalz,Saarland","1","","",""
"3","1984","35-65","Baden-Wuerttemberg","4","0.0298138693853013","0.000909801158199483","0.0587179376124031"
"3","1984","35-65","Bayern","2","","",""
"3","1984","35-65","Saarland","","","",""
"3","1984","35-65","Berlin","2","","",""
"3","1984","35-65","Brandenburg","","","",""
"3","1984","35-65","Mecklenburg-Vorpommern","","","",""
"3","1984","35-65","Sachsen","","","",""
"3","1984","35-65","Sachsen-Anhalt","","","",""
"3","1984","35-65","Thueringen","","","",""
"3","1984","66 +","Schleswig-Holstein","1","","",""
"3","1984","66 +","Hamburg","","","",""
"3","1984","66 +","Niedersachsen","1","","",""
"3","1984","66 +","Bremen","","","",""
"3","1984","66 +","Nordrhein-Westfalen","3","","",""
"3","1984","66 +","Hessen","","","",""
"3","1984","66 +","Rheinland-Pfalz,Saarland","1","","",""
"3","1984","66 +","Baden-Wuerttemberg","1","","",""
"3","1984","66 +","Bayern","","","",""
"3","1984","66 +","Saarland","","","",""
"3","1984","66 +","Berlin","","","",""
"3","1984","66 +","Brandenburg","","","",""
"3","1984","66 +","Mecklenburg-Vorpommern","","","",""
"3","1984","66 +","Sachsen","","","",""
"3","1984","66 +","Sachsen-Anhalt","","","",""
"3","1984","66 +","Thueringen","","","",""
"4","1984","17-34","Schleswig-Holstein","","","",""
"4","1984","17-34","Hamburg","","","",""
"4","1984","17-34","Niedersachsen","1","","",""
"4","1984","17-34","Bremen","","","",""
"4","1984","17-34","Nordrhein-Westfalen","","","",""
"4","1984","17-34","Hessen","","","",""
"4","1984","17-34","Rheinland-Pfalz,Saarland","1","","",""
"4","1984","17-34","Baden-Wuerttemberg","2","","",""
"4","1984","17-34","Bayern","","","",""
"4","1984","17-34","Saarland","","","",""
"4","1984","17-34","Berlin","","","",""
"4","1984","17-34","Brandenburg","","","",""
"4","1984","17-34","Mecklenburg-Vorpommern","","","",""
"4","1984","17-34","Sachsen","","","",""
"4","1984","17-34","Sachsen-Anhalt","","","",""
"4","1984","17-34","Thueringen","","","",""
"4","1984","35-65","Schleswig-Holstein","","","",""
"4","1984","35-65","Hamburg","","","",""
"4","1984","35-65","Niedersachsen","","","",""
"4","1984","35-65","Bremen","","","",""
"4","1984","35-65","Nordrhein-Westfalen","2","","",""
"4","1984","35-65","Hessen","2","","",""
"4","1984","35-65","Rheinland-Pfalz,Saarland","","","",""
"4","1984","35-65","Baden-Wuerttemberg","2","","",""
"4","1984","35-65","Bayern","2","","",""
"4","1984","35-65","Saarland","","","",""
"4","1984","35-65","Berlin","","","",""
"4","1984","35-65","Brandenburg","","","",""
"4","1984","35-65","Mecklenburg-Vorpommern","","","",""
"4","1984","35-65","Sachsen","","","",""
"4","1984","35-65","Sachsen-Anhalt","","","",""
"4","1984","35-65","Thueringen","","","",""
"4","1984","66 +","Schleswig-Holstein","","","",""
"4","1984","66 +","Hamburg","","","",""
"4","1984","66 +","Niedersachsen","1","","",""
"4","1984","66 +","Bremen","","","",""
"4","1984","66 +","Nordrhein-Westfalen","1","","",""
"4","1984","66 +","Hessen","","","",""
"4","1984","66 +","Rheinland-Pfalz,Saarland","","","",""
"4","1984","66 +","Baden-Wuerttemberg","","","",""
"4","1984","66 +","Bayern","1","","",""
"4","1984","66 +","Saarland","","","",""
"4","1984","66 +","Berlin","","","",""
"4","1984","66 +","Brandenburg","","","",""
"4","1984","66 +","Mecklenburg-Vorpommern","","","",""
"4","1984","66 +","Sachsen","","","",""
"4","1984","66 +","Sachsen-Anhalt","","","",""
"4","1984","66 +","Thueringen","","","",""
"5","1984","17-34","Schleswig-Holstein","","","",""
"5","1984","17-34","Hamburg","","","",""
"5","1984","17-34","Niedersachsen","","","",""
"5","1984","17-34","Bremen","","","",""
"5","1984","17-34","Nordrhein-Westfalen","2","","",""
"5","1984","17-34","Hessen","","","",""
"5","1984","17-34","Rheinland-Pfalz,Saarland","","","",""
"5","1984","17-34","Baden-Wuerttemberg","","","",""
"5","1984","17-34","Bayern","1","","",""
"5","1984","17-34","Saarland","","","",""
"5","1984","17-34","Berlin","","","",""
"5","1984","17-34","Brandenburg","","","",""
"5","1984","17-34","Mecklenburg-Vorpommern","","","",""
"5","1984","17-34","Sachsen","","","",""
"5","1984","17-34","Sachsen-Anhalt","","","",""
"5","1984","17-34","Thueringen","","","",""
"5","1984","35-65","Schleswig-Holstein","","","",""
"5","1984","35-65","Hamburg","","","",""
"5","1984","35-65","Niedersachsen","","","",""
"5","1984","35-65","Bremen","","","",""
"5","1984","35-65","Nordrhein-Westfalen","1","","",""
"5","1984","35-65","Hessen","","","",""
"5","1984","35-65","Rheinland-Pfalz,Saarland","","","",""
"5","1984","35-65","Baden-Wuerttemberg","","","",""
"5","1984","35-65","Bayern","1","","",""
"5","1984","35-65","Saarland","","","",""
"5","1984","35-65","Berlin","","","",""
"5","1984","35-65","Brandenburg","","","",""
"5","1984","35-65","Mecklenburg-Vorpommern","","","",""
"5","1984","35-65","Sachsen","","","",""
"5","1984","35-65","Sachsen-Anhalt","","","",""
"5","1984","35-65","Thueringen","","","",""
"5","1984","66 +","Schleswig-Holstein","","","",""
"5","1984","66 +","Hamburg","","","",""
"5","1984","66 +","Niedersachsen","","","",""
"5","1984","66 +","Bremen","","","",""
"5","1984","66 +","Nordrhein-Westfalen","","","",""
"5","1984","66 +","Hessen","","","",""
"5","1984","66 +","Rheinland-Pfalz,Saarland","","","",""
"5","1984","66 +","Baden-Wuerttemberg","","","",""
"5","1984","66 +","Bayern","","","",""
"5","1984","66 +","Saarland","","","",""
"5","1984","66 +","Berlin","","","",""
"5","1984","66 +","Brandenburg","","","",""
"5","1984","66 +","Mecklenburg-Vorpommern","","","",""
"5","1984","66 +","Sachsen","","","",""
"5","1984","66 +","Sachsen-Anhalt","","","",""
"5","1984","66 +","Thueringen","","","",""
"6","1984","17-34","Schleswig-Holstein","","","",""
"6","1984","17-34","Hamburg","","","",""
"6","1984","17-34","Niedersachsen","","","",""
"6","1984","17-34","Bremen","","","",""
"6","1984","17-34","Nordrhein-Westfalen","1","","",""
"6","1984","17-34","Hessen","","","",""
"6","1984","17-34","Rheinland-Pfalz,Saarland","","","",""
"6","1984","17-34","Baden-Wuerttemberg","","","",""
"6","1984","17-34","Bayern","1","","",""
"6","1984","17-34","Saarland","","","",""
"6","1984","17-34","Berlin","","","",""
"6","1984","17-34","Brandenburg","","","",""
"6","1984","17-34","Mecklenburg-Vorpommern","","","",""
"6","1984","17-34","Sachsen","","","",""
"6","1984","17-34","Sachsen-Anhalt","","","",""
"6","1984","17-34","Thueringen","","","",""
"6","1984","35-65","Schleswig-Holstein","","","",""
"6","1984","35-65","Hamburg","","","",""
"6","1984","35-65","Niedersachsen","","","",""
"6","1984","35-65","Bremen","","","",""
"6","1984","35-65","Nordrhein-Westfalen","","","",""
"6","1984","35-65","Hessen","","","",""
"6","1984","35-65","Rheinland-Pfalz,Saarland","1","","",""
"6","1984","35-65","Baden-Wuerttemberg","","","",""
"6","1984","35-65","Bayern","1","","",""
"6","1984","35-65","Saarland","","","",""
"6","1984","35-65","Berlin","","","",""
"6","1984","35-65","Brandenburg","","","",""
"6","1984","35-65","Mecklenburg-Vorpommern","","","",""
"6","1984","35-65","Sachsen","","","",""
"6","1984","35-65","Sachsen-Anhalt","","","",""
"6","1984","35-65","Thueringen","","","",""
"6","1984","66 +","Schleswig-Holstein","","","",""
"6","1984","66 +","Hamburg","","","",""
"6","1984","66 +","Niedersachsen","","","",""
"6","1984","66 +","Bremen","","","",""
"6","1984","66 +","Nordrhein-Westfalen","1","","",""
"6","1984","66 +","Hessen","","","",""
"6","1984","66 +","Rheinland-Pfalz,Saarland","","","",""
"6","1984","66 +","Baden-Wuerttemberg","","","",""
"6","1984","66 +","Bayern","","","",""
"6","1984","66 +","Saarland","","","",""
"6","1984","66 +","Berlin","","","",""
"6","1984","66 +","Brandenburg","","","",""
"6","1984","66 +","Mecklenburg-Vorpommern","","","",""
"6","1984","66 +","Sachsen","","","",""
"6","1984","66 +","Sachsen-Anhalt","","","",""
"6","1984","66 +","Thueringen","","","",""
"7","1984","17-34","Schleswig-Holstein","","","",""
"7","1984","17-34","Hamburg","","","",""
"7","1984","17-34","Niedersachsen","1","","",""
"7","1984","17-34","Bremen","","","",""
"7","1984","17-34","Nordrhein-Westfalen","","","",""
"7","1984","17-34","Hessen","","","",""
"7","1984","17-34","Rheinland-Pfalz,Saarland","","","",""
"7","1984","17-34","Baden-Wuerttemberg","","","",""
"7","1984","17-34","Bayern","","","",""
"7","1984","17-34","Saarland","","","",""
"7","1984","17-34","Berlin","","","",""
"7","1984","17-34","Brandenburg","","","",""
"7","1984","17-34","Mecklenburg-Vorpommern","","","",""
"7","1984","17-34","Sachsen","","","",""
"7","1984","17-34","Sachsen-Anhalt","","","",""
"7","1984","17-34","Thueringen","","","",""
"7","1984","35-65","Schleswig-Holstein","","","",""
"7","1984","35-65","Hamburg","","","",""
"7","1984","35-65","Niedersachsen","1","","",""
"7","1984","35-65","Bremen","","","",""
"7","1984","35-65","Nordrhein-Westfalen","","","",""
"7","1984","35-65","Hessen","","","",""
"7","1984","35-65","Rheinland-Pfalz,Saarland","","","",""
"7","1984","35-65","Baden-Wuerttemberg","2","","",""
"7","1984","35-65","Bayern","","","",""
"7","1984","35-65","Saarland","","","",""
"7","1984","35-65","Berlin","","","",""
"7","1984","35-65","Brandenburg","","","",""
"7","1984","35-65","Mecklenburg-Vorpommern","","","",""
"7","1984","35-65","Sachsen","","","",""
"7","1984","35-65","Sachsen-Anhalt","","","",""
"7","1984","35-65","Thueringen","","","",""
"7","1984","66 +","Schleswig-Holstein","","","",""
"7","1984","66 +","Hamburg","","","",""
"7","1984","66 +","Niedersachsen","","","",""
"7","1984","66 +","Bremen","","","",""
"7","1984","66 +","Nordrhein-Westfalen","","","",""
"7","1984","66 +","Hessen","","","",""
"7","1984","66 +","Rheinland-Pfalz,Saarland","","","",""
"7","1984","66 +","Baden-Wuerttemberg","","","",""
"7","1984","66 +","Bayern","","","",""
"7","1984","66 +","Saarland","","","",""
"7","1984","66 +","Berlin","","","",""
"7","1984","66 +","Brandenburg","","","",""
"7","1984","66 +","Mecklenburg-Vorpommern","","","",""
"7","1984","66 +","Sachsen","","","",""
"7","1984","66 +","Sachsen-Anhalt","","","",""
"7","1984","66 +","Thueringen","","","",""
"8","1984","17-34","Schleswig-Holstein","","","",""
"8","1984","17-34","Hamburg","","","",""
"8","1984","17-34","Niedersachsen","","","",""
"8","1984","17-34","Bremen","","","",""
"8","1984","17-34","Nordrhein-Westfalen","","","",""
"8","1984","17-34","Hessen","","","",""
"8","1984","17-34","Rheinland-Pfalz,Saarland","","","",""
"8","1984","17-34","Baden-Wuerttemberg","","","",""
"8","1984","17-34","Bayern","","","",""
"8","1984","17-34","Saarland","","","",""
"8","1984","17-34","Berlin","","","",""
"8","1984","17-34","Brandenburg","","","",""
"8","1984","17-34","Mecklenburg-Vorpommern","","","",""
"8","1984","17-34","Sachsen","","","",""
"8","1984","17-34","Sachsen-Anhalt","","","",""
"8","1984","17-34","Thueringen","","","",""
"8","1984","35-65","Schleswig-Holstein","","","",""
"8","1984","35-65","Hamburg","","","",""
"8","1984","35-65","Niedersachsen","","","",""
"8","1984","35-65","Bremen","","","",""
"8","1984","35-65","Nordrhein-Westfalen","","","",""
"8","1984","35-65","Hessen","","","",""
"8","1984","35-65","Rheinland-Pfalz,Saarland","","","",""
"8","1984","35-65","Baden-Wuerttemberg","1","","",""
"8","1984","35-65","Bayern","","","",""
"8","1984","35-65","Saarland","","","",""
"8","1984","35-65","Berlin","","","",""
"8","1984","35-65","Brandenburg","","","",""
"8","1984","35-65","Mecklenburg-Vorpommern","","","",""
"8","1984","35-65","Sachsen","","","",""
"8","1984","35-65","Sachsen-Anhalt","","","",""
"8","1984","35-65","Thueringen","","","",""
"8","1984","66 +","Schleswig-Holstein","","","",""
"8","1984","66 +","Hamburg","","","",""
"8","1984","66 +","Niedersachsen","","","",""
"8","1984","66 +","Bremen","","","",""
"8","1984","66 +","Nordrhein-Westfalen","","","",""
"8","1984","66 +","Hessen","","","",""
"8","1984","66 +","Rheinland-Pfalz,Saarland","","","",""
"8","1984","66 +","Baden-Wuerttemberg","","","",""
"8","1984","66 +","Bayern","","","",""
"8","1984","66 +","Saarland","","","",""
"8","1984","66 +","Berlin","","","",""
"8","1984","66 +","Brandenburg","","","",""
"8","1984","66 +","Mecklenburg-Vorpommern","","","",""
"8","1984","66 +","Sachsen","","","",""
"8","1984","66 +","Sachsen-Anhalt","","","",""
"8","1984","66 +","Thueringen","","","",""
"9","1984","17-34","Schleswig-Holstein","","","",""
"9","1984","17-34","Hamburg","","","",""
"9","1984","17-34","Niedersachsen","1","","",""
"9","1984","17-34","Bremen","","","",""
"9","1984","17-34","Nordrhein-Westfalen","","","",""
"9","1984","17-34","Hessen","","","",""
"9","1984","17-34","Rheinland-Pfalz,Saarland","","","",""
"9","1984","17-34","Baden-Wuerttemberg","","","",""
"9","1984","17-34","Bayern","","","",""
"9","1984","17-34","Saarland","","","",""
"9","1984","17-34","Berlin","","","",""
"9","1984","17-34","Brandenburg","","","",""
"9","1984","17-34","Mecklenburg-Vorpommern","","","",""
"9","1984","17-34","Sachsen","","","",""
"9","1984","17-34","Sachsen-Anhalt","","","",""
"9","1984","17-34","Thueringen","","","",""
"9","1984","35-65","Schleswig-Holstein","","","",""
"9","1984","35-65","Hamburg","","","",""
"9","1984","35-65","Niedersachsen","","","",""
"9","1984","35-65","Bremen","","","",""
"9","1984","35-65","Nordrhein-Westfalen","1","","",""
"9","1984","35-65","Hessen","","","",""
"9","1984","35-65","Rheinland-Pfalz,Saarland","","","",""
"9","1984","35-65","Baden-Wuerttemberg","","","",""
"9","1984","35-65","Bayern","","","",""
"9","1984","35-65","Saarland","","","",""
"9","1984","35-65","Berlin","","","",""
"9","1984","35-65","Brandenburg","","","",""
"9","1984","35-65","Mecklenburg-Vorpommern","","","",""
"9","1984","35-65","Sachsen","","","",""
"9","1984","35-65","Sachsen-Anhalt","","","",""
"9","1984","35-65","Thueringen","","","",""
"9","1984","66 +","Schleswig-Holstein","","","",""
"9","1984","66 +","Hamburg","","","",""
"9","1984","66 +","Niedersachsen","","","",""
"9","1984","66 +","Bremen","","","",""
"9","1984","66 +","Nordrhein-Westfalen","","","",""
"9","1984","66 +","Hessen","","","",""
"9","1984","66 +","Rheinland-Pfalz,Saarland","","","",""
"9","1984","66 +","Baden-Wuerttemberg","","","",""
"9","1984","66 +","Bayern","","","",""
"9","1984","66 +","Saarland","","","",""
"9","1984","66 +","Berlin","","","",""
"9","1984","66 +","Brandenburg","","","",""
"9","1984","66 +","Mecklenburg-Vorpommern","","","",""
"9","1984","66 +","Sachsen","","","",""
"9","1984","66 +","Sachsen-Anhalt","","","",""
"9","1984","66 +","Thueringen","","","",""
"10","1984","17-34","Schleswig-Holstein","","","",""
"10","1984","17-34","Hamburg","1","","",""
"10","1984","17-34","Niedersachsen","","","",""
"10","1984","17-34","Bremen","","","",""
"10","1984","17-34","Nordrhein-Westfalen","1","","",""
"10","1984","17-34","Hessen","","","",""
"10","1984","17-34","Rheinland-Pfalz,Saarland","","","",""
"10","1984","17-34","Baden-Wuerttemberg","","","",""
"10","1984","17-34","Bayern","","","",""
"10","1984","17-34","Saarland","","","",""
"10","1984","17-34","Berlin","","","",""
"10","1984","17-34","Brandenburg","","","",""
"10","1984","17-34","Mecklenburg-Vorpommern","","","",""
"10","1984","17-34","Sachsen","","","",""
"10","1984","17-34","Sachsen-Anhalt","","","",""
"10","1984","17-34","Thueringen","","","",""
"10","1984","35-65","Schleswig-Holstein","","","",""
"10","1984","35-65","Hamburg","","","",""
"10","1984","35-65","Niedersachsen","","","",""
"10","1984","35-65","Bremen","","","",""
"10","1984","35-65","Nordrhein-Westfalen","","","",""
"10","1984","35-65","Hessen","","","",""
"10","1984","35-65","Rheinland-Pfalz,Saarland","","","",""
"10","1984","35-65","Baden-Wuerttemberg","1","","",""
"10","1984","35-65","Bayern","","","",""
"10","1984","35-65","Saarland","","","",""
"10","1984","35-65","Berlin","","","",""
"10","1984","35-65","Brandenburg","","","",""
"10","1984","35-65","Mecklenburg-Vorpommern","","","",""
"10","1984","35-65","Sachsen","","","",""
"10","1984","35-65","Sachsen-Anhalt","","","",""
"10","1984","35-65","Thueringen","","","",""
"10","1984","66 +","Schleswig-Holstein","","","",""
"10","1984","66 +","Hamburg","","","",""
"10","1984","66 +","Niedersachsen","","","",""
"10","1984","66 +","Bremen","","","",""
"10","1984","66 +","Nordrhein-Westfalen","","","",""
"10","1984","66 +","Hessen","","","",""
"10","1984","66 +","Rheinland-Pfalz,Saarland","","","",""
"10","1984","66 +","Baden-Wuerttemberg","","","",""
"10","1984","66 +","Bayern","","","",""
"10","1984","66 +","Saarland","","","",""
"10","1984","66 +","Berlin","","","",""
"10","1984","66 +","Brandenburg","","","",""
"10","1984","66 +","Mecklenburg-Vorpommern","","","",""
"10","1984","66 +","Sachsen","","","",""
"10","1984","66 +","Sachsen-Anhalt","","","",""
"10","1984","66 +","Thueringen","","","",""
"11","1984","17-34","Schleswig-Holstein","","","",""
"11","1984","17-34","Hamburg","","","",""
"11","1984","17-34","Niedersachsen","","","",""
"11","1984","17-34","Bremen","","","",""
"11","1984","17-34","Nordrhein-Westfalen","","","",""
"11","1984","17-34","Hessen","","","",""
"11","1984","17-34","Rheinland-Pfalz,Saarland","","","",""
"11","1984","17-34","Baden-Wuerttemberg","","","",""
"11","1984","17-34","Bayern","","","",""
"11","1984","17-34","Saarland","","","",""
"11","1984","17-34","Berlin","","","",""
"11","1984","17-34","Brandenburg","","","",""
"11","1984","17-34","Mecklenburg-Vorpommern","","","",""
"11","1984","17-34","Sachsen","","","",""
"11","1984","17-34","Sachsen-Anhalt","","","",""
"11","1984","17-34","Thueringen","","","",""
"11","1984","35-65","Schleswig-Holstein","","","",""
"11","1984","35-65","Hamburg","","","",""
"11","1984","35-65","Niedersachsen","","","",""
"11","1984","35-65","Bremen","","","",""
"11","1984","35-65","Nordrhein-Westfalen","","","",""
"11","1984","35-65","Hessen","","","",""
"11","1984","35-65","Rheinland-Pfalz,Saarland","","","",""
"11","1984","35-65","Baden-Wuerttemberg","","","",""
"11","1984","35-65","Bayern","","","",""
"11","1984","35-65","Saarland","","","",""
"11","1984","35-65","Berlin","","","",""
"11","1984","35-65","Brandenburg","","","",""
"11","1984","35-65","Mecklenburg-Vorpommern","","","",""
"11","1984","35-65","Sachsen","","","",""
