"ple0055","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"10","1984","kein Migrationshintergrund","weiblich","1","","",""
"10","1984","direkter Migrationshintergrund","maennlich","","","",""
"10","1984","direkter Migrationshintergrund","weiblich","","","",""
"10","1984","indirekter Migrationshintergrund","maennlich","","","",""
"10","1984","indirekter Migrationshintergrund","weiblich","","","",""
"10","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"10","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"11","1984","kein Migrationshintergrund","maennlich","","","",""
"11","1984","kein Migrationshintergrund","weiblich","","","",""
"11","1984","direkter Migrationshintergrund","maennlich","","","",""
"11","1984","direkter Migrationshintergrund","weiblich","","","",""
"11","1984","indirekter Migrationshintergrund","maennlich","","","",""
"11","1984","indirekter Migrationshintergrund","weiblich","","","",""
"11","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"11","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"12","1984","kein Migrationshintergrund","maennlich","1","","",""
"12","1984","kein Migrationshintergrund","weiblich","","","",""
"12","1984","direkter Migrationshintergrund","maennlich","","","",""
"12","1984","direkter Migrationshintergrund","weiblich","","","",""
"12","1984","indirekter Migrationshintergrund","maennlich","","","",""
"12","1984","indirekter Migrationshintergrund","weiblich","","","",""
"12","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"12","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"13","1984","kein Migrationshintergrund","maennlich","","","",""
"13","1984","kein Migrationshintergrund","weiblich","","","",""
"13","1984","direkter Migrationshintergrund","maennlich","","","",""
"13","1984","direkter Migrationshintergrund","weiblich","","","",""
"13","1984","indirekter Migrationshintergrund","maennlich","","","",""
"13","1984","indirekter Migrationshintergrund","weiblich","","","",""
"13","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"13","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"14","1984","kein Migrationshintergrund","maennlich","","","",""
"14","1984","kein Migrationshintergrund","weiblich","1","","",""
"14","1984","direkter Migrationshintergrund","maennlich","","","",""
"14","1984","direkter Migrationshintergrund","weiblich","","","",""
"14","1984","indirekter Migrationshintergrund","maennlich","","","",""
"14","1984","indirekter Migrationshintergrund","weiblich","","","",""
"14","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"14","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"15","1984","kein Migrationshintergrund","maennlich","","","",""
"15","1984","kein Migrationshintergrund","weiblich","","","",""
"15","1984","direkter Migrationshintergrund","maennlich","","","",""
"15","1984","direkter Migrationshintergrund","weiblich","","","",""
"15","1984","indirekter Migrationshintergrund","maennlich","","","",""
"15","1984","indirekter Migrationshintergrund","weiblich","","","",""
"15","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"15","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"16","1984","kein Migrationshintergrund","maennlich","","","",""
"16","1984","kein Migrationshintergrund","weiblich","","","",""
"16","1984","direkter Migrationshintergrund","maennlich","","","",""
"16","1984","direkter Migrationshintergrund","weiblich","","","",""
"16","1984","indirekter Migrationshintergrund","maennlich","","","",""
"16","1984","indirekter Migrationshintergrund","weiblich","","","",""
"16","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"16","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"17","1984","kein Migrationshintergrund","maennlich","","","",""
"17","1984","kein Migrationshintergrund","weiblich","","","",""
"17","1984","direkter Migrationshintergrund","maennlich","","","",""
"17","1984","direkter Migrationshintergrund","weiblich","","","",""
"17","1984","indirekter Migrationshintergrund","maennlich","","","",""
"17","1984","indirekter Migrationshintergrund","weiblich","","","",""
"17","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"17","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"18","1984","kein Migrationshintergrund","maennlich","","","",""
"18","1984","kein Migrationshintergrund","weiblich","","","",""
"18","1984","direkter Migrationshintergrund","maennlich","","","",""
"18","1984","direkter Migrationshintergrund","weiblich","","","",""
"18","1984","indirekter Migrationshintergrund","maennlich","","","",""
"18","1984","indirekter Migrationshintergrund","weiblich","","","",""
"18","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"18","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"19","1984","kein Migrationshintergrund","maennlich","","","",""
"19","1984","kein Migrationshintergrund","weiblich","","","",""
"19","1984","direkter Migrationshintergrund","maennlich","","","",""
"19","1984","direkter Migrationshintergrund","weiblich","","","",""
"19","1984","indirekter Migrationshintergrund","maennlich","","","",""
"19","1984","indirekter Migrationshintergrund","weiblich","","","",""
"19","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"19","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"20","1984","kein Migrationshintergrund","maennlich","","","",""
"20","1984","kein Migrationshintergrund","weiblich","","","",""
"20","1984","direkter Migrationshintergrund","maennlich","","","",""
"20","1984","direkter Migrationshintergrund","weiblich","","","",""
"20","1984","indirekter Migrationshintergrund","maennlich","","","",""
"20","1984","indirekter Migrationshintergrund","weiblich","","","",""
"20","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"20","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"21","1984","kein Migrationshintergrund","maennlich","","","",""
"21","1984","kein Migrationshintergrund","weiblich","","","",""
"21","1984","direkter Migrationshintergrund","maennlich","","","",""
"21","1984","direkter Migrationshintergrund","weiblich","","","",""
"21","1984","indirekter Migrationshintergrund","maennlich","","","",""
"21","1984","indirekter Migrationshintergrund","weiblich","","","",""
"21","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"21","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"22","1984","kein Migrationshintergrund","maennlich","","","",""
"22","1984","kein Migrationshintergrund","weiblich","","","",""
"22","1984","direkter Migrationshintergrund","maennlich","","","",""
"22","1984","direkter Migrationshintergrund","weiblich","","","",""
"22","1984","indirekter Migrationshintergrund","maennlich","","","",""
"22","1984","indirekter Migrationshintergrund","weiblich","","","",""
"22","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"22","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"23","1984","kein Migrationshintergrund","maennlich","","","",""
"23","1984","kein Migrationshintergrund","weiblich","","","",""
"23","1984","direkter Migrationshintergrund","maennlich","","","",""
"23","1984","direkter Migrationshintergrund","weiblich","","","",""
"23","1984","indirekter Migrationshintergrund","maennlich","","","",""
"23","1984","indirekter Migrationshintergrund","weiblich","","","",""
"23","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"23","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"24","1984","kein Migrationshintergrund","maennlich","","","",""
"24","1984","kein Migrationshintergrund","weiblich","","","",""
"24","1984","direkter Migrationshintergrund","maennlich","","","",""
"24","1984","direkter Migrationshintergrund","weiblich","","","",""
"24","1984","indirekter Migrationshintergrund","maennlich","","","",""
"24","1984","indirekter Migrationshintergrund","weiblich","","","",""
"24","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"24","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"25","1984","kein Migrationshintergrund","maennlich","","","",""
"25","1984","kein Migrationshintergrund","weiblich","","","",""
"25","1984","direkter Migrationshintergrund","maennlich","","","",""
"25","1984","direkter Migrationshintergrund","weiblich","","","",""
"25","1984","indirekter Migrationshintergrund","maennlich","","","",""
"25","1984","indirekter Migrationshintergrund","weiblich","","","",""
"25","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"25","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"26","1984","kein Migrationshintergrund","maennlich","","","",""
"26","1984","kein Migrationshintergrund","weiblich","","","",""
"26","1984","direkter Migrationshintergrund","maennlich","","","",""
"26","1984","direkter Migrationshintergrund","weiblich","","","",""
"26","1984","indirekter Migrationshintergrund","maennlich","","","",""
"26","1984","indirekter Migrationshintergrund","weiblich","","","",""
"26","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"26","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"27","1984","kein Migrationshintergrund","maennlich","","","",""
"27","1984","kein Migrationshintergrund","weiblich","","","",""
"27","1984","direkter Migrationshintergrund","maennlich","","","",""
"27","1984","direkter Migrationshintergrund","weiblich","","","",""
"27","1984","indirekter Migrationshintergrund","maennlich","","","",""
"27","1984","indirekter Migrationshintergrund","weiblich","","","",""
"27","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"27","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"28","1984","kein Migrationshintergrund","maennlich","","","",""
"28","1984","kein Migrationshintergrund","weiblich","","","",""
"28","1984","direkter Migrationshintergrund","maennlich","","","",""
"28","1984","direkter Migrationshintergrund","weiblich","","","",""
"28","1984","indirekter Migrationshintergrund","maennlich","","","",""
"28","1984","indirekter Migrationshintergrund","weiblich","","","",""
"28","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"28","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"30","1984","kein Migrationshintergrund","maennlich","","","",""
"30","1984","kein Migrationshintergrund","weiblich","","","",""
"30","1984","direkter Migrationshintergrund","maennlich","","","",""
"30","1984","direkter Migrationshintergrund","weiblich","","","",""
"30","1984","indirekter Migrationshintergrund","maennlich","","","",""
"30","1984","indirekter Migrationshintergrund","weiblich","","","",""
"30","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"30","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"31","1984","kein Migrationshintergrund","maennlich","","","",""
"31","1984","kein Migrationshintergrund","weiblich","","","",""
"31","1984","direkter Migrationshintergrund","maennlich","","","",""
"31","1984","direkter Migrationshintergrund","weiblich","","","",""
"31","1984","indirekter Migrationshintergrund","maennlich","","","",""
"31","1984","indirekter Migrationshintergrund","weiblich","","","",""
"31","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"31","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"32","1984","kein Migrationshintergrund","maennlich","","","",""
"32","1984","kein Migrationshintergrund","weiblich","","","",""
"32","1984","direkter Migrationshintergrund","maennlich","","","",""
"32","1984","direkter Migrationshintergrund","weiblich","","","",""
"32","1984","indirekter Migrationshintergrund","maennlich","","","",""
"32","1984","indirekter Migrationshintergrund","weiblich","","","",""
"32","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"32","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"35","1984","kein Migrationshintergrund","maennlich","","","",""
"35","1984","kein Migrationshintergrund","weiblich","","","",""
"35","1984","direkter Migrationshintergrund","maennlich","","","",""
"35","1984","direkter Migrationshintergrund","weiblich","","","",""
"35","1984","indirekter Migrationshintergrund","maennlich","","","",""
"35","1984","indirekter Migrationshintergrund","weiblich","","","",""
"35","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"35","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"36","1984","kein Migrationshintergrund","maennlich","","","",""
"36","1984","kein Migrationshintergrund","weiblich","","","",""
"36","1984","direkter Migrationshintergrund","maennlich","","","",""
"36","1984","direkter Migrationshintergrund","weiblich","","","",""
"36","1984","indirekter Migrationshintergrund","maennlich","","","",""
"36","1984","indirekter Migrationshintergrund","weiblich","","","",""
"36","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"36","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"40","1984","kein Migrationshintergrund","maennlich","","","",""
"40","1984","kein Migrationshintergrund","weiblich","","","",""
"40","1984","direkter Migrationshintergrund","maennlich","","","",""
"40","1984","direkter Migrationshintergrund","weiblich","","","",""
"40","1984","indirekter Migrationshintergrund","maennlich","","","",""
"40","1984","indirekter Migrationshintergrund","weiblich","","","",""
"40","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"40","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"42","1984","kein Migrationshintergrund","maennlich","","","",""
"42","1984","kein Migrationshintergrund","weiblich","","","",""
"42","1984","direkter Migrationshintergrund","maennlich","","","",""
"42","1984","direkter Migrationshintergrund","weiblich","","","",""
"42","1984","indirekter Migrationshintergrund","maennlich","","","",""
"42","1984","indirekter Migrationshintergrund","weiblich","","","",""
"42","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"42","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"45","1984","kein Migrationshintergrund","maennlich","","","",""
"45","1984","kein Migrationshintergrund","weiblich","","","",""
"45","1984","direkter Migrationshintergrund","maennlich","","","",""
"45","1984","direkter Migrationshintergrund","weiblich","","","",""
"45","1984","indirekter Migrationshintergrund","maennlich","","","",""
"45","1984","indirekter Migrationshintergrund","weiblich","","","",""
"45","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"45","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"48","1984","kein Migrationshintergrund","maennlich","","","",""
"48","1984","kein Migrationshintergrund","weiblich","","","",""
"48","1984","direkter Migrationshintergrund","maennlich","","","",""
"48","1984","direkter Migrationshintergrund","weiblich","","","",""
"48","1984","indirekter Migrationshintergrund","maennlich","","","",""
"48","1984","indirekter Migrationshintergrund","weiblich","","","",""
"48","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"48","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"50","1984","kein Migrationshintergrund","maennlich","","","",""
"50","1984","kein Migrationshintergrund","weiblich","","","",""
"50","1984","direkter Migrationshintergrund","maennlich","","","",""
"50","1984","direkter Migrationshintergrund","weiblich","","","",""
"50","1984","indirekter Migrationshintergrund","maennlich","","","",""
"50","1984","indirekter Migrationshintergrund","weiblich","","","",""
"50","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"50","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"51","1984","kein Migrationshintergrund","maennlich","","","",""
"51","1984","kein Migrationshintergrund","weiblich","","","",""
"51","1984","direkter Migrationshintergrund","maennlich","","","",""
"51","1984","direkter Migrationshintergrund","weiblich","","","",""
"51","1984","indirekter Migrationshintergrund","maennlich","","","",""
"51","1984","indirekter Migrationshintergrund","weiblich","","","",""
"51","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"51","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"64","1984","kein Migrationshintergrund","maennlich","","","",""
"64","1984","kein Migrationshintergrund","weiblich","","","",""
"64","1984","direkter Migrationshintergrund","maennlich","","","",""
"64","1984","direkter Migrationshintergrund","weiblich","","","",""
"64","1984","indirekter Migrationshintergrund","maennlich","","","",""
"64","1984","indirekter Migrationshintergrund","weiblich","","","",""
"64","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"64","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"65","1984","kein Migrationshintergrund","maennlich","","","",""
"65","1984","kein Migrationshintergrund","weiblich","","","",""
"65","1984","direkter Migrationshintergrund","maennlich","","","",""
"65","1984","direkter Migrationshintergrund","weiblich","","","",""
"65","1984","indirekter Migrationshintergrund","maennlich","","","",""
"65","1984","indirekter Migrationshintergrund","weiblich","","","",""
"65","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"65","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"90","1984","kein Migrationshintergrund","maennlich","","","",""
"90","1984","kein Migrationshintergrund","weiblich","","","",""
"90","1984","direkter Migrationshintergrund","maennlich","","","",""
"90","1984","direkter Migrationshintergrund","weiblich","","","",""
"90","1984","indirekter Migrationshintergrund","maennlich","","","",""
"90","1984","indirekter Migrationshintergrund","weiblich","","","",""
"90","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"90","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"98","1984","kein Migrationshintergrund","maennlich","","","",""
"98","1984","kein Migrationshintergrund","weiblich","","","",""
"98","1984","direkter Migrationshintergrund","maennlich","","","",""
"98","1984","direkter Migrationshintergrund","weiblich","","","",""
"98","1984","indirekter Migrationshintergrund","maennlich","","","",""
"98","1984","indirekter Migrationshintergrund","weiblich","","","",""
"98","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"98","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"100","1984","kein Migrationshintergrund","maennlich","","","",""
"100","1984","kein Migrationshintergrund","weiblich","","","",""
"100","1984","direkter Migrationshintergrund","maennlich","","","",""
"100","1984","direkter Migrationshintergrund","weiblich","","","",""
"100","1984","indirekter Migrationshintergrund","maennlich","","","",""
"100","1984","indirekter Migrationshintergrund","weiblich","","","",""
"100","1984","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"100","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"0","1985","kein Migrationshintergrund","maennlich","1","","",""
"0","1985","kein Migrationshintergrund","weiblich","","","",""
"0","1985","direkter Migrationshintergrund","maennlich","","","",""
"0","1985","direkter Migrationshintergrund","weiblich","","","",""
"0","1985","indirekter Migrationshintergrund","maennlich","","","",""
"0","1985","indirekter Migrationshintergrund","weiblich","","","",""
"0","1985","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"0","1985","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"1","1985","kein Migrationshintergrund","maennlich","251","","",""
"1","1985","kein Migrationshintergrund","weiblich","419","0.805926690952488","0.771770050239479","0.840083331665497"
"1","1985","direkter Migrationshintergrund","maennlich","105","","",""
"1","1985","direkter Migrationshintergrund","weiblich","162","","",""
"1","1985","indirekter Migrationshintergrund","maennlich","6","0.852719636402201","0.607147746033279","1.09829152677112"
"1","1985","indirekter Migrationshintergrund","weiblich","9","1","1","1"
"1","1985","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"1","1985","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"2","1985","kein Migrationshintergrund","maennlich","43","0.135671001271053","0.0981515775707773","0.173190424971328"
"2","1985","kein Migrationshintergrund","weiblich","63","0.136170509928555","0.106549489100144","0.165791530756966"
"2","1985","direkter Migrationshintergrund","maennlich","16","","",""
"2","1985","direkter Migrationshintergrund","weiblich","16","","",""
"2","1985","indirekter Migrationshintergrund","maennlich","2","","",""
"2","1985","indirekter Migrationshintergrund","weiblich","","","",""
"2","1985","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"2","1985","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"3","1985","kein Migrationshintergrund","maennlich","10","","",""
"3","1985","kein Migrationshintergrund","weiblich","16","","",""
"3","1985","direkter Migrationshintergrund","maennlich","7","0.0622081895902381","0.0210043085580988","0.103412070622377"
"3","1985","direkter Migrationshintergrund","weiblich","3","","",""
"3","1985","indirekter Migrationshintergrund","maennlich","","","",""
"3","1985","indirekter Migrationshintergrund","weiblich","","","",""
"3","1985","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"3","1985","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"4","1985","kein Migrationshintergrund","maennlich","2","","",""
"4","1985","kein Migrationshintergrund","weiblich","4","0.00725922012067149","-7.25255338895423e-05","0.0145909657752325"
"4","1985","direkter Migrationshintergrund","maennlich","1","","",""
"4","1985","direkter Migrationshintergrund","weiblich","","","",""
"4","1985","indirekter Migrationshintergrund","maennlich","","","",""
"4","1985","indirekter Migrationshintergrund","weiblich","","","",""
"4","1985","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"4","1985","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"5","1985","kein Migrationshintergrund","maennlich","2","","",""
"5","1985","kein Migrationshintergrund","weiblich","3","","",""
"5","1985","direkter Migrationshintergrund","maennlich","","","",""
"5","1985","direkter Migrationshintergrund","weiblich","2","","",""
"5","1985","indirekter Migrationshintergrund","maennlich","","","",""
"5","1985","indirekter Migrationshintergrund","weiblich","","","",""
"5","1985","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"5","1985","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"6","1985","kein Migrationshintergrund","maennlich","","","",""
"6","1985","kein Migrationshintergrund","weiblich","4","0.00871642697123915","0.000688328716537318","0.016744525225941"
"6","1985","direkter Migrationshintergrund","maennlich","","","",""
"6","1985","direkter Migrationshintergrund","weiblich","","","",""
"6","1985","indirekter Migrationshintergrund","maennlich","","","",""
"6","1985","indirekter Migrationshintergrund","weiblich","","","",""
"6","1985","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"6","1985","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"7","1985","kein Migrationshintergrund","maennlich","3","","",""
"7","1985","kein Migrationshintergrund","weiblich","","","",""
"7","1985","direkter Migrationshintergrund","maennlich","","","",""
"7","1985","direkter Migrationshintergrund","weiblich","","","",""
"7","1985","indirekter Migrationshintergrund","maennlich","","","",""
"7","1985","indirekter Migrationshintergrund","weiblich","","","",""
"7","1985","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"7","1985","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"8","1985","kein Migrationshintergrund","maennlich","1","","",""
"8","1985","kein Migrationshintergrund","weiblich","","","",""
"8","1985","direkter Migrationshintergrund","maennlich","","","",""
"8","1985","direkter Migrationshintergrund","weiblich","","","",""
"8","1985","indirekter Migrationshintergrund","maennlich","","","",""
"8","1985","indirekter Migrationshintergrund","weiblich","","","",""
"8","1985","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"8","1985","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"9","1985","kein Migrationshintergrund","maennlich","1","","",""
"9","1985","kein Migrationshintergrund","weiblich","","","",""
"9","1985","direkter Migrationshintergrund","maennlich","","","",""
"9","1985","direkter Migrationshintergrund","weiblich","","","",""
"9","1985","indirekter Migrationshintergrund","maennlich","","","",""
