"ple0016","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nein","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(Fach-)Abitur","kein Migrationshintergrund","1594","0.993115088308166","0.989068445362605","0.997161731253727"
"Nein","2009","(Fach-)Abitur","direkter Migrationshintergrund","291","0.979177803174215","0.962883674683109","0.995471931665321"
"Nein","2009","(Fach-)Abitur","indirekter Migrationshintergrund","103","0.9849327063109","0.961631717687394","1.00823369493441"
"Nein","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","AkademikerIn","kein Migrationshintergrund","3617","0.98642923469298","0.982678812716328","0.990179656669633"
"Nein","2009","AkademikerIn","direkter Migrationshintergrund","290","0.99397069876794","0.985091435201829","1.00284996233405"
"Nein","2009","AkademikerIn","indirekter Migrationshintergrund","87","1","1","1"
"Nein","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Realschule","kein Migrationshintergrund","","","",""
"Ja","2010","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Realschule","kein Migrationshintergrund","","","",""
"Nein","2010","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(noch) kein Abschluss","kein Migrationshintergrund","6","","",""
"Ja","2011","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Ja","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Ja","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Hauptschule","kein Migrationshintergrund","225","0.0405487430205318","0.035579402157631","0.0455180838834326"
"Ja","2011","Hauptschule","direkter Migrationshintergrund","25","","",""
"Ja","2011","Hauptschule","indirekter Migrationshintergrund","2","","",""
"Ja","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Realschule","kein Migrationshintergrund","76","0.0166805344511852","0.0131844166703071","0.0201766522320634"
"Ja","2011","Realschule","direkter Migrationshintergrund","3","","",""
"Ja","2011","Realschule","indirekter Migrationshintergrund","1","","",""
"Ja","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(Fach-)Abitur","kein Migrationshintergrund","10","","",""
"Ja","2011","(Fach-)Abitur","direkter Migrationshintergrund","6","","",""
"Ja","2011","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Ja","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","AkademikerIn","kein Migrationshintergrund","63","0.0201596874162431","0.0158628716921822","0.0244565031403039"
"Ja","2011","AkademikerIn","direkter Migrationshintergrund","2","","",""
"Ja","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(noch) kein Abschluss","kein Migrationshintergrund","356","0.98058323476723","0.966368967489413","0.994797502045048"
"Nein","2011","(noch) kein Abschluss","direkter Migrationshintergrund","129","0.966394689970772","0.935651965971717","0.997137413969827"
"Nein","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","66","0.99024640373336","0.966714085437788","1.01377872202893"
"Nein","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Hauptschule","kein Migrationshintergrund","5827","0.959451256979468","0.954481916116567","0.964420597842369"
"Nein","2011","Hauptschule","direkter Migrationshintergrund","865","0.96799751608488","0.956434209163877","0.979560823005882"
"Nein","2011","Hauptschule","indirekter Migrationshintergrund","206","0.993719732241538","0.98298385689023","1.00445560759285"
"Nein","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Realschule","kein Migrationshintergrund","5079","0.983319465548815","0.979823347767937","0.986815583329693"
"Nein","2011","Realschule","direkter Migrationshintergrund","168","0.983892573592025","0.96502409189093","1.00276105529312"
"Nein","2011","Realschule","indirekter Migrationshintergrund","188","0.996160292049981","0.98734308785532","1.00497749624464"
"Nein","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(Fach-)Abitur","kein Migrationshintergrund","1895","0.996341379407072","0.993630168068866","0.999052590745278"
"Nein","2011","(Fach-)Abitur","direkter Migrationshintergrund","387","0.989784015638151","0.979842281534645","0.999725749741658"
"Nein","2011","(Fach-)Abitur","indirekter Migrationshintergrund","142","0.992219399036782","0.977818470327038","1.00662032774653"
"Nein","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","AkademikerIn","kein Migrationshintergrund","4047","0.979840312583757","0.975543496859696","0.984137128307818"
"Nein","2011","AkademikerIn","direkter Migrationshintergrund","368","0.994411557273472","0.986815718941345","1.0020073956056"
"Nein","2011","AkademikerIn","indirekter Migrationshintergrund","108","1","1","1"
"Nein","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Realschule","kein Migrationshintergrund","","","",""
"Ja","2012","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Realschule","kein Migrationshintergrund","","","",""
"Nein","2012","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(noch) kein Abschluss","kein Migrationshintergrund","8","","",""
"Ja","2013","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Ja","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Ja","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Hauptschule","kein Migrationshintergrund","207","0.0403809479713556","0.0350892714161524","0.0456726245265589"
"Ja","2013","Hauptschule","direkter Migrationshintergrund","13","","",""
"Ja","2013","Hauptschule","indirekter Migrationshintergrund","3","","",""
"Ja","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Realschule","kein Migrationshintergrund","81","0.0160345114960597","0.0124552830625233","0.019613739929596"
"Ja","2013","Realschule","direkter Migrationshintergrund","2","","",""
"Ja","2013","Realschule","indirekter Migrationshintergrund","1","","",""
"Ja","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(Fach-)Abitur","kein Migrationshintergrund","14","","",""
"Ja","2013","(Fach-)Abitur","direkter Migrationshintergrund","5","","",""
"Ja","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","AkademikerIn","kein Migrationshintergrund","66","0.0205468906535527","0.0161489851215611","0.0249447961855443"
"Ja","2013","AkademikerIn","direkter Migrationshintergrund","2","","",""
"Ja","2013","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","(noch) kein Abschluss","kein Migrationshintergrund","317","0.969804061348195","0.951199361111003","0.988408761585388"
"Nein","2013","(noch) kein Abschluss","direkter Migrationshintergrund","93","0.956456880160951","0.915633877652943","0.997279882668959"
"Nein","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","62","0.985546553310141","0.956075062814016","1.01501804380627"
"Nein","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","Hauptschule","kein Migrationshintergrund","5109","0.959619052028644","0.954327375473441","0.964910728583848"
"Nein","2013","Hauptschule","direkter Migrationshintergrund","706","0.982128135411181","0.972444182817399","0.991812088004963"
"Nein","2013","Hauptschule","indirekter Migrationshintergrund","179","0.979106113991324","0.958326528082677","0.999885699899971"
"Nein","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","Realschule","kein Migrationshintergrund","4650","0.98396548850394","0.980386260070404","0.987544716937477"
"Nein","2013","Realschule","direkter Migrationshintergrund","142","0.96851583186823","0.939994728764451","0.997036934972009"
"Nein","2013","Realschule","indirekter Migrationshintergrund","164","0.993107549191319","0.980483720333414","1.00573137804922"
"Nein","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","(Fach-)Abitur","kein Migrationshintergrund","1739","0.994454001092992","0.99097752399665","0.997930478189334"
"Nein","2013","(Fach-)Abitur","direkter Migrationshintergrund","333","0.991649004303882","0.981947527248382","1.00135048135938"
"Nein","2013","(Fach-)Abitur","indirekter Migrationshintergrund","124","1","1","1"
"Nein","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","AkademikerIn","kein Migrationshintergrund","3931","0.979453109346447","0.975055203814456","0.983851014878439"
"Nein","2013","AkademikerIn","direkter Migrationshintergrund","353","0.992728805396131","0.983890843793268","1.00156676699899"
"Nein","2013","AkademikerIn","indirekter Migrationshintergrund","114","1","1","1"
"Nein","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","Realschule","kein Migrationshintergrund","","","",""
"Ja","2014","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","Realschule","kein Migrationshintergrund","","","",""
"Nein","2014","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","(noch) kein Abschluss","kein Migrationshintergrund","10","","",""
"Ja","2015","(noch) kein Abschluss","direkter Migrationshintergrund","8","","",""
"Ja","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Ja","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Hauptschule","kein Migrationshintergrund","213","0.041836657503709","0.0365064181254705","0.0471668968819475"
"Ja","2015","Hauptschule","direkter Migrationshintergrund","25","","",""
"Ja","2015","Hauptschule","indirekter Migrationshintergrund","3","","",""
"Ja","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Realschule","kein Migrationshintergrund","97","0.0192668255671656","0.0157135208496907","0.0228201302846405"
"Ja","2015","Realschule","direkter Migrationshintergrund","3","","",""
"Ja","2015","Realschule","indirekter Migrationshintergrund","5","","",""
"Ja","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","(Fach-)Abitur","kein Migrationshintergrund","26","","",""
"Ja","2015","(Fach-)Abitur","direkter Migrationshintergrund","12","","",""
"Ja","2015","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Ja","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","AkademikerIn","kein Migrationshintergrund","74","0.0186034428954012","0.0147172807837498","0.0224896050070527"
"Ja","2015","AkademikerIn","direkter Migrationshintergrund","5","","",""
"Ja","2015","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Ja","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","(noch) kein Abschluss","kein Migrationshintergrund","383","0.973276649650766","0.957331983860423","0.98922131544111"
"Nein","2015","(noch) kein Abschluss","direkter Migrationshintergrund","288","0.967759435104606","0.947636688246564","0.987882181962648"
"Nein","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","126","0.9893916647553","0.971573869173031","1.00720946033757"
"Nein","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","Hauptschule","kein Migrationshintergrund","5207","0.958163342496291","0.952833103118052","0.963493581874529"
"Nein","2015","Hauptschule","direkter Migrationshintergrund","1528","0.978147420042112","0.970876056153793","0.98541878393043"
"Nein","2015","Hauptschule","indirekter Migrationshintergrund","393","0.991218357608974","0.982029256287036","1.00040745893091"
"Nein","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","Realschule","kein Migrationshintergrund","5652","0.980733174432834","0.97717986971536","0.984286479150309"
"Nein","2015","Realschule","direkter Migrationshintergrund","345","0.976997583201488","0.96124717013412","0.992747996268857"
"Nein","2015","Realschule","indirekter Migrationshintergrund","397","0.991619633488064","0.98270837319567","1.00053089378046"
"Nein","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","(Fach-)Abitur","kein Migrationshintergrund","2315","0.990423897226759","0.986478848800267","0.994368945653252"
"Nein","2015","(Fach-)Abitur","direkter Migrationshintergrund","985","0.993121035342504","0.987990494593224","0.998251576091784"
"Nein","2015","(Fach-)Abitur","indirekter Migrationshintergrund","313","0.998981700302814","0.99545393373091","1.00250946687472"
"Nein","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","AkademikerIn","kein Migrationshintergrund","4570","0.981396557104599","0.977510394992947","0.98528271921625"
"Nein","2015","AkademikerIn","direkter Migrationshintergrund","969","0.996764908298097","0.99319868707342","1.00033112952277"
"Nein","2015","AkademikerIn","indirekter Migrationshintergrund","254","0.99016674448682","0.978055721428092","1.00227776754555"
"Nein","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Realschule","kein Migrationshintergrund","","","",""
"Ja","2016","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Realschule","kein Migrationshintergrund","","","",""
"Nein","2016","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","(noch) kein Abschluss","kein Migrationshintergrund","12","","",""
"Ja","2017","(noch) kein Abschluss","direkter Migrationshintergrund","9","","",""
"Ja","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Hauptschule","kein Migrationshintergrund","196","0.0424547687486535","0.0370039304156827","0.0479056070816243"
"Ja","2017","Hauptschule","direkter Migrationshintergrund","29","","",""
"Ja","2017","Hauptschule","indirekter Migrationshintergrund","2","","",""
"Ja","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Realschule","kein Migrationshintergrund","114","0.0182692886280574","0.0149335683557604","0.0216050089003544"
"Ja","2017","Realschule","direkter Migrationshintergrund","2","","",""
"Ja","2017","Realschule","indirekter Migrationshintergrund","6","","",""
"Ja","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","(Fach-)Abitur","kein Migrationshintergrund","30","0.0117052688397032","0.00762787607392929","0.0157826616054771"
"Ja","2017","(Fach-)Abitur","direkter Migrationshintergrund","9","","",""
"Ja","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
