"m11104","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","1986","(Fach-)Abitur","Staedtischer Raum","121","","",""
"Mehrmals im Jahr","1986","(Fach-)Abitur","Laendlicher Raum","25","","",""
"Mehrmals im Jahr","1986","AkademikerIn","Staedtischer Raum","94","0.153427841210886","0.125036438847528","0.181819243574244"
"Mehrmals im Jahr","1986","AkademikerIn","Laendlicher Raum","16","","",""
"Mindestens einmal im Monat","1986","(noch) kein Abschluss","Staedtischer Raum","21","","",""
"Mindestens einmal im Monat","1986","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Mindestens einmal im Monat","1986","Hauptschule","Staedtischer Raum","209","","",""
"Mindestens einmal im Monat","1986","Hauptschule","Laendlicher Raum","66","0.0425643139280219","0.0321772690275444","0.0529513588284995"
"Mindestens einmal im Monat","1986","Realschule","Staedtischer Raum","102","","",""
"Mindestens einmal im Monat","1986","Realschule","Laendlicher Raum","33","0.0717357771466301","0.046059270407968","0.0974122838852922"
"Mindestens einmal im Monat","1986","(Fach-)Abitur","Staedtischer Raum","50","0.0852536839569304","0.0642642587050913","0.106243109208769"
"Mindestens einmal im Monat","1986","(Fach-)Abitur","Laendlicher Raum","6","0.0463585443456231","0.00889465498553599","0.0838224337057101"
"Mindestens einmal im Monat","1986","AkademikerIn","Staedtischer Raum","55","0.0900152018005989","0.0674687728723189","0.112561630728879"
"Mindestens einmal im Monat","1986","AkademikerIn","Laendlicher Raum","12","","",""
"Mindestens einmal die Woche","1986","(noch) kein Abschluss","Staedtischer Raum","154","","",""
"Mindestens einmal die Woche","1986","(noch) kein Abschluss","Laendlicher Raum","30","0.400171511272497","0.314625562667497","0.485717459877498"
"Mindestens einmal die Woche","1986","Hauptschule","Staedtischer Raum","824","0.173889842762149","0.162887899947005","0.184891785577293"
"Mindestens einmal die Woche","1986","Hauptschule","Laendlicher Raum","269","","",""
"Mindestens einmal die Woche","1986","Realschule","Staedtischer Raum","490","0.336215418621673","0.311245384542878","0.361185452700468"
"Mindestens einmal die Woche","1986","Realschule","Laendlicher Raum","132","","",""
"Mindestens einmal die Woche","1986","(Fach-)Abitur","Staedtischer Raum","260","","",""
"Mindestens einmal die Woche","1986","(Fach-)Abitur","Laendlicher Raum","48","0.40810235521876","0.320530759714072","0.495673950723448"
"Mindestens einmal die Woche","1986","AkademikerIn","Staedtischer Raum","246","","",""
"Mindestens einmal die Woche","1986","AkademikerIn","Laendlicher Raum","52","0.398597242378828","0.312766486544363","0.484427998213294"
"Fast nie oder nie","1987","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Fast nie oder nie","1987","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Fast nie oder nie","1987","Hauptschule","Staedtischer Raum","","","",""
"Fast nie oder nie","1987","Hauptschule","Laendlicher Raum","","","",""
"Fast nie oder nie","1987","Realschule","Staedtischer Raum","","","",""
"Fast nie oder nie","1987","Realschule","Laendlicher Raum","","","",""
"Fast nie oder nie","1987","(Fach-)Abitur","Staedtischer Raum","","","",""
"Fast nie oder nie","1987","(Fach-)Abitur","Laendlicher Raum","","","",""
"Fast nie oder nie","1987","AkademikerIn","Staedtischer Raum","","","",""
"Fast nie oder nie","1987","AkademikerIn","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1987","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1987","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1987","Hauptschule","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1987","Hauptschule","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1987","Realschule","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1987","Realschule","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1987","(Fach-)Abitur","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1987","(Fach-)Abitur","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1987","AkademikerIn","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1987","AkademikerIn","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1987","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1987","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1987","Hauptschule","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1987","Hauptschule","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1987","Realschule","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1987","Realschule","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1987","(Fach-)Abitur","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1987","(Fach-)Abitur","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1987","AkademikerIn","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1987","AkademikerIn","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1987","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1987","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1987","Hauptschule","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1987","Hauptschule","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1987","Realschule","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1987","Realschule","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1987","(Fach-)Abitur","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1987","(Fach-)Abitur","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1987","AkademikerIn","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1987","AkademikerIn","Laendlicher Raum","","","",""
"Fast nie oder nie","1988","(noch) kein Abschluss","Staedtischer Raum","585","0.566344021125491","0.531565299141083","0.601122743109898"
"Fast nie oder nie","1988","(noch) kein Abschluss","Laendlicher Raum","78","0.453254189887444","0.364919391698545","0.541588988076344"
"Fast nie oder nie","1988","Hauptschule","Staedtischer Raum","2868","","",""
"Fast nie oder nie","1988","Hauptschule","Laendlicher Raum","836","0.646135121527579","0.620494693760664","0.671775549294493"
"Fast nie oder nie","1988","Realschule","Staedtischer Raum","501","0.426790195021528","0.400046929858798","0.453533460184258"
"Fast nie oder nie","1988","Realschule","Laendlicher Raum","128","","",""
"Fast nie oder nie","1988","(Fach-)Abitur","Staedtischer Raum","239","","",""
"Fast nie oder nie","1988","(Fach-)Abitur","Laendlicher Raum","29","","",""
"Fast nie oder nie","1988","AkademikerIn","Staedtischer Raum","203","","",""
"Fast nie oder nie","1988","AkademikerIn","Laendlicher Raum","38","0.329545401846537","0.243635843611694","0.41545496008138"
"Mehrmals im Jahr","1988","(noch) kein Abschluss","Staedtischer Raum","42","0.0705107001377105","0.0525447371560183","0.0884766631194028"
"Mehrmals im Jahr","1988","(noch) kein Abschluss","Laendlicher Raum","6","0.0851347069735037","0.0356124904617843","0.134656923485223"
"Mehrmals im Jahr","1988","Hauptschule","Staedtischer Raum","469","0.0990830050792906","0.0901859589621029","0.107980051196478"
"Mehrmals im Jahr","1988","Hauptschule","Laendlicher Raum","188","","",""
"Mehrmals im Jahr","1988","Realschule","Staedtischer Raum","239","","",""
"Mehrmals im Jahr","1988","Realschule","Laendlicher Raum","79","0.188081950628594","0.148530527448091","0.227633373809097"
"Mehrmals im Jahr","1988","(Fach-)Abitur","Staedtischer Raum","126","","",""
"Mehrmals im Jahr","1988","(Fach-)Abitur","Laendlicher Raum","24","","",""
"Mehrmals im Jahr","1988","AkademikerIn","Staedtischer Raum","106","","",""
"Mehrmals im Jahr","1988","AkademikerIn","Laendlicher Raum","24","","",""
"Mindestens einmal im Monat","1988","(noch) kein Abschluss","Staedtischer Raum","20","","",""
"Mindestens einmal im Monat","1988","(noch) kein Abschluss","Laendlicher Raum","5","0.0407517634499846","0.00566794267394435","0.0758355842260248"
"Mindestens einmal im Monat","1988","Hauptschule","Staedtischer Raum","189","","",""
"Mindestens einmal im Monat","1988","Hauptschule","Laendlicher Raum","71","0.0475869887523919","0.0361713127588632","0.0590026647459205"
"Mindestens einmal im Monat","1988","Realschule","Staedtischer Raum","95","0.0667045705854004","0.053213768401528","0.0801953727692728"
"Mindestens einmal im Monat","1988","Realschule","Laendlicher Raum","31","0.0885922789671151","0.0598324204172631","0.117352137516967"
"Mindestens einmal im Monat","1988","(Fach-)Abitur","Staedtischer Raum","52","0.0880684085919641","0.0660263357548038","0.110110481429124"
"Mindestens einmal im Monat","1988","(Fach-)Abitur","Laendlicher Raum","6","0.0502361292299309","0.00654146750929845","0.0939307909505633"
"Mindestens einmal im Monat","1988","AkademikerIn","Staedtischer Raum","41","0.0722438779786904","0.0512467881077221","0.0932409678496588"
"Mindestens einmal im Monat","1988","AkademikerIn","Laendlicher Raum","4","0.0420553732155219","0.0053710830951487","0.0787396633358952"
"Mindestens einmal die Woche","1988","(noch) kein Abschluss","Staedtischer Raum","133","","",""
"Mindestens einmal die Woche","1988","(noch) kein Abschluss","Laendlicher Raum","33","0.420859339689067","0.33325438105518","0.508464298322955"
"Mindestens einmal die Woche","1988","Hauptschule","Staedtischer Raum","806","0.185608500008211","0.174030876740911","0.197186123275511"
"Mindestens einmal die Woche","1988","Hauptschule","Laendlicher Raum","241","","",""
"Mindestens einmal die Woche","1988","Realschule","Staedtischer Raum","479","0.328753067440417","0.303353491125152","0.354152643755682"
"Mindestens einmal die Woche","1988","Realschule","Laendlicher Raum","137","","",""
"Mindestens einmal die Woche","1988","(Fach-)Abitur","Staedtischer Raum","218","","",""
"Mindestens einmal die Woche","1988","(Fach-)Abitur","Laendlicher Raum","37","0.380957931766984","0.283815031313916","0.478100832220052"
"Mindestens einmal die Woche","1988","AkademikerIn","Staedtischer Raum","234","","",""
"Mindestens einmal die Woche","1988","AkademikerIn","Laendlicher Raum","49","0.433175038859648","0.34261108686784","0.523738990851456"
"Fast nie oder nie","1989","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Fast nie oder nie","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Fast nie oder nie","1989","Hauptschule","Staedtischer Raum","","","",""
"Fast nie oder nie","1989","Hauptschule","Laendlicher Raum","","","",""
"Fast nie oder nie","1989","Realschule","Staedtischer Raum","","","",""
"Fast nie oder nie","1989","Realschule","Laendlicher Raum","","","",""
"Fast nie oder nie","1989","(Fach-)Abitur","Staedtischer Raum","","","",""
"Fast nie oder nie","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"Fast nie oder nie","1989","AkademikerIn","Staedtischer Raum","","","",""
"Fast nie oder nie","1989","AkademikerIn","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1989","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1989","Hauptschule","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1989","Hauptschule","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1989","Realschule","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1989","Realschule","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1989","(Fach-)Abitur","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1989","AkademikerIn","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1989","AkademikerIn","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1989","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1989","Hauptschule","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1989","Hauptschule","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1989","Realschule","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1989","Realschule","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1989","(Fach-)Abitur","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1989","AkademikerIn","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1989","AkademikerIn","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1989","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1989","Hauptschule","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1989","Hauptschule","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1989","Realschule","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1989","Realschule","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1989","(Fach-)Abitur","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1989","AkademikerIn","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1989","AkademikerIn","Laendlicher Raum","","","",""
"Fast nie oder nie","1990","(noch) kein Abschluss","Staedtischer Raum","500","0.542874121259436","0.50693335070964","0.578814891809232"
"Fast nie oder nie","1990","(noch) kein Abschluss","Laendlicher Raum","72","0.358237443045168","0.280193938060343","0.436280948029993"
"Fast nie oder nie","1990","Hauptschule","Staedtischer Raum","2568","","",""
"Fast nie oder nie","1990","Hauptschule","Laendlicher Raum","1571","","",""
"Fast nie oder nie","1990","Realschule","Staedtischer Raum","628","0.341615651215885","0.319338618920065","0.363892683511705"
"Fast nie oder nie","1990","Realschule","Laendlicher Raum","719","0.456907351653722","0.430500606834854","0.48331409647259"
"Fast nie oder nie","1990","(Fach-)Abitur","Staedtischer Raum","204","","",""
"Fast nie oder nie","1990","(Fach-)Abitur","Laendlicher Raum","50","0.28788804034722","0.220804647712001","0.354971432982439"
"Fast nie oder nie","1990","AkademikerIn","Staedtischer Raum","333","0.301362593161867","0.272457058820346","0.330268127503387"
"Fast nie oder nie","1990","AkademikerIn","Laendlicher Raum","363","0.473798000861096","0.436185984573639","0.511410017148552"
"Mehrmals im Jahr","1990","(noch) kein Abschluss","Staedtischer Raum","64","0.0748197766960539","0.0558378066252715","0.0938017467668363"
"Mehrmals im Jahr","1990","(noch) kein Abschluss","Laendlicher Raum","25","","",""
"Mehrmals im Jahr","1990","Hauptschule","Staedtischer Raum","762","0.171842914230865","0.160868276954339","0.18281755150739"
"Mehrmals im Jahr","1990","Hauptschule","Laendlicher Raum","343","0.167229015262212","0.152137766034708","0.182320264489717"
"Mehrmals im Jahr","1990","Realschule","Staedtischer Raum","376","0.21669767425955","0.197345019969282","0.236050328549819"
"Mehrmals im Jahr","1990","Realschule","Laendlicher Raum","276","","",""
"Mehrmals im Jahr","1990","(Fach-)Abitur","Staedtischer Raum","135","","",""
"Mehrmals im Jahr","1990","(Fach-)Abitur","Laendlicher Raum","35","0.191773547866736","0.133443820273954","0.250103275459518"
"Mehrmals im Jahr","1990","AkademikerIn","Staedtischer Raum","213","","",""
"Mehrmals im Jahr","1990","AkademikerIn","Laendlicher Raum","136","","",""
"Mindestens einmal im Monat","1990","(noch) kein Abschluss","Staedtischer Raum","39","0.0552488523832085","0.0387657007110876","0.0717320040553293"
"Mindestens einmal im Monat","1990","(noch) kein Abschluss","Laendlicher Raum","5","0.0492322559015272","0.0140173787453718","0.0844471330576825"
"Mindestens einmal im Monat","1990","Hauptschule","Staedtischer Raum","309","0.0699256442956711","0.0625066493878119","0.0773446392035303"
"Mindestens einmal im Monat","1990","Hauptschule","Laendlicher Raum","126","","",""
"Mindestens einmal im Monat","1990","Realschule","Staedtischer Raum","167","","",""
"Mindestens einmal im Monat","1990","Realschule","Laendlicher Raum","72","0.0655846806081811","0.0524616236849046","0.0787077375314577"
"Mindestens einmal im Monat","1990","(Fach-)Abitur","Staedtischer Raum","72","0.115482854666866","0.0917728159616546","0.139192893372077"
"Mindestens einmal im Monat","1990","(Fach-)Abitur","Laendlicher Raum","19","","",""
"Mindestens einmal im Monat","1990","AkademikerIn","Staedtischer Raum","72","0.0876150392559129","0.0698040188463647","0.105426059665461"
"Mindestens einmal im Monat","1990","AkademikerIn","Laendlicher Raum","47","0.0809943022314698","0.0604429646648853","0.101545639798054"
"Mindestens einmal die Woche","1990","(noch) kein Abschluss","Staedtischer Raum","135","","",""
"Mindestens einmal die Woche","1990","(noch) kein Abschluss","Laendlicher Raum","43","0.424330098893728","0.343884410821793","0.504775786965663"
"Mindestens einmal die Woche","1990","Hauptschule","Staedtischer Raum","900","0.20311691933818","0.191412810460673","0.214821028215688"
"Mindestens einmal die Woche","1990","Hauptschule","Laendlicher Raum","309","0.153334842609971","0.138764060885097","0.167905624334844"
"Mindestens einmal die Woche","1990","Realschule","Staedtischer Raum","570","0.345013930520869","0.322684222079751","0.367343638961988"
"Mindestens einmal die Woche","1990","Realschule","Laendlicher Raum","300","0.263260995757661","0.239914918147006","0.286607073368316"
"Mindestens einmal die Woche","1990","(Fach-)Abitur","Staedtischer Raum","287","","",""
"Mindestens einmal die Woche","1990","(Fach-)Abitur","Laendlicher Raum","71","0.41366804440818","0.340700986513916","0.486635102302444"
"Mindestens einmal die Woche","1990","AkademikerIn","Staedtischer Raum","350","0.395895150814732","0.365087636111794","0.426702665517671"
"Mindestens einmal die Woche","1990","AkademikerIn","Laendlicher Raum","131","","",""
"Fast nie oder nie","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Fast nie oder nie","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Fast nie oder nie","1991","Hauptschule","Staedtischer Raum","","","",""
"Fast nie oder nie","1991","Hauptschule","Laendlicher Raum","","","",""
"Fast nie oder nie","1991","Realschule","Staedtischer Raum","","","",""
"Fast nie oder nie","1991","Realschule","Laendlicher Raum","","","",""
"Fast nie oder nie","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
"Fast nie oder nie","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"Fast nie oder nie","1991","AkademikerIn","Staedtischer Raum","","","",""
"Fast nie oder nie","1991","AkademikerIn","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1991","Hauptschule","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1991","Hauptschule","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1991","Realschule","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1991","Realschule","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1991","AkademikerIn","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1991","AkademikerIn","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1991","Hauptschule","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1991","Hauptschule","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1991","Realschule","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1991","Realschule","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1991","AkademikerIn","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1991","AkademikerIn","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1991","Hauptschule","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1991","Hauptschule","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1991","Realschule","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1991","Realschule","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","1991","AkademikerIn","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","1991","AkademikerIn","Laendlicher Raum","","","",""
"Fast nie oder nie","1992","(noch) kein Abschluss","Staedtischer Raum","487","0.617298656411023","0.580953429732676","0.65364388308937"
"Fast nie oder nie","1992","(noch) kein Abschluss","Laendlicher Raum","82","0.416572977146436","0.342025617239173","0.491120337053698"
"Fast nie oder nie","1992","Hauptschule","Staedtischer Raum","2715","","",""
"Fast nie oder nie","1992","Hauptschule","Laendlicher Raum","1505","","",""
"Fast nie oder nie","1992","Realschule","Staedtischer Raum","698","0.41922169644669","0.395765872256314","0.442677520637066"
"Fast nie oder nie","1992","Realschule","Laendlicher Raum","672","0.482787500407752","0.45572767700737","0.509847323808134"
"Fast nie oder nie","1992","(Fach-)Abitur","Staedtischer Raum","222","","",""
"Fast nie oder nie","1992","(Fach-)Abitur","Laendlicher Raum","56","0.291678939991628","0.225643053733965","0.357714826249292"
"Fast nie oder nie","1992","AkademikerIn","Staedtischer Raum","382","0.369986861754747","0.339743873588376","0.400229849921118"
"Fast nie oder nie","1992","AkademikerIn","Laendlicher Raum","330","0.505071467837963","0.465999036958779","0.544143898717147"
"Mehrmals im Jahr","1992","(noch) kein Abschluss","Staedtischer Raum","53","0.0691082054974514","0.0501418392992558","0.0880745716956471"
"Mehrmals im Jahr","1992","(noch) kein Abschluss","Laendlicher Raum","26","","",""
