"m11104","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal die Woche","1984","Realschule","maennlich","","","",""
"Mindestens einmal die Woche","1984","Realschule","weiblich","","","",""
"Mindestens einmal die Woche","1984","(Fach-)Abitur","maennlich","","","",""
"Mindestens einmal die Woche","1984","(Fach-)Abitur","weiblich","","","",""
"Mindestens einmal die Woche","1984","AkademikerIn","maennlich","","","",""
"Mindestens einmal die Woche","1984","AkademikerIn","weiblich","","","",""
"Fast nie oder nie","1985","(noch) kein Abschluss","maennlich","314","0.43653338629339","0.392798556266978","0.480268216319803"
"Fast nie oder nie","1985","(noch) kein Abschluss","weiblich","488","0.645203171495348","0.606298823965247","0.68410751902545"
"Fast nie oder nie","1985","Hauptschule","maennlich","1917","","",""
"Fast nie oder nie","1985","Hauptschule","weiblich","2428","","",""
"Fast nie oder nie","1985","Realschule","maennlich","247","","",""
"Fast nie oder nie","1985","Realschule","weiblich","427","0.427047088467941","0.397127832488074","0.456966344447808"
"Fast nie oder nie","1985","(Fach-)Abitur","maennlich","164","","",""
"Fast nie oder nie","1985","(Fach-)Abitur","weiblich","123","","",""
"Fast nie oder nie","1985","AkademikerIn","maennlich","165","","",""
"Fast nie oder nie","1985","AkademikerIn","weiblich","90","0.393784398454317","0.332353373474328","0.455215423434305"
"Mehrmals im Jahr","1985","(noch) kein Abschluss","maennlich","45","0.101852155462941","0.075180888608082","0.1285234223178"
"Mehrmals im Jahr","1985","(noch) kein Abschluss","weiblich","35","0.0882085361448953","0.0651483348874467","0.111268737402344"
"Mehrmals im Jahr","1985","Hauptschule","maennlich","402","0.122739938453235","0.111158885806317","0.134320991100154"
"Mehrmals im Jahr","1985","Hauptschule","weiblich","311","0.0841394436556601","0.0746234284676042","0.093655458843716"
"Mehrmals im Jahr","1985","Realschule","maennlich","127","","",""
"Mehrmals im Jahr","1985","Realschule","weiblich","207","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","maennlich","78","0.162613659503068","0.128818321070163","0.196408997935974"
"Mehrmals im Jahr","1985","(Fach-)Abitur","weiblich","71","0.238451608046489","0.191615218277821","0.285287997815157"
"Mehrmals im Jahr","1985","AkademikerIn","maennlich","94","0.187243383959775","0.153185605183177","0.221301162736374"
"Mehrmals im Jahr","1985","AkademikerIn","weiblich","46","0.156332498353255","0.110670464829503","0.201994531877007"
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","maennlich","24","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","weiblich","7","0.0194766753845276","0.00823977832440138","0.0307135724446538"
"Mindestens einmal im Monat","1985","Hauptschule","maennlich","163","","",""
"Mindestens einmal im Monat","1985","Hauptschule","weiblich","104","","",""
"Mindestens einmal im Monat","1985","Realschule","maennlich","66","0.0857781299387049","0.0656963649564986","0.105859894920911"
"Mindestens einmal im Monat","1985","Realschule","weiblich","57","0.0521104146585546","0.0386674647057118","0.0655533646113973"
"Mindestens einmal im Monat","1985","(Fach-)Abitur","maennlich","41","0.0807064815384725","0.0557607262201255","0.105652236856819"
"Mindestens einmal im Monat","1985","(Fach-)Abitur","weiblich","17","","",""
"Mindestens einmal im Monat","1985","AkademikerIn","maennlich","37","0.0658745903021351","0.0442177856439688","0.0875313949603014"
"Mindestens einmal im Monat","1985","AkademikerIn","weiblich","19","","",""
"Mindestens einmal die Woche","1985","(noch) kein Abschluss","maennlich","111","","",""
"Mindestens einmal die Woche","1985","(noch) kein Abschluss","weiblich","51","0.247111616975229","0.212038698630645","0.282184535319812"
"Mindestens einmal die Woche","1985","Hauptschule","maennlich","602","0.186559210786897","0.172810492059754","0.20030792951404"
"Mindestens einmal die Woche","1985","Hauptschule","weiblich","426","0.135272844287901","0.123548582950381","0.146997105625422"
"Mindestens einmal die Woche","1985","Realschule","maennlich","307","0.393091615021893","0.358065154856479","0.428118075187306"
"Mindestens einmal die Woche","1985","Realschule","weiblich","359","0.336989006016175","0.30839851113605","0.365579500896301"
"Mindestens einmal die Woche","1985","(Fach-)Abitur","maennlich","175","","",""
"Mindestens einmal die Woche","1985","(Fach-)Abitur","weiblich","107","","",""
"Mindestens einmal die Woche","1985","AkademikerIn","maennlich","208","","",""
"Mindestens einmal die Woche","1985","AkademikerIn","weiblich","88","0.371472572221501","0.310719191795561","0.43222595264744"
"Fast nie oder nie","1986","(noch) kein Abschluss","maennlich","277","","",""
"Fast nie oder nie","1986","(noch) kein Abschluss","weiblich","441","0.67321524850782","0.633764428021326","0.712666068994314"
"Fast nie oder nie","1986","Hauptschule","maennlich","1787","","",""
"Fast nie oder nie","1986","Hauptschule","weiblich","2232","","",""
"Fast nie oder nie","1986","Realschule","maennlich","254","","",""
"Fast nie oder nie","1986","Realschule","weiblich","459","0.481069735496049","0.450482186625954","0.511657284366144"
"Fast nie oder nie","1986","(Fach-)Abitur","maennlich","164","","",""
"Fast nie oder nie","1986","(Fach-)Abitur","weiblich","127","","",""
"Fast nie oder nie","1986","AkademikerIn","maennlich","167","","",""
"Fast nie oder nie","1986","AkademikerIn","weiblich","102","","",""
"Mehrmals im Jahr","1986","(noch) kein Abschluss","maennlich","56","0.125624969554141","0.0956937442752182","0.155556194833063"
"Mehrmals im Jahr","1986","(noch) kein Abschluss","weiblich","32","0.0724828422729861","0.0506742938538581","0.094291390692114"
"Mehrmals im Jahr","1986","Hauptschule","maennlich","356","0.120840961764675","0.109057060168868","0.132624863360482"
"Mehrmals im Jahr","1986","Hauptschule","weiblich","267","","",""
"Mehrmals im Jahr","1986","Realschule","maennlich","118","","",""
"Mehrmals im Jahr","1986","Realschule","weiblich","175","","",""
"Mehrmals im Jahr","1986","(Fach-)Abitur","maennlich","71","0.169638586523544","0.135562396217257","0.203714776829832"
"Mehrmals im Jahr","1986","(Fach-)Abitur","weiblich","75","0.249398751592165","0.203067133662473","0.295730369521857"
"Mehrmals im Jahr","1986","AkademikerIn","maennlich","74","0.148568413004781","0.11742491796112","0.179711908048441"
"Mehrmals im Jahr","1986","AkademikerIn","weiblich","36","0.131773959481129","0.0892458423182387","0.174302076644019"
"Mindestens einmal im Monat","1986","(noch) kein Abschluss","maennlich","18","","",""
"Mindestens einmal im Monat","1986","(noch) kein Abschluss","weiblich","6","0.018468221720419","0.00714388175795027","0.0297925616828878"
"Mindestens einmal im Monat","1986","Hauptschule","maennlich","163","","",""
"Mindestens einmal im Monat","1986","Hauptschule","weiblich","112","","",""
"Mindestens einmal im Monat","1986","Realschule","maennlich","57","0.0728805939249386","0.0541266031728299","0.0916345846770473"
"Mindestens einmal im Monat","1986","Realschule","weiblich","78","0.0682965522723414","0.0528538108425919","0.083739293702091"
"Mindestens einmal im Monat","1986","(Fach-)Abitur","maennlich","34","0.0872807679471785","0.0616546386581759","0.112906897236181"
"Mindestens einmal im Monat","1986","(Fach-)Abitur","weiblich","22","","",""
"Mindestens einmal im Monat","1986","AkademikerIn","maennlich","47","0.0981206585812117","0.0720721012834386","0.124169215878985"
"Mindestens einmal im Monat","1986","AkademikerIn","weiblich","20","","",""
"Mindestens einmal die Woche","1986","(noch) kein Abschluss","maennlich","120","","",""
"Mindestens einmal die Woche","1986","(noch) kein Abschluss","weiblich","64","0.235833687498775","0.200127371739075","0.271540003258475"
"Mindestens einmal die Woche","1986","Hauptschule","maennlich","633","0.203508525685818","0.188952923827861","0.218064127543776"
"Mindestens einmal die Woche","1986","Hauptschule","weiblich","460","0.148771828654018","0.13618571852593","0.161357938782105"
"Mindestens einmal die Woche","1986","Realschule","maennlich","309","0.396988396018424","0.361688644272236","0.432288147764611"
"Mindestens einmal die Woche","1986","Realschule","weiblich","313","0.294156600838595","0.266261390765836","0.322051810911355"
"Mindestens einmal die Woche","1986","(Fach-)Abitur","maennlich","197","","",""
"Mindestens einmal die Woche","1986","(Fach-)Abitur","weiblich","111","","",""
"Mindestens einmal die Woche","1986","AkademikerIn","maennlich","213","","",""
"Mindestens einmal die Woche","1986","AkademikerIn","weiblich","85","0.342221022310334","0.282567197955581","0.401874846665087"
"Fast nie oder nie","1987","(noch) kein Abschluss","maennlich","","","",""
"Fast nie oder nie","1987","(noch) kein Abschluss","weiblich","","","",""
"Fast nie oder nie","1987","Hauptschule","maennlich","","","",""
"Fast nie oder nie","1987","Hauptschule","weiblich","","","",""
"Fast nie oder nie","1987","Realschule","maennlich","","","",""
"Fast nie oder nie","1987","Realschule","weiblich","","","",""
"Fast nie oder nie","1987","(Fach-)Abitur","maennlich","","","",""
"Fast nie oder nie","1987","(Fach-)Abitur","weiblich","","","",""
"Fast nie oder nie","1987","AkademikerIn","maennlich","","","",""
"Fast nie oder nie","1987","AkademikerIn","weiblich","","","",""
"Mehrmals im Jahr","1987","(noch) kein Abschluss","maennlich","","","",""
"Mehrmals im Jahr","1987","(noch) kein Abschluss","weiblich","","","",""
"Mehrmals im Jahr","1987","Hauptschule","maennlich","","","",""
"Mehrmals im Jahr","1987","Hauptschule","weiblich","","","",""
"Mehrmals im Jahr","1987","Realschule","maennlich","","","",""
"Mehrmals im Jahr","1987","Realschule","weiblich","","","",""
"Mehrmals im Jahr","1987","(Fach-)Abitur","maennlich","","","",""
"Mehrmals im Jahr","1987","(Fach-)Abitur","weiblich","","","",""
"Mehrmals im Jahr","1987","AkademikerIn","maennlich","","","",""
"Mehrmals im Jahr","1987","AkademikerIn","weiblich","","","",""
"Mindestens einmal im Monat","1987","(noch) kein Abschluss","maennlich","","","",""
"Mindestens einmal im Monat","1987","(noch) kein Abschluss","weiblich","","","",""
"Mindestens einmal im Monat","1987","Hauptschule","maennlich","","","",""
"Mindestens einmal im Monat","1987","Hauptschule","weiblich","","","",""
"Mindestens einmal im Monat","1987","Realschule","maennlich","","","",""
"Mindestens einmal im Monat","1987","Realschule","weiblich","","","",""
"Mindestens einmal im Monat","1987","(Fach-)Abitur","maennlich","","","",""
"Mindestens einmal im Monat","1987","(Fach-)Abitur","weiblich","","","",""
"Mindestens einmal im Monat","1987","AkademikerIn","maennlich","","","",""
"Mindestens einmal im Monat","1987","AkademikerIn","weiblich","","","",""
"Mindestens einmal die Woche","1987","(noch) kein Abschluss","maennlich","","","",""
"Mindestens einmal die Woche","1987","(noch) kein Abschluss","weiblich","","","",""
"Mindestens einmal die Woche","1987","Hauptschule","maennlich","","","",""
"Mindestens einmal die Woche","1987","Hauptschule","weiblich","","","",""
"Mindestens einmal die Woche","1987","Realschule","maennlich","","","",""
"Mindestens einmal die Woche","1987","Realschule","weiblich","","","",""
"Mindestens einmal die Woche","1987","(Fach-)Abitur","maennlich","","","",""
"Mindestens einmal die Woche","1987","(Fach-)Abitur","weiblich","","","",""
"Mindestens einmal die Woche","1987","AkademikerIn","maennlich","","","",""
"Mindestens einmal die Woche","1987","AkademikerIn","weiblich","","","",""
"Fast nie oder nie","1988","(noch) kein Abschluss","maennlich","246","","",""
"Fast nie oder nie","1988","(noch) kein Abschluss","weiblich","417","0.649278488112105","0.60774094350244","0.690816032721771"
"Fast nie oder nie","1988","Hauptschule","maennlich","1694","","",""
"Fast nie oder nie","1988","Hauptschule","weiblich","2010","","",""
"Fast nie oder nie","1988","Realschule","maennlich","230","","",""
"Fast nie oder nie","1988","Realschule","weiblich","399","0.441016558887736","0.410196928116071","0.471836189659401"
"Fast nie oder nie","1988","(Fach-)Abitur","maennlich","147","","",""
"Fast nie oder nie","1988","(Fach-)Abitur","weiblich","121","","",""
"Fast nie oder nie","1988","AkademikerIn","maennlich","154","","",""
"Fast nie oder nie","1988","AkademikerIn","weiblich","87","0.387396759167144","0.324438630670898","0.450354887663391"
"Mehrmals im Jahr","1988","(noch) kein Abschluss","maennlich","21","","",""
"Mehrmals im Jahr","1988","(noch) kein Abschluss","weiblich","27","","",""
"Mehrmals im Jahr","1988","Hauptschule","maennlich","369","0.129935724294163","0.117506110845948","0.142365337742378"
"Mehrmals im Jahr","1988","Hauptschule","weiblich","288","","",""
"Mehrmals im Jahr","1988","Realschule","maennlich","120","","",""
"Mehrmals im Jahr","1988","Realschule","weiblich","198","","",""
"Mehrmals im Jahr","1988","(Fach-)Abitur","maennlich","95","0.233305912950236","0.193515618213301","0.27309620768717"
"Mehrmals im Jahr","1988","(Fach-)Abitur","weiblich","55","0.189295958075419","0.144743496335245","0.233848419815594"
"Mehrmals im Jahr","1988","AkademikerIn","maennlich","87","0.171587858773024","0.137466354062931","0.205709363483117"
"Mehrmals im Jahr","1988","AkademikerIn","weiblich","43","0.188171528892234","0.137659679592691","0.238683378191776"
"Mindestens einmal im Monat","1988","(noch) kein Abschluss","maennlich","15","","",""
"Mindestens einmal im Monat","1988","(noch) kein Abschluss","weiblich","10","","",""
"Mindestens einmal im Monat","1988","Hauptschule","maennlich","155","","",""
"Mindestens einmal im Monat","1988","Hauptschule","weiblich","105","","",""
"Mindestens einmal im Monat","1988","Realschule","maennlich","52","0.0734863769329485","0.0540451188073887","0.0929276350585083"
"Mindestens einmal im Monat","1988","Realschule","weiblich","74","0.0705864472734466","0.0546875986529414","0.0864852958939517"
"Mindestens einmal im Monat","1988","(Fach-)Abitur","maennlich","33","0.075741534439171","0.0508491216406584","0.100633947237684"
"Mindestens einmal im Monat","1988","(Fach-)Abitur","weiblich","25","","",""
"Mindestens einmal im Monat","1988","AkademikerIn","maennlich","35","0.0758415597451632","0.051881465895915","0.0998016535944115"
"Mindestens einmal im Monat","1988","AkademikerIn","weiblich","10","","",""
"Mindestens einmal die Woche","1988","(noch) kein Abschluss","maennlich","113","","",""
"Mindestens einmal die Woche","1988","(noch) kein Abschluss","weiblich","53","0.214311904782024","0.178593476048772","0.250030333515277"
"Mindestens einmal die Woche","1988","Hauptschule","maennlich","593","0.202149739635357","0.187303551597118","0.216995927673596"
"Mindestens einmal die Woche","1988","Hauptschule","weiblich","454","0.163843539199018","0.150271303095608","0.177415775302428"
"Mindestens einmal die Woche","1988","Realschule","maennlich","290","","",""
"Mindestens einmal die Woche","1988","Realschule","weiblich","326","0.304672169882122","0.276102073154143","0.3332422666101"
"Mindestens einmal die Woche","1988","(Fach-)Abitur","maennlich","159","","",""
"Mindestens einmal die Woche","1988","(Fach-)Abitur","weiblich","96","0.36176558148497","0.307117666131324","0.416413496838615"
"Mindestens einmal die Woche","1988","AkademikerIn","maennlich","193","","",""
"Mindestens einmal die Woche","1988","AkademikerIn","weiblich","90","0.374183177760881","0.311644323721954","0.436722031799808"
"Fast nie oder nie","1989","(noch) kein Abschluss","maennlich","","","",""
"Fast nie oder nie","1989","(noch) kein Abschluss","weiblich","","","",""
"Fast nie oder nie","1989","Hauptschule","maennlich","","","",""
"Fast nie oder nie","1989","Hauptschule","weiblich","","","",""
"Fast nie oder nie","1989","Realschule","maennlich","","","",""
"Fast nie oder nie","1989","Realschule","weiblich","","","",""
"Fast nie oder nie","1989","(Fach-)Abitur","maennlich","","","",""
"Fast nie oder nie","1989","(Fach-)Abitur","weiblich","","","",""
"Fast nie oder nie","1989","AkademikerIn","maennlich","","","",""
"Fast nie oder nie","1989","AkademikerIn","weiblich","","","",""
"Mehrmals im Jahr","1989","(noch) kein Abschluss","maennlich","","","",""
"Mehrmals im Jahr","1989","(noch) kein Abschluss","weiblich","","","",""
"Mehrmals im Jahr","1989","Hauptschule","maennlich","","","",""
"Mehrmals im Jahr","1989","Hauptschule","weiblich","","","",""
"Mehrmals im Jahr","1989","Realschule","maennlich","","","",""
"Mehrmals im Jahr","1989","Realschule","weiblich","","","",""
"Mehrmals im Jahr","1989","(Fach-)Abitur","maennlich","","","",""
"Mehrmals im Jahr","1989","(Fach-)Abitur","weiblich","","","",""
"Mehrmals im Jahr","1989","AkademikerIn","maennlich","","","",""
"Mehrmals im Jahr","1989","AkademikerIn","weiblich","","","",""
"Mindestens einmal im Monat","1989","(noch) kein Abschluss","maennlich","","","",""
"Mindestens einmal im Monat","1989","(noch) kein Abschluss","weiblich","","","",""
"Mindestens einmal im Monat","1989","Hauptschule","maennlich","","","",""
"Mindestens einmal im Monat","1989","Hauptschule","weiblich","","","",""
"Mindestens einmal im Monat","1989","Realschule","maennlich","","","",""
"Mindestens einmal im Monat","1989","Realschule","weiblich","","","",""
"Mindestens einmal im Monat","1989","(Fach-)Abitur","maennlich","","","",""
"Mindestens einmal im Monat","1989","(Fach-)Abitur","weiblich","","","",""
"Mindestens einmal im Monat","1989","AkademikerIn","maennlich","","","",""
"Mindestens einmal im Monat","1989","AkademikerIn","weiblich","","","",""
"Mindestens einmal die Woche","1989","(noch) kein Abschluss","maennlich","","","",""
"Mindestens einmal die Woche","1989","(noch) kein Abschluss","weiblich","","","",""
"Mindestens einmal die Woche","1989","Hauptschule","maennlich","","","",""
"Mindestens einmal die Woche","1989","Hauptschule","weiblich","","","",""
"Mindestens einmal die Woche","1989","Realschule","maennlich","","","",""
"Mindestens einmal die Woche","1989","Realschule","weiblich","","","",""
"Mindestens einmal die Woche","1989","(Fach-)Abitur","maennlich","","","",""
"Mindestens einmal die Woche","1989","(Fach-)Abitur","weiblich","","","",""
"Mindestens einmal die Woche","1989","AkademikerIn","maennlich","","","",""
"Mindestens einmal die Woche","1989","AkademikerIn","weiblich","","","",""
"Fast nie oder nie","1990","(noch) kein Abschluss","maennlich","206","","",""
"Fast nie oder nie","1990","(noch) kein Abschluss","weiblich","366","0.621489644035586","0.578145404865188","0.664833883205984"
"Fast nie oder nie","1990","Hauptschule","maennlich","1766","","",""
"Fast nie oder nie","1990","Hauptschule","weiblich","2394","","",""
"Fast nie oder nie","1990","Realschule","maennlich","597","0.358136368311583","0.333526180602127","0.38274655602104"
"Fast nie oder nie","1990","Realschule","weiblich","773","0.401828943383171","0.378433899991412","0.42522398677493"
"Fast nie oder nie","1990","(Fach-)Abitur","maennlich","134","","",""
"Fast nie oder nie","1990","(Fach-)Abitur","weiblich","120","","",""
"Fast nie oder nie","1990","AkademikerIn","maennlich","329","0.31045552872447","0.280327908256301","0.340583149192638"
"Fast nie oder nie","1990","AkademikerIn","weiblich","374","0.419461423675654","0.384331674962448","0.454591172388859"
"Mehrmals im Jahr","1990","(noch) kein Abschluss","maennlich","49","0.113751631395873","0.082713783120274","0.144789479671472"
"Mehrmals im Jahr","1990","(noch) kein Abschluss","weiblich","40","0.0777864783145413","0.053850931663235","0.101722024965848"
"Mehrmals im Jahr","1990","Hauptschule","maennlich","633","0.212733812250566","0.198806913560847","0.226660710940285"
"Mehrmals im Jahr","1990","Hauptschule","weiblich","475","0.134611700486151","0.123462499220885","0.145760901751416"
"Mehrmals im Jahr","1990","Realschule","maennlich","300","0.215801783842408","0.194685875450949","0.236917692233868"
"Mehrmals im Jahr","1990","Realschule","weiblich","358","0.215554892473146","0.195932553611522","0.23517723133477"
"Mehrmals im Jahr","1990","(Fach-)Abitur","maennlich","103","","",""
"Mehrmals im Jahr","1990","(Fach-)Abitur","weiblich","68","0.195870441703303","0.155431973763088","0.236308909643517"
"Mehrmals im Jahr","1990","AkademikerIn","maennlich","191","","",""
"Mehrmals im Jahr","1990","AkademikerIn","weiblich","169","","",""
"Mindestens einmal im Monat","1990","(noch) kein Abschluss","maennlich","29","","",""
"Mindestens einmal im Monat","1990","(noch) kein Abschluss","weiblich","15","","",""
"Mindestens einmal im Monat","1990","Hauptschule","maennlich","266","","",""
"Mindestens einmal im Monat","1990","Hauptschule","weiblich","170","","",""
"Mindestens einmal im Monat","1990","Realschule","maennlich","120","","",""
"Mindestens einmal im Monat","1990","Realschule","weiblich","122","","",""
"Mindestens einmal im Monat","1990","(Fach-)Abitur","maennlich","46","0.0957312178591504","0.0700445137051585","0.121417922013142"
"Mindestens einmal im Monat","1990","(Fach-)Abitur","weiblich","45","0.139462149970631","0.104163313068741","0.174760986872521"
"Mindestens einmal im Monat","1990","AkademikerIn","maennlich","82","0.100380479004597","0.080812856591322","0.119948101417873"
"Mindestens einmal im Monat","1990","AkademikerIn","weiblich","37","0.0625061535008956","0.0452732249191631","0.0797390820826281"
"Mindestens einmal die Woche","1990","(noch) kein Abschluss","maennlich","118","","",""
"Mindestens einmal die Woche","1990","(noch) kein Abschluss","weiblich","60","0.261043752836197","0.22179358053793","0.300293925134463"
"Mindestens einmal die Woche","1990","Hauptschule","maennlich","652","0.201972986744753","0.188310467226001","0.215635506263504"
"Mindestens einmal die Woche","1990","Hauptschule","weiblich","561","0.174346182446818","0.161952451655759","0.186739913237878"
"Mindestens einmal die Woche","1990","Realschule","maennlich","441","0.335913208960064","0.311669710500284","0.360156707419844"
"Mindestens einmal die Woche","1990","Realschule","weiblich","434","0.300132409655842","0.278262099678578","0.322002719633106"
"Mindestens einmal die Woche","1990","(Fach-)Abitur","maennlich","221","","",""
"Mindestens einmal die Woche","1990","(Fach-)Abitur","weiblich","137","","",""
"Mindestens einmal die Woche","1990","AkademikerIn","maennlich","304","0.384029266451796","0.352359402872138","0.415699130031454"
"Mindestens einmal die Woche","1990","AkademikerIn","weiblich","178","","",""
"Fast nie oder nie","1991","(noch) kein Abschluss","maennlich","","","",""
"Fast nie oder nie","1991","(noch) kein Abschluss","weiblich","","","",""
"Fast nie oder nie","1991","Hauptschule","maennlich","","","",""
"Fast nie oder nie","1991","Hauptschule","weiblich","","","",""
"Fast nie oder nie","1991","Realschule","maennlich","","","",""
"Fast nie oder nie","1991","Realschule","weiblich","","","",""
"Fast nie oder nie","1991","(Fach-)Abitur","maennlich","","","",""
"Fast nie oder nie","1991","(Fach-)Abitur","weiblich","","","",""
"Fast nie oder nie","1991","AkademikerIn","maennlich","","","",""
"Fast nie oder nie","1991","AkademikerIn","weiblich","","","",""
"Mehrmals im Jahr","1991","(noch) kein Abschluss","maennlich","","","",""
"Mehrmals im Jahr","1991","(noch) kein Abschluss","weiblich","","","",""
"Mehrmals im Jahr","1991","Hauptschule","maennlich","","","",""
"Mehrmals im Jahr","1991","Hauptschule","weiblich","","","",""
"Mehrmals im Jahr","1991","Realschule","maennlich","","","",""
"Mehrmals im Jahr","1991","Realschule","weiblich","","","",""
"Mehrmals im Jahr","1991","(Fach-)Abitur","maennlich","","","",""
"Mehrmals im Jahr","1991","(Fach-)Abitur","weiblich","","","",""
"Mehrmals im Jahr","1991","AkademikerIn","maennlich","","","",""
"Mehrmals im Jahr","1991","AkademikerIn","weiblich","","","",""
"Mindestens einmal im Monat","1991","(noch) kein Abschluss","maennlich","","","",""
"Mindestens einmal im Monat","1991","(noch) kein Abschluss","weiblich","","","",""
"Mindestens einmal im Monat","1991","Hauptschule","maennlich","","","",""
"Mindestens einmal im Monat","1991","Hauptschule","weiblich","","","",""
"Mindestens einmal im Monat","1991","Realschule","maennlich","","","",""
"Mindestens einmal im Monat","1991","Realschule","weiblich","","","",""
"Mindestens einmal im Monat","1991","(Fach-)Abitur","maennlich","","","",""
"Mindestens einmal im Monat","1991","(Fach-)Abitur","weiblich","","","",""
"Mindestens einmal im Monat","1991","AkademikerIn","maennlich","","","",""
"Mindestens einmal im Monat","1991","AkademikerIn","weiblich","","","",""
"Mindestens einmal die Woche","1991","(noch) kein Abschluss","maennlich","","","",""
"Mindestens einmal die Woche","1991","(noch) kein Abschluss","weiblich","","","",""
"Mindestens einmal die Woche","1991","Hauptschule","maennlich","","","",""
"Mindestens einmal die Woche","1991","Hauptschule","weiblich","","","",""
"Mindestens einmal die Woche","1991","Realschule","maennlich","","","",""
"Mindestens einmal die Woche","1991","Realschule","weiblich","","","",""
"Mindestens einmal die Woche","1991","(Fach-)Abitur","maennlich","","","",""
"Mindestens einmal die Woche","1991","(Fach-)Abitur","weiblich","","","",""
"Mindestens einmal die Woche","1991","AkademikerIn","maennlich","","","",""
"Mindestens einmal die Woche","1991","AkademikerIn","weiblich","","","",""
"Fast nie oder nie","1992","(noch) kein Abschluss","maennlich","222","","",""
"Fast nie oder nie","1992","(noch) kein Abschluss","weiblich","347","0.64437467073346","0.601683300041592","0.687066041425327"
"Fast nie oder nie","1992","Hauptschule","maennlich","1861","","",""
"Fast nie oder nie","1992","Hauptschule","weiblich","2385","","",""
"Fast nie oder nie","1992","Realschule","maennlich","579","0.405515247250974","0.379591520416532","0.431438974085416"
"Fast nie oder nie","1992","Realschule","weiblich","821","0.471840546787288","0.447990667187017","0.495690426387559"
"Fast nie oder nie","1992","(Fach-)Abitur","maennlich","150","","",""
"Fast nie oder nie","1992","(Fach-)Abitur","weiblich","128","","",""
"Fast nie oder nie","1992","AkademikerIn","maennlich","367","0.372750140874451","0.34122964289329","0.404270638855612"
"Fast nie oder nie","1992","AkademikerIn","weiblich","361","0.47264589514304","0.436528271207279","0.508763519078801"
"Mehrmals im Jahr","1992","(noch) kein Abschluss","maennlich","29","","",""
"Mehrmals im Jahr","1992","(noch) kein Abschluss","weiblich","50","0.100157222101434","0.0733841024630014","0.126930341739866"
