"year","bildungsniveau","migback","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1985","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1985","AkademikerIn","direkter Migrationshintergrund","56.72","50","5","50","50","60","70","70","45.61","67.83","50","70","",""
"1985","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1985","AkademikerIn","kein Migrationshintergrund","60.72","55","57","30","40","80","100","100","53.76","67.68","10","100","50","70"
"1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1985","Hauptschule","direkter Migrationshintergrund","56.09","55","66","30","40","70","80","100","50.61","61.57","10","100","50","60"
"1985","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1985","Hauptschule","kein Migrationshintergrund","64.58","57.5","609","40","50","80","100","100","62.8","66.36","10","100","60","60"
"1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1985","Realschule","direkter Migrationshintergrund","60.07","50","9","50","50","60","100","100","47.32","72.82","50","100","50","70"
"1985","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1985","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1986","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1986","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1986","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1986","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","direkter Migrationshintergrund","51.16","40","8","30","50","60","60","80","39.39","62.93","30","80","",""
"1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","kein Migrationshintergrund","64.55","55","43","30","40","90","100","100","56.73","72.37","30","100","50","80"
"1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","direkter Migrationshintergrund","63.72","57.5","44","30","45","100","100","100","55.95","71.49","10","100","50","60"
"1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1987","AkademikerIn","direkter Migrationshintergrund","61.96","55","7","30","50","70","90","90","44.25","79.67","30","90","",""
"1987","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","AkademikerIn","kein Migrationshintergrund","62.25","55","50","30","50","80","100","100","55.09","69.41","10","100","50","70"
"1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1987","Hauptschule","direkter Migrationshintergrund","59.99","55","78","30","40","70","90","100","55.16","64.82","20","100","50","60"
"1987","Hauptschule","indirekter Migrationshintergrund","63.67","37.5","4","25","50","100","100","100","13.77","113.57","25","100","",""
"1987","Hauptschule","kein Migrationshintergrund","63.85","57.5","545","30","50","80","100","100","61.98","65.72","15","100","60","60"
"1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1987","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","kein Migrationshintergrund","62.05","55","46","30","40","90","100","100","54.25","69.85","20","100","50","80"
"1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","direkter Migrationshintergrund","60.47","45","50","30","40","80","100","100","53.73","67.21","20","100","50","60"
"1988","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1988","AkademikerIn","direkter Migrationshintergrund","61.17","55","7","30","50","70","90","90","42.78","79.56","30","90","",""
"1988","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","AkademikerIn","kein Migrationshintergrund","64.46","55","46","40","50","80","100","100","57.46","71.46","30","100","50","80"
"1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1988","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","Hauptschule","indirekter Migrationshintergrund","68.86","37","5","50","50","100","100","100","26.84","110.88","24","100","",""
"1988","Hauptschule","kein Migrationshintergrund","65.89","57.5","579","40","50","80","100","100","64.06","67.72","10","100","60","70"
"1988","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1988","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1989","(Fach-)Abitur","direkter Migrationshintergrund","51.81","40","8","30","50","60","60","80","40.2","63.42","30","80","",""
"1989","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","(Fach-)Abitur","kein Migrationshintergrund","65.27","65","41","30","40","90","100","100","57.18","73.36","20","100","50","80"
"1989","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","direkter Migrationshintergrund","62.55","57.5","54","30","50","80","100","100","56.17","68.93","20","100","50","60"
"1989","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1989","AkademikerIn","direkter Migrationshintergrund","61.11","55","8","40","50","70","90","90","47.7","74.52","40","90","",""
"1989","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","AkademikerIn","kein Migrationshintergrund","64.52","55","48","30","50","100","100","100","57.01","72.03","20","100","50","70"
"1989","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1989","Hauptschule","direkter Migrationshintergrund","59.51","55","94","40","50","70","80","100","54.98","64.04","20","100","50","60"
"1989","Hauptschule","indirekter Migrationshintergrund","65.69","31","5","50","50","100","100","100","18.92","112.46","12","100","",""
"1989","Hauptschule","kein Migrationshintergrund","63.88","57.5","576","30","50","80","100","100","62.01","65.75","10","100","60","60"
"1989","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1989","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1989","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","kein Migrationshintergrund","63.56","55","43","30","50","80","100","100","55.86","71.26","20","100","50","80"
"1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","direkter Migrationshintergrund","55.79","45","55","30","40","70","100","100","50.28","61.3","30","100","50","60"
"1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","AkademikerIn","kein Migrationshintergrund","64.19","55","48","30","50","80","100","100","56.91","71.47","20","100","50","75"
"1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","Hauptschule","kein Migrationshintergrund","62.81","57.5","573","30","50","80","100","100","60.93","64.69","20","100","55","60"
"1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","kein Migrationshintergrund","63.6","55","43","30","40","90","100","100","55.1","72.1","10","100","50","80"
"1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","direkter Migrationshintergrund","51.99","45","54","30","40","60","70","100","46.8","57.18","20","100","50","60"
"1992","(noch) kein Abschluss","indirekter Migrationshintergrund","75.36","55","5","50","50","100","100","100","44.44","106.28","50","100","",""
"1992","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","AkademikerIn","direkter Migrationshintergrund","54.1","45","9","50","50","60","70","100","40.54","67.66","40","100","50","70"
"1992","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","Hauptschule","indirekter Migrationshintergrund","75.98","75","4","50","50","100","100","100","36.2","115.76","50","100","",""
"1992","Hauptschule","kein Migrationshintergrund","62.86","57.5","693","30","50","80","100","100","61.16","64.56","10","100","50","60"
"1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","kein Migrationshintergrund","58.72","45","35","30","35","80","100","100","49.44","68","20","100","40","80"
"1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","direkter Migrationshintergrund","53.99","45","50","30","40","70","80","100","48.63","59.35","20","100","50","60"
"1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","AkademikerIn","kein Migrationshintergrund","59.82","45","99","30","50","80","100","100","55.04","64.6","20","100","50","60"
"1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","Hauptschule","indirekter Migrationshintergrund","64.31","40","5","30","50","100","100","100","24.46","104.16","30","100","",""
"1994","Hauptschule","kein Migrationshintergrund","62.21","55","661","30","50","80","100","100","60.42","64","10","100","50","60"
"1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","kein Migrationshintergrund","61.66","45","31","30","40","90","100","100","52.23","71.09","30","100","50","80"
"1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","direkter Migrationshintergrund","54.1","45","53","30","40","60","80","100","48.43","59.77","30","100","50","60"
"1995","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","Hauptschule","indirekter Migrationshintergrund","64.12","40","5","30","50","100","100","100","24.27","103.97","30","100","",""
"1995","Hauptschule","kein Migrationshintergrund","64.06","56","655","30","50","80","100","100","62.37","65.75","20","100","60","60"
"1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","kein Migrationshintergrund","57.76","42.5","35","30","35","90","100","100","48.02","67.5","10","100","35","60"
"1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","direkter Migrationshintergrund","54.16","45","54","30","30","70","100","100","48.05","60.27","20","100","50","60"
"1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","Hauptschule","indirekter Migrationshintergrund","66.56","40","6","30","50","100","100","100","33.1","100.02","30","100","",""
"1996","Hauptschule","kein Migrationshintergrund","61.63","57.5","720","30","50","80","100","100","59.92","63.34","2","100","50","60"
"1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","indirekter Migrationshintergrund","35.91","30","4","30","30","40","60","60","13.41","58.41","30","60","",""
"1997","(Fach-)Abitur","kein Migrationshintergrund","57.8","55","33","30","35","70","90","100","49.41","66.19","20","100","50","60"
"1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","direkter Migrationshintergrund","55.2","48","53","30","40","70","100","100","48.69","61.71","20","100","40","60"
"1997","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","Hauptschule","indirekter Migrationshintergrund","62.71","40","9","50","50","60","100","100","42.37","83.05","30","100","50","100"
"1997","Hauptschule","kein Migrationshintergrund","60.68","55.5","702","30","50","80","100","100","59","62.36","15","100","50","60"
"1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1998","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","(Fach-)Abitur","kein Migrationshintergrund","58.35","45","46","30","40","70","90","100","51.23","65.47","10","100","50","60"
"1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","direkter Migrationshintergrund","53.95","47.5","55","20","30","80","100","100","46.81","61.09","10","100","40","60"
"1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1998","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
