"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"1991","66 und älter","weiblich","64.8","64.8","653","64.8","64.8"
"1992","16-34 Jahre alt","maennlich","65.09","67.2","2617","64.92","65.26"
"1992","16-34 Jahre alt","weiblich","65.15","67.2","2628","64.97","65.33"
"1992","35-65 Jahre alt","maennlich","65.09","67.2","3437","64.93","65.25"
"1992","35-65 Jahre alt","weiblich","65.09","67.2","3474","64.93","65.25"
"1992","66 und älter","maennlich","65.5","67.2","557","65.14","65.86"
"1992","66 und älter","weiblich","65.3","67.2","923","65","65.6"
"1993","16-34 Jahre alt","maennlich","68.75","69.8","2555","68.66","68.84"
"1993","16-34 Jahre alt","weiblich","68.74","69.8","2569","68.65","68.83"
"1993","35-65 Jahre alt","maennlich","68.74","69.8","3364","68.66","68.82"
"1993","35-65 Jahre alt","weiblich","68.75","69.8","3394","68.67","68.83"
"1993","66 und älter","maennlich","68.95","69.8","561","68.77","69.13"
"1993","66 und älter","weiblich","68.84","69.8","939","68.69","68.99"
"1994","16-34 Jahre alt","maennlich","72.14","72.3","2494","72.13","72.15"
"1994","16-34 Jahre alt","weiblich","72.15","72.3","2552","72.14","72.16"
"1994","35-65 Jahre alt","maennlich","72.13","72.3","3288","72.12","72.14"
"1994","35-65 Jahre alt","weiblich","72.14","72.3","3317","72.13","72.15"
"1994","66 und älter","maennlich","72.17","72.3","571","72.14","72.2"
"1994","66 und älter","weiblich","72.15","72.3","950","72.13","72.17"
"1995","16-34 Jahre alt","maennlich","74.26","74.3","2569","74.26","74.26"
"1995","16-34 Jahre alt","weiblich","74.26","74.3","2639","74.26","74.26"
"1995","35-65 Jahre alt","maennlich","74.26","74.3","3398","74.26","74.26"
"1995","35-65 Jahre alt","weiblich","74.26","74.3","3456","74.26","74.26"
"1995","66 und älter","maennlich","74.26","74.3","592","74.25","74.27"
"1995","66 und älter","weiblich","74.26","74.3","962","74.25","74.27"
"1996","16-34 Jahre alt","maennlich","75.5","75.5","2509","75.5","75.5"
"1996","16-34 Jahre alt","weiblich","75.5","75.5","2537","75.5","75.5"
"1996","35-65 Jahre alt","maennlich","75.5","75.5","3350","75.5","75.5"
"1996","35-65 Jahre alt","weiblich","75.5","75.5","3415","75.5","75.5"
"1996","66 und älter","maennlich","75.5","75.5","607","75.5","75.5"
"1996","66 und älter","weiblich","75.5","75.5","972","75.5","75.5"
"1997","16-34 Jahre alt","maennlich","76.58","76.5","2436","76.57","76.59"
"1997","16-34 Jahre alt","weiblich","76.58","76.5","2449","76.57","76.59"
"1997","35-65 Jahre alt","maennlich","76.58","76.5","3290","76.57","76.59"
"1997","35-65 Jahre alt","weiblich","76.58","76.5","3376","76.57","76.59"
"1997","66 und älter","maennlich","76.57","76.5","643","76.56","76.58"
"1997","66 und älter","weiblich","76.57","76.5","970","76.56","76.58"
"1998","16-34 Jahre alt","maennlich","78.06","77.9","2547","78.05","78.07"
"1998","16-34 Jahre alt","weiblich","78.05","77.9","2590","78.04","78.06"
"1998","35-65 Jahre alt","maennlich","78.06","77.9","3734","78.05","78.07"
"1998","35-65 Jahre alt","weiblich","78.05","77.9","3817","78.04","78.06"
"1998","66 und älter","maennlich","78.05","77.9","764","78.03","78.07"
"1998","66 und älter","weiblich","78.05","77.9","1127","78.03","78.07"
"1999","16-34 Jahre alt","maennlich","78.77","78.6","2398","78.75","78.79"
"1999","16-34 Jahre alt","weiblich","78.77","78.6","2469","78.75","78.79"
"1999","35-65 Jahre alt","maennlich","78.77","78.6","3617","78.76","78.78"
"1999","35-65 Jahre alt","weiblich","78.77","78.6","3699","78.76","78.78"
"1999","66 und älter","maennlich","78.77","78.6","757","78.74","78.8"
"1999","66 und älter","weiblich","78.77","78.6","1078","78.75","78.79"
"2000","16-34 Jahre alt","maennlich","79.23","79.1","3655","79.22","79.24"
"2000","16-34 Jahre alt","weiblich","79.23","79.1","3901","79.22","79.24"
"2000","35-65 Jahre alt","maennlich","79.23","79.1","6651","79.22","79.24"
"2000","35-65 Jahre alt","weiblich","79.23","79.1","6828","79.22","79.24"
"2000","66 und älter","maennlich","79.24","79.1","1545","79.23","79.25"
"2000","66 und älter","weiblich","79.25","79.1","2095","79.24","79.26"
"2001","16-34 Jahre alt","maennlich","79.9","79.9","3252","79.9","79.9"
"2001","16-34 Jahre alt","weiblich","79.9","79.9","3465","79.9","79.9"
"2001","35-65 Jahre alt","maennlich","79.9","79.9","6059","79.9","79.9"
"2001","35-65 Jahre alt","weiblich","79.9","79.9","6259","79.9","79.9"
"2001","66 und älter","maennlich","79.9","79.9","1487","79.9","79.9"
"2001","66 und älter","weiblich","79.9","79.9","1958","79.9","79.9"
"2002","16-34 Jahre alt","maennlich","81.5","81.5","3194","81.5","81.5"
"2002","16-34 Jahre alt","weiblich","81.5","81.5","3405","81.5","81.5"
"2002","35-65 Jahre alt","maennlich","81.5","81.5","6570","81.5","81.5"
"2002","35-65 Jahre alt","weiblich","81.5","81.5","6760","81.5","81.5"
"2002","66 und älter","maennlich","81.5","81.5","1627","81.5","81.5"
"2002","66 und älter","weiblich","81.5","81.5","2014","81.5","81.5"
"2003","16-34 Jahre alt","maennlich","82.6","82.6","3031","82.6","82.6"
"2003","16-34 Jahre alt","weiblich","82.6","82.6","3278","82.6","82.6"
"2003","35-65 Jahre alt","maennlich","82.6","82.6","6237","82.6","82.6"
"2003","35-65 Jahre alt","weiblich","82.6","82.6","6470","82.6","82.6"
"2003","66 und älter","maennlich","82.6","82.6","1672","82.6","82.6"
"2003","66 und älter","weiblich","82.6","82.6","2032","82.6","82.6"
"2004","16-34 Jahre alt","maennlich","83.5","83.5","2924","83.5","83.5"
"2004","16-34 Jahre alt","weiblich","83.5","83.5","3148","83.5","83.5"
"2004","35-65 Jahre alt","maennlich","83.5","83.5","5989","83.5","83.5"
"2004","35-65 Jahre alt","weiblich","83.5","83.5","6281","83.5","83.5"
"2004","66 und älter","maennlich","83.5","83.5","1731","83.5","83.5"
"2004","66 und älter","weiblich","83.5","83.5","2086","83.5","83.5"
"2005","16-34 Jahre alt","maennlich","84.9","84.9","2755","84.9","84.9"
"2005","16-34 Jahre alt","weiblich","84.9","84.9","2962","84.9","84.9"
"2005","35-65 Jahre alt","maennlich","84.9","84.9","5643","84.9","84.9"
"2005","35-65 Jahre alt","weiblich","84.9","84.9","6006","84.9","84.9"
"2005","66 und älter","maennlich","84.9","84.9","1746","84.9","84.9"
"2005","66 und älter","weiblich","84.9","84.9","2073","84.9","84.9"
"2006","16-34 Jahre alt","maennlich","86.2","86.2","2813","86.2","86.2"
"2006","16-34 Jahre alt","weiblich","86.2","86.2","3051","86.2","86.2"
"2006","35-65 Jahre alt","maennlich","86.2","86.2","5981","86.2","86.2"
"2006","35-65 Jahre alt","weiblich","86.2","86.2","6458","86.2","86.2"
"2006","66 und älter","maennlich","86.2","86.2","2095","86.2","86.2"
"2006","66 und älter","weiblich","86.2","86.2","2397","86.2","86.2"
"2007","16-34 Jahre alt","maennlich","87.6","87.6","2601","87.6","87.6"
"2007","16-34 Jahre alt","weiblich","87.6","87.6","2788","87.6","87.6"
"2007","35-65 Jahre alt","maennlich","87.6","87.6","5515","87.6","87.6"
"2007","35-65 Jahre alt","weiblich","87.6","87.6","5974","87.6","87.6"
"2007","66 und älter","maennlich","87.6","87.6","2053","87.6","87.6"
"2007","66 und älter","weiblich","87.6","87.6","2352","87.6","87.6"
"2008","16-34 Jahre alt","maennlich","89.6","89.6","2380","89.6","89.6"
"2008","16-34 Jahre alt","weiblich","89.6","89.6","2553","89.6","89.6"
"2008","35-65 Jahre alt","maennlich","89.6","89.6","5117","89.6","89.6"
"2008","35-65 Jahre alt","weiblich","89.6","89.6","5577","89.6","89.6"
"2008","66 und älter","maennlich","89.6","89.6","2052","89.6","89.6"
"2008","66 und älter","weiblich","89.6","89.6","2308","89.6","89.6"
"2009","16-34 Jahre alt","maennlich","91.9","91.9","2185","91.9","91.9"
"2009","16-34 Jahre alt","weiblich","91.9","91.9","2299","91.9","91.9"
"2009","35-65 Jahre alt","maennlich","91.9","91.9","4723","91.9","91.9"
"2009","35-65 Jahre alt","weiblich","91.9","91.9","5178","91.9","91.9"
"2009","66 und älter","maennlich","91.9","91.9","1995","91.9","91.9"
"2009","66 und älter","weiblich","91.9","91.9","2224","91.9","91.9"
"2010","16-34 Jahre alt","maennlich","92.2","92.2","3213","92.2","92.2"
"2010","16-34 Jahre alt","weiblich","92.2","92.2","4209","92.2","92.2"
"2010","35-65 Jahre alt","maennlich","92.2","92.2","6236","92.2","92.2"
"2010","35-65 Jahre alt","weiblich","92.2","92.2","7170","92.2","92.2"
"2010","66 und älter","maennlich","92.2","92.2","1934","92.2","92.2"
"2010","66 und älter","weiblich","92.2","92.2","2142","92.2","92.2"
"2011","16-34 Jahre alt","maennlich","93.2","93.2","3518","93.2","93.2"
"2011","16-34 Jahre alt","weiblich","93.2","93.2","4464","93.2","93.2"
"2011","35-65 Jahre alt","maennlich","93.2","93.2","7492","93.2","93.2"
"2011","35-65 Jahre alt","weiblich","93.2","93.2","8963","93.2","93.2"
"2011","66 und älter","maennlich","93.2","93.2","2498","93.2","93.2"
"2011","66 und älter","weiblich","93.2","93.2","2714","93.2","93.2"
"2012","16-34 Jahre alt","maennlich","95.2","95.2","3371","95.2","95.2"
"2012","16-34 Jahre alt","weiblich","95.2","95.2","4209","95.2","95.2"
"2012","35-65 Jahre alt","maennlich","95.2","95.2","7274","95.2","95.2"
"2012","35-65 Jahre alt","weiblich","95.2","95.2","8847","95.2","95.2"
"2012","66 und älter","maennlich","95.2","95.2","2548","95.2","95.2"
"2012","66 und älter","weiblich","95.2","95.2","2714","95.2","95.2"
"2013","16-34 Jahre alt","maennlich","97.1","97.1","4186","97.1","97.1"
"2013","16-34 Jahre alt","weiblich","97.1","97.1","5066","97.1","97.1"
"2013","35-65 Jahre alt","maennlich","97.1","97.1","8074","97.1","97.1"
"2013","35-65 Jahre alt","weiblich","97.1","97.1","9692","97.1","97.1"
"2013","66 und älter","maennlich","97.1","97.1","2476","97.1","97.1"
"2013","66 und älter","weiblich","97.1","97.1","2634","97.1","97.1"
"2014","16-34 Jahre alt","maennlich","98.5","98.5","3635","98.5","98.5"
"2014","16-34 Jahre alt","weiblich","98.5","98.5","4218","98.5","98.5"
"2014","35-65 Jahre alt","maennlich","98.5","98.5","7055","98.5","98.5"
"2014","35-65 Jahre alt","weiblich","98.5","98.5","8560","98.5","98.5"
"2014","66 und älter","maennlich","98.5","98.5","2445","98.5","98.5"
"2014","66 und älter","weiblich","98.5","98.5","2565","98.5","98.5"
"2015","16-34 Jahre alt","maennlich","99.5","99.5","3688","99.5","99.5"
"2015","16-34 Jahre alt","weiblich","99.5","99.5","4293","99.5","99.5"
"2015","35-65 Jahre alt","maennlich","99.5","99.5","6902","99.5","99.5"
"2015","35-65 Jahre alt","weiblich","99.5","99.5","8360","99.5","99.5"
"2015","66 und älter","maennlich","99.5","99.5","2419","99.5","99.5"
"2015","66 und älter","weiblich","99.5","99.5","2550","99.5","99.5"
"2016","16-34 Jahre alt","maennlich","100","100","5013","100","100"
"2016","16-34 Jahre alt","weiblich","100","100","4805","100","100"
"2016","35-65 Jahre alt","maennlich","100","100","7392","100","100"
"2016","35-65 Jahre alt","weiblich","100","100","8429","100","100"
"2016","66 und älter","maennlich","100","100","2344","100","100"
"2016","66 und älter","weiblich","100","100","2465","100","100"
"2017","16-34 Jahre alt","maennlich","100.5","100.5","5766","100.5","100.5"
"2017","16-34 Jahre alt","weiblich","100.5","100.5","5361","100.5","100.5"
"2017","35-65 Jahre alt","maennlich","100.5","100.5","8268","100.5","100.5"
"2017","35-65 Jahre alt","weiblich","100.5","100.5","9429","100.5","100.5"
"2017","66 und älter","maennlich","100.5","100.5","2497","100.5","100.5"
"2017","66 und älter","weiblich","100.5","100.5","2589","100.5","100.5"
"2018","16-34 Jahre alt","maennlich","102","102","5047","102","102"
"2018","16-34 Jahre alt","weiblich","102","102","4808","102","102"
"2018","35-65 Jahre alt","maennlich","102","102","7743","102","102"
"2018","35-65 Jahre alt","weiblich","102","102","8893","102","102"
"2018","66 und älter","maennlich","102","102","2489","102","102"
"2018","66 und älter","weiblich","102","102","2609","102","102"
"2019","16-34 Jahre alt","maennlich","103.8","103.8","4570","103.8","103.8"
"2019","16-34 Jahre alt","weiblich","103.8","103.8","4391","103.8","103.8"
"2019","35-65 Jahre alt","maennlich","103.8","103.8","8269","103.8","103.8"
"2019","35-65 Jahre alt","weiblich","103.8","103.8","8813","103.8","103.8"
"2019","66 und älter","maennlich","103.8","103.8","2669","103.8","103.8"
"2019","66 und älter","weiblich","103.8","103.8","2618","103.8","103.8"
