"plh0034","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Keine Sorgen","2010","(noch) kein Abschluss","West","100","0.226012379901359","0.183045826229554","0.268978933573164"
"Keine Sorgen","2010","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","2010","Hauptschule","West","485","0.110035913090414","0.100942150974629","0.119129675206198"
"Keine Sorgen","2010","Hauptschule","Ost","192","0.206238791024887","0.180829138552365","0.23164844349741"
"Keine Sorgen","2010","Realschule","West","313","0.115416679078207","0.10382531081644","0.127008047339975"
"Keine Sorgen","2010","Realschule","Ost","235","0.159685591930238","0.141336513079872","0.178034670780604"
"Keine Sorgen","2010","(Fach-)Abitur","West","203","0.132165237415454","0.115348509181358","0.148981965649549"
"Keine Sorgen","2010","(Fach-)Abitur","Ost","61","0.209663527829682","0.166072898002118","0.253254157657247"
"Keine Sorgen","2010","AkademikerIn","West","253","0.126015092971635","0.113487968416003","0.138542217527268"
"Keine Sorgen","2010","AkademikerIn","Ost","124","0.118394745049778","0.0994822606346758","0.13730722946488"
"Große Sorgen","2011","(noch) kein Abschluss","West","99","0.192395185202826","0.156946687418776","0.227843682986877"
"Große Sorgen","2011","(noch) kein Abschluss","Ost","","","",""
"Große Sorgen","2011","Hauptschule","West","1870","0.313214527211162","0.301275252655155","0.325153801767169"
"Große Sorgen","2011","Hauptschule","Ost","362","0.328100938472266","0.301104853867051","0.355097023077481"
"Große Sorgen","2011","Realschule","West","1158","0.321481276666575","0.306256437955369","0.33670611537778"
"Große Sorgen","2011","Realschule","Ost","535","0.319986662067904","0.298637881225022","0.341335442910786"
"Große Sorgen","2011","(Fach-)Abitur","West","539","0.276675026006357","0.257113180150573","0.296236871862141"
"Große Sorgen","2011","(Fach-)Abitur","Ost","107","0.295340812745312","0.25063444486926","0.340047180621365"
"Große Sorgen","2011","AkademikerIn","West","1046","0.317130650515965","0.301202501802707","0.333058799229224"
"Große Sorgen","2011","AkademikerIn","Ost","464","0.376206171532181","0.349688366503126","0.402723976561236"
"Einige Sorgen","2011","(noch) kein Abschluss","West","227","0.490702566291375","0.445745683070619","0.535659449512132"
"Einige Sorgen","2011","(noch) kein Abschluss","Ost","30","0.462486489761714","0.340334000495034","0.584638979028393"
"Einige Sorgen","2011","Hauptschule","West","2957","0.523106368890021","0.51024899699487","0.535963740785172"
"Einige Sorgen","2011","Hauptschule","Ost","517","0.432334221117272","0.403850207114262","0.460818235120282"
"Einige Sorgen","2011","Realschule","West","1948","0.539735291720103","0.523487730344074","0.555982853096131"
"Einige Sorgen","2011","Realschule","Ost","943","0.49574686385552","0.472864403581037","0.518629324130003"
"Einige Sorgen","2011","(Fach-)Abitur","West","1089","0.546566602795076","0.524797705995274","0.568335499594879"
"Einige Sorgen","2011","(Fach-)Abitur","Ost","218","0.51297404487803","0.463991443671357","0.561956646084704"
"Einige Sorgen","2011","AkademikerIn","West","1791","0.533098748367821","0.516022450049782","0.550175046685859"
"Einige Sorgen","2011","AkademikerIn","Ost","665","0.497364817790241","0.469995242955125","0.524734392625357"
"Keine Sorgen","2011","(noch) kein Abschluss","West","149","0.316902248505799","0.275060928762889","0.358743568248708"
"Keine Sorgen","2011","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","2011","Hauptschule","West","970","0.163679103898817","0.154154881363155","0.17320332643448"
"Keine Sorgen","2011","Hauptschule","Ost","283","0.239564840410462","0.215024100025776","0.264105580795149"
"Keine Sorgen","2011","Realschule","West","509","0.138783431613323","0.127513560760159","0.150053302466487"
"Keine Sorgen","2011","Realschule","Ost","356","0.184266474076576","0.166522710420445","0.202010237732708"
"Keine Sorgen","2011","(Fach-)Abitur","West","381","0.176758371198567","0.16007776691136","0.193438975485773"
"Keine Sorgen","2011","(Fach-)Abitur","Ost","75","0.191685142376658","0.153110438391249","0.230259846362066"
"Keine Sorgen","2011","AkademikerIn","West","442","0.149770601116214","0.137556578270297","0.161984623962131"
"Keine Sorgen","2011","AkademikerIn","Ost","153","0.126429010677578","0.108237173944047","0.144620847411109"
"Große Sorgen","2012","(noch) kein Abschluss","West","119","0.265014561889775","0.224639241221021","0.30538988255853"
"Große Sorgen","2012","(noch) kein Abschluss","Ost","","","",""
"Große Sorgen","2012","Hauptschule","West","2239","0.387538325217764","0.374843889308377","0.400232761127151"
"Große Sorgen","2012","Hauptschule","Ost","440","0.378496893026117","0.351078078824986","0.405915707227248"
"Große Sorgen","2012","Realschule","West","1414","0.383024023383012","0.367177241721702","0.398870805044323"
"Große Sorgen","2012","Realschule","Ost","701","0.389109305581273","0.366598643890162","0.411619967272384"
"Große Sorgen","2012","(Fach-)Abitur","West","704","0.355280426363111","0.334367964051661","0.376192888674561"
"Große Sorgen","2012","(Fach-)Abitur","Ost","132","0.335931419763057","0.289703145235885","0.382159694290229"
"Große Sorgen","2012","AkademikerIn","West","1303","0.381927979715841","0.365519349446399","0.398336609985283"
"Große Sorgen","2012","AkademikerIn","Ost","577","0.448691266137994","0.421240037180102","0.476142495095886"
"Einige Sorgen","2012","(noch) kein Abschluss","West","213","0.485418704844119","0.439696517407745","0.531140892280494"
"Einige Sorgen","2012","(noch) kein Abschluss","Ost","","","",""
"Einige Sorgen","2012","Hauptschule","West","2647","0.474729716835483","0.461718100640372","0.487741333030594"
"Einige Sorgen","2012","Hauptschule","Ost","490","0.392897885463987","0.365287874716493","0.420507896211482"
"Einige Sorgen","2012","Realschule","West","1779","0.497068595228031","0.480769763332378","0.513367427123684"
"Einige Sorgen","2012","Realschule","Ost","799","0.440494468830872","0.417572964356688","0.463415973305057"
"Einige Sorgen","2012","(Fach-)Abitur","West","991","0.488204322273418","0.46636278410925","0.510045860437585"
"Einige Sorgen","2012","(Fach-)Abitur","Ost","188","0.445698903824947","0.397050392355491","0.494347415294403"
"Einige Sorgen","2012","AkademikerIn","West","1748","0.524064796633967","0.507198161195715","0.540931432072218"
"Einige Sorgen","2012","AkademikerIn","Ost","567","0.454288776321154","0.426807430681914","0.481770121960393"
"Keine Sorgen","2012","(noch) kein Abschluss","West","127","0.249566733266106","0.20997621978996","0.289157246742251"
"Keine Sorgen","2012","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","2012","Hauptschule","West","772","0.137731957946753","0.128752396528961","0.146711519364545"
"Keine Sorgen","2012","Hauptschule","Ost","272","0.228605221509895","0.204865409394079","0.252345033625712"
"Keine Sorgen","2012","Realschule","West","422","0.119907381388957","0.109317744009608","0.130497018768306"
"Keine Sorgen","2012","Realschule","Ost","302","0.170396225587854","0.153036772337035","0.187755678838674"
"Keine Sorgen","2012","(Fach-)Abitur","West","317","0.156515251363471","0.140638887216043","0.172391615510899"
"Keine Sorgen","2012","(Fach-)Abitur","Ost","81","0.218369676411996","0.17793324979905","0.258806103024942"
"Keine Sorgen","2012","AkademikerIn","West","317","0.094007223650192","0.0841511252558703","0.103863322044514"
"Keine Sorgen","2012","AkademikerIn","Ost","117","0.0970199575408526","0.0806834144100492","0.113356500671656"
"Große Sorgen","2013","(noch) kein Abschluss","West","76","0.179749561145545","0.142717300860549","0.21678182143054"
"Große Sorgen","2013","(noch) kein Abschluss","Ost","","","",""
"Große Sorgen","2013","Hauptschule","West","1681","0.336486097583079","0.323478547055235","0.349493648110923"
"Große Sorgen","2013","Hauptschule","Ost","340","0.323172437901873","0.295136479069607","0.351208396734139"
"Große Sorgen","2013","Realschule","West","1050","0.314469183934446","0.298722924758288","0.330215443110605"
"Große Sorgen","2013","Realschule","Ost","503","0.305998880766483","0.283943144290378","0.328054617242587"
"Große Sorgen","2013","(Fach-)Abitur","West","520","0.287014822295244","0.266495248048504","0.307534396541984"
"Große Sorgen","2013","(Fach-)Abitur","Ost","79","0.240851954798705","0.195333598739853","0.286370310857556"
"Große Sorgen","2013","AkademikerIn","West","1004","0.307777314895805","0.291891268238722","0.323663361552888"
"Große Sorgen","2013","AkademikerIn","Ost","481","0.411618156997687","0.383773981587141","0.439462332408233"
"Einige Sorgen","2013","(noch) kein Abschluss","West","197","0.493426879819567","0.445209285564238","0.541644474074896"
"Einige Sorgen","2013","(noch) kein Abschluss","Ost","33","0.531637278355118","0.412153330624868","0.651121226085368"
"Einige Sorgen","2013","Hauptschule","West","2580","0.496756146293803","0.482992046594279","0.510520245993328"
"Einige Sorgen","2013","Hauptschule","Ost","456","0.419345923007905","0.389765512902094","0.448926333113716"
"Einige Sorgen","2013","Realschule","West","1768","0.523220861002183","0.506282319767739","0.540159402236626"
"Einige Sorgen","2013","Realschule","Ost","851","0.521566804329644","0.497658587630328","0.54547502102896"
"Einige Sorgen","2013","(Fach-)Abitur","West","1021","0.543654413221326","0.521060871344811","0.566247955097842"
"Einige Sorgen","2013","(Fach-)Abitur","Ost","177","0.528975543969184","0.475839677461608","0.58211141047676"
"Einige Sorgen","2013","AkademikerIn","West","1801","0.554263075201365","0.537156152364667","0.571369998038063"
"Einige Sorgen","2013","AkademikerIn","Ost","572","0.464210356185991","0.435993278231741","0.492427434140242"
"Keine Sorgen","2013","(noch) kein Abschluss","West","140","0.326823559034888","0.281586517254437","0.37206060081534"
"Keine Sorgen","2013","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","2013","Hauptschule","West","808","0.166757756123117","0.15649614372063","0.177019368525605"
"Keine Sorgen","2013","Hauptschule","Ost","273","0.257481639090223","0.23127049549796","0.283692782682486"
"Keine Sorgen","2013","Realschule","West","522","0.162309955063371","0.149804799072575","0.174815111054167"
"Keine Sorgen","2013","Realschule","Ost","323","0.172434314903873","0.154354472320537","0.190514157487209"
"Keine Sorgen","2013","(Fach-)Abitur","West","326","0.16933076448343","0.152318664371551","0.18634286459531"
"Keine Sorgen","2013","(Fach-)Abitur","Ost","83","0.230172501232111","0.18536283896283","0.274982163501392"
"Keine Sorgen","2013","AkademikerIn","West","438","0.13795960990283","0.126090602440177","0.149828617365484"
"Keine Sorgen","2013","AkademikerIn","Ost","147","0.124171486816321","0.105512934328097","0.142830039304546"
"Große Sorgen","2014","(noch) kein Abschluss","West","120","0.152371075782649","0.128239679893954","0.176502471671344"
"Große Sorgen","2014","(noch) kein Abschluss","Ost","","","",""
"Große Sorgen","2014","Hauptschule","West","1600","0.244825746020848","0.234608120386855","0.255043371654842"
"Große Sorgen","2014","Hauptschule","Ost","272","0.239146609002351","0.215471201212182","0.262822016792519"
"Große Sorgen","2014","Realschule","West","1009","0.22217512002931","0.210318149874637","0.234032090183983"
"Große Sorgen","2014","Realschule","Ost","463","0.224744659298361","0.206827789617308","0.242661528979414"
"Große Sorgen","2014","(Fach-)Abitur","West","644","0.196860989238343","0.183454064007388","0.210267914469297"
"Große Sorgen","2014","(Fach-)Abitur","Ost","82","0.154045949335882","0.122898551584698","0.185193347087066"
"Große Sorgen","2014","AkademikerIn","West","987","0.200868492689016","0.189483138319578","0.212253847058454"
"Große Sorgen","2014","AkademikerIn","Ost","392","0.284819373189932","0.261410709552173","0.308228036827692"
"Einige Sorgen","2014","(noch) kein Abschluss","West","389","0.454044840380626","0.420613318016639","0.487476362744613"
"Einige Sorgen","2014","(noch) kein Abschluss","Ost","46","0.367014238919397","0.276942162273544","0.457086315565251"
"Einige Sorgen","2014","Hauptschule","West","3574","0.528921870625726","0.517060357628484","0.540783383622968"
"Einige Sorgen","2014","Hauptschule","Ost","574","0.435197520787612","0.407680185992794","0.46271485558243"
"Einige Sorgen","2014","Realschule","West","2596","0.548829127106568","0.534636127107151","0.563022127105985"
"Einige Sorgen","2014","Realschule","Ost","1124","0.554773544032133","0.533440962511556","0.57610612555271"
"Einige Sorgen","2014","(Fach-)Abitur","West","1834","0.540589008570302","0.523785951923196","0.557392065217408"
"Einige Sorgen","2014","(Fach-)Abitur","Ost","263","0.566449557774923","0.523690937995457","0.609208177554389"
"Einige Sorgen","2014","AkademikerIn","West","2718","0.579082116362227","0.565052355102327","0.593111877622128"
"Einige Sorgen","2014","AkademikerIn","Ost","763","0.528510059604495","0.502619178408327","0.554400940800664"
"Keine Sorgen","2014","(noch) kein Abschluss","West","343","0.393584083836725","0.360779664625025","0.426388503048425"
"Keine Sorgen","2014","(noch) kein Abschluss","Ost","50","0.522605595736899","0.429263523475967","0.615947667997831"
"Keine Sorgen","2014","Hauptschule","West","1629","0.226252383353426","0.216309917706951","0.2361948489999"
"Keine Sorgen","2014","Hauptschule","Ost","401","0.325655870210037","0.299646184136175","0.351665556283899"
"Keine Sorgen","2014","Realschule","West","1117","0.228995752864122","0.217011051997886","0.240980453730357"
"Keine Sorgen","2014","Realschule","Ost","498","0.220481796669506","0.202686937240456","0.238276656098555"
"Keine Sorgen","2014","(Fach-)Abitur","West","901","0.262550002191355","0.247713678581484","0.277386325801227"
"Keine Sorgen","2014","(Fach-)Abitur","Ost","171","0.279504492889194","0.24078467773397","0.318224308044419"
"Keine Sorgen","2014","AkademikerIn","West","1052","0.220049390948757","0.20827671604112","0.231822065856393"
"Keine Sorgen","2014","AkademikerIn","Ost","273","0.186670567205572","0.166461086450418","0.206880047960727"
"Große Sorgen","2015","(noch) kein Abschluss","West","","","",""
"Große Sorgen","2015","(noch) kein Abschluss","Ost","","","",""
"Große Sorgen","2015","Hauptschule","West","","","",""
"Große Sorgen","2015","Hauptschule","Ost","","","",""
"Große Sorgen","2015","Realschule","West","","","",""
"Große Sorgen","2015","Realschule","Ost","","","",""
"Große Sorgen","2015","(Fach-)Abitur","West","","","",""
"Große Sorgen","2015","(Fach-)Abitur","Ost","","","",""
"Große Sorgen","2015","AkademikerIn","West","","","",""
"Große Sorgen","2015","AkademikerIn","Ost","","","",""
"Einige Sorgen","2015","(noch) kein Abschluss","West","","","",""
"Einige Sorgen","2015","(noch) kein Abschluss","Ost","","","",""
"Einige Sorgen","2015","Hauptschule","West","","","",""
"Einige Sorgen","2015","Hauptschule","Ost","","","",""
"Einige Sorgen","2015","Realschule","West","","","",""
"Einige Sorgen","2015","Realschule","Ost","","","",""
"Einige Sorgen","2015","(Fach-)Abitur","West","","","",""
"Einige Sorgen","2015","(Fach-)Abitur","Ost","","","",""
"Einige Sorgen","2015","AkademikerIn","West","","","",""
"Einige Sorgen","2015","AkademikerIn","Ost","","","",""
"Keine Sorgen","2015","(noch) kein Abschluss","West","","","",""
"Keine Sorgen","2015","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","2015","Hauptschule","West","","","",""
"Keine Sorgen","2015","Hauptschule","Ost","","","",""
"Keine Sorgen","2015","Realschule","West","","","",""
"Keine Sorgen","2015","Realschule","Ost","","","",""
"Keine Sorgen","2015","(Fach-)Abitur","West","","","",""
"Keine Sorgen","2015","(Fach-)Abitur","Ost","","","",""
"Keine Sorgen","2015","AkademikerIn","West","","","",""
"Keine Sorgen","2015","AkademikerIn","Ost","","","",""
"Große Sorgen","2016","(noch) kein Abschluss","West","","","",""
"Große Sorgen","2016","(noch) kein Abschluss","Ost","","","",""
"Große Sorgen","2016","Hauptschule","West","","","",""
"Große Sorgen","2016","Hauptschule","Ost","","","",""
"Große Sorgen","2016","Realschule","West","","","",""
"Große Sorgen","2016","Realschule","Ost","","","",""
"Große Sorgen","2016","(Fach-)Abitur","West","","","",""
"Große Sorgen","2016","(Fach-)Abitur","Ost","","","",""
"Große Sorgen","2016","AkademikerIn","West","","","",""
"Große Sorgen","2016","AkademikerIn","Ost","","","",""
"Einige Sorgen","2016","(noch) kein Abschluss","West","","","",""
"Einige Sorgen","2016","(noch) kein Abschluss","Ost","","","",""
"Einige Sorgen","2016","Hauptschule","West","","","",""
"Einige Sorgen","2016","Hauptschule","Ost","","","",""
"Einige Sorgen","2016","Realschule","West","","","",""
"Einige Sorgen","2016","Realschule","Ost","","","",""
"Einige Sorgen","2016","(Fach-)Abitur","West","","","",""
"Einige Sorgen","2016","(Fach-)Abitur","Ost","","","",""
"Einige Sorgen","2016","AkademikerIn","West","","","",""
"Einige Sorgen","2016","AkademikerIn","Ost","","","",""
"Keine Sorgen","2016","(noch) kein Abschluss","West","","","",""
"Keine Sorgen","2016","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","2016","Hauptschule","West","","","",""
"Keine Sorgen","2016","Hauptschule","Ost","","","",""
"Keine Sorgen","2016","Realschule","West","","","",""
"Keine Sorgen","2016","Realschule","Ost","","","",""
"Keine Sorgen","2016","(Fach-)Abitur","West","","","",""
"Keine Sorgen","2016","(Fach-)Abitur","Ost","","","",""
"Keine Sorgen","2016","AkademikerIn","West","","","",""
"Keine Sorgen","2016","AkademikerIn","Ost","","","",""
"Große Sorgen","2017","(noch) kein Abschluss","West","","","",""
"Große Sorgen","2017","(noch) kein Abschluss","Ost","","","",""
"Große Sorgen","2017","Hauptschule","West","","","",""
"Große Sorgen","2017","Hauptschule","Ost","","","",""
"Große Sorgen","2017","Realschule","West","","","",""
"Große Sorgen","2017","Realschule","Ost","","","",""
"Große Sorgen","2017","(Fach-)Abitur","West","","","",""
"Große Sorgen","2017","(Fach-)Abitur","Ost","","","",""
"Große Sorgen","2017","AkademikerIn","West","","","",""
"Große Sorgen","2017","AkademikerIn","Ost","","","",""
"Einige Sorgen","2017","(noch) kein Abschluss","West","","","",""
"Einige Sorgen","2017","(noch) kein Abschluss","Ost","","","",""
"Einige Sorgen","2017","Hauptschule","West","","","",""
"Einige Sorgen","2017","Hauptschule","Ost","","","",""
"Einige Sorgen","2017","Realschule","West","","","",""
"Einige Sorgen","2017","Realschule","Ost","","","",""
"Einige Sorgen","2017","(Fach-)Abitur","West","","","",""
"Einige Sorgen","2017","(Fach-)Abitur","Ost","","","",""
"Einige Sorgen","2017","AkademikerIn","West","","","",""
"Einige Sorgen","2017","AkademikerIn","Ost","","","",""
"Keine Sorgen","2017","(noch) kein Abschluss","West","","","",""
"Keine Sorgen","2017","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","2017","Hauptschule","West","","","",""
"Keine Sorgen","2017","Hauptschule","Ost","","","",""
"Keine Sorgen","2017","Realschule","West","","","",""
"Keine Sorgen","2017","Realschule","Ost","","","",""
"Keine Sorgen","2017","(Fach-)Abitur","West","","","",""
"Keine Sorgen","2017","(Fach-)Abitur","Ost","","","",""
"Keine Sorgen","2017","AkademikerIn","West","","","",""
"Keine Sorgen","2017","AkademikerIn","Ost","","","",""
"Große Sorgen","2018","(noch) kein Abschluss","West","","","",""
"Große Sorgen","2018","(noch) kein Abschluss","Ost","","","",""
"Große Sorgen","2018","Hauptschule","West","","","",""
"Große Sorgen","2018","Hauptschule","Ost","","","",""
"Große Sorgen","2018","Realschule","West","","","",""
"Große Sorgen","2018","Realschule","Ost","","","",""
"Große Sorgen","2018","(Fach-)Abitur","West","","","",""
"Große Sorgen","2018","(Fach-)Abitur","Ost","","","",""
"Große Sorgen","2018","AkademikerIn","West","","","",""
"Große Sorgen","2018","AkademikerIn","Ost","","","",""
"Einige Sorgen","2018","(noch) kein Abschluss","West","","","",""
"Einige Sorgen","2018","(noch) kein Abschluss","Ost","","","",""
"Einige Sorgen","2018","Hauptschule","West","","","",""
"Einige Sorgen","2018","Hauptschule","Ost","","","",""
"Einige Sorgen","2018","Realschule","West","","","",""
"Einige Sorgen","2018","Realschule","Ost","","","",""
"Einige Sorgen","2018","(Fach-)Abitur","West","","","",""
"Einige Sorgen","2018","(Fach-)Abitur","Ost","","","",""
"Einige Sorgen","2018","AkademikerIn","West","","","",""
"Einige Sorgen","2018","AkademikerIn","Ost","","","",""
"Keine Sorgen","2018","(noch) kein Abschluss","West","","","",""
"Keine Sorgen","2018","(noch) kein Abschluss","Ost","","","",""
"Keine Sorgen","2018","Hauptschule","West","","","",""
"Keine Sorgen","2018","Hauptschule","Ost","","","",""
"Keine Sorgen","2018","Realschule","West","","","",""
"Keine Sorgen","2018","Realschule","Ost","","","",""
"Keine Sorgen","2018","(Fach-)Abitur","West","","","",""
"Keine Sorgen","2018","(Fach-)Abitur","Ost","","","",""
"Keine Sorgen","2018","AkademikerIn","West","","","",""
"Keine Sorgen","2018","AkademikerIn","Ost","","","",""
"Große Sorgen","2019","(noch) kein Abschluss","West","100","0.200009966285475","0.169019635586443","0.231000296984507"
"Große Sorgen","2019","(noch) kein Abschluss","Ost","","","",""
"Große Sorgen","2019","Hauptschule","West","1203","0.241271855860498","0.229594461295787","0.25294925042521"
"Große Sorgen","2019","Hauptschule","Ost","230","0.255305153789098","0.227068104022348","0.283542203555849"
"Große Sorgen","2019","Realschule","West","883","0.19861584583413","0.186983849869776","0.210247841798484"
"Große Sorgen","2019","Realschule","Ost","538","0.254725829916983","0.236278584172862","0.273173075661104"
"Große Sorgen","2019","(Fach-)Abitur","West","554","0.153881632103279","0.141863670872033","0.165899593334526"
"Große Sorgen","2019","(Fach-)Abitur","Ost","100","0.163776263818234","0.134065645764508","0.193486881871961"
"Große Sorgen","2019","AkademikerIn","West","960","0.166849222010893","0.15686786496237","0.176830579059416"
"Große Sorgen","2019","AkademikerIn","Ost","420","0.248254353040165","0.226993514139714","0.269515191940616"
"Einige Sorgen","2019","(noch) kein Abschluss","West","261","0.427548963647045","0.389220606379027","0.465877320915064"
"Einige Sorgen","2019","(noch) kein Abschluss","Ost","48","0.449683391841485","0.351691480748244","0.547675302934725"
"Einige Sorgen","2019","Hauptschule","West","2813","0.551140676977687","0.537565800607581","0.564715553347793"
"Einige Sorgen","2019","Hauptschule","Ost","422","0.447431702524066","0.415231640168616","0.479631764879516"
"Einige Sorgen","2019","Realschule","West","2583","0.56284367665774","0.54838131564238","0.577306037673101"
"Einige Sorgen","2019","Realschule","Ost","1121","0.533308239691188","0.512185939091206","0.55443054029117"
"Einige Sorgen","2019","(Fach-)Abitur","West","1842","0.547710090871309","0.531133101246843","0.564287080495775"
"Einige Sorgen","2019","(Fach-)Abitur","Ost","309","0.503156802159787","0.463015975742407","0.543297628577167"
"Einige Sorgen","2019","AkademikerIn","West","3051","0.564986750148473","0.551714759401064","0.578258740895883"
"Einige Sorgen","2019","AkademikerIn","Ost","823","0.531762337732375","0.507204594259934","0.556320081204817"
"Keine Sorgen","2019","(noch) kein Abschluss","West","279","0.37244107006748","0.334985695562289","0.409896444572671"
"Keine Sorgen","2019","(noch) kein Abschluss","Ost","41","0.428265197293642","0.330792227112144","0.525738167475139"
"Keine Sorgen","2019","Hauptschule","West","1141","0.207587467161815","0.196518024419719","0.21865690990391"
"Keine Sorgen","2019","Hauptschule","Ost","264","0.297263143686836","0.26766481060907","0.326861476764602"
"Keine Sorgen","2019","Realschule","West","1053","0.23854047750813","0.226114476813011","0.250966478203249"
"Keine Sorgen","2019","Realschule","Ost","484","0.211965930391829","0.194662088693047","0.229269772090612"
"Keine Sorgen","2019","(Fach-)Abitur","West","1067","0.298408277025412","0.283168819557043","0.313647734493781"
