"year","alter_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"2013","35-65 Jahre alt","(Fach-)Abitur","6.74","7","1871","6.64","6.84"
"2013","35-65 Jahre alt","(noch) kein Abschluss","6.06","6.87","193","5.67","6.45"
"2013","35-65 Jahre alt","AkademikerInnen","6.88","7","3888","6.81","6.95"
"2013","35-65 Jahre alt","Hauptschulabschluss","6.35","7","4089","6.28","6.42"
"2013","35-65 Jahre alt","Realschulabschluss","6.58","7","4878","6.52","6.64"
"2013","66 und älter","(Fach-)Abitur","6.77","7","237","6.46","7.08"
"2013","66 und älter","(noch) kein Abschluss","6.4","7","69","5.77","7.03"
"2013","66 und älter","AkademikerInnen","6.95","8","1157","6.82","7.08"
"2013","66 und älter","Hauptschulabschluss","6.45","7","2716","6.36","6.54"
"2013","66 und älter","Realschulabschluss","6.62","7","806","6.46","6.78"
"2014","16-34 Jahre alt","(Fach-)Abitur","7.4","8","1511","7.3","7.5"
"2014","16-34 Jahre alt","(noch) kein Abschluss","6.94","7","589","6.76","7.12"
"2014","16-34 Jahre alt","AkademikerInnen","7.38","8","953","7.25","7.51"
"2014","16-34 Jahre alt","Hauptschulabschluss","6.97","7","1304","6.84","7.1"
"2014","16-34 Jahre alt","Realschulabschluss","6.98","7","1613","6.87","7.09"
"2014","35-65 Jahre alt","(Fach-)Abitur","6.83","7","2212","6.74","6.92"
"2014","35-65 Jahre alt","(noch) kein Abschluss","5.94","6","342","5.66","6.22"
"2014","35-65 Jahre alt","AkademikerInnen","6.84","7","4114","6.77","6.91"
"2014","35-65 Jahre alt","Hauptschulabschluss","6.33","7","4282","6.26","6.4"
"2014","35-65 Jahre alt","Realschulabschluss","6.54","7","4475","6.47","6.61"
"2014","66 und älter","(Fach-)Abitur","6.91","8","255","6.6","7.22"
"2014","66 und älter","(noch) kein Abschluss","6.39","7","72","5.74","7.04"
"2014","66 und älter","AkademikerInnen","6.86","7","1167","6.73","6.99"
"2014","66 und älter","Hauptschulabschluss","6.34","7","2662","6.25","6.43"
"2014","66 und älter","Realschulabschluss","6.66","7","808","6.5","6.82"
"2015","16-34 Jahre alt","(Fach-)Abitur","7.37","8","1358","7.27","7.47"
"2015","16-34 Jahre alt","(noch) kein Abschluss","7.08","7","455","6.88","7.28"
"2015","16-34 Jahre alt","AkademikerInnen","7.22","8","864","7.1","7.34"
"2015","16-34 Jahre alt","Hauptschulabschluss","7.04","7","1047","6.9","7.18"
"2015","16-34 Jahre alt","Realschulabschluss","7.09","8","1375","6.98","7.2"
"2015","35-65 Jahre alt","(Fach-)Abitur","6.69","7","2054","6.6","6.78"
"2015","35-65 Jahre alt","(noch) kein Abschluss","5.68","5","305","5.39","5.97"
"2015","35-65 Jahre alt","AkademikerInnen","6.87","7","3832","6.8","6.94"
"2015","35-65 Jahre alt","Hauptschulabschluss","6.37","7","3796","6.29","6.45"
"2015","35-65 Jahre alt","Realschulabschluss","6.58","7","4301","6.51","6.65"
"2015","66 und älter","(Fach-)Abitur","6.98","8","258","6.7","7.26"
"2015","66 und älter","(noch) kein Abschluss","6.17","7","60","5.51","6.83"
"2015","66 und älter","AkademikerInnen","6.94","8","1188","6.81","7.07"
"2015","66 und älter","Hauptschulabschluss","6.43","7","2574","6.34","6.52"
"2015","66 und älter","Realschulabschluss","6.6","7","829","6.44","6.76"
"2016","16-34 Jahre alt","(Fach-)Abitur","7.42","8","1371","7.31","7.53"
"2016","16-34 Jahre alt","(noch) kein Abschluss","7.09","7","432","6.87","7.31"
"2016","16-34 Jahre alt","AkademikerInnen","7.25","7","943","7.13","7.37"
"2016","16-34 Jahre alt","Hauptschulabschluss","7.05","7","1007","6.9","7.2"
"2016","16-34 Jahre alt","Realschulabschluss","6.92","7","1201","6.8","7.04"
"2016","35-65 Jahre alt","(Fach-)Abitur","6.8","7","2086","6.71","6.89"
"2016","35-65 Jahre alt","(noch) kein Abschluss","6.12","6","322","5.85","6.39"
"2016","35-65 Jahre alt","AkademikerInnen","6.79","7","3762","6.72","6.86"
"2016","35-65 Jahre alt","Hauptschulabschluss","6.31","7","3583","6.23","6.39"
"2016","35-65 Jahre alt","Realschulabschluss","6.52","7","4005","6.45","6.59"
"2016","66 und älter","(Fach-)Abitur","6.5","7","242","6.19","6.81"
"2016","66 und älter","(noch) kein Abschluss","6.25","7","58","5.62","6.88"
"2016","66 und älter","AkademikerInnen","6.88","7","1195","6.75","7.01"
"2016","66 und älter","Hauptschulabschluss","6.41","7","2411","6.32","6.5"
"2016","66 und älter","Realschulabschluss","6.45","7","827","6.29","6.61"
"2017","16-34 Jahre alt","(Fach-)Abitur","7.04","7","1594","6.94","7.14"
"2017","16-34 Jahre alt","(noch) kein Abschluss","7.15","7","507","6.96","7.34"
"2017","16-34 Jahre alt","AkademikerInnen","7.16","7","1051","7.04","7.28"
"2017","16-34 Jahre alt","Hauptschulabschluss","6.96","7","991","6.81","7.11"
"2017","16-34 Jahre alt","Realschulabschluss","6.93","7","1371","6.82","7.04"
"2017","35-65 Jahre alt","(Fach-)Abitur","6.6","7","2284","6.51","6.69"
"2017","35-65 Jahre alt","(noch) kein Abschluss","5.93","6","341","5.66","6.2"
"2017","35-65 Jahre alt","AkademikerInnen","6.88","7","4209","6.82","6.94"
"2017","35-65 Jahre alt","Hauptschulabschluss","6.3","7","3782","6.22","6.38"
"2017","35-65 Jahre alt","Realschulabschluss","6.38","7","4607","6.32","6.44"
"2017","66 und älter","(Fach-)Abitur","6.57","7","273","6.28","6.86"
"2017","66 und älter","(noch) kein Abschluss","6.83","8","65","6.14","7.52"
"2017","66 und älter","AkademikerInnen","6.81","7","1270","6.69","6.93"
"2017","66 und älter","Hauptschulabschluss","6.35","7","2423","6.26","6.44"
"2017","66 und älter","Realschulabschluss","6.52","7","954","6.37","6.67"
"2018","16-34 Jahre alt","(Fach-)Abitur","7.11","7","1556","7.01","7.21"
"2018","16-34 Jahre alt","(noch) kein Abschluss","7.03","7","462","6.82","7.24"
"2018","16-34 Jahre alt","AkademikerInnen","7","7","1040","6.88","7.12"
"2018","16-34 Jahre alt","Hauptschulabschluss","6.61","7","935","6.46","6.76"
"2018","16-34 Jahre alt","Realschulabschluss","6.81","7","1236","6.69","6.93"
"2018","35-65 Jahre alt","(Fach-)Abitur","6.6","7","2153","6.51","6.69"
"2018","35-65 Jahre alt","(noch) kein Abschluss","5.5","6","348","5.21","5.79"
"2018","35-65 Jahre alt","AkademikerInnen","6.71","7","3978","6.65","6.77"
"2018","35-65 Jahre alt","Hauptschulabschluss","6.1","6","3491","6.02","6.18"
"2018","35-65 Jahre alt","Realschulabschluss","6.4","7","4386","6.33","6.47"
"2018","66 und älter","(Fach-)Abitur","6.61","7","301","6.34","6.88"
"2018","66 und älter","(noch) kein Abschluss","6.18","7","66","5.53","6.83"
"2018","66 und älter","AkademikerInnen","6.85","7","1297","6.73","6.97"
"2018","66 und älter","Hauptschulabschluss","6.31","7","2344","6.21","6.41"
"2018","66 und älter","Realschulabschluss","6.46","7","983","6.32","6.6"
"2019","16-34 Jahre alt","(Fach-)Abitur","7.1","7","1464","7","7.2"
"2019","16-34 Jahre alt","(noch) kein Abschluss","7.29","8","419","7.08","7.5"
"2019","16-34 Jahre alt","AkademikerInnen","7.32","8","1007","7.2","7.44"
"2019","16-34 Jahre alt","Hauptschulabschluss","6.67","7","772","6.51","6.83"
"2019","16-34 Jahre alt","Realschulabschluss","6.9","7","1128","6.77","7.03"
"2019","35-65 Jahre alt","(Fach-)Abitur","6.64","7","2340","6.55","6.73"
"2019","35-65 Jahre alt","(noch) kein Abschluss","5.81","6","297","5.51","6.11"
"2019","35-65 Jahre alt","AkademikerInnen","6.89","7","4551","6.83","6.95"
"2019","35-65 Jahre alt","Hauptschulabschluss","6.29","7","3184","6.21","6.37"
"2019","35-65 Jahre alt","Realschulabschluss","6.41","7","4508","6.35","6.47"
"2019","66 und älter","(Fach-)Abitur","6.78","7","338","6.52","7.04"
"2019","66 und älter","(noch) kein Abschluss","6.05","6","61","5.36","6.74"
"2019","66 und älter","AkademikerInnen","6.88","7","1460","6.77","6.99"
"2019","66 und älter","Hauptschulabschluss","6.4","7","2226","6.3","6.5"
"2019","66 und älter","Realschulabschluss","6.6","7","1082","6.47","6.73"
