"plb0218","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2005","Sachsen","weiblich","165","","",""
"Nein, nie","2005","Sachsen-Anhalt","maennlich","46","0.219858233778565","0.166100766466598","0.273615701090531"
"Nein, nie","2005","Sachsen-Anhalt","weiblich","76","0.332534687532197","0.269706570650786","0.395362804413608"
"Nein, nie","2005","Thueringen","maennlich","50","0.2376161343578","0.182490301830445","0.292741966885156"
"Nein, nie","2005","Thueringen","weiblich","80","0.423482473860159","0.355343375237619","0.4916215724827"
"Ja, jede Woche","2005","Schleswig-Holstein","maennlich","32","0.19526914802149","0.137835726745802","0.252702569297178"
"Ja, jede Woche","2005","Schleswig-Holstein","weiblich","27","","",""
"Ja, jede Woche","2005","Hamburg","maennlich","10","","",""
"Ja, jede Woche","2005","Hamburg","weiblich","4","0.0556302920572047","0.00193629124954921","0.10932429286486"
"Ja, jede Woche","2005","Niedersachsen","maennlich","90","0.169543948675425","0.137354590796315","0.201733306554535"
"Ja, jede Woche","2005","Niedersachsen","weiblich","67","0.163166576828076","0.129288004465854","0.197045149190298"
"Ja, jede Woche","2005","Bremen","maennlich","9","0.252853565872438","0.106754971403405","0.398952160341471"
"Ja, jede Woche","2005","Bremen","weiblich","8","0.11925441845519","0.0212409130422116","0.217267923868168"
"Ja, jede Woche","2005","Nordrhein-Westfalen","maennlich","192","","",""
"Ja, jede Woche","2005","Nordrhein-Westfalen","weiblich","120","","",""
"Ja, jede Woche","2005","Hessen","maennlich","74","0.177654726495303","0.142221572399254","0.213087880591353"
"Ja, jede Woche","2005","Hessen","weiblich","56","0.145964108605134","0.110650379610016","0.181277837600251"
"Ja, jede Woche","2005","Rheinland-Pfalz,Saarland","maennlich","64","0.218498794399168","0.17502047963702","0.261977109161315"
"Ja, jede Woche","2005","Rheinland-Pfalz,Saarland","weiblich","47","0.174991228979651","0.133745715516317","0.216236742442985"
"Ja, jede Woche","2005","Baden-Wuerttemberg","maennlich","102","","",""
"Ja, jede Woche","2005","Baden-Wuerttemberg","weiblich","70","0.114451101334401","0.0893918259948761","0.139510376673925"
"Ja, jede Woche","2005","Bayern","maennlich","132","","",""
"Ja, jede Woche","2005","Bayern","weiblich","114","","",""
"Ja, jede Woche","2005","Saarland","maennlich","","","",""
"Ja, jede Woche","2005","Saarland","weiblich","","","",""
"Ja, jede Woche","2005","Berlin","maennlich","36","0.171406143948106","0.121379209496388","0.221433078399823"
"Ja, jede Woche","2005","Berlin","weiblich","15","","",""
"Ja, jede Woche","2005","Brandenburg","maennlich","38","0.178139687225014","0.128254314814302","0.228025059635726"
"Ja, jede Woche","2005","Brandenburg","weiblich","33","0.173431888335521","0.123171754137241","0.2236920225338"
"Ja, jede Woche","2005","Mecklenburg-Vorpommern","maennlich","14","","",""
"Ja, jede Woche","2005","Mecklenburg-Vorpommern","weiblich","13","","",""
"Ja, jede Woche","2005","Sachsen","maennlich","56","0.125277268777259","0.0935427954750073","0.157011742079511"
"Ja, jede Woche","2005","Sachsen","weiblich","46","0.1571388372967","0.120738763177022","0.193538911416378"
"Ja, jede Woche","2005","Sachsen-Anhalt","maennlich","23","","",""
"Ja, jede Woche","2005","Sachsen-Anhalt","weiblich","34","0.200850338418825","0.147422013392816","0.254278663444834"
"Ja, jede Woche","2005","Thueringen","maennlich","44","0.170996465128188","0.122232152442979","0.219760777813397"
"Ja, jede Woche","2005","Thueringen","weiblich","32","0.170040811141834","0.118235133471536","0.221846488812132"
"Ja, alle 2 Wochen","2005","Schleswig-Holstein","maennlich","20","","",""
"Ja, alle 2 Wochen","2005","Schleswig-Holstein","weiblich","16","","",""
"Ja, alle 2 Wochen","2005","Hamburg","maennlich","10","","",""
"Ja, alle 2 Wochen","2005","Hamburg","weiblich","1","","",""
"Ja, alle 2 Wochen","2005","Niedersachsen","maennlich","66","0.111455983864079","0.0844596986547351","0.138452269073424"
"Ja, alle 2 Wochen","2005","Niedersachsen","weiblich","76","0.174043412167556","0.1392820011899","0.208804823145211"
"Ja, alle 2 Wochen","2005","Bremen","maennlich","4","0.125856963852143","0.0143662980719905","0.237347629632295"
"Ja, alle 2 Wochen","2005","Bremen","weiblich","10","","",""
"Ja, alle 2 Wochen","2005","Nordrhein-Westfalen","maennlich","178","","",""
"Ja, alle 2 Wochen","2005","Nordrhein-Westfalen","weiblich","160","","",""
"Ja, alle 2 Wochen","2005","Hessen","maennlich","53","0.11647561664686","0.0867369763152102","0.146214256978509"
"Ja, alle 2 Wochen","2005","Hessen","weiblich","48","0.108289719059123","0.0772092203134209","0.139370217804826"
"Ja, alle 2 Wochen","2005","Rheinland-Pfalz,Saarland","maennlich","34","0.115771254729803","0.0821072299098731","0.149435279549733"
"Ja, alle 2 Wochen","2005","Rheinland-Pfalz,Saarland","weiblich","51","0.169442406276892","0.128719832124905","0.21016498042888"
"Ja, alle 2 Wochen","2005","Baden-Wuerttemberg","maennlich","86","0.113220796898797","0.091453387678214","0.134988206119379"
"Ja, alle 2 Wochen","2005","Baden-Wuerttemberg","weiblich","82","0.18274296321417","0.152323474375837","0.213162452052503"
"Ja, alle 2 Wochen","2005","Bayern","maennlich","94","0.109166405691853","0.0885975307297653","0.129735280653942"
"Ja, alle 2 Wochen","2005","Bayern","weiblich","114","","",""
"Ja, alle 2 Wochen","2005","Saarland","maennlich","","","",""
"Ja, alle 2 Wochen","2005","Saarland","weiblich","","","",""
"Ja, alle 2 Wochen","2005","Berlin","maennlich","32","0.181641815108828","0.130461910045113","0.232821720172543"
"Ja, alle 2 Wochen","2005","Berlin","weiblich","33","0.200467805999796","0.143391286066833","0.25754432593276"
"Ja, alle 2 Wochen","2005","Brandenburg","maennlich","29","","",""
"Ja, alle 2 Wochen","2005","Brandenburg","weiblich","47","0.25311741429189","0.19539997914072","0.31083484944306"
"Ja, alle 2 Wochen","2005","Mecklenburg-Vorpommern","maennlich","19","","",""
"Ja, alle 2 Wochen","2005","Mecklenburg-Vorpommern","weiblich","27","","",""
"Ja, alle 2 Wochen","2005","Sachsen","maennlich","68","0.185325927809929","0.148076467143974","0.222575388475884"
"Ja, alle 2 Wochen","2005","Sachsen","weiblich","58","0.180383662762701","0.141925690426909","0.218841635098492"
"Ja, alle 2 Wochen","2005","Sachsen-Anhalt","maennlich","50","0.193512511665927","0.14223416553309","0.244790857798764"
"Ja, alle 2 Wochen","2005","Sachsen-Anhalt","weiblich","49","0.244111678866648","0.186826231123768","0.301397126609528"
"Ja, alle 2 Wochen","2005","Thueringen","maennlich","33","0.196507434632542","0.145042577180992","0.247972292084092"
"Ja, alle 2 Wochen","2005","Thueringen","weiblich","42","0.25813842667432","0.197790802950227","0.318486050398412"
"Ja, alle 3-4 Wochen","2005","Schleswig-Holstein","maennlich","28","","",""
"Ja, alle 3-4 Wochen","2005","Schleswig-Holstein","weiblich","16","","",""
"Ja, alle 3-4 Wochen","2005","Hamburg","maennlich","5","0.0503928575056058","0.00442598632160696","0.0963597286896046"
"Ja, alle 3-4 Wochen","2005","Hamburg","weiblich","6","0.0331990135841839","-0.0087701393064395","0.0751681664748073"
"Ja, alle 3-4 Wochen","2005","Niedersachsen","maennlich","56","0.10163902230055","0.0757170215733032","0.127561023027797"
"Ja, alle 3-4 Wochen","2005","Niedersachsen","weiblich","41","0.0899518906804112","0.0637201376455316","0.116183643715291"
"Ja, alle 3-4 Wochen","2005","Bremen","maennlich","3","","",""
"Ja, alle 3-4 Wochen","2005","Bremen","weiblich","3","","",""
"Ja, alle 3-4 Wochen","2005","Nordrhein-Westfalen","maennlich","121","","",""
"Ja, alle 3-4 Wochen","2005","Nordrhein-Westfalen","weiblich","77","0.0836867459652318","0.0673297044323967","0.100043787498067"
"Ja, alle 3-4 Wochen","2005","Hessen","maennlich","54","0.110360392575826","0.0813129432531278","0.139407841898524"
"Ja, alle 3-4 Wochen","2005","Hessen","weiblich","24","","",""
"Ja, alle 3-4 Wochen","2005","Rheinland-Pfalz,Saarland","maennlich","29","","",""
"Ja, alle 3-4 Wochen","2005","Rheinland-Pfalz,Saarland","weiblich","29","","",""
"Ja, alle 3-4 Wochen","2005","Baden-Wuerttemberg","maennlich","82","0.0888596580602129","0.06931262509242","0.108406691028006"
"Ja, alle 3-4 Wochen","2005","Baden-Wuerttemberg","weiblich","51","0.0966145072085796","0.0733598482986939","0.119869166118465"
"Ja, alle 3-4 Wochen","2005","Bayern","maennlich","94","0.111448495791379","0.0906923769774546","0.132204614605303"
"Ja, alle 3-4 Wochen","2005","Bayern","weiblich","40","0.0498656778844786","0.0351633734176971","0.0645679823512602"
"Ja, alle 3-4 Wochen","2005","Saarland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2005","Saarland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2005","Berlin","maennlich","17","","",""
"Ja, alle 3-4 Wochen","2005","Berlin","weiblich","13","","",""
"Ja, alle 3-4 Wochen","2005","Brandenburg","maennlich","32","0.145847841402428","0.0998315625936315","0.191864120211224"
"Ja, alle 3-4 Wochen","2005","Brandenburg","weiblich","15","","",""
"Ja, alle 3-4 Wochen","2005","Mecklenburg-Vorpommern","maennlich","19","","",""
"Ja, alle 3-4 Wochen","2005","Mecklenburg-Vorpommern","weiblich","9","0.0858315807100729","0.0378638574459594","0.133799303974186"
"Ja, alle 3-4 Wochen","2005","Sachsen","maennlich","54","0.126918400188605","0.0950067206194081","0.158830079757803"
"Ja, alle 3-4 Wochen","2005","Sachsen","weiblich","34","0.0960742862401751","0.0665993799787254","0.125549192501625"
"Ja, alle 3-4 Wochen","2005","Sachsen-Anhalt","maennlich","32","0.158016246627982","0.110670235680092","0.205362257575872"
"Ja, alle 3-4 Wochen","2005","Sachsen-Anhalt","weiblich","20","","",""
"Ja, alle 3-4 Wochen","2005","Thueringen","maennlich","23","","",""
"Ja, alle 3-4 Wochen","2005","Thueringen","weiblich","17","","",""
"Seltener","2005","Schleswig-Holstein","maennlich","61","0.328495719381681","0.260448278614659","0.396543160148703"
"Seltener","2005","Schleswig-Holstein","weiblich","39","0.227050881543857","0.164625373029868","0.289476390057847"
"Seltener","2005","Hamburg","maennlich","31","0.374696240257328","0.272983898726464","0.476408581788193"
"Seltener","2005","Hamburg","weiblich","21","","",""
"Seltener","2005","Niedersachsen","maennlich","174","","",""
"Seltener","2005","Niedersachsen","weiblich","78","0.159446580720755","0.125882075022218","0.193011086419293"
"Seltener","2005","Bremen","maennlich","11","","",""
"Seltener","2005","Bremen","weiblich","8","0.20007556615421","0.0790868260310095","0.321064306277411"
"Seltener","2005","Nordrhein-Westfalen","maennlich","384","0.282190579311498","0.25776273587824","0.306618422744757"
"Seltener","2005","Nordrhein-Westfalen","weiblich","201","","",""
"Seltener","2005","Hessen","maennlich","143","","",""
"Seltener","2005","Hessen","weiblich","90","0.218932654119626","0.177572515021144","0.260292793218108"
"Seltener","2005","Rheinland-Pfalz,Saarland","maennlich","97","0.251587038467519","0.205931009485603","0.297243067449434"
"Seltener","2005","Rheinland-Pfalz,Saarland","weiblich","54","0.143314687207153","0.105278646657868","0.181350727756438"
"Seltener","2005","Baden-Wuerttemberg","maennlich","257","","",""
"Seltener","2005","Baden-Wuerttemberg","weiblich","104","","",""
"Seltener","2005","Bayern","maennlich","263","","",""
"Seltener","2005","Bayern","weiblich","163","","",""
"Seltener","2005","Saarland","maennlich","","","",""
"Seltener","2005","Saarland","weiblich","","","",""
"Seltener","2005","Berlin","maennlich","68","0.286067596318431","0.226077062754234","0.346058129882629"
"Seltener","2005","Berlin","weiblich","45","0.211206588478737","0.153016025755591","0.269397151201883"
"Seltener","2005","Brandenburg","maennlich","63","0.262771191321942","0.20538810599154","0.320154276652344"
"Seltener","2005","Brandenburg","weiblich","36","0.122199335400423","0.0787230712402862","0.165675599560561"
"Seltener","2005","Mecklenburg-Vorpommern","maennlich","42","0.299762861419064","0.220081322389706","0.379444400448423"
"Seltener","2005","Mecklenburg-Vorpommern","weiblich","23","","",""
"Seltener","2005","Sachsen","maennlich","149","","",""
"Seltener","2005","Sachsen","weiblich","81","0.167119427395977","0.129804095019971","0.204434759771984"
"Seltener","2005","Sachsen-Anhalt","maennlich","77","0.348474207491741","0.286625334028379","0.410323080955103"
"Seltener","2005","Sachsen-Anhalt","weiblich","37","0.151743356671209","0.103898011328639","0.199588702013778"
"Seltener","2005","Thueringen","maennlich","79","0.291768091839324","0.232892268699273","0.350643914979374"
"Seltener","2005","Thueringen","weiblich","31","0.0966065578051161","0.0558672001488137","0.137345915461419"
"Nein, nie","2006","Schleswig-Holstein","maennlich","","","",""
"Nein, nie","2006","Schleswig-Holstein","weiblich","","","",""
"Nein, nie","2006","Hamburg","maennlich","","","",""
"Nein, nie","2006","Hamburg","weiblich","","","",""
"Nein, nie","2006","Niedersachsen","maennlich","","","",""
"Nein, nie","2006","Niedersachsen","weiblich","","","",""
"Nein, nie","2006","Bremen","maennlich","","","",""
"Nein, nie","2006","Bremen","weiblich","","","",""
"Nein, nie","2006","Nordrhein-Westfalen","maennlich","","","",""
"Nein, nie","2006","Nordrhein-Westfalen","weiblich","","","",""
"Nein, nie","2006","Hessen","maennlich","","","",""
"Nein, nie","2006","Hessen","weiblich","","","",""
"Nein, nie","2006","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nein, nie","2006","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nein, nie","2006","Baden-Wuerttemberg","maennlich","","","",""
"Nein, nie","2006","Baden-Wuerttemberg","weiblich","","","",""
"Nein, nie","2006","Bayern","maennlich","","","",""
"Nein, nie","2006","Bayern","weiblich","","","",""
"Nein, nie","2006","Saarland","maennlich","","","",""
"Nein, nie","2006","Saarland","weiblich","","","",""
"Nein, nie","2006","Berlin","maennlich","","","",""
"Nein, nie","2006","Berlin","weiblich","","","",""
"Nein, nie","2006","Brandenburg","maennlich","","","",""
"Nein, nie","2006","Brandenburg","weiblich","","","",""
"Nein, nie","2006","Mecklenburg-Vorpommern","maennlich","","","",""
"Nein, nie","2006","Mecklenburg-Vorpommern","weiblich","","","",""
"Nein, nie","2006","Sachsen","maennlich","","","",""
"Nein, nie","2006","Sachsen","weiblich","","","",""
"Nein, nie","2006","Sachsen-Anhalt","maennlich","","","",""
"Nein, nie","2006","Sachsen-Anhalt","weiblich","","","",""
"Nein, nie","2006","Thueringen","maennlich","","","",""
"Nein, nie","2006","Thueringen","weiblich","","","",""
"Ja, jede Woche","2006","Schleswig-Holstein","maennlich","","","",""
"Ja, jede Woche","2006","Schleswig-Holstein","weiblich","","","",""
"Ja, jede Woche","2006","Hamburg","maennlich","","","",""
"Ja, jede Woche","2006","Hamburg","weiblich","","","",""
"Ja, jede Woche","2006","Niedersachsen","maennlich","","","",""
"Ja, jede Woche","2006","Niedersachsen","weiblich","","","",""
"Ja, jede Woche","2006","Bremen","maennlich","","","",""
"Ja, jede Woche","2006","Bremen","weiblich","","","",""
"Ja, jede Woche","2006","Nordrhein-Westfalen","maennlich","","","",""
"Ja, jede Woche","2006","Nordrhein-Westfalen","weiblich","","","",""
"Ja, jede Woche","2006","Hessen","maennlich","","","",""
"Ja, jede Woche","2006","Hessen","weiblich","","","",""
"Ja, jede Woche","2006","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Ja, jede Woche","2006","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Ja, jede Woche","2006","Baden-Wuerttemberg","maennlich","","","",""
"Ja, jede Woche","2006","Baden-Wuerttemberg","weiblich","","","",""
"Ja, jede Woche","2006","Bayern","maennlich","","","",""
"Ja, jede Woche","2006","Bayern","weiblich","","","",""
"Ja, jede Woche","2006","Saarland","maennlich","","","",""
"Ja, jede Woche","2006","Saarland","weiblich","","","",""
"Ja, jede Woche","2006","Berlin","maennlich","","","",""
"Ja, jede Woche","2006","Berlin","weiblich","","","",""
"Ja, jede Woche","2006","Brandenburg","maennlich","","","",""
"Ja, jede Woche","2006","Brandenburg","weiblich","","","",""
"Ja, jede Woche","2006","Mecklenburg-Vorpommern","maennlich","","","",""
"Ja, jede Woche","2006","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja, jede Woche","2006","Sachsen","maennlich","","","",""
"Ja, jede Woche","2006","Sachsen","weiblich","","","",""
"Ja, jede Woche","2006","Sachsen-Anhalt","maennlich","","","",""
"Ja, jede Woche","2006","Sachsen-Anhalt","weiblich","","","",""
"Ja, jede Woche","2006","Thueringen","maennlich","","","",""
"Ja, jede Woche","2006","Thueringen","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Schleswig-Holstein","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Schleswig-Holstein","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Hamburg","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Hamburg","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Niedersachsen","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Niedersachsen","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Bremen","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Bremen","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Nordrhein-Westfalen","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Nordrhein-Westfalen","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Hessen","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Hessen","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Baden-Wuerttemberg","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Baden-Wuerttemberg","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Bayern","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Bayern","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Saarland","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Saarland","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Berlin","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Berlin","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Brandenburg","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Brandenburg","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Mecklenburg-Vorpommern","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Sachsen","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Sachsen","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Sachsen-Anhalt","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Sachsen-Anhalt","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Thueringen","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Thueringen","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Schleswig-Holstein","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Schleswig-Holstein","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Hamburg","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Hamburg","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Niedersachsen","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Niedersachsen","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Bremen","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Bremen","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Nordrhein-Westfalen","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Nordrhein-Westfalen","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Hessen","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Hessen","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Baden-Wuerttemberg","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Baden-Wuerttemberg","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Bayern","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Bayern","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Saarland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Saarland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Berlin","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Berlin","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Brandenburg","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Brandenburg","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Mecklenburg-Vorpommern","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Sachsen","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Sachsen","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Sachsen-Anhalt","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Sachsen-Anhalt","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Thueringen","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Thueringen","weiblich","","","",""
"Seltener","2006","Schleswig-Holstein","maennlich","","","",""
"Seltener","2006","Schleswig-Holstein","weiblich","","","",""
"Seltener","2006","Hamburg","maennlich","","","",""
"Seltener","2006","Hamburg","weiblich","","","",""
"Seltener","2006","Niedersachsen","maennlich","","","",""
"Seltener","2006","Niedersachsen","weiblich","","","",""
"Seltener","2006","Bremen","maennlich","","","",""
"Seltener","2006","Bremen","weiblich","","","",""
"Seltener","2006","Nordrhein-Westfalen","maennlich","","","",""
"Seltener","2006","Nordrhein-Westfalen","weiblich","","","",""
"Seltener","2006","Hessen","maennlich","","","",""
"Seltener","2006","Hessen","weiblich","","","",""
"Seltener","2006","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Seltener","2006","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Seltener","2006","Baden-Wuerttemberg","maennlich","","","",""
"Seltener","2006","Baden-Wuerttemberg","weiblich","","","",""
"Seltener","2006","Bayern","maennlich","","","",""
"Seltener","2006","Bayern","weiblich","","","",""
"Seltener","2006","Saarland","maennlich","","","",""
"Seltener","2006","Saarland","weiblich","","","",""
"Seltener","2006","Berlin","maennlich","","","",""
"Seltener","2006","Berlin","weiblich","","","",""
"Seltener","2006","Brandenburg","maennlich","","","",""
"Seltener","2006","Brandenburg","weiblich","","","",""
"Seltener","2006","Mecklenburg-Vorpommern","maennlich","","","",""
"Seltener","2006","Mecklenburg-Vorpommern","weiblich","","","",""
"Seltener","2006","Sachsen","maennlich","","","",""
"Seltener","2006","Sachsen","weiblich","","","",""
"Seltener","2006","Sachsen-Anhalt","maennlich","","","",""
"Seltener","2006","Sachsen-Anhalt","weiblich","","","",""
"Seltener","2006","Thueringen","maennlich","","","",""
"Seltener","2006","Thueringen","weiblich","","","",""
"Nein, nie","2007","Schleswig-Holstein","maennlich","56","0.320883998257773","0.25132215980148","0.390445836714066"
"Nein, nie","2007","Schleswig-Holstein","weiblich","62","0.410464878097555","0.330943798688149","0.48998595750696"
"Nein, nie","2007","Hamburg","maennlich","21","","",""
"Nein, nie","2007","Hamburg","weiblich","44","0.595385970194331","0.487832887009345","0.702939053379317"
"Nein, nie","2007","Niedersachsen","maennlich","155","","",""
"Nein, nie","2007","Niedersachsen","weiblich","182","","",""
"Nein, nie","2007","Bremen","maennlich","12","","",""
"Nein, nie","2007","Bremen","weiblich","22","","",""
"Nein, nie","2007","Nordrhein-Westfalen","maennlich","408","0.322515210555381","0.296571043045824","0.348459378064937"
"Nein, nie","2007","Nordrhein-Westfalen","weiblich","508","0.433140645855426","0.403805048057835","0.462476243653017"
"Nein, nie","2007","Hessen","maennlich","108","","",""
"Nein, nie","2007","Hessen","weiblich","174","","",""
"Nein, nie","2007","Rheinland-Pfalz,Saarland","maennlich","120","","",""
"Nein, nie","2007","Rheinland-Pfalz,Saarland","weiblich","137","","",""
"Nein, nie","2007","Baden-Wuerttemberg","maennlich","269","","",""
"Nein, nie","2007","Baden-Wuerttemberg","weiblich","306","0.461809812246953","0.422849517465161","0.500770107028746"
"Nein, nie","2007","Bayern","maennlich","285","","",""
"Nein, nie","2007","Bayern","weiblich","389","0.453211583579208","0.419627227862293","0.486795939296123"
"Nein, nie","2007","Saarland","maennlich","","","",""
"Nein, nie","2007","Saarland","weiblich","","","",""
"Nein, nie","2007","Berlin","maennlich","57","0.320374969856931","0.257264354399402","0.383485585314461"
"Nein, nie","2007","Berlin","weiblich","96","0.447593107683577","0.383049697625561","0.512136517741593"
"Nein, nie","2007","Brandenburg","maennlich","44","0.159170435183948","0.111046980987629","0.207293889380266"
"Nein, nie","2007","Brandenburg","weiblich","81","0.384204415256581","0.318417745112633","0.449991085400529"
"Nein, nie","2007","Mecklenburg-Vorpommern","maennlich","33","0.318322471098929","0.238246990737172","0.398397951460686"
"Nein, nie","2007","Mecklenburg-Vorpommern","weiblich","55","0.349074841080675","0.268665591301217","0.429484090860133"
"Nein, nie","2007","Sachsen","maennlich","97","0.235426583469779","0.195090755783068","0.275762411156489"
"Nein, nie","2007","Sachsen","weiblich","157","","",""
