"plb0218","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, jede Woche","2005","AkademikerIn","kein Migrationshintergrund","385","0.145478780019478","0.132089962208838","0.158867597830117"
"Ja, jede Woche","2005","AkademikerIn","direkter Migrationshintergrund","24","","",""
"Ja, jede Woche","2005","AkademikerIn","indirekter Migrationshintergrund","9","0.122032003409646","0.037057844120115","0.207006162699177"
"Ja, jede Woche","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","kein Migrationshintergrund","8","0.12281064952906","0.0459217295896692","0.19969956946845"
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","direkter Migrationshintergrund","7","0.182637242442857","0.0721782047207186","0.293096280164996"
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","kein Migrationshintergrund","366","0.146423001712645","0.132234716700136","0.160611286725154"
"Ja, alle 2 Wochen","2005","Hauptschule","direkter Migrationshintergrund","76","0.124431133833841","0.0976149926715012","0.151247274996181"
"Ja, alle 2 Wochen","2005","Hauptschule","indirekter Migrationshintergrund","25","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2005","Realschule","kein Migrationshintergrund","541","0.17166037721094","0.158944172299409","0.184376582122471"
"Ja, alle 2 Wochen","2005","Realschule","direkter Migrationshintergrund","24","","",""
"Ja, alle 2 Wochen","2005","Realschule","indirekter Migrationshintergrund","20","","",""
"Ja, alle 2 Wochen","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","kein Migrationshintergrund","140","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","direkter Migrationshintergrund","35","0.194122057625765","0.142669467756462","0.245574647495067"
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","indirekter Migrationshintergrund","10","","",""
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","kein Migrationshintergrund","275","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","direkter Migrationshintergrund","24","","",""
"Ja, alle 2 Wochen","2005","AkademikerIn","indirekter Migrationshintergrund","7","0.09598591647778","0.019513992068093","0.172457840887467"
"Ja, alle 2 Wochen","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","kein Migrationshintergrund","4","0.0597695037356947","0.00423587370367046","0.115303133767719"
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","kein Migrationshintergrund","195","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","direkter Migrationshintergrund","61","0.107980621026207","0.0827663362317051","0.133194905820708"
"Ja, alle 3-4 Wochen","2005","Hauptschule","indirekter Migrationshintergrund","18","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","kein Migrationshintergrund","342","0.111285845173082","0.100680634961805","0.121891055384358"
"Ja, alle 3-4 Wochen","2005","Realschule","direkter Migrationshintergrund","7","0.0607065367357126","0.0176215993567669","0.103791474114658"
"Ja, alle 3-4 Wochen","2005","Realschule","indirekter Migrationshintergrund","10","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","kein Migrationshintergrund","98","0.0748050767437062","0.0593077625690783","0.0903023909183341"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","direkter Migrationshintergrund","30","0.119542358024499","0.0773386796039983","0.161746036445"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","indirekter Migrationshintergrund","7","0.0666112924031765","0.0119715933441996","0.121250991462153"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","kein Migrationshintergrund","239","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","direkter Migrationshintergrund","15","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","indirekter Migrationshintergrund","6","0.173185357047413","0.0749494346086422","0.271421279486183"
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","(noch) kein Abschluss","kein Migrationshintergrund","17","","",""
"Seltener","2005","(noch) kein Abschluss","direkter Migrationshintergrund","6","0.0939577011411309","0.0105435777896927","0.177371824492569"
"Seltener","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Seltener","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","Hauptschule","kein Migrationshintergrund","552","0.233083568778476","0.21611544786895","0.250051689688001"
"Seltener","2005","Hauptschule","direkter Migrationshintergrund","115","","",""
"Seltener","2005","Hauptschule","indirekter Migrationshintergrund","26","","",""
"Seltener","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","Realschule","kein Migrationshintergrund","829","0.231624132257421","0.217397666287765","0.245850598227077"
"Seltener","2005","Realschule","direkter Migrationshintergrund","28","","",""
"Seltener","2005","Realschule","indirekter Migrationshintergrund","26","","",""
"Seltener","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","(Fach-)Abitur","kein Migrationshintergrund","281","","",""
"Seltener","2005","(Fach-)Abitur","direkter Migrationshintergrund","44","0.223520154809922","0.169325232144717","0.277715077475126"
"Seltener","2005","(Fach-)Abitur","indirekter Migrationshintergrund","11","","",""
"Seltener","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","AkademikerIn","kein Migrationshintergrund","856","0.327671473587107","0.30984805252168","0.345494894652534"
"Seltener","2005","AkademikerIn","direkter Migrationshintergrund","57","0.285169658765792","0.223811888287658","0.346527429243925"
"Seltener","2005","AkademikerIn","indirekter Migrationshintergrund","20","","",""
"Seltener","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein, nie","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein, nie","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein, nie","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Nein, nie","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein, nie","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein, nie","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2006","Realschule","kein Migrationshintergrund","","","",""
"Nein, nie","2006","Realschule","direkter Migrationshintergrund","","","",""
"Nein, nie","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Nein, nie","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein, nie","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein, nie","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein, nie","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein, nie","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein, nie","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein, nie","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2006","Realschule","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2006","Realschule","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","Realschule","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","Realschule","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2006","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","(noch) kein Abschluss","kein Migrationshintergrund","19","","",""
"Nein, nie","2007","(noch) kein Abschluss","direkter Migrationshintergrund","12","","",""
"Nein, nie","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Nein, nie","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","Hauptschule","kein Migrationshintergrund","833","0.357076044455146","0.337761497909621","0.37639059100067"
"Nein, nie","2007","Hauptschule","direkter Migrationshintergrund","206","","",""
"Nein, nie","2007","Hauptschule","indirekter Migrationshintergrund","75","0.453278263131883","0.376620489685883","0.529936036577882"
"Nein, nie","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","Realschule","kein Migrationshintergrund","1209","","",""
"Nein, nie","2007","Realschule","direkter Migrationshintergrund","42","0.473148241237852","0.375777105363054","0.57051937711265"
"Nein, nie","2007","Realschule","indirekter Migrationshintergrund","52","0.401725262624459","0.318407581436293","0.485042943812625"
"Nein, nie","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","(Fach-)Abitur","kein Migrationshintergrund","479","0.409069243333914","0.380775799816776","0.437362686851051"
"Nein, nie","2007","(Fach-)Abitur","direkter Migrationshintergrund","79","0.35575560277605","0.292058537497082","0.419452668055018"
"Nein, nie","2007","(Fach-)Abitur","indirekter Migrationshintergrund","37","0.478448519602174","0.366872997628758","0.59002404157559"
"Nein, nie","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","AkademikerIn","kein Migrationshintergrund","874","0.303871139425335","0.286615308769971","0.321126970080699"
"Nein, nie","2007","AkademikerIn","direkter Migrationshintergrund","81","0.373269869815764","0.309211218882606","0.437328520748922"
"Nein, nie","2007","AkademikerIn","indirekter Migrationshintergrund","34","0.397846440880706","0.288522797732086","0.507170084029327"
"Nein, nie","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","(noch) kein Abschluss","kein Migrationshintergrund","13","","",""
"Ja, jede Woche","2007","(noch) kein Abschluss","direkter Migrationshintergrund","4","0.158862120156989","0.0301821306013889","0.287542109712589"
"Ja, jede Woche","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","5","0.71885732209778","0.359143434761151","1.07857120943441"
"Ja, jede Woche","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","Hauptschule","kein Migrationshintergrund","404","0.166453495712911","0.151438136292441","0.181468855133381"
"Ja, jede Woche","2007","Hauptschule","direkter Migrationshintergrund","66","0.148857409336312","0.117373131616606","0.180341687056019"
"Ja, jede Woche","2007","Hauptschule","indirekter Migrationshintergrund","28","","",""
"Ja, jede Woche","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","Realschule","kein Migrationshintergrund","462","0.137967603028426","0.126384100804269","0.149551105252584"
"Ja, jede Woche","2007","Realschule","direkter Migrationshintergrund","9","0.0814278516105897","0.0280906128176531","0.134765090403526"
"Ja, jede Woche","2007","Realschule","indirekter Migrationshintergrund","20","","",""
"Ja, jede Woche","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","(Fach-)Abitur","kein Migrationshintergrund","142","","",""
"Ja, jede Woche","2007","(Fach-)Abitur","direkter Migrationshintergrund","33","0.139503695543427","0.0934053238729472","0.185602067213906"
"Ja, jede Woche","2007","(Fach-)Abitur","indirekter Migrationshintergrund","10","","",""
"Ja, jede Woche","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","AkademikerIn","kein Migrationshintergrund","433","0.15698116239702","0.143332542691749","0.17062978210229"
"Ja, jede Woche","2007","AkademikerIn","direkter Migrationshintergrund","23","","",""
"Ja, jede Woche","2007","AkademikerIn","indirekter Migrationshintergrund","10","","",""
"Ja, jede Woche","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","kein Migrationshintergrund","11","","",""
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","direkter Migrationshintergrund","6","0.191782778065182","0.0531914370786105","0.330374119051753"
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","Hauptschule","kein Migrationshintergrund","369","0.151880207926238","0.137412372980549","0.166348042871927"
"Ja, alle 2 Wochen","2007","Hauptschule","direkter Migrationshintergrund","83","0.166249421074926","0.133318377770582","0.199180464379271"
"Ja, alle 2 Wochen","2007","Hauptschule","indirekter Migrationshintergrund","22","","",""
"Ja, alle 2 Wochen","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","Realschule","kein Migrationshintergrund","607","0.187408081515881","0.17430057930265","0.200515583729112"
"Ja, alle 2 Wochen","2007","Realschule","direkter Migrationshintergrund","21","","",""
"Ja, alle 2 Wochen","2007","Realschule","indirekter Migrationshintergrund","16","","",""
"Ja, alle 2 Wochen","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","kein Migrationshintergrund","144","","",""
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","direkter Migrationshintergrund","44","0.203937546282439","0.150328215063902","0.257546877500977"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","indirekter Migrationshintergrund","7","0.0747696038263542","0.0160219923280339","0.133517215324674"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","AkademikerIn","kein Migrationshintergrund","285","","",""
"Ja, alle 2 Wochen","2007","AkademikerIn","direkter Migrationshintergrund","27","","",""
"Ja, alle 2 Wochen","2007","AkademikerIn","indirekter Migrationshintergrund","10","","",""
"Ja, alle 2 Wochen","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","kein Migrationshintergrund","4","0.0450064830203776","-0.00834811402983727","0.0983610800705924"
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","direkter Migrationshintergrund","7","0.138256019593248","0.0167498310453143","0.259762208141182"
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","Hauptschule","kein Migrationshintergrund","223","","",""
"Ja, alle 3-4 Wochen","2007","Hauptschule","direkter Migrationshintergrund","45","0.0746155032880579","0.0513729951886676","0.0978580113874483"
"Ja, alle 3-4 Wochen","2007","Hauptschule","indirekter Migrationshintergrund","15","","",""
"Ja, alle 3-4 Wochen","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","Realschule","kein Migrationshintergrund","332","0.106400817113079","0.0960438309513595","0.116757803274799"
"Ja, alle 3-4 Wochen","2007","Realschule","direkter Migrationshintergrund","7","0.0393797530713774","0.0014482749748581","0.0773112311678966"
"Ja, alle 3-4 Wochen","2007","Realschule","indirekter Migrationshintergrund","18","","",""
"Ja, alle 3-4 Wochen","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","kein Migrationshintergrund","108","","",""
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","direkter Migrationshintergrund","22","","",""
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","indirekter Migrationshintergrund","11","","",""
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","AkademikerIn","kein Migrationshintergrund","272","","",""
"Ja, alle 3-4 Wochen","2007","AkademikerIn","direkter Migrationshintergrund","20","","",""
"Ja, alle 3-4 Wochen","2007","AkademikerIn","indirekter Migrationshintergrund","7","0.119157734936594","0.0467953419170314","0.191520127956157"
"Ja, alle 3-4 Wochen","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","(noch) kein Abschluss","kein Migrationshintergrund","11","","",""
"Seltener","2007","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Seltener","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
