"pli0096_h","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Taeglich","1989","Hauptschule","","","",""
"Taeglich","1989","Realschule","","","",""
"Taeglich","1989","(Fach-)Abitur","","","",""
"Taeglich","1989","AkademikerIn","","","",""
"Min 1x pro Woche","1989","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1989","Hauptschule","","","",""
"Min 1x pro Woche","1989","Realschule","","","",""
"Min 1x pro Woche","1989","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1989","AkademikerIn","","","",""
"Min 1x pro Monat","1989","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1989","Hauptschule","","","",""
"Min 1x pro Monat","1989","Realschule","","","",""
"Min 1x pro Monat","1989","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1989","AkademikerIn","","","",""
"Seltener","1989","(noch) kein Abschluss","","","",""
"Seltener","1989","Hauptschule","","","",""
"Seltener","1989","Realschule","","","",""
"Seltener","1989","(Fach-)Abitur","","","",""
"Seltener","1989","AkademikerIn","","","",""
"Nie","1989","(noch) kein Abschluss","","","",""
"Nie","1989","Hauptschule","","","",""
"Nie","1989","Realschule","","","",""
"Nie","1989","(Fach-)Abitur","","","",""
"Nie","1989","AkademikerIn","","","",""
"Taeglich","1990","(noch) kein Abschluss","","","",""
"Taeglich","1990","Hauptschule","46","0.00847418925544129","0.00631790070036062","0.010630477810522"
"Taeglich","1990","Realschule","","","",""
"Taeglich","1990","(Fach-)Abitur","","","",""
"Taeglich","1990","AkademikerIn","","","",""
"Min 1x pro Woche","1990","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1990","Hauptschule","384","0.0597591149285357","0.0541830550258845","0.065335174831187"
"Min 1x pro Woche","1990","Realschule","238","0.0824921689182659","0.0728939457208819","0.0920903921156499"
"Min 1x pro Woche","1990","(Fach-)Abitur","58","0.0770420935883837","0.0593330951847597","0.0947510919920076"
"Min 1x pro Woche","1990","AkademikerIn","185","0.110948583623478","0.0958674178851874","0.126029749361769"
"Min 1x pro Monat","1990","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1990","Hauptschule","460","0.0677429919376197","0.06183138157662","0.0736546022986194"
"Min 1x pro Monat","1990","Realschule","272","0.0803936118929374","0.0709074320497564","0.0898797917361184"
"Min 1x pro Monat","1990","(Fach-)Abitur","62","0.0721922506181623","0.0550047272374619","0.0893797739988627"
"Min 1x pro Monat","1990","AkademikerIn","268","0.141528325020513","0.124790644999645","0.158266005041381"
"Seltener","1990","(noch) kein Abschluss","55","0.0838039228686869","0.0655480398630841","0.10205980587429"
"Seltener","1990","Hauptschule","680","0.102262558007127","0.095135032474879","0.109390083539376"
"Seltener","1990","Realschule","368","0.116910101805734","0.105700038335947","0.12812016527552"
"Seltener","1990","(Fach-)Abitur","117","0.142666080346285","0.119440082495401","0.16589207819717"
"Seltener","1990","AkademikerIn","282","0.171299355135605","0.153207325315178","0.189391384956031"
"Nie","1990","(noch) kein Abschluss","790","0.836327388493866","0.811951939652478","0.860702837335253"
"Nie","1990","Hauptschule","5372","0.761761145871276","0.751739905234215","0.771782386508337"
"Nie","1990","Realschule","2250","0.70697889702436","0.691099563580243","0.722858230468478"
"Nie","1990","(Fach-)Abitur","621","0.689722257210667","0.659000118503779","0.720444395917555"
"Nie","1990","AkademikerIn","927","0.571664111710181","0.547902642594717","0.595425580825645"
"Taeglich","1991","(noch) kein Abschluss","","","",""
"Taeglich","1991","Hauptschule","","","",""
"Taeglich","1991","Realschule","","","",""
"Taeglich","1991","(Fach-)Abitur","","","",""
"Taeglich","1991","AkademikerIn","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1991","Hauptschule","","","",""
"Min 1x pro Woche","1991","Realschule","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1991","AkademikerIn","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1991","Hauptschule","","","",""
"Min 1x pro Monat","1991","Realschule","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1991","AkademikerIn","","","",""
"Seltener","1991","(noch) kein Abschluss","","","",""
"Seltener","1991","Hauptschule","","","",""
"Seltener","1991","Realschule","","","",""
"Seltener","1991","(Fach-)Abitur","","","",""
"Seltener","1991","AkademikerIn","","","",""
"Nie","1991","(noch) kein Abschluss","","","",""
"Nie","1991","Hauptschule","","","",""
"Nie","1991","Realschule","","","",""
"Nie","1991","(Fach-)Abitur","","","",""
"Nie","1991","AkademikerIn","","","",""
"Taeglich","1992","(noch) kein Abschluss","","","",""
"Taeglich","1992","Hauptschule","","","",""
"Taeglich","1992","Realschule","","","",""
"Taeglich","1992","(Fach-)Abitur","","","",""
"Taeglich","1992","AkademikerIn","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","39","0.0572753615010441","0.0417812182071868","0.0727695047949014"
"Min 1x pro Woche","1992","Hauptschule","324","0.0540328109316794","0.0485055399332285","0.0595600819301304"
"Min 1x pro Woche","1992","Realschule","218","0.0835568151508628","0.0737713562476708","0.0933422740540549"
"Min 1x pro Woche","1992","(Fach-)Abitur","62","0.0793758129925633","0.061616000701106","0.0971356252840206"
"Min 1x pro Woche","1992","AkademikerIn","124","0.08046846374101","0.0673114392266345","0.0936254882553854"
"Min 1x pro Monat","1992","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1992","Hauptschule","351","0.0601468847072498","0.0543341499931197","0.06595961942138"
"Min 1x pro Monat","1992","Realschule","178","0.0601208011694441","0.0517148689453389","0.0685267333935493"
"Min 1x pro Monat","1992","(Fach-)Abitur","60","0.0704698863045063","0.0536552837989351","0.0872844888100775"
"Min 1x pro Monat","1992","AkademikerIn","173","0.102951386037792","0.0882524600433974","0.117650312032186"
"Seltener","1992","(noch) kein Abschluss","35","0.0475759116745299","0.0333820697303237","0.0617697536187361"
"Seltener","1992","Hauptschule","607","0.0967280548701311","0.0895015312065474","0.103954578533715"
"Seltener","1992","Realschule","334","0.107648462112644","0.0966884915303561","0.118608432694933"
"Seltener","1992","(Fach-)Abitur","125","0.139897672337897","0.117108245980613","0.162687098695181"
"Seltener","1992","AkademikerIn","245","0.154824450694836","0.137327806880392","0.17232109450928"
"Nie","1992","(noch) kein Abschluss","776","0.877441537520505","0.855575405461145","0.899307669579866"
"Nie","1992","Hauptschule","5145","0.78909224949094","0.779118600040589","0.79906589894129"
"Nie","1992","Realschule","2342","0.748673921567049","0.733334724903231","0.764013118230867"
"Nie","1992","(Fach-)Abitur","643","0.710256628365033","0.680453113175232","0.740060143554834"
"Nie","1992","AkademikerIn","1100","0.661755699526362","0.638872033360296","0.684639365692428"
"Taeglich","1993","(noch) kein Abschluss","","","",""
"Taeglich","1993","Hauptschule","","","",""
"Taeglich","1993","Realschule","","","",""
"Taeglich","1993","(Fach-)Abitur","","","",""
"Taeglich","1993","AkademikerIn","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1993","Hauptschule","","","",""
"Min 1x pro Woche","1993","Realschule","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1993","AkademikerIn","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1993","Hauptschule","","","",""
"Min 1x pro Monat","1993","Realschule","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1993","AkademikerIn","","","",""
"Seltener","1993","(noch) kein Abschluss","","","",""
"Seltener","1993","Hauptschule","","","",""
"Seltener","1993","Realschule","","","",""
"Seltener","1993","(Fach-)Abitur","","","",""
"Seltener","1993","AkademikerIn","","","",""
"Nie","1993","(noch) kein Abschluss","","","",""
"Nie","1993","Hauptschule","","","",""
"Nie","1993","Realschule","","","",""
"Nie","1993","(Fach-)Abitur","","","",""
"Nie","1993","AkademikerIn","","","",""
"Taeglich","1994","(noch) kein Abschluss","","","",""
"Taeglich","1994","Hauptschule","","","",""
"Taeglich","1994","Realschule","","","",""
"Taeglich","1994","(Fach-)Abitur","","","",""
"Taeglich","1994","AkademikerIn","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1994","Hauptschule","321","0.0587373757788973","0.0528075450201173","0.0646672065376772"
"Min 1x pro Woche","1994","Realschule","206","0.0802647952700309","0.0705808761424794","0.0899487143975823"
"Min 1x pro Woche","1994","(Fach-)Abitur","82","0.0925552798562086","0.0737978162975953","0.111312743414822"
"Min 1x pro Woche","1994","AkademikerIn","123","0.080287725907544","0.0671401898602459","0.0934352619548421"
"Min 1x pro Monat","1994","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1994","Hauptschule","337","0.0598365756039656","0.053855012853084","0.0658181383548472"
"Min 1x pro Monat","1994","Realschule","206","0.0745523511019469","0.0651904554137566","0.0839142467901372"
"Min 1x pro Monat","1994","(Fach-)Abitur","51","0.0574686804562221","0.0424051444093099","0.0725322165031343"
"Min 1x pro Monat","1994","AkademikerIn","167","0.093871011580315","0.0797601165350246","0.107981906625605"
"Seltener","1994","(noch) kein Abschluss","73","0.111480664571686","0.0901972323833749","0.132764096759997"
"Seltener","1994","Hauptschule","566","0.0926656645469591","0.0853530494130607","0.0999782796808574"
"Seltener","1994","Realschule","355","0.124149474790177","0.112396585687252","0.135902363893103"
"Seltener","1994","(Fach-)Abitur","127","0.146521582548069","0.123633442868077","0.169409722228061"
"Seltener","1994","AkademikerIn","273","0.162755922238621","0.144895643076703","0.18061620140054"
"Nie","1994","(noch) kein Abschluss","717","0.812406992445202","0.78600701246872","0.838806972421685"
"Nie","1994","Hauptschule","4816","0.788760384070178","0.778466249264488","0.799054518875868"
"Nie","1994","Realschule","2257","0.721033378837845","0.705048439085045","0.737018318590645"
"Nie","1994","(Fach-)Abitur","657","0.7034544571395","0.673892912938358","0.733016001340642"
"Nie","1994","AkademikerIn","1078","0.66308534027352","0.640216798740315","0.685953881806725"
"Taeglich","1995","(noch) kein Abschluss","","","",""
"Taeglich","1995","Hauptschule","49","0.00852797480057994","0.00621513583117373","0.0108408137699862"
"Taeglich","1995","Realschule","42","0.0171143734707335","0.0125458105614322","0.0216829363800348"
"Taeglich","1995","(Fach-)Abitur","","","",""
"Taeglich","1995","AkademikerIn","","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","34","0.0618487873644084","0.0458516958165593","0.0778458789122575"
"Min 1x pro Woche","1995","Hauptschule","313","0.0590251622672509","0.0530974132178457","0.0649529113166562"
"Min 1x pro Woche","1995","Realschule","210","0.0698813336326348","0.0609008983512176","0.078861768914052"
"Min 1x pro Woche","1995","(Fach-)Abitur","75","0.0707670242896237","0.0552710818393571","0.0862629667398902"
"Min 1x pro Woche","1995","AkademikerIn","123","0.0673829490999986","0.0556176889762364","0.0791482092237607"
"Min 1x pro Monat","1995","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1995","Hauptschule","320","0.0547660443892787","0.0490432577597774","0.0604888310187801"
"Min 1x pro Monat","1995","Realschule","174","0.0612132639641802","0.0527691544713354","0.069657373457025"
"Min 1x pro Monat","1995","(Fach-)Abitur","54","0.0607011057251564","0.0462719663713714","0.0751302450789414"
"Min 1x pro Monat","1995","AkademikerIn","150","0.0764490752616597","0.0639783591547796","0.0889197913685398"
"Seltener","1995","(noch) kein Abschluss","41","0.0582005051555335","0.0426522514984919","0.0737487588125752"
"Seltener","1995","Hauptschule","433","0.0739852149976072","0.0674016119125868","0.0805688180826276"
"Seltener","1995","Realschule","279","0.0972281870906638","0.086792219916569","0.107664154264759"
"Seltener","1995","(Fach-)Abitur","100","0.104843938987165","0.0863316012922247","0.123356276682105"
"Seltener","1995","AkademikerIn","208","0.129218780047142","0.113475609651629","0.144961950442654"
"Nie","1995","(noch) kein Abschluss","775","0.85408976165765","0.830645656816398","0.877533866498902"
"Nie","1995","Hauptschule","4957","0.803695603545283","0.793704970239833","0.813686236850733"
"Nie","1995","Realschule","2391","0.754562841841788","0.739404018938121","0.769721664745454"
"Nie","1995","(Fach-)Abitur","811","0.750299625204867","0.724143874885281","0.776455375524452"
"Nie","1995","AkademikerIn","1237","0.708558172603189","0.687230741522995","0.729885603683382"
"Taeglich","1996","(noch) kein Abschluss","","","",""
"Taeglich","1996","Hauptschule","","","",""
"Taeglich","1996","Realschule","","","",""
"Taeglich","1996","(Fach-)Abitur","","","",""
"Taeglich","1996","AkademikerIn","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","30","0.0583739708965028","0.0424718994839031","0.0742760423091025"
"Min 1x pro Woche","1996","Hauptschule","338","0.0637240478317016","0.0574971574100284","0.0699509382533748"
"Min 1x pro Woche","1996","Realschule","223","0.0791997089561473","0.0696980000777533","0.0887014178345413"
"Min 1x pro Woche","1996","(Fach-)Abitur","91","0.097164029544538","0.0790674044524564","0.11526065463662"
"Min 1x pro Woche","1996","AkademikerIn","171","0.101325725258138","0.0872118312832166","0.11543961923306"
"Min 1x pro Monat","1996","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1996","Hauptschule","353","0.0645791407983091","0.0583134744057109","0.0708448071909074"
"Min 1x pro Monat","1996","Realschule","226","0.0823592052475722","0.0726864626033558","0.0920319478917885"
"Min 1x pro Monat","1996","(Fach-)Abitur","69","0.0668005260115897","0.0515453371922239","0.0820557148309555"
"Min 1x pro Monat","1996","AkademikerIn","181","0.106566691643462","0.0921346542101858","0.120998729076739"
"Seltener","1996","(noch) kein Abschluss","90","0.125558257182373","0.103083607383213","0.148032906981532"
"Seltener","1996","Hauptschule","715","0.126738233228657","0.118257299710733","0.135219166746582"
"Seltener","1996","Realschule","475","0.153464272148434","0.140782396475071","0.166146147821798"
"Seltener","1996","(Fach-)Abitur","163","0.159659310680533","0.137279045666221","0.182039575694845"
"Seltener","1996","AkademikerIn","299","0.175742275473641","0.157940821703269","0.193543729244012"
"Nie","1996","(noch) kein Abschluss","694","0.787985007058752","0.76026156708608","0.815708447031423"
"Nie","1996","Hauptschule","4505","0.744958578141332","0.733846659972015","0.756070496310649"
"Nie","1996","Realschule","2179","0.684976813647846","0.668632510882389","0.701321116413304"
"Nie","1996","(Fach-)Abitur","706","0.676376133763339","0.647790040118201","0.704962227408478"
"Nie","1996","AkademikerIn","1105","0.616365307624759","0.593621463758852","0.639109151490666"
"Taeglich","1997","(noch) kein Abschluss","","","",""
"Taeglich","1997","Hauptschule","","","",""
"Taeglich","1997","Realschule","","","",""
"Taeglich","1997","(Fach-)Abitur","","","",""
"Taeglich","1997","AkademikerIn","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","38","0.0593030556865682","0.0431958030739839","0.0754103082991525"
"Min 1x pro Woche","1997","Hauptschule","342","0.063308336234411","0.0569926464707018","0.0696240259981203"
"Min 1x pro Woche","1997","Realschule","243","0.0905081721176984","0.0803459473723141","0.100670396863083"
"Min 1x pro Woche","1997","(Fach-)Abitur","92","0.0938722323237041","0.0759387541095707","0.111805710537837"
"Min 1x pro Woche","1997","AkademikerIn","157","0.0936470642340487","0.0800284031495759","0.107265725318522"
"Min 1x pro Monat","1997","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1997","Hauptschule","328","0.0642164611448605","0.0578587192050675","0.0705742030846536"
"Min 1x pro Monat","1997","Realschule","206","0.0733067252844611","0.0640749459909339","0.0825385045779882"
"Min 1x pro Monat","1997","(Fach-)Abitur","77","0.0879621846135309","0.0705458939820379","0.105378475245024"
"Min 1x pro Monat","1997","AkademikerIn","196","0.115231610343465","0.100305753556754","0.130157467130176"
"Seltener","1997","(noch) kein Abschluss","66","0.101031049262499","0.080478871621549","0.121583226903448"
"Seltener","1997","Hauptschule","624","0.107982933354804","0.0999336696960676","0.116032197013541"
"Seltener","1997","Realschule","410","0.138720322490852","0.126477328321899","0.150963316659805"
"Seltener","1997","(Fach-)Abitur","142","0.140792649737398","0.11940612491686","0.162179174557937"
"Seltener","1997","AkademikerIn","294","0.169799925285116","0.152249049719361","0.187350800850871"
"Nie","1997","(noch) kein Abschluss","696","0.803818340128829","0.77673724484707","0.830899435410588"
"Nie","1997","Hauptschule","4417","0.764492269265924","0.753487494865869","0.775497043665979"
"Nie","1997","Realschule","2203","0.697464780106988","0.681194515757685","0.713735044456291"
"Nie","1997","(Fach-)Abitur","705","0.677372933325367","0.648627718655551","0.706118147995182"
"Nie","1997","AkademikerIn","1111","0.621321400137371","0.598647188648214","0.643995611626528"
"Taeglich","1998","(noch) kein Abschluss","","","",""
"Taeglich","1998","Hauptschule","43","0.00745154533360425","0.00530095907700361","0.00960213159020488"
"Taeglich","1998","Realschule","31","0.00985479059094967","0.00652119382742257","0.0131883873544768"
"Taeglich","1998","(Fach-)Abitur","","","",""
"Taeglich","1998","AkademikerIn","","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","37","0.0567861467662559","0.0409360314666291","0.0726362620658828"
"Min 1x pro Woche","1998","Hauptschule","358","0.0587344493511109","0.0528546789693433","0.0646142197328785"
"Min 1x pro Woche","1998","Realschule","232","0.0702282033589447","0.0616046970862202","0.0788517096316692"
"Min 1x pro Woche","1998","(Fach-)Abitur","79","0.074175725184327","0.0589435108895508","0.0894079394791032"
"Min 1x pro Woche","1998","AkademikerIn","161","0.0864104445604411","0.073968462932957","0.0988524261879252"
"Min 1x pro Monat","1998","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1998","Hauptschule","369","0.0611943155767026","0.0552005296241863","0.0671881015292189"
"Min 1x pro Monat","1998","Realschule","232","0.0751226041857525","0.0662271665260818","0.0840180418454232"
"Min 1x pro Monat","1998","(Fach-)Abitur","81","0.0740977341702491","0.0588728886028355","0.0893225797376627"
"Min 1x pro Monat","1998","AkademikerIn","199","0.102801508193132","0.0893529761042938","0.116250040281969"
"Seltener","1998","(noch) kein Abschluss","48","0.0739573438071785","0.0560342784429749","0.0918804091713821"
"Seltener","1998","Hauptschule","526","0.0922307937304919","0.0849950441249579","0.0994665433360258"
"Seltener","1998","Realschule","322","0.0976194406894901","0.0876032417193162","0.107635639659664"
"Seltener","1998","(Fach-)Abitur","141","0.135033593427352","0.115168601562811","0.154898585291893"
"Seltener","1998","AkademikerIn","289","0.154110648895896","0.138122286762227","0.170099011029564"
"Nie","1998","(noch) kein Abschluss","711","0.841124681127598","0.816088704002001","0.866160658253196"
"Nie","1998","Hauptschule","4847","0.78038889600809","0.770036508463171","0.79074128355301"
"Nie","1998","Realschule","2556","0.747174961174863","0.732507291643382","0.761842630706344"
"Nie","1998","(Fach-)Abitur","819","0.700461087781562","0.673836279454945","0.72708589610818"
"Nie","1998","AkademikerIn","1292","0.646823907018152","0.625658844599018","0.667988969437286"
"Taeglich","1999","(noch) kein Abschluss","","","",""
"Taeglich","1999","Hauptschule","","","",""
"Taeglich","1999","Realschule","","","",""
"Taeglich","1999","(Fach-)Abitur","","","",""
"Taeglich","1999","AkademikerIn","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","43","0.0638620055677706","0.0467468333950291","0.0809771777405121"
"Min 1x pro Woche","1999","Hauptschule","388","0.0657330540159734","0.0594463256093031","0.0720197824226437"
"Min 1x pro Woche","1999","Realschule","277","0.0866306948614816","0.077127926558469","0.0961334631644942"
"Min 1x pro Woche","1999","(Fach-)Abitur","111","0.108547814485757","0.090410689818575","0.126684939152939"
"Min 1x pro Woche","1999","AkademikerIn","179","0.103728820041167","0.0901886833272052","0.117268956755129"
"Min 1x pro Monat","1999","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1999","Hauptschule","355","0.0647932543709988","0.0585484906078671","0.0710380181341306"
"Min 1x pro Monat","1999","Realschule","248","0.0724808589886204","0.0637216650661744","0.0812400529110664"
"Min 1x pro Monat","1999","(Fach-)Abitur","77","0.068546878541853","0.0538141491484093","0.0832796079352967"
"Min 1x pro Monat","1999","AkademikerIn","221","0.108219091612944","0.094423680664572","0.122014502561316"
