year,age_gr,regtyp,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,30-45 y.,Urban regions,Married,0.74760,2104,2570,0.73080,0.76439
1986,30-45 y.,Urban regions,"Married, living apart",0.03698,93,2570,0.02969,0.04428
1986,30-45 y.,Urban regions,Single,0.13716,238,2570,0.12386,0.15046
1986,30-45 y.,Urban regions,Divorced,0.06706,135,2570,0.05739,0.07673
1986,30-45 y.,Rural regions,Married,0.83341,579,653,0.80481,0.86202
1986,30-45 y.,Rural regions,Single,0.06583,38,653,0.04679,0.08486
1986,30-45 y.,Rural regions,Divorced,0.07121,36,653,0.05147,0.09095
1986,46-65 y.,Urban regions,Married,0.77658,2142,2565,0.76045,0.79270
1986,46-65 y.,Urban regions,"Married, living apart",0.02024,58,2565,0.01479,0.02570
1986,46-65 y.,Urban regions,Single,0.04658,82,2565,0.03843,0.05474
1986,46-65 y.,Urban regions,Divorced,0.07110,133,2565,0.06115,0.08105
1986,46-65 y.,Urban regions,Widowed,0.08549,150,2565,0.07467,0.09632
1986,46-65 y.,Rural regions,Married,0.79875,551,606,0.76680,0.83070
1986,46-65 y.,Rural regions,Widowed,0.09327,55,606,0.07009,0.11644
1986,66 and older,Urban regions,Married,0.40874,372,731,0.37308,0.44440
1986,66 and older,Urban regions,Single,0.05597,40,731,0.03930,0.07265
1986,66 and older,Urban regions,Widowed,0.48770,319,731,0.45144,0.52396
1986,66 and older,Rural regions,Married,0.48596,146,242,0.42286,0.54906
1986,66 and older,Rural regions,Widowed,0.40681,96,242,0.34479,0.46883
1987,17-29 y.,Urban regions,Married,0.25676,658,2340,0.23906,0.27447
1987,17-29 y.,Urban regions,"Married, living apart",0.01379,45,2340,0.00906,0.01851
1987,17-29 y.,Urban regions,Single,0.71195,1637,2340,0.69360,0.73030
1987,17-29 y.,Rural regions,Married,0.24403,173,623,0.21027,0.27778
1987,17-29 y.,Rural regions,Single,0.73460,450,623,0.69990,0.76930
1987,30-45 y.,Urban regions,Married,0.74312,2033,2495,0.72597,0.76026
1987,30-45 y.,Urban regions,"Married, living apart",0.02543,67,2495,0.01925,0.03161
1987,30-45 y.,Urban regions,Single,0.14941,248,2495,0.13542,0.16340
1987,30-45 y.,Urban regions,Divorced,0.07281,147,2495,0.06261,0.08301
1987,30-45 y.,Rural regions,Married,0.82601,560,597,0.79558,0.85645
1987,30-45 y.,Rural regions,Single,0.07772,37,597,0.05622,0.09921
1987,46-65 y.,Urban regions,Married,0.76597,2111,2555,0.74955,0.78239
1987,46-65 y.,Urban regions,"Married, living apart",0.02423,70,2555,0.01827,0.03019
1987,46-65 y.,Urban regions,Single,0.04726,76,2555,0.03903,0.05548
1987,46-65 y.,Urban regions,Divorced,0.07713,143,2555,0.06679,0.08748
1987,46-65 y.,Urban regions,Widowed,0.08541,155,2555,0.07457,0.09625
1987,46-65 y.,Rural regions,Married,0.80111,544,595,0.76901,0.83321
1987,46-65 y.,Rural regions,Widowed,0.08460,51,595,0.06222,0.10698
1987,66 and older,Urban regions,Married,0.42115,397,763,0.38610,0.45621
1987,66 and older,Urban regions,Single,0.05321,39,763,0.03728,0.06915
1987,66 and older,Urban regions,Widowed,0.47588,327,763,0.44042,0.51134
1987,66 and older,Rural regions,Married,0.51035,151,248,0.44801,0.57269
1987,66 and older,Rural regions,Widowed,0.39805,97,248,0.33701,0.45910
1988,17-29 y.,Urban regions,Married,0.24807,661,2272,0.23031,0.26583
1988,17-29 y.,Urban regions,"Married, living apart",0.01945,53,2272,0.01377,0.02513
1988,17-29 y.,Urban regions,Single,0.71404,1558,2272,0.69545,0.73262
1988,17-29 y.,Rural regions,Married,0.22878,151,562,0.19402,0.26354
1988,17-29 y.,Rural regions,Single,0.75006,411,562,0.71423,0.78589
1988,30-45 y.,Urban regions,Married,0.72576,1864,2306,0.70754,0.74397
1988,30-45 y.,Urban regions,"Married, living apart",0.03108,68,2306,0.02399,0.03816
1988,30-45 y.,Urban regions,Single,0.15468,234,2306,0.13991,0.16944
1988,30-45 y.,Urban regions,Divorced,0.07884,140,2306,0.06784,0.08984
1988,30-45 y.,Rural regions,Married,0.79955,524,569,0.76662,0.83247
1988,30-45 y.,Rural regions,Single,0.10388,45,569,0.07879,0.12898
1988,46-65 y.,Urban regions,Married,0.76525,2054,2487,0.74859,0.78191
1988,46-65 y.,Urban regions,"Married, living apart",0.02919,74,2487,0.02257,0.03581
1988,46-65 y.,Urban regions,Single,0.04650,71,2487,0.03823,0.05478
1988,46-65 y.,Urban regions,Divorced,0.07461,137,2487,0.06428,0.08494
1988,46-65 y.,Urban regions,Widowed,0.08444,151,2487,0.07351,0.09537
1988,46-65 y.,Rural regions,Married,0.80651,522,567,0.77396,0.83905
1988,46-65 y.,Rural regions,Widowed,0.07896,45,567,0.05675,0.10118
1988,66 and older,Urban regions,Married,0.43531,401,775,0.40038,0.47023
1988,66 and older,Urban regions,Single,0.05374,37,775,0.03785,0.06963
1988,66 and older,Urban regions,Divorced,0.04568,31,775,0.03097,0.06039
1988,66 and older,Urban regions,Widowed,0.45482,306,775,0.41974,0.48991
1988,66 and older,Rural regions,Married,0.52042,141,234,0.45627,0.58457
1988,66 and older,Rural regions,Widowed,0.39676,93,234,0.33394,0.45958
1989,17-29 y.,Urban regions,Married,0.24105,650,2239,0.22333,0.25878
1989,17-29 y.,Urban regions,"Married, living apart",0.01907,43,2239,0.01341,0.02474
1989,17-29 y.,Urban regions,Single,0.72092,1546,2239,0.70233,0.73950
1989,17-29 y.,Rural regions,Married,0.23151,155,546,0.19610,0.26692
1989,17-29 y.,Rural regions,Single,0.73735,391,546,0.70040,0.77429
1989,30-45 y.,Urban regions,Married,0.72878,1797,2244,0.71038,0.74718
1989,30-45 y.,Urban regions,"Married, living apart",0.03171,65,2244,0.02446,0.03897
1989,30-45 y.,Urban regions,Single,0.14668,232,2244,0.13204,0.16132
1989,30-45 y.,Urban regions,Divorced,0.08354,150,2244,0.07208,0.09499
1989,30-45 y.,Rural regions,Married,0.79652,483,523,0.76199,0.83106
1989,30-45 y.,Rural regions,Single,0.09809,40,523,0.07257,0.12360
1989,46-65 y.,Urban regions,Married,0.75585,1960,2395,0.73864,0.77306
1989,46-65 y.,Urban regions,"Married, living apart",0.03033,72,2395,0.02346,0.03720
1989,46-65 y.,Urban regions,Single,0.05263,78,2395,0.04369,0.06158
1989,46-65 y.,Urban regions,Divorced,0.07797,136,2395,0.06723,0.08871
1989,46-65 y.,Urban regions,Widowed,0.08313,149,2395,0.07207,0.09419
1989,46-65 y.,Rural regions,Married,0.80519,492,531,0.77147,0.83891
1989,46-65 y.,Rural regions,Widowed,0.07681,39,531,0.05414,0.09948
1989,66 and older,Urban regions,Married,0.42416,382,725,0.38816,0.46016
1989,66 and older,Urban regions,Single,0.04843,32,725,0.03279,0.06406
1989,66 and older,Urban regions,Widowed,0.47319,311,725,0.43682,0.50956
1989,66 and older,Rural regions,Married,0.52756,140,228,0.46262,0.59251
1989,66 and older,Rural regions,Widowed,0.37825,88,228,0.31516,0.44133
1990,17-29 y.,Urban regions,Married,0.25328,780,2515,0.23628,0.27028
1990,17-29 y.,Urban regions,"Married, living apart",0.01050,35,2515,0.00652,0.01449
1990,17-29 y.,Urban regions,Single,0.71943,1668,2515,0.70187,0.73699
1990,17-29 y.,Urban regions,Divorced,0.01513,32,2515,0.01036,0.01991
1990,17-29 y.,Rural regions,Married,0.29039,455,1300,0.26571,0.31508
1990,17-29 y.,Rural regions,Single,0.65730,806,1300,0.63149,0.68311
1990,17-29 y.,Rural regions,Divorced,0.03959,39,1300,0.02898,0.05019
1990,30-45 y.,Urban regions,Married,0.71680,2164,2740,0.69992,0.73367
1990,30-45 y.,Urban regions,"Married, living apart",0.02579,61,2740,0.01985,0.03172
1990,30-45 y.,Urban regions,Single,0.15564,286,2740,0.14207,0.16922
1990,30-45 y.,Urban regions,Divorced,0.09323,197,2740,0.08234,0.10412
1990,30-45 y.,Urban regions,Widowed,0.00855,32,2740,0.00510,0.01199
1990,30-45 y.,Rural regions,Married,0.79146,1313,1498,0.77088,0.81204
1990,30-45 y.,Rural regions,Single,0.10700,94,1498,0.09135,0.12266
1990,30-45 y.,Rural regions,Divorced,0.07870,91,1498,0.06506,0.09234
1990,46-65 y.,Urban regions,Married,0.75579,2280,2789,0.73984,0.77173
1990,46-65 y.,Urban regions,"Married, living apart",0.02446,75,2789,0.01872,0.03019
1990,46-65 y.,Urban regions,Single,0.05617,90,2789,0.04763,0.06472
1990,46-65 y.,Urban regions,Divorced,0.08943,186,2789,0.07883,0.10002
1990,46-65 y.,Urban regions,Widowed,0.07406,158,2789,0.06434,0.08378
1990,46-65 y.,Rural regions,Married,0.78825,1215,1430,0.76707,0.80943
1990,46-65 y.,Rural regions,Single,0.04233,42,1430,0.03189,0.05277
1990,46-65 y.,Rural regions,Divorced,0.07321,91,1430,0.05970,0.08671
1990,46-65 y.,Rural regions,Widowed,0.08047,82,1430,0.06636,0.09457
1990,66 and older,Urban regions,Married,0.41908,461,906,0.38693,0.45123
1990,66 and older,Urban regions,Single,0.04773,37,906,0.03384,0.06162
1990,66 and older,Urban regions,Divorced,0.04937,37,906,0.03525,0.06348
1990,66 and older,Urban regions,Widowed,0.47128,371,906,0.43875,0.50380
1990,66 and older,Rural regions,Married,0.50481,282,496,0.46076,0.54885
1990,66 and older,Rural regions,Widowed,0.40624,214,496,0.36297,0.44950
1991,17-29 y.,Urban regions,Married,0.24626,744,2385,0.22896,0.26355
1991,17-29 y.,Urban regions,"Married, living apart",0.02139,45,2385,0.01558,0.02720
1991,17-29 y.,Urban regions,Single,0.71071,1596,2385,0.69251,0.72891
1991,17-29 y.,Rural regions,Married,0.27760,394,1213,0.25238,0.30281
1991,17-29 y.,Rural regions,Single,0.68523,819,1213,0.65908,0.71138
1991,30-45 y.,Urban regions,Married,0.71715,2169,2718,0.70021,0.73408
1991,30-45 y.,Urban regions,"Married, living apart",0.02194,52,2718,0.01643,0.02745
1991,30-45 y.,Urban regions,Single,0.15870,293,2718,0.14496,0.17244
1991,30-45 y.,Urban regions,Divorced,0.09382,204,2718,0.08285,0.10478
1991,30-45 y.,Rural regions,Married,0.77908,1304,1497,0.75805,0.80010
1991,30-45 y.,Rural regions,Single,0.10807,102,1497,0.09234,0.12380
1991,30-45 y.,Rural regions,Divorced,0.08538,91,1497,0.07122,0.09955
1991,46-65 y.,Urban regions,Married,0.75013,2200,2693,0.73377,0.76648
1991,46-65 y.,Urban regions,"Married, living apart",0.02725,75,2693,0.02110,0.03340
1991,46-65 y.,Urban regions,Single,0.05580,85,2693,0.04713,0.06447
1991,46-65 y.,Urban regions,Divorced,0.09545,188,2693,0.08435,0.10655
1991,46-65 y.,Urban regions,Widowed,0.07138,145,2693,0.06165,0.08110
1991,46-65 y.,Rural regions,Married,0.78814,1195,1404,0.76676,0.80953
1991,46-65 y.,Rural regions,Single,0.04120,38,1404,0.03080,0.05160
1991,46-65 y.,Rural regions,Divorced,0.07460,85,1404,0.06085,0.08835
1991,46-65 y.,Rural regions,Widowed,0.08168,86,1404,0.06735,0.09601
1991,66 and older,Urban regions,Married,0.42758,477,906,0.39535,0.45981
1991,66 and older,Urban regions,Single,0.04228,32,906,0.02917,0.05539
1991,66 and older,Urban regions,Divorced,0.04390,35,906,0.03055,0.05724
1991,66 and older,Urban regions,Widowed,0.47306,362,906,0.44053,0.50559
1991,66 and older,Rural regions,Married,0.49887,279,480,0.45409,0.54365
1991,66 and older,Rural regions,Widowed,0.41218,201,480,0.36810,0.45626
1992,17-29 y.,Urban regions,Married,0.22599,696,2357,0.20910,0.24288
1992,17-29 y.,Urban regions,"Married, living apart",0.01745,39,2357,0.01216,0.02273
1992,17-29 y.,Urban regions,Single,0.73558,1584,2357,0.71778,0.75339
1992,17-29 y.,Urban regions,Divorced,0.02046,38,2357,0.01474,0.02617
1992,17-29 y.,Rural regions,Married,0.27438,348,1138,0.24845,0.30032
1992,17-29 y.,Rural regions,Single,0.68861,790,1138,0.66169,0.71552
1992,30-45 y.,Urban regions,Married,0.71999,2142,2725,0.70313,0.73685
1992,30-45 y.,Urban regions,"Married, living apart",0.02406,59,2725,0.01830,0.02981
1992,30-45 y.,Urban regions,Single,0.15640,302,2725,0.14276,0.17004
1992,30-45 y.,Urban regions,Divorced,0.08847,191,2725,0.07781,0.09913
1992,30-45 y.,Urban regions,Widowed,0.01108,31,2725,0.00715,0.01502
1992,30-45 y.,Rural regions,Married,0.77252,1250,1450,0.75094,0.79411
1992,30-45 y.,Rural regions,Single,0.12162,112,1450,0.10479,0.13845
1992,30-45 y.,Rural regions,Divorced,0.07663,88,1450,0.06293,0.09032
1992,46-65 y.,Urban regions,Married,0.75969,2183,2653,0.74343,0.77596
1992,46-65 y.,Urban regions,"Married, living apart",0.02429,68,2653,0.01843,0.03015
1992,46-65 y.,Urban regions,Single,0.04880,73,2653,0.04060,0.05700
1992,46-65 y.,Urban regions,Divorced,0.09691,187,2653,0.08565,0.10817
1992,46-65 y.,Urban regions,Widowed,0.07001,142,2653,0.06029,0.07972
1992,46-65 y.,Rural regions,Married,0.78859,1139,1341,0.76673,0.81045
1992,46-65 y.,Rural regions,Single,0.04734,40,1341,0.03597,0.05871
1992,46-65 y.,Rural regions,Divorced,0.07417,79,1341,0.06014,0.08820
1992,46-65 y.,Rural regions,Widowed,0.07708,83,1341,0.06280,0.09136
1992,66 and older,Urban regions,Married,0.44269,498,918,0.41054,0.47484
1992,66 and older,Urban regions,Single,0.04355,33,918,0.03034,0.05676
1992,66 and older,Urban regions,Divorced,0.04261,36,918,0.02954,0.05568
1992,66 and older,Urban regions,Widowed,0.45380,351,918,0.42158,0.48603
1992,66 and older,Rural regions,Married,0.48258,270,469,0.43731,0.52786
1992,66 and older,Rural regions,Widowed,0.42688,199,469,0.38207,0.47170
1993,17-29 y.,Urban regions,Married,0.22167,684,2319,0.20477,0.23858
1993,17-29 y.,Urban regions,"Married, living apart",0.01541,38,2319,0.01039,0.02042
1993,17-29 y.,Urban regions,Single,0.74251,1566,2319,0.72471,0.76031
1993,17-29 y.,Urban regions,Divorced,0.01993,31,2319,0.01424,0.02562
1993,17-29 y.,Rural regions,Married,0.26088,324,1116,0.23511,0.28666
1993,17-29 y.,Rural regions,Single,0.69704,792,1116,0.67007,0.72401
1993,30-45 y.,Urban regions,Married,0.71477,2103,2691,0.69771,0.73183
1993,30-45 y.,Urban regions,"Married, living apart",0.03129,73,2691,0.02471,0.03787
1993,30-45 y.,Urban regions,Single,0.15672,325,2691,0.14298,0.17045
1993,30-45 y.,Urban regions,Divorced,0.08676,190,2691,0.07612,0.09740
1993,30-45 y.,Rural regions,Married,0.76758,1221,1468,0.74597,0.78919
1993,30-45 y.,Rural regions,"Married, living apart",0.02791,36,1468,0.01948,0.03634
1993,30-45 y.,Rural regions,Single,0.11783,119,1468,0.10133,0.13433
1993,30-45 y.,Rural regions,Divorced,0.08242,92,1468,0.06835,0.09649
1993,46-65 y.,Urban regions,Married,0.75726,2146,2620,0.74084,0.77368
1993,46-65 y.,Urban regions,"Married, living apart",0.02856,78,2620,0.02218,0.03494
1993,46-65 y.,Urban regions,Single,0.04900,70,2620,0.04073,0.05727
1993,46-65 y.,Urban regions,Divorced,0.09483,185,2620,0.08361,0.10605
1993,46-65 y.,Urban regions,Widowed,0.07035,141,2620,0.06055,0.08014
1993,46-65 y.,Rural regions,Married,0.78336,1113,1317,0.76111,0.80562
1993,46-65 y.,Rural regions,Single,0.04077,36,1317,0.03008,0.05145
1993,46-65 y.,Rural regions,Divorced,0.07611,79,1317,0.06178,0.09044
1993,46-65 y.,Rural regions,Widowed,0.08824,89,1317,0.07292,0.10357
1993,66 and older,Urban regions,Married,0.45904,523,936,0.42710,0.49098
1993,66 and older,Urban regions,Single,0.04520,35,936,0.03188,0.05852
1993,66 and older,Urban regions,Divorced,0.04552,37,936,0.03215,0.05888
1993,66 and older,Urban regions,Widowed,0.43784,341,936,0.40604,0.46964
1993,66 and older,Rural regions,Married,0.46146,268,478,0.41672,0.50620
1993,66 and older,Rural regions,Widowed,0.42441,210,478,0.38005,0.46876
1994,17-29 y.,Urban regions,Married,0.22631,646,2238,0.20897,0.24366
1994,17-29 y.,Urban regions,"Married, living apart",0.01560,36,2238,0.01046,0.02073
1994,17-29 y.,Urban regions,Single,0.74670,1525,2238,0.72868,0.76472
1994,17-29 y.,Urban regions,Divorced,0.01139,31,2238,0.00699,0.01579
1994,17-29 y.,Rural regions,Married,0.27478,308,1069,0.24801,0.30155
1994,17-29 y.,Rural regions,Single,0.69009,761,1069,0.66236,0.71783
1994,30-45 y.,Urban regions,Married,0.70160,2063,2676,0.68427,0.71894
1994,30-45 y.,Urban regions,"Married, living apart",0.03265,81,2676,0.02591,0.03938
1994,30-45 y.,Urban regions,Single,0.16487,342,2676,0.15081,0.17893
1994,30-45 y.,Urban regions,Divorced,0.09231,190,2676,0.08134,0.10328
1994,30-45 y.,Rural regions,Married,0.74962,1164,1437,0.72721,0.77203
1994,30-45 y.,Rural regions,"Married, living apart",0.02931,40,1437,0.02059,0.03804
1994,30-45 y.,Rural regions,Single,0.12991,135,1437,0.11252,0.14729
1994,30-45 y.,Rural regions,Divorced,0.08632,98,1437,0.07180,0.10085
1994,46-65 y.,Urban regions,Married,0.76083,2103,2565,0.74432,0.77735
1994,46-65 y.,Urban regions,"Married, living apart",0.02705,68,2565,0.02077,0.03333
1994,46-65 y.,Urban regions,Single,0.05437,76,2565,0.04559,0.06314
1994,46-65 y.,Urban regions,Divorced,0.09271,186,2565,0.08149,0.10394
1994,46-65 y.,Urban regions,Widowed,0.06503,132,2565,0.05549,0.07458
1994,46-65 y.,Rural regions,Married,0.78993,1121,1310,0.76786,0.81200
1994,46-65 y.,Rural regions,Single,0.04412,35,1310,0.03300,0.05525
1994,46-65 y.,Rural regions,Divorced,0.08167,80,1310,0.06683,0.09651
1994,46-65 y.,Rural regions,Widowed,0.07555,74,1310,0.06123,0.08986
1994,66 and older,Urban regions,Married,0.44607,530,960,0.41461,0.47753
1994,66 and older,Urban regions,Single,0.04477,34,960,0.03168,0.05786
1994,66 and older,Urban regions,Divorced,0.05203,41,960,0.03797,0.06609
1994,66 and older,Urban regions,Widowed,0.43856,355,960,0.40715,0.46996
1994,66 and older,Rural regions,Married,0.44663,261,471,0.40169,0.49158
1994,66 and older,Rural regions,Widowed,0.43474,210,471,0.38992,0.47956
1995,17-29 y.,Urban regions,Married,0.23183,650,2204,0.21421,0.24946
1995,17-29 y.,Urban regions,"Married, living apart",0.01623,35,2204,0.01095,0.02150
1995,17-29 y.,Urban regions,Single,0.73554,1519,2204,0.71712,0.75395
1995,17-29 y.,Rural regions,Married,0.26036,294,1091,0.23431,0.28641
1995,17-29 y.,Rural regions,Single,0.70689,797,1091,0.67987,0.73391
1995,30-45 y.,Urban regions,Married,0.68504,2164,2865,0.66803,0.70205
1995,30-45 y.,Urban regions,"Married, living apart",0.03028,84,2865,0.02400,0.03656
1995,30-45 y.,Urban regions,Single,0.18651,409,2865,0.17225,0.20078
1995,30-45 y.,Urban regions,Divorced,0.08902,208,2865,0.07859,0.09945
1995,30-45 y.,Rural regions,Married,0.73836,1221,1533,0.71635,0.76037
1995,30-45 y.,Rural regions,"Married, living apart",0.02073,32,1533,0.01360,0.02787
1995,30-45 y.,Rural regions,Single,0.13205,151,1533,0.11510,0.14900
1995,30-45 y.,Rural regions,Divorced,0.09817,129,1533,0.08327,0.11307
1995,46-65 y.,Urban regions,Married,0.75057,2126,2599,0.73393,0.76721
1995,46-65 y.,Urban regions,"Married, living apart",0.02271,64,2599,0.01698,0.02844
1995,46-65 y.,Urban regions,Single,0.05750,81,2599,0.04855,0.06645
1995,46-65 y.,Urban regions,Divorced,0.10185,196,2599,0.09022,0.11348
1995,46-65 y.,Urban regions,Widowed,0.06737,132,2599,0.05773,0.07701
1995,46-65 y.,Rural regions,Married,0.79073,1169,1322,0.76879,0.81266
1995,46-65 y.,Rural regions,Divorced,0.07738,78,1322,0.06297,0.09179
1995,46-65 y.,Rural regions,Widowed,0.07982,75,1322,0.06520,0.09443
1995,66 and older,Urban regions,Married,0.46763,566,1001,0.43671,0.49856
1995,66 and older,Urban regions,Single,0.04923,36,1001,0.03582,0.06264
1995,66 and older,Urban regions,Divorced,0.04983,42,1001,0.03634,0.06331
1995,66 and older,Urban regions,Widowed,0.42330,357,1001,0.39267,0.45392
1995,66 and older,Rural regions,Married,0.44376,255,459,0.39826,0.48927
1995,66 and older,Rural regions,Widowed,0.42580,204,459,0.38052,0.47109
1996,17-29 y.,Urban regions,Married,0.23100,563,2056,0.21278,0.24922
1996,17-29 y.,Urban regions,"Married, living apart",0.01569,35,2056,0.01032,0.02106
1996,17-29 y.,Urban regions,Single,0.74201,1458,2056,0.72309,0.76093
1996,17-29 y.,Rural regions,Married,0.24379,259,1059,0.21792,0.26967
1996,17-29 y.,Rural regions,Single,0.73207,800,1059,0.70538,0.75875
1996,30-45 y.,Urban regions,Married,0.67270,2145,2887,0.65558,0.68982
1996,30-45 y.,Urban regions,"Married, living apart",0.03274,94,2887,0.02625,0.03923
1996,30-45 y.,Urban regions,Single,0.19965,447,2887,0.18506,0.21423
1996,30-45 y.,Urban regions,Divorced,0.08644,201,2887,0.07618,0.09669
1996,30-45 y.,Rural regions,Married,0.70870,1158,1512,0.68579,0.73161
1996,30-45 y.,Rural regions,"Married, living apart",0.02499,44,1512,0.01712,0.03286
1996,30-45 y.,Rural regions,Single,0.15349,180,1512,0.13531,0.17167
1996,30-45 y.,Rural regions,Divorced,0.10640,130,1512,0.09085,0.12195
1996,46-65 y.,Urban regions,Married,0.73208,2036,2521,0.71479,0.74937
1996,46-65 y.,Urban regions,"Married, living apart",0.02955,75,2521,0.02293,0.03616
1996,46-65 y.,Urban regions,Single,0.06623,91,2521,0.05652,0.07594
1996,46-65 y.,Urban regions,Divorced,0.09714,177,2521,0.08558,0.10871
1996,46-65 y.,Urban regions,Widowed,0.07500,142,2521,0.06471,0.08528
1996,46-65 y.,Rural regions,Married,0.77600,1170,1367,0.75389,0.79811
1996,46-65 y.,Rural regions,Single,0.04369,32,1367,0.03285,0.05453
1996,46-65 y.,Rural regions,Divorced,0.07827,82,1367,0.06403,0.09252
1996,46-65 y.,Rural regions,Widowed,0.08719,83,1367,0.07223,0.10215
1996,66 and older,Urban regions,Married,0.49517,607,1023,0.46452,0.52582
1996,66 and older,Urban regions,Single,0.04642,34,1023,0.03352,0.05932
1996,66 and older,Urban regions,Divorced,0.05896,52,1023,0.04452,0.07340
1996,66 and older,Urban regions,Widowed,0.38632,330,1023,0.35647,0.41618
1996,66 and older,Rural regions,Married,0.44989,261,466,0.40468,0.49511
1996,66 and older,Rural regions,Widowed,0.43652,205,466,0.39144,0.48160
1997,17-29 y.,Urban regions,Married,0.22503,507,1922,0.20636,0.24371
1997,17-29 y.,Urban regions,Single,0.75133,1415,1922,0.73200,0.77065
1997,17-29 y.,Rural regions,Married,0.21992,235,1025,0.19455,0.24529
1997,17-29 y.,Rural regions,Single,0.74726,790,1025,0.72064,0.77387
1997,30-45 y.,Urban regions,Married,0.66365,2078,2864,0.64635,0.68096
1997,30-45 y.,Urban regions,"Married, living apart",0.03901,102,2864,0.03191,0.04610
1997,30-45 y.,Urban regions,Single,0.20589,489,2864,0.19108,0.22070
1997,30-45 y.,Urban regions,Divorced,0.08430,195,2864,0.07412,0.09448
1997,30-45 y.,Rural regions,Married,0.69661,1115,1468,0.67309,0.72014
1997,30-45 y.,Rural regions,"Married, living apart",0.02640,45,1468,0.01819,0.03460
1997,30-45 y.,Rural regions,Single,0.15595,177,1468,0.13738,0.17451
1997,30-45 y.,Rural regions,Divorced,0.11131,131,1468,0.09522,0.12741
1997,46-65 y.,Urban regions,Married,0.72147,1977,2474,0.70380,0.73914
1997,46-65 y.,Urban regions,"Married, living apart",0.03853,83,2474,0.03095,0.04612
1997,46-65 y.,Urban regions,Single,0.06657,87,2474,0.05675,0.07640
1997,46-65 y.,Urban regions,Divorced,0.10304,186,2474,0.09106,0.11503
1997,46-65 y.,Urban regions,Widowed,0.07039,141,2474,0.06030,0.08047
1997,46-65 y.,Rural regions,Married,0.76143,1148,1358,0.73875,0.78411
1997,46-65 y.,Rural regions,Single,0.04708,34,1358,0.03581,0.05835
1997,46-65 y.,Rural regions,Divorced,0.08757,90,1358,0.07253,0.10261
1997,46-65 y.,Rural regions,Widowed,0.08622,86,1358,0.07128,0.10115
1997,66 and older,Urban regions,Married,0.48346,625,1044,0.45313,0.51379
1997,66 and older,Urban regions,Single,0.05238,37,1044,0.03886,0.06590
1997,66 and older,Urban regions,Divorced,0.06689,55,1044,0.05172,0.08205
1997,66 and older,Urban regions,Widowed,0.38661,327,1044,0.35706,0.41617
1997,66 and older,Rural regions,Married,0.48169,289,480,0.43695,0.52644
1997,66 and older,Rural regions,Widowed,0.40110,191,480,0.35721,0.44499
1998,17-29 y.,Urban regions,Married,0.20290,491,2031,0.18540,0.22039
1998,17-29 y.,Urban regions,"Married, living apart",0.01501,32,2031,0.00972,0.02030
