year,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Lower Secondary Level,Single,0.24655,797,3061,0.23128,0.26182
1985,Lower Secondary Level,Divorced,0.04239,104,3061,0.03525,0.04953
1985,Lower Secondary Level,Widowed,0.19581,350,3061,0.18175,0.20987
1985,Upper Secondary Level,Married,0.63174,3484,5180,0.61860,0.64487
1985,Upper Secondary Level,"Married, living apart",0.01603,85,5180,0.01261,0.01945
1985,Upper Secondary Level,Single,0.20861,1115,5180,0.19754,0.21967
1985,Upper Secondary Level,Divorced,0.05114,211,5180,0.04514,0.05714
1985,Upper Secondary Level,Widowed,0.09248,285,5180,0.08459,0.10037
1985,Post-secondary Non-tertiary Level,Married,0.51572,167,254,0.45414,0.57730
1985,Post-secondary Non-tertiary Level,Single,0.37898,87,254,0.31920,0.43876
1985,First Stage of Tertiary Education,Married,0.68077,456,614,0.64386,0.71767
1985,First Stage of Tertiary Education,Single,0.16640,91,614,0.13692,0.19588
1985,First Stage of Tertiary Education,Divorced,0.06052,31,614,0.04164,0.07940
1985,First Stage of Tertiary Education,Widowed,0.08170,36,614,0.06002,0.10339
1985,Second Stage of Tertiary Education,Married,0.67815,545,691,0.64329,0.71301
1985,Second Stage of Tertiary Education,Single,0.20500,146,691,0.17488,0.23512
1986,No answer / don't know,Married,0.36702,60,103,0.27348,0.46056
1986,No answer / don't know,Single,0.54677,43,103,0.45016,0.64338
1986,Primary Level,Married,0.55046,598,735,0.51448,0.58645
1986,Primary Level,"Married, living apart",0.03728,31,735,0.02357,0.05099
1986,Primary Level,Single,0.29767,106,735,0.26459,0.33075
1986,Lower Secondary Level,Married,0.50753,1658,2904,0.48934,0.52572
1986,Lower Secondary Level,"Married, living apart",0.01266,49,2904,0.00859,0.01673
1986,Lower Secondary Level,Single,0.24825,794,2904,0.23254,0.26397
1986,Lower Secondary Level,Divorced,0.03930,92,2904,0.03223,0.04636
1986,Lower Secondary Level,Widowed,0.19226,311,2904,0.17793,0.20660
1986,Upper Secondary Level,Married,0.61633,3290,4992,0.60284,0.62982
1986,Upper Secondary Level,"Married, living apart",0.02048,110,4992,0.01655,0.02441
1986,Upper Secondary Level,Single,0.21602,1112,4992,0.20460,0.22743
1986,Upper Secondary Level,Divorced,0.05281,211,4992,0.04660,0.05901
1986,Upper Secondary Level,Widowed,0.09437,269,4992,0.08626,0.10248
1986,Post-secondary Non-tertiary Level,Married,0.51950,162,252,0.45769,0.58131
1986,Post-secondary Non-tertiary Level,Single,0.38519,90,252,0.32498,0.44539
1986,First Stage of Tertiary Education,Married,0.69120,430,546,0.65241,0.72999
1986,First Stage of Tertiary Education,Single,0.15716,85,546,0.12660,0.18772
1986,First Stage of Tertiary Education,Widowed,0.07926,31,546,0.05658,0.10194
1986,Second Stage of Tertiary Education,Married,0.67245,541,681,0.63717,0.70772
1986,Second Stage of Tertiary Education,Single,0.20755,140,681,0.17707,0.23804
1987,No answer / don't know,Married,0.37861,62,113,0.28878,0.46844
1987,No answer / don't know,Single,0.53639,51,113,0.44404,0.62875
1987,Pre-primary Level,Single,0.99878,190,190,0.99379,1.00376
1987,Primary Level,Married,0.60571,583,705,0.56961,0.64181
1987,Primary Level,"Married, living apart",0.04959,33,705,0.03355,0.06562
1987,Primary Level,Single,0.23397,89,705,0.20269,0.26524
1987,Lower Secondary Level,Married,0.51498,1600,2836,0.49658,0.53338
1987,Lower Secondary Level,"Married, living apart",0.01636,60,2836,0.01169,0.02103
1987,Lower Secondary Level,Single,0.22657,771,2836,0.21116,0.24198
1987,Lower Secondary Level,Divorced,0.04253,93,2836,0.03511,0.04996
1987,Lower Secondary Level,Widowed,0.19956,312,2836,0.18485,0.21427
1987,Upper Secondary Level,Married,0.61458,3271,4970,0.60105,0.62812
1987,Upper Secondary Level,"Married, living apart",0.01509,91,4970,0.01170,0.01848
1987,Upper Secondary Level,Single,0.21938,1110,4970,0.20787,0.23088
1987,Upper Secondary Level,Divorced,0.05741,225,4970,0.05094,0.06387
1987,Upper Secondary Level,Widowed,0.09354,273,4970,0.08545,0.10164
1987,Post-secondary Non-tertiary Level,Married,0.53656,170,254,0.47511,0.59801
1987,Post-secondary Non-tertiary Level,Single,0.38208,84,254,0.32220,0.44195
1987,First Stage of Tertiary Education,Married,0.69134,417,534,0.65213,0.73056
1987,First Stage of Tertiary Education,Single,0.15720,83,534,0.12630,0.18811
1987,First Stage of Tertiary Education,Widowed,0.08869,34,534,0.06455,0.11282
1987,Second Stage of Tertiary Education,Married,0.64971,524,701,0.61437,0.68505
1987,Second Stage of Tertiary Education,Single,0.21658,143,701,0.18607,0.24710
1987,Second Stage of Tertiary Education,Divorced,0.05565,34,701,0.03867,0.07263
1988,No answer / don't know,Married,0.41500,73,135,0.33157,0.49843
1988,No answer / don't know,Single,0.52383,62,135,0.43927,0.60839
1988,Primary Level,Married,0.60949,540,618,0.57100,0.64799
1988,Primary Level,Single,0.23754,78,618,0.20396,0.27112
1988,Lower Secondary Level,Married,0.51524,1530,2717,0.49645,0.53404
1988,Lower Secondary Level,"Married, living apart",0.01992,64,2717,0.01466,0.02517
1988,Lower Secondary Level,Single,0.22716,750,2717,0.21140,0.24292
1988,Lower Secondary Level,Divorced,0.04281,88,2717,0.03520,0.05042
1988,Lower Secondary Level,Widowed,0.19487,285,2717,0.17997,0.20976
1988,Upper Secondary Level,Married,0.61201,3132,4743,0.59814,0.62587
1988,Upper Secondary Level,"Married, living apart",0.01987,108,4743,0.01590,0.02384
1988,Upper Secondary Level,Single,0.21774,1031,4743,0.20599,0.22948
1988,Upper Secondary Level,Divorced,0.05715,206,4743,0.05055,0.06376
1988,Upper Secondary Level,Widowed,0.09323,266,4743,0.08496,0.10151
1988,Post-secondary Non-tertiary Level,Married,0.49743,158,246,0.43482,0.56004
1988,Post-secondary Non-tertiary Level,Single,0.40980,88,246,0.34821,0.47138
1988,First Stage of Tertiary Education,Married,0.70036,401,510,0.66056,0.74016
1988,First Stage of Tertiary Education,Single,0.14981,77,510,0.11881,0.18081
1988,First Stage of Tertiary Education,Widowed,0.08678,32,510,0.06232,0.11124
1988,Second Stage of Tertiary Education,Married,0.62574,484,659,0.58877,0.66272
1988,Second Stage of Tertiary Education,Single,0.22553,138,659,0.19360,0.25747
1988,Second Stage of Tertiary Education,Divorced,0.06301,37,659,0.04445,0.08158
1989,No answer / don't know,Married,0.36085,71,134,0.27923,0.44247
1989,No answer / don't know,Single,0.56843,63,134,0.48425,0.65260
1989,Pre-primary Level,Single,0.99428,174,174,0.98304,1.00552
1989,Primary Level,Married,0.60963,505,583,0.56999,0.64926
1989,Primary Level,Single,0.23907,78,583,0.20442,0.27372
1989,Lower Secondary Level,Married,0.50873,1454,2569,0.48939,0.52806
1989,Lower Secondary Level,"Married, living apart",0.01718,53,2569,0.01215,0.02220
1989,Lower Secondary Level,Single,0.22735,692,2569,0.21114,0.24356
1989,Lower Secondary Level,Divorced,0.05010,95,2569,0.04166,0.05853
1989,Lower Secondary Level,Widowed,0.19665,275,2569,0.18127,0.21202
1989,Upper Secondary Level,Married,0.61004,3005,4621,0.59597,0.62410
1989,Upper Secondary Level,"Married, living apart",0.02241,106,4621,0.01814,0.02667
1989,Upper Secondary Level,Single,0.21296,1031,4621,0.20116,0.22477
1989,Upper Secondary Level,Divorced,0.05905,209,4621,0.05225,0.06584
1989,Upper Secondary Level,Widowed,0.09555,270,4621,0.08707,0.10402
1989,Post-secondary Non-tertiary Level,Married,0.46633,158,266,0.40627,0.52640
1989,Post-secondary Non-tertiary Level,Single,0.44323,108,266,0.38341,0.50304
1989,First Stage of Tertiary Education,Married,0.71246,388,455,0.67083,0.75410
1989,First Stage of Tertiary Education,Single,0.13770,67,455,0.10601,0.16940
1989,Second Stage of Tertiary Education,Married,0.62736,477,653,0.59024,0.66447
1989,Second Stage of Tertiary Education,Single,0.21885,135,653,0.18711,0.25059
1989,Second Stage of Tertiary Education,Divorced,0.07069,41,653,0.05102,0.09036
1990,No answer / don't know,Married,0.43112,83,153,0.35239,0.50985
1990,No answer / don't know,Single,0.48586,70,153,0.40640,0.56531
1990,Pre-primary Level,Single,0.99051,192,192,0.97676,1.00426
1990,Primary Level,Married,0.57834,487,566,0.53762,0.61906
1990,Primary Level,Single,0.24622,79,566,0.21070,0.28175
1990,Lower Secondary Level,Married,0.48556,1599,2984,0.46763,0.50350
1990,Lower Secondary Level,"Married, living apart",0.01712,57,2984,0.01247,0.02178
1990,Lower Secondary Level,Single,0.23742,834,2984,0.22215,0.25269
1990,Lower Secondary Level,Divorced,0.05581,123,2984,0.04757,0.06405
1990,Lower Secondary Level,Widowed,0.20408,371,2984,0.18962,0.21854
1990,Upper Secondary Level,Married,0.61549,4720,7067,0.60415,0.62683
1990,Upper Secondary Level,"Married, living apart",0.01541,105,7067,0.01254,0.01828
1990,Upper Secondary Level,Single,0.21332,1457,7067,0.20376,0.22287
1990,Upper Secondary Level,Divorced,0.06811,393,7067,0.06224,0.07399
1990,Upper Secondary Level,Widowed,0.08767,392,7067,0.08108,0.09426
1990,Post-secondary Non-tertiary Level,Married,0.44202,207,347,0.38969,0.49434
1990,Post-secondary Non-tertiary Level,Single,0.48135,140,347,0.42870,0.53400
1990,First Stage of Tertiary Education,Married,0.70565,603,759,0.67320,0.73809
1990,First Stage of Tertiary Education,Single,0.13165,83,759,0.10758,0.15572
1990,First Stage of Tertiary Education,Divorced,0.06052,32,759,0.04355,0.07750
1990,First Stage of Tertiary Education,Widowed,0.08743,41,759,0.06732,0.10754
1990,Second Stage of Tertiary Education,Married,0.68469,1311,1666,0.66237,0.70701
1990,Second Stage of Tertiary Education,Single,0.17478,206,1666,0.15654,0.19302
1990,Second Stage of Tertiary Education,Divorced,0.08388,110,1666,0.07056,0.09719
1990,Second Stage of Tertiary Education,Widowed,0.03449,39,1666,0.02573,0.04326
1991,No answer / don't know,Married,0.45824,92,172,0.38355,0.53292
1991,No answer / don't know,Single,0.47321,80,172,0.39837,0.54804
1991,Primary Level,Married,0.56446,482,588,0.52435,0.60457
1991,Primary Level,Single,0.28417,106,588,0.24769,0.32066
1991,Lower Secondary Level,Married,0.48875,1556,2857,0.47042,0.50708
1991,Lower Secondary Level,"Married, living apart",0.01998,59,2857,0.01485,0.02512
1991,Lower Secondary Level,Single,0.22654,786,2857,0.21119,0.24189
1991,Lower Secondary Level,Divorced,0.05361,114,2857,0.04535,0.06187
1991,Lower Secondary Level,Widowed,0.21112,342,2857,0.19615,0.22608
1991,Upper Secondary Level,Married,0.60635,4582,6909,0.59483,0.61787
1991,Upper Secondary Level,"Married, living apart",0.01832,108,6909,0.01516,0.02148
1991,Upper Secondary Level,Single,0.21357,1454,6909,0.20391,0.22324
1991,Upper Secondary Level,Divorced,0.06906,381,6909,0.06308,0.07504
1991,Upper Secondary Level,Widowed,0.09270,384,6909,0.08586,0.09954
1991,Post-secondary Non-tertiary Level,Married,0.48177,218,358,0.42994,0.53361
1991,Post-secondary Non-tertiary Level,Single,0.44488,140,358,0.39332,0.49643
1991,First Stage of Tertiary Education,Married,0.70750,593,714,0.67411,0.74089
1991,First Stage of Tertiary Education,Single,0.13313,81,714,0.10819,0.15806
1991,First Stage of Tertiary Education,Widowed,0.08731,40,714,0.06659,0.10803
1991,Second Stage of Tertiary Education,Married,0.68867,1301,1656,0.66637,0.71098
1991,Second Stage of Tertiary Education,Single,0.16361,196,1656,0.14579,0.18143
1991,Second Stage of Tertiary Education,Divorced,0.09129,116,1656,0.07741,0.10516
1991,Second Stage of Tertiary Education,Widowed,0.03457,43,1656,0.02576,0.04337
1992,No answer / don't know,Married,0.44676,94,175,0.37289,0.52063
1992,No answer / don't know,Single,0.46559,81,175,0.39147,0.53971
1992,Primary Level,Married,0.59649,464,553,0.55556,0.63742
1992,Primary Level,Single,0.23360,89,553,0.19831,0.26890
1992,Lower Secondary Level,Married,0.49351,1512,2783,0.47494,0.51209
1992,Lower Secondary Level,"Married, living apart",0.01899,59,2783,0.01392,0.02407
1992,Lower Secondary Level,Single,0.22836,779,2783,0.21276,0.24396
1992,Lower Secondary Level,Divorced,0.05423,110,2783,0.04581,0.06264
1992,Lower Secondary Level,Widowed,0.20491,323,2783,0.18991,0.21990
1992,Upper Secondary Level,Married,0.60834,4452,6721,0.59667,0.62001
1992,Upper Secondary Level,"Married, living apart",0.01728,100,6721,0.01416,0.02039
1992,Upper Secondary Level,Single,0.21107,1407,6721,0.20131,0.22083
1992,Upper Secondary Level,Divorced,0.07010,380,6721,0.06399,0.07620
1992,Upper Secondary Level,Widowed,0.09322,382,6721,0.08627,0.10017
1992,Post-secondary Non-tertiary Level,Married,0.48941,221,359,0.43762,0.54119
1992,Post-secondary Non-tertiary Level,Single,0.42206,138,359,0.37090,0.47322
1992,First Stage of Tertiary Education,Married,0.70421,594,724,0.67094,0.73747
1992,First Stage of Tertiary Education,Single,0.13838,92,724,0.11321,0.16355
1992,First Stage of Tertiary Education,Widowed,0.08812,38,724,0.06746,0.10878
1992,Second Stage of Tertiary Education,Married,0.68866,1268,1632,0.66618,0.71113
1992,Second Stage of Tertiary Education,Single,0.16706,208,1632,0.14895,0.18516
1992,Second Stage of Tertiary Education,Divorced,0.08417,110,1632,0.07069,0.09764
1992,Second Stage of Tertiary Education,Widowed,0.03873,46,1632,0.02937,0.04810
1993,No answer / don't know,Married,0.44489,93,182,0.37249,0.51729
1993,No answer / don't know,Single,0.46821,89,182,0.39551,0.54090
1993,Pre-primary Level,Single,0.98281,184,184,0.96397,1.00164
1993,Primary Level,Married,0.59381,447,531,0.55200,0.63563
1993,Primary Level,Single,0.23264,84,531,0.19667,0.26861
1993,Lower Secondary Level,Married,0.49100,1462,2678,0.47207,0.50994
1993,Lower Secondary Level,"Married, living apart",0.02019,55,2678,0.01486,0.02552
1993,Lower Secondary Level,Single,0.22631,728,2678,0.21046,0.24217
1993,Lower Secondary Level,Divorced,0.05941,115,2678,0.05045,0.06836
1993,Lower Secondary Level,Widowed,0.20308,318,2678,0.18784,0.21832
1993,Upper Secondary Level,Married,0.61013,4361,6664,0.59842,0.62184
1993,Upper Secondary Level,"Married, living apart",0.01766,123,6664,0.01450,0.02083
1993,Upper Secondary Level,Single,0.20558,1424,6664,0.19588,0.21529
1993,Upper Secondary Level,Divorced,0.07202,369,6664,0.06582,0.07823
1993,Upper Secondary Level,Widowed,0.09460,387,6664,0.08757,0.10163
1993,Post-secondary Non-tertiary Level,Married,0.49935,218,361,0.44770,0.55100
1993,Post-secondary Non-tertiary Level,Single,0.42299,143,361,0.37196,0.47402
1993,First Stage of Tertiary Education,Married,0.69786,572,701,0.66384,0.73188
1993,First Stage of Tertiary Education,Single,0.13851,90,701,0.11292,0.16410
1993,First Stage of Tertiary Education,Widowed,0.09381,39,701,0.07221,0.11541
1993,Second Stage of Tertiary Education,Married,0.67117,1229,1636,0.64840,0.69394
1993,Second Stage of Tertiary Education,"Married, living apart",0.03160,33,1636,0.02312,0.04008
1993,Second Stage of Tertiary Education,Single,0.17881,223,1636,0.16023,0.19738
1993,Second Stage of Tertiary Education,Divorced,0.08470,108,1636,0.07120,0.09820
1993,Second Stage of Tertiary Education,Widowed,0.03372,43,1636,0.02497,0.04247
1994,No answer / don't know,Married,0.47857,120,204,0.40985,0.54729
1994,No answer / don't know,Single,0.41280,84,204,0.34507,0.48053
1994,Primary Level,Married,0.62999,421,489,0.58715,0.67282
1994,Primary Level,Single,0.20556,68,489,0.16970,0.24141
1994,Lower Secondary Level,Married,0.49279,1374,2492,0.47315,0.51242
1994,Lower Secondary Level,"Married, living apart",0.02509,61,2492,0.01895,0.03123
1994,Lower Secondary Level,Single,0.20865,635,2492,0.19270,0.22461
1994,Lower Secondary Level,Divorced,0.06119,109,2492,0.05178,0.07061
1994,Lower Secondary Level,Widowed,0.21227,313,2492,0.19621,0.22833
1994,Upper Secondary Level,Married,0.61213,4278,6568,0.60035,0.62392
1994,Upper Secondary Level,"Married, living apart",0.02058,132,6568,0.01715,0.02401
1994,Upper Secondary Level,Single,0.20166,1405,6568,0.19196,0.21137
1994,Upper Secondary Level,Divorced,0.07199,373,6568,0.06574,0.07824
1994,Upper Secondary Level,Widowed,0.09364,380,6568,0.08659,0.10068
1994,Post-secondary Non-tertiary Level,Married,0.47254,209,364,0.42118,0.52390
1994,Post-secondary Non-tertiary Level,Single,0.43996,155,364,0.38890,0.49103
1994,First Stage of Tertiary Education,Married,0.67867,563,737,0.64494,0.71241
1994,First Stage of Tertiary Education,Single,0.14916,105,737,0.12342,0.17490
1994,First Stage of Tertiary Education,Divorced,0.05938,32,737,0.04230,0.07645
1994,First Stage of Tertiary Education,Widowed,0.09371,37,737,0.07266,0.11477
1994,Second Stage of Tertiary Education,Married,0.67344,1231,1623,0.65062,0.69626
1994,Second Stage of Tertiary Education,Single,0.18437,240,1623,0.16550,0.20324
1994,Second Stage of Tertiary Education,Divorced,0.08362,107,1623,0.07014,0.09709
1994,Second Stage of Tertiary Education,Widowed,0.03634,45,1623,0.02723,0.04544
1995,No answer / don't know,Married,0.55095,153,245,0.48854,0.61337
1995,No answer / don't know,Single,0.33535,92,245,0.27611,0.39459
1995,Pre-primary Level,Single,0.99424,286,286,0.98545,1.00303
1995,Primary Level,Married,0.64239,415,471,0.59905,0.68572
1995,Primary Level,Single,0.18796,56,471,0.15264,0.22328
1995,Lower Secondary Level,Married,0.48540,1378,2492,0.46577,0.50503
1995,Lower Secondary Level,"Married, living apart",0.01842,51,2492,0.01314,0.02371
1995,Lower Secondary Level,Single,0.20676,631,2492,0.19086,0.22266
1995,Lower Secondary Level,Divorced,0.06683,119,2492,0.05702,0.07663
1995,Lower Secondary Level,Widowed,0.22259,313,2492,0.20626,0.23893
1995,Upper Secondary Level,Married,0.60912,4363,6727,0.59746,0.62078
1995,Upper Secondary Level,"Married, living apart",0.01814,128,6727,0.01495,0.02132
1995,Upper Secondary Level,Single,0.20046,1450,6727,0.19089,0.21003
1995,Upper Secondary Level,Divorced,0.07543,399,6727,0.06912,0.08175
1995,Upper Secondary Level,Widowed,0.09685,387,6727,0.08978,0.10391
1995,Post-secondary Non-tertiary Level,Married,0.53282,284,439,0.48609,0.57954
1995,Post-secondary Non-tertiary Level,Single,0.38863,155,439,0.34298,0.43428
1995,First Stage of Tertiary Education,Married,0.71370,574,714,0.68052,0.74688
1995,First Stage of Tertiary Education,Single,0.13853,102,714,0.11317,0.16389
1995,First Stage of Tertiary Education,Divorced,0.06515,38,714,0.04704,0.08327
1995,Second Stage of Tertiary Education,Married,0.65744,1277,1725,0.63504,0.67984
1995,Second Stage of Tertiary Education,Single,0.19655,273,1725,0.17779,0.21530
1995,Second Stage of Tertiary Education,Divorced,0.09115,129,1725,0.07756,0.10474
1995,Second Stage of Tertiary Education,Widowed,0.03408,46,1725,0.02552,0.04265
1996,No answer / don't know,Married,0.50751,142,239,0.44399,0.57103
1996,No answer / don't know,Single,0.36000,97,239,0.29902,0.42099
1996,Pre-primary Level,Single,0.99693,292,292,0.99057,1.00329
1996,Primary Level,Married,0.63985,374,428,0.59431,0.68538
1996,Primary Level,Single,0.18515,54,428,0.14831,0.22199
1996,Lower Secondary Level,Married,0.49148,1334,2385,0.47141,0.51154
1996,Lower Secondary Level,"Married, living apart",0.01710,45,2385,0.01189,0.02230
1996,Lower Secondary Level,Single,0.20619,599,2385,0.18995,0.22243
1996,Lower Secondary Level,Divorced,0.05995,109,2385,0.05042,0.06948
1996,Lower Secondary Level,Widowed,0.22529,298,2385,0.20852,0.24206
1996,Upper Secondary Level,Married,0.60381,4236,6619,0.59203,0.61560
1996,Upper Secondary Level,"Married, living apart",0.02469,160,6619,0.02095,0.02843
1996,Upper Secondary Level,Single,0.19821,1438,6619,0.18860,0.20781
1996,Upper Secondary Level,Divorced,0.07662,400,6619,0.07021,0.08303
1996,Upper Secondary Level,Widowed,0.09667,385,6619,0.08956,0.10379
1996,Post-secondary Non-tertiary Level,Married,0.51091,274,444,0.46436,0.55746
1996,Post-secondary Non-tertiary Level,Single,0.42125,170,444,0.37527,0.46723
1996,First Stage of Tertiary Education,Married,0.69724,565,712,0.66347,0.73102
1996,First Stage of Tertiary Education,Single,0.14949,115,712,0.12328,0.17571
1996,First Stage of Tertiary Education,Divorced,0.06021,32,712,0.04273,0.07770
1996,Second Stage of Tertiary Education,Married,0.65339,1272,1735,0.63099,0.67579
1996,Second Stage of Tertiary Education,Single,0.20933,298,1735,0.19018,0.22847
1996,Second Stage of Tertiary Education,Divorced,0.08736,118,1735,0.07407,0.10065
1996,Second Stage of Tertiary Education,Widowed,0.03209,47,1735,0.02379,0.04038
1997,No answer / don't know,Married,0.46904,132,244,0.40629,0.53178
1997,No answer / don't know,Single,0.43128,112,244,0.36901,0.49355
1997,Pre-primary Level,Single,0.99754,313,313,0.99204,1.00304
1997,Primary Level,Married,0.64285,353,397,0.59566,0.69004
1997,Primary Level,Single,0.14785,44,397,0.11289,0.18281
1997,Lower Secondary Level,Married,0.46887,1267,2329,0.44860,0.48915
1997,Lower Secondary Level,"Married, living apart",0.01645,42,2329,0.01129,0.02162
1997,Lower Secondary Level,Single,0.21901,617,2329,0.20221,0.23581
1997,Lower Secondary Level,Divorced,0.06954,112,2329,0.05921,0.07987
1997,Lower Secondary Level,Widowed,0.22611,291,2329,0.20912,0.24311
1997,Upper Secondary Level,Married,0.60197,4151,6481,0.59005,0.61389
1997,Upper Secondary Level,"Married, living apart",0.03114,175,6481,0.02691,0.03537
1997,Upper Secondary Level,Single,0.19562,1376,6481,0.18596,0.20527
1997,Upper Secondary Level,Divorced,0.07803,403,6481,0.07150,0.08456
1997,Upper Secondary Level,Widowed,0.09325,376,6481,0.08617,0.10033
1997,Post-secondary Non-tertiary Level,Married,0.52118,264,423,0.47351,0.56884
1997,Post-secondary Non-tertiary Level,Single,0.39673,159,423,0.35005,0.44340
1997,First Stage of Tertiary Education,Married,0.69617,558,708,0.66227,0.73007
1997,First Stage of Tertiary Education,Single,0.15038,113,708,0.12403,0.17673
1997,First Stage of Tertiary Education,Divorced,0.06443,37,708,0.04633,0.08252
1997,Second Stage of Tertiary Education,Married,0.63883,1247,1767,0.61642,0.66123
1997,Second Stage of Tertiary Education,"Married, living apart",0.02134,38,1767,0.01460,0.02808
1997,Second Stage of Tertiary Education,Single,0.21686,314,1767,0.19764,0.23608
1997,Second Stage of Tertiary Education,Divorced,0.08829,121,1767,0.07506,0.10153
1997,Second Stage of Tertiary Education,Widowed,0.03468,47,1767,0.02614,0.04321
1998,No answer / don't know,Married,0.53631,343,591,0.49608,0.57655
1998,No answer / don't know,Single,0.26869,175,591,0.23292,0.30446
1998,No answer / don't know,Divorced,0.07476,38,591,0.05354,0.09598
1998,No answer / don't know,Widowed,0.09269,35,591,0.06929,0.11609
1998,Pre-primary Level,Single,0.98631,327,327,0.97370,0.99893
1998,Primary Level,Married,0.64614,330,377,0.59781,0.69447
1998,Primary Level,Single,0.14278,47,377,0.10741,0.17814
1998,Lower Secondary Level,Married,0.46849,1358,2539,0.44908,0.48791
1998,Lower Secondary Level,"Married, living apart",0.01873,45,2539,0.01346,0.02401
1998,Lower Secondary Level,Single,0.22431,668,2539,0.20808,0.24054
1998,Lower Secondary Level,Divorced,0.06550,128,2539,0.05588,0.07513
1998,Lower Secondary Level,Widowed,0.22296,340,2539,0.20677,0.23916
1998,Upper Secondary Level,Married,0.60408,4493,7023,0.59265,0.61552
1998,Upper Secondary Level,"Married, living apart",0.03124,190,7023,0.02718,0.03531
1998,Upper Secondary Level,Single,0.20180,1504,7023,0.19242,0.21119
1998,Upper Secondary Level,Divorced,0.07773,449,7023,0.07147,0.08399
1998,Upper Secondary Level,Widowed,0.08514,387,7023,0.07861,0.09167
1998,Post-secondary Non-tertiary Level,Married,0.54689,298,474,0.50203,0.59175
1998,Post-secondary Non-tertiary Level,Single,0.36772,176,474,0.32426,0.41117
1998,First Stage of Tertiary Education,Married,0.70332,609,774,0.67112,0.73552
1998,First Stage of Tertiary Education,Single,0.15576,127,774,0.13020,0.18132
1998,First Stage of Tertiary Education,Divorced,0.05825,38,774,0.04174,0.07476
1998,Second Stage of Tertiary Education,Married,0.63602,1354,1969,0.61477,0.65728
1998,Second Stage of Tertiary Education,"Married, living apart",0.02154,38,1969,0.01513,0.02796
1998,Second Stage of Tertiary Education,Single,0.21289,371,1969,0.19481,0.23098
1998,Second Stage of Tertiary Education,Divorced,0.09314,153,1969,0.08030,0.10599
1998,Second Stage of Tertiary Education,Widowed,0.03639,53,1969,0.02812,0.04467
1999,No answer / don't know,Married,0.48602,134,254,0.42443,0.54761
1999,No answer / don't know,Single,0.37498,120,254,0.31532,0.43463
1999,Pre-primary Level,Single,0.98482,312,312,0.97123,0.99841
1999,Primary Level,Married,0.64054,316,363,0.59111,0.68997
1999,Primary Level,Single,0.14150,47,363,0.10559,0.17740
1999,Lower Secondary Level,Married,0.45565,1272,2439,0.43588,0.47542
1999,Lower Secondary Level,"Married, living apart",0.02170,53,2439,0.01592,0.02748
1999,Lower Secondary Level,Single,0.23201,655,2439,0.21525,0.24876
1999,Lower Secondary Level,Divorced,0.06799,133,2439,0.05800,0.07799
1999,Lower Secondary Level,Widowed,0.22265,326,2439,0.20613,0.23916
1999,Upper Secondary Level,Married,0.59509,4368,6931,0.58353,0.60665
1999,Upper Secondary Level,"Married, living apart",0.02737,172,6931,0.02352,0.03121
1999,Upper Secondary Level,Single,0.20641,1513,6931,0.19688,0.21594
1999,Upper Secondary Level,Divorced,0.08461,487,6931,0.07806,0.09117
1999,Upper Secondary Level,Widowed,0.08652,391,6931,0.07990,0.09314
