"plh0112","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"4 Ganz unwichtig","1992","Hauptschule","Westdeutschland","557","0.156835319694974","0.145381283361274","0.168289356028674"
"4 Ganz unwichtig","1992","Hauptschule","Ostdeutschland","171","0.149543627504151","0.130942437964174","0.168144817044127"
"4 Ganz unwichtig","1992","Realschule","Westdeutschland","117","0.0831675693930799","0.0694118090458783","0.0969233297402814"
"4 Ganz unwichtig","1992","Realschule","Ostdeutschland","72","0.0488822307491817","0.0376987590407293","0.060065702457634"
"4 Ganz unwichtig","1992","(Fach-)Abitur","Westdeutschland","36","0.0637241648923639","0.0438625750794997","0.0835857547052281"
"4 Ganz unwichtig","1992","(Fach-)Abitur","Ostdeutschland","6","","",""
"4 Ganz unwichtig","1992","AkademikerIn","Westdeutschland","38","0.0569105481188008","0.0396743616541885","0.0741467345834131"
"4 Ganz unwichtig","1992","AkademikerIn","Ostdeutschland","40","0.0462937531701972","0.0326939716125969","0.0598935347277974"
"1 Sehr wichtig","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"1 Sehr wichtig","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"1 Sehr wichtig","1993","Hauptschule","Westdeutschland","","","",""
"1 Sehr wichtig","1993","Hauptschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1993","Realschule","Westdeutschland","","","",""
"1 Sehr wichtig","1993","Realschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1993","(Fach-)Abitur","Westdeutschland","","","",""
"1 Sehr wichtig","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"1 Sehr wichtig","1993","AkademikerIn","Westdeutschland","","","",""
"1 Sehr wichtig","1993","AkademikerIn","Ostdeutschland","","","",""
"2 Wichtig","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"2 Wichtig","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"2 Wichtig","1993","Hauptschule","Westdeutschland","","","",""
"2 Wichtig","1993","Hauptschule","Ostdeutschland","","","",""
"2 Wichtig","1993","Realschule","Westdeutschland","","","",""
"2 Wichtig","1993","Realschule","Ostdeutschland","","","",""
"2 Wichtig","1993","(Fach-)Abitur","Westdeutschland","","","",""
"2 Wichtig","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"2 Wichtig","1993","AkademikerIn","Westdeutschland","","","",""
"2 Wichtig","1993","AkademikerIn","Ostdeutschland","","","",""
"3 Weniger wichtig","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"3 Weniger wichtig","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"3 Weniger wichtig","1993","Hauptschule","Westdeutschland","","","",""
"3 Weniger wichtig","1993","Hauptschule","Ostdeutschland","","","",""
"3 Weniger wichtig","1993","Realschule","Westdeutschland","","","",""
"3 Weniger wichtig","1993","Realschule","Ostdeutschland","","","",""
"3 Weniger wichtig","1993","(Fach-)Abitur","Westdeutschland","","","",""
"3 Weniger wichtig","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"3 Weniger wichtig","1993","AkademikerIn","Westdeutschland","","","",""
"3 Weniger wichtig","1993","AkademikerIn","Ostdeutschland","","","",""
"4 Ganz unwichtig","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"4 Ganz unwichtig","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"4 Ganz unwichtig","1993","Hauptschule","Westdeutschland","","","",""
"4 Ganz unwichtig","1993","Hauptschule","Ostdeutschland","","","",""
"4 Ganz unwichtig","1993","Realschule","Westdeutschland","","","",""
"4 Ganz unwichtig","1993","Realschule","Ostdeutschland","","","",""
"4 Ganz unwichtig","1993","(Fach-)Abitur","Westdeutschland","","","",""
"4 Ganz unwichtig","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"4 Ganz unwichtig","1993","AkademikerIn","Westdeutschland","","","",""
"4 Ganz unwichtig","1993","AkademikerIn","Ostdeutschland","","","",""
"1 Sehr wichtig","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"1 Sehr wichtig","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"1 Sehr wichtig","1994","Hauptschule","Westdeutschland","","","",""
"1 Sehr wichtig","1994","Hauptschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1994","Realschule","Westdeutschland","","","",""
"1 Sehr wichtig","1994","Realschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1994","(Fach-)Abitur","Westdeutschland","","","",""
"1 Sehr wichtig","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"1 Sehr wichtig","1994","AkademikerIn","Westdeutschland","","","",""
"1 Sehr wichtig","1994","AkademikerIn","Ostdeutschland","","","",""
"2 Wichtig","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"2 Wichtig","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"2 Wichtig","1994","Hauptschule","Westdeutschland","","","",""
"2 Wichtig","1994","Hauptschule","Ostdeutschland","","","",""
"2 Wichtig","1994","Realschule","Westdeutschland","","","",""
"2 Wichtig","1994","Realschule","Ostdeutschland","","","",""
"2 Wichtig","1994","(Fach-)Abitur","Westdeutschland","","","",""
"2 Wichtig","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"2 Wichtig","1994","AkademikerIn","Westdeutschland","","","",""
"2 Wichtig","1994","AkademikerIn","Ostdeutschland","","","",""
"3 Weniger wichtig","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"3 Weniger wichtig","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"3 Weniger wichtig","1994","Hauptschule","Westdeutschland","","","",""
"3 Weniger wichtig","1994","Hauptschule","Ostdeutschland","","","",""
"3 Weniger wichtig","1994","Realschule","Westdeutschland","","","",""
"3 Weniger wichtig","1994","Realschule","Ostdeutschland","","","",""
"3 Weniger wichtig","1994","(Fach-)Abitur","Westdeutschland","","","",""
"3 Weniger wichtig","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"3 Weniger wichtig","1994","AkademikerIn","Westdeutschland","","","",""
"3 Weniger wichtig","1994","AkademikerIn","Ostdeutschland","","","",""
"4 Ganz unwichtig","1994","(noch) kein Abschluss","Westdeutschland","","","",""
"4 Ganz unwichtig","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"4 Ganz unwichtig","1994","Hauptschule","Westdeutschland","","","",""
"4 Ganz unwichtig","1994","Hauptschule","Ostdeutschland","","","",""
"4 Ganz unwichtig","1994","Realschule","Westdeutschland","","","",""
"4 Ganz unwichtig","1994","Realschule","Ostdeutschland","","","",""
"4 Ganz unwichtig","1994","(Fach-)Abitur","Westdeutschland","","","",""
"4 Ganz unwichtig","1994","(Fach-)Abitur","Ostdeutschland","","","",""
"4 Ganz unwichtig","1994","AkademikerIn","Westdeutschland","","","",""
"4 Ganz unwichtig","1994","AkademikerIn","Ostdeutschland","","","",""
"1 Sehr wichtig","1995","(noch) kein Abschluss","Westdeutschland","36","0.146405993256269","0.101681278811328","0.191130707701211"
"1 Sehr wichtig","1995","(noch) kein Abschluss","Ostdeutschland","22","","",""
"1 Sehr wichtig","1995","Hauptschule","Westdeutschland","293","0.075375441129852","0.0670590644671237","0.0836918177925803"
"1 Sehr wichtig","1995","Hauptschule","Ostdeutschland","72","0.0697855504154432","0.0554296743411737","0.0841414264897127"
"1 Sehr wichtig","1995","Realschule","Westdeutschland","177","0.106307636196807","0.091408076358019","0.121207196035595"
"1 Sehr wichtig","1995","Realschule","Ostdeutschland","112","0.0910226023190796","0.075569693951856","0.106475510686303"
"1 Sehr wichtig","1995","(Fach-)Abitur","Westdeutschland","92","0.133739757127507","0.108997726389259","0.158481787865755"
"1 Sehr wichtig","1995","(Fach-)Abitur","Ostdeutschland","22","","",""
"1 Sehr wichtig","1995","AkademikerIn","Westdeutschland","117","0.140031983266671","0.117025663892762","0.16303830264058"
"1 Sehr wichtig","1995","AkademikerIn","Ostdeutschland","81","0.107594534370346","0.0865391757013412","0.128649893039351"
"2 Wichtig","1995","(noch) kein Abschluss","Westdeutschland","108","0.468295043154639","0.405164779206044","0.531425307103234"
"2 Wichtig","1995","(noch) kein Abschluss","Ostdeutschland","53","0.447607715239832","0.355103997904627","0.540111432575037"
"2 Wichtig","1995","Hauptschule","Westdeutschland","1257","0.321250894872246","0.306540873171238","0.335960916573254"
"2 Wichtig","1995","Hauptschule","Ostdeutschland","432","0.338923937177556","0.312253370509025","0.365594503846087"
"2 Wichtig","1995","Realschule","Westdeutschland","642","0.409007006935381","0.385241136538599","0.432772877332162"
"2 Wichtig","1995","Realschule","Ostdeutschland","464","0.333949736606165","0.308612857564565","0.359286615647764"
"2 Wichtig","1995","(Fach-)Abitur","Westdeutschland","314","0.414751063124403","0.378937712363463","0.450564413885342"
"2 Wichtig","1995","(Fach-)Abitur","Ostdeutschland","75","0.501104376596167","0.421617534754459","0.580591218437875"
"2 Wichtig","1995","AkademikerIn","Westdeutschland","393","0.452713903636974","0.419714089137191","0.485713718136756"
"2 Wichtig","1995","AkademikerIn","Ostdeutschland","327","0.403012519844925","0.369683057450117","0.436341982239733"
"3 Weniger wichtig","1995","(noch) kein Abschluss","Westdeutschland","73","0.298983521574625","0.241063300608045","0.356903742541204"
"3 Weniger wichtig","1995","(noch) kein Abschluss","Ostdeutschland","31","0.293410639183133","0.208705828266685","0.378115450099581"
"3 Weniger wichtig","1995","Hauptschule","Westdeutschland","1705","0.434965291786773","0.419348156584167","0.450582426989379"
"3 Weniger wichtig","1995","Hauptschule","Ostdeutschland","534","0.42362530579299","0.395783409853508","0.451467201732472"
"3 Weniger wichtig","1995","Realschule","Westdeutschland","680","0.396863615894363","0.373213918350187","0.420513313438539"
"3 Weniger wichtig","1995","Realschule","Ostdeutschland","680","0.518230582313899","0.491387017068407","0.545074147559392"
"3 Weniger wichtig","1995","(Fach-)Abitur","Westdeutschland","277","0.380997848836721","0.345696749803873","0.416298947869569"
"3 Weniger wichtig","1995","(Fach-)Abitur","Ostdeutschland","52","0.317422740319153","0.243424528832508","0.391420951805799"
"3 Weniger wichtig","1995","AkademikerIn","Westdeutschland","325","0.363654741946414","0.331762620569352","0.395546863323475"
"3 Weniger wichtig","1995","AkademikerIn","Ostdeutschland","378","0.430767109974166","0.397119618722088","0.464414601226243"
"4 Ganz unwichtig","1995","(noch) kein Abschluss","Westdeutschland","23","","",""
"4 Ganz unwichtig","1995","(noch) kein Abschluss","Ostdeutschland","5","","",""
"4 Ganz unwichtig","1995","Hauptschule","Westdeutschland","616","0.168408372211129","0.156619469095032","0.180197275327227"
"4 Ganz unwichtig","1995","Hauptschule","Ostdeutschland","172","0.167665206614011","0.146616476249257","0.188713936978766"
"4 Ganz unwichtig","1995","Realschule","Westdeutschland","145","0.0878217409734497","0.0741401039582943","0.101503377988605"
"4 Ganz unwichtig","1995","Realschule","Ostdeutschland","75","0.0567970787608562","0.0443626845588687","0.0692314729628437"
"4 Ganz unwichtig","1995","(Fach-)Abitur","Westdeutschland","44","0.0705113309113694","0.0519019300260684","0.0891207317966703"
"4 Ganz unwichtig","1995","(Fach-)Abitur","Ostdeutschland","3","","",""
"4 Ganz unwichtig","1995","AkademikerIn","Westdeutschland","39","0.0435993711499411","0.0300614364839293","0.0571373058159529"
"4 Ganz unwichtig","1995","AkademikerIn","Ostdeutschland","46","0.0586258358105635","0.0426629249284468","0.0745887466926802"
"1 Sehr wichtig","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"1 Sehr wichtig","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"1 Sehr wichtig","1996","Hauptschule","Westdeutschland","","","",""
"1 Sehr wichtig","1996","Hauptschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1996","Realschule","Westdeutschland","","","",""
"1 Sehr wichtig","1996","Realschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1996","(Fach-)Abitur","Westdeutschland","","","",""
"1 Sehr wichtig","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"1 Sehr wichtig","1996","AkademikerIn","Westdeutschland","","","",""
"1 Sehr wichtig","1996","AkademikerIn","Ostdeutschland","","","",""
"2 Wichtig","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"2 Wichtig","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"2 Wichtig","1996","Hauptschule","Westdeutschland","","","",""
"2 Wichtig","1996","Hauptschule","Ostdeutschland","","","",""
"2 Wichtig","1996","Realschule","Westdeutschland","","","",""
"2 Wichtig","1996","Realschule","Ostdeutschland","","","",""
"2 Wichtig","1996","(Fach-)Abitur","Westdeutschland","","","",""
"2 Wichtig","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"2 Wichtig","1996","AkademikerIn","Westdeutschland","","","",""
"2 Wichtig","1996","AkademikerIn","Ostdeutschland","","","",""
"3 Weniger wichtig","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"3 Weniger wichtig","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"3 Weniger wichtig","1996","Hauptschule","Westdeutschland","","","",""
"3 Weniger wichtig","1996","Hauptschule","Ostdeutschland","","","",""
"3 Weniger wichtig","1996","Realschule","Westdeutschland","","","",""
"3 Weniger wichtig","1996","Realschule","Ostdeutschland","","","",""
"3 Weniger wichtig","1996","(Fach-)Abitur","Westdeutschland","","","",""
"3 Weniger wichtig","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"3 Weniger wichtig","1996","AkademikerIn","Westdeutschland","","","",""
"3 Weniger wichtig","1996","AkademikerIn","Ostdeutschland","","","",""
"4 Ganz unwichtig","1996","(noch) kein Abschluss","Westdeutschland","","","",""
"4 Ganz unwichtig","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"4 Ganz unwichtig","1996","Hauptschule","Westdeutschland","","","",""
"4 Ganz unwichtig","1996","Hauptschule","Ostdeutschland","","","",""
"4 Ganz unwichtig","1996","Realschule","Westdeutschland","","","",""
"4 Ganz unwichtig","1996","Realschule","Ostdeutschland","","","",""
"4 Ganz unwichtig","1996","(Fach-)Abitur","Westdeutschland","","","",""
"4 Ganz unwichtig","1996","(Fach-)Abitur","Ostdeutschland","","","",""
"4 Ganz unwichtig","1996","AkademikerIn","Westdeutschland","","","",""
"4 Ganz unwichtig","1996","AkademikerIn","Ostdeutschland","","","",""
"1 Sehr wichtig","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"1 Sehr wichtig","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"1 Sehr wichtig","1997","Hauptschule","Westdeutschland","","","",""
"1 Sehr wichtig","1997","Hauptschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1997","Realschule","Westdeutschland","","","",""
"1 Sehr wichtig","1997","Realschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1997","(Fach-)Abitur","Westdeutschland","","","",""
"1 Sehr wichtig","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"1 Sehr wichtig","1997","AkademikerIn","Westdeutschland","","","",""
"1 Sehr wichtig","1997","AkademikerIn","Ostdeutschland","","","",""
"2 Wichtig","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"2 Wichtig","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"2 Wichtig","1997","Hauptschule","Westdeutschland","","","",""
"2 Wichtig","1997","Hauptschule","Ostdeutschland","","","",""
"2 Wichtig","1997","Realschule","Westdeutschland","","","",""
"2 Wichtig","1997","Realschule","Ostdeutschland","","","",""
"2 Wichtig","1997","(Fach-)Abitur","Westdeutschland","","","",""
"2 Wichtig","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"2 Wichtig","1997","AkademikerIn","Westdeutschland","","","",""
"2 Wichtig","1997","AkademikerIn","Ostdeutschland","","","",""
"3 Weniger wichtig","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"3 Weniger wichtig","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"3 Weniger wichtig","1997","Hauptschule","Westdeutschland","","","",""
"3 Weniger wichtig","1997","Hauptschule","Ostdeutschland","","","",""
"3 Weniger wichtig","1997","Realschule","Westdeutschland","","","",""
"3 Weniger wichtig","1997","Realschule","Ostdeutschland","","","",""
"3 Weniger wichtig","1997","(Fach-)Abitur","Westdeutschland","","","",""
"3 Weniger wichtig","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"3 Weniger wichtig","1997","AkademikerIn","Westdeutschland","","","",""
"3 Weniger wichtig","1997","AkademikerIn","Ostdeutschland","","","",""
"4 Ganz unwichtig","1997","(noch) kein Abschluss","Westdeutschland","","","",""
"4 Ganz unwichtig","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"4 Ganz unwichtig","1997","Hauptschule","Westdeutschland","","","",""
"4 Ganz unwichtig","1997","Hauptschule","Ostdeutschland","","","",""
"4 Ganz unwichtig","1997","Realschule","Westdeutschland","","","",""
"4 Ganz unwichtig","1997","Realschule","Ostdeutschland","","","",""
"4 Ganz unwichtig","1997","(Fach-)Abitur","Westdeutschland","","","",""
"4 Ganz unwichtig","1997","(Fach-)Abitur","Ostdeutschland","","","",""
"4 Ganz unwichtig","1997","AkademikerIn","Westdeutschland","","","",""
"4 Ganz unwichtig","1997","AkademikerIn","Ostdeutschland","","","",""
"1 Sehr wichtig","1998","(noch) kein Abschluss","Westdeutschland","","","",""
"1 Sehr wichtig","1998","(noch) kein Abschluss","Ostdeutschland","","","",""
"1 Sehr wichtig","1998","Hauptschule","Westdeutschland","","","",""
"1 Sehr wichtig","1998","Hauptschule","Ostdeutschland","","","",""
"1 Sehr wichtig","1998","Realschule","Westdeutschland","","","",""
"1 Sehr wichtig","1998","Realschule","Ostdeutschland","","","",""
