year,pgisced97,regtyp,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Post-secondary Non-tertiary Level,Urban regions,Yes,0.19863,38,232,0.14718,0.25008
1988,Post-secondary Non-tertiary Level,Urban regions,No,0.80137,194,232,0.74992,0.85282
1988,First Stage of Tertiary Education,Urban regions,No,0.97549,412,412,0.96054,0.99044
1988,First Stage of Tertiary Education,Rural regions,No,0.95086,108,108,0.90990,0.99182
1988,Second Stage of Tertiary Education,Urban regions,Yes,0.07413,46,590,0.05297,0.09529
1988,Second Stage of Tertiary Education,Urban regions,No,0.92587,544,590,0.90471,0.94703
1988,Second Stage of Tertiary Education,Rural regions,No,0.94739,104,104,0.90428,0.99051
1989,No answer / don't know,Urban regions,Yes,0.37264,31,118,0.28503,0.46025
1989,No answer / don't know,Urban regions,No,0.62736,87,118,0.53975,0.71497
1989,Primary Level,Urban regions,No,0.92648,546,546,0.90457,0.94839
1989,Primary Level,Rural regions,No,0.90066,81,81,0.83511,0.96620
1989,Lower Secondary Level,Urban regions,Yes,0.14040,336,2007,0.12519,0.15560
1989,Lower Secondary Level,Urban regions,No,0.85960,1671,2007,0.84440,0.87481
1989,Lower Secondary Level,Rural regions,Yes,0.11105,80,563,0.08507,0.13703
1989,Lower Secondary Level,Rural regions,No,0.88895,483,563,0.86297,0.91493
1989,Upper Secondary Level,Urban regions,Yes,0.08240,316,3616,0.07344,0.09137
1989,Upper Secondary Level,Urban regions,No,0.91760,3300,3616,0.90863,0.92656
1989,Upper Secondary Level,Rural regions,Yes,0.06320,75,1005,0.04815,0.07825
1989,Upper Secondary Level,Rural regions,No,0.93680,930,1005,0.92175,0.95185
1989,Post-secondary Non-tertiary Level,Urban regions,Yes,0.19056,38,249,0.14167,0.23944
1989,Post-secondary Non-tertiary Level,Urban regions,No,0.80944,211,249,0.76056,0.85833
1989,Post-secondary Non-tertiary Level,Rural regions,No,0.87592,35,35,0.76510,0.98673
1989,First Stage of Tertiary Education,Urban regions,No,0.96454,390,390,0.94616,0.98292
1989,First Stage of Tertiary Education,Rural regions,No,0.96415,107,107,0.92876,0.99954
1989,Second Stage of Tertiary Education,Urban regions,Yes,0.07183,41,590,0.05098,0.09268
1989,Second Stage of Tertiary Education,Urban regions,No,0.92817,549,590,0.90732,0.94902
1989,Second Stage of Tertiary Education,Rural regions,No,0.94738,101,101,0.90362,0.99114
1990,No answer / don't know,Urban regions,Yes,0.30523,33,133,0.22667,0.38379
1990,No answer / don't know,Urban regions,No,0.69477,100,133,0.61621,0.77333
1990,Primary Level,Urban regions,No,0.94403,532,532,0.92448,0.96358
1990,Primary Level,Rural regions,No,0.90104,86,86,0.83756,0.96452
1990,Lower Secondary Level,Urban regions,Yes,0.14162,342,2078,0.12663,0.15662
1990,Lower Secondary Level,Urban regions,No,0.85838,1736,2078,0.84338,0.87337
1990,Lower Secondary Level,Rural regions,Yes,0.14041,182,897,0.11766,0.16316
1990,Lower Secondary Level,Rural regions,No,0.85959,715,897,0.83684,0.88234
1990,Upper Secondary Level,No answer / don't know,No,0.94098,51,51,0.87565,1.00630
1990,Upper Secondary Level,Urban regions,Yes,0.07809,358,4308,0.07008,0.08611
1990,Upper Secondary Level,Urban regions,No,0.92191,3950,4308,0.91389,0.92992
1990,Upper Secondary Level,Rural regions,Yes,0.05505,148,2705,0.04646,0.06365
1990,Upper Secondary Level,Rural regions,No,0.94495,2557,2705,0.93635,0.95354
1990,Post-secondary Non-tertiary Level,Urban regions,Yes,0.22064,55,288,0.17266,0.26861
1990,Post-secondary Non-tertiary Level,Urban regions,No,0.77936,233,288,0.73139,0.82734
1990,Post-secondary Non-tertiary Level,Rural regions,No,0.73581,58,58,0.62135,0.85027
1990,First Stage of Tertiary Education,Urban regions,No,0.96267,460,460,0.94532,0.98001
1990,First Stage of Tertiary Education,Rural regions,No,0.96808,272,272,0.94715,0.98901
1990,Second Stage of Tertiary Education,Urban regions,Yes,0.09218,88,986,0.07411,0.11024
1990,Second Stage of Tertiary Education,Urban regions,No,0.90782,898,986,0.88976,0.92589
1990,Second Stage of Tertiary Education,Rural regions,Yes,0.07761,58,686,0.05757,0.09764
1990,Second Stage of Tertiary Education,Rural regions,No,0.92239,628,686,0.90236,0.94243
1991,No answer / don't know,Urban regions,Yes,0.40385,43,144,0.32343,0.48427
1991,No answer / don't know,Urban regions,No,0.59615,101,144,0.51573,0.67657
1991,Primary Level,Urban regions,No,0.94890,522,522,0.92999,0.96781
1991,Primary Level,Rural regions,No,0.77966,88,88,0.69256,0.86675
1991,Lower Secondary Level,Urban regions,Yes,0.13219,330,1991,0.11731,0.14707
1991,Lower Secondary Level,Urban regions,No,0.86781,1661,1991,0.85293,0.88269
1991,Lower Secondary Level,Rural regions,Yes,0.12911,157,857,0.10664,0.15157
1991,Lower Secondary Level,Rural regions,No,0.87089,700,857,0.84843,0.89336
1991,Upper Secondary Level,No answer / don't know,No,0.94254,52,52,0.87866,1.00641
1991,Upper Secondary Level,Urban regions,Yes,0.07836,369,4229,0.07026,0.08646
1991,Upper Secondary Level,Urban regions,No,0.92164,3860,4229,0.91354,0.92974
1991,Upper Secondary Level,Rural regions,Yes,0.06582,178,2626,0.05633,0.07530
1991,Upper Secondary Level,Rural regions,No,0.93418,2448,2626,0.92470,0.94367
1991,Post-secondary Non-tertiary Level,Urban regions,Yes,0.22718,58,295,0.17928,0.27507
1991,Post-secondary Non-tertiary Level,Urban regions,No,0.77282,237,295,0.72493,0.82072
1991,Post-secondary Non-tertiary Level,Rural regions,No,0.79162,57,57,0.68524,0.89800
1991,First Stage of Tertiary Education,Urban regions,No,0.94022,438,438,0.91799,0.96245
1991,First Stage of Tertiary Education,Rural regions,No,0.94465,268,268,0.91722,0.97208
1991,Second Stage of Tertiary Education,Urban regions,Yes,0.09863,111,980,0.07995,0.11731
1991,Second Stage of Tertiary Education,Urban regions,No,0.90137,869,980,0.88269,0.92005
1991,Second Stage of Tertiary Education,Rural regions,Yes,0.08796,74,677,0.06661,0.10931
1991,Second Stage of Tertiary Education,Rural regions,No,0.91204,603,677,0.89069,0.93339
1992,No answer / don't know,Urban regions,Yes,0.39681,41,148,0.31772,0.47590
1992,No answer / don't know,Urban regions,No,0.60319,107,148,0.52410,0.68228
1992,No answer / don't know,Rural regions,No,0.71614,34,34,0.56230,0.86997
1992,Pre-primary Level,Rural regions,Yes,0.99251,56,56,0.96973,1.01530
1992,Primary Level,Urban regions,No,0.95747,506,506,0.93987,0.97507
1992,Primary Level,Rural regions,No,0.89327,90,90,0.82912,0.95742
1992,Lower Secondary Level,Urban regions,Yes,0.13582,325,1934,0.12055,0.15110
1992,Lower Secondary Level,Urban regions,No,0.86418,1609,1934,0.84890,0.87945
1992,Lower Secondary Level,Rural regions,Yes,0.14844,178,835,0.12431,0.17257
1992,Lower Secondary Level,Rural regions,No,0.85156,657,835,0.82743,0.87569
1992,Upper Secondary Level,No answer / don't know,No,0.87303,60,60,0.78807,0.95798
1992,Upper Secondary Level,Urban regions,Yes,0.07509,355,4166,0.06708,0.08309
1992,Upper Secondary Level,Urban regions,No,0.92491,3811,4166,0.91691,0.93292
1992,Upper Secondary Level,Rural regions,Yes,0.07399,203,2485,0.06369,0.08428
1992,Upper Secondary Level,Rural regions,No,0.92601,2282,2485,0.91572,0.93631
1992,Post-secondary Non-tertiary Level,Urban regions,Yes,0.21409,67,299,0.16752,0.26066
1992,Post-secondary Non-tertiary Level,Urban regions,No,0.78591,232,299,0.73934,0.83248
1992,Post-secondary Non-tertiary Level,Rural regions,No,0.77773,60,60,0.67164,0.88382
1992,First Stage of Tertiary Education,Urban regions,No,0.94275,442,442,0.92106,0.96443
1992,First Stage of Tertiary Education,Rural regions,No,0.95973,276,276,0.93649,0.98297
1992,Second Stage of Tertiary Education,Urban regions,Yes,0.08337,98,996,0.06619,0.10055
1992,Second Stage of Tertiary Education,Urban regions,No,0.91663,898,996,0.89945,0.93381
1992,Second Stage of Tertiary Education,Rural regions,Yes,0.09451,70,629,0.07163,0.11739
1992,Second Stage of Tertiary Education,Rural regions,No,0.90549,559,629,0.88261,0.92837
1993,No answer / don't know,Urban regions,Yes,0.44281,49,152,0.36358,0.52204
1993,No answer / don't know,Urban regions,No,0.55719,103,152,0.47796,0.63642
1993,No answer / don't know,Rural regions,No,0.65083,36,36,0.49289,0.80876
1993,Primary Level,Urban regions,No,0.95340,491,491,0.93474,0.97206
1993,Primary Level,Rural regions,No,0.89248,93,93,0.82918,0.95578
1993,Lower Secondary Level,Urban regions,Yes,0.13227,297,1858,0.11686,0.14768
1993,Lower Secondary Level,Urban regions,No,0.86773,1561,1858,0.85232,0.88314
1993,Lower Secondary Level,Rural regions,Yes,0.14129,167,820,0.11743,0.16514
1993,Lower Secondary Level,Rural regions,No,0.85871,653,820,0.83486,0.88257
1993,Upper Secondary Level,Urban regions,Yes,0.07224,363,4192,0.06440,0.08007
1993,Upper Secondary Level,Urban regions,No,0.92776,3829,4192,0.91993,0.93560
1993,Upper Secondary Level,Rural regions,Yes,0.06891,205,2472,0.05893,0.07890
1993,Upper Secondary Level,Rural regions,No,0.93109,2267,2472,0.92110,0.94107
1993,Post-secondary Non-tertiary Level,Urban regions,Yes,0.24139,66,291,0.19214,0.29065
1993,Post-secondary Non-tertiary Level,Urban regions,No,0.75861,225,291,0.70935,0.80786
1993,Post-secondary Non-tertiary Level,Rural regions,No,0.75705,67,67,0.65358,0.86052
1993,First Stage of Tertiary Education,Urban regions,No,0.95252,441,441,0.93265,0.97239
1993,First Stage of Tertiary Education,Rural regions,No,0.95065,260,260,0.92427,0.97703
1993,Second Stage of Tertiary Education,Urban regions,Yes,0.08418,95,1017,0.06711,0.10125
1993,Second Stage of Tertiary Education,Urban regions,No,0.91582,922,1017,0.89875,0.93289
1993,Second Stage of Tertiary Education,Rural regions,Yes,0.07891,51,619,0.05765,0.10017
1993,Second Stage of Tertiary Education,Rural regions,No,0.92109,568,619,0.89983,0.94235
1994,No answer / don't know,Urban regions,Yes,0.23398,40,177,0.17143,0.29652
1994,No answer / don't know,Urban regions,No,0.76602,137,177,0.70348,0.82857
1994,No answer / don't know,Rural regions,No,0.71835,37,37,0.57141,0.86528
1994,Pre-primary Level,Urban regions,Yes,0.98680,168,168,0.96950,1.00411
1994,Pre-primary Level,Rural regions,Yes,0.96346,67,67,0.91819,1.00873
1994,Primary Level,Urban regions,No,0.94584,452,452,0.92495,0.96673
1994,Primary Level,Rural regions,No,0.89826,82,82,0.83243,0.96410
1994,Lower Secondary Level,Urban regions,Yes,0.11206,229,1734,0.09721,0.12691
1994,Lower Secondary Level,Urban regions,No,0.88794,1505,1734,0.87309,0.90279
1994,Lower Secondary Level,Rural regions,Yes,0.13409,150,758,0.10982,0.15837
1994,Lower Secondary Level,Rural regions,No,0.86591,608,758,0.84163,0.89018
1994,Upper Secondary Level,Urban regions,Yes,0.06632,332,4144,0.05874,0.07389
1994,Upper Secondary Level,Urban regions,No,0.93368,3812,4144,0.92611,0.94126
1994,Upper Secondary Level,Rural regions,Yes,0.06238,175,2424,0.05275,0.07200
1994,Upper Secondary Level,Rural regions,No,0.93762,2249,2424,0.92800,0.94725
1994,Post-secondary Non-tertiary Level,Urban regions,Yes,0.19160,58,288,0.14607,0.23713
1994,Post-secondary Non-tertiary Level,Urban regions,No,0.80840,230,288,0.76287,0.85393
1994,Post-secondary Non-tertiary Level,Rural regions,Yes,0.30861,35,102,0.21852,0.39869
1994,Post-secondary Non-tertiary Level,Rural regions,No,0.69139,67,102,0.60131,0.78148
1994,First Stage of Tertiary Education,Urban regions,Yes,0.06246,32,462,0.04037,0.08455
1994,First Stage of Tertiary Education,Urban regions,No,0.93754,430,462,0.91545,0.95963
1994,First Stage of Tertiary Education,Rural regions,No,0.97439,278,278,0.95578,0.99299
1994,Second Stage of Tertiary Education,Urban regions,Yes,0.07947,84,1040,0.06303,0.09592
1994,Second Stage of Tertiary Education,Urban regions,No,0.92053,956,1040,0.90408,0.93697
1994,Second Stage of Tertiary Education,Rural regions,Yes,0.08561,53,613,0.06344,0.10778
1994,Second Stage of Tertiary Education,Rural regions,No,0.91439,560,613,0.89222,0.93656
1995,No answer / don't know,Urban regions,Yes,0.22938,43,205,0.17169,0.28708
1995,No answer / don't know,Urban regions,No,0.77062,162,205,0.71292,0.82831
1995,No answer / don't know,Rural regions,No,0.73661,43,43,0.60340,0.86983
1995,Pre-primary Level,Urban regions,Yes,0.98965,195,195,0.97541,1.00389
1995,Pre-primary Level,Rural regions,Yes,0.97266,87,87,0.93820,1.00713
1995,Primary Level,Urban regions,No,0.96098,438,438,0.94283,0.97914
1995,Primary Level,Rural regions,No,0.95091,81,81,0.90357,0.99826
1995,Lower Secondary Level,Urban regions,Yes,0.11155,241,1729,0.09671,0.12640
1995,Lower Secondary Level,Urban regions,No,0.88845,1488,1729,0.87360,0.90329
1995,Lower Secondary Level,Rural regions,Yes,0.14239,160,763,0.11757,0.16720
1995,Lower Secondary Level,Rural regions,No,0.85761,603,763,0.83280,0.88243
1995,Upper Secondary Level,Urban regions,Yes,0.07021,356,4237,0.06252,0.07791
1995,Upper Secondary Level,Urban regions,No,0.92979,3881,4237,0.92209,0.93748
1995,Upper Secondary Level,Rural regions,Yes,0.06298,190,2489,0.05343,0.07252
1995,Upper Secondary Level,Rural regions,No,0.93702,2299,2489,0.92748,0.94657
1995,Post-secondary Non-tertiary Level,Urban regions,Yes,0.20774,69,357,0.16560,0.24988
1995,Post-secondary Non-tertiary Level,Urban regions,No,0.79226,288,357,0.75012,0.83440
1995,Post-secondary Non-tertiary Level,Rural regions,No,0.71933,83,83,0.62208,0.81659
1995,First Stage of Tertiary Education,Urban regions,No,0.95176,427,427,0.93141,0.97211
1995,First Stage of Tertiary Education,Rural regions,No,0.95527,284,284,0.93119,0.97935
1995,Second Stage of Tertiary Education,Urban regions,Yes,0.08209,102,1106,0.06591,0.09828
1995,Second Stage of Tertiary Education,Urban regions,No,0.91791,1004,1106,0.90172,0.93409
1995,Second Stage of Tertiary Education,Rural regions,Yes,0.08083,53,647,0.05981,0.10185
1995,Second Stage of Tertiary Education,Rural regions,No,0.91917,594,647,0.89815,0.94019
1996,No answer / don't know,Urban regions,Yes,0.27166,47,200,0.20985,0.33346
1996,No answer / don't know,Urban regions,No,0.72834,153,200,0.66654,0.79015
1996,No answer / don't know,Rural regions,No,0.75230,42,42,0.62016,0.88443
1996,Pre-primary Level,Urban regions,Yes,0.98871,196,196,0.97388,1.00354
1996,Pre-primary Level,Rural regions,Yes,0.93609,91,91,0.88556,0.98663
1996,Primary Level,Urban regions,No,0.95386,397,397,0.93320,0.97452
1996,Primary Level,Rural regions,No,0.94211,80,80,0.89061,0.99361
1996,Lower Secondary Level,Urban regions,Yes,0.11347,229,1646,0.09814,0.12880
1996,Lower Secondary Level,Urban regions,No,0.88653,1417,1646,0.87120,0.90186
1996,Lower Secondary Level,Rural regions,Yes,0.13690,151,739,0.11210,0.16170
1996,Lower Secondary Level,Rural regions,No,0.86310,588,739,0.83830,0.88790
1996,Upper Secondary Level,Urban regions,Yes,0.05960,320,4143,0.05239,0.06681
1996,Upper Secondary Level,Urban regions,No,0.94040,3823,4143,0.93319,0.94761
1996,Upper Secondary Level,Rural regions,Yes,0.05917,178,2472,0.04987,0.06847
1996,Upper Secondary Level,Rural regions,No,0.94083,2294,2472,0.93153,0.95013
1996,Post-secondary Non-tertiary Level,Urban regions,Yes,0.23774,70,355,0.19339,0.28209
1996,Post-secondary Non-tertiary Level,Urban regions,No,0.76226,285,355,0.71791,0.80661
1996,Post-secondary Non-tertiary Level,Rural regions,No,0.77883,87,87,0.69111,0.86655
1996,First Stage of Tertiary Education,Urban regions,No,0.95066,442,442,0.93044,0.97087
1996,First Stage of Tertiary Education,Rural regions,No,0.97790,282,282,0.96071,0.99509
1996,Second Stage of Tertiary Education,Urban regions,Yes,0.06572,78,1119,0.05119,0.08024
1996,Second Stage of Tertiary Education,Urban regions,No,0.93428,1041,1119,0.91976,0.94881
1996,Second Stage of Tertiary Education,Rural regions,Yes,0.07179,45,645,0.05186,0.09173
1996,Second Stage of Tertiary Education,Rural regions,No,0.92821,600,645,0.90827,0.94814
1997,No answer / don't know,Urban regions,Yes,0.31718,51,201,0.25268,0.38167
1997,No answer / don't know,Urban regions,No,0.68282,150,201,0.61833,0.74732
1997,No answer / don't know,Rural regions,No,0.57772,39,39,0.42067,0.73476
1997,Pre-primary Level,Urban regions,Yes,0.98100,201,201,0.96208,0.99992
1997,Pre-primary Level,Rural regions,Yes,0.94229,104,104,0.89725,0.98732
1997,Primary Level,Urban regions,No,0.94358,377,377,0.92026,0.96690
1997,Primary Level,Rural regions,No,0.94541,71,71,0.89219,0.99863
1997,Lower Secondary Level,Urban regions,Yes,0.12005,240,1617,0.10420,0.13590
1997,Lower Secondary Level,Urban regions,No,0.87995,1377,1617,0.86410,0.89580
1997,Lower Secondary Level,Rural regions,Yes,0.14510,154,712,0.11921,0.17099
1997,Lower Secondary Level,Rural regions,No,0.85490,558,712,0.82901,0.88079
1997,Upper Secondary Level,Urban regions,Yes,0.05986,303,4066,0.05257,0.06716
1997,Upper Secondary Level,Urban regions,No,0.94014,3763,4066,0.93284,0.94743
1997,Upper Secondary Level,Rural regions,Yes,0.05025,148,2414,0.04153,0.05896
1997,Upper Secondary Level,Rural regions,No,0.94975,2266,2414,0.94104,0.95847
1997,Post-secondary Non-tertiary Level,Urban regions,Yes,0.20419,54,334,0.16089,0.24748
1997,Post-secondary Non-tertiary Level,Urban regions,No,0.79581,280,334,0.75252,0.83911
1997,Post-secondary Non-tertiary Level,Rural regions,No,0.73476,90,90,0.64304,0.82648
1997,First Stage of Tertiary Education,Urban regions,No,0.95436,439,439,0.93481,0.97390
1997,First Stage of Tertiary Education,Rural regions,No,0.97607,274,274,0.95794,0.99420
1997,Second Stage of Tertiary Education,Urban regions,Yes,0.08383,92,1108,0.06750,0.10015
1997,Second Stage of Tertiary Education,Urban regions,No,0.91617,1016,1108,0.89985,0.93250
1997,Second Stage of Tertiary Education,Rural regions,Yes,0.07293,49,658,0.05304,0.09281
1997,Second Stage of Tertiary Education,Rural regions,No,0.92707,609,658,0.90719,0.94696
1998,No answer / don't know,Urban regions,Yes,0.11385,52,415,0.08325,0.14444
1998,No answer / don't know,Urban regions,No,0.88615,363,415,0.85556,0.91675
1998,No answer / don't know,Rural regions,Yes,0.15733,36,190,0.10542,0.20924
1998,No answer / don't know,Rural regions,No,0.84267,154,190,0.79076,0.89458
1998,Pre-primary Level,Urban regions,Yes,0.96590,210,210,0.94130,0.99051
1998,Pre-primary Level,Rural regions,Yes,0.96666,112,112,0.93326,1.00006
1998,Primary Level,Urban regions,No,0.95867,357,357,0.93800,0.97935
1998,Primary Level,Rural regions,No,0.86382,69,69,0.78230,0.94534
1998,Lower Secondary Level,Urban regions,Yes,0.11554,255,1762,0.10061,0.13047
1998,Lower Secondary Level,Urban regions,No,0.88446,1507,1762,0.86953,0.89939
1998,Lower Secondary Level,Rural regions,Yes,0.15727,174,777,0.13165,0.18288
1998,Lower Secondary Level,Rural regions,No,0.84273,603,777,0.81712,0.86835
1998,Upper Secondary Level,Urban regions,Yes,0.06942,333,4382,0.06189,0.07695
1998,Upper Secondary Level,Urban regions,No,0.93058,4049,4382,0.92305,0.93811
1998,Upper Secondary Level,Rural regions,Yes,0.05194,146,2641,0.04347,0.06040
1998,Upper Secondary Level,Rural regions,No,0.94806,2495,2641,0.93960,0.95653
1998,Post-secondary Non-tertiary Level,Urban regions,Yes,0.15817,55,384,0.12162,0.19471
1998,Post-secondary Non-tertiary Level,Urban regions,No,0.84183,329,384,0.80529,0.87838
1998,Post-secondary Non-tertiary Level,Rural regions,No,0.77506,97,97,0.69153,0.85858
1998,First Stage of Tertiary Education,Urban regions,No,0.95036,489,489,0.93109,0.96963
1998,First Stage of Tertiary Education,Rural regions,No,0.97542,291,291,0.95760,0.99324
1998,Second Stage of Tertiary Education,Urban regions,Yes,0.06447,78,1247,0.05083,0.07811
1998,Second Stage of Tertiary Education,Urban regions,No,0.93553,1169,1247,0.92189,0.94917
1998,Second Stage of Tertiary Education,Rural regions,Yes,0.03996,38,722,0.02566,0.05426
1998,Second Stage of Tertiary Education,Rural regions,No,0.96004,684,722,0.94574,0.97434
1999,No answer / don't know,Urban regions,Yes,0.22509,51,209,0.16833,0.28185
1999,No answer / don't know,Urban regions,No,0.77491,158,209,0.71815,0.83167
1999,No answer / don't know,Rural regions,No,0.71698,49,49,0.58954,0.84442
