year,age_gr,migback,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,30-45 y.,Direct migration background,No,0.95817,1031,1031,0.94594,0.97040
1987,46-65 y.,No migration background,No,0.98912,2264,2264,0.98484,0.99339
1987,66 and older,No migration background,No,0.99745,1008,1008,0.99433,1.00056
1988,17-29 y.,No migration background,Yes,0.39903,814,1914,0.37708,0.42097
1988,17-29 y.,No migration background,No,0.60016,1100,1914,0.57821,0.62211
1988,17-29 y.,Direct migration background,Yes,0.27100,192,768,0.23954,0.30245
1988,17-29 y.,Direct migration background,No,0.72832,576,768,0.69684,0.75980
1988,17-29 y.,Indirect migration background,Yes,0.47078,105,189,0.39943,0.54213
1988,17-29 y.,Indirect migration background,No,0.52922,84,189,0.45787,0.60057
1988,30-45 y.,No migration background,Yes,0.04479,86,2001,0.03573,0.05386
1988,30-45 y.,No migration background,No,0.95521,1915,2001,0.94614,0.96427
1988,30-45 y.,Direct migration background,No,0.96701,914,914,0.95542,0.97860
1988,46-65 y.,No migration background,No,0.99084,2177,2177,0.98684,0.99485
1989,17-29 y.,No migration background,Yes,0.40383,750,1864,0.38154,0.42611
1989,17-29 y.,No migration background,No,0.59514,1114,1864,0.57285,0.61743
1989,17-29 y.,Direct migration background,Yes,0.23634,154,739,0.20569,0.26700
1989,17-29 y.,Direct migration background,No,0.76366,585,739,0.73300,0.79431
1989,17-29 y.,Indirect migration background,Yes,0.59433,128,223,0.52974,0.65892
1989,17-29 y.,Indirect migration background,No,0.40188,95,223,0.33739,0.46638
1989,30-45 y.,No migration background,Yes,0.04814,89,1947,0.03863,0.05766
1989,30-45 y.,No migration background,No,0.95186,1858,1947,0.94234,0.96137
1989,30-45 y.,Direct migration background,No,0.96252,862,862,0.94984,0.97521
1989,46-65 y.,No migration background,No,0.99293,2052,2052,0.98931,0.99656
1989,46-65 y.,Direct migration background,No,0.99910,903,903,0.99715,1.00106
1989,66 and older,No migration background,No,0.99739,937,937,0.99412,1.00066
1990,17-29 y.,No migration background,Yes,0.36469,998,2890,0.34714,0.38224
1990,17-29 y.,No migration background,No,0.63400,1892,2890,0.61644,0.65157
1990,17-29 y.,Direct migration background,Yes,0.25046,149,703,0.21840,0.28251
1990,17-29 y.,Direct migration background,No,0.74677,554,703,0.71460,0.77894
1990,17-29 y.,Indirect migration background,Yes,0.53577,142,261,0.47515,0.59639
1990,17-29 y.,Indirect migration background,No,0.46286,119,261,0.40225,0.52347
1990,30-45 y.,No migration background,Yes,0.05295,190,3411,0.04543,0.06046
1990,30-45 y.,No migration background,No,0.94705,3221,3411,0.93954,0.95457
1990,30-45 y.,Direct migration background,No,0.97675,860,860,0.96668,0.98683
1990,46-65 y.,No migration background,Yes,0.01586,55,3260,0.01157,0.02015
1990,46-65 y.,No migration background,No,0.98403,3205,3260,0.97973,0.98833
1990,46-65 y.,Direct migration background,No,0.98362,981,981,0.97568,0.99157
1990,66 and older,No migration background,No,0.99943,1353,1353,0.99816,1.00070
1991,17-29 y.,No migration background,Yes,0.36299,953,2716,0.34490,0.38108
1991,17-29 y.,No migration background,No,0.63643,1763,2716,0.61834,0.65453
1991,17-29 y.,Direct migration background,Yes,0.27769,143,666,0.24365,0.31173
1991,17-29 y.,Direct migration background,No,0.72231,523,666,0.68827,0.75635
1991,17-29 y.,Indirect migration background,Yes,0.58266,183,313,0.52795,0.63738
1991,17-29 y.,Indirect migration background,No,0.41734,130,313,0.36262,0.47205
1991,30-45 y.,No migration background,Yes,0.07108,255,3456,0.06251,0.07965
1991,30-45 y.,No migration background,No,0.92865,3201,3456,0.92006,0.93723
1991,30-45 y.,Direct migration background,No,0.96388,815,815,0.95106,0.97670
1991,46-65 y.,No migration background,Yes,0.01447,60,3122,0.01028,0.01866
1991,46-65 y.,No migration background,No,0.98553,3062,3122,0.98134,0.98972
1991,46-65 y.,Direct migration background,No,0.99323,995,995,0.98813,0.99833
1991,66 and older,No migration background,No,0.99881,1318,1318,0.99695,1.00067
1992,17-29 y.,No migration background,Yes,0.37446,951,2575,0.35576,0.39316
1992,17-29 y.,No migration background,No,0.62501,1624,2575,0.60631,0.64372
1992,17-29 y.,Direct migration background,Yes,0.27780,127,629,0.24277,0.31284
1992,17-29 y.,Direct migration background,No,0.72220,502,629,0.68716,0.75723
1992,17-29 y.,Indirect migration background,Yes,0.60964,215,369,0.55980,0.65949
1992,17-29 y.,Indirect migration background,No,0.39036,154,369,0.34051,0.44020
1992,30-45 y.,No migration background,Yes,0.06782,261,3444,0.05942,0.07622
1992,30-45 y.,No migration background,No,0.93218,3183,3444,0.92378,0.94058
1992,30-45 y.,Direct migration background,No,0.95937,770,770,0.94542,0.97333
1992,46-65 y.,No migration background,Yes,0.01605,64,3027,0.01157,0.02052
1992,46-65 y.,No migration background,No,0.98313,2963,3027,0.97854,0.98772
1992,46-65 y.,Direct migration background,No,0.98898,986,986,0.98246,0.99550
1992,66 and older,No migration background,No,0.99957,1310,1310,0.99845,1.00069
1993,17-29 y.,No migration background,Yes,0.38956,932,2479,0.37036,0.40876
1993,17-29 y.,No migration background,No,0.61023,1547,2479,0.59102,0.62943
1993,17-29 y.,Direct migration background,Yes,0.22639,102,583,0.19239,0.26039
1993,17-29 y.,Direct migration background,No,0.77361,481,583,0.73961,0.80761
1993,17-29 y.,Indirect migration background,Yes,0.64215,240,420,0.59625,0.68805
1993,17-29 y.,Indirect migration background,No,0.35560,180,420,0.30977,0.40144
1993,30-45 y.,No migration background,Yes,0.06093,241,3410,0.05290,0.06896
1993,30-45 y.,No migration background,No,0.93907,3169,3410,0.93104,0.94710
1993,30-45 y.,Direct migration background,No,0.97266,737,737,0.96088,0.98444
1993,30-45 y.,Indirect migration background,No,0.86951,31,31,0.74897,0.99005
1993,46-65 y.,No migration background,Yes,0.01204,47,2954,0.00811,0.01598
1993,46-65 y.,No migration background,No,0.98796,2907,2954,0.98402,0.99189
1993,46-65 y.,Direct migration background,No,0.99726,985,985,0.99399,1.00053
1994,17-29 y.,No migration background,Yes,0.36447,858,2385,0.34515,0.38379
1994,17-29 y.,No migration background,No,0.63553,1527,2385,0.61621,0.65485
1994,17-29 y.,Direct migration background,Yes,0.20922,88,522,0.17429,0.24415
1994,17-29 y.,Direct migration background,No,0.79078,434,522,0.75585,0.82571
1994,17-29 y.,Indirect migration background,Yes,0.58616,229,437,0.53993,0.63239
1994,17-29 y.,Indirect migration background,No,0.41278,208,437,0.36656,0.45899
1994,30-45 y.,No migration background,Yes,0.06242,217,3394,0.05428,0.07056
1994,30-45 y.,No migration background,No,0.93758,3177,3394,0.92944,0.94572
1994,30-45 y.,Direct migration background,No,0.96816,697,697,0.95512,0.98121
1994,30-45 y.,Indirect migration background,No,0.92758,40,40,0.84624,1.00893
1994,46-65 y.,No migration background,Yes,0.01566,51,2928,0.01116,0.02016
1994,46-65 y.,No migration background,No,0.98434,2877,2928,0.97984,0.98884
1994,46-65 y.,Direct migration background,No,0.99361,949,949,0.98853,0.99868
1994,66 and older,No migration background,No,0.99752,1317,1317,0.99483,1.00021
1995,17-29 y.,No migration background,Yes,0.40677,923,2310,0.38673,0.42681
1995,17-29 y.,No migration background,No,0.59254,1387,2310,0.57250,0.61258
1995,17-29 y.,Direct migration background,Yes,0.32240,149,604,0.28509,0.35970
1995,17-29 y.,Direct migration background,No,0.67760,455,604,0.64030,0.71491
1995,17-29 y.,Indirect migration background,Yes,0.56562,225,441,0.51930,0.61193
1995,17-29 y.,Indirect migration background,No,0.43194,216,441,0.38565,0.47822
1995,30-45 y.,No migration background,Yes,0.05523,204,3469,0.04763,0.06284
1995,30-45 y.,No migration background,No,0.94459,3265,3469,0.93698,0.95220
1995,30-45 y.,Direct migration background,Yes,0.05530,35,923,0.04055,0.07005
1995,30-45 y.,Direct migration background,No,0.94470,888,923,0.92995,0.95945
1995,30-45 y.,Indirect migration background,No,0.91816,45,45,0.83717,0.99916
1995,46-65 y.,No migration background,Yes,0.01503,55,2915,0.01061,0.01945
1995,46-65 y.,No migration background,No,0.98497,2860,2915,0.98055,0.98939
1995,46-65 y.,Direct migration background,No,0.98729,1035,1035,0.98046,0.99412
1995,66 and older,No migration background,No,0.99832,1304,1304,0.99610,1.00055
1996,17-29 y.,No migration background,Yes,0.40303,861,2165,0.38237,0.42370
1996,17-29 y.,No migration background,No,0.59666,1304,2165,0.57599,0.61733
1996,17-29 y.,Direct migration background,Yes,0.30299,124,535,0.26401,0.34197
1996,17-29 y.,Direct migration background,No,0.69701,411,535,0.65803,0.73599
1996,17-29 y.,Indirect migration background,Yes,0.49340,210,462,0.44776,0.53904
1996,17-29 y.,Indirect migration background,No,0.50660,252,462,0.46096,0.55224
1996,30-45 y.,No migration background,Yes,0.05731,207,3518,0.04963,0.06500
1996,30-45 y.,No migration background,No,0.94269,3311,3518,0.93500,0.95037
1996,30-45 y.,Direct migration background,Yes,0.05112,36,853,0.03633,0.06591
1996,30-45 y.,Direct migration background,No,0.94888,817,853,0.93409,0.96367
1996,30-45 y.,Indirect migration background,No,0.92529,61,61,0.85876,0.99182
1996,46-65 y.,No migration background,Yes,0.01437,54,2908,0.01004,0.01869
1996,46-65 y.,No migration background,No,0.98525,2854,2908,0.98087,0.98963
1996,46-65 y.,Direct migration background,No,0.99070,976,976,0.98467,0.99672
1996,66 and older,No migration background,No,0.99339,1310,1310,0.98900,0.99778
1997,17-29 y.,No migration background,Yes,0.42850,869,2077,0.40721,0.44979
1997,17-29 y.,No migration background,No,0.57105,1208,2077,0.54976,0.59234
1997,17-29 y.,Direct migration background,Yes,0.26450,108,477,0.22488,0.30413
1997,17-29 y.,Direct migration background,No,0.73021,369,477,0.69034,0.77009
1997,17-29 y.,Indirect migration background,Yes,0.51486,225,474,0.46982,0.55990
1997,17-29 y.,Indirect migration background,No,0.48514,249,474,0.44010,0.53018
1997,30-45 y.,No migration background,Yes,0.06507,220,3474,0.05686,0.07327
1997,30-45 y.,No migration background,No,0.93493,3254,3474,0.92673,0.94314
1997,30-45 y.,Direct migration background,Yes,0.05637,35,821,0.04059,0.07216
1997,30-45 y.,Direct migration background,No,0.94363,786,821,0.92784,0.95941
1997,30-45 y.,Indirect migration background,No,0.97059,64,64,0.92887,1.01231
1997,46-65 y.,No migration background,Yes,0.01263,39,2897,0.00856,0.01669
1997,46-65 y.,No migration background,No,0.98728,2858,2897,0.98319,0.99136
1997,46-65 y.,Direct migration background,No,0.99550,935,935,0.99121,0.99979
1998,17-29 y.,No migration background,Yes,0.43628,958,2245,0.41576,0.45680
1998,17-29 y.,No migration background,No,0.56268,1287,2245,0.54215,0.58320
1998,17-29 y.,Direct migration background,Yes,0.30601,110,435,0.26266,0.34937
1998,17-29 y.,Direct migration background,No,0.69399,325,435,0.65063,0.73734
1998,17-29 y.,Indirect migration background,Yes,0.50777,232,483,0.46314,0.55241
1998,17-29 y.,Indirect migration background,No,0.49223,251,483,0.44759,0.53686
1998,30-45 y.,No migration background,Yes,0.05528,199,3953,0.04815,0.06240
1998,30-45 y.,No migration background,No,0.94472,3754,3953,0.93760,0.95185
1998,30-45 y.,Direct migration background,No,0.95536,759,759,0.94066,0.97006
1998,30-45 y.,Indirect migration background,No,0.92850,80,80,0.87168,0.98532
1998,46-65 y.,No migration background,No,0.99308,3416,3416,0.99030,0.99586
1998,46-65 y.,Direct migration background,No,0.98518,922,922,0.97738,0.99299
1998,66 and older,No migration background,No,0.99930,1601,1601,0.99801,1.00060
1999,17-29 y.,No migration background,Yes,0.45471,934,2124,0.43353,0.47590
1999,17-29 y.,No migration background,No,0.54529,1190,2124,0.52410,0.56647
1999,17-29 y.,Direct migration background,Yes,0.24929,88,368,0.20503,0.29355
1999,17-29 y.,Direct migration background,No,0.75071,280,368,0.70645,0.79497
1999,17-29 y.,Indirect migration background,Yes,0.54140,236,481,0.49682,0.58598
1999,17-29 y.,Indirect migration background,No,0.45860,245,481,0.41402,0.50318
1999,30-45 y.,No migration background,Yes,0.06121,229,3874,0.05366,0.06875
1999,30-45 y.,No migration background,No,0.93879,3645,3874,0.93125,0.94634
1999,30-45 y.,Direct migration background,No,0.97713,723,723,0.96622,0.98803
1999,30-45 y.,Indirect migration background,No,0.90958,92,92,0.85066,0.96851
1999,46-65 y.,No migration background,Yes,0.00988,38,3323,0.00652,0.01324
1999,46-65 y.,No migration background,No,0.99012,3285,3323,0.98676,0.99348
1999,46-65 y.,Direct migration background,No,0.98479,840,840,0.97651,0.99307
1999,66 and older,No migration background,No,0.99827,1542,1542,0.99619,1.00034
1999,66 and older,Direct migration background,No,0.99621,247,247,0.98852,1.00389
2000,17-29 y.,No migration background,Yes,0.45266,1614,3373,0.43586,0.46946
2000,17-29 y.,No migration background,No,0.54505,1759,3373,0.52824,0.56186
2000,17-29 y.,Direct migration background,Yes,0.31267,189,592,0.27530,0.35005
2000,17-29 y.,Direct migration background,No,0.68733,403,592,0.64995,0.72470
2000,17-29 y.,Indirect migration background,Yes,0.46267,289,613,0.42316,0.50217
2000,17-29 y.,Indirect migration background,No,0.53733,324,613,0.49783,0.57684
2000,30-45 y.,No migration background,Yes,0.05173,343,6830,0.04648,0.05699
2000,30-45 y.,No migration background,No,0.94827,6487,6830,0.94301,0.95352
2000,30-45 y.,Direct migration background,Yes,0.02999,38,1175,0.02023,0.03974
2000,30-45 y.,Direct migration background,No,0.97001,1137,1175,0.96026,0.97977
2000,30-45 y.,Indirect migration background,No,0.98443,155,155,0.96487,1.00398
2000,46-65 y.,No migration background,Yes,0.01329,95,6556,0.01052,0.01606
2000,46-65 y.,No migration background,No,0.98671,6461,6556,0.98394,0.98948
2000,46-65 y.,Direct migration background,No,0.99358,1177,1177,0.98901,0.99814
2000,66 and older,No migration background,No,0.99812,3219,3219,0.99663,0.99962
2000,66 and older,Direct migration background,No,0.99783,354,354,0.99299,1.00268
2001,17-29 y.,No migration background,Yes,0.48209,1547,3055,0.46436,0.49981
2001,17-29 y.,No migration background,No,0.51791,1508,3055,0.50019,0.53564
2001,17-29 y.,Direct migration background,Yes,0.37054,180,497,0.32804,0.41304
2001,17-29 y.,Direct migration background,No,0.62946,317,497,0.58696,0.67196
2001,17-29 y.,Indirect migration background,Yes,0.49190,267,547,0.44996,0.53383
2001,17-29 y.,Indirect migration background,No,0.50810,280,547,0.46617,0.55004
2001,30-45 y.,No migration background,Yes,0.04920,288,6120,0.04378,0.05461
2001,30-45 y.,No migration background,No,0.95080,5832,6120,0.94539,0.95622
2001,30-45 y.,Direct migration background,Yes,0.05730,45,1039,0.04316,0.07144
2001,30-45 y.,Direct migration background,No,0.94270,994,1039,0.92856,0.95684
2001,30-45 y.,Indirect migration background,No,0.96884,162,162,0.94200,0.99568
2001,46-65 y.,No migration background,Yes,0.01559,91,6019,0.01246,0.01872
2001,46-65 y.,No migration background,No,0.98441,5928,6019,0.98128,0.98754
2001,46-65 y.,Direct migration background,No,0.98625,1035,1035,0.97915,0.99334
2001,66 and older,No migration background,No,0.99806,3039,3039,0.99649,0.99962
2002,17-29 y.,No migration background,Yes,0.50354,1749,3176,0.48615,0.52093
2002,17-29 y.,No migration background,No,0.49628,1427,3176,0.47889,0.51367
2002,17-29 y.,Direct migration background,Yes,0.41808,175,441,0.37199,0.46417
2002,17-29 y.,Direct migration background,No,0.58192,266,441,0.53583,0.62801
2002,17-29 y.,Indirect migration background,Yes,0.53021,258,524,0.48744,0.57298
2002,17-29 y.,Indirect migration background,No,0.46979,266,524,0.42702,0.51256
2002,30-45 y.,No migration background,Yes,0.05210,300,6283,0.04660,0.05759
2002,30-45 y.,No migration background,No,0.94790,5983,6283,0.94241,0.95340
2002,30-45 y.,Direct migration background,Yes,0.04933,35,969,0.03569,0.06298
2002,30-45 y.,Direct migration background,No,0.95067,934,969,0.93702,0.96431
2002,30-45 y.,Indirect migration background,No,0.94377,175,175,0.90954,0.97800
2002,46-65 y.,No migration background,Yes,0.01062,91,6773,0.00817,0.01306
2002,46-65 y.,No migration background,No,0.98938,6682,6773,0.98694,0.99183
2002,46-65 y.,Direct migration background,No,0.99449,1035,1035,0.98998,0.99900
2002,66 and older,No migration background,No,0.99875,3225,3225,0.99754,0.99997
2003,17-29 y.,No migration background,Yes,0.48612,1694,3121,0.46858,0.50366
2003,17-29 y.,No migration background,No,0.51388,1427,3121,0.49634,0.53142
2003,17-29 y.,Direct migration background,Yes,0.44538,164,380,0.39534,0.49542
2003,17-29 y.,Direct migration background,No,0.55462,216,380,0.50458,0.60466
2003,17-29 y.,Indirect migration background,Yes,0.48555,249,506,0.44195,0.52914
2003,17-29 y.,Indirect migration background,No,0.51445,257,506,0.47086,0.55805
2003,30-45 y.,No migration background,Yes,0.05224,278,5829,0.04653,0.05795
2003,30-45 y.,No migration background,No,0.94776,5551,5829,0.94205,0.95347
2003,30-45 y.,Direct migration background,No,0.96352,864,864,0.95101,0.97603
2003,30-45 y.,Indirect migration background,No,0.94647,202,202,0.91535,0.97759
2003,46-65 y.,No migration background,Yes,0.00984,68,6539,0.00745,0.01224
2003,46-65 y.,No migration background,No,0.99013,6471,6539,0.98773,0.99253
2003,46-65 y.,Direct migration background,No,0.98753,978,978,0.98058,0.99449
2003,66 and older,No migration background,No,0.99804,3275,3275,0.99652,0.99955
2003,66 and older,Direct migration background,No,0.99773,356,356,0.99277,1.00268
2004,17-29 y.,No migration background,Yes,0.50024,1717,3069,0.48254,0.51793
2004,17-29 y.,No migration background,No,0.49976,1352,3069,0.48207,0.51746
2004,17-29 y.,Direct migration background,Yes,0.42751,154,372,0.37717,0.47785
2004,17-29 y.,Direct migration background,No,0.56121,218,372,0.51072,0.61171
2004,17-29 y.,Indirect migration background,Yes,0.55684,278,517,0.51398,0.59970
2004,17-29 y.,Indirect migration background,No,0.44316,239,517,0.40030,0.48602
2004,30-45 y.,No migration background,Yes,0.04733,246,5459,0.04170,0.05297
2004,30-45 y.,No migration background,No,0.95267,5213,5459,0.94703,0.95830
2004,30-45 y.,Direct migration background,No,0.96558,822,822,0.95311,0.97805
2004,30-45 y.,Indirect migration background,No,0.95600,209,209,0.92813,0.98388
2004,46-65 y.,No migration background,Yes,0.00863,61,6364,0.00636,0.01090
2004,46-65 y.,No migration background,No,0.99137,6303,6364,0.98910,0.99364
2004,46-65 y.,Direct migration background,No,0.99737,949,949,0.99411,1.00063
2004,66 and older,No migration background,No,0.99707,3375,3375,0.99525,0.99889
2004,66 and older,Direct migration background,No,0.99798,362,362,0.99336,1.00261
2005,17-29 y.,No migration background,Yes,0.50650,1669,2990,0.48858,0.52443
2005,17-29 y.,No migration background,No,0.49350,1321,2990,0.47557,0.51142
2005,17-29 y.,Direct migration background,Yes,0.43295,139,315,0.37814,0.48775
2005,17-29 y.,Direct migration background,No,0.56366,176,315,0.50881,0.61852
2005,17-29 y.,Indirect migration background,Yes,0.50952,276,523,0.46664,0.55241
2005,17-29 y.,Indirect migration background,No,0.49048,247,523,0.44759,0.53336
2005,30-45 y.,No migration background,Yes,0.04526,195,5049,0.03953,0.05100
2005,30-45 y.,No migration background,No,0.95474,4854,5049,0.94900,0.96047
2005,30-45 y.,Direct migration background,No,0.96950,774,774,0.95738,0.98162
2005,30-45 y.,Indirect migration background,No,0.95550,229,229,0.92874,0.98227
2005,46-65 y.,No migration background,Yes,0.01218,71,6077,0.00942,0.01494
2005,46-65 y.,No migration background,No,0.98778,6006,6077,0.98502,0.99054
2005,46-65 y.,Direct migration background,No,0.99403,885,885,0.98895,0.99911
2005,66 and older,No migration background,No,0.99799,3380,3380,0.99649,0.99950
2006,17-29 y.,No migration background,Yes,0.42179,1441,2884,0.40377,0.43982
2006,17-29 y.,No migration background,No,0.51331,1443,2884,0.49506,0.53155
2006,17-29 y.,Direct migration background,Yes,0.39067,128,322,0.33729,0.44404
2006,17-29 y.,Direct migration background,No,0.58411,194,322,0.53019,0.63802
2006,17-29 y.,Indirect migration background,Yes,0.44130,233,474,0.39655,0.48605
2006,17-29 y.,Indirect migration background,No,0.49401,241,474,0.44895,0.53907
2006,30-45 y.,No migration background,Yes,0.03489,170,5219,0.02991,0.03987
2006,30-45 y.,No migration background,No,0.96511,5049,5219,0.96013,0.97009
2006,30-45 y.,Direct migration background,No,0.97322,762,762,0.96175,0.98469
2006,30-45 y.,Indirect migration background,No,0.91413,259,259,0.87995,0.94832
2006,46-65 y.,No migration background,Yes,0.00670,47,6645,0.00474,0.00866
2006,46-65 y.,No migration background,No,0.99330,6598,6645,0.99134,0.99526
2006,46-65 y.,Direct migration background,No,0.99147,877,877,0.98538,0.99756
2006,66 and older,No migration background,No,0.99875,4023,4023,0.99765,0.99984
2007,17-29 y.,No migration background,Yes,0.41908,1389,2683,0.40041,0.43775
2007,17-29 y.,No migration background,No,0.49665,1294,2683,0.47772,0.51557
2007,17-29 y.,Direct migration background,Yes,0.41214,116,268,0.35310,0.47119
2007,17-29 y.,Direct migration background,No,0.52814,152,268,0.46826,0.58802
2007,17-29 y.,Indirect migration background,Yes,0.37102,202,447,0.32619,0.41586
2007,17-29 y.,Indirect migration background,No,0.54666,245,447,0.50045,0.59286
2007,30-45 y.,No migration background,Yes,0.04037,165,4752,0.03477,0.04597
2007,30-45 y.,No migration background,No,0.95963,4587,4752,0.95403,0.96523
2007,30-45 y.,Direct migration background,No,0.96185,663,663,0.94726,0.97644
2007,30-45 y.,Indirect migration background,No,0.96231,260,260,0.93912,0.98550
2007,46-65 y.,No migration background,Yes,0.01002,65,6220,0.00754,0.01249
2007,46-65 y.,No migration background,No,0.98998,6155,6220,0.98751,0.99246
2007,46-65 y.,Direct migration background,No,0.99358,784,784,0.98799,0.99918
2007,66 and older,No migration background,No,0.99872,3953,3953,0.99760,0.99983
2008,17-29 y.,No migration background,Yes,0.44371,1321,2497,0.42422,0.46320
2008,17-29 y.,No migration background,No,0.48677,1176,2497,0.46716,0.50638
2008,17-29 y.,Direct migration background,Yes,0.38313,90,225,0.31946,0.44679
2008,17-29 y.,Direct migration background,No,0.60386,135,225,0.53980,0.66791
2008,17-29 y.,Indirect migration background,Yes,0.36262,213,435,0.31739,0.40785
2008,17-29 y.,Indirect migration background,No,0.51977,222,435,0.47277,0.56678
2008,30-45 y.,No migration background,Yes,0.04251,157,4296,0.03648,0.04854
2008,30-45 y.,No migration background,No,0.95749,4139,4296,0.95146,0.96352
2008,30-45 y.,Direct migration background,No,0.97655,589,589,0.96432,0.98878
2008,30-45 y.,Indirect migration background,No,0.94930,250,250,0.92205,0.97655
2008,46-65 y.,No migration background,Yes,0.00676,43,5935,0.00468,0.00884
2008,46-65 y.,No migration background,No,0.99324,5892,5935,0.99116,0.99532
2008,46-65 y.,Direct migration background,No,0.98596,702,702,0.97724,0.99467
2008,66 and older,No migration background,No,0.99837,3912,3912,0.99711,0.99964
2009,17-29 y.,No migration background,Yes,0.45405,1215,2293,0.43367,0.47444
2009,17-29 y.,No migration background,No,0.48395,1078,2293,0.46349,0.50441
2009,17-29 y.,Direct migration background,Yes,0.37388,69,174,0.30178,0.44598
2009,17-29 y.,Direct migration background,No,0.57103,105,174,0.49728,0.64478
2009,17-29 y.,Indirect migration background,Yes,0.43931,196,388,0.38986,0.48876
2009,17-29 y.,Indirect migration background,No,0.47322,192,388,0.42347,0.52296
2009,30-45 y.,No migration background,Yes,0.04096,147,3876,0.03472,0.04720
2009,30-45 y.,No migration background,No,0.95904,3729,3876,0.95280,0.96528
2009,30-45 y.,Direct migration background,No,0.94698,509,509,0.92750,0.96647
2009,30-45 y.,Indirect migration background,No,0.94628,256,256,0.91861,0.97395
2009,46-65 y.,No migration background,Yes,0.00783,42,5660,0.00554,0.01013
2009,46-65 y.,No migration background,No,0.99217,5618,5660,0.98987,0.99446
2009,46-65 y.,Direct migration background,No,0.98450,612,612,0.97471,0.99430
2009,46-65 y.,Indirect migration background,No,0.98252,45,45,0.94381,1.02124
2009,66 and older,No migration background,No,0.99851,3816,3816,0.99729,0.99974
2010,17-29 y.,No migration background,Yes,0.48986,1378,2956,0.47183,0.50788
2010,17-29 y.,No migration background,No,0.45364,1578,2956,0.43569,0.47159
2010,17-29 y.,Direct migration background,Yes,0.42411,129,489,0.38026,0.46795
2010,17-29 y.,Direct migration background,No,0.54963,360,489,0.50549,0.59377
2010,17-29 y.,Indirect migration background,Yes,0.52913,245,475,0.48419,0.57406
