year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2002,Urban regions,Tenant,4375,60.38251155486048,59.888242118696084,60.87678099102487,39.0,50.0,75.0,1.0,129.0,50.0,50.0,50.0
2002,Rural regions,Owner,,,,,,,,,,,,
2002,Rural regions,Tenant,1631,60.91917790296538,60.16747609053276,61.670879715398,40.0,50.0,75.0,9.0,127.5,50.0,45.0,50.0
2003,Urban regions,Owner,,,,,,,,,,,,
2003,Urban regions,Tenant,4227,64.164296169045,63.62049886202699,64.70809347606301,40.0,52.0,80.0,6.0,140.0,52.0,49.0,52.0
2003,Rural regions,Owner,,,,,,,,,,,,
2003,Rural regions,Tenant,1563,65.91056414824662,65.02167599016023,66.79945230633301,41.0,60.0,80.0,6.0,138.5,60.0,60.0,68.0
2004,Urban regions,Owner,,,,,,,,,,,,
2004,Urban regions,Tenant,4107,67.75018631141354,67.17806105197668,68.3223115708504,43.0,60.0,80.0,5.0,135.5,60.0,60.0,60.0
2004,Rural regions,Owner,,,,,,,,,,,,
2004,Rural regions,Tenant,1513,66.29326151956018,65.33623580570102,67.25028723341933,42.69702133193573,60.0,80.0,5.0,135.9544680020964,60.0,60.0,64.0
2005,Urban regions,Owner,,,,,,,,,,,,
2005,Urban regions,Tenant,4001,70.63780093860446,70.02487046666009,71.25073141054882,45.0,60.0,87.27382998731655,2.0,150.68457496829137,60.0,60.0,60.0
2005,Rural regions,Owner,,,,,,,,,,,,
2005,Rural regions,Tenant,1450,69.51604570595016,68.62002098752599,70.41207042437433,46.0,60.0,88.0,2.0,151.0,60.0,56.974999999999994,60.0
2006,Urban regions,Owner,,,,,,,,,,,,
2006,Urban regions,Tenant,4244,77.47109846609726,76.85549653811125,78.08670039408327,50.0,70.0,100.0,1.0,175.0,70.0,70.0,70.0
2006,Rural regions,Owner,,,,,,,,,,,,
2006,Rural regions,Tenant,1641,75.89302352375996,74.94667042400418,76.83937662351575,50.0,67.0,100.0,1.0,175.0,67.0,64.0,69.0
2007,Urban regions,Owner,,,,,,,,,,,,
2007,Urban regions,Tenant,3936,83.60017755435481,82.87557182243867,84.32478328627096,50.0,75.0,100.0,9.0,175.0,75.0,72.0,78.025
2007,Rural regions,Owner,,,,,,,,,,,,
2007,Rural regions,Tenant,1519,79.99286900830363,78.89275884661973,81.09297916998753,50.0,70.0,100.0,6.0,175.0,70.0,66.975,75.0
2008,Urban regions,Owner,,,,,,,,,,,,
2008,Urban regions,Tenant,3681,86.35483358666278,85.55073374100019,87.15893343232537,51.0,76.0,102.0,5.0,178.5,76.0,72.0,78.0
2008,Rural regions,Owner,,,,,,,,,,,,
2008,Rural regions,Tenant,1417,82.14681828745587,80.8935663324125,83.40007024249924,50.0,70.0,100.0,10.0,175.0,70.0,65.0,70.0
2009,Urban regions,Owner,,,,,,,,,,,,
2009,Urban regions,Tenant,3420,87.50739816310286,86.69597989045974,88.31881643574599,50.0,80.0,100.0,5.0,175.0,80.0,80.0,85.0
2009,Rural regions,Owner,,,,,,,,,,,,
2009,Rural regions,Tenant,1364,85.80490371054663,84.57408563538345,87.0357217857098,50.0,75.0,100.0,9.0,175.0,75.0,70.0,80.0
2010,Urban regions,Owner,,,,,,,,,,,,
2010,Urban regions,Tenant,5041,86.50840661157343,85.85420413557921,87.16260908756766,50.0,80.0,100.0,0.0,175.0,80.0,80.0,85.0
2010,Rural regions,Owner,,,,,,,,,,,,
2010,Rural regions,Tenant,2037,83.60401360756944,82.65429061664558,84.5537365984933,50.0,75.0,100.0,4.0,175.0,75.0,70.0,80.0
2011,Urban regions,Owner,,,,,,,,,,,,
2011,Urban regions,Tenant,5893,88.58283729223494,87.97311016640131,89.19256441806857,55.0,80.0,106.0,0.0,182.5,80.0,80.0,80.0
2011,Rural regions,Owner,,,,,,,,,,,,
2011,Rural regions,Tenant,2539,87.37306812962153,86.45905922631346,88.2870770329296,50.0,79.0,100.0,0.0,175.0,79.0,78.0,84.05
2012,Urban regions,Owner,,,,,,,,,,,,
2012,Urban regions,Tenant,5704,89.61954622073758,88.9941469309509,90.24494551052425,54.0,80.0,110.0,2.0,194.0,80.0,80.0,80.0
2012,Rural regions,Owner,,,,,,,,,,,,
2012,Rural regions,Tenant,2563,87.81125931771048,86.93869137806237,88.68382725735859,54.0,80.0,106.96930593508655,2.0,186.42326483771637,80.0,80.0,85.0
2013,Urban regions,Owner,,,,,,,,,,,,
2013,Urban regions,Tenant,6932,88.35640066863651,87.80124687164644,88.91155446562658,54.0,80.0,104.0,0.0,179.0,80.0,80.0,80.0
2013,Rural regions,Owner,,,,,,,,,,,,
2013,Rural regions,Tenant,2799,90.31405476566015,89.3733676222843,91.25474190903599,55.0,80.0,110.0,0.0,192.5,80.0,80.0,82.0
2014,Urban regions,Owner,,,,,,,,,,,,
2014,Urban regions,Tenant,5881,87.88032911083124,87.2742872097494,88.48637101191308,53.0,80.0,106.0,3.0,185.5,80.0,80.0,80.0
2014,Rural regions,Owner,,,,,,,,,,,,
2014,Rural regions,Tenant,2504,90.24582729478608,89.23820528871433,91.25344930085784,55.0,80.0,106.0,4.0,182.5,80.0,80.0,85.0
2015,Urban regions,Owner,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Urban regions,Tenant,6244,78.65454497990801,78.07945406807046,79.22963589174556,50.0,70.0,100.0,0.0,175.0,70.0,66.0,70.0
2015,Rural regions,Owner,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Rural regions,Tenant,2631,80.63279962243095,79.68453998077887,81.58105926408304,50.0,73.0,100.0,0.0,175.0,73.0,71.0,76.0
2016,Urban regions,Owner,,,,,,,,,,,,
2016,Urban regions,Tenant,5206,83.89889111114186,83.28088393693126,84.51689828535247,50.0,75.0,100.0,2.0,175.0,75.0,73.0,80.0
2016,Rural regions,Owner,,,,,,,,,,,,
2016,Rural regions,Tenant,2216,86.00920560745548,85.02570522852449,86.99270598638648,50.0,75.0,100.0,9.0,175.0,75.0,70.0,80.0
2017,Urban regions,Owner,,,,,,,,,,,,
2017,Urban regions,Tenant,5532,84.0122286290301,83.43963254729493,84.58482471076528,50.0,75.0,100.0,5.0,175.0,75.0,70.0,77.0
2017,Rural regions,Owner,,,,,,,,,,,,
2017,Rural regions,Tenant,2397,84.08815465680806,83.24167597761947,84.93463333599665,50.0,80.0,100.0,1.0,175.0,80.0,80.0,85.0
2018,Urban regions,Owner,,,,,,,,,,,,
2018,Urban regions,Tenant,5657,85.32803235970019,84.73868657465866,85.91737814474172,52.0,80.0,100.0,1.0,172.0,80.0,80.0,83.0
2018,Rural regions,Owner,,,,,,,,,,,,
2018,Rural regions,Tenant,2352,84.01331975498603,83.1396632911554,84.88697621881666,51.0,75.0,100.0,2.0,173.5,75.0,70.0,80.0
2019,Urban regions,Owner,,,,,,,,,,,,
2019,Urban regions,Tenant,5122,84.80633553262929,84.1878793937836,85.42479167147498,50.0,78.0,100.0,1.0,175.0,78.0,76.0,81.0
2019,Rural regions,Owner,,,,,,,,,,,,
2019,Rural regions,Tenant,2120,84.62208665106454,83.61682348588423,85.62734981624484,50.09704065064727,75.0,100.0,12.0,174.8544390240291,75.0,70.0,80.0
2020,Urban regions,Owner,,,,,,,,,,,,
2020,Urban regions,Tenant,7969,83.86782675169786,83.3695664606758,84.36608704271993,50.0,75.0,100.0,1.0,175.0,75.0,70.0,80.0
2020,Rural regions,Owner,,,,,,,,,,,,
2020,Rural regions,Tenant,2822,86.24973961599306,85.40914217566508,87.09033705632105,50.0,78.0,100.0,2.0,175.0,78.0,76.0,83.0
2021,Urban regions,Owner,,,,,,,,,,,,
2021,Urban regions,Tenant,5067,90.37252382524888,89.6327652300035,91.11228242049425,54.0,80.0,104.0,2.0,179.0,80.0,80.0,80.0
2021,Rural regions,Owner,,,,,,,,,,,,
2021,Rural regions,Tenant,1834,91.56759446015982,90.41910758288333,92.71608133743632,60.0,80.0,110.0,13.0,185.0,80.0,76.0,80.0
