year,hhtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1990,Multi-generational household,Tenant,81,53.79472,45.03265,62.55680,18.22000,42.72854,81.00000,0.00000,175.17000,,,
1990,Other Combinations,Owner,,,,,,,,,,,,
1990,Other Combinations,Tenant,78,53.85191,46.49195,61.21187,25.00000,51.00000,67.52655,5.00000,131.31639,,,
1991,Single-person household,Owner,,,,,,,,,,,,
1991,Single-person household,Tenant,1014,45.69416,44.01333,47.37499,25.00000,43.00000,58.00000,0.00000,107.50000,,,
1991,Couple without children,Owner,,,,,,,,,,,,
1991,Couple without children,Tenant,1034,56.88636,54.90148,58.87125,35.00000,51.00000,76.00000,0.00000,137.50000,,,
1991,Single parent,Owner,,,,,,,,,,,,
1991,Single parent,Tenant,264,58.30375,54.07933,62.52818,35.00000,51.00000,76.00000,2.00000,137.50000,,,
1991,Couple with children,No answer / don't know,,,,,,,,,,,,
1991,Couple with children,Owner,,,,,,,,,,,,
1991,Couple with children,Tenant,1778,65.37524,63.56835,67.18213,35.00000,61.00000,86.00000,0.00000,162.50000,,,
1991,Multi-generational household,Owner,,,,,,,,,,,,
1991,Multi-generational household,Tenant,73,63.95996,53.10015,74.81976,22.72449,59.37740,85.47604,5.00000,179.60336,,,
1991,Other Combinations,Owner,,,,,,,,,,,,
1991,Other Combinations,Tenant,88,56.50164,49.56153,63.44176,32.34692,51.00000,76.00000,9.00000,141.47962,,,
1992,Single-person household,Owner,,,,,,,,,,,,
1992,Single-person household,Tenant,990,53.29856,51.61903,54.97809,35.00000,51.00000,66.00000,5.00000,112.50000,,,
1992,Couple without children,Owner,,,,,,,,,,,,
1992,Couple without children,Tenant,1038,67.77748,65.93560,69.61936,46.00000,61.00000,86.00000,5.00000,146.00000,,,
1992,Single parent,Owner,,,,,,,,,,,,
1992,Single parent,Tenant,273,73.90509,69.68269,78.12749,51.00000,67.30764,92.79629,5.00000,155.49073,,,
1992,Couple with children,Owner,,,,,,,,,,,,
1992,Couple with children,Tenant,1639,82.47817,80.62603,84.33030,51.00000,76.00000,102.00000,5.00000,178.50000,,,
1992,Multi-generational household,Owner,,,,,,,,,,,,
1992,Multi-generational household,Tenant,64,82.35767,72.69838,92.01696,56.00000,76.00000,105.22799,10.00000,178.00000,,,
1992,Other Combinations,Owner,,,,,,,,,,,,
1992,Other Combinations,Tenant,96,69.78879,62.44309,77.13449,46.00000,59.81305,92.00000,10.00000,161.00000,,,
1993,Single-person household,No answer / don't know,,,,,,,,,,,,
1993,Single-person household,Owner,,,,,,,,,,,,
1993,Single-person household,Tenant,1030,55.43633,53.71209,57.16057,35.00000,51.00000,71.00000,7.00000,125.00000,,,
1993,Couple without children,Owner,,,,,,,,,,,,
1993,Couple without children,Tenant,1039,68.66426,66.64354,70.68499,46.00000,61.00000,89.00000,0.00000,153.50000,,,
1993,Single parent,Owner,,,,,,,,,,,,
1993,Single parent,Tenant,268,77.72785,73.76270,81.69300,51.00000,76.00000,102.00000,12.00000,178.50000,,,
1993,Couple with children,Owner,,,,,,,,,,,,
1993,Couple with children,Tenant,1567,82.81675,80.90577,84.72773,51.00000,76.00000,102.00000,0.00000,178.50000,,,
1993,Multi-generational household,Owner,,,,,,,,,,,,
1993,Multi-generational household,Tenant,57,103.73541,89.57871,117.89212,61.69343,97.12791,115.90181,20.00000,197.21439,,,
1993,Other Combinations,Owner,,,,,,,,,,,,
1993,Other Combinations,Tenant,94,71.29173,64.30332,78.28013,51.00000,66.00000,92.68951,10.00000,155.22379,,,
1994,Single-person household,No answer / don't know,,,,,,,,,,,,
1994,Single-person household,Owner,,,,,,,,,,,,
1994,Single-person household,Tenant,1019,54.20461,52.61368,55.79554,35.00000,51.00000,66.00000,5.00000,112.50000,,,
1994,Couple without children,Owner,,,,,,,,,,,,
1994,Couple without children,Tenant,1060,67.07347,65.24977,68.89716,48.00000,61.00000,81.00000,11.00000,130.50000,,,
1994,Single parent,Owner,,,,,,,,,,,,
1994,Single parent,Tenant,258,73.86531,69.83707,77.89355,51.00000,71.00000,92.00000,10.00000,153.50000,,,
1994,Couple with children,No answer / don't know,,,,,,,,,,,,
1994,Couple with children,Owner,,,,,,,,,,,,
1994,Couple with children,Tenant,1490,82.43896,80.45360,84.42432,51.00000,76.00000,102.00000,0.00000,178.50000,,,
1994,Multi-generational household,Owner,,,,,,,,,,,,
1994,Multi-generational household,Tenant,52,103.64757,89.67124,117.62390,61.00000,102.00000,129.63078,30.00000,232.57695,,,
1994,Other Combinations,Owner,,,,,,,,,,,,
1994,Other Combinations,Tenant,100,82.41097,73.43346,91.38848,51.00000,73.61644,102.00000,25.00000,178.50000,,,
1995,Single-person household,Owner,,,,,,,,,,,,
1995,Single-person household,Tenant,1052,54.55543,52.87540,56.23546,35.00000,51.00000,70.00000,0.00000,122.50000,,,
1995,Couple without children,Owner,,,,,,,,,,,,
1995,Couple without children,Tenant,1101,70.14725,68.22249,72.07201,51.00000,62.00000,88.00000,0.00000,143.50000,,,
1995,Single parent,Owner,,,,,,,,,,,,
1995,Single parent,Tenant,270,75.31676,71.16961,79.46390,51.00000,71.00000,92.00000,15.00000,153.50000,,,
1995,Couple with children,Owner,,,,,,,,,,,,
1995,Couple with children,Tenant,1555,78.89043,77.05842,80.72245,51.00000,76.00000,102.00000,0.00000,178.50000,,,
1995,Multi-generational household,Owner,,,,,,,,,,,,
1995,Multi-generational household,Tenant,56,86.51470,76.08019,96.94922,51.00000,83.78290,119.95626,15.00000,216.00000,,,
1995,Other Combinations,Owner,,,,,,,,,,,,
1995,Other Combinations,Tenant,94,81.80697,74.02098,89.59295,51.00000,76.44388,102.00000,20.00000,178.50000,,,
1996,Single-person household,Owner,,,,,,,,,,,,
1996,Single-person household,Tenant,1071,48.84715,47.39950,50.29480,31.00000,46.00000,61.00000,0.00000,106.00000,,,
1996,Couple without children,Owner,,,,,,,,,,,,
1996,Couple without children,Tenant,1102,60.79358,59.02724,62.55992,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1996,Single parent,Owner,,,,,,,,,,,,
1996,Single parent,Tenant,277,63.51403,59.97821,67.04984,40.12912,56.00000,76.00000,15.00000,129.80632,,,
1996,Couple with children,Owner,,,,,,,,,,,,
1996,Couple with children,Tenant,1448,70.16343,68.43907,71.88778,51.00000,61.00000,87.00000,0.00000,141.00000,,,
1996,Multi-generational household,Owner,,,,,,,,,,,,
1996,Multi-generational household,Tenant,53,81.54658,71.19425,91.89890,50.91607,76.00000,97.26419,15.00000,166.78638,,,
1996,Other Combinations,Owner,,,,,,,,,,,,
1996,Other Combinations,Tenant,82,68.19937,62.03519,74.36355,50.00000,63.00000,85.46156,20.00000,138.65390,,,
1997,Single-person household,Owner,,,,,,,,,,,,
1997,Single-person household,Tenant,1044,48.72943,47.17887,50.27998,30.00000,46.00000,60.00000,7.00000,105.00000,,,
1997,Couple without children,Owner,,,,,,,,,,,,
1997,Couple without children,Tenant,1100,60.33296,58.59418,62.07174,40.52708,51.00000,76.00000,12.00000,129.20938,,,
1997,Single parent,Owner,,,,,,,,,,,,
1997,Single parent,Tenant,281,62.14576,58.90373,65.38778,46.00000,53.00000,76.00000,15.00000,121.00000,,,
1997,Couple with children,Owner,,,,,,,,,,,,
1997,Couple with children,Tenant,1343,68.86906,67.07364,70.66448,47.00000,61.00000,82.00000,4.00000,134.50000,,,
1997,Multi-generational household,Owner,,,,,,,,,,,,
1997,Multi-generational household,Tenant,49,74.84609,64.90434,84.78785,51.00000,72.77324,89.05997,15.00000,146.14991,,,
1997,Other Combinations,Owner,,,,,,,,,,,,
1997,Other Combinations,Tenant,83,76.31954,67.22057,85.41851,51.00000,70.52012,102.00000,15.00000,178.00000,,,
1998,Single-person household,Owner,,,,,,,,,,,,
1998,Single-person household,Tenant,1250,46.93779,45.52151,48.35407,30.00000,40.00000,55.17116,0.00000,92.92791,,,
1998,Couple without children,Owner,,,,,,,,,,,,
1998,Couple without children,Tenant,1210,57.18098,55.65131,58.71065,39.26474,51.00000,74.00000,2.00000,126.10289,,,
1998,Single parent,Owner,,,,,,,,,,,,
1998,Single parent,Tenant,325,61.63183,58.39899,64.86467,40.00000,51.00000,76.00000,10.00000,130.00000,,,
1998,Couple with children,Owner,,,,,,,,,,,,
1998,Couple with children,Tenant,1384,66.20700,64.49129,67.92270,46.00000,61.00000,76.83232,4.00000,123.08081,,,
1998,Multi-generational household,Owner,,,,,,,,,,,,
1998,Multi-generational household,Tenant,45,78.27241,65.82099,90.72382,50.91933,61.00000,102.00000,20.00000,153.00000,,,
1998,Other Combinations,Owner,,,,,,,,,,,,
1998,Other Combinations,Tenant,82,66.26966,59.00140,73.53793,44.47722,51.00000,76.00000,15.00000,123.28417,,,
1999,Single-person household,Owner,,,,,,,,,,,,
1999,Single-person household,Tenant,1187,46.26899,44.95386,47.58412,30.00000,40.00000,52.00000,4.00000,85.00000,,,
1999,Couple without children,Owner,,,,,,,,,,,,
1999,Couple without children,Tenant,1193,58.07974,56.43798,59.72150,40.00000,51.00000,74.00000,2.00000,125.00000,,,
1999,Single parent,Owner,,,,,,,,,,,,
1999,Single parent,Tenant,326,59.17319,55.93718,62.40921,40.00000,51.00000,76.00000,7.00000,130.00000,,,
1999,Couple with children,Owner,,,,,,,,,,,,
1999,Couple with children,Tenant,1296,65.75219,64.07633,67.42805,46.00000,60.00000,76.00000,10.00000,121.00000,,,
1999,Multi-generational household,Owner,,,,,,,,,,,,
1999,Multi-generational household,Tenant,39,77.99844,67.29800,88.69889,51.00000,76.00000,102.00000,25.00000,153.00000,,,
1999,Other Combinations,Owner,,,,,,,,,,,,
1999,Other Combinations,Tenant,35,65.98778,53.57613,78.39943,37.92083,51.00000,81.00000,25.00000,145.61875,,,
2000,Single-person household,Owner,,,,,,,,,,,,
2000,Single-person household,Tenant,2255,47.45791,46.33803,48.57779,30.00000,42.00000,57.00000,5.00000,97.50000,,,
2000,Couple without children,Owner,,,,,,,,,,,,
2000,Couple without children,Tenant,1879,58.80920,57.50777,60.11063,40.00000,51.00000,76.00000,7.00000,130.00000,,,
2000,Single parent,Owner,,,,,,,,,,,,
2000,Single parent,Tenant,537,59.46475,57.01199,61.91752,40.00000,51.00000,71.00000,9.00000,117.50000,,,
2000,Couple with children,Owner,,,,,,,,,,,,
2000,Couple with children,Tenant,1982,70.65160,69.00814,72.29506,47.00000,61.00000,89.00000,1.00000,152.00000,,,
2000,Multi-generational household,Owner,,,,,,,,,,,,
2000,Multi-generational household,Tenant,46,69.30669,58.57887,80.03450,41.89609,61.00000,76.00000,20.00000,127.15587,,,
2000,Other Combinations,Owner,,,,,,,,,,,,
2000,Other Combinations,Tenant,70,57.91752,49.75855,66.07650,33.21606,51.00000,75.39358,7.00000,138.65986,,,
2001,Single-person household,Owner,,,,,,,,,,,,
2001,Single-person household,Tenant,2002,50.62927,49.47236,51.78619,30.00000,48.00000,61.00000,5.00000,107.50000,,,
2001,Couple without children,Owner,,,,,,,,,,,,
2001,Couple without children,Tenant,1717,63.22789,61.72351,64.73228,42.67553,56.00000,76.00000,5.00000,125.98670,,,
2001,Single parent,Owner,,,,,,,,,,,,
2001,Single parent,Tenant,499,64.44451,61.49849,67.39052,40.00000,52.00000,76.00000,10.00000,130.00000,,,
2001,Couple with children,Owner,,,,,,,,,,,,
2001,Couple with children,Tenant,1766,75.67055,73.86355,77.47756,51.00000,66.00000,96.00000,1.00000,163.50000,,,
2001,Multi-generational household,Owner,,,,,,,,,,,,
2001,Multi-generational household,Tenant,43,71.08981,61.45596,80.72366,51.00000,61.00000,81.00000,20.00000,126.00000,,,
2001,Other Combinations,Owner,,,,,,,,,,,,
2001,Other Combinations,Tenant,57,70.41726,59.83188,81.00265,50.35087,56.00000,92.00000,15.00000,154.47369,,,
2002,Single-person household,Owner,,,,,,,,,,,,
2002,Single-person household,Tenant,2009,51.10357,49.88258,52.32457,30.00000,48.00000,60.82024,5.00000,107.05061,,,
2002,Couple without children,Owner,,,,,,,,,,,,
2002,Couple without children,Tenant,1740,63.59977,62.10223,65.09731,43.31924,55.00000,76.00000,4.00000,125.02114,,,
2002,Single parent,Owner,,,,,,,,,,,,
2002,Single parent,Tenant,491,67.38001,64.02883,70.73119,40.00000,57.40645,82.42464,10.00000,146.06159,,,
2002,Couple with children,Owner,,,,,,,,,,,,
2002,Couple with children,Tenant,1674,74.79055,72.91789,76.66320,50.00000,65.00000,100.00000,1.00000,175.00000,,,
2002,Multi-generational household,Owner,,,,,,,,,,,,
2002,Multi-generational household,Tenant,40,75.15941,65.38685,84.93198,50.91106,75.00000,100.00000,20.00000,173.63341,,,
2002,Other Combinations,Owner,,,,,,,,,,,,
2002,Other Combinations,Tenant,52,69.24976,55.14263,83.35689,40.00000,50.00000,80.00000,15.00000,140.00000,,,
2003,Single-person household,Owner,,,,,,,,,,,,
2003,Single-person household,Tenant,1960,54.61185,53.26475,55.95894,35.00000,50.00000,70.00000,6.00000,122.50000,,,
2003,Couple without children,Owner,,,,,,,,,,,,
2003,Couple without children,Tenant,1713,67.79886,66.06694,69.53079,45.00000,60.00000,80.00000,6.00000,132.50000,,,
2003,Single parent,Owner,,,,,,,,,,,,
2003,Single parent,Tenant,489,69.84234,66.75549,72.92919,49.00000,60.00000,85.00000,10.00000,139.00000,,,
2003,Couple with children,Owner,,,,,,,,,,,,
2003,Couple with children,Tenant,1542,80.64216,78.41012,82.87420,50.00000,70.00000,100.00000,10.00000,175.00000,,,
2003,Multi-generational household,Owner,,,,,,,,,,,,
2003,Multi-generational household,Tenant,38,82.40559,72.55235,92.25884,54.84548,80.57147,100.00000,20.00000,167.73178,,,
2003,Other Combinations,Owner,,,,,,,,,,,,
2003,Other Combinations,Tenant,48,77.86968,61.55534,94.18403,48.00000,69.01498,100.00000,15.00000,178.00000,,,
2004,Single-person household,Owner,,,,,,,,,,,,
2004,Single-person household,Tenant,1895,58.03606,56.39345,59.67866,40.00000,50.00000,70.00000,5.00000,115.00000,,,
2004,Couple without children,Owner,,,,,,,,,,,,
2004,Couple without children,Tenant,1722,71.79674,70.00925,73.58422,46.00000,62.00000,90.00000,10.00000,156.00000,,,
2004,Single parent,Owner,,,,,,,,,,,,
2004,Single parent,Tenant,477,69.72126,66.67942,72.76310,50.00000,60.00000,80.00000,10.00000,125.00000,,,
2004,Couple with children,Owner,,,,,,,,,,,,
2004,Couple with children,Tenant,1449,82.00035,79.85129,84.14941,50.00000,73.00000,100.00000,5.00000,175.00000,,,
2004,Multi-generational household,Owner,,,,,,,,,,,,
2004,Multi-generational household,Tenant,33,75.90678,64.87576,86.93781,45.97072,71.67173,100.00000,30.00000,150.00000,,,
2004,Other Combinations,Owner,,,,,,,,,,,,
2004,Other Combinations,Tenant,44,79.88817,71.86336,87.91298,58.39074,80.00000,100.00000,35.00000,162.41389,,,
2005,Single-person household,No answer / don't know,,,,,,,,,,,,
2005,Single-person household,Owner,,,,,,,,,,,,
2005,Single-person household,Tenant,1931,59.59037,58.04360,61.13713,40.00000,50.00000,75.00000,2.00000,127.50000,,,
2005,Couple without children,Owner,,,,,,,,,,,,
2005,Couple without children,Tenant,1624,75.13574,73.30045,76.97104,50.00000,67.00000,92.00000,4.00000,155.00000,,,
2005,Single parent,Owner,,,,,,,,,,,,
2005,Single parent,Tenant,476,71.50050,68.54621,74.45480,50.00000,65.00000,90.00000,2.00000,150.00000,,,
2005,Couple with children,Owner,,,,,,,,,,,,
2005,Couple with children,Tenant,1345,88.60284,86.06381,91.14186,55.63854,80.00000,100.00000,2.00000,166.54219,,,
2005,Multi-generational household,Owner,,,,,,,,,,,,
2005,Multi-generational household,Tenant,,,,,,,,,,,,
2005,Other Combinations,Owner,,,,,,,,,,,,
2005,Other Combinations,Tenant,46,88.72404,78.70376,98.74432,58.23492,100.00000,110.51129,25.00000,188.92586,,,
2006,Single-person household,No answer / don't know,,,,,,,,,,,,
2006,Single-person household,Owner,,,,,,,,,,,,
2006,Single-person household,Tenant,2151,65.97221,64.49006,67.45437,40.00000,60.00000,82.00000,1.00000,145.00000,,,
2006,Couple without children,Owner,,,,,,,,,,,,
2006,Couple without children,Tenant,1745,82.32946,80.33383,84.32510,55.00000,72.89595,100.00000,5.00000,167.50000,,,
2006,Single parent,Owner,,,,,,,,,,,,
2006,Single parent,Tenant,540,79.00645,75.78979,82.22310,50.00000,70.00000,100.00000,10.00000,175.00000,,,
2006,Couple with children,No answer / don't know,,,,,,,,,,,,
2006,Couple with children,Owner,,,,,,,,,,,,
2006,Couple with children,Tenant,1384,96.17152,93.63199,98.71105,60.00000,88.00000,119.48577,8.00000,208.71443,,,
2006,Multi-generational household,Owner,,,,,,,,,,,,
2006,Multi-generational household,Tenant,,,,,,,,,,,,
2006,Other Combinations,Owner,,,,,,,,,,,,
2006,Other Combinations,Tenant,38,101.89607,82.61508,121.17705,65.00000,80.00000,141.78174,20.00000,256.95435,,,
2007,Single-person household,Owner,,,,,,,,,,,,
2007,Single-person household,Tenant,2035,68.75922,67.19471,70.32373,45.00000,60.00000,90.00000,6.00000,157.50000,,,
2007,Couple without children,Owner,,,,,,,,,,,,
2007,Couple without children,Tenant,1590,89.64510,87.29443,91.99577,60.00000,80.00000,106.00000,10.00000,175.00000,,,
2007,Single parent,Owner,,,,,,,,,,,,
2007,Single parent,Tenant,486,86.63863,82.51770,90.75956,60.00000,80.00000,100.00000,10.00000,160.00000,,,
2007,Couple with children,Owner,,,,,,,,,,,,
2007,Couple with children,Tenant,1283,107.45853,104.25996,110.65710,70.00000,98.11632,130.00000,9.00000,220.00000,,,
2007,Multi-generational household,Owner,,,,,,,,,,,,
2007,Multi-generational household,Tenant,,,,,,,,,,,,
2007,Other Combinations,Owner,,,,,,,,,,,,
2007,Other Combinations,Tenant,35,84.15798,66.07590,102.24005,54.11375,66.74040,100.00000,20.00000,168.82938,,,
2008,Single-person household,Owner,,,,,,,,,,,,
2008,Single-person household,Tenant,1927,72.12032,70.35494,73.88569,47.00000,63.00000,90.00000,5.00000,154.50000,,,
2008,Couple without children,Owner,,,,,,,,,,,,
2008,Couple without children,Tenant,1523,93.34656,90.46363,96.22950,58.50578,80.00000,115.00000,12.00000,199.74133,,,
2008,Single parent,Owner,,,,,,,,,,,,
2008,Single parent,Tenant,467,93.67787,89.11307,98.24266,60.00000,80.00000,110.00000,10.00000,185.00000,,,
2008,Couple with children,Owner,,,,,,,,,,,,
2008,Couple with children,Tenant,1130,104.96668,101.90722,108.02615,70.00000,93.66366,123.00000,20.00000,202.50000,,,
2008,Multi-generational household,Owner,,,,,,,,,,,,
2008,Multi-generational household,Tenant,,,,,,,,,,,,
2008,Other Combinations,Owner,,,,,,,,,,,,
2008,Other Combinations,Tenant,,,,,,,,,,,,
2009,Single-person household,Owner,,,,,,,,,,,,
2009,Single-person household,Tenant,1835,72.54683,70.73714,74.35651,49.00000,63.00000,90.00000,5.00000,151.50000,,,
2009,Couple without children,Owner,,,,,,,,,,,,
2009,Couple without children,Tenant,1448,94.45456,91.92524,96.98388,60.00000,80.00000,120.00000,5.00000,210.00000,,,
2009,Single parent,Owner,,,,,,,,,,,,
2009,Single parent,Tenant,424,95.80530,90.93036,100.68024,60.00000,80.00000,115.00000,10.00000,197.50000,,,
2009,Couple with children,Owner,,,,,,,,,,,,
2009,Couple with children,Tenant,1032,114.37621,110.70242,118.04999,75.00000,100.00000,150.00000,10.00000,262.50000,,,
2009,Multi-generational household,Owner,,,,,,,,,,,,
2009,Multi-generational household,Tenant,,,,,,,,,,,,
2009,Other Combinations,Owner,,,,,,,,,,,,
2009,Other Combinations,Tenant,,,,,,,,,,,,
2010,Single-person household,Owner,,,,,,,,,,,,
2010,Single-person household,Tenant,1686,71.36131,69.50901,73.21360,47.00000,60.00000,90.00000,8.00000,154.50000,,,
2010,Couple without children,Owner,,,,,,,,,,,,
2010,Couple without children,Tenant,1366,93.75496,91.11299,96.39692,60.00000,82.00000,120.00000,5.00000,210.00000,,,
2010,Single parent,Owner,,,,,,,,,,,,
2010,Single parent,Tenant,1402,95.87646,93.53910,98.21382,64.00000,90.00000,120.00000,4.00000,204.00000,,,
2010,Couple with children,Owner,,,,,,,,,,,,
2010,Couple with children,Tenant,2560,111.31029,109.14072,113.47987,75.00000,100.00000,140.00000,0.00000,237.50000,,,
2010,Multi-generational household,Owner,,,,,,,,,,,,
2010,Multi-generational household,Tenant,34,131.70252,95.79223,167.61281,71.67217,100.00000,166.08279,16.00000,307.69872,,,
2010,Other Combinations,Owner,,,,,,,,,,,,
2010,Other Combinations,Tenant,30,74.17589,57.65215,90.69964,40.50862,70.62677,100.00000,20.00000,189.23707,,,
2011,Single-person household,Owner,,,,,,,,,,,,
2011,Single-person household,Tenant,2282,75.72579,74.01237,77.43921,50.00000,66.00000,98.00000,5.00000,170.00000,,,
2011,Couple without children,Owner,,,,,,,,,,,,
