year,sampreg,sex,pli0082,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1998,West,female,At least once per month,0.23478760045924224,18147,0.22862048286252118,0.2409547180559633
1998,West,female,Never,0.11940298507462686,18147,0.11468507294064523,0.1241208972086085
1998,West,female,At least once per week,0.045924225028702644,18147,0.042878673132408014,0.04896977692499727
1998,West,female,Daily,0.0007654037504783774,18147,0.00036302718833120467,0.00116778031262555
1998,East,male,Seldom,0.5993431855500821,18147,0.5922133796892194,0.6064729914109449
1998,East,male,At least once per month,0.25779967159277506,18147,0.251435301844823,0.26416404134072713
1998,East,male,Never,0.08593322386425835,18147,0.08185544973562399,0.09001099799289271
1998,East,male,At least once per week,0.05473453749315818,18147,0.051425045968943664,0.0580440290173727
1998,East,male,Daily,0.0021893814997263274,18147,0.0015093352743594255,0.0028694277250932293
1998,East,female,Seldom,0.6119938493080471,18147,0.6049038452216188,0.6190838533944755
1998,East,female,At least once per month,0.24705279343926193,18147,0.24077754680615543,0.2533280400723684
1998,East,female,Never,0.09943618657098924,18147,0.09508223967193276,0.10379013347004572
1998,East,female,At least once per week,0.041517170681701694,18147,0.03861475444407558,0.044419586919327805
2003,West,male,Seldom,0.5642225031605562,27727,0.5583858722371319,0.5700591340839806
2003,West,male,At least once per month,0.2761061946902655,27727,0.27084383977340565,0.2813685496071253
2003,West,male,Never,0.10404551201011378,27727,0.10045166752090272,0.10763935649932484
2003,West,male,At least once per week,0.05448798988621997,27727,0.05181628460867212,0.05715969516376783
2003,West,male,Daily,0.0011378002528445006,27727,0.0007409831040774093,0.001534617401611592
2003,West,female,Seldom,0.5744033692091718,27727,0.5685835135978741,0.5802232248204695
2003,West,female,At least once per month,0.2488301357042583,27727,0.24374122070848755,0.25391905070002907
2003,West,female,Never,0.13219466541881142,27727,0.1282078809943566,0.13618144984326624
2003,West,female,At least once per week,0.04375292466073936,27727,0.041345275322431096,0.04616057399904762
2003,West,female,Daily,0.0008189050070191858,27727,0.0004822047114763388,0.0011556053025620328
2003,East,male,Seldom,0.5926656151419558,27727,0.5868821911539285,0.5984490391299832
2003,East,male,At least once per month,0.24487381703470032,27727,0.23981224327268913,0.2499353907967115
2003,East,male,Never,0.11277602523659307,27727,0.10905271129460851,0.11649933917857762
2003,East,male,At least once per week,0.04929022082018927,27727,0.046742164678567844,0.0518382769618107
2003,East,male,Daily,0.0003943217665615142,27727,0.00016062948816734275,0.0006280140449556856
2003,East,female,Seldom,0.6059369202226345,27727,0.6001851541947966,0.6116886862504723
2003,East,female,At least once per month,0.23153988868274583,27727,0.22657478633850242,0.23650499102698924
2003,East,female,Never,0.11465677179962894,27727,0.1109065209337194,0.11840702266553847
2003,East,female,At least once per week,0.047495361781076065,27727,0.044991768486033805,0.049998955076118325
2003,East,female,Daily,0.00037105751391465676,27727,0.00014436109676725154,0.000597753931062062
2008,West,male,Seldom,0.5980791618160652,23673,0.5918334920218965,0.604324831610234
2008,West,male,At least once per month,0.23166472642607683,23673,0.22629026729852506,0.2370391855536286
2008,West,male,Never,0.13664144353899885,23673,0.13226605885944526,0.14101682821855244
2008,West,male,At least once per week,0.03288707799767171,23673,0.030615222734909964,0.035158933260433456
2008,West,male,Daily,0.0007275902211874273,23673,0.00038409966805874927,0.0010710807743161052
2008,West,female,Seldom,0.6022084921782569,23673,0.5959735760782329,0.6084434082782809
2008,West,female,At least once per month,0.2117786249507033,23673,0.20657393829390186,0.21698331160750473
2008,West,female,Never,0.1615617194689102,23673,0.15687321639642654,0.16625022254139388
2008,West,female,At least once per week,0.023793874063362693,23673,0.021852394756837857,0.02573535336988753
2008,West,female,Daily,0.0006572893387669252,23673,0.0003308030547797366,0.000983775622754114
2008,East,male,Seldom,0.6020896821941663,23673,0.5958544502268497,0.6083249141614828
2008,East,male,At least once per month,0.20983892033086635,23673,0.20465175296470225,0.21502608769703044
2008,East,male,Never,0.1567261645624728,23673,0.15209506105443313,0.16135726807051246
2008,East,male,At least once per week,0.03090988245537658,23673,0.028705128240787574,0.033114636669965586
2008,East,male,Daily,0.00043535045711797995,23673,0.00016961202458616923,0.0007010888896497907
2008,East,female,Seldom,0.5962555962555962,23673,0.5900053243013764,0.602505868209816
2008,East,female,At least once per month,0.20146520146520147,23673,0.19635572542672963,0.2065746775036733
2008,East,female,Never,0.17216117216117216,23673,0.16735200443648232,0.176970339885862
2008,East,female,At least once per week,0.029304029304029304,23673,0.027155532530976884,0.031452526077081724
2008,East,female,Daily,0.000814000814000814,23673,0.0004507011368806117,0.0011773004911210163
2013,West,male,Seldom,0.5327574601750056,44486,0.528121066010821,0.5373938543391902
2013,West,male,At least once per month,0.30278214045321966,44486,0.29851247574606593,0.3070518051603734
2013,West,male,Never,0.11386582903298183,44486,0.11091400244063945,0.1168176556253242
2013,West,male,At least once per week,0.0490240071797173,44486,0.04701753301145597,0.05103048134797863
2013,West,male,Daily,0.0015705631590756115,44486,0.0012025775931354102,0.0019385487250158128
2013,West,female,Seldom,0.5516030675413471,44486,0.5469815027560322,0.5562246323266621
2013,West,female,At least once per month,0.2748775755335859,44486,0.2707288021199123,0.2790263489472595
2013,West,female,Never,0.1300009239582371,44486,0.12687572977154316,0.13312611814493103
2013,West,female,At least once per week,0.04259447472974222,44486,0.04071788648794717,0.044471062971537266
2013,West,female,Daily,0.0009239582370876836,44486,0.0006416199109443186,0.0012062965632310485
2013,East,male,Seldom,0.5506743737957611,44486,0.5460519216901196,0.5552968259014026
2013,East,male,At least once per month,0.2535645472061657,44486,0.2495217236494473,0.25760737076288415
2013,East,male,Never,0.14720616570327552,44486,0.14391363814374578,0.15049869326280527
2013,East,male,At least once per week,0.046628131021194605,44486,0.04466883722560656,0.04858742481678265
2013,East,male,Daily,0.0019267822736030828,44486,0.0015192688541900148,0.0023342956930161507
2013,East,female,Seldom,0.5467139175257731,44486,0.5420878640381268,0.5513399710134195
2013,East,female,At least once per month,0.25740979381443296,44486,0.2533469368353764,0.2614726507934895
2013,East,female,Never,0.15270618556701032,44486,0.14936354464957421,0.15604882648444643
2013,East,female,At least once per week,0.041237113402061855,44486,0.03938935949920682,0.04308486730491689
2013,East,female,Daily,0.0019329896907216496,44486,0.001524821635745104,0.002341157745698195
2017,West,male,Never,0.35477178423236516,45410,0.35037118790596244,0.3591723805587679
2017,West,male,Seldom,0.3433609958506224,45410,0.3389936343798365,0.34772835732140833
2017,West,male,At least once per month,0.19139004149377592,45410,0.18777170017515174,0.1950083828124001
2017,West,male,At least once per week,0.0954356846473029,45410,0.0927332484917173,0.0981381208028885
2017,West,male,Daily,0.01504149377593361,45410,0.013921966260131766,0.016161021291735456
2017,West,female,Never,0.42748618784530384,45410,0.42293594737973084,0.43203642831087685
2017,West,female,Seldom,0.34599447513812154,45410,0.3416191975593715,0.3503697527168716
2017,West,female,At least once per month,0.1477900552486188,45410,0.14452585927258485,0.15105425122465274
2017,West,female,At least once per week,0.07044198895027624,45410,0.06808837963444461,0.07279559826610787
2017,West,female,Daily,0.008287292817679558,45410,0.007453458814233316,0.0091211268211258
2017,East,male,Seldom,0.3799392097264438,45410,0.375474897994853,0.3844035214580346
2017,East,male,Never,0.3556231003039514,45410,0.35122013479086656,0.3600260658170362
2017,East,male,At least once per month,0.14285714285714285,45410,0.13963861030755798,0.14607567540672772
2017,East,male,At least once per week,0.1094224924012158,45410,0.10655125248465883,0.11229373231777279
2017,East,male,Daily,0.0121580547112462,45410,0.011150065001372937,0.013166044421119464
2017,East,female,Never,0.4166666666666667,45410,0.4121321281358145,0.42120120519751886
2017,East,female,Seldom,0.38492063492063494,45410,0.38044523864787444,0.38939603119339544
2017,East,female,At least once per month,0.12301587301587301,45410,0.11999483101382032,0.12603691501792572
2017,East,female,At least once per week,0.06746031746031746,45410,0.06515336751573225,0.06976726740490266
2017,East,female,Daily,0.007936507936507936,45410,0.0071203677145300435,0.008752648158485829
2018,West,male,Seldom,0.33478531425015556,43121,0.3303310521020887,0.33923957639822244
2018,West,male,At least once per month,0.2775357809583074,43121,0.2733092960563744,0.2817622658602404
2018,West,male,At least once per week,0.1823273179838208,43121,0.17868290759924854,0.18597172836839304
2018,West,male,Never,0.17797137523335407,43121,0.1743611839935601,0.18158156647314805
2018,West,male,Daily,0.027380211574362167,43121,0.02583992471644706,0.028920498432277272
2018,West,female,Seldom,0.39724770642201834,43121,0.3926290910735862,0.4018663217704505
2018,West,female,At least once per month,0.24036697247706423,43121,0.23633376117467758,0.24440018377945089
2018,West,female,Never,0.21009174311926607,43121,0.20624667110239353,0.2139368151361386
2018,West,female,At least once per week,0.14220183486238533,43121,0.13890530650468308,0.14549836322008758
2018,West,female,Daily,0.010091743119266056,43121,0.009148351038172697,0.011035135200359415
2018,East,male,Seldom,0.35714285714285715,43121,0.3526202394161145,0.3616654748695998
2018,East,male,Never,0.21428571428571427,43121,0.21041277584808737,0.21815865272334117
2018,East,male,At least once per week,0.20357142857142857,43121,0.1997709045009829,0.20737195264187425
2018,East,male,At least once per month,0.2,43121,0.19622452454865624,0.20377547545134378
2018,East,male,Daily,0.025,43121,0.02352638521020975,0.026473614789790254
2018,East,female,Seldom,0.38974358974358975,43121,0.3851404164497122,0.3943467630374673
2018,East,female,Never,0.2512820512820513,43121,0.24718801661339293,0.2553760859507096
2018,East,female,At least once per month,0.2153846153846154,43121,0.21150447526884764,0.21926475550038316
2018,East,female,At least once per week,0.13846153846153847,43121,0.13520156870512984,0.1417215082179471
2018,East,female,Daily,0.005128205128205128,43121,0.004454021948496246,0.005802388307914011
2019,West,male,Seldom,0.4560650755341021,42417,0.45132513408410524,0.4608050169840989
2019,West,male,At least once per month,0.36363636363636365,42417,0.3590583990660395,0.3682143282066878
2019,West,male,Never,0.09949048002145347,42417,0.09664194860204059,0.10233901144086635
2019,West,male,At least once per week,0.07410387056404756,42417,0.07161106917901526,0.07659667194907986
2019,West,male,Daily,0.006704210244033253,42417,0.0059276069885833204,0.007480813499483186
2019,West,female,Seldom,0.5009954124469834,42417,0.4962370749693071,0.5057537499246597
2019,West,female,At least once per month,0.3308231628148533,42417,0.32634546788390506,0.33530085774580154
2019,West,female,Never,0.10672552583744482,42417,0.10378711369245952,0.10966393798243013
2019,West,female,At least once per week,0.057041461092356964,42417,0.05483433209702934,0.059248590087684586
2019,West,female,Daily,0.004414437808361465,42417,0.0037835340811724592,0.00504534153555047
2019,East,male,Seldom,0.4911427579020493,42417,0.48638515764501516,0.49590035815908345
2019,East,male,At least once per month,0.3313650573115665,42417,0.32688551146135586,0.33584460316177717
2019,East,male,Never,0.11010767627648489,42417,0.1071287234517989,0.11308662910117089
2019,East,male,At least once per week,0.06286905175408128,42417,0.060559090517945786,0.06517901299021678
2019,East,male,Daily,0.0045154567558179926,42417,0.0038774075079448978,0.005153506003691088
2019,East,female,Seldom,0.508101101749838,42417,0.5033433794437189,0.5128588240559572
2019,East,female,At least once per month,0.3237200259235256,42417,0.3192672161351701,0.3281728357118811
2019,East,female,Never,0.11276733635774465,42417,0.10975712826557328,0.11577754444991602
2019,East,female,At least once per week,0.053791315618924175,42417,0.051644297820039466,0.055938333417808885
2019,East,female,Daily,0.0016202203499675956,42417,0.0012374652145261738,0.0020029754854090174
