"year","bildungsniveau","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median","NA"
"2004","(Fach-)Abitur","42.29","24","243","6","12","56","82","200","35.79","48.79","1","479","25","38",""
"2004","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2004","AkademikerIn","54.51","38.5","463","8","19","72","100","360","47.31","61.71","1","800","38","50",""
"2004","Hauptschule","46.36","29","509","9","15","65","100","200","41.97","50.75","1","560","26","36",""
"2004","Realschule","52.55","34.5","554","8","15","70","107","300","48","57.1","1","443","29","38",""
"2005","(Fach-)Abitur","44.71","25.5","262","8","14","60","100","200","38.3","51.12","1","380","25","31",""
"2005","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2005","AkademikerIn","51.67","34.5","468","8","15","61","100","320","44.96","58.38","1","730","30","46",""
"2005","Hauptschule","47.14","26.5","532","8","14","60","98","260","42.12","52.16","1","573","25","30",""
"2005","Realschule","47.1","26.5","626","8","13","60","100","300","43.23","50.97","1","394","25","30",""
"2006","(Fach-)Abitur","39.29","26.5","333","8","12","50","90","280","33.41","45.17","1","380","21","30",""
"2006","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2006","AkademikerIn","47.92","32.5","612","6","13","60","100","220","42.47","53.37","1","681","30","40",""
"2006","Hauptschule","40.96","24","660","9","13","52","95","225","37.53","44.39","1","250","20","25",""
"2006","Realschule","43.26","24.5","774","7","12","60","92","280","39.62","46.9","1","540","22","27",""
"2007","(Fach-)Abitur","38.52","24.5","333","7","12","50","78","300","32.83","44.21","1","380","20","30",""
"2007","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2007","AkademikerIn","47.19","29.5","625","10","14","60","100","250","42.26","52.12","1","600","27","35",""
"2007","Hauptschule","38.26","21.5","663","9","12","50","86","220","34.73","41.79","1","560","20","25",""
"2007","Realschule","40.72","24.5","796","7","11","56","90","200","35.49","45.95","1","1725","23","29",""
"2008","(Fach-)Abitur","33.33","19.5","334","6","10","41","71","180","28.25","38.41","1","380","20","25",""
"2008","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2008","AkademikerIn","43.61","29.5","698","8","14","50","85","250","39.83","47.39","1","530","23","30",""
"2008","Hauptschule","34.84","19.5","750","9","11","46","80","186","32.01","37.67","1","389","19","20",""
"2008","Realschule","37.06","20.5","857","7","11","50","87","193","34.47","39.65","1","300","20","25",""
"2009","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2009","AkademikerIn","","","","","","","","","","","","","","",""
"2009","Hauptschule","","","","","","","","","","","","","","",""
"2009","Realschule","","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","29.11","19.5","363","7","13","40","60","120","25.17","33.05","1","380","20","25",""
"2010","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2010","AkademikerIn","39.64","22.5","707","8","12","50","80","200","35.34","43.94","1","870","21","29",""
"2010","Hauptschule","39.34","19.5","657","9","12","45","80","234","33.49","45.19","0","1600","19","20",""
"2010","Realschule","36.23","24.5","830","8","12","50","80","185","33.81","38.65","0","244","20","25",""
"2011","(Fach-)Abitur","32.32","21.5","463","8","12","38","65","200","28.37","36.27","1","410","20","25",""
"2011","(noch) kein Abschluss","24.2","16.5","36","8","10","25","58","120","15.81","32.59","2","120","12","20",""
"2011","AkademikerIn","41.76","25.5","873","8","15","50","90","300","38.35","45.17","1","600","25","29",""
"2011","Hauptschule","32.76","19.5","890","8","12","37","68","220","29.93","35.59","1","450","20","22",""
"2011","Realschule","36.92","23.5","1115","9","13","50","83","190","34.74","39.1","1","450","20","25",""
"2012","(Fach-)Abitur","33.43","22.5","488","8","12","40","70","180","29.6","37.26","1","480","20","25",""
"2012","(noch) kein Abschluss","26.85","13","34","8","10","24","58","200","14.6","39.1","4","200","11","20",""
"2012","AkademikerIn","37.84","25.5","915","8","15","50","83","192","34.08","41.6","1","1200","25","28",""
"2012","Hauptschule","31.81","19.5","996","8","12","40","68","170","29.7","33.92","1","350","20","24",""
"2012","Realschule","35.52","21.5","1165","9","13","44","80","180","33.51","37.53","1","330","20","23",""
"2013","(Fach-)Abitur","34.9","24.5","474","8","12","42","70","200","31","38.8","0","410","22","27",""
"2013","(noch) kein Abschluss","18.87","14.5","40","10","12","20","25","130","10.61","27.13","1","130","12","18",""
"2013","AkademikerIn","40.26","28.5","904","8","15","50","90","240","37.47","43.05","0","500","25","30",""
"2013","Hauptschule","35.29","22.5","954","10","14","40","75","200","33.11","37.47","1","300","21","25",""
"2013","Realschule","34.64","22.5","1142","9","13","40","75","180","32.57","36.71","1","362","21","25",""
"2014","(Fach-)Abitur","33.59","24.5","739","8","13","41","65","200","30.79","36.39","1","480","22","25",""
"2014","(noch) kein Abschluss","20.31","14.5","58","7","11","23","43","100","16.01","24.61","2","100","11","20",""
"2014","AkademikerIn","37.75","26.5","1246","8","15","50","80","180","35.53","39.97","1","500","25","30",""
"2014","Hauptschule","29.93","21.5","1154","9","13","36","60","124","28.22","31.64","1","350","20","22",""
"2014","Realschule","30.61","19.5","1554","8","12","37","70","138","29.18","32.04","1","230","20","21",""
"2015","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2015","AkademikerIn","","","","","","","","","","","","","","",""
"2015","Hauptschule","","","","","","","","","","","","","","",""
"2015","Realschule","","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","34.6","24.5","619","10","16","40","67","200","31.78","37.42","1","410","21","25",""
"2016","(noch) kein Abschluss","16.67","14.5","36","10","12","20","26","35","13.55","19.79","2","36","11","20",""
"2016","AkademikerIn","37.08","25.5","1037","8","15","50","80","200","34.87","39.29","1","300","25","30",""
"2016","Hauptschule","33.85","23.5","854","10","15","40","66","250","31.8","35.9","1","333","20","25",""
"2016","Realschule","31.02","20.5","1203","8","13","40","70","120","29.28","32.76","1","540","20","23",""
"2017","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2017","AkademikerIn","","","","","","","","","","","","","","",""
"2017","Hauptschule","","","","","","","","","","","","","","",""
"2017","Realschule","","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","32.58","24.5","684","9","15","40","60","200","30.34","34.82","1","270","20","25",""
"2018","(noch) kein Abschluss","37.72","18","31","13","15","40","80","375","12.93","62.51","6","375","15","25",""
"2018","AkademikerIn","38.24","27.5","1204","9","15","48","78","204","36.06","40.42","1","359","25","30",""
"2018","Hauptschule","34.13","24.5","850","10","15","40","70","165","31.9","36.36","1","400","24","26",""
"2018","Realschule","32.37","23.5","1387","8","13","41","70","150","30.88","33.86","1","271","21","25",""
"2019","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2019","AkademikerIn","","","","","","","","","","","","","","",""
"2019","Hauptschule","","","","","","","","","","","","","","",""
"2019","Realschule","","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","31.4","24.5","739","8","15","42","58","100","28.72","34.08","0","600","23","27",""
"2020","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2020","AkademikerIn","36.99","24.5","1292","8","15","50","76","213","34.59","39.39","0","467","26","30",""
"2020","Hauptschule","37.94","28.5","744","10","17","50","70","195","33.97","41.91","1","1200","26","30",""
"2020","Realschule","33.78","24.5","1272","10","15","41","70","156","31.95","35.61","1","365","25","26",""
