year,migback,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,No migration background,Rural regions,Yes,0.66545,1717,2544,0.64711,0.68379
2002,No migration background,Rural regions,No,0.33455,827,2544,0.31621,0.35289
2002,Direct migration background,Urban regions,Yes,0.62401,387,599,0.58519,0.66284
2002,Direct migration background,Urban regions,No,0.37599,212,599,0.33716,0.41481
2002,Direct migration background,Rural regions,Yes,0.61727,74,113,0.52725,0.70729
2002,Direct migration background,Rural regions,No,0.38273,39,113,0.29271,0.47275
2002,Indirect migration background,Urban regions,Yes,0.70995,164,228,0.65091,0.76898
2002,Indirect migration background,Urban regions,No,0.29005,64,228,0.23102,0.34909
2003,No migration background,Urban regions,Yes,0.72158,3085,4235,0.70808,0.73508
2003,No migration background,Urban regions,No,0.27842,1150,4235,0.26492,0.29192
2003,No migration background,Rural regions,Yes,0.66458,1630,2417,0.64575,0.68341
2003,No migration background,Rural regions,No,0.33542,787,2417,0.31659,0.35425
2003,Direct migration background,Urban regions,Yes,0.64689,340,532,0.60623,0.68754
2003,Direct migration background,Urban regions,No,0.35311,192,532,0.31246,0.39377
2003,Direct migration background,Rural regions,Yes,0.69720,73,115,0.61285,0.78154
2003,Direct migration background,Rural regions,No,0.30280,42,115,0.21846,0.38715
2003,Indirect migration background,Urban regions,Yes,0.68659,153,229,0.62637,0.74680
2003,Indirect migration background,Urban regions,No,0.31341,76,229,0.25320,0.37363
2004,No migration background,Urban regions,Yes,0.71326,2961,4087,0.69939,0.72713
2004,No migration background,Urban regions,No,0.28674,1126,4087,0.27287,0.30061
2004,No migration background,Rural regions,Yes,0.69026,1629,2340,0.67152,0.70900
2004,No migration background,Rural regions,No,0.30974,711,2340,0.29100,0.32848
2004,Direct migration background,Urban regions,Yes,0.66231,344,519,0.62159,0.70304
2004,Direct migration background,Urban regions,No,0.33769,175,519,0.29696,0.37841
2004,Direct migration background,Rural regions,Yes,0.62170,59,92,0.52205,0.72134
2004,Direct migration background,Rural regions,No,0.37830,33,92,0.27866,0.47795
2004,Indirect migration background,Urban regions,Yes,0.74689,158,216,0.68877,0.80501
2004,Indirect migration background,Urban regions,No,0.25311,58,216,0.19499,0.31123
2005,No migration background,Urban regions,Yes,0.72548,2773,3765,0.71123,0.73974
2005,No migration background,Urban regions,No,0.27452,992,3765,0.26026,0.28877
2005,No migration background,Rural regions,Yes,0.66655,1454,2164,0.64669,0.68642
2005,No migration background,Rural regions,No,0.33345,710,2164,0.31358,0.35331
2005,Direct migration background,Urban regions,Yes,0.65419,334,478,0.61151,0.69688
2005,Direct migration background,Urban regions,No,0.34581,144,478,0.30312,0.38849
2005,Direct migration background,Rural regions,Yes,0.56903,50,90,0.46615,0.67192
2005,Direct migration background,Rural regions,No,0.43097,40,90,0.32808,0.53385
2005,Indirect migration background,Urban regions,Yes,0.78358,170,225,0.72965,0.83751
2005,Indirect migration background,Urban regions,No,0.21642,55,225,0.16249,0.27035
2006,No migration background,Urban regions,Yes,0.74288,3127,4158,0.72959,0.75616
2006,No migration background,Urban regions,No,0.25712,1031,4158,0.24384,0.27041
2006,No migration background,Rural regions,Yes,0.68482,1664,2396,0.66621,0.70343
2006,No migration background,Rural regions,No,0.31518,732,2396,0.29657,0.33379
2006,Direct migration background,Urban regions,Yes,0.71454,375,519,0.67565,0.75343
2006,Direct migration background,Urban regions,No,0.28546,144,519,0.24657,0.32435
2006,Direct migration background,Rural regions,Yes,0.53162,54,98,0.43232,0.63093
2006,Direct migration background,Rural regions,No,0.46838,44,98,0.36907,0.56768
2006,Indirect migration background,Urban regions,Yes,0.73703,195,244,0.68168,0.79239
2006,Indirect migration background,Urban regions,No,0.26297,49,244,0.20761,0.31832
2007,No migration background,Urban regions,Yes,0.76791,2939,3841,0.75455,0.78126
2007,No migration background,Urban regions,No,0.23209,902,3841,0.21874,0.24545
2007,No migration background,Rural regions,Yes,0.69200,1609,2298,0.67312,0.71088
2007,No migration background,Rural regions,No,0.30800,689,2298,0.28912,0.32688
2007,Direct migration background,Urban regions,Yes,0.78256,328,434,0.74371,0.82142
2007,Direct migration background,Urban regions,No,0.21744,106,434,0.17858,0.25629
2007,Direct migration background,Rural regions,Yes,0.62783,57,57,0.50123,0.75444
2007,Indirect migration background,Urban regions,Yes,0.74939,190,246,0.69513,0.80366
2007,Indirect migration background,Urban regions,No,0.25061,56,246,0.19634,0.30487
2008,No migration background,Urban regions,Yes,0.74902,2847,3802,0.73523,0.76280
2008,No migration background,Urban regions,No,0.25098,955,3802,0.23720,0.26477
2008,No migration background,Rural regions,Yes,0.66623,1543,2239,0.64669,0.68577
2008,No migration background,Rural regions,No,0.33377,696,2239,0.31423,0.35331
2008,Direct migration background,Urban regions,Yes,0.75251,315,422,0.71129,0.79374
2008,Direct migration background,Urban regions,No,0.24749,107,422,0.20626,0.28871
2008,Direct migration background,Rural regions,Yes,0.68637,64,64,0.57179,0.80094
2008,Indirect migration background,Urban regions,Yes,0.78383,173,233,0.73087,0.83680
2008,Indirect migration background,Urban regions,No,0.21617,60,233,0.16320,0.26913
2009,No migration background,Urban regions,Yes,0.74684,2455,3324,0.73206,0.76163
2009,No migration background,Urban regions,No,0.25316,869,3324,0.23837,0.26794
2009,No migration background,Rural regions,Yes,0.65796,1386,2058,0.63746,0.67846
2009,No migration background,Rural regions,No,0.34204,672,2058,0.32154,0.36254
2009,Direct migration background,Urban regions,Yes,0.68771,219,327,0.63740,0.73802
2009,Direct migration background,Urban regions,No,0.31229,108,327,0.26198,0.36260
2009,Direct migration background,Rural regions,Yes,0.56555,40,40,0.40997,0.72112
2009,Indirect migration background,Urban regions,Yes,0.67842,154,218,0.61627,0.74056
2009,Indirect migration background,Urban regions,No,0.32158,64,218,0.25944,0.38373
2010,No migration background,Urban regions,Yes,0.69939,3149,4484,0.68597,0.71281
2010,No migration background,Urban regions,No,0.30061,1335,4484,0.28719,0.31403
2010,No migration background,Rural regions,Yes,0.63925,1832,2733,0.62125,0.65726
2010,No migration background,Rural regions,No,0.36075,901,2733,0.34274,0.37875
2010,Direct migration background,Urban regions,Yes,0.71481,444,620,0.67924,0.75038
2010,Direct migration background,Urban regions,No,0.28519,176,620,0.24962,0.32076
2010,Direct migration background,Rural regions,Yes,0.66075,100,159,0.58693,0.73458
2010,Direct migration background,Rural regions,No,0.33925,59,159,0.26542,0.41307
2010,Indirect migration background,Urban regions,Yes,0.71795,213,300,0.66694,0.76896
2010,Indirect migration background,Urban regions,No,0.28205,87,300,0.23104,0.33306
2010,Indirect migration background,Rural regions,Yes,0.60895,39,39,0.45379,0.76411
2011,No migration background,Urban regions,Yes,0.76420,4045,5323,0.75280,0.77561
2011,No migration background,Urban regions,No,0.23580,1278,5323,0.22439,0.24720
2011,No migration background,Rural regions,Yes,0.69035,2382,3378,0.67475,0.70594
2011,No migration background,Rural regions,No,0.30965,996,3378,0.29406,0.32525
2011,Direct migration background,Urban regions,Yes,0.75880,556,735,0.72785,0.78975
2011,Direct migration background,Urban regions,No,0.24120,179,735,0.21025,0.27215
2011,Direct migration background,Rural regions,Yes,0.74736,170,233,0.69144,0.80327
2011,Direct migration background,Rural regions,No,0.25264,63,233,0.19673,0.30856
2011,Indirect migration background,Urban regions,Yes,0.79465,287,371,0.75349,0.83581
2011,Indirect migration background,Urban regions,No,0.20535,84,371,0.16419,0.24651
2011,Indirect migration background,Rural regions,Yes,0.64777,58,58,0.52376,0.77178
2012,No migration background,Urban regions,Yes,0.73089,3962,5406,0.71907,0.74271
2012,No migration background,Urban regions,No,0.26911,1444,5406,0.25729,0.28093
2012,No migration background,Rural regions,Yes,0.69814,2414,3445,0.68281,0.71348
2012,No migration background,Rural regions,No,0.30186,1031,3445,0.28652,0.31719
2012,Direct migration background,Urban regions,Yes,0.68070,531,767,0.64768,0.71371
2012,Direct migration background,Urban regions,No,0.31930,236,767,0.28629,0.35232
2012,Direct migration background,Rural regions,Yes,0.65352,164,248,0.59417,0.71286
2012,Direct migration background,Rural regions,No,0.34648,84,248,0.28714,0.40583
2012,Indirect migration background,Urban regions,Yes,0.78363,280,383,0.74234,0.82492
2012,Indirect migration background,Urban regions,No,0.21637,103,383,0.17508,0.25766
2012,Indirect migration background,Rural regions,Yes,0.75265,70,70,0.65085,0.85446
2013,No migration background,Urban regions,Yes,0.74648,3755,5022,0.73445,0.75852
2013,No migration background,Urban regions,No,0.25352,1267,5022,0.24148,0.26555
2013,No migration background,Rural regions,Yes,0.68662,2208,3142,0.67040,0.70284
2013,No migration background,Rural regions,No,0.31338,934,3142,0.29716,0.32960
2013,Direct migration background,Urban regions,Yes,0.70790,1096,1566,0.68537,0.73043
2013,Direct migration background,Urban regions,No,0.29210,470,1566,0.26957,0.31463
2013,Direct migration background,Rural regions,Yes,0.66035,365,523,0.61972,0.70097
2013,Direct migration background,Rural regions,No,0.33965,158,523,0.29903,0.38028
2013,Indirect migration background,Urban regions,Yes,0.77424,445,598,0.74070,0.80778
2013,Indirect migration background,Urban regions,No,0.22576,153,598,0.19222,0.25930
2013,Indirect migration background,Rural regions,Yes,0.72369,98,133,0.64740,0.79997
2013,Indirect migration background,Rural regions,No,0.27631,35,133,0.20003,0.35260
2014,No migration background,Urban regions,Yes,0.74548,3468,4708,0.73303,0.75792
2014,No migration background,Urban regions,No,0.25452,1240,4708,0.24208,0.26697
2014,No migration background,Rural regions,Yes,0.69197,2059,2932,0.67525,0.70868
2014,No migration background,Rural regions,No,0.30803,873,2932,0.29132,0.32475
2014,Direct migration background,Urban regions,Yes,0.73254,873,1233,0.70783,0.75726
2014,Direct migration background,Urban regions,No,0.26746,360,1233,0.24274,0.29217
2014,Direct migration background,Rural regions,Yes,0.68722,300,449,0.64429,0.73015
2014,Direct migration background,Rural regions,No,0.31278,149,449,0.26985,0.35571
2014,Indirect migration background,Urban regions,Yes,0.78545,381,510,0.74979,0.82111
2014,Indirect migration background,Urban regions,No,0.21455,129,510,0.17889,0.25021
2014,Indirect migration background,Rural regions,Yes,0.69801,94,133,0.61969,0.77634
2014,Indirect migration background,Rural regions,No,0.30199,39,133,0.22366,0.38031
2015,No migration background,Urban regions,Yes,0.77614,3420,4317,0.76370,0.78857
2015,No migration background,Urban regions,No,0.22386,897,4317,0.21143,0.23630
2015,No migration background,Rural regions,Yes,0.74082,2074,2777,0.72452,0.75712
2015,No migration background,Rural regions,No,0.25918,703,2777,0.24288,0.27548
2015,Direct migration background,Urban regions,Yes,0.75862,971,1327,0.73559,0.78165
2015,Direct migration background,Urban regions,No,0.24138,356,1327,0.21835,0.26441
2015,Direct migration background,Rural regions,Yes,0.75273,367,500,0.71488,0.79058
2015,Direct migration background,Rural regions,No,0.24727,133,500,0.20942,0.28512
2015,Indirect migration background,Urban regions,Yes,0.75041,326,441,0.70997,0.79085
2015,Indirect migration background,Urban regions,No,0.24959,115,441,0.20915,0.29003
2015,Indirect migration background,Rural regions,Yes,0.79102,98,137,0.72268,0.85935
2015,Indirect migration background,Rural regions,No,0.20898,39,137,0.14065,0.27732
2016,No migration background,Urban regions,Yes,0.78429,3257,4169,0.77181,0.79678
2016,No migration background,Urban regions,No,0.21571,912,4169,0.20322,0.22819
2016,No migration background,Rural regions,Yes,0.72697,2004,2690,0.71013,0.74381
2016,No migration background,Rural regions,No,0.27303,686,2690,0.25619,0.28987
2016,Direct migration background,Urban regions,Yes,0.74331,892,1204,0.71863,0.76800
2016,Direct migration background,Urban regions,No,0.25669,312,1204,0.23200,0.28137
2016,Direct migration background,Rural regions,Yes,0.76764,311,417,0.72706,0.80823
2016,Direct migration background,Rural regions,No,0.23236,106,417,0.19177,0.27294
2016,Indirect migration background,Urban regions,Yes,0.76546,323,424,0.72508,0.80584
2016,Indirect migration background,Urban regions,No,0.23454,101,424,0.19416,0.27492
2016,Indirect migration background,Rural regions,Yes,0.78233,89,122,0.70880,0.85586
2016,Indirect migration background,Rural regions,No,0.21767,33,122,0.14414,0.29120
2017,No migration background,Urban regions,Yes,0.78277,3604,4620,0.77088,0.79466
2017,No migration background,Urban regions,No,0.21723,1016,4620,0.20534,0.22912
2017,No migration background,Rural regions,Yes,0.72927,2200,2978,0.71331,0.74523
2017,No migration background,Rural regions,No,0.27073,778,2978,0.25477,0.28669
2017,Direct migration background,Urban regions,Yes,0.72868,842,1158,0.70306,0.75430
2017,Direct migration background,Urban regions,No,0.27132,316,1158,0.24570,0.29694
2017,Direct migration background,Rural regions,Yes,0.83534,314,422,0.79991,0.87077
2017,Direct migration background,Rural regions,No,0.16466,108,422,0.12923,0.20009
2017,Indirect migration background,Urban regions,Yes,0.75941,344,441,0.71947,0.79935
2017,Indirect migration background,Urban regions,No,0.24059,97,441,0.20065,0.28053
2017,Indirect migration background,Rural regions,Yes,0.76653,84,116,0.68922,0.84385
2017,Indirect migration background,Rural regions,No,0.23347,32,116,0.15615,0.31078
2018,No migration background,Urban regions,Yes,0.76890,3588,4751,0.75692,0.78089
2018,No migration background,Urban regions,No,0.23110,1163,4751,0.21911,0.24308
2018,No migration background,Rural regions,Yes,0.71536,2123,2984,0.69917,0.73156
2018,No migration background,Rural regions,No,0.28464,861,2984,0.26844,0.30083
2018,Direct migration background,Urban regions,Yes,0.74369,936,1338,0.72029,0.76709
2018,Direct migration background,Urban regions,No,0.25631,402,1338,0.23291,0.27971
2018,Direct migration background,Rural regions,Yes,0.73633,350,470,0.69645,0.77620
2018,Direct migration background,Rural regions,No,0.26367,120,470,0.22380,0.30355
2018,Indirect migration background,Urban regions,Yes,0.79621,366,481,0.76018,0.83225
2018,Indirect migration background,Urban regions,No,0.20379,115,481,0.16775,0.23982
2018,Indirect migration background,Rural regions,Yes,0.83215,101,134,0.76863,0.89567
2018,Indirect migration background,Rural regions,No,0.16785,33,134,0.10433,0.23137
2019,No migration background,No answer / don't know,Yes,0.74899,141,183,0.68599,0.81198
2019,No migration background,No answer / don't know,No,0.25101,42,183,0.18802,0.31401
2019,No migration background,Urban regions,Yes,0.78600,3296,4270,0.77370,0.79831
2019,No migration background,Urban regions,No,0.21400,974,4270,0.20169,0.22630
2019,No migration background,Rural regions,Yes,0.74713,2025,2675,0.73065,0.76360
2019,No migration background,Rural regions,No,0.25287,650,2675,0.23640,0.26935
2019,Direct migration background,Urban regions,Yes,0.78263,809,1106,0.75831,0.80695
2019,Direct migration background,Urban regions,No,0.21737,297,1106,0.19305,0.24169
2019,Direct migration background,Rural regions,Yes,0.71553,307,411,0.67186,0.75920
2019,Direct migration background,Rural regions,No,0.28447,104,411,0.24080,0.32814
2019,Indirect migration background,Urban regions,Yes,0.77091,323,433,0.73128,0.81054
2019,Indirect migration background,Urban regions,No,0.22909,110,433,0.18946,0.26872
2019,Indirect migration background,Rural regions,Yes,0.65567,76,76,0.54814,0.76321
2020,No migration background,Urban regions,Yes,0.67481,3017,4556,0.66121,0.68842
2020,No migration background,Urban regions,No,0.32519,1539,4556,0.31158,0.33879
2020,No migration background,Rural regions,Yes,0.66256,1799,2760,0.64492,0.68020
2020,No migration background,Rural regions,No,0.33744,961,2760,0.31980,0.35508
2020,Direct migration background,Urban regions,Yes,0.59205,1013,1705,0.56871,0.61538
2020,Direct migration background,Urban regions,No,0.40795,692,1705,0.38462,0.43129
2020,Direct migration background,Rural regions,Yes,0.57404,324,574,0.53355,0.61453
2020,Direct migration background,Rural regions,No,0.42596,250,574,0.38547,0.46645
2020,Indirect migration background,Urban regions,Yes,0.58728,300,496,0.54391,0.63065
2020,Indirect migration background,Urban regions,No,0.41272,196,496,0.36935,0.45609
2020,Indirect migration background,Rural regions,Yes,0.67591,72,117,0.59074,0.76109
2020,Indirect migration background,Rural regions,No,0.32409,45,117,0.23891,0.40926
2021,No migration background,Urban regions,Yes,0.75154,2432,3292,0.73678,0.76630
2021,No migration background,Urban regions,No,0.24846,860,3292,0.23370,0.26322
2021,No migration background,Rural regions,Yes,0.72775,1392,1910,0.70778,0.74772
2021,No migration background,Rural regions,No,0.27225,518,1910,0.25228,0.29222
2021,Direct migration background,Urban regions,Yes,0.70997,804,1171,0.68397,0.73597
2021,Direct migration background,Urban regions,No,0.29003,367,1171,0.26403,0.31603
2021,Direct migration background,Rural regions,Yes,0.72777,265,365,0.68204,0.77349
2021,Direct migration background,Rural regions,No,0.27223,100,365,0.22651,0.31796
2021,Indirect migration background,Urban regions,Yes,0.75339,212,288,0.70353,0.80326
2021,Indirect migration background,Urban regions,No,0.24661,76,288,0.19674,0.29647
2021,Indirect migration background,Rural regions,Yes,0.68948,59,59,0.57039,0.80856
2022,No migration background,Urban regions,Yes,0.74341,3873,5228,0.73157,0.75525
2022,No migration background,Urban regions,No,0.25659,1355,5228,0.24475,0.26843
2022,No migration background,Rural regions,Yes,0.71850,2239,3141,0.70277,0.73423
2022,No migration background,Rural regions,No,0.28150,902,3141,0.26577,0.29723
2022,Direct migration background,Urban regions,Yes,0.66655,1837,2723,0.64884,0.68426
2022,Direct migration background,Urban regions,No,0.33345,886,2723,0.31574,0.35116
2022,Direct migration background,Rural regions,Yes,0.69169,362,522,0.65203,0.73134
2022,Direct migration background,Rural regions,No,0.30831,160,522,0.26866,0.34797
2022,Indirect migration background,Urban regions,Yes,0.78528,376,518,0.74988,0.82067
2022,Indirect migration background,Urban regions,No,0.21472,142,518,0.17933,0.25012
2022,Indirect migration background,Rural regions,Yes,0.67139,114,162,0.59884,0.74395
2022,Indirect migration background,Rural regions,No,0.32861,48,162,0.25605,0.40116
