year,regtyp,sampreg,overyn,proportion,n,lower_confidence,upper_confidence
2007,Urban regions,East,1.0,0.06322915166354602,20850,0.05992562053940339,0.06653268278768866
2007,Rural regions,East,2.0,0.05444332421143598,20850,0.05136354813146018,0.057523100291411784
2007,Rural regions,West,2.0,0.05098660521388449,20850,0.04800076019889505,0.05397245022887393
2007,Urban regions,East,2.0,0.022612703442316,20850,0.020594743084986426,0.024630663799645576
2008,Urban regions,West,1.0,0.4223329425556858,19571,0.4154127872227297,0.42925309788864197
2008,Urban regions,West,2.0,0.14097303634232122,19571,0.13609751583165514,0.1458485568529873
2008,Rural regions,West,1.0,0.1271981242672919,19571,0.12252994256648456,0.13186630596809926
2008,Rural regions,East,1.0,0.11327667057444314,19571,0.10883635467780181,0.11771698647108447
2008,Urban regions,East,1.0,0.06477139507620164,19571,0.061323134480799256,0.06821965567160401
2008,Rural regions,West,2.0,0.054953106682297775,19571,0.051760301886904704,0.05814591147769085
2008,Rural regions,East,2.0,0.053780773739742084,19571,0.05062025063131147,0.0569412968481727
2008,Urban regions,East,2.0,0.022713950762016412,19571,0.020626545602849548,0.024801355921183276
2009,Urban regions,West,1.0,0.40251780685771077,18254,0.3954035084050468,0.40963210531037475
2009,Urban regions,West,2.0,0.14808679807851582,18254,0.1429341213778075,0.15323947477922414
2009,Rural regions,West,1.0,0.1268842140135829,18254,0.12205566365321066,0.13171276437395515
2009,Rural regions,East,1.0,0.11528905085307271,18254,0.11065594970990793,0.1199221519962375
2009,Urban regions,East,1.0,0.06476726851084975,18254,0.061196886480784106,0.0683376505409154
2009,Rural regions,West,2.0,0.062448235878747725,18254,0.05893801242947721,0.06595845932801825
2009,Rural regions,East,2.0,0.05681629948649992,18254,0.05345805999971781,0.060174538973282024
2009,Urban regions,East,2.0,0.023190326321020374,18254,0.021006915521175437,0.02537373712086531
2010,Urban regions,West,1.0,0.39660327711996174,24328,0.3904560042609162,0.4027505499790073
2010,Urban regions,West,2.0,0.16744408563568952,24328,0.16275223174703018,0.17213593952434886
2010,Rural regions,West,1.0,0.13826097356775505,24328,0.13392346291937077,0.14259848421613933
2010,Rural regions,East,1.0,0.0985528046884344,24328,0.09480732446886742,0.10229828490800139
2010,Rural regions,West,2.0,0.06721684009089822,24328,0.0640703072978315,0.07036337288396494
2010,Urban regions,East,1.0,0.05752900370769047,24328,0.0546029634887341,0.06045504392664684
2010,Rural regions,East,2.0,0.05154885779213013,24328,0.04877029719231653,0.05432741839194373
2010,Urban regions,East,2.0,0.022844157397440498,24328,0.020966690207048173,0.02472162458783282
2011,Urban regions,West,1.0,0.42335045436586327,28898,0.41765369112821604,0.4290472176035105
2011,Rural regions,West,1.0,0.1594231529039905,28898,0.15520243247190257,0.16364387333607844
2011,Urban regions,West,2.0,0.12979059660213355,28898,0.12591573961425565,0.13366545359001145
2011,Rural regions,East,1.0,0.10005926511260371,28898,0.09659941099456561,0.10351911923064182
2011,Rural regions,West,2.0,0.06291979454760964,28898,0.060120141538271846,0.06571944755694743
2011,Urban regions,East,1.0,0.057783484788621095,28898,0.05509319292027638,0.06047377665696581
2011,Rural regions,East,2.0,0.04494271039114974,28898,0.042553983382930614,0.04733143739936887
2011,Urban regions,East,2.0,0.021730541288028447,28898,0.02004946780487835,0.023411614771178545
2012,Urban regions,West,1.0,0.40549163685584455,28166,0.39975756119972095,0.41122571251196816
2012,Rural regions,West,1.0,0.1601082857971575,28166,0.1558256411903043,0.1643909304040107
2012,Urban regions,West,2.0,0.15053659479841439,28166,0.1463603411798434,0.15471284841698538
2012,Rural regions,East,1.0,0.09707048245189984,28166,0.09361296800611767,0.100527996897682
2012,Rural regions,West,2.0,0.0653582132843469,28166,0.06247174914397183,0.06824467742472198
2012,Urban regions,East,1.0,0.054819684810983274,28166,0.052161292420698,0.057478077201268546
2012,Rural regions,East,2.0,0.045344677559702215,28166,0.04291482488796359,0.04777453023144084
2012,Urban regions,East,2.0,0.021270424441651357,28166,0.01958537395300576,0.022955474930296954
2013,Urban regions,West,1.0,0.4290786598689002,31177,0.42358457320252546,0.43457274653527495
2013,Rural regions,West,1.0,0.15695557174071376,31177,0.15291770009422423,0.16099344338720328
2013,Urban regions,West,2.0,0.1518572469045885,31177,0.14787350541483021,0.15584098839434676
2013,Rural regions,East,1.0,0.08767297887836853,31177,0.08453357594109422,0.09081238181564284
2013,Rural regions,West,2.0,0.06545884923525128,31177,0.0627133438008114,0.06820435466969116
2013,Urban regions,East,1.0,0.05162053896576839,31177,0.04916446609978977,0.05407661183174701
2013,Rural regions,East,2.0,0.03750910415149308,31177,0.03539996336137,0.039618244941616164
2013,Urban regions,East,2.0,0.019847050254916242,31177,0.018298826166728947,0.021395274343103537
2014,Urban regions,West,1.0,0.41866532865027595,27654,0.41285067698019895,0.42447998032035295
2014,Rural regions,West,1.0,0.1591570496738585,27654,0.15484536019825296,0.16346873914946403
2014,Urban regions,West,2.0,0.15434019066733567,27654,0.15008210442045475,0.1585982769142166
2014,Rural regions,East,1.0,0.08830908178625188,27654,0.08496479439879571,0.09165336917370805
2014,Rural regions,West,2.0,0.06793778223783241,27654,0.06497189096040484,0.07090367351525997
2014,Urban regions,East,1.0,0.053888610135474156,27654,0.051227292457268946,0.05654992781367937
2014,Rural regions,East,2.0,0.039237330657300555,27654,0.03694891516441383,0.04152574615018728
2014,Urban regions,East,2.0,0.018464626191670847,27654,0.0168779060669587,0.020051346316382994
2015,Urban regions,West,1.0,0.4405726918623013,27342,0.4346880294927335,0.4464573542318691
2015,Rural regions,West,1.0,0.1777029160964312,27342,0.1731718271847132,0.18223400500814924
2015,Urban regions,West,2.0,0.12580271607537635,27342,0.12187182810124862,0.1297336040495041
2015,Rural regions,East,1.0,0.09053584587851353,27342,0.08713455317971383,0.09393713857731323
2015,Rural regions,West,2.0,0.059795767975576376,27342,0.056985244244089336,0.06260629170706342
2015,Urban regions,East,1.0,0.05505842720286346,27342,0.05235474706492233,0.05776210734080459
2015,Rural regions,East,2.0,0.032424465733235076,27342,0.030324946847912197,0.034523984618557955
2015,Urban regions,East,2.0,0.018107169175702705,27342,0.016526655507187155,0.019687682844218256
2016,Urban regions,West,1.0,0.43950808774651007,27798,0.433673402850292,0.44534277264272815
2016,Rural regions,West,1.0,0.17316640815422113,27798,0.16871814802159923,0.17761466828684302
2016,Urban regions,West,2.0,0.12951473520939508,27798,0.12556753096597023,0.13346193945281992
2016,Rural regions,East,1.0,0.09428318191890095,27798,0.09084789806965313,0.09771846576814877
2016,Rural regions,West,2.0,0.05617106137824064,27798,0.05346428576110339,0.058877836995377894
2016,Urban regions,East,1.0,0.05484156880124086,27798,0.05216513480719223,0.057518002795289486
2016,Rural regions,East,2.0,0.03523155329049413,27798,0.03306421483386273,0.037398891747125525
2016,Urban regions,East,2.0,0.017283403500997118,27798,0.015751335379909324,0.01881547162208491
2017,Urban regions,West,1.0,0.4364663585002568,31140,0.43095787467466273,0.4419748423258508
2017,Rural regions,West,1.0,0.17452491011813046,31140,0.17030913472254675,0.17874068551371416
2017,Urban regions,West,2.0,0.1288135593220339,31140,0.12509278686860012,0.13253433177546767
2017,Rural regions,East,1.0,0.0933744221879815,31140,0.09014276924390784,0.09660607513205517
2017,Rural regions,West,2.0,0.05742167437082691,31140,0.05483766896564606,0.06000567977600776
2017,Urban regions,East,1.0,0.05454545454545454,31140,0.052023156653484115,0.05706775243742497
2017,Rural regions,East,2.0,0.0371854134565999,31140,0.035083792428681176,0.03928703448451862
2017,Urban regions,East,2.0,0.017668207498715973,31140,0.016204945436925935,0.01913146956050601
2018,Urban regions,West,1.0,0.4290214609175034,29779,0.4233999841813026,0.43464293765370426
2018,Rural regions,West,1.0,0.1650915534554046,29779,0.16087475474004545,0.16930835217076376
2018,Urban regions,West,2.0,0.14254774561921638,29779,0.13857687107277925,0.1465186201656535
2018,Rural regions,East,1.0,0.08938767473912188,29779,0.08614721523382139,0.09262813424442236
2018,Rural regions,West,2.0,0.061035636936404805,29779,0.0583165861977154,0.06375468767509421
2018,Urban regions,East,1.0,0.05128962394172081,29779,0.04878419206232622,0.053795055821115406
2018,Rural regions,East,2.0,0.03927938570584761,29779,0.037072997563501714,0.041485773848193505
2018,Urban regions,East,2.0,0.02234691868478047,29779,0.02066810605590429,0.024025731313656647
2019,Urban regions,West,1.0,0.4337295856015998,29565,0.42808036428394325,0.43937880691925635
2019,Rural regions,West,1.0,0.1707588045772692,29565,0.16646937919743982,0.17504822995709857
2019,Urban regions,West,2.0,0.13476280413287411,29565,0.13087038373433887,0.13865522453140935
2019,Rural regions,East,1.0,0.09787801355404956,29565,0.0944908018851678,0.10126522522293131
2019,Urban regions,East,1.0,0.05710476613709588,29565,0.05445970917841206,0.0597498230957797
2019,Rural regions,West,2.0,0.05366070436618153,29565,0.051091972630839796,0.05622943610152327
2019,Rural regions,East,2.0,0.033774025108321296,29565,0.03171482811788462,0.03583322209875797
2019,Urban regions,East,2.0,0.0183312965226086,29565,0.01680216023812087,0.019860432807096328
2020,Urban regions,West,1.0,0.3754898119122257,29899,0.3700007695492001,0.3809788542752513
2020,Urban regions,West,2.0,0.20963949843260188,29899,0.2050255056607423,0.21425349120446147
2020,Rural regions,West,1.0,0.1388126959247649,29899,0.13489355262315866,0.14273183922637112
2020,Rural regions,West,2.0,0.0789576802507837,29899,0.07590089645320806,0.08201446404835934
2020,Rural regions,East,1.0,0.07748824451410659,29899,0.07445762367394065,0.08051886535427252
2020,Urban regions,East,1.0,0.04741379310344827,29899,0.045004818428934945,0.0498227677779616
2020,Rural regions,East,2.0,0.044866771159874606,29899,0.04252026269500377,0.04721327962474544
2020,Urban regions,East,2.0,0.027331504702194358,29899,0.025483334621364245,0.02917967478302447
2021,Urban regions,West,1.0,0.4276473069891717,19931,0.42077873803022875,0.43451587594811464
2021,Urban regions,West,2.0,0.16129939530305162,19931,0.15619303594928766,0.1664057546568156
2021,Rural regions,West,1.0,0.15750246097595275,19931,0.15244515163157982,0.16255977032032567
2021,Rural regions,East,1.0,0.08493882716917452,19931,0.08106830356055449,0.08880935077779455
2021,Rural regions,West,2.0,0.05625087891998312,19931,0.053052098247978983,0.05944965959198726
2021,Urban regions,East,1.0,0.05611025172268317,19931,0.05291523401195471,0.059305269433411634
2021,Rural regions,East,2.0,0.03445366333848966,19931,0.03192147625081091,0.036985850426168414
2021,Urban regions,East,2.0,0.02179721558149346,19931,0.019769969433439435,0.023824461729547483
