syear,regtyp,overyn,proportion,n,lower_confidence,upper_confidence
1998,Urban regions,2.0,0.17493002798880447,14238,0.1686896750841815,0.18117038089342744
1998,Rural regions,2.0,0.1251499400239904,14238,0.11971476275866774,0.13058511728931307
1999,Urban regions,1.0,0.46551020408163263,13674,0.4571495049458252,0.4738709032174401
1999,Rural regions,1.0,0.2473469387755102,13674,0.24011492958036368,0.2545789479706567
1999,Urban regions,2.0,0.16938775510204082,13674,0.1631006828067728,0.17567482739730883
1999,Rural regions,2.0,0.11775510204081632,13674,0.11235262751312272,0.12315757656850992
2000,Urban regions,1.0,0.4536843400172223,24107,0.4473996594784682,0.4599690205559764
2000,Rural regions,1.0,0.23742157706975028,24107,0.23205018521153511,0.24279296892796545
2000,Urban regions,2.0,0.19325870340755322,24107,0.1882742084321286,0.19824319838297783
2000,Rural regions,2.0,0.11563537950547423,24107,0.11159850236217819,0.11967225664877026
2001,Urban regions,1.0,0.6609336609336609,21921,0.6546668417484837,0.6672004801188381
2001,Rural regions,1.0,0.33906633906633904,21921,0.3327995198811618,0.3453331582515163
2002,Urban regions,1.0,0.47748770336738555,23026,0.47103597350699766,0.48393943322777344
2002,Rural regions,1.0,0.22827594904779921,23026,0.22285459316417355,0.23369730493142488
2002,Urban regions,2.0,0.1835035944003027,23026,0.1785038679030863,0.1885033208975191
2002,Rural regions,2.0,0.11073275318451255,23026,0.10667952532912242,0.11478598103990267
2003,Urban regions,1.0,0.47313393329804126,22166,0.4665610704605403,0.47970679613554223
2003,Rural regions,1.0,0.2281630492323981,22166,0.22263848730616084,0.23368761115863537
2003,Urban regions,2.0,0.18753308628904183,22166,0.18239437522127452,0.19267179735680914
2003,Rural regions,2.0,0.1111699311805188,22166,0.10703169337056613,0.11530816899047146
2004,Urban regions,1.0,0.4754120879120879,21612,0.4687539491590576,0.4820702266651182
2004,Rural regions,1.0,0.23447802197802198,21612,0.22882945224375803,0.24012659171228593
2004,Urban regions,2.0,0.18653846153846154,21612,0.18134494762891928,0.1917319754480038
2004,Rural regions,2.0,0.10357142857142858,21612,0.09950899361772161,0.10763386352513554
2005,Urban regions,1.0,0.48495627686379134,20698,0.4781475608282838,0.49176499289929887
2005,Rural regions,1.0,0.22602638209574627,20698,0.22032822359479629,0.23172454059669625
2005,Urban regions,2.0,0.17652289906625165,20698,0.17132870503111064,0.18171709310139267
2005,Rural regions,2.0,0.11249444197421075,20698,0.10818974134611056,0.11679914260231095
2006,Urban regions,1.0,0.49516778523489935,22269,0.48860096034961287,0.5017346101201858
2006,Rural regions,1.0,0.23516778523489934,22269,0.2295974964101224,0.2407380740596763
2006,Urban regions,2.0,0.1636241610738255,22269,0.15876534824596,0.16848297390169098
2006,Rural regions,2.0,0.10604026845637583,22269,0.10199637130896015,0.11008416560379151
2007,Urban regions,1.0,0.4967593259397955,20850,0.489972543555003,0.5035461083245879
2007,Rural regions,1.0,0.2447068990349993,20850,0.23887132064465308,0.2505424774253455
2007,Urban regions,2.0,0.15310384559988477,20850,0.1482160709822952,0.15799162021747434
2007,Rural regions,2.0,0.10542992942532046,20850,0.10126131063701153,0.1095985482136294
2008,Urban regions,1.0,0.48710433763188743,19571,0.48010148359211935,0.4941071916716555
2008,Rural regions,1.0,0.24047479484173506,19571,0.23448715816888094,0.2464624315145892
2008,Urban regions,2.0,0.16368698710433763,19571,0.1585032726832721,0.16887070152540315
2008,Rural regions,2.0,0.10873388042203985,19571,0.10437238214478067,0.11309537869929903
2009,Urban regions,1.0,0.46728507536856057,18254,0.4600471277541299,0.4745230229829912
2009,Rural regions,1.0,0.24217326486665564,18254,0.23595849419010295,0.24838803554320832
2009,Urban regions,2.0,0.17127712439953618,18254,0.16581160559044325,0.17674264320862912
2009,Rural regions,2.0,0.11926453536524764,18254,0.11456282956239784,0.12396624116809744
2010,Urban regions,1.0,0.45413228082765217,24328,0.44787568989702364,0.4603888717582807
2010,Rural regions,1.0,0.23681377825618946,24328,0.23147156018869927,0.24215599632367965
2010,Urban regions,2.0,0.19028824303313,24328,0.18535566381850052,0.19522082224775947
2010,Rural regions,2.0,0.11876569788302835,24328,0.1147003840554096,0.1228310117106471
2011,Urban regions,1.0,0.4811339391544844,28898,0.4753731390380557,0.48689473927091304
2011,Rural regions,1.0,0.2594824180165942,28898,0.25442831798475873,0.2645365180484297
2011,Urban regions,2.0,0.151521137890162,28898,0.1473870538286508,0.1556552219516732
2011,Rural regions,2.0,0.10786250493875939,28898,0.10428588062002084,0.11143912925749794
2012,Urban regions,1.0,0.4603113216668278,28166,0.4544904105742194,0.4661322327594362
2012,Rural regions,1.0,0.25717876824905733,28166,0.252074268414124,0.26228326808399066
2012,Urban regions,2.0,0.17180701924006575,28166,0.1674016764439683,0.1762123620361632
2012,Rural regions,2.0,0.11070289084404912,28166,0.10703854542908382,0.11436723625901442
2013,Urban regions,1.0,0.4806991988346686,31177,0.4751531319176132,0.486245265751724
2013,Rural regions,1.0,0.2446285506190823,31177,0.23985685465761022,0.2494002465805544
2013,Urban regions,2.0,0.17170429715950472,31177,0.16751807573440575,0.1758905185846037
2013,Rural regions,2.0,0.10296795338674436,31177,0.09959435073402817,0.10634155603946055
2014,Urban regions,1.0,0.47255393878575014,27654,0.4666696793481855,0.4784381982233148
2014,Rural regions,1.0,0.2474661314601104,27654,0.2423798779567894,0.2525523849634314
2014,Urban regions,2.0,0.17280481685900653,27654,0.16834867495262482,0.17726095876538825
2014,Rural regions,2.0,0.10717511289513297,27654,0.10352919225956089,0.11082103353070505
2015,Urban regions,1.0,0.49563111906516477,27342,0.48970467272237045,0.501557565407959
2015,Rural regions,1.0,0.26823876197494473,27342,0.26298722533035407,0.2734902986195354
2015,Urban regions,2.0,0.14390988525107906,27342,0.1397493808431678,0.14807038965899033
2015,Rural regions,2.0,0.09222023370881145,27342,0.08879062723464262,0.09564984018298028
2016,Urban regions,1.0,0.4943496565477509,27798,0.4884721710294793,0.5002271420660226
2016,Rural regions,1.0,0.2674495900731221,27798,0.26224616839187503,0.2726530117543691
2016,Urban regions,2.0,0.1467981387103922,27798,0.14263773507004807,0.15095854235073636
2016,Rural regions,2.0,0.09140261466873477,27798,0.08801484132034865,0.09479038801712089
2017,Urban regions,1.0,0.49101181304571134,31140,0.48545921048418894,0.49656441560723374
2017,Rural regions,1.0,0.26789933230611196,31140,0.262980432410751,0.27281823220147294
2017,Urban regions,2.0,0.14648176682074987,31140,0.14255445889870286,0.15040907474279688
2017,Rural regions,2.0,0.09460708782742681,31140,0.09135638589394957,0.09785778976090406
2018,Urban regions,1.0,0.48031108485922425,29779,0.47463650061282264,0.48598566910562585
2018,Rural regions,1.0,0.2544792281945265,29779,0.24953205562234396,0.2594264007667091
2018,Urban regions,2.0,0.16489466430399685,29779,0.1606798839486774,0.1691094446593163
2018,Rural regions,2.0,0.10031502264225241,29779,0.09690286381187968,0.10372718147262514
2019,Urban regions,1.0,0.4908343517386957,29565,0.4851358045049387,0.49653289897245273
2019,Rural regions,1.0,0.26863681813131873,29565,0.2635842003770602,0.27368943588557726
2019,Urban regions,2.0,0.15309410065548273,29565,0.14898956590739892,0.15719863540356654
2019,Rural regions,2.0,0.08743472947450283,29565,0.08421483911765898,0.09065461983134668
2020,Urban regions,1.0,0.422903605015674,29899,0.4173038037537072,0.4285034062776408
2020,Urban regions,2.0,0.23697100313479624,29899,0.2321510161615962,0.2417909901079963
2020,Rural regions,1.0,0.21630094043887146,29899,0.21163400700521748,0.22096787387252545
2020,Rural regions,2.0,0.1238244514106583,29899,0.12009086239102666,0.12755804043028995
2021,Urban regions,1.0,0.4837575587118549,19931,0.4768195912028195,0.49069552622089024
2021,Rural regions,1.0,0.24244128814512728,19931,0.23649147993460856,0.248391096355646
2021,Urban regions,2.0,0.18309661088454507,19931,0.177727318816425,0.18846590295266513
2021,Rural regions,2.0,0.09070454225847278,19931,0.08671742915484452,0.09469165536210104
