year,pgisced97,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Post-secondary Non-tertiary Level,Urban regions,No,0.27348,102,359,0.22730,0.31965
2000,Post-secondary Non-tertiary Level,Rural regions,Yes,0.73001,90,124,0.65155,0.80847
2000,Post-secondary Non-tertiary Level,Rural regions,No,0.26999,34,124,0.19153,0.34845
2000,First Stage of Tertiary Education,Urban regions,Yes,0.73611,390,529,0.69852,0.77371
2000,First Stage of Tertiary Education,Urban regions,No,0.26389,139,529,0.22629,0.30148
2000,First Stage of Tertiary Education,Rural regions,Yes,0.69001,201,290,0.63669,0.74333
2000,First Stage of Tertiary Education,Rural regions,No,0.30999,89,290,0.25667,0.36331
2000,Second Stage of Tertiary Education,Urban regions,Yes,0.74772,946,1241,0.72355,0.77190
2000,Second Stage of Tertiary Education,Urban regions,No,0.25228,295,1241,0.22810,0.27645
2000,Second Stage of Tertiary Education,Rural regions,Yes,0.77320,425,561,0.73852,0.80788
2000,Second Stage of Tertiary Education,Rural regions,No,0.22680,136,561,0.19212,0.26148
2002,Lower Secondary Level,Urban regions,Yes,0.54187,176,305,0.48586,0.59788
2002,Lower Secondary Level,Urban regions,No,0.45813,129,305,0.40212,0.51414
2002,Lower Secondary Level,Rural regions,Yes,0.58985,97,157,0.51266,0.66703
2002,Lower Secondary Level,Rural regions,No,0.41015,60,157,0.33297,0.48734
2002,Upper Secondary Level,Urban regions,Yes,0.68037,1643,2401,0.66171,0.69903
2002,Upper Secondary Level,Urban regions,No,0.31963,758,2401,0.30097,0.33829
2002,Upper Secondary Level,Rural regions,Yes,0.63952,980,1523,0.61540,0.66364
2002,Upper Secondary Level,Rural regions,No,0.36048,543,1523,0.33636,0.38460
2002,Post-secondary Non-tertiary Level,Urban regions,Yes,0.71860,286,395,0.67420,0.76300
2002,Post-secondary Non-tertiary Level,Urban regions,No,0.28140,109,395,0.23700,0.32580
2002,Post-secondary Non-tertiary Level,Rural regions,Yes,0.67979,82,114,0.59377,0.76581
2002,Post-secondary Non-tertiary Level,Rural regions,No,0.32021,32,114,0.23419,0.40623
2002,First Stage of Tertiary Education,Urban regions,Yes,0.73189,373,496,0.69287,0.77092
2002,First Stage of Tertiary Education,Urban regions,No,0.26811,123,496,0.22908,0.30713
2002,First Stage of Tertiary Education,Rural regions,Yes,0.69841,173,251,0.64151,0.75530
2002,First Stage of Tertiary Education,Rural regions,No,0.30159,78,251,0.24470,0.35849
2002,Second Stage of Tertiary Education,Urban regions,Yes,0.79003,1275,1589,0.77000,0.81007
2002,Second Stage of Tertiary Education,Urban regions,No,0.20997,314,1589,0.18993,0.23000
2002,Second Stage of Tertiary Education,Rural regions,Yes,0.76674,461,611,0.73317,0.80030
2002,Second Stage of Tertiary Education,Rural regions,No,0.23326,150,611,0.19970,0.26683
2003,Lower Secondary Level,Urban regions,Yes,0.59985,178,286,0.54297,0.65673
2003,Lower Secondary Level,Urban regions,No,0.40015,108,286,0.34327,0.45703
2003,Lower Secondary Level,Rural regions,Yes,0.57894,91,160,0.50220,0.65569
2003,Lower Secondary Level,Rural regions,No,0.42106,69,160,0.34431,0.49780
2003,Upper Secondary Level,Urban regions,Yes,0.67787,1559,2313,0.65882,0.69692
2003,Upper Secondary Level,Urban regions,No,0.32213,754,2313,0.30308,0.34118
2003,Upper Secondary Level,Rural regions,Yes,0.64402,940,1440,0.61928,0.66876
2003,Upper Secondary Level,Rural regions,No,0.35598,500,1440,0.33124,0.38072
2003,Post-secondary Non-tertiary Level,Urban regions,Yes,0.68542,290,400,0.63986,0.73099
2003,Post-secondary Non-tertiary Level,Urban regions,No,0.31458,110,400,0.26901,0.36014
2003,Post-secondary Non-tertiary Level,Rural regions,Yes,0.74694,83,120,0.66883,0.82506
2003,Post-secondary Non-tertiary Level,Rural regions,No,0.25306,37,120,0.17494,0.33117
2003,First Stage of Tertiary Education,Urban regions,Yes,0.74523,355,479,0.70617,0.78430
2003,First Stage of Tertiary Education,Urban regions,No,0.25477,124,479,0.21570,0.29383
2003,First Stage of Tertiary Education,Rural regions,Yes,0.72979,173,247,0.67430,0.78529
2003,First Stage of Tertiary Education,Rural regions,No,0.27021,74,247,0.21471,0.32570
2003,Second Stage of Tertiary Education,Urban regions,Yes,0.81031,1157,1458,0.79018,0.83045
2003,Second Stage of Tertiary Education,Urban regions,No,0.18969,301,1458,0.16955,0.20982
2003,Second Stage of Tertiary Education,Rural regions,Yes,0.72312,416,567,0.68625,0.75998
2003,Second Stage of Tertiary Education,Rural regions,No,0.27688,151,567,0.24002,0.31375
2004,Lower Secondary Level,Urban regions,Yes,0.62900,191,298,0.57406,0.68394
2004,Lower Secondary Level,Urban regions,No,0.37100,107,298,0.31606,0.42594
2004,Lower Secondary Level,Rural regions,Yes,0.54155,70,132,0.45622,0.62688
2004,Lower Secondary Level,Rural regions,No,0.45845,62,132,0.37312,0.54378
2004,Upper Secondary Level,Urban regions,Yes,0.68292,1525,2195,0.66344,0.70239
2004,Upper Secondary Level,Urban regions,No,0.31708,670,2195,0.29761,0.33656
2004,Upper Secondary Level,Rural regions,Yes,0.66415,920,1368,0.63911,0.68919
2004,Upper Secondary Level,Rural regions,No,0.33585,448,1368,0.31081,0.36089
2004,Post-secondary Non-tertiary Level,Urban regions,Yes,0.72438,278,395,0.68026,0.76850
2004,Post-secondary Non-tertiary Level,Urban regions,No,0.27562,117,395,0.23150,0.31974
2004,Post-secondary Non-tertiary Level,Rural regions,Yes,0.66745,74,109,0.57860,0.75631
2004,Post-secondary Non-tertiary Level,Rural regions,No,0.33255,35,109,0.24369,0.42140
2004,First Stage of Tertiary Education,Urban regions,Yes,0.78953,355,457,0.75211,0.82695
2004,First Stage of Tertiary Education,Urban regions,No,0.21047,102,457,0.17305,0.24789
2004,First Stage of Tertiary Education,Rural regions,Yes,0.75506,189,259,0.70258,0.80753
2004,First Stage of Tertiary Education,Rural regions,No,0.24494,70,259,0.19247,0.29742
2004,Second Stage of Tertiary Education,Urban regions,Yes,0.74565,1073,1419,0.72298,0.76831
2004,Second Stage of Tertiary Education,Urban regions,No,0.25435,346,1419,0.23169,0.27702
2004,Second Stage of Tertiary Education,Rural regions,Yes,0.78451,437,568,0.75067,0.81836
2004,Second Stage of Tertiary Education,Rural regions,No,0.21549,131,568,0.18164,0.24933
2005,Lower Secondary Level,Urban regions,Yes,0.63343,177,281,0.57698,0.68987
2005,Lower Secondary Level,Urban regions,No,0.36657,104,281,0.31013,0.42302
2005,Lower Secondary Level,Rural regions,Yes,0.67853,81,133,0.59885,0.75820
2005,Lower Secondary Level,Rural regions,No,0.32147,52,133,0.24180,0.40115
2005,Upper Secondary Level,Urban regions,Yes,0.70501,1448,2030,0.68516,0.72485
2005,Upper Secondary Level,Urban regions,No,0.29499,582,2030,0.27515,0.31484
2005,Upper Secondary Level,Rural regions,Yes,0.63453,811,1258,0.60791,0.66115
2005,Upper Secondary Level,Rural regions,No,0.36547,447,1258,0.33885,0.39209
2005,Post-secondary Non-tertiary Level,Urban regions,Yes,0.69023,281,386,0.64404,0.73642
2005,Post-secondary Non-tertiary Level,Urban regions,No,0.30977,105,386,0.26358,0.35596
2005,Post-secondary Non-tertiary Level,Rural regions,Yes,0.67723,77,114,0.59103,0.76344
2005,Post-secondary Non-tertiary Level,Rural regions,No,0.32277,37,114,0.23656,0.40897
2005,First Stage of Tertiary Education,Urban regions,Yes,0.74802,316,414,0.70615,0.78989
2005,First Stage of Tertiary Education,Urban regions,No,0.25198,98,414,0.21011,0.29385
2005,First Stage of Tertiary Education,Rural regions,Yes,0.69793,154,223,0.63753,0.75833
2005,First Stage of Tertiary Education,Rural regions,No,0.30207,69,223,0.24167,0.36247
2005,Second Stage of Tertiary Education,Urban regions,Yes,0.79081,1019,1297,0.76866,0.81295
2005,Second Stage of Tertiary Education,Urban regions,No,0.20919,278,1297,0.18705,0.23134
2005,Second Stage of Tertiary Education,Rural regions,Yes,0.71882,379,525,0.68033,0.75732
2005,Second Stage of Tertiary Education,Rural regions,No,0.28118,146,525,0.24268,0.31967
2006,Lower Secondary Level,Urban regions,Yes,0.62214,164,253,0.56228,0.68200
2006,Lower Secondary Level,Urban regions,No,0.37786,89,253,0.31800,0.43772
2006,Lower Secondary Level,Rural regions,Yes,0.65933,84,137,0.57968,0.73898
2006,Lower Secondary Level,Rural regions,No,0.34067,53,137,0.26102,0.42032
2006,Upper Secondary Level,Urban regions,Yes,0.71181,1634,2270,0.69317,0.73045
2006,Upper Secondary Level,Urban regions,No,0.28819,636,2270,0.26955,0.30683
2006,Upper Secondary Level,Rural regions,Yes,0.65801,936,1400,0.63315,0.68286
2006,Upper Secondary Level,Rural regions,No,0.34199,464,1400,0.31714,0.36685
2006,Post-secondary Non-tertiary Level,Urban regions,Yes,0.73673,318,424,0.69476,0.77870
2006,Post-secondary Non-tertiary Level,Urban regions,No,0.26327,106,424,0.22130,0.30524
2006,Post-secondary Non-tertiary Level,Rural regions,Yes,0.63926,100,146,0.56109,0.71742
2006,Post-secondary Non-tertiary Level,Rural regions,No,0.36074,46,146,0.28258,0.43891
2006,First Stage of Tertiary Education,Urban regions,Yes,0.78614,351,455,0.74842,0.82386
2006,First Stage of Tertiary Education,Urban regions,No,0.21386,104,455,0.17614,0.25158
2006,First Stage of Tertiary Education,Rural regions,Yes,0.74249,176,236,0.68658,0.79840
2006,First Stage of Tertiary Education,Rural regions,No,0.25751,60,236,0.20160,0.31342
2006,Second Stage of Tertiary Education,Urban regions,Yes,0.80527,1190,1462,0.78497,0.82558
2006,Second Stage of Tertiary Education,Urban regions,No,0.19473,272,1462,0.17442,0.21503
2006,Second Stage of Tertiary Education,Rural regions,Yes,0.75637,425,571,0.72113,0.79161
2006,Second Stage of Tertiary Education,Rural regions,No,0.24363,146,571,0.20839,0.27887
2007,Lower Secondary Level,Urban regions,Yes,0.66340,140,209,0.59918,0.72762
2007,Lower Secondary Level,Urban regions,No,0.33660,69,209,0.27238,0.40082
2007,Lower Secondary Level,Rural regions,Yes,0.58473,60,104,0.48957,0.67990
2007,Lower Secondary Level,Rural regions,No,0.41527,44,104,0.32010,0.51043
2007,Upper Secondary Level,Urban regions,Yes,0.75688,1567,2087,0.73847,0.77529
2007,Upper Secondary Level,Urban regions,No,0.24312,520,2087,0.22471,0.26153
2007,Upper Secondary Level,Rural regions,Yes,0.67895,915,1345,0.65398,0.70391
2007,Upper Secondary Level,Rural regions,No,0.32105,430,1345,0.29609,0.34602
2007,Post-secondary Non-tertiary Level,Urban regions,Yes,0.80839,310,391,0.76933,0.84745
2007,Post-secondary Non-tertiary Level,Urban regions,No,0.19161,81,391,0.15255,0.23067
2007,Post-secondary Non-tertiary Level,Rural regions,Yes,0.69238,106,150,0.61827,0.76648
2007,Post-secondary Non-tertiary Level,Rural regions,No,0.30762,44,150,0.23352,0.38173
2007,First Stage of Tertiary Education,Urban regions,Yes,0.78200,320,408,0.74188,0.82211
2007,First Stage of Tertiary Education,Urban regions,No,0.21800,88,408,0.17789,0.25812
2007,First Stage of Tertiary Education,Rural regions,Yes,0.75178,171,230,0.69583,0.80773
2007,First Stage of Tertiary Education,Rural regions,No,0.24822,59,230,0.19227,0.30417
2007,Second Stage of Tertiary Education,Urban regions,Yes,0.80613,1095,1376,0.78523,0.82703
2007,Second Stage of Tertiary Education,Urban regions,No,0.19387,281,1376,0.17297,0.21477
2007,Second Stage of Tertiary Education,Rural regions,Yes,0.73286,418,556,0.69605,0.76967
2007,Second Stage of Tertiary Education,Rural regions,No,0.26714,138,556,0.23033,0.30395
2008,No answer / don't know,Urban regions,Yes,0.72660,32,32,0.56970,0.88350
2008,Lower Secondary Level,Urban regions,Yes,0.69082,154,224,0.63016,0.75148
2008,Lower Secondary Level,Urban regions,No,0.30918,70,224,0.24852,0.36984
2008,Lower Secondary Level,Rural regions,Yes,0.59888,73,124,0.51226,0.68550
2008,Lower Secondary Level,Rural regions,No,0.40112,51,124,0.31450,0.48774
2008,Upper Secondary Level,Urban regions,Yes,0.72450,1478,2067,0.70524,0.74377
2008,Upper Secondary Level,Urban regions,No,0.27550,589,2067,0.25623,0.29476
2008,Upper Secondary Level,Rural regions,Yes,0.65059,878,1323,0.62489,0.67629
2008,Upper Secondary Level,Rural regions,No,0.34941,445,1323,0.32371,0.37511
2008,Post-secondary Non-tertiary Level,Urban regions,Yes,0.77182,301,395,0.73038,0.81326
2008,Post-secondary Non-tertiary Level,Urban regions,No,0.22818,94,395,0.18674,0.26962
2008,Post-secondary Non-tertiary Level,Rural regions,Yes,0.66808,96,140,0.58979,0.74636
2008,Post-secondary Non-tertiary Level,Rural regions,No,0.33192,44,140,0.25364,0.41021
2008,First Stage of Tertiary Education,Urban regions,Yes,0.81876,304,375,0.77972,0.85780
2008,First Stage of Tertiary Education,Urban regions,No,0.18124,71,375,0.14220,0.22028
2008,First Stage of Tertiary Education,Rural regions,Yes,0.74627,166,221,0.68876,0.80377
2008,First Stage of Tertiary Education,Rural regions,No,0.25373,55,221,0.19623,0.31124
2008,Second Stage of Tertiary Education,Urban regions,Yes,0.79467,1054,1329,0.77295,0.81640
2008,Second Stage of Tertiary Education,Urban regions,No,0.20533,275,1329,0.18360,0.22705
2008,Second Stage of Tertiary Education,Rural regions,Yes,0.72159,398,527,0.68329,0.75990
2008,Second Stage of Tertiary Education,Rural regions,No,0.27841,129,527,0.24010,0.31671
2009,Lower Secondary Level,Urban regions,Yes,0.64744,106,171,0.57562,0.71926
2009,Lower Secondary Level,Urban regions,No,0.35256,65,171,0.28074,0.42438
2009,Lower Secondary Level,Rural regions,Yes,0.60451,50,93,0.50460,0.70443
2009,Lower Secondary Level,Rural regions,No,0.39549,43,93,0.29557,0.49540
2009,Upper Secondary Level,Urban regions,Yes,0.70730,1227,1764,0.68606,0.72854
2009,Upper Secondary Level,Urban regions,No,0.29270,537,1764,0.27146,0.31394
2009,Upper Secondary Level,Rural regions,Yes,0.62398,757,1193,0.59648,0.65148
2009,Upper Secondary Level,Rural regions,No,0.37602,436,1193,0.34852,0.40352
2009,Post-secondary Non-tertiary Level,Urban regions,Yes,0.74977,261,347,0.70413,0.79541
2009,Post-secondary Non-tertiary Level,Urban regions,No,0.25023,86,347,0.20459,0.29587
2009,Post-secondary Non-tertiary Level,Rural regions,Yes,0.70681,90,124,0.62636,0.78727
2009,Post-secondary Non-tertiary Level,Rural regions,No,0.29319,34,124,0.21273,0.37364
2009,First Stage of Tertiary Education,Urban regions,Yes,0.77593,257,335,0.73122,0.82065
2009,First Stage of Tertiary Education,Urban regions,No,0.22407,78,335,0.17935,0.26878
2009,First Stage of Tertiary Education,Rural regions,Yes,0.68877,144,211,0.62615,0.75140
2009,First Stage of Tertiary Education,Rural regions,No,0.31123,67,211,0.24860,0.37385
2009,Second Stage of Tertiary Education,Urban regions,Yes,0.78354,938,1200,0.76023,0.80685
2009,Second Stage of Tertiary Education,Urban regions,No,0.21646,262,1200,0.19315,0.23977
2009,Second Stage of Tertiary Education,Rural regions,Yes,0.76423,395,515,0.72753,0.80093
2009,Second Stage of Tertiary Education,Rural regions,No,0.23577,120,515,0.19907,0.27247
2010,Lower Secondary Level,Urban regions,Yes,0.57272,176,288,0.51549,0.62996
2010,Lower Secondary Level,Urban regions,No,0.42728,112,288,0.37004,0.48451
2010,Lower Secondary Level,Rural regions,Yes,0.61194,95,147,0.53289,0.69099
2010,Lower Secondary Level,Rural regions,No,0.38806,52,147,0.30901,0.46711
2010,Upper Secondary Level,Urban regions,Yes,0.65962,1565,2388,0.64061,0.67863
2010,Upper Secondary Level,Urban regions,No,0.34038,823,2388,0.32137,0.35939
2010,Upper Secondary Level,Rural regions,Yes,0.61996,1065,1673,0.59669,0.64322
2010,Upper Secondary Level,Rural regions,No,0.38004,608,1673,0.35678,0.40331
2010,Post-secondary Non-tertiary Level,Urban regions,Yes,0.71874,391,535,0.68061,0.75688
2010,Post-secondary Non-tertiary Level,Urban regions,No,0.28126,144,535,0.24312,0.31939
2010,Post-secondary Non-tertiary Level,Rural regions,Yes,0.61410,134,202,0.54680,0.68140
2010,Post-secondary Non-tertiary Level,Rural regions,No,0.38590,68,202,0.31860,0.45320
2010,First Stage of Tertiary Education,Urban regions,Yes,0.75529,312,409,0.71358,0.79701
2010,First Stage of Tertiary Education,Urban regions,No,0.24471,97,409,0.20299,0.28642
2010,First Stage of Tertiary Education,Rural regions,Yes,0.67196,196,275,0.61637,0.72755
2010,First Stage of Tertiary Education,Rural regions,No,0.32804,79,275,0.27245,0.38363
2010,Second Stage of Tertiary Education,Urban regions,Yes,0.77841,1313,1705,0.75869,0.79813
2010,Second Stage of Tertiary Education,Urban regions,No,0.22159,392,1705,0.20187,0.24131
2010,Second Stage of Tertiary Education,Rural regions,Yes,0.71254,453,620,0.67689,0.74820
2010,Second Stage of Tertiary Education,Rural regions,No,0.28746,167,620,0.25180,0.32311
2011,No answer / don't know,Urban regions,Yes,0.79910,73,73,0.70655,0.89165
2011,No answer / don't know,Rural regions,Yes,0.73173,55,55,0.61355,0.84990
2011,Lower Secondary Level,Urban regions,Yes,0.69529,259,366,0.64807,0.74251
2011,Lower Secondary Level,Urban regions,No,0.30471,107,366,0.25749,0.35193
2011,Lower Secondary Level,Rural regions,Yes,0.59106,122,210,0.52440,0.65771
2011,Lower Secondary Level,Rural regions,No,0.40894,88,210,0.34229,0.47560
2011,Upper Secondary Level,Urban regions,Yes,0.73983,2014,2781,0.72352,0.75614
2011,Upper Secondary Level,Urban regions,No,0.26017,767,2781,0.24386,0.27648
2011,Upper Secondary Level,Rural regions,Yes,0.66934,1401,2047,0.64895,0.68972
2011,Upper Secondary Level,Rural regions,No,0.33066,646,2047,0.31028,0.35105
2011,Post-secondary Non-tertiary Level,Urban regions,Yes,0.78636,508,642,0.75463,0.81809
2011,Post-secondary Non-tertiary Level,Urban regions,No,0.21364,134,642,0.18191,0.24537
2011,Post-secondary Non-tertiary Level,Rural regions,Yes,0.75845,186,253,0.70560,0.81130
2011,Post-secondary Non-tertiary Level,Rural regions,No,0.24155,67,253,0.18870,0.29440
2011,First Stage of Tertiary Education,Urban regions,Yes,0.80939,393,484,0.77436,0.84442
2011,First Stage of Tertiary Education,Urban regions,No,0.19061,91,484,0.15558,0.22564
2011,First Stage of Tertiary Education,Rural regions,Yes,0.74368,253,331,0.69658,0.79079
2011,First Stage of Tertiary Education,Rural regions,No,0.25632,78,331,0.20921,0.30342
2011,Second Stage of Tertiary Education,Urban regions,Yes,0.80114,1605,2010,0.78369,0.81860
2011,Second Stage of Tertiary Education,Urban regions,No,0.19886,405,2010,0.18140,0.21631
2011,Second Stage of Tertiary Education,Rural regions,Yes,0.75296,580,764,0.72236,0.78357
2011,Second Stage of Tertiary Education,Rural regions,No,0.24704,184,764,0.21643,0.27764
2012,No answer / don't know,Urban regions,Yes,0.69526,44,44,0.55768,0.83284
2012,Primary Level,Urban regions,Yes,0.69794,33,33,0.53885,0.85703
2012,Lower Secondary Level,Urban regions,Yes,0.67127,258,379,0.62391,0.71862
2012,Lower Secondary Level,Urban regions,No,0.32873,121,379,0.28138,0.37609
2012,Lower Secondary Level,Rural regions,Yes,0.58669,135,216,0.52087,0.65251
2012,Lower Secondary Level,Rural regions,No,0.41331,81,216,0.34749,0.47913
2012,Upper Secondary Level,Urban regions,Yes,0.68592,1966,2850,0.66888,0.70296
2012,Upper Secondary Level,Urban regions,No,0.31408,884,2850,0.29704,0.33112
2012,Upper Secondary Level,Rural regions,Yes,0.67108,1425,2133,0.65113,0.69102
2012,Upper Secondary Level,Rural regions,No,0.32892,708,2133,0.30898,0.34887
2012,Post-secondary Non-tertiary Level,Urban regions,Yes,0.75324,511,677,0.72074,0.78574
2012,Post-secondary Non-tertiary Level,Urban regions,No,0.24676,166,677,0.21426,0.27926
2012,Post-secondary Non-tertiary Level,Rural regions,Yes,0.77051,209,280,0.72117,0.81986
2012,Post-secondary Non-tertiary Level,Rural regions,No,0.22949,71,280,0.18014,0.27883
2012,First Stage of Tertiary Education,Urban regions,Yes,0.77776,380,490,0.74091,0.81461
2012,First Stage of Tertiary Education,Urban regions,No,0.22224,110,490,0.18539,0.25909
2012,First Stage of Tertiary Education,Rural regions,Yes,0.74585,254,328,0.69866,0.79304
2012,First Stage of Tertiary Education,Rural regions,No,0.25415,74,328,0.20696,0.30134
2012,Second Stage of Tertiary Education,Urban regions,Yes,0.78357,1575,2034,0.76567,0.80147
2012,Second Stage of Tertiary Education,Urban regions,No,0.21643,459,2034,0.19853,0.23433
2012,Second Stage of Tertiary Education,Rural regions,Yes,0.76547,583,769,0.73550,0.79544
2012,Second Stage of Tertiary Education,Rural regions,No,0.23453,186,769,0.20456,0.26450
2013,No answer / don't know,Urban regions,Yes,0.79751,55,55,0.69032,0.90469
2013,Primary Level,Urban regions,Yes,0.85206,47,47,0.74946,0.95466
2013,Lower Secondary Level,Urban regions,Yes,0.71625,377,555,0.67871,0.75379
2013,Lower Secondary Level,Urban regions,No,0.28375,178,555,0.24621,0.32129
2013,Lower Secondary Level,Rural regions,Yes,0.62457,175,262,0.56583,0.68332
2013,Lower Secondary Level,Rural regions,No,0.37543,87,262,0.31668,0.43417
2013,Upper Secondary Level,Urban regions,Yes,0.71136,2143,3010,0.69517,0.72755
2013,Upper Secondary Level,Urban regions,No,0.28864,867,3010,0.27245,0.30483
2013,Upper Secondary Level,Rural regions,Yes,0.66936,1413,2070,0.64909,0.68963
2013,Upper Secondary Level,Rural regions,No,0.33064,657,2070,0.31037,0.35091
