"plb0195_h","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Bezahlt","1985","Hauptschule","Laendlicher Raum","235","","",""
"Bezahlt","1985","Realschule","Staedtischer Raum","123","","",""
"Bezahlt","1985","Realschule","Laendlicher Raum","34","0.183648548198383","0.125272179909585","0.242024916487181"
"Bezahlt","1985","(Fach-)Abitur","Staedtischer Raum","62","0.236088107506462","0.175543442591688","0.296632772421237"
"Bezahlt","1985","(Fach-)Abitur","Laendlicher Raum","11","","",""
"Bezahlt","1985","AkademikerIn","Staedtischer Raum","41","0.0985216716886","0.0674328494411351","0.129610493936065"
"Bezahlt","1985","AkademikerIn","Laendlicher Raum","10","","",""
"Nicht abgegolten","1985","(noch) kein Abschluss","Staedtischer Raum","11","","",""
"Nicht abgegolten","1985","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Nicht abgegolten","1985","Hauptschule","Staedtischer Raum","253","","",""
"Nicht abgegolten","1985","Hauptschule","Laendlicher Raum","128","","",""
"Nicht abgegolten","1985","Realschule","Staedtischer Raum","161","","",""
"Nicht abgegolten","1985","Realschule","Laendlicher Raum","51","0.321846268817959","0.251410533006645","0.392282004629273"
"Nicht abgegolten","1985","(Fach-)Abitur","Staedtischer Raum","54","0.329668979212432","0.262649524585997","0.396688433838868"
"Nicht abgegolten","1985","(Fach-)Abitur","Laendlicher Raum","10","","",""
"Nicht abgegolten","1985","AkademikerIn","Staedtischer Raum","204","","",""
"Nicht abgegolten","1985","AkademikerIn","Laendlicher Raum","37","0.610459504932518","0.487070289770469","0.733848720094567"
"Abgefeiert","1986","(noch) kein Abschluss","Staedtischer Raum","18","","",""
"Abgefeiert","1986","(noch) kein Abschluss","Laendlicher Raum","4","0.07827689703463","-0.0230403186349876","0.179594112704248"
"Abgefeiert","1986","Hauptschule","Staedtischer Raum","373","0.275985014630548","0.253542468020168","0.298427561240928"
"Abgefeiert","1986","Hauptschule","Laendlicher Raum","134","","",""
"Abgefeiert","1986","Realschule","Staedtischer Raum","201","","",""
"Abgefeiert","1986","Realschule","Laendlicher Raum","79","0.534582115480431","0.455544992684183","0.613619238276678"
"Abgefeiert","1986","(Fach-)Abitur","Staedtischer Raum","55","0.314981161576073","0.249951184192367","0.38001113895978"
"Abgefeiert","1986","(Fach-)Abitur","Laendlicher Raum","14","","",""
"Abgefeiert","1986","AkademikerIn","Staedtischer Raum","64","0.221690831907402","0.174047008640677","0.269334655174128"
"Abgefeiert","1986","AkademikerIn","Laendlicher Raum","13","","",""
"Teils, teils","1986","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"Teils, teils","1986","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Teils, teils","1986","Hauptschule","Staedtischer Raum","173","","",""
"Teils, teils","1986","Hauptschule","Laendlicher Raum","52","0.121674807407286","0.0923684294527427","0.150981185361829"
"Teils, teils","1986","Realschule","Staedtischer Raum","84","0.162620426738901","0.131084619781483","0.194156233696319"
"Teils, teils","1986","Realschule","Laendlicher Raum","8","0.0381175277505908","0.00777681745679483","0.0684582380443867"
"Teils, teils","1986","(Fach-)Abitur","Staedtischer Raum","21","","",""
"Teils, teils","1986","(Fach-)Abitur","Laendlicher Raum","7","0.18924797068566","0.0707848733176975","0.307711068053621"
"Teils, teils","1986","AkademikerIn","Staedtischer Raum","28","","",""
"Teils, teils","1986","AkademikerIn","Laendlicher Raum","7","0.118071718754502","0.0370926550758777","0.199050782433127"
"Bezahlt","1986","(noch) kein Abschluss","Staedtischer Raum","129","","",""
"Bezahlt","1986","(noch) kein Abschluss","Laendlicher Raum","20","","",""
"Bezahlt","1986","Hauptschule","Staedtischer Raum","813","0.484431013249154","0.459340186623096","0.509521839875212"
"Bezahlt","1986","Hauptschule","Laendlicher Raum","221","","",""
"Bezahlt","1986","Realschule","Staedtischer Raum","117","","",""
"Bezahlt","1986","Realschule","Laendlicher Raum","35","0.218232393259359","0.152783724270205","0.283681062248513"
"Bezahlt","1986","(Fach-)Abitur","Staedtischer Raum","68","0.265806990998714","0.203961452216859","0.327652529780568"
"Bezahlt","1986","(Fach-)Abitur","Laendlicher Raum","12","","",""
"Bezahlt","1986","AkademikerIn","Staedtischer Raum","36","0.109055975056447","0.0733034592236837","0.144808490889211"
"Bezahlt","1986","AkademikerIn","Laendlicher Raum","9","0.148352937634534","0.0591537138548195","0.237552161414249"
"Nicht abgegolten","1986","(noch) kein Abschluss","Staedtischer Raum","5","0.0515166887856927","0.0176856771549354","0.08534770041645"
"Nicht abgegolten","1986","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Nicht abgegolten","1986","Hauptschule","Staedtischer Raum","165","","",""
"Nicht abgegolten","1986","Hauptschule","Laendlicher Raum","71","0.132383112711817","0.102001247324684","0.16276497809895"
"Nicht abgegolten","1986","Realschule","Staedtischer Raum","124","","",""
"Nicht abgegolten","1986","Realschule","Laendlicher Raum","31","0.20906796350962","0.144633872898742","0.273502054120497"
"Nicht abgegolten","1986","(Fach-)Abitur","Staedtischer Raum","52","0.309090150290167","0.244394761035015","0.373785539545318"
"Nicht abgegolten","1986","(Fach-)Abitur","Laendlicher Raum","9","0.179219593385711","0.0632271545480498","0.295212032223373"
"Nicht abgegolten","1986","AkademikerIn","Staedtischer Raum","164","","",""
"Nicht abgegolten","1986","AkademikerIn","Laendlicher Raum","32","0.557448066680768","0.432805179155209","0.682090954206327"
"Abgefeiert","1987","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Abgefeiert","1987","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Abgefeiert","1987","Hauptschule","Staedtischer Raum","","","",""
"Abgefeiert","1987","Hauptschule","Laendlicher Raum","","","",""
"Abgefeiert","1987","Realschule","Staedtischer Raum","","","",""
"Abgefeiert","1987","Realschule","Laendlicher Raum","","","",""
"Abgefeiert","1987","(Fach-)Abitur","Staedtischer Raum","","","",""
"Abgefeiert","1987","(Fach-)Abitur","Laendlicher Raum","","","",""
"Abgefeiert","1987","AkademikerIn","Staedtischer Raum","","","",""
"Abgefeiert","1987","AkademikerIn","Laendlicher Raum","","","",""
"Teils, teils","1987","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Teils, teils","1987","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teils, teils","1987","Hauptschule","Staedtischer Raum","","","",""
"Teils, teils","1987","Hauptschule","Laendlicher Raum","","","",""
"Teils, teils","1987","Realschule","Staedtischer Raum","","","",""
"Teils, teils","1987","Realschule","Laendlicher Raum","","","",""
"Teils, teils","1987","(Fach-)Abitur","Staedtischer Raum","","","",""
"Teils, teils","1987","(Fach-)Abitur","Laendlicher Raum","","","",""
"Teils, teils","1987","AkademikerIn","Staedtischer Raum","","","",""
"Teils, teils","1987","AkademikerIn","Laendlicher Raum","","","",""
"Bezahlt","1987","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Bezahlt","1987","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Bezahlt","1987","Hauptschule","Staedtischer Raum","","","",""
"Bezahlt","1987","Hauptschule","Laendlicher Raum","","","",""
"Bezahlt","1987","Realschule","Staedtischer Raum","","","",""
"Bezahlt","1987","Realschule","Laendlicher Raum","","","",""
"Bezahlt","1987","(Fach-)Abitur","Staedtischer Raum","","","",""
"Bezahlt","1987","(Fach-)Abitur","Laendlicher Raum","","","",""
"Bezahlt","1987","AkademikerIn","Staedtischer Raum","","","",""
"Bezahlt","1987","AkademikerIn","Laendlicher Raum","","","",""
"Nicht abgegolten","1987","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nicht abgegolten","1987","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nicht abgegolten","1987","Hauptschule","Staedtischer Raum","","","",""
"Nicht abgegolten","1987","Hauptschule","Laendlicher Raum","","","",""
"Nicht abgegolten","1987","Realschule","Staedtischer Raum","","","",""
"Nicht abgegolten","1987","Realschule","Laendlicher Raum","","","",""
"Nicht abgegolten","1987","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nicht abgegolten","1987","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nicht abgegolten","1987","AkademikerIn","Staedtischer Raum","","","",""
"Nicht abgegolten","1987","AkademikerIn","Laendlicher Raum","","","",""
"Abgefeiert","1988","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Abgefeiert","1988","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Abgefeiert","1988","Hauptschule","Staedtischer Raum","380","0.294348568309572","0.271238625556162","0.317458511062983"
"Abgefeiert","1988","Hauptschule","Laendlicher Raum","143","","",""
"Abgefeiert","1988","Realschule","Staedtischer Raum","226","","",""
"Abgefeiert","1988","Realschule","Laendlicher Raum","73","0.428334317511756","0.352368750249866","0.504299884773645"
"Abgefeiert","1988","(Fach-)Abitur","Staedtischer Raum","64","0.347550813326487","0.283898914663451","0.411202711989523"
"Abgefeiert","1988","(Fach-)Abitur","Laendlicher Raum","14","","",""
"Abgefeiert","1988","AkademikerIn","Staedtischer Raum","64","0.194620354499967","0.150619374342518","0.238621334657416"
"Abgefeiert","1988","AkademikerIn","Laendlicher Raum","14","","",""
"Teils, teils","1988","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"Teils, teils","1988","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teils, teils","1988","Hauptschule","Staedtischer Raum","182","","",""
"Teils, teils","1988","Hauptschule","Laendlicher Raum","56","0.130950889231715","0.0995014184262804","0.16240036003715"
"Teils, teils","1988","Realschule","Staedtischer Raum","63","0.114326521568942","0.0868707561743617","0.141782286963522"
"Teils, teils","1988","Realschule","Laendlicher Raum","23","","",""
"Teils, teils","1988","(Fach-)Abitur","Staedtischer Raum","29","","",""
"Teils, teils","1988","(Fach-)Abitur","Laendlicher Raum","8","0.303503579739484","0.148960349438463","0.458046810040505"
"Teils, teils","1988","AkademikerIn","Staedtischer Raum","40","0.121123898353882","0.0848623249641029","0.15738547174366"
"Teils, teils","1988","AkademikerIn","Laendlicher Raum","3","","",""
"Bezahlt","1988","(noch) kein Abschluss","Staedtischer Raum","122","","",""
"Bezahlt","1988","(noch) kein Abschluss","Laendlicher Raum","23","","",""
"Bezahlt","1988","Hauptschule","Staedtischer Raum","789","0.474774168224415","0.449452671553472","0.500095664895358"
"Bezahlt","1988","Hauptschule","Laendlicher Raum","189","","",""
"Bezahlt","1988","Realschule","Staedtischer Raum","126","","",""
"Bezahlt","1988","Realschule","Laendlicher Raum","35","0.207482677483577","0.145231210173465","0.26973414479369"
"Bezahlt","1988","(Fach-)Abitur","Staedtischer Raum","72","0.243221752630162","0.185874266102501","0.300569239157823"
"Bezahlt","1988","(Fach-)Abitur","Laendlicher Raum","11","","",""
"Bezahlt","1988","AkademikerIn","Staedtischer Raum","30","0.0855250228951131","0.0544436345804555","0.116606411209771"
"Bezahlt","1988","AkademikerIn","Laendlicher Raum","9","0.181748858953424","0.0759107286269598","0.287586989279889"
"Nicht abgegolten","1988","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Nicht abgegolten","1988","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Nicht abgegolten","1988","Hauptschule","Staedtischer Raum","143","","",""
"Nicht abgegolten","1988","Hauptschule","Laendlicher Raum","54","0.133209327864956","0.101531062729613","0.164887593000298"
"Nicht abgegolten","1988","Realschule","Staedtischer Raum","101","","",""
"Nicht abgegolten","1988","Realschule","Laendlicher Raum","32","0.224205943727713","0.160180724589806","0.28823116286562"
"Nicht abgegolten","1988","(Fach-)Abitur","Staedtischer Raum","50","0.285553165978169","0.225178143020333","0.345928188936004"
"Nicht abgegolten","1988","(Fach-)Abitur","Laendlicher Raum","1","","",""
"Nicht abgegolten","1988","AkademikerIn","Staedtischer Raum","177","","",""
"Nicht abgegolten","1988","AkademikerIn","Laendlicher Raum","25","","",""
"Abgefeiert","1989","(noch) kein Abschluss","Staedtischer Raum","18","","",""
"Abgefeiert","1989","(noch) kein Abschluss","Laendlicher Raum","9","0.274025644950985","0.111693197617632","0.436358092284339"
"Abgefeiert","1989","Hauptschule","Staedtischer Raum","384","0.286920044288635","0.26458845954881","0.30925162902846"
"Abgefeiert","1989","Hauptschule","Laendlicher Raum","131","","",""
"Abgefeiert","1989","Realschule","Staedtischer Raum","244","","",""
"Abgefeiert","1989","Realschule","Laendlicher Raum","74","0.401862262824319","0.328163050764907","0.475561474883731"
"Abgefeiert","1989","(Fach-)Abitur","Staedtischer Raum","82","0.3696983988599","0.307848619835405","0.431548177884394"
"Abgefeiert","1989","(Fach-)Abitur","Laendlicher Raum","10","","",""
"Abgefeiert","1989","AkademikerIn","Staedtischer Raum","65","0.212915874945372","0.166592300642358","0.259239449248386"
"Abgefeiert","1989","AkademikerIn","Laendlicher Raum","10","","",""
"Teils, teils","1989","(noch) kein Abschluss","Staedtischer Raum","21","","",""
"Teils, teils","1989","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Teils, teils","1989","Hauptschule","Staedtischer Raum","230","","",""
"Teils, teils","1989","Hauptschule","Laendlicher Raum","58","0.12626489109085","0.096010473758055","0.156519308423645"
"Teils, teils","1989","Realschule","Staedtischer Raum","78","0.129596279629979","0.102144480960152","0.157048078299805"
"Teils, teils","1989","Realschule","Laendlicher Raum","33","0.196796966718678","0.137032162601783","0.256561770835573"
"Teils, teils","1989","(Fach-)Abitur","Staedtischer Raum","33","0.159220586717062","0.112341320313769","0.206099853120354"
"Teils, teils","1989","(Fach-)Abitur","Laendlicher Raum","7","0.391728416667187","0.200382416082318","0.583074417252057"
"Teils, teils","1989","AkademikerIn","Staedtischer Raum","45","0.154502929619243","0.113604006166758","0.195401853071728"
"Teils, teils","1989","AkademikerIn","Laendlicher Raum","10","","",""
"Bezahlt","1989","(noch) kein Abschluss","Staedtischer Raum","121","","",""
"Bezahlt","1989","(noch) kein Abschluss","Laendlicher Raum","18","","",""
"Bezahlt","1989","Hauptschule","Staedtischer Raum","834","0.473980064304491","0.449328123049858","0.498632005559124"
"Bezahlt","1989","Hauptschule","Laendlicher Raum","221","","",""
"Bezahlt","1989","Realschule","Staedtischer Raum","131","","",""
"Bezahlt","1989","Realschule","Laendlicher Raum","35","0.228951334663148","0.165792208167209","0.292110461159088"
"Bezahlt","1989","(Fach-)Abitur","Staedtischer Raum","78","0.272809120152565","0.215740967204684","0.329877273100446"
"Bezahlt","1989","(Fach-)Abitur","Laendlicher Raum","5","0.130370255949623","-0.00161777153845175","0.262358283437697"
"Bezahlt","1989","AkademikerIn","Staedtischer Raum","33","0.0957521321492024","0.0624551067777985","0.129049157520606"
"Bezahlt","1989","AkademikerIn","Laendlicher Raum","6","0.0995687004132915","0.0211461813720334","0.17799121945455"
"Nicht abgegolten","1989","(noch) kein Abschluss","Staedtischer Raum","5","0.0333524698063811","0.00595539525052742","0.0607495443622347"
"Nicht abgegolten","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nicht abgegolten","1989","Hauptschule","Staedtischer Raum","128","","",""
"Nicht abgegolten","1989","Hauptschule","Laendlicher Raum","53","0.128257091007463","0.09779971394238","0.158714468072547"
"Nicht abgegolten","1989","Realschule","Staedtischer Raum","122","","",""
"Nicht abgegolten","1989","Realschule","Laendlicher Raum","28","","",""
"Nicht abgegolten","1989","(Fach-)Abitur","Staedtischer Raum","41","0.198271894270473","0.147187965040917","0.24935582350003"
"Nicht abgegolten","1989","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Nicht abgegolten","1989","AkademikerIn","Staedtischer Raum","157","","",""
"Nicht abgegolten","1989","AkademikerIn","Laendlicher Raum","30","0.570184675262295","0.440525637039428","0.699843713485162"
"Abgefeiert","1990","(noch) kein Abschluss","Staedtischer Raum","18","","",""
"Abgefeiert","1990","(noch) kein Abschluss","Laendlicher Raum","6","0.193679549709438","0.05675894056751","0.330600158851366"
"Abgefeiert","1990","Hauptschule","Staedtischer Raum","455","0.297914920289528","0.276566638146676","0.319263202432381"
"Abgefeiert","1990","Hauptschule","Laendlicher Raum","313","0.334364874078171","0.305197757347562","0.36353199080878"
"Abgefeiert","1990","Realschule","Staedtischer Raum","350","0.419125428197043","0.386450907496598","0.451799948897488"
"Abgefeiert","1990","Realschule","Laendlicher Raum","321","0.401396509422599","0.368188581307203","0.434604437537994"
"Abgefeiert","1990","(Fach-)Abitur","Staedtischer Raum","74","0.317426330912199","0.260295013218604","0.374557648605794"
"Abgefeiert","1990","(Fach-)Abitur","Laendlicher Raum","31","0.433296217636541","0.312830931279445","0.553761503993638"
"Abgefeiert","1990","AkademikerIn","Staedtischer Raum","195","","",""
"Abgefeiert","1990","AkademikerIn","Laendlicher Raum","168","","",""
"Teils, teils","1990","(noch) kein Abschluss","Staedtischer Raum","25","","",""
"Teils, teils","1990","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Teils, teils","1990","Hauptschule","Staedtischer Raum","250","","",""
"Teils, teils","1990","Hauptschule","Laendlicher Raum","132","","",""
"Teils, teils","1990","Realschule","Staedtischer Raum","147","","",""
"Teils, teils","1990","Realschule","Laendlicher Raum","143","","",""
"Teils, teils","1990","(Fach-)Abitur","Staedtischer Raum","44","0.191430803358137","0.143142437567788","0.239719169148485"
"Teils, teils","1990","(Fach-)Abitur","Laendlicher Raum","13","","",""
"Teils, teils","1990","AkademikerIn","Staedtischer Raum","81","0.139644247568584","0.11145973143245","0.167828763704719"
"Teils, teils","1990","AkademikerIn","Laendlicher Raum","71","0.174955982395444","0.139930684960149","0.209981279830739"
"Bezahlt","1990","(noch) kein Abschluss","Staedtischer Raum","102","","",""
"Bezahlt","1990","(noch) kein Abschluss","Laendlicher Raum","23","","",""
"Bezahlt","1990","Hauptschule","Staedtischer Raum","937","0.486166187326728","0.462835601183181","0.509496773470276"
"Bezahlt","1990","Hauptschule","Laendlicher Raum","508","0.450961199095697","0.42019766913278","0.481724729058615"
"Bezahlt","1990","Realschule","Staedtischer Raum","249","","",""
"Bezahlt","1990","Realschule","Laendlicher Raum","328","0.357802963897328","0.325328538355416","0.390277389439241"
"Bezahlt","1990","(Fach-)Abitur","Staedtischer Raum","93","0.289684517031731","0.234008740463076","0.345360293600387"
"Bezahlt","1990","(Fach-)Abitur","Laendlicher Raum","18","","",""
"Bezahlt","1990","AkademikerIn","Staedtischer Raum","61","0.0840091965649586","0.0614528376125905","0.106565555517327"
"Bezahlt","1990","AkademikerIn","Laendlicher Raum","104","","",""
"Nicht abgegolten","1990","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Nicht abgegolten","1990","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nicht abgegolten","1990","Hauptschule","Staedtischer Raum","121","","",""
"Nicht abgegolten","1990","Hauptschule","Laendlicher Raum","52","0.075522942685266","0.0591866847928266","0.0918592005777054"
"Nicht abgegolten","1990","Realschule","Staedtischer Raum","130","","",""
"Nicht abgegolten","1990","Realschule","Laendlicher Raum","45","0.0758234644544302","0.0578899815604288","0.0937569473484315"
"Nicht abgegolten","1990","(Fach-)Abitur","Staedtischer Raum","44","0.201458348697933","0.152229529095825","0.250687168300041"
"Nicht abgegolten","1990","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Nicht abgegolten","1990","AkademikerIn","Staedtischer Raum","244","","",""
"Nicht abgegolten","1990","AkademikerIn","Laendlicher Raum","109","","",""
"Abgefeiert","1991","(noch) kein Abschluss","Staedtischer Raum","26","","",""
"Abgefeiert","1991","(noch) kein Abschluss","Laendlicher Raum","6","0.177704325043563","0.0492136429766059","0.306195007110519"
"Abgefeiert","1991","Hauptschule","Staedtischer Raum","459","0.285646208711367","0.264415269389378","0.306877148033356"
"Abgefeiert","1991","Hauptschule","Laendlicher Raum","296","","",""
"Abgefeiert","1991","Realschule","Staedtischer Raum","371","0.421034169294343","0.387901325464094","0.454167013124593"
"Abgefeiert","1991","Realschule","Laendlicher Raum","332","0.444286530671713","0.40758207425926","0.480990987084165"
"Abgefeiert","1991","(Fach-)Abitur","Staedtischer Raum","97","0.405072233707124","0.346408417984653","0.463736049429596"
"Abgefeiert","1991","(Fach-)Abitur","Laendlicher Raum","30","0.429662590591309","0.307424229934506","0.551900951248111"
"Abgefeiert","1991","AkademikerIn","Staedtischer Raum","190","","",""
"Abgefeiert","1991","AkademikerIn","Laendlicher Raum","156","","",""
"Teils, teils","1991","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Teils, teils","1991","(noch) kein Abschluss","Laendlicher Raum","6","0.109016794229309","0.00425809553985686","0.21377549291876"
"Teils, teils","1991","Hauptschule","Staedtischer Raum","263","","",""
"Teils, teils","1991","Hauptschule","Laendlicher Raum","117","","",""
"Teils, teils","1991","Realschule","Staedtischer Raum","124","","",""
"Teils, teils","1991","Realschule","Laendlicher Raum","108","","",""
"Teils, teils","1991","(Fach-)Abitur","Staedtischer Raum","41","0.142921082852981","0.101096607088334","0.184745558617628"
"Teils, teils","1991","(Fach-)Abitur","Laendlicher Raum","7","0.079708717080498","0.0128291612622976","0.146588272898698"
"Teils, teils","1991","AkademikerIn","Staedtischer Raum","85","0.1557957425136","0.125892007968578","0.185699477058621"
"Teils, teils","1991","AkademikerIn","Laendlicher Raum","36","0.0945775651444043","0.0649598093863714","0.124195320902437"
"Bezahlt","1991","(noch) kein Abschluss","Staedtischer Raum","132","","",""
"Bezahlt","1991","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"Bezahlt","1991","Hauptschule","Staedtischer Raum","896","0.467754131505077","0.444303028968275","0.491205234041879"
"Bezahlt","1991","Hauptschule","Laendlicher Raum","339","0.412545074086768","0.378600888872516","0.44648925930102"
"Bezahlt","1991","Realschule","Staedtischer Raum","234","","",""
"Bezahlt","1991","Realschule","Laendlicher Raum","211","","",""
"Bezahlt","1991","(Fach-)Abitur","Staedtischer Raum","85","0.259349576381948","0.206974899063691","0.311724253700204"
"Bezahlt","1991","(Fach-)Abitur","Laendlicher Raum","16","","",""
"Bezahlt","1991","AkademikerIn","Staedtischer Raum","57","0.0975507594557414","0.073085457153981","0.122016061757502"
"Bezahlt","1991","AkademikerIn","Laendlicher Raum","56","0.171186897446128","0.133063111565681","0.209310683326574"
"Nicht abgegolten","1991","(noch) kein Abschluss","Staedtischer Raum","8","0.0316928455083985","0.00631178682005855","0.0570739041967385"
"Nicht abgegolten","1991","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Nicht abgegolten","1991","Hauptschule","Staedtischer Raum","121","","",""
"Nicht abgegolten","1991","Hauptschule","Laendlicher Raum","56","0.0749039006574289","0.0567534232480449","0.0930543780668129"
"Nicht abgegolten","1991","Realschule","Staedtischer Raum","124","","",""
"Nicht abgegolten","1991","Realschule","Laendlicher Raum","53","0.0912125231367885","0.0699448408889969","0.11248020538458"
"Nicht abgegolten","1991","(Fach-)Abitur","Staedtischer Raum","46","0.192657107057947","0.145527536599392","0.239786677516501"
"Nicht abgegolten","1991","(Fach-)Abitur","Laendlicher Raum","10","","",""
"Nicht abgegolten","1991","AkademikerIn","Staedtischer Raum","233","","",""
"Nicht abgegolten","1991","AkademikerIn","Laendlicher Raum","127","","",""
"Abgefeiert","1992","(noch) kein Abschluss","Staedtischer Raum","21","","",""
"Abgefeiert","1992","(noch) kein Abschluss","Laendlicher Raum","5","0.286344789390458","0.12971947176444","0.442970107016476"
"Abgefeiert","1992","Hauptschule","Staedtischer Raum","427","0.303799380233166","0.281348869939582","0.32624989052675"
"Abgefeiert","1992","Hauptschule","Laendlicher Raum","261","","",""
"Abgefeiert","1992","Realschule","Staedtischer Raum","348","0.417977957888496","0.384563704001519","0.451392211775473"
"Abgefeiert","1992","Realschule","Laendlicher Raum","279","","",""
"Abgefeiert","1992","(Fach-)Abitur","Staedtischer Raum","106","","",""
"Abgefeiert","1992","(Fach-)Abitur","Laendlicher Raum","33","0.347750993764196","0.238499454666865","0.457002532861528"
"Abgefeiert","1992","AkademikerIn","Staedtischer Raum","174","","",""
"Abgefeiert","1992","AkademikerIn","Laendlicher Raum","134","","",""
"Teils, teils","1992","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Teils, teils","1992","(noch) kein Abschluss","Laendlicher Raum","7","0.154848984930771","0.0295076135812762","0.280190356280265"
"Teils, teils","1992","Hauptschule","Staedtischer Raum","255","","",""
"Teils, teils","1992","Hauptschule","Laendlicher Raum","128","","",""
"Teils, teils","1992","Realschule","Staedtischer Raum","172","","",""
"Teils, teils","1992","Realschule","Laendlicher Raum","118","","",""
"Teils, teils","1992","(Fach-)Abitur","Staedtischer Raum","38","0.134216225545885","0.0937054207622446","0.174727030329526"
"Teils, teils","1992","(Fach-)Abitur","Laendlicher Raum","12","","",""
"Teils, teils","1992","AkademikerIn","Staedtischer Raum","78","0.15834191081183","0.127232911116426","0.189450910507233"
"Teils, teils","1992","AkademikerIn","Laendlicher Raum","45","0.152273533914424","0.113799672884977","0.19074739494387"
"Bezahlt","1992","(noch) kein Abschluss","Staedtischer Raum","114","","",""
"Bezahlt","1992","(noch) kein Abschluss","Laendlicher Raum","19","","",""
"Bezahlt","1992","Hauptschule","Staedtischer Raum","805","0.454875127550008","0.430566543268801","0.479183711831215"
"Bezahlt","1992","Hauptschule","Laendlicher Raum","293","","",""
"Bezahlt","1992","Realschule","Staedtischer Raum","214","","",""
"Bezahlt","1992","Realschule","Laendlicher Raum","209","","",""
"Bezahlt","1992","(Fach-)Abitur","Staedtischer Raum","77","0.2525361914995","0.20090400259705","0.304168380401951"
"Bezahlt","1992","(Fach-)Abitur","Laendlicher Raum","15","","",""
"Bezahlt","1992","AkademikerIn","Staedtischer Raum","50","0.0874542138909675","0.0633807847840284","0.111527642997907"
